op_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
103,0.006,0.001,0.009,0.002,1.041,0.0,0.0,0.5,0,0.236,0.016,1.158,1.722,0.015,0.017,1.008,0.823,0.011,0,0.014,0.527,0.205,0.293,0.282,0.275,0.22,0.054,0.165,0.22,0.002,0.084,0.143,0.002,0.029,0.004,0.293,0.043,0,0.144,0.0
104,0.004,0,0.005,0.0,0.294,0.746,0.913,0.578,0,0.002,0.001,0.21,0.002,0.0,0.003,0.066,0.003,0.003,0.471,0.003,0.003,0.406,0.004,0.003,0.254,0,0.002,0.003,0.002,5.084,0,0.001,0.0,0,0.139,0.0,0.286,0,0.003,1.239
105,0.0,0.017,0.003,0.953,0.026,0.053,0.012,0.002,5.74,0.001,0.003,0.004,0.001,0.0,0.002,0.005,1.521,0.0,0.131,0.002,0.006,0,0,1.013,0.002,0,0,2.312,0,0.904,0,0.0,0.015,0,0.075,0.927,0,0,0.0,0.062
106,1.556,0.042,0.539,0.469,0.077,0.004,0.004,1.671,1.737,0.727,1.725,0.414,1.273,0.714,0.482,0.199,0.185,0.432,0.005,1.372,1.103,0.755,0.626,0.137,1.732,0,0.614,0.985,1.558,0.282,0.437,0.444,0.089,0,0.004,0.071,0.699,7.179,0.149,0.198
107,0,0.006,0.125,0.004,0.008,0.281,0.34,0.158,0.004,0.015,0.008,0.111,0.734,0,0.317,0.048,0.004,0.042,0.901,0.175,0.628,0.11,0.218,0.055,0.331,0,0.297,0.071,0.756,0.004,0.093,0.145,0.004,5.571,0.715,0.21,0.015,2.263,0.135,0.436
108,2.337,0.202,0.105,0.224,0.004,0.049,0.02,0.154,1.731,0,0.003,0.005,0.005,1.388,0.004,0.0,0.252,1.608,0.173,0.1,0.279,0.003,0.005,0.095,0.006,0,0.318,0.283,0.479,0.237,0.245,0.271,0.229,0,0,0.005,0.328,0.047,0.402,0.005
109,0,0.101,0.606,0.004,0.01,1.333,1.017,0.387,0.076,0,0.492,0.007,1.668,0,0.355,0.007,0.016,0.672,0.001,0.702,0.62,0.388,0.283,0.008,0.198,2.673,0.209,0.008,0.006,1.122,0.005,0.135,0.088,7.08,0,0.078,0.024,2.037,0.005,0
110,0,2.554,0.061,0.007,0.185,0.01,0.385,0.009,1.678,3.242,0.126,0.406,2.355,0,0.049,0.256,0,0.101,0.005,0.411,0.006,0.176,0.128,5.474,0.655,0.178,0.053,0.243,0.15,0.0,0.04,0.004,0,2.849,0,0,0.031,0.006,0.158,0.004
111,0,0,0.894,0.006,0.353,0.153,0.211,0.768,2.187,0,0.001,0.456,0.005,8.018,0,0.006,0.006,0,0.747,0.0,2.612,0.008,3.845,1.834,0.0,0,0,0.0,0.001,1.457,1.72,0.0,0.169,0.0,1.627,0.005,0,0,0,0.147
112,0,0.301,0,0.053,0.284,0,0.07,0.103,0.162,0,0.006,0.073,0.005,5.231,0.006,0.357,0.555,0.004,0.137,0.005,1.547,0.569,0.771,0.729,1.483,1.354,0.464,1.959,2.073,1.374,1.113,0.846,0.563,1.308,0.333,1.432,0.004,0.006,0,1.578
113,7.039,0,0.185,0.006,0.754,1.541,0.24,0.17,0.153,7.504,0.681,0.041,1.214,7.202,0.821,0.003,0.332,0.925,0,0.407,1.04,0.48,0.718,0.022,0.421,0.91,0.647,1.813,0.602,0.13,0.243,0.669,0.48,2.87,0.087,0.085,0.33,1.239,1.505,0
114,2.097,0,0.007,0.223,0.775,0,0.092,0.074,0.586,4.441,0,0.618,0.194,2.511,0,0.69,0.386,0.052,0,0.421,1.509,0.51,3.264,0.33,0.755,0.58,0.01,0.934,0.224,0.358,0.08,0.224,0.582,0.549,0.002,0,0.749,0.586,1.132,0
115,2.613,0,0.28,0.004,0.199,0,0.005,0.221,0.038,1.297,1.944,0.418,0.091,0.726,0,0.519,0.062,0.134,0,0.32,0.196,0.027,0.901,0.051,0.248,0.198,1.885,0.296,0.171,1.032,0.6,0.08,0.004,0.291,0.004,3.145,0.586,0.125,2.605,2.43
116,0.002,0,0.004,0.352,0.533,4.05,0.502,0.419,0.726,0.075,0,0.085,0.222,0.004,0,0,0.375,0.005,2.138,0.147,0.003,0.003,1.658,1.614,0.004,0.004,0,0.002,0.256,0.26,0.002,0.003,0.004,0.005,1.037,3.433,0.307,0.004,1.106,1.234
117,2.805,2.232,0.257,0.185,0.14,2.578,1.133,0.005,0.294,2.866,1.352,0.37,1.102,2.738,0,2.016,0.377,0.627,0.395,0.446,0.054,0.483,0,0.716,0.559,0.552,0,0.742,0.83,1.014,0.005,0.002,1.077,0.005,0.417,0,0.003,0.004,0.005,0.976
118,1.399,0.705,0.825,0.152,0.686,1.936,0.98,0.552,0.006,0.773,0.251,0.03,0.256,1.283,6.496,0,0.168,0.623,0.636,0.166,0.421,0.494,1.01,0.826,0.692,0.531,2.108,0.527,0.208,0.587,0.538,0.522,0.396,0.666,0.006,4.407,0.996,0.782,1.254,0.016
119,0.124,0.89,0.35,0.254,0.301,2.013,0.041,0.045,0.338,0.918,0.748,0.006,0.222,1.436,5.609,0,0.519,0.145,0.158,0,0.37,0.816,1.587,0.357,0.712,0.721,0.315,0,0.792,0.089,1.137,2.596,0.112,0.696,0.109,3.655,0.725,0.822,0.711,0.529
120,0.253,0.892,0,0.65,0.301,0.639,0.005,0.192,1.117,0.272,0.181,2.544,0.534,0.101,0,3.168,0.065,0.224,0.005,0,0.146,0.301,0.594,0.412,0.055,0.285,0.319,1.334,0.196,0.006,0.368,1.638,0.41,0.221,0.011,2.346,0.094,0.004,0.161,0.008
121,0.044,0.399,0,0.544,0.115,0.409,0.74,0.385,0.197,0.201,0.04,1.201,0.035,0.007,6.12,1.432,0.307,0.015,0.205,3.258,0.209,0.667,0.901,0,0.425,0.549,0.172,0.068,0.88,0.278,0.351,0,0.01,0.308,0.527,0.01,0.607,0.491,0.289,0.375
122,0.135,0.613,0,0.339,0.011,0.169,0.309,0.082,0.24,0.007,0.005,0.747,0.22,0.278,0.684,1.565,0.353,0.181,0.006,1.752,0.108,0.01,0.278,0,0.006,0.211,0.075,0.853,0.05,0.243,0.026,1.566,0.306,0.011,0.278,0.729,0,0.058,0.005,0.161
123,0.138,0.429,2.087,0.08,0.071,0.007,0.245,0.444,0.21,0.068,0.065,0.517,0.301,0.211,1.927,1.312,0.004,0.56,0.471,0.924,0.331,0.319,0.212,4.294,0.028,0.5,0.381,1.789,0.105,0.005,0.23,0.824,0,0.452,0.199,0.008,0,0.382,0.551,0.005
124,0.136,0.333,0.355,0.474,0.763,0.616,0.891,0,0.006,0.453,0.003,0.049,0.005,0.005,0.279,0.369,1.128,0.005,0.215,0.005,0,0.147,0.456,2.174,0.139,0.004,0.143,0.574,0.547,0.006,0.265,0.003,0,0.042,0.084,0.307,0,0.005,0.005,0.007
125,0.828,0.82,2.642,0.734,0.787,0.367,0.642,0,0.235,0.129,0.104,0.173,0.211,0.319,0.756,1.79,0.573,0.091,0.051,0.683,0,0.005,0.005,1.832,0.005,0.005,0.005,0.005,0.043,0.141,0.009,0.004,1.214,0.276,0.222,0.653,0,0.497,0.444,0.077
126,0.131,0.315,1.067,0.73,0.109,0.006,0.48,3.324,0.279,0.8,0.508,0.407,0.316,0.168,1.356,1.717,2.371,0.333,0.407,0.939,0,0.32,0.551,0.575,0.182,0.656,0.308,0.716,0.298,0.05,0.034,0.38,0.148,0.047,0.004,0.009,5.315,0.255,0.182,0.488
127,0.028,0.006,0.101,0,0.073,0.32,0.967,4.527,0.626,0.197,0.047,0.131,1.598,0.103,0.107,0.135,0,0.048,0.818,0.114,0,0.306,0.055,0.004,1.354,0.158,0.196,0.076,0,0.01,0.029,0.155,0,0.066,0.139,0.7,2.176,0.142,0.226,0.526
128,0.343,0.122,0.008,3.112,0.766,0.008,0.288,3.828,0.525,0.623,0.178,0.024,0,0.589,0.006,0.073,2.797,0.236,0.144,0.408,5.396,0.22,0.004,0.927,0,0.564,0.555,0.249,0,0.039,0.004,0.545,2.941,0.135,0.23,0.783,1.709,1.09,0.271,0.108
129,0.685,0.134,0.309,1.471,1.54,0.01,0.022,4.294,0,0.833,0.463,0.338,0,0.307,0.161,0.215,1.322,0.263,0.024,1.137,2.975,0.261,0.043,0.076,1.256,0.138,0.138,0.114,1.595,0.016,0.569,0.013,0,0.557,0.014,0.25,2.123,1.855,0.62,0.015
130,0.015,0.085,0.019,0.257,1.468,0.007,0.006,5.488,0,0.345,0.103,0.58,3.814,0.315,0.021,0.285,0.179,0.128,0.015,0.235,0.52,0.234,0.221,0.014,0.402,0.343,0.405,0.131,0.27,0.02,0.005,0.213,1.664,0,0.473,0.009,0.005,1.093,0.318,1.038
131,0.108,0.005,0.122,0.005,0,0.293,0.005,1.256,4.163,0.087,0.01,1.42,1.476,0.033,0.084,0.711,0.556,0.128,0.356,0.186,0.088,0.214,0.283,0.517,0.027,0.096,0.146,0.087,0.051,0.239,0.016,0.012,0.005,0,0.147,0.564,0.008,0,0.025,0.339
132,0.007,0.006,0.007,1.276,0,1.41,0.74,0.007,1.93,0.008,0.334,0.061,0.908,0.276,0.514,0.379,1.056,0.196,0.482,0.048,0.007,1.039,0.322,0.411,0.843,0.399,0.202,0.33,0.762,0.892,0.333,0.304,0.005,0,0.281,0.119,0.119,0,0.17,0.062
133,0.351,0.089,0.312,1.801,4.064,0.005,0.522,0.778,0.628,0.007,0.293,0.229,1.438,0.651,0.47,0.012,0.839,1.064,0.509,0.425,1.725,0,0.356,0.424,0.667,0.073,0.436,0.328,0.234,0,0.408,0.132,0.092,4.112,0.283,0.027,0.088,0,0.035,0.006
134,1.58,0.297,1.304,0.301,1.41,0.044,0.341,1.998,0.7,0.43,0.37,0.314,1.652,0.004,0.606,0.07,0.632,0.613,0.091,0.356,2.33,0,0.006,0.117,1.274,1.304,1.027,1.015,1.891,3.817,0.125,0.224,0.344,0,0.009,0.005,0.082,6.067,0.253,0.006
135,0,0.182,0.285,0.014,0.637,0.019,0.306,1.401,0.013,0.005,0.159,0.409,0.057,2.944,0.947,0.034,0.018,0.021,0.391,0.455,0.15,0,0.065,0.265,0.334,0.309,0.093,0.356,0.377,0,0.398,0.133,0.097,0,0.224,0.473,1.096,5.745,0.065,0.069
136,0,0.067,0.02,0.286,0.439,0.418,0.008,0.131,1.36,0.234,0.005,0.888,0.047,0.426,0.619,0.006,0.255,0.008,0.42,0.169,0.004,4.912,0.007,0.331,0.007,0.006,0.007,0.009,0.01,0,0.154,0.309,0.381,0,0.013,0.538,0.076,0.724,0.219,0.084
137,0,0.006,0.473,0.135,0.816,1.677,0.391,0.817,0.01,1.74,0.35,0.369,0.514,0.519,0.496,0.562,0.215,0.606,0.937,0.537,0.593,2.557,0.15,0.011,0.52,0.009,0.775,0.246,0.009,0,0.282,0.67,0.009,8.119,0.671,0.019,0.085,2.688,0.525,0.299
138,0,0.219,0.176,0.242,0.88,3.183,0.005,0.159,1.342,0,0.004,0.511,0.174,0.504,0.301,0.003,0.913,0.379,0,0.151,0.011,0.046,0.069,0.006,0.028,0.014,0.013,0.158,0.228,2.736,0.93,0.009,1.134,2.508,0,0.442,0.012,0.644,0.012,0.004
139,7.379,0.165,0.695,0.136,0.004,0,0,0.044,0.005,1.869,0.496,0.168,0.304,0,1.256,0.441,0.814,0.284,0,0.616,0.286,0.024,0.329,0.574,0.159,0.513,0.005,0.129,0.005,2.059,0,0.066,0.457,1.553,2.457,0.608,1.176,1.565,0,0.003
140,2.973,1.314,0.481,0.637,0.639,0,0.004,0.034,0.348,0.878,0.006,0.28,0.8,2.616,1.01,0.003,0.9,0.302,0,0.594,0.366,0.377,0.947,0.259,0.122,0.195,0.242,1.852,0.214,0.089,3.833,0.119,0.003,1.764,1.783,0.274,0.074,0.677,0,0.001
141,0.26,0,0.408,0.317,0.114,0,0.005,0.418,0.061,0.003,1.517,0.228,0.001,0,0,0.537,0.004,0.476,0,0.765,0.13,0.463,1.214,1.027,0.185,1.118,0.003,0.635,0.77,2.758,0,0.696,0.006,2.177,0,0.004,0.479,0.471,4.342,0
142,2.157,1.581,0.573,0.003,1.049,0,0.146,0.288,0.003,0.935,0,0.221,0.079,2.014,0,0.027,0.508,0.189,5.786,0.003,0.307,0.292,0.551,0.542,0.269,0.312,0.753,0.253,0.927,2.024,2.454,0.318,0.306,1.178,1.014,0.421,0.004,0.004,0,0.576
143,0.004,1.307,0.104,0.099,0.006,3.32,0.525,0.002,0.389,0.127,0,0.006,0.003,1.268,0,0.006,0.436,0.257,0,0.108,0.164,0.571,0.927,0.544,0.179,0.288,0.716,0.797,0.737,1.455,0.5,0.047,0.34,0.124,0.859,0.679,0.478,0.265,0,1.655
144,1.188,0,0.197,0.097,0.51,1.811,0,0.542,0.153,0.23,1.449,0,0.267,1.009,0,0.112,0.355,0.111,2.957,0.491,0.671,0.343,0.186,0.76,0.495,0.525,0.822,0.118,0.296,0.623,0.897,0.251,0.034,0.761,0.182,1.217,0.219,0.439,2.375,1.148
145,0.103,3.968,0.006,0.032,0.721,1.025,0,0.005,0.312,0.022,0.044,0,0.736,0.225,0,0.354,0.007,0.056,0.566,0.136,0.008,0.527,0.17,1.522,0.595,0.428,0.801,0,0.093,0.161,0.034,0.922,0.603,2.463,0.367,0,0.172,0.108,1.22,0.673
146,1.565,1.12,1.168,0.006,0.267,2.403,1.795,0.354,0.742,0.88,0.077,4.304,0.007,0.038,7.308,0.878,0.228,0.006,0.509,0.008,0.572,0.269,0.688,0,0.221,0.689,0.482,2.771,0.853,0.504,2.485,0,0.288,0.398,0.479,0,1.019,0.511,0.063,0.006
147,0.005,0.604,0.006,0.612,0.013,0.569,0.911,0.079,0.054,0.01,0.088,3.303,0.145,0.383,2.279,0.316,0.581,0.401,2.264,0,0.393,0.607,0.347,2.892,0.409,0.674,0.407,2.959,0.885,0.005,0.343,0,0.303,0.566,0.942,1.731,0.203,0.402,0.981,0.505
148,0.452,0.514,0,0.885,0.005,1.009,0.887,0.116,0.774,0.599,0.565,2.206,0.524,0.524,0.937,0.904,0.589,0.727,0.014,0,0.004,0.004,0.005,0,0.007,0.104,0.006,0,0.005,0.402,0.179,3.774,0.545,0.007,0.336,0.434,0.112,0.006,0.303,0.149
149,0.216,0.593,1.588,0.407,0.005,0.043,0.636,0.959,0.406,0.555,0.175,2.118,0.593,0.264,1.661,0.56,0.398,0.542,0.402,3.819,0.162,0.6,0.652,3.37,0.254,0.38,0.705,0,0.469,0.036,0.469,0,0.08,0.589,0.258,0.006,0,0.059,0.389,0.176
150,0.252,0.892,0.655,0.652,0.736,0.003,0.003,0.101,0.268,0.307,0.005,1.573,0.051,0.35,0.081,0.281,0.551,0.54,0.004,1.801,0.214,0.165,0.301,0,0.14,0.087,0.141,0,0.433,0.004,0.214,2.356,0.354,0.05,0.786,0.93,2.001,0.025,0.026,0.003
151,1.258,0.004,0,0.397,0.07,0.017,0.027,0,0.003,0.048,0.101,0.042,0.022,0.604,0.991,1.226,0,0.054,0.165,0.411,0.101,0.013,0.252,5.27,0.056,0.003,0.101,0,0.718,0.111,0.618,0.004,0,0.449,0.296,0.003,1.67,1.064,0.344,0.004
152,0.516,0.141,3.391,0.168,0.115,0.751,0.015,0,0.071,0.004,0.479,0.841,1.026,0.191,0.349,0.622,0.232,0.003,2.483,0.001,0.297,0.451,0.342,1.997,0.125,0.366,0.511,0,0.004,0.035,0.003,0.003,0,0.002,0.494,0.004,0,0.003,0.608,0.102
153,0.02,0.191,1.887,1.698,0.005,0.006,0.222,0,0.653,0.022,0.208,0.368,0.253,0.173,0.158,0.078,1.291,0.426,0.515,0.617,0.043,0.021,0.04,0.031,0.042,0.067,0.031,8.172,0.006,0.011,0.032,0.166,0,0.238,0.285,0.01,2.813,0.186,0.066,0.048
154,0.006,0.005,1.265,1.689,0.034,0.151,0.315,0,0.023,0.735,0.391,0.008,0.978,0.019,1.769,0.084,1.304,0.386,0.379,0.403,0.42,0.532,0.06,0.09,0.0,0.298,0.204,1.86,0,0.112,0.066,0.863,0,0.465,0.335,0.854,1.015,0.036,0.52,0.133
155,0.035,0.458,0.044,0,0.722,0.085,0.504,2.053,0.423,0.098,0.217,0.247,2.21,0.521,0.026,0.059,0.676,0.216,0.164,0.322,0.082,0.423,0.347,0.196,0,0.357,0.319,1.114,3.29,0.027,0.004,0.865,1.706,0.053,0.278,0.126,0.17,0.949,0.224,0.362
156,0.713,0.239,0.915,0,1.219,0.009,0.107,1.115,0,0.48,0.476,1.455,1.251,0.245,0.081,0.503,1.318,0.275,0.181,0.259,0.088,0.191,0.025,0.15,1.694,0.012,0.18,0.029,1.705,0.415,0.306,0.051,0.05,0.144,0.372,0.039,0.137,0,0.074,0.45
157,0.135,0.053,0.106,1.707,2.543,1.365,1.111,0.669,0,0.075,0.068,0.006,1.943,0.1,0.21,0.005,0.412,0.01,0.576,0.006,0.26,0.238,0.005,0.096,0.09,0.042,0.278,0.476,0.559,0.005,0.21,0.272,0.26,0.123,0.009,0.503,0.495,0,0.152,0.005
158,0.011,0.006,0.018,1.586,0,0.202,0.691,0.054,0,0.118,0.005,0.704,1.596,0.328,0.157,1.153,0.81,0.308,0.081,0.19,0.13,0.374,0.041,0.336,0.156,0,0.007,0.052,0.185,1.093,0.022,0.261,0.005,0.886,0.005,0.004,0.035,0,0.317,0.005
159,1.114,0.006,1.275,1.342,4.274,0.211,0.005,1.235,0,0.49,0.387,0.17,0.605,0.435,0.123,0.176,0.805,0.993,0.005,0.534,0.713,0,0.005,1.231,0.865,0,0.645,1.029,1.665,0,0.005,0.005,0.007,0,0.503,0.005,0.008,5.442,0.024,0.9
160,1.051,0.005,0.473,0.605,0,0.483,0.23,0.751,3.056,0.748,0.005,1.037,2.108,0.831,0.386,0.007,0.745,0.67,0.068,0.584,0.39,2.001,0.418,0.061,1.66,0,0.681,0.548,0.819,0,0.008,0.005,0.004,3.133,0.006,1.011,0.006,4.119,0.008,0.005
161,0.128,0.065,0.205,0.731,0,0.008,0.219,0.334,0.079,0.005,0.719,1.788,1.645,1.196,0.666,0.743,0.666,0.675,0.847,0.398,0.198,0,0.006,0.124,0.301,0,0.244,0.044,0.208,4.863,0.815,0.768,0.317,2.295,0.777,0.029,0.668,0,0.304,0.855
162,0.44,0.071,0.229,0.455,3.13,0.088,0.858,0.241,1.472,0.168,0.036,0.089,1.249,0.59,0.239,0.114,0.27,0.168,0.952,0.192,0.003,0,0.099,0.141,0.003,0,0.003,0.128,0.19,0,0.028,0.005,0.487,1.766,1.882,1.138,0.007,2.76,0.007,0.935
163,0.4,1.141,0.266,0.086,1.425,0.048,0.004,0.345,2.74,0.583,0.791,0.608,0.936,1.026,0.9,0.327,0.343,0,0.122,0.187,0.335,2.302,0.005,0.372,0.177,0,0.287,0.262,0.005,0,0.385,0.429,0.711,0,0.172,0.125,1.15,1.927,0.918,0.153
164,0,0.018,1.032,0.005,1.435,0.19,0.089,0.053,0.043,1.348,0.507,0.234,1.814,5.798,1.068,0.054,0.354,1.948,0.071,0.966,0.075,0.171,0.015,0.099,0.45,4.995,0.791,0.199,0.038,0,0.456,0.853,0.373,2.095,3.353,0.339,0.104,3.284,0,0.123
165,1.434,0.496,0.065,0.234,4.241,0.406,0.475,0.042,0.735,0,0.006,0.94,0.166,0,0.347,0.053,1.14,0.838,0.028,0.13,0.005,0.896,0.327,0.005,0.429,1.212,0.984,0.151,0.14,0,0.292,0.344,0.644,1.25,2.754,0.71,0.056,0.188,0,0.004
166,0.56,0.89,1.141,0.158,0.356,0.024,0.61,0.197,0.331,3.227,0.62,0.757,0.107,0,1.373,0.274,0.006,0.347,0.228,0.469,0.811,0.017,0.809,0.474,0.531,0.919,0.083,0.129,0.003,0,0.242,0.699,0.753,1.534,0,0.005,0.834,1.594,3.659,0.039
167,0.331,1.114,0.591,0.293,1.081,0,0.005,0.846,2.325,0,0.343,0.04,0.101,4.019,0.202,0.017,0.932,0.017,0,0.025,0.295,1.017,1.12,0.026,0.307,2.279,0.535,0.518,0.936,3.457,4.378,1.053,0.848,0.265,2.537,0.555,0.044,0.006,2.483,0.004
168,0.12,0,0.848,0.3,0.717,0,0.004,0.078,0.386,2.819,1.002,0.679,0.397,1.241,1.049,0.331,0.005,0.161,3.098,0.534,0.165,0.147,0,0.201,0.082,0.042,0,0.143,0.005,2.445,0,0.026,0.008,0.187,1.01,0.005,1.175,0.224,0.346,0.584
169,0.671,0,1.153,0.016,0.309,0,0.455,0.395,0.005,1.265,0,0.195,0.28,1.512,0.726,0.007,0.004,0.503,0,0.009,0.427,0.825,0,0.373,0.589,1.177,0,0.603,0.808,1.837,3.204,0.005,0.323,0.007,0.144,0.251,0.006,0.005,0.007,0.523
170,0.401,3.437,0.441,0.412,0.415,0,0.008,0.314,1.22,0.261,1.504,0.116,0.087,0.644,0,0.41,1.126,0.035,4.103,0.006,0.156,0.498,0,0.007,0.483,0.177,3.623,0.245,0.196,1.625,1.989,0.004,0.722,0.136,0.007,0.281,0.093,0.071,0.082,0
171,0.636,0,0.006,0.005,0.277,2.644,0.233,0.749,0.104,1.343,0.396,0.179,0.18,1.438,0,0.194,0.226,0.862,3.619,1.14,0.006,0.004,5.29,0.548,0.006,0.006,2.027,0.005,0.006,3.649,1.464,0.004,0.458,0.1,1.249,1.299,0.875,0.596,1.953,1.5
172,0.541,2.652,0.356,0.034,0.005,1.466,0.005,0.006,0.981,0.581,0.065,0,0.71,0.732,0,1.151,0.337,0.006,4.271,0.005,0.283,0.043,2.801,0,0.509,0.584,0.795,0.802,0.306,0.149,1.013,0.005,0.924,0.206,0.372,0.328,0.005,0.005,0.164,0.399
173,0.077,1.629,0.04,0.178,0.474,0.618,0.007,0.432,0.802,0.201,0.356,0,0.331,0.518,0,0,0.281,0.635,2.326,0.868,0.086,0.097,0.959,2.954,0.129,0.133,0.101,1.348,0.199,0.027,1.035,0,0.141,0.466,0.102,2.622,0.428,0.287,0.945,0.472
174,0.067,0.965,0.787,0.359,0.004,1.344,0.544,0.53,0.033,0.146,0.007,0,0.117,0.044,2.182,0,0.308,0.122,1.037,0,0.283,0.223,0.681,2.211,0.349,0.328,0.243,2.251,0.41,0.005,1.481,0,0.021,0.229,0.075,1.354,0.368,0.309,0.324,0.005
175,0.257,0.229,1.793,0.135,0.317,2.012,0.499,0.086,0.005,0.239,0.068,0,0.221,0.045,0.595,0,0.576,0.097,0.52,0,0.004,0.133,0.006,0,0.006,0.004,0.003,0,0.005,0.77,0.141,0,0.183,0.323,0.429,0.656,0.004,0.208,0.087,0.707
176,0.752,2.123,2.056,1.362,0.17,0.492,0.004,0.347,0.56,0.006,0.218,2.407,0.319,0.486,0.956,0,0.662,0.006,1.949,0,0.64,0.739,1.733,0,0.494,0.66,1.008,0,0.977,0.331,0.223,6.647,0.14,0.155,0.004,0.142,0.291,0.264,0.356,0.106
177,1.011,1.181,1.737,0.519,0.006,0.929,0.143,0.843,0.007,0.242,0.006,0.872,0.302,0.456,1.207,2.698,0.003,0.768,0.332,2.962,0.006,0.552,0.245,4.969,0.009,0.409,0.124,0,0.007,0.028,0.249,2.661,0.005,0.102,0.605,0.006,0.554,0.194,0.545,0.753
178,0.005,0.644,0.942,0.221,0.004,0.108,0.874,0,0.395,0.009,0.007,0.458,1.312,0.005,1.678,0.28,0.622,0.15,0.341,1.379,0.32,0.255,0.458,2.784,0.134,0.008,0.273,5.716,0.864,0.023,0.563,0.003,0.41,0.008,0.136,0.011,2.861,0.006,0.154,0.021
179,0.006,0.383,0.947,0.126,0.211,0.226,0.126,0,0.007,0.334,0.114,0.213,0.141,0.006,0.812,1.704,0.424,0.208,0.199,0.073,0,0.169,0.087,0.449,0.005,0.199,0.34,2.563,0.004,0.215,0.741,0.899,0.875,0.387,0.123,0.744,0.628,0.122,0.135,0.079
180,0.654,0.177,1.671,0.176,0.038,0.173,1.409,4.398,0.119,0.01,0.075,0.302,0.07,0.209,0.192,1.887,0,0.02,0.752,0.501,0,0.167,0.161,1.553,0,0.178,0.153,0.426,0,0.259,0.405,1.531,0.999,0.262,0.816,0.006,0.617,1.049,0.59,0.516
181,0.073,0.514,1.412,0,0.005,0.097,0.464,0,0.005,0.146,0.005,0.205,1.257,0.083,0.11,1.321,0,0.161,0.215,0.125,0,0.803,0.143,0.839,0,0.652,0.163,1.251,2.806,0.076,0.056,0.154,0,0.13,0.031,0.942,1.143,0.208,0.15,0.442
182,0.233,0.23,1.214,0,0.006,0.118,0.08,5.938,0.38,0.163,0.924,0.022,0,0.728,0.004,0.005,3.498,0.767,0.604,0.762,2.136,0.262,0.481,0.233,3.611,0.191,0.475,0.91,1.706,0.097,0.518,2.616,1.454,0.765,0.552,0.322,0.234,1.645,0.573,0.209
183,0.478,0.037,0.716,1.482,0.11,0.006,0.139,0,0,0.67,0.334,0.009,0,0.191,0.258,0.004,0,0.092,0.007,0.511,0.245,0.546,0.075,3.427,1.193,0.463,0.292,1.097,0.503,0.009,0.531,0.103,0.433,0.463,0.145,1.289,0.351,0.127,0.169,0.112
184,0.082,0.863,0.008,0.671,2.529,0.006,2.14,2.991,0,0.088,0.147,0.454,5.087,0.653,0.149,0.317,2.513,0.672,0.006,0.52,0.006,0.348,0.573,3.397,0.718,0.125,0.359,0.053,0.171,0.005,0.008,0.542,0.004,0.377,0.716,0.004,0.319,3.067,0.353,0.003
185,0.005,0.734,0.244,0.95,0,0.286,0.446,0.392,0,0.135,0.006,0.238,0,0.005,0.008,0.02,0,0.005,0.099,0.004,0.474,1.225,0.964,1.068,0.836,0.003,0.002,0.704,3.279,0.121,0.012,0.035,1.553,0,0.156,0.225,0.071,3.02,0.16,0.327
