avgqu-sz,aceph01,aceph02,aceph03,aceph04
264,69.723,66.984,34.879,66.071
265,48.411,62.484,33.986,91.246
266,72.717,72.874,40.919,107.987
267,78.967,67.142,50.422,101.466
268,70.723,83.392,81.227,73.124
269,55.865,96.147,69.965,71.03
270,54.133,84.421,61.649,53.963
271,46.996,82.775,50.722,39.662
272,37.638,72.8,52.223,44.645
273,45.444,53.276,48.315,74.346
274,40.97,51.663,35.685,97.117
275,51.766,39.894,78.574,71.863
276,58.235,43.502,81.508,41.605
277,72.66,65.647,77.131,48.867
278,60.224,58.5,75.773,48.409
279,47.121,73.38,79.996,45.913
280,51.757,64.464,63.526,54.365
281,60.961,47.493,61.144,71.607
282,71.456,29.947,55.141,74.831
283,77.126,48.333,70.113,51.692
284,67.98,60.594,61.136,37.844
285,60.18,51.672,59.383,39.651
286,59.788,42.596,68.099,46.45
287,56.209,39.022,60.347,62.107
288,46.465,40.786,65.421,70.17
289,50.253,37.877,72.906,58.889
290,65.704,58.867,56.079,71.71
291,74.606,91.539,44.941,56.409
292,58.031,84.278,39.818,51.439
293,66.444,71.841,41.65,62.122
294,68.035,69.44,37.038,82.432
295,72.502,65.264,63.069,87.159
296,79.79,62.006,66.898,103.634
297,67.318,67.088,56.476,92.041
298,62.253,108.527,72.324,68.875
299,47.329,89.438,55.242,87.135
300,44.23,81.904,55.638,77.498
301,49.74,79.039,54.38,61.193
302,74.089,71.932,60.833,46.251
303,73.562,68.293,47.882,56.052
304,71.016,62.72,36.718,65.139
305,34.897,76.693,71.613,70.297
306,40.003,77.619,76.921,78.802
307,48.563,73.436,94.104,68.212
308,38.78,54.825,90.313,68.063
309,54.186,54.705,102.869,81.223
310,77.865,83.992,96.011,67.361
311,54.188,66.536,70.878,51.947
312,42.357,69.086,57.596,48.344
313,37.467,58.449,51.673,58.2
314,61.71,76.527,53.101,47.838
315,56.646,78.423,44.994,34.66
316,80.026,62.367,64.91,39.393
317,112.406,50.276,96.103,88.487
318,105.121,53.667,117.836,98.925
319,71.354,48.329,123.656,106.42
320,65.624,43.525,95.194,93.175
321,76.681,41.815,72.365,70.587
322,72.046,88.755,61.754,56.377
323,66.54,88.162,52.033,56.045
324,64.09,71.888,51.274,78.434
325,67.593,73.921,45.724,89.73
326,66.028,69.524,43.883,93.75
327,74.513,58.986,34.565,107.997
328,69.799,56.634,54.344,105.164
329,82.768,80.363,54.367,56.703
330,79.646,81.585,39.774,44.461
331,71.821,88.129,59.844,41.258
332,70.856,90.009,69.023,41.54
333,54.224,84.076,62.106,39.91
334,54.79,66.629,33.344,73.833
335,46.121,101.049,68.648,108.019
336,61.728,125.19,89.308,127.239
337,81.135,89.308,88.182,113.615
338,93.598,66.225,75.386,58.006
339,89.037,70.534,93.227,33.985
340,68.108,70.987,93.533,29.382
341,55.633,59.648,65.656,48.003
342,43.17,67.093,73.095,56.793
343,50.089,57.01,84.525,61.872
344,74.183,43.212,96.417,55.39
345,67.01,45.594,57.933,54.464
346,74.154,40.337,65.907,39.197
347,72.442,55.809,70.756,56.406
348,50.578,58.391,44.243,70.017
349,69.385,49.811,55.52,93.146
350,74.628,44.657,48.731,89.995
351,95.426,25.917,45.113,86.14
352,83.495,38.928,65.037,54.388
353,58.765,60.077,45.378,55.23
354,70.836,71.742,35.012,58.151
355,79.921,68.523,35.457,83.522
356,74.74,73.887,62.309,88.567
357,74.355,68.0,79.871,116.76
358,69.709,60.659,81.435,103.518
359,67.13,78.84,86.398,65.474
360,58.474,79.821,67.17,44.931
361,52.869,82.427,37.725,36.783
362,63.532,89.582,31.93,56.907
363,61.809,98.061,40.091,71.772
364,43.971,64.757,31.214,75.207
365,38.084,55.509,66.269,66.436
366,50.592,54.291,94.548,35.813
367,62.275,51.901,86.12,33.941
368,62.306,42.639,60.104,39.975
369,50.936,47.15,58.802,44.958
370,45.647,59.457,54.005,52.837
371,54.123,58.795,60.547,48.203
372,57.241,52.268,66.886,66.129
373,50.481,56.32,91.394,59.579
374,61.019,69.347,100.988,49.41
375,74.164,78.36,73.277,42.986
376,93.867,70.144,60.24,52.645
377,104.107,51.572,58.081,91.517
378,80.131,68.595,63.406,119.924
379,69.46,52.016,65.559,90.197
380,81.745,33.628,75.572,72.9
381,66.225,47.389,73.24,60.248
382,75.362,97.777,77.585,48.641
383,75.491,100.991,67.513,55.345
384,76.421,63.292,40.081,71.652
385,82.85,58.451,33.888,88.096
386,74.138,61.195,38.267,108.654
387,61.863,48.304,33.869,121.439
388,44.049,54.973,71.11,90.423
389,48.021,90.455,66.005,73.221
390,66.43,105.332,57.498,55.134
391,49.339,83.456,53.382,60.1
392,77.864,84.818,42.874,46.112
393,81.904,83.708,51.649,77.543
394,59.663,77.396,48.701,85.388
395,35.93,79.828,73.062,73.554
396,54.805,84.0,88.124,70.883
397,69.987,80.044,99.024,41.36
398,64.33,54.396,100.034,46.875
399,65.146,51.093,96.943,57.699
