txpck/s,client01,client02,client03,client04
151,1942.0,2805.0,1829.0,3837.0
152,1688.0,845.0,4295.0,1944.0
153,2889.0,2735.0,5211.0,5887.0
154,3867.0,3145.0,1766.0,5079.0
155,3948.0,1532.0,1539.0,522.0
156,2079.0,1671.0,6201.0,2964.0
157,1639.0,4333.0,4473.0,5910.0
158,4597.0,3527.0,4227.0,5858.0
159,2889.0,2741.0,6547.0,4936.0
160,3399.0,4232.0,5125.0,6943.0
161,3700.0,3017.0,8741.0,6001.0
162,6924.0,5531.0,1797.0,6173.0
163,4178.0,2602.0,2947.0,2389.0
164,2989.0,2810.0,3990.0,3448.0
165,845.0,2121.0,2911.0,1980.0
166,2137.0,2061.0,1797.0,4567.0
167,3083.0,1777.0,2775.0,2043.0
168,1203.0,1504.0,3421.0,2228.0
169,2168.0,2157.0,3028.0,4037.0
170,5180.0,1457.0,2501.0,2643.0
171,3155.0,3182.0,3655.0,2506.0
172,1963.0,2367.0,5187.0,3876.0
173,3529.0,3029.0,2458.0,4850.0
174,1951.0,1821.0,3170.0,2491.08
175,2017.0,2337.0,3332.0,2578.0
176,1519.0,1749.0,1759.0,2970.0
177,3053.0,1205.0,5284.0,2838.0
178,3947.0,2960.0,4154.0,6913.0
179,5023.0,3671.0,3240.0,3194.0
180,3393.0,3602.0,1946.0,5562.0
181,2315.0,1833.0,1045.0,2300.0
182,630.0,754.0,5465.0,1243.0
183,2223.0,3248.0,1035.0,4934.0
184,1888.0,987.0,5714.0,1548.0
185,3025.0,3189.0,7746.0,7175.0
186,8310.0,4921.0,1164.0,7722.0
187,3097.0,963.0,1660.0,1629.0
188,1005.0,1279.0,4515.0,1975.0
189,1020.0,2935.0,4327.0,4899.0
190,2845.0,3108.0,6220.0,4363.0
191,4511.0,4173.0,1213.0,6300.0
192,3223.0,159.0,4075.0,1878.0
193,3802.0,3947.0,7749.0,3911.0
194,4595.0,4867.0,7064.0,7479.0
195,4283.0,3361.0,1240.0,5156.0
196,1221.0,1061.0,1814.0,1750.0
197,343.0,1257.0,1672.0,1630.0
198,2133.0,1612.0,6960.0,1982.0
199,4074.0,2553.0,4452.0,6977.0
200,6728.0,3573.0,4006.0,4370.0
201,1591.0,2928.0,2055.0,3547.0
202,2597.0,1493.0,1188.0,1753.0
203,1169.0,957.0,2110.0,1241.0
204,191.0,920.0,4371.0,1640.0
205,3929.0,3886.0,3417.0,6680.0
206,5217.0,2052.0,3158.0,3368.0
207,4799.0,3393.0,2068.0,5515.0
208,2845.0,1675.0,2437.0,2838.0
209,671.0,1665.0,153.0,3515.0
210,850.0,197.0,5305.0,262.0
211,1189.0,3203.0,2818.0,6456.0
212,5115.0,2331.0,2574.0,4569.0
213,3055.0,1350.0,1162.0,1049.0
214,2503.0,1376.0,2891.0,816.0
215,1067.0,2055.0,9106.0,2939.0
216,3759.0,4994.0,3461.0,9094.0
217,4449.0,2955.0,1980.0,3699.0
218,1507.0,1236.0,604.0,2149.0
219,991.0,426.0,4358.0,1651.0
220,4965.0,2759.0,6536.0,5010.0
221,4626.0,4330.0,5940.0,6940.0
222,4013.0,4206.0,7085.0,6493.0
223,5664.0,4022.0,245.0,6582.0
224,295.0,163.0,4369.0,332.0
225,1745.0,2795.0,756.0,4333.0
226,1725.0,357.0,4648.0,2069.0
227,4451.0,2515.0,4196.0,5820.0
228,4053.0,3809.0,1901.0,4240.0
229,1782.0,817.0,3007.0,1356.0
230,3144.0,2735.0,3061.0,3435.0
231,2433.0,2655.0,381.0,3929.0
232,717.0,249.0,2178.0,769.0
233,1219.0,1945.0,3668.0,3161.0
234,3721.0,2233.0,6067.0,5533.0
235,6582.0,5499.0,4011.0,8277.0
236,3482.0,2260.0,1606.0,2322.0
237,2506.0,1181.0,5715.0,1062.0
238,2509.0,4899.0,1997.0,8378.0
239,3587.0,1813.0,2727.0,2659.0
240,1967.0,2473.0,1237.63,4189.0
241,2155.0,1141.0,6399.0,1758.0
242,4082.0,4525.0,1531.0,8226.0
243,5756.0,1745.0,4525.0,297.0
244,1615.0,2775.0,2899.0,4566.0
245,2441.0,1831.0,8484.0,2679.0
246,4382.0,5301.0,4054.0,10180.0
247,4970.0,3029.0,518.0,4391.0
248,307.0,179.0,4818.0,1500.0
249,2819.0,2583.0,6117.0,2589.0
250,6393.0,4679.0,5348.0,4754.0
251,5275.0,3532.0,4941.0,5352.0
252,4702.0,3541.0,356.0,5143.0
253,726.0,357.0,5228.0,332.0
254,1377.0,3793.0,3783.0,4955.0
255,3557.0,2949.0,1226.0,3575.0
256,1359.0,717.0,3616.0,1044.0
257,3330.0,2009.0,4167.0,4553.0
258,4778.0,3773.0,3556.0,3553.0
259,1809.0,1553.0,957.0,2848.0
260,2197.0,775.0,1471.0,560.0
261,549.0,1526.0,5470.0,2120.0
262,3092.0,3407.0,2488.0,5886.0
263,617.0,1107.0,5968.0,2474.0
264,4702.0,3091.0,2683.0,3430.0
265,3732.0,1611.0,3731.0,2231.0
266,4305.0,3716.0,2702.0,4516.0
267,3405.0,2246.0,4747.0,2394.0
268,1561.0,2403.0,2138.0,4449.0
269,1929.0,1463.0,2194.0,3720.0
270,1755.0,1587.0,4338.0,1888.0
271,1985.0,2585.0,5584.0,4600.0
272,4308.0,3023.0,5378.0,6615.0
273,5637.0,3306.0,974.0,3304.0
274,3358.0,865.0,2021.0,887.0
275,873.0,1429.0,6243.0,3017.0
276,4453.0,5019.0,4799.0,6842.0
277,2755.0,3163.0,4264.0,3656.0
278,2743.0,2889.0,2455.0,6096.0
279,5241.0,1703.0,1072.0,3648.0
280,2101.0,987.0,4725.0,739.0
281,3140.0,3577.0,5335.0,4992.0
282,5375.0,3717.0,2733.0,6019.0
283,1140.0,2102.0,4865.0,2719.0
284,3022.0,3496.0,3121.0,5405.0
285,1246.0,2141.0,972.0,2854.0
286,493.0,751.0,8709.0,2104.0
287,4917.0,4371.0,2464.0,7503.0
288,5191.0,2908.0,3947.0,2488.0
289,3110.0,2527.0,4013.0,2847.0
290,2437.0,2655.0,5189.0,3686.0
291,3763.0,3496.0,1972.0,6837.0
292,1372.0,793.0,2303.0,1323.0
293,1434.0,1423.0,4409.0,4173.0
294,5614.0,3912.0,1587.0,4419.0
295,3232.0,2060.0,7545.0,711.0
296,3319.0,4359.0,4138.0,7368.0
297,2305.0,2067.0,2835.0,4149.0
298,2536.0,2739.0,6264.0,3657.0
299,2409.0,3983.0,2421.0,6889.0
300,4333.0,1549.0,1381.0,2091.0
301,1671.0,1133.0,3466.0,2943.0
302,3775.0,1667.0,1419.0,1279.0
303,3335.0,2369.0,7494.0,2245.0
304,3518.0,4383.0,5052.0,7496.0
305,3584.0,3193.0,2156.0,5464.0
306,992.0,1561.0,7491.0,2444.0
307,3550.0,4356.0,2618.0,7707.0
308,2873.0,1805.0,2910.0,3779.0
309,4902.0,1475.0,427.0,2890.0
310,2181.0,1253.0,5296.0,169.0
311,2939.0,3249.0,9193.0,5549.0
312,3287.0,5065.0,2824.0,9459.0
313,3879.0,2267.0,9625.0,3017.0
314,3424.0,5035.0,3397.0,8412.0
315,4540.0,2241.0,5456.0,2249.0
316,1977.0,2631.0,3751.0,6710.0
317,6533.0,2543.0,60.0,2952.0
318,2000.0,659.0,4906.0,63.0
319,1525.0,2789.0,4235.0,4877.0
320,2111.0,1789.0,3817.0,4176.0
321,2505.0,1529.0,3296.0,3415.0
322,2419.0,3187.0,3168.0,2832.0
323,1940.0,2070.0,1369.0,3893.0
324,3502.0,619.0,1388.0,1684.0
325,2066.0,1729.0,4454.0,618.0
326,2405.0,2891.0,3279.0,4818.0
327,2769.0,2245.0,3842.0,3423.0
328,1543.57,2243.0,4093.0,3439.0
329,2861.0,2515.0,3848.0,4224.0
330,881.0,2302.0,6094.0,3605.0
331,5541.0,3703.0,9954.0,7083.0
332,8160.0,6343.0,426.0,8001.0
333,3615.0,854.0,3634.0,531.0
334,363.0,1933.0,9887.0,3619.0
335,6279.0,5836.0,3046.0,9069.0
336,2839.0,1536.0,2566.0,3035.0
337,1925.0,1791.0,7179.0,2853.0
338,4253.0,3015.0,1847.0,8890.0
339,4425.0,1810.0,1564.0,1464.0
340,2673.0,1904.0,3118.0,1096.0
341,713.0,1823.0,3356.0,4264.0
342,1746.0,1399.0,2535.0,2572.0
343,2331.0,1653.0,9965.0,2747.0
344,3502.0,5995.0,4680.0,10926.0
345,3310.0,2790.0,2346.0,5099.0
346,4443.0,1549.0,2419.0,2998.0
347,3837.0,2285.0,519.0,843.0
348,773.0,581.0,1479.0,804.0
349,227.0,693.0,3802.0,876.0
350,2837.0,2988.0,8173.0,3719.0
351,3301.0,4778.0,4004.0,9036.0
352,2775.0,2503.0,1788.0,5527.0
353,3211.0,880.0,6754.0,1579.0
354,4741.0,4647.0,5353.0,3052.0
355,5104.0,3181.19,2049.0,5425.0
356,2853.0,1867.0,2464.0,3408.0
357,1976.0,1302.0,1477.0,2704.0
358,776.0,939.0,670.0,1428.0
359,531.0,280.0,7844.0,411.0
360,3835.0,4455.0,6297.0,8043.0
361,8229.0,4812.0,1076.0,6925.0
362,1930.0,1419.0,1342.0,287.0
363,2064.0,1064.0,1017.0,1524.0
364,501.0,564.0,3690.0,1024.0
365,1773.0,1633.0,1024.0,3918.0
366,988.0,685.0,8381.0,715.0
367,3001.0,5003.0,1755.0,7728.0
368,4517.0,1925.0,975.0,3812.0
369,3236.0,275.0,5826.0,241.0
370,2905.0,4668.0,6192.0,5267.0
371,5153.0,3843.0,8879.0,5881.0
372,6095.0,5755.0,7019.0,9088.0
373,4041.0,4041.0,876.0,6435.0
374,1517.0,769.0,3111.0,1030.0
375,1143.0,1985.0,6151.0,3604.95
376,5496.0,4598.0,5778.0,6868.0
377,4764.0,2379.0,1048.0,4692.0
378,2863.0,1518.0,2384.0,896.0
379,1879.0,1682.0,3993.0,1131.0
380,2633.0,2587.0,6091.0,3451.0
381,3551.0,4399.0,247.0,5556.0
382,1569.0,617.0,2475.0,303.0
383,955.0,1667.0,303.0,2632.0
384,715.0,419.0,7299.0,1085.0
385,5729.0,5739.0,5682.0,6904.0
386,6058.0,5233.0,2306.0,7279.0
387,4198.0,2377.0,4668.0,1222.0
388,2709.0,3274.0,1254.0,4298.0
389,2144.0,1231.0,6280.0,1311.0
390,1341.0,4129.0,3751.0,5272.0
391,5061.0,3021.0,2969.0,4625.0
392,1681.0,1929.0,3601.0,2750.0
393,4276.0,2125.0,4061.0,3822.0
394,5268.0,4263.0,5822.0,2652.0
395,3373.0,2707.0,937.0,4663.0
396,707.0,481.0,5348.0,774.0
397,1631.0,3281.0,4365.0,4833.0
398,3113.0,2817.0,1320.0,4116.0
399,1693.0,1184.0,2013.0,1114.0
