kbbuffers,client01,client02,client03,client04
82,1460.0,2028.0,860.0,896.0
83,1460.0,2028.0,868.0,896.0
84,1460.0,2036.0,876.0,904.0
85,1476.0,2044.0,876.0,912.0
86,1476.0,2044.0,876.0,912.0
87,1476.0,2044.0,876.0,912.0
88,1476.0,2044.0,884.0,912.0
89,1476.0,2052.0,892.0,920.0
90,1492.0,2068.0,892.0,928.0
91,1492.0,2068.0,892.0,928.0
92,1492.0,2072.0,892.0,928.0
93,1492.0,2072.0,900.0,928.0
94,1492.0,2080.0,900.0,936.0
95,1508.0,2088.0,908.0,944.0
96,1508.0,2092.0,908.0,944.0
97,1508.0,2092.0,908.0,944.0
98,1508.0,2092.0,916.0,944.0
99,1508.0,2108.0,916.0,952.0
100,1524.0,2116.0,924.0,960.0
101,1524.0,2116.0,924.0,960.0
102,1524.0,2116.0,924.0,960.0
103,1524.0,2116.0,932.0,960.0
104,1524.0,2124.0,932.0,968.0
105,1540.0,2132.0,940.0,976.0
106,1540.0,2132.0,940.0,976.0
107,1540.0,2132.0,940.0,976.0
108,1540.0,2132.0,948.0,976.0
109,1540.0,2148.0,948.0,984.0
110,1556.0,2156.0,956.0,992.0
111,1556.0,2156.0,956.0,992.0
112,1556.0,2156.0,956.0,992.0
113,1556.0,2156.0,964.0,992.0
114,1556.0,2172.0,964.0,1000.0
115,1572.0,2180.0,972.0,1008.0
116,1572.0,2180.0,972.0,1008.0
117,1572.0,2180.0,972.0,1008.0
118,1572.0,2180.0,980.0,1008.0
119,1572.0,2188.0,980.0,1016.0
120,1588.0,2200.0,988.0,1024.0
121,1588.0,2200.0,988.0,1024.0
122,1588.0,2200.0,988.0,1024.0
123,1588.0,2200.0,996.0,1024.0
124,1588.0,2212.0,996.0,1032.0
125,1604.0,2220.0,1004.0,1032.0
126,1604.0,2220.0,1004.0,1040.0
127,1604.0,2220.0,1004.0,1040.0
128,1604.0,2220.0,1012.0,1040.0
129,1604.0,2228.0,1012.0,1048.0
130,1620.0,2244.0,1020.0,1048.0
131,1620.0,2244.0,1020.0,1056.0
132,1620.0,2268.0,1020.0,1056.0
133,1620.0,2268.0,1028.0,1056.0
134,1620.0,2276.0,1028.0,1064.0
135,1636.0,2284.0,1036.0,1064.0
136,1636.0,2284.0,1036.0,1072.0
137,1636.0,2288.0,1036.0,1072.0
138,1636.0,2288.0,1044.0,1072.0
139,1636.0,2296.0,1044.0,1084.0
140,1652.0,2312.0,1052.0,1084.0
141,1652.0,2312.0,1052.0,1092.0
142,1652.0,2324.0,1052.0,1092.0
143,1652.0,2324.0,1060.0,1092.0
144,1652.0,2332.0,1060.0,1100.0
145,1668.0,2340.0,1068.0,1100.0
146,1668.0,2348.0,1068.0,1108.0
147,1668.0,2348.0,1068.0,1108.0
148,1668.0,2348.0,1076.0,1108.0
149,1668.0,2356.0,1076.0,1116.0
150,1684.0,2372.0,1084.0,1116.0
151,1684.0,2372.0,1084.0,1124.0
152,1684.0,2372.0,1084.0,1124.0
153,1684.0,2372.0,1092.0,1124.0
154,1684.0,2380.0,1092.0,1132.0
155,1700.0,2388.0,1100.0,1132.0
156,1700.0,2388.0,1100.0,1140.0
157,1700.0,2388.0,1100.0,1140.0
158,1700.0,2388.0,1108.0,1140.0
159,1700.0,2396.0,1108.0,1148.0
160,1716.0,2412.0,1116.0,1148.0
161,1716.0,2412.0,1116.0,1156.0
162,1716.0,2412.0,1116.0,1156.0
163,1716.0,2412.0,1124.0,1156.0
164,1716.0,2420.0,1124.0,1164.0
165,1732.0,2428.0,1132.0,1164.0
166,1732.0,2428.0,1132.0,1172.0
167,1732.0,2432.0,1132.0,1172.0
168,1732.0,2432.0,1140.0,1172.0
169,1732.0,2440.0,1140.0,1180.0
170,1748.0,2456.0,1148.0,1180.0
171,1748.0,2456.0,1148.0,1188.0
172,1748.0,2456.0,1148.0,1188.0
173,1748.0,2460.0,1156.0,1188.0
174,1748.0,2468.0,1156.0,1196.0
175,1764.0,2476.0,1164.0,1196.0
176,1764.0,2476.0,1164.0,1204.0
177,1764.0,2480.0,1164.0,1204.0
178,1764.0,2504.0,1172.0,1204.0
179,1764.0,2512.0,1172.0,1212.0
180,1780.0,2528.0,1172.0,1212.0
181,1780.0,2528.0,1180.0,1220.0
182,1780.0,2528.0,1180.0,1220.0
183,1780.0,2528.0,1188.0,1220.0
184,1780.0,2536.0,1188.0,1228.0
185,1796.0,2544.0,1188.0,1228.0
186,1796.0,2556.0,1196.0,1236.0
187,1796.0,2556.0,1196.0,1236.0
188,1796.0,2556.0,1204.0,1236.0
189,1796.0,2564.0,1204.0,1244.0
190,1812.0,2580.0,1204.0,1244.0
191,1812.0,2584.0,1212.0,1252.0
192,1812.0,2584.0,1212.0,1252.0
193,1812.0,2584.0,1220.0,1252.0
194,1812.0,2592.0,1220.0,1260.0
195,1828.0,2600.0,1220.0,1260.0
196,1828.0,2600.0,1228.0,1268.0
197,1828.0,2600.0,1228.0,1268.0
198,1828.0,2608.0,1236.0,1268.0
199,1828.0,2616.0,1236.0,1276.0
200,1844.0,2632.0,1236.0,1276.0
201,1844.0,2636.0,1244.0,1284.0
202,1844.0,2640.0,1244.0,1284.0
203,1844.0,2648.0,1252.0,1284.0
204,1844.0,2656.0,1252.0,1292.0
205,1860.0,2664.0,1252.0,1292.0
206,1996.0,2664.0,1260.0,1300.0
207,1996.0,2664.0,1260.0,1300.0
208,1996.0,2664.0,1268.0,1300.0
209,1996.0,2672.0,1268.0,1308.0
210,2012.0,2688.0,1268.0,1308.0
211,2012.0,2688.0,1276.0,1316.0
212,2012.0,2688.0,1276.0,1316.0
213,2012.0,2688.0,1284.0,1316.0
214,2012.0,2696.0,1284.0,1324.0
215,2028.0,2704.0,1284.0,1324.0
216,2028.0,2704.0,1292.0,1332.0
217,2028.0,2704.0,1292.0,1332.0
218,2028.0,2704.0,1300.0,1332.0
219,2028.0,2712.0,1300.0,1340.0
220,2044.0,2728.0,1300.0,1340.0
221,2044.0,2728.0,1308.0,1348.0
222,2044.0,2732.0,1308.0,1348.0
223,2044.0,2732.0,1316.0,1348.0
224,2044.0,2740.0,1316.0,1356.0
225,2060.0,2748.0,1316.0,1356.0
226,2060.0,2748.0,1324.0,1364.0
227,2060.0,2748.0,1324.0,1364.0
228,2060.0,2748.0,1332.0,1364.0
229,2060.0,2760.0,1332.0,1372.0
230,2076.0,2776.0,1332.0,1372.0
231,2076.0,2776.0,1340.0,1380.0
232,2076.0,2776.0,1340.0,1380.0
233,2076.0,2776.0,1348.0,1380.0
234,2076.0,2784.0,1348.0,1388.0
235,2092.0,2792.0,1348.0,1388.0
236,2092.0,2792.0,1356.0,1396.0
237,2092.0,2792.0,1356.0,1396.0
238,2092.0,2796.0,1364.0,1396.0
239,2092.0,2812.0,1364.0,1404.0
240,2108.0,2832.0,1364.0,1404.0
241,2108.0,2832.0,1372.0,1412.0
242,2108.0,2832.0,1372.0,1412.0
243,2108.0,2832.0,1380.0,1412.0
244,2108.0,2840.0,1380.0,1420.0
245,2124.0,2848.0,1380.0,1420.0
246,2124.0,2848.0,1388.0,1428.0
247,2124.0,2848.0,1388.0,1428.0
248,2124.0,2848.0,1396.0,1428.0
249,2124.0,2856.0,1396.0,1436.0
250,2140.0,2872.0,1396.0,1436.0
251,2140.0,2872.0,1396.0,1444.0
252,2140.0,2872.0,1404.0,1444.0
253,2140.0,2872.0,1412.0,1444.0
254,2140.0,2892.0,1412.0,1452.0
255,2156.0,2904.0,1412.0,1452.0
256,2156.0,2908.0,1412.0,1460.0
257,2156.0,2908.0,1420.0,1460.0
258,2156.0,2908.0,1428.0,1460.0
259,2156.0,2916.0,1428.0,1468.0
260,2172.0,2932.0,1428.0,1468.0
261,2172.0,2940.0,1428.0,1476.0
262,2172.0,2940.0,1436.0,1476.0
263,2172.0,2940.0,1444.0,1476.0
264,2172.0,2948.0,1444.0,1484.0
265,2188.0,2948.0,1444.0,1484.0
266,2188.0,2956.0,1444.0,1484.0
267,2188.0,2956.0,1452.0,1492.0
268,2188.0,2956.0,1460.0,1492.0
269,2188.0,2968.0,1460.0,1500.0
270,2204.0,2976.0,1460.0,1500.0
271,2204.0,2984.0,1460.0,1500.0
272,2204.0,2984.0,1468.0,1508.0
273,2204.0,2988.0,1476.0,1508.0
274,2204.0,3004.0,1476.0,1516.0
275,2220.0,3004.0,1476.0,1516.0
276,2220.0,3012.0,1476.0,1516.0
277,2220.0,3024.0,1484.0,1524.0
278,2220.0,3024.0,1492.0,1524.0
279,2220.0,3032.0,1492.0,1532.0
280,2236.0,3040.0,1492.0,1532.0
281,2236.0,3052.0,1492.0,1532.0
282,2236.0,3056.0,1500.0,1540.0
283,2236.0,3056.0,1508.0,1540.0
284,2236.0,3064.0,1508.0,1548.0
285,2252.0,3064.0,1508.0,1548.0
286,2252.0,3072.0,1508.0,1548.0
287,2252.0,3072.0,1516.0,1556.0
288,2252.0,3072.0,1524.0,1556.0
289,2252.0,3080.0,1524.0,1564.0
290,2268.0,3088.0,1524.0,1564.0
291,2268.0,3096.0,1524.0,1564.0
292,2268.0,3096.0,1532.0,1572.0
293,2268.0,3096.0,1540.0,1572.0
294,2268.0,3104.0,1540.0,1580.0
295,2284.0,3104.0,1540.0,1580.0
296,2284.0,3112.0,1540.0,1580.0
297,2284.0,3112.0,1540.0,1588.0
298,2284.0,3112.0,1556.0,1588.0
299,2284.0,3120.0,1556.0,1596.0
300,2300.0,3128.0,1556.0,1596.0
301,2300.0,3136.0,1556.0,1596.0
302,2300.0,3136.0,1556.0,1604.0
303,2300.0,3136.0,1572.0,1604.0
304,2300.0,3144.0,1572.0,1612.0
305,2316.0,3148.0,1572.0,1612.0
306,2316.0,3156.0,1572.0,1612.0
307,2316.0,3156.0,1572.0,1620.0
308,2316.0,3156.0,1588.0,1620.0
309,2316.0,3176.0,1588.0,1628.0
310,2332.0,3184.0,1588.0,1628.0
311,2332.0,3200.0,1588.0,1628.0
312,2332.0,3208.0,1588.0,1636.0
313,2332.0,3212.0,1604.0,1636.0
314,2332.0,3220.0,1604.0,1644.0
315,2348.0,3220.0,1604.0,1644.0
316,2348.0,3228.0,1604.0,1644.0
317,2348.0,3228.0,1604.0,1652.0
318,2348.0,3228.0,1620.0,1652.0
319,2348.0,3236.0,1620.0,1660.0
320,2364.0,3244.0,1620.0,1660.0
321,2364.0,3252.0,1620.0,1660.0
322,2364.0,3252.0,1620.0,1668.0
323,2364.0,3252.0,1636.0,1668.0
324,2364.0,3260.0,1636.0,1676.0
325,2380.0,3260.0,1636.0,1676.0
326,2380.0,3272.0,1636.0,1676.0
327,2380.0,3272.0,1636.0,1684.0
328,2380.0,3272.0,1652.0,1684.0
329,2380.0,3284.0,1652.0,1692.0
330,2396.0,3292.0,1652.0,1692.0
331,2396.0,3300.0,1652.0,1692.0
332,2396.0,3300.0,1652.0,1700.0
333,2396.0,3300.0,1668.0,1700.0
334,2396.0,3308.0,1668.0,1708.0
335,2412.0,3308.0,1668.0,1708.0
336,2412.0,3316.0,1668.0,1708.0
337,2412.0,3320.0,1668.0,1716.0
338,2412.0,3320.0,1684.0,1716.0
339,2412.0,3328.0,1684.0,1724.0
340,2428.0,3336.0,1684.0,1724.0
341,2428.0,3344.0,1684.0,1724.0
342,2428.0,3344.0,1684.0,1732.0
343,2428.0,3344.0,1692.0,1732.0
344,2428.0,3352.0,1700.0,1740.0
345,2444.0,3352.0,1700.0,1740.0
346,2444.0,3360.0,1700.0,1740.0
347,2444.0,3360.0,1700.0,1748.0
348,2444.0,3360.0,1708.0,1748.0
349,2444.0,3376.0,1716.0,1756.0
350,2460.0,3376.0,1716.0,1756.0
351,2460.0,3384.0,1716.0,1756.0
352,2460.0,3384.0,1716.0,1764.0
353,2460.0,3384.0,1728.0,1764.0
354,2460.0,3392.0,1736.0,1772.0
355,2476.0,3392.0,1736.0,1772.0
356,2476.0,3404.0,1736.0,1772.0
357,2476.0,3408.0,1736.0,1780.0
358,2476.0,3408.0,1744.0,1780.0
359,2476.0,3420.0,1752.0,1788.0
360,2492.0,3428.0,1752.0,1788.0
361,2492.0,3436.0,1752.0,1788.0
362,2492.0,3436.0,1752.0,1796.0
363,2492.0,3436.0,1760.0,1796.0
364,2492.0,3444.0,1768.0,1804.0
365,2508.0,3444.0,1768.0,1804.0
366,2508.0,3452.0,1768.0,1804.0
367,2508.0,3452.0,1768.0,1812.0
368,2508.0,3456.0,1776.0,1812.0
369,2508.0,3464.0,1784.0,1820.0
370,2524.0,3472.0,1784.0,1820.0
371,2524.0,3484.0,1784.0,1820.0
372,2524.0,3484.0,1784.0,1828.0
373,2524.0,3484.0,1792.0,1828.0
374,2524.0,3496.0,1800.0,1836.0
375,2540.0,3496.0,1800.0,1836.0
376,2540.0,3504.0,1800.0,1836.0
377,2540.0,3504.0,1800.0,1844.0
378,2540.0,3504.0,1808.0,1844.0
379,2540.0,3520.0,1816.0,1852.0
380,2556.0,3524.0,1816.0,1852.0
381,2556.0,3536.0,1816.0,1852.0
382,2556.0,3540.0,1816.0,1860.0
383,2556.0,3540.0,1824.0,1860.0
384,2556.0,3548.0,1824.0,1868.0
385,2572.0,3548.0,1832.0,1868.0
386,2572.0,3556.0,1832.0,1868.0
387,2572.0,3556.0,1832.0,1876.0
388,2572.0,3556.0,1840.0,1876.0
389,2572.0,3564.0,1840.0,1884.0
390,2588.0,3572.0,1848.0,1884.0
391,2588.0,3580.0,1848.0,1884.0
392,2588.0,3580.0,1848.0,1892.0
393,2588.0,3580.0,1856.0,1892.0
394,2588.0,3588.0,1856.0,1900.0
395,2604.0,3588.0,1864.0,1900.0
396,2604.0,3596.0,1864.0,1900.0
397,2604.0,3596.0,1864.0,1908.0
398,2604.0,3596.0,1872.0,1908.0
399,2604.0,3608.0,1872.0,1916.0
