%sys,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
200,0.98,1.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.02,0.0,1.01,1.01,1.0,0.99,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,10.1,0.0,1.01,0.98,1.0,0.0,1.01,1.01,19.0,2.0,2.0,19.32,0.0,0.99,1.0,11.32,3.06,8.0,0.0,1.01,1.01,6.06,8.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,1.01,0.99,1.0,0.0,0.0,0.99,1.01,1.01,1.98,1.01,0.0,1.01,1.01,1.0,0.0,1.0,0.0,1.0,1.98,0.0,0.99,2.0,1.01,0.0,1.01,0.99,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.99,2.0,0.0,0.99,0.98,0.0,0.99,0.0,1.01,1.0,1.0,1.01,1.01,1.01,2.0,1.01,1.01,0.99,0.0,1.0,0.0,2.0,1.01,5.05,1.0,1.01,10.1,1.98
201,0.0,0.99,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.98,8.08,1.98,2.02,3.0,17.98,0.0,20.29,0.0,0.0,0.0,1.98,12.82,0.99,0.99,18.87,1.01,10.89,1.0,1.01,0.0,1.01,0.0,10.23,16.95,1.01,0.0,0.0,1.01,1.02,0.0,0.0,0.0,1.01,7.0,0.99,1.0,1.0,1.0,14.61,2.0,1.0,1.0,1.01,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.98,1.0,1.0,0.99,0.0,1.01,1.0,1.0,1.01,0.99,1.0,1.0,1.0,1.01,1.01,1.98,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.01,0.0,1.01,0.99,0.0,0.99,1.0,0.0,0.98,14.0,0.0,0.99,1.01,1.0,1.98,1.01,1.01,0.99,2.0,0.0,1.01,1.01,10.0,1.01,1.01,0.0,0.0,1.01,1.0,11.88,9.09,4.08,1.0,0.0
202,1.0,0.0,0.0,0.0,1.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.01,0.0,1.0,0.0,1.0,1.0,2.0,21.13,0.0,0.99,0.99,8.91,5.56,1.01,2.97,0.0,2.0,2.0,1.96,1.0,10.23,0.99,1.0,0.99,14.81,14.81,1.96,1.0,16.85,0.0,1.0,0.99,0.0,2.0,0.0,0.0,1.0,10.17,0.0,1.0,1.0,1.0,1.0,0.0,0.99,0.0,1.0,0.0,0.0,0.0,0.0,0.99,0.99,0.98,0.0,0.98,0.99,0.0,0.99,0.0,0.99,0.99,0.99,0.0,1.01,1.0,1.98,0.99,1.01,1.96,1.98,1.0,2.0,1.98,1.0,1.0,0.0,9.09,1.0,1.98,1.0,1.01,0.99,0.0,2.0,2.0,12.24,1.0,0.0,1.01,2.0,1.0,1.0,0.99,1.0,1.0,1.0,2.0,1.98,0.0,1.0,1.96,0.0,0.0,1.98,1.01,1.0,1.0,1.0,2.0,10.1,1.0,0.99,1.0,1.01,4.04,1.0,1.01,1.01,1.01,6.0,1.0,1.0,1.01,1.01,10.0,0.0,1.01
203,0.0,0.99,0.0,2.0,2.0,4.0,5.0,1.96,2.0,1.96,0.0,1.98,0.0,0.0,13.13,9.9,1.96,1.96,0.0,2.04,1.0,0.0,0.0,0.99,12.12,16.67,1.0,0.0,0.0,1.0,1.01,1.98,1.03,13.33,0.0,1.01,1.98,3.0,0.0,1.0,0.0,1.01,0.99,1.01,16.09,2.97,1.0,1.01,0.0,45.45,1.96,1.01,0.0,0.0,1.01,0.99,1.98,1.0,0.99,0.0,0.99,0.0,1.01,0.0,1.01,1.01,1.98,0.0,0.0,0.99,0.0,1.98,2.0,1.01,1.0,0.0,0.0,14.14,11.0,13.0,12.62,8.08,15.15,15.0,13.27,14.0,13.27,14.85,11.22,1.0,12.0,11.0,9.09,13.13,11.11,13.0,9.9,12.0,0.0,13.13,11.22,12.24,13.13,11.11,13.27,10.1,11.88,14.85,14.0,11.11,11.0,12.0,0.0,0.0,0.99,1.0,0.0,1.01,15.84,1.01,0.0,2.0,1.0,11.11,1.01,1.0,1.04,8.08,1.0,13.0,12.0,0.0,6.12,11.11,1.0,1.0,0.0,0.0,1.0,0.99
204,1.0,13.86,12.87,11.76,14.85,17.17,5.83,11.11,17.17,16.67,1.01,10.2,1.0,1.98,1.0,0.0,1.0,32.0,1.0,0.99,15.31,2.0,8.33,1.0,0.0,2.97,1.96,17.0,1.0,13.0,1.01,15.0,2.0,0.99,1.01,0.0,1.01,0.0,2.0,3.03,0.0,1.01,15.0,23.33,0.0,1.0,1.01,0.0,15.73,3.06,0.0,1.0,1.96,12.12,1.01,11.0,11.11,10.0,10.0,10.1,13.13,15.84,13.0,15.84,13.0,11.88,15.15,14.0,10.78,12.87,16.0,11.11,11.88,0.0,7.92,10.0,18.81,1.0,0.99,1.0,0.0,0.99,2.0,2.0,1.98,1.01,1.0,1.0,1.0,1.01,2.97,1.01,1.0,1.0,1.0,0.0,1.01,1.0,1.01,1.01,1.0,0.0,2.0,1.01,0.99,1.0,0.0,2.02,1.0,1.0,0.0,0.0,1.01,17.0,0.99,1.01,1.0,0.98,0.0,1.01,0.99,1.01,1.01,2.0,2.02,1.01,16.67,0.0,1.01,1.01,1.0,5.05,2.0,0.0,7.07,0.0,1.01,1.01,1.0,8.08
205,12.62,0.99,0.99,0.98,0.0,1.0,1.0,0.0,1.0,0.99,1.0,2.0,3.0,11.0,1.0,1.96,0.0,0.0,0.0,0.0,0.0,16.9,8.0,1.98,0.0,1.0,0.0,0.99,0.0,0.0,0.99,0.0,0.99,1.0,1.0,1.0,1.0,1.01,1.98,14.81,1.98,1.01,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.01,2.0,1.01,1.0,3.96,0.0,1.0,1.0,1.01,0.99,0.99,1.0,0.99,0.0,0.0,1.0,1.0,1.0,0.0,1.01,1.0,0.0,0.99,9.9,0.0,1.0,1.01,0.0,1.0,0.98,1.01,0.0,0.0,0.0,1.0,0.99,1.01,1.01,1.0,0.0,0.0,1.0,0.99,1.98,2.0,1.01,1.98,0.0,1.0,0.98,0.0,1.01,1.0,1.0,1.01,0.0,1.0,0.99,2.0,1.01,1.0,2.0,9.9,0.98,8.08,0.99,0.99,14.14,0.99,0.0,12.0,0.99,0.0,0.0,4.04,1.0,8.08,1.01,1.01,0.99,1.0,8.82,2.0,1.0,7.0,1.01,1.01,1.98,0.0,1.98
206,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,1.0,14.85,1.98,0.0,1.0,0.99,0.0,1.98,1.98,0.0,0.0,0.0,3.0,1.0,0.0,0.99,0.0,0.99,0.0,1.0,1.01,1.0,1.0,0.0,1.0,1.0,0.99,1.0,1.01,1.01,1.52,1.01,0.99,1.0,0.0,2.0,16.16,16.09,17.98,0.0,1.01,1.01,10.89,9.09,0.0,7.07,0.0,0.0,0.0,0.99,1.0,0.0,0.0,1.0,0.99,1.0,0.0,0.99,0.0,1.0,0.0,0.99,0.0,0.0,0.0,1.0,0.99,1.01,0.99,1.0,2.0,1.0,1.0,0.98,1.98,0.99,0.0,1.0,1.0,1.0,2.0,1.96,0.99,1.0,0.0,1.0,1.01,0.0,1.01,0.99,0.99,1.0,0.98,1.0,1.01,1.98,1.98,1.0,1.0,1.01,0.99,1.01,0.0,0.99,0.0,10.78,1.0,15.15,1.0,1.98,10.0,1.0,13.13,1.01,1.98,10.0,11.11,0.0,0.99,0.0,0.0,2.0,0.0,0.99,1.01,0.0,2.0,0.99,0.0,2.0,1.01
207,0.0,0.0,0.0,0.98,0.0,0.99,0.0,0.0,0.99,0.0,0.0,0.0,5.05,0.0,0.0,0.99,2.0,2.02,1.0,0.0,0.0,0.0,0.0,16.0,0.99,1.01,0.0,1.0,1.01,0.99,10.23,0.0,1.0,0.0,0.99,1.0,1.01,0.0,18.18,0.0,1.01,6.0,1.0,1.98,0.0,2.02,1.12,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.99,1.0,1.0,1.0,0.0,1.01,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.99,0.0,0.0,0.98,1.0,0.0,1.01,1.0,1.98,0.98,1.01,0.0,1.0,1.01,1.0,1.01,1.0,0.98,1.0,2.0,0.0,2.0,1.0,0.0,1.98,1.01,0.0,0.0,1.0,1.98,0.99,1.01,1.0,0.0,0.99,1.01,0.0,1.0,1.01,0.99,0.0,1.01,1.98,1.0,1.01,0.0,1.98,0.0,0.98,0.0,0.0,1.0,0.0,0.0,0.99,0.0,1.01,2.97,0.0,1.0,7.92,0.0
208,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.98,0.0,1.0,8.0,0.98,1.96,1.01,7.07,1.01,18.18,1.98,0.0,0.0,0.0,0.0,1.01,1.01,13.86,0.0,17.0,1.01,1.11,0.0,1.01,0.98,10.0,11.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,1.0,2.0,1.98,0.0,0.99,1.01,1.0,16.33,0.0,1.01,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.98,1.01,0.0,0.99,0.98,0.99,0.0,0.0,0.99,1.98,1.0,1.0,0.99,1.01,0.0,1.0,1.01,0.0,1.01,1.01,0.99,1.01,1.0,1.01,0.99,1.01,0.0,1.0,0.0,0.0,0.0,0.0,0.99,1.01,1.01,2.0,1.01,1.0,0.0,1.01,1.01,1.0,1.96,1.98,0.0,0.0,14.85,1.0,2.02,1.98,0.0,0.0,0.0,0.0,1.0,1.01,0.99,1.01,2.0,9.0,1.98,1.01,1.98,1.0,1.0,1.0,10.0,5.77,2.97,6.06,1.0
209,0.99,0.99,0.99,0.99,0.0,0.98,1.0,0.0,1.0,1.0,1.01,0.0,1.98,1.0,1.98,2.0,8.91,2.0,0.0,16.16,0.0,2.0,1.0,1.94,3.0,0.0,0.0,1.01,2.0,1.0,0.0,0.98,0.0,1.0,0.0,1.0,10.89,20.2,0.0,1.98,14.14,1.0,1.0,1.01,0.0,1.02,2.0,1.01,0.0,12.12,1.0,1.01,1.01,0.0,0.0,0.99,0.0,0.0,0.99,0.0,1.96,0.0,0.0,1.0,0.99,0.0,1.0,0.98,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.01,2.0,0.98,2.0,0.0,1.0,1.01,1.0,0.0,1.0,1.01,1.98,13.13,1.01,1.0,1.0,0.0,1.0,1.0,2.0,0.99,10.1,1.01,0.99,1.01,0.99,1.0,1.01,1.0,1.0,1.0,1.0,0.0,1.01,1.01,1.98,1.0,1.0,1.02,1.0,0.0,0.0,1.98,2.0,1.96,11.0,1.0,1.0,1.01,0.0,0.0,1.98,1.01,1.0,1.01,5.0,1.01,2.0,0.0,7.0,17.0,1.98,1.01
210,0.0,3.0,2.0,2.04,4.0,10.1,8.0,11.0,11.0,8.08,0.99,1.02,1.0,0.0,12.24,0.0,0.99,16.16,1.0,1.0,8.0,1.0,15.15,0.0,11.0,15.15,1.98,2.02,0.0,4.0,1.01,1.02,12.12,12.12,1.01,1.01,0.0,1.0,0.0,1.01,1.0,1.01,1.0,0.0,13.0,1.0,1.01,1.01,0.99,1.0,1.01,0.0,1.0,0.0,2.0,0.0,0.99,1.0,0.0,1.98,0.0,1.0,0.98,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,1.0,1.01,1.01,10.0,9.0,10.0,8.91,5.94,12.75,14.85,9.0,9.9,12.12,10.89,11.22,0.0,12.87,9.18,13.0,11.88,10.1,11.0,12.0,12.0,1.01,14.0,11.22,10.1,11.0,12.12,9.09,11.0,9.18,10.1,9.09,11.88,11.88,3.0,2.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,1.0,1.01,1.01,11.0,0.0,1.01,1.0,10.75,1.0,20.0,31.03,2.04,10.1,19.19,1.0,1.01,0.0,1.01,0.0,0.0
211,3.0,9.0,4.0,8.91,9.9,0.0,1.0,0.0,0.0,2.0,0.0,24.0,1.0,1.0,1.0,9.0,0.0,1.01,1.01,0.99,2.02,1.0,0.0,1.96,1.0,1.01,0.0,12.12,1.0,11.88,1.96,10.0,1.0,0.0,2.0,1.0,0.0,1.01,1.01,1.0,1.01,1.98,15.84,8.08,1.01,1.0,1.01,1.0,14.14,1.0,0.0,1.0,1.0,13.0,1.0,14.0,10.0,12.0,9.09,8.16,11.0,11.11,14.14,12.0,10.89,12.12,11.0,10.2,10.89,12.0,11.88,13.13,14.0,2.0,9.18,10.0,8.82,0.0,1.0,0.99,1.01,0.0,2.0,0.0,0.0,1.01,0.99,1.01,0.0,1.0,1.0,1.0,1.0,1.01,2.0,1.0,0.0,0.0,1.0,1.98,0.0,0.0,1.01,1.01,1.0,1.0,1.0,0.0,1.0,1.0,1.01,12.12,1.96,10.2,1.0,0.99,0.0,1.01,1.0,0.0,1.0,0.99,0.99,4.04,3.0,1.0,3.23,0.0,0.0,8.0,1.0,3.0,1.0,1.98,5.0,0.0,1.01,1.0,1.0,7.84
212,8.91,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.99,1.52,9.8,1.01,0.0,1.98,1.0,1.02,1.98,0.0,1.01,0.0,19.19,1.0,1.0,1.98,1.0,2.0,1.0,0.0,0.0,1.01,1.98,2.0,1.0,0.0,1.0,2.0,2.0,1.0,14.85,0.0,0.0,0.0,11.11,1.01,4.0,1.0,1.01,1.01,2.0,1.0,1.01,0.0,1.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.99,0.99,0.0,1.0,1.0,0.99,9.09,1.0,0.0,0.99,1.0,1.0,1.01,1.01,0.0,0.99,1.98,1.98,0.0,0.0,1.0,1.98,1.01,1.01,1.0,1.01,1.01,1.98,1.98,0.99,1.0,0.0,1.0,1.0,1.01,1.0,1.0,2.0,1.02,2.0,1.0,1.01,1.01,0.0,1.0,6.0,1.0,9.8,1.01,1.0,15.15,1.01,1.98,14.0,3.41,1.01,1.01,3.39,2.11,40.0,1.98,1.0,1.0,0.0,12.0,2.0,1.01,8.08,1.01,0.0,1.01,2.0,2.0
213,0.0,0.0,1.0,0.0,0.0,0.99,1.0,0.99,0.98,0.0,33.33,1.01,1.0,10.1,0.0,1.0,1.0,1.01,1.98,1.0,0.0,1.0,0.0,4.04,1.01,2.0,1.01,1.0,1.01,0.0,0.99,1.0,1.0,1.01,1.0,1.01,1.0,0.0,1.01,1.0,0.0,0.99,0.0,0.0,2.0,13.86,15.0,6.06,0.0,0.0,1.01,1.98,0.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,0.99,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.01,1.0,1.0,1.98,1.01,1.01,0.0,0.0,0.0,0.0,1.01,1.98,0.99,0.0,1.01,2.0,1.0,2.0,1.0,0.0,1.98,0.0,0.0,0.0,2.0,2.0,0.98,1.0,0.0,0.0,1.0,2.0,0.0,1.98,1.0,0.0,0.99,1.01,0.99,9.0,1.0,12.12,1.0,22.73,0.0,1.0,14.14,0.0,40.0,1.01,0.99,33.33,9.89,1.0,0.0,1.0,2.97,1.01,1.01,1.0,1.0,0.0,1.01,1.01,1.01,2.0,0.0
214,0.99,0.99,0.0,0.99,1.0,0.0,0.0,0.99,0.98,0.99,3.96,1.01,5.97,1.01,0.99,1.01,1.01,2.0,1.0,0.0,0.0,1.98,1.01,17.17,1.0,1.0,1.01,1.0,0.99,1.01,11.34,0.0,1.01,2.0,3.0,1.98,1.01,1.01,15.0,1.0,1.01,17.0,1.0,1.01,1.01,0.0,1.0,10.1,0.0,1.98,2.02,8.0,9.09,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.98,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.99,1.0,1.0,0.99,0.0,1.0,0.0,1.01,0.99,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.01,1.01,1.01,1.01,1.0,1.0,0.0,0.0,0.0,0.0,1.01,1.01,1.0,1.01,1.0,0.0,1.01,1.0,1.0,0.0,1.0,0.0,1.01,1.0,3.06,0.99,1.01,1.01,1.98,1.96,9.0,1.0,0.99,8.0,1.01,1.0,0.0,3.95,0.99,0.0,1.0,1.01,1.0,2.0,6.85,0.99,0.0,8.06,1.0
215,1.0,0.0,0.98,1.01,0.0,0.0,0.0,1.0,0.0,0.0,1.01,1.01,8.0,1.0,0.0,0.99,15.0,1.0,17.35,0.0,0.99,1.0,1.0,1.01,0.99,0.0,12.24,1.01,0.0,0.0,1.0,0.0,0.0,0.0,10.0,13.0,1.0,0.0,1.01,1.01,2.02,1.0,0.0,1.01,1.0,0.0,2.0,0.0,0.99,4.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,0.99,1.0,0.98,0.99,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.99,0.0,0.0,0.0,0.0,1.01,0.99,1.01,1.01,0.0,0.99,1.01,2.0,0.0,1.0,1.01,1.0,1.01,1.01,1.0,1.01,1.0,1.01,1.0,1.0,0.0,1.01,0.0,1.0,1.0,0.98,0.0,0.0,0.0,1.0,0.0,0.0,1.98,1.0,1.0,0.0,17.5,0.0,1.01,1.0,0.0,1.98,1.96,1.01,1.01,0.0,1.0,1.01,1.98,30.77,1.01,1.0,1.0,1.01,2.97,0.0,18.33,37.5,5.33,14.29,1.01
216,0.0,0.99,0.0,0.0,1.0,0.99,1.0,1.01,0.0,0.0,1.0,1.0,2.0,1.01,3.77,1.0,1.01,4.0,2.0,14.0,0.0,1.01,4.0,0.99,16.0,1.98,1.01,0.99,14.0,1.0,1.0,0.0,9.09,0.98,1.0,0.0,12.0,9.0,1.98,1.0,11.11,0.0,0.0,1.0,0.0,1.98,1.01,1.0,1.01,11.0,1.0,0.99,1.0,0.0,0.0,0.0,0.0,0.99,0.0,1.0,0.0,0.0,0.0,0.0,0.99,0.0,0.99,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,0.0,0.99,0.99,2.0,1.01,1.0,0.98,0.99,1.0,0.0,1.01,1.0,9.0,1.0,1.0,1.0,1.01,1.98,2.0,0.0,0.99,13.13,1.01,0.0,2.0,2.02,0.0,1.0,1.98,0.99,1.01,1.0,0.0,1.0,0.99,1.98,1.01,1.98,1.0,1.0,0.0,1.01,1.0,0.99,2.0,40.0,1.01,1.01,1.0,0.99,1.01,8.0,1.0,0.0,1.01,3.03,0.0,2.0,0.99,22.92,46.15,1.01,1.01
217,1.0,0.0,0.0,1.0,0.0,1.01,0.0,1.96,0.0,0.0,1.01,2.0,1.0,1.0,15.0,1.96,1.96,13.0,0.99,1.0,0.0,1.0,13.0,1.98,1.0,12.24,0.0,1.01,1.0,0.0,1.01,0.0,0.99,11.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.01,0.0,1.0,16.16,1.0,1.0,3.0,4.95,1.0,1.01,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.99,1.0,1.0,0.99,0.0,0.99,0.0,0.0,1.0,0.0,0.99,0.99,0.0,1.0,0.0,0.99,0.0,10.0,14.14,15.84,12.12,8.08,14.0,13.0,11.76,13.86,14.14,14.85,12.12,2.0,10.1,12.0,9.09,11.0,9.09,8.16,15.0,13.27,0.99,8.91,14.0,10.2,9.9,13.0,12.12,14.0,13.13,14.85,11.11,9.18,12.12,6.56,0.99,0.99,0.0,1.0,0.99,1.96,50.0,1.01,1.01,0.0,11.0,16.9,1.0,1.0,1.01,3.45,1.01,2.94,0.0,0.99,15.73,27.66,1.0,1.0,0.99,0.0,0.99,1.41
218,1.0,17.65,13.86,11.88,17.17,16.83,9.0,18.0,22.0,19.8,0.0,2.13,1.01,0.0,1.01,19.39,1.0,0.0,1.0,2.0,13.0,1.01,1.0,0.0,1.01,2.0,0.0,15.0,1.01,12.0,0.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,1.01,2.0,1.0,1.01,13.0,15.15,1.0,1.0,1.0,0.0,12.12,0.0,1.0,1.0,0.0,13.0,0.0,11.11,10.0,12.12,11.0,14.0,9.09,13.86,10.78,12.12,13.86,12.24,15.0,14.0,13.13,15.15,11.0,13.13,11.0,0.98,8.91,12.0,14.14,2.0,0.0,1.0,2.0,1.0,0.0,1.01,1.01,0.0,1.0,1.0,1.01,0.0,1.01,1.01,1.0,1.0,1.0,1.98,1.01,1.01,1.0,0.0,1.0,1.0,1.02,1.96,1.98,0.0,1.01,1.0,2.0,1.01,0.0,11.96,1.0,21.43,1.0,1.0,0.0,0.0,10.0,0.0,1.94,2.0,0.0,33.33,1.0,0.0,0.0,12.0,0.0,36.67,38.71,1.61,0.0,6.82,12.82,0.99,2.0,1.0,1.01,33.33
219,14.0,0.0,0.0,1.0,0.99,1.0,0.0,1.96,1.0,0.0,1.0,25.81,0.0,3.77,1.0,1.0,0.97,0.98,0.0,1.0,0.0,15.84,1.01,1.0,1.0,1.0,2.91,2.97,1.0,0.0,0.0,0.0,0.99,1.01,1.0,1.0,0.0,0.99,1.98,16.16,1.01,0.99,0.0,1.01,0.0,1.0,2.02,0.0,0.0,1.98,4.26,1.98,1.0,1.98,1.98,1.0,0.98,0.99,0.99,0.0,1.0,0.0,1.98,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.2,0.0,0.0,1.01,0.0,1.01,2.0,0.0,1.01,1.01,1.0,1.96,1.0,1.02,0.0,1.98,2.0,1.01,1.01,1.01,1.01,0.99,0.0,1.01,1.0,0.0,1.96,1.0,1.0,1.01,0.0,1.01,0.0,1.01,0.0,0.0,1.0,2.02,1.0,3.77,9.78,8.47,1.01,1.0,31.43,0.0,1.0,21.88,0.99,1.0,1.01,1.0,2.0,10.0,1.01,0.0,0.0,0.0,18.39,1.0,2.97,26.32,0.0,1.0,1.0,0.99,7.07
220,0.0,0.0,0.0,0.99,0.0,0.99,1.0,0.0,1.0,0.0,9.23,11.0,0.0,17.46,1.01,0.0,1.01,2.04,0.0,0.0,1.98,0.0,0.0,1.98,1.33,1.0,0.0,0.0,0.0,1.98,3.0,1.0,1.35,1.0,0.99,1.0,1.0,2.0,3.03,1.0,0.0,0.0,1.0,1.01,2.0,17.0,16.16,15.15,1.01,0.99,1.0,0.0,0.0,1.01,8.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.01,1.01,1.0,0.99,1.98,1.01,0.0,0.0,0.0,0.0,1.01,0.99,0.0,0.0,2.0,0.0,1.0,0.0,1.96,0.99,0.99,1.01,0.0,1.0,1.0,0.99,1.0,1.01,0.0,0.0,1.0,1.01,1.96,1.01,1.01,1.01,1.01,1.01,0.0,14.13,1.01,21.74,0.0,22.03,1.01,0.99,10.74,0.0,6.06,0.99,0.0,7.14,6.06,0.0,0.98,2.0,1.0,1.01,0.0,1.01,0.0,1.0,2.0,1.0,0.0,0.0,1.98
221,0.0,1.0,0.0,0.98,0.0,0.0,1.0,0.0,1.0,0.0,6.98,0.99,0.0,0.0,1.96,1.0,1.0,1.69,1.98,1.0,0.0,0.0,1.01,17.17,0.0,0.99,17.0,1.0,1.01,1.01,7.0,0.0,2.0,1.0,13.86,0.0,1.0,1.01,12.12,1.01,1.01,2.0,1.0,1.98,1.11,0.99,1.0,0.0,1.0,0.0,0.0,1.0,1.98,0.0,1.01,0.98,0.0,0.0,0.0,0.0,1.0,0.0,1.98,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.01,1.01,0.99,2.0,1.01,2.02,0.99,1.01,1.0,2.0,1.01,1.01,1.98,1.01,1.0,0.0,2.0,0.0,2.02,1.01,0.99,1.01,1.0,0.99,1.0,0.99,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.98,0.0,1.98,1.0,2.0,1.0,1.01,1.01,1.0,17.0,1.01,0.0,15.84,19.0,2.0,1.01,0.0,1.01,1.0,2.0,1.01,2.0,1.0,0.0,1.0,0.0,1.96,1.01
222,1.01,0.98,0.99,0.0,1.0,1.0,1.0,0.0,0.99,0.0,2.0,1.01,22.22,1.0,1.01,1.96,18.0,0.0,1.98,1.01,0.0,1.94,1.0,0.99,1.0,0.0,1.01,0.99,0.99,0.0,0.0,0.98,0.0,0.0,1.01,1.0,0.0,1.0,1.0,1.98,4.0,12.12,0.0,0.0,1.12,2.97,1.0,2.0,1.16,19.0,16.33,9.18,8.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.99,1.0,1.0,0.0,0.99,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.01,0.99,0.0,2.0,0.0,0.98,0.0,1.01,1.01,1.98,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.01,1.0,1.0,0.0,0.0,0.0,0.99,0.0,1.01,1.98,0.0,0.99,0.0,10.1,2.0,0.0,0.0,0.99,1.01,1.0,1.0,0.0,1.01,1.0,0.0,0.0,3.12,0.99,1.0,1.0,1.0,1.0,1.01,15.0,0.99,1.01,24.39,0.0
