%sys,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
20,0.99,0.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.99,1.0,0.0,1.96,0.0,0.0,1.0,1.08,0.98,0.99,0.0,7.07,0.0,1.96,1.0,0.0,1.0,1.0,1.01,1.0,1.05,1.06,0.0,0.0,1.01,2.08,1.0,0.99,0.0,1.01,1.0,1.0,0.0,2.22,2.02,0.0,2.67,1.0,2.02,9.18,1.0,1.98,1.98,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,0.99,0.99,0.0,0.99,3.03,0.0,0.0,0.99,1.0,0.0,1.01,1.01,0.99,1.01,0.0,0.0,0.99,1.01,1.01,1.0,1.0,1.0,0.0,1.01,0.0,1.96,1.0,1.01,0.0,1.0,1.01,0.0,0.0,1.0,0.0,1.01,1.01,1.0,2.0,2.02,0.0,1.01,1.96,0.0,1.0,0.0,1.01,0.98,1.01,0.99,2.78,1.08,1.0,0.99,1.98,0.0,1.0,0.0,1.0,1.98,0.99,1.0,7.92,1.0,0.0,0.0,1.0,1.01,3.06,1.01,0.0
21,1.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.05,1.06,0.99,0.0,1.0,0.0,1.96,8.0,2.0,2.15,1.0,0.0,15.31,1.01,2.0,0.0,0.0,0.99,1.01,0.0,0.0,0.0,0.0,1.0,1.1,1.01,0.0,2.13,1.98,1.0,1.0,2.0,1.01,0.99,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.99,0.0,0.0,0.99,0.98,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,1.0,1.98,1.0,0.0,1.0,1.0,1.01,1.98,1.01,1.01,0.0,1.0,0.0,0.0,1.01,1.0,1.0,0.99,1.0,0.0,1.01,1.0,1.01,1.0,0.99,1.0,1.01,1.01,1.01,0.0,0.0,0.0,0.99,1.98,1.01,1.0,1.01,0.99,0.99,1.01,1.0,0.99,1.01,1.0,0.0,1.0,0.0,1.98,0.0,14.0,1.01,1.01,0.0,0.99,1.01,1.0,0.99,1.0,1.0,0.99,1.98,0.0,1.0
22,1.0,1.0,0.0,1.0,0.0,0.98,0.0,0.0,0.0,0.0,1.0,11.0,1.0,1.98,0.0,0.99,0.0,1.0,0.99,1.0,0.0,0.98,1.01,1.01,0.0,2.02,2.0,17.65,2.02,0.0,5.56,0.0,0.0,0.0,10.0,12.12,2.0,0.0,0.0,1.0,1.0,15.0,0.0,5.56,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.01,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.99,0.99,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.99,0.0,1.0,0.0,1.01,0.99,1.0,0.0,0.0,1.0,1.01,1.01,0.0,1.98,1.01,1.0,1.0,1.96,0.0,1.01,1.0,1.0,1.01,0.99,1.0,1.98,0.0,0.0,1.0,0.0,1.0,0.0,1.96,2.0,1.0,1.01,0.0,1.0,0.99,0.99,1.01,0.99,0.0,1.01,1.01,0.99,0.0,0.99,1.98,0.0,1.01,0.99,1.0,0.0,0.99,12.0,14.0,0.0,0.0,1.01,0.0,1.01,1.02,1.0,1.01,1.01
23,0.0,0.99,1.01,0.0,0.0,0.0,0.0,0.0,0.0,1.98,1.01,1.01,0.0,10.78,1.0,1.0,0.99,0.0,1.0,1.01,0.99,0.0,1.01,0.99,1.96,0.0,0.0,0.0,1.98,1.0,0.0,0.99,9.0,9.0,0.0,1.98,0.0,8.91,0.0,1.0,0.0,1.01,1.01,0.0,1.0,8.0,0.99,0.0,0.0,0.0,0.0,1.0,0.99,0.0,12.24,0.0,0.0,0.0,0.0,1.0,0.0,0.99,0.0,1.0,1.0,1.01,1.0,0.99,0.0,0.0,0.0,0.0,0.99,1.0,0.99,0.99,1.01,1.0,1.0,1.01,1.01,1.0,0.99,0.0,2.0,1.0,1.0,1.01,1.01,1.01,1.0,1.01,2.0,1.01,0.99,0.0,0.0,1.01,1.0,1.98,1.01,0.0,1.0,1.01,0.0,1.01,1.01,1.0,0.0,1.01,0.0,18.18,0.0,0.0,1.0,1.0,1.0,11.76,14.14,0.0,1.0,15.31,12.24,1.98,1.0,9.09,1.0,13.0,12.12,0.0,1.01,1.0,1.0,0.0,0.0,0.0,1.98,2.97,1.01,2.0
24,0.0,0.0,0.98,0.99,1.0,1.98,0.0,1.96,0.0,0.0,1.0,1.0,15.0,0.99,1.0,14.14,1.01,15.31,16.0,1.96,0.0,0.99,0.99,1.01,1.0,2.0,14.0,0.0,1.0,11.11,0.99,0.0,0.0,7.0,0.0,0.98,16.16,1.0,0.99,1.0,2.0,1.01,0.99,1.01,15.15,10.0,0.0,1.01,1.01,6.12,14.0,0.0,2.0,0.99,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.99,0.0,1.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.0,1.0,1.96,1.0,2.0,1.0,0.0,1.0,1.01,0.0,0.0,0.0,0.0,1.01,1.98,1.01,1.0,0.0,0.0,0.0,1.0,1.01,1.98,1.01,4.04,0.0,1.0,0.99,1.98,1.98,0.99,1.01,1.01,1.01,1.01,0.0,0.0,1.01,2.0,0.99,1.0,11.88,16.67,0.0,0.0,1.0,0.0,1.01,1.98,0.0,12.12,1.0,1.01,1.0,1.01,1.0,0.0,0.0,1.0,1.01,0.0,0.99,1.01,0.0,12.0,1.0
25,0.0,1.98,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,1.0,0.0,10.2,1.0,1.98,1.0,1.0,14.0,0.0,16.0,14.14,1.0,1.01,1.01,2.0,0.0,1.96,1.0,12.0,1.0,1.01,0.0,2.0,0.0,0.0,1.0,17.17,14.14,14.14,0.99,0.0,0.0,2.0,0.0,2.0,1.01,15.0,7.0,1.01,1.0,10.2,1.0,2.0,0.99,0.0,1.96,1.0,1.0,0.0,1.98,0.0,0.0,0.99,0.0,0.0,1.0,0.0,0.0,1.0,0.99,0.99,1.0,1.01,0.0,1.0,3.96,3.0,3.0,2.04,3.03,3.96,3.03,2.02,3.92,4.0,4.08,1.01,9.09,1.01,1.98,2.02,3.0,1.0,3.0,5.05,5.94,8.08,4.08,2.04,3.06,2.97,4.9,2.02,3.03,2.0,1.98,0.0,3.03,1.01,1.0,0.98,1.98,4.04,1.01,1.0,0.0,1.01,1.0,1.0,0.0,1.01,8.16,0.0,1.01,0.0,1.01,0.99,0.0,1.01,2.0,13.0,14.29,1.0,8.08,11.11,0.99,0.99,11.22
26,0.98,5.0,6.0,3.96,1.01,11.76,8.82,10.1,10.89,8.0,0.0,0.0,0.0,1.0,0.0,1.01,15.0,0.0,0.0,1.0,8.08,0.0,0.99,0.0,20.2,15.0,0.0,1.98,0.0,1.0,3.03,6.06,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,5.05,16.16,0.0,1.0,0.0,12.87,2.02,1.01,1.01,8.0,2.0,3.0,0.0,5.0,5.05,4.04,4.0,5.94,6.06,5.05,6.0,6.0,2.0,4.04,7.92,8.0,5.94,3.92,3.0,4.95,6.12,0.99,3.0,3.0,3.96,14.0,11.0,11.11,12.62,12.12,12.0,13.73,10.0,10.31,12.0,11.88,10.0,0.0,10.0,9.28,8.08,9.09,9.0,9.09,11.0,10.1,0.99,9.0,9.9,8.0,10.1,6.0,10.1,9.9,12.0,9.18,10.0,8.08,9.0,1.01,15.0,15.15,10.1,0.99,0.99,1.01,1.0,4.04,13.27,0.0,1.0,1.0,1.98,1.01,0.0,1.0,1.0,1.0,1.0,15.84,0.0,1.0,12.0,6.0,2.97,22.22,1.01,1.0
27,6.0,8.91,11.76,14.14,14.0,7.14,6.93,6.93,8.82,8.0,2.0,0.0,2.0,0.0,1.0,1.01,1.98,1.0,0.99,1.94,8.08,0.99,1.0,13.86,2.0,1.0,1.98,1.01,1.98,1.01,0.0,8.0,0.99,1.01,0.0,1.0,0.99,1.0,1.01,1.0,1.01,2.0,7.0,2.0,1.01,1.01,14.14,1.01,1.0,0.0,0.99,2.02,2.0,7.0,1.01,10.0,7.0,10.1,7.0,6.12,5.88,8.91,7.0,9.0,9.9,11.0,7.07,10.0,8.08,10.0,6.0,8.08,7.07,3.09,8.08,7.0,14.0,1.0,1.98,1.0,1.0,0.0,0.0,0.0,1.01,1.01,0.0,0.0,1.01,1.0,1.01,1.0,0.0,2.0,0.99,0.0,0.0,0.99,1.0,1.0,0.0,0.0,1.0,1.01,0.99,1.0,1.01,1.0,0.99,1.0,0.0,1.01,1.0,1.98,0.99,0.99,0.98,1.0,1.0,12.24,1.01,0.0,2.0,0.99,1.0,1.0,0.0,0.0,1.0,0.99,0.0,1.02,1.01,1.01,0.98,0.0,1.01,0.99,1.01,1.0
28,9.18,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.01,2.0,1.0,0.99,1.0,0.0,1.0,1.01,0.99,0.0,0.0,0.99,2.0,1.0,1.01,1.0,15.0,1.01,0.99,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.99,1.0,0.0,0.99,0.99,0.0,0.99,2.0,1.01,2.0,1.0,1.01,1.0,0.0,0.0,0.0,0.99,0.0,0.99,0.99,0.0,1.0,0.0,0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,9.8,0.99,0.99,0.0,1.0,0.0,0.0,1.01,1.01,1.98,1.01,1.0,0.0,1.0,1.0,0.99,1.0,0.0,0.0,1.0,1.01,1.0,0.0,0.99,0.99,0.0,0.0,1.01,1.0,1.01,1.01,1.01,0.0,1.01,0.0,1.01,1.0,0.99,2.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.0,1.01,0.0,0.99,1.98,13.92,1.01,1.01,0.0,1.08,1.0,0.98,2.0,0.0,1.0,1.0,1.01,0.0,0.0
29,0.0,0.0,0.0,0.99,1.96,0.0,0.0,0.0,0.0,0.0,1.0,16.67,1.0,1.06,1.0,1.98,1.98,1.01,0.0,1.01,0.0,1.98,2.0,0.0,1.0,2.0,0.99,15.15,1.0,1.0,1.01,0.99,1.01,1.01,14.29,7.0,2.0,1.0,0.0,0.0,0.0,15.0,1.0,1.01,1.01,0.0,1.98,1.01,1.0,0.99,1.01,0.99,0.99,1.0,0.0,0.0,1.0,1.0,0.0,0.99,0.0,1.0,0.0,0.99,0.0,1.0,1.98,0.0,0.0,0.99,0.98,1.0,0.0,0.99,0.0,1.0,1.01,0.99,0.99,1.98,0.0,1.01,0.99,1.0,1.0,1.0,1.01,1.01,1.01,2.0,1.0,1.01,1.01,1.01,1.01,1.0,1.01,1.01,2.0,1.0,1.01,0.0,0.0,1.0,1.01,2.0,0.0,2.0,1.98,0.0,1.0,0.99,0.0,1.0,0.0,1.0,0.98,1.3,1.11,0.0,1.01,1.01,1.0,0.0,0.0,0.0,1.0,1.01,1.1,14.29,44.0,1.0,1.01,1.01,2.0,1.0,1.0,2.0,1.0,2.0
30,0.98,1.0,0.99,0.0,0.0,1.0,0.98,0.0,0.0,0.98,1.01,10.26,0.0,28.57,0.0,0.0,0.0,1.0,1.0,1.98,0.99,0.98,1.0,1.01,2.0,1.98,4.0,1.0,1.0,1.0,0.0,0.0,9.9,11.0,0.99,1.01,0.0,13.13,2.0,1.0,1.0,0.0,0.0,1.0,4.0,16.33,1.01,2.0,1.0,0.0,1.0,1.01,1.0,1.0,9.09,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.98,0.0,0.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.01,1.0,0.0,1.96,0.0,1.96,2.0,1.01,1.0,1.0,0.0,1.0,1.01,1.01,1.0,1.01,1.0,1.0,0.99,0.99,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.0,0.0,1.01,1.01,1.01,17.24,1.98,1.96,2.0,0.99,2.56,44.44,11.58,0.0,1.0,15.94,17.14,1.98,0.0,17.65,0.99,6.25,24.14,1.0,2.0,1.0,0.99,1.0,0.99,1.01,1.01,0.0,0.0,0.0
31,1.01,0.0,1.98,0.99,0.0,1.0,0.99,0.0,1.0,1.0,0.0,2.0,33.33,4.95,1.06,15.0,1.98,19.0,13.86,4.04,1.0,1.01,0.0,1.01,1.0,1.02,12.24,0.0,2.0,9.09,1.98,0.0,2.0,1.0,0.0,0.0,6.06,1.0,0.99,1.01,1.01,1.01,0.99,1.01,12.0,0.99,1.01,1.0,4.08,14.14,17.35,0.0,0.0,1.0,1.0,1.0,0.0,0.99,0.0,0.98,0.0,1.0,0.99,1.0,1.0,1.01,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.01,1.0,0.99,0.0,0.0,0.99,0.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.01,1.01,1.01,1.01,1.0,0.99,0.99,1.0,1.98,0.0,3.12,10.64,1.0,0.99,1.01,1.0,1.1,0.0,0.0,15.48,0.0,1.0,8.08,1.0,2.0,1.0,0.0,1.05,2.22,1.0,1.98,3.12,1.01,42.11,2.02
32,0.0,0.99,0.0,0.0,1.0,1.0,0.0,1.0,0.98,0.0,22.58,0.0,10.13,0.0,21.43,9.41,7.14,0.0,2.0,14.0,0.0,18.0,18.0,1.0,5.05,3.0,1.98,1.01,1.01,2.0,8.08,1.0,1.01,1.01,1.01,0.99,1.01,1.01,18.37,15.84,11.22,1.01,1.0,3.06,0.0,1.0,1.0,6.0,11.88,0.99,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,1.0,0.0,0.99,0.0,1.96,0.0,1.0,2.0,1.0,2.02,2.0,1.98,1.02,0.0,2.02,1.98,0.0,1.0,1.0,1.0,10.0,0.0,1.98,1.0,0.0,0.99,1.98,1.0,1.94,11.0,1.0,0.0,1.0,1.0,1.01,0.0,1.0,0.0,0.99,0.0,1.01,1.0,1.06,1.98,10.89,3.12,12.0,0.0,1.0,1.0,1.0,2.08,1.0,0.99,12.5,1.01,0.0,1.01,0.0,0.0,0.99,1.01,1.22,14.06,32.14,1.01,14.1,22.73,1.06,5.05,27.27
33,0.99,14.0,15.0,12.0,15.15,14.85,15.0,19.0,16.33,14.0,1.01,1.0,0.0,0.0,12.87,0.0,5.0,0.99,1.0,1.01,14.14,0.0,0.99,1.0,12.87,14.0,0.99,1.0,1.01,1.0,1.0,18.0,0.99,1.0,0.0,1.98,0.0,1.98,1.0,0.99,1.0,1.01,11.22,12.0,2.0,2.0,3.03,14.14,1.02,1.01,2.0,1.0,11.76,10.1,1.0,10.0,11.0,9.18,12.37,11.11,11.22,11.0,12.0,13.13,12.24,15.84,15.0,13.13,12.12,12.0,12.12,13.13,14.85,0.0,10.78,10.0,2.0,12.0,11.0,11.0,12.87,7.92,10.89,9.9,10.1,11.11,12.0,9.0,10.1,0.99,10.1,12.0,12.0,12.12,10.1,11.0,11.11,11.11,1.01,11.22,12.12,12.12,13.13,12.12,13.0,15.15,10.1,10.0,10.89,9.09,11.11,1.01,10.1,1.04,15.84,0.0,1.0,0.0,0.0,4.23,21.21,0.0,1.01,1.98,1.0,0.0,0.0,1.0,0.0,1.0,0.0,21.95,0.0,0.99,4.76,6.25,5.0,25.0,1.0,6.06
34,14.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.98,1.0,1.01,1.01,1.01,0.0,1.01,0.99,1.01,1.0,0.0,0.0,1.01,1.01,1.01,2.02,1.0,2.0,1.98,0.0,1.0,1.0,1.98,0.0,0.0,1.01,0.0,1.01,0.0,0.0,1.01,0.0,0.99,0.99,0.0,0.0,1.98,10.0,1.0,1.0,1.98,1.0,8.74,0.0,1.98,1.98,1.98,0.0,0.98,0.0,0.0,0.99,0.99,0.0,0.0,0.99,0.0,0.99,1.0,1.0,0.99,0.0,0.99,1.0,13.0,0.0,1.0,11.22,0.0,1.0,0.0,0.0,0.98,0.99,1.02,0.0,1.01,0.0,0.99,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.01,1.0,1.0,0.99,1.0,1.0,0.99,1.01,1.01,1.0,1.96,1.0,1.01,0.0,2.0,1.98,1.0,1.01,0.0,0.0,0.99,1.0,1.0,0.0,37.5,1.96,1.01,0.0,0.0,1.0,1.01,1.0,0.99,0.99,0.0,1.98,0.0,1.98,1.0,10.2,0.0,1.01,7.95,1.01,1.0
35,0.98,0.99,1.0,0.99,0.0,1.0,0.0,1.0,0.99,1.0,1.0,2.0,0.0,2.0,1.01,0.0,1.0,0.0,1.01,0.99,0.0,0.99,0.98,20.2,2.0,1.0,1.96,1.01,2.94,0.99,1.01,1.0,1.01,0.99,1.0,0.0,1.0,1.98,1.01,0.0,1.0,1.0,0.0,0.0,1.0,1.01,1.0,1.0,1.0,0.0,1.0,1.01,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.01,0.0,0.0,0.0,1.0,0.0,0.99,1.0,1.98,2.0,0.0,1.0,0.96,0.0,1.98,0.0,1.01,1.01,0.99,1.0,1.0,1.0,2.0,1.01,0.0,1.0,2.0,1.01,1.01,2.02,1.01,1.94,1.01,1.01,0.0,1.0,0.99,1.0,2.0,1.01,0.0,1.06,2.0,1.0,0.0,1.01,1.01,1.0,0.0,0.99,0.0,1.98,1.98,1.0,1.01,3.57,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.98,2.0,1.0,0.0
36,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,0.0,1.98,2.82,1.01,0.0,0.99,2.0,0.0,0.98,0.99,1.01,1.98,0.0,1.0,1.01,1.98,1.01,0.99,2.0,14.14,1.01,2.0,1.0,1.0,1.01,1.0,1.0,0.99,1.0,0.99,0.0,1.0,1.01,0.0,1.98,1.0,1.01,1.01,0.0,0.99,0.99,1.01,0.99,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.99,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.01,0.99,1.01,1.01,1.0,1.01,0.0,1.01,1.98,1.96,1.01,1.0,0.0,1.0,1.0,1.98,1.0,1.0,1.0,1.01,1.0,1.01,0.0,1.0,0.0,0.0,1.01,1.0,0.0,1.98,1.98,1.01,0.0,0.0,1.0,0.99,0.99,0.0,0.0,1.01,1.0,1.0,1.01,0.99,1.98,2.0,0.0,1.01,1.01,0.99,9.0,1.01,0.0,3.7,4.0,1.0,0.99,2.0,1.01,0.98,1.01,0.0,0.0,1.01
37,0.99,0.0,1.0,0.98,0.0,0.0,1.0,0.0,1.0,1.0,1.02,16.36,1.98,4.62,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.98,1.01,1.0,1.98,15.0,1.02,1.01,1.01,0.0,0.99,0.0,10.1,10.1,1.01,1.01,1.01,0.0,1.01,15.15,1.0,0.0,1.01,0.99,0.0,1.96,1.0,1.0,1.01,0.0,1.01,0.0,1.0,0.0,0.0,0.99,1.98,0.0,0.0,1.0,0.0,0.99,0.99,0.99,1.0,0.0,0.0,0.0,0.0,1.0,0.98,0.99,0.0,0.99,1.0,0.0,0.0,0.99,0.0,0.0,0.99,0.0,0.0,1.0,1.0,0.0,1.01,1.0,1.01,1.0,1.01,1.0,1.01,0.0,0.0,0.0,2.0,1.0,1.0,1.98,0.0,1.0,0.99,1.0,0.0,1.01,1.0,1.0,1.01,2.0,1.96,1.98,1.0,0.99,1.96,8.33,6.33,1.0,1.0,1.01,1.01,1.01,1.0,1.0,1.01,3.85,22.22,9.18,9.09,1.01,1.01,0.0,1.0,0.99,1.01,2.0,1.0,2.0
38,0.0,0.99,0.0,1.0,1.0,0.0,1.0,0.98,1.0,0.0,3.45,1.0,5.41,14.52,2.0,1.12,0.98,2.0,2.94,0.0,0.0,0.99,0.0,1.0,1.0,0.0,8.0,0.0,0.0,1.01,0.0,0.99,9.09,10.2,1.0,1.01,2.0,9.0,1.0,1.0,1.0,1.01,0.0,0.0,9.0,16.33,0.0,2.0,1.01,0.0,1.01,0.99,1.01,1.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.99,0.0,0.0,0.0,0.99,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.98,1.01,0.0,1.0,1.01,0.0,1.01,0.0,1.0,1.98,1.01,1.0,1.01,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.99,1.01,0.0,0.0,0.0,0.0,1.0,0.99,1.01,1.01,1.98,1.0,0.99,1.0,14.46,1.0,0.0,1.01,28.57,14.29,13.79,52.38,0.0,1.01,33.33,16.22,2.0,4.17,13.7,0.0,9.9,2.02,0.0,1.01,1.01,0.0,1.01,0.0,0.0,0.0,1.01,10.53,0.0
39,0.99,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.01,30.77,0.99,1.39,22.22,0.0,14.0,13.86,9.9,0.0,0.99,0.0,2.0,1.01,2.0,10.89,0.99,1.96,8.0,2.0,0.0,1.01,0.0,1.01,1.0,10.0,1.01,0.0,0.0,0.0,1.0,0.99,1.01,10.31,0.99,1.0,1.01,8.91,16.0,13.86,1.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.01,1.0,0.0,0.0,0.0,0.0,1.96,1.01,1.02,1.0,0.99,0.99,0.99,1.01,2.0,0.0,0.0,0.0,1.01,1.0,1.01,1.01,0.0,1.0,0.0,1.01,0.0,0.0,1.0,1.0,1.01,1.98,0.0,1.0,0.99,0.0,0.0,0.99,1.01,0.0,0.0,1.0,2.0,24.44,1.0,0.0,0.99,1.0,1.0,6.85,1.12,1.04,15.91,15.0,0.0,0.0,0.0,0.99,1.0,0.0,1.0,4.05,14.75,1.01,1.01,12.24,1.01,11.27,6.67
40,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.99,0.0,0.0,3.92,1.01,6.06,0.0,13.86,8.25,15.84,2.02,0.0,9.28,0.98,15.0,15.84,1.01,9.0,10.1,1.0,1.0,0.0,1.0,12.12,1.0,1.0,0.0,1.0,0.0,0.0,1.0,17.82,19.0,16.83,1.0,0.0,5.0,1.98,1.01,2.02,7.0,9.09,1.98,0.0,0.99,12.24,1.0,1.0,0.0,0.99,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,1.0,1.0,0.0,0.99,0.0,0.0,0.99,0.0,0.0,0.0,0.99,1.01,4.04,3.03,1.01,1.01,1.01,1.0,0.99,0.0,1.0,1.0,1.01,2.0,13.0,1.01,1.01,1.01,1.0,2.0,2.0,1.0,2.0,9.18,1.01,1.01,1.01,0.0,0.0,1.0,2.0,1.98,1.02,1.01,1.01,2.0,1.01,0.0,3.39,0.98,3.0,0.99,1.01,1.0,1.01,42.86,0.0,0.0,9.09,1.01,2.0,0.0,1.0,0.0,1.01,0.99,12.12,17.65,12.12,9.76,15.38,9.86,4.35,0.0,12.7
41,0.99,18.0,13.86,16.83,14.29,20.0,18.0,18.18,13.0,18.0,0.0,0.0,0.0,1.0,1.01,0.99,0.0,0.99,0.99,1.0,16.16,1.0,0.0,1.01,10.0,10.0,2.0,1.0,0.0,0.99,1.01,15.0,0.99,0.0,1.0,0.0,1.0,1.0,0.0,1.01,1.0,1.01,10.2,12.0,2.02,1.01,10.89,10.0,1.0,0.0,2.02,15.31,0.99,13.0,1.01,14.29,9.09,11.88,9.09,12.0,14.0,12.0,15.0,13.13,16.0,14.14,13.13,17.17,19.19,14.0,11.0,12.24,12.0,0.0,9.09,7.07,10.2,6.06,8.0,12.12,13.13,9.0,11.11,10.1,9.09,10.1,8.08,10.0,8.08,0.99,8.08,9.0,12.0,7.07,9.18,11.88,14.14,12.0,0.99,12.0,11.88,8.16,12.12,10.0,13.0,11.0,10.1,12.87,10.0,13.0,10.89,0.98,21.05,9.09,1.01,0.0,1.0,0.0,0.0,29.55,0.0,2.02,0.99,1.01,0.0,0.0,1.0,1.0,0.0,0.99,0.0,4.0,0.0,0.0,15.62,6.93,1.01,27.27,0.99,0.99
42,13.73,0.0,0.0,0.0,0.0,0.0,1.0,0.98,1.0,0.99,1.0,2.97,0.0,0.99,1.01,1.0,1.0,1.01,1.02,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.99,1.01,2.97,1.01,0.99,0.0,1.0,1.01,0.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.0,0.0,0.0,1.0,11.22,2.02,1.0,2.0,1.01,1.0,1.01,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99,0.99,0.0,0.99,0.99,0.0,0.0,0.0,1.96,1.0,0.0,9.9,1.0,0.0,2.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.99,1.0,1.01,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.01,1.01,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,1.01,1.0,0.0,1.09,1.0,0.0,1.01,0.0,2.0,0.99,2.63,1.0,1.0,1.0,1.0,1.0,0.99,11.11,1.0,1.01,1.0,0.99,1.01,1.01,2.0,0.0,1.0,1.98,3.03,0.0,2.0
