op_out_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
261,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
262,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
263,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
264,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
265,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
266,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
267,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
268,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
269,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
270,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
271,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
272,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
273,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
274,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
275,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
276,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
277,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
278,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
279,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
280,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
281,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
282,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
283,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
284,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
285,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
286,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
287,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
288,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
289,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
290,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
291,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
292,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
293,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
294,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
295,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
296,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
297,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
298,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
299,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
300,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
301,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
302,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
303,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
304,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
305,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
306,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
307,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
308,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
309,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
310,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
311,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
312,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
313,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
314,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
315,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
316,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
317,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
318,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
319,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
320,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
321,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
322,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
323,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
324,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
325,28312885792,23313353708,26098968178,25751214526,22856927970,26862158264,19204173852,30589142250,24274404800,31454963322,19480238784,25151929892,26379918124,30292892756,32594913126,25580743764,25398618218,30427928430,28150247798,30505393218,24823055478,27127420838,28989183954,32211283388,31521083924,27637553510,22046745638,33321499990,27195765614,29151633420,25252328176,21308435840,27671865318,31587955938,26435216348,27651846776,25124916664,29791319102,38720419692,23103428740
