op_out_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
374,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
375,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
376,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
377,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
378,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
379,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
380,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
381,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
382,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
383,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
384,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
385,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
386,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
387,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
388,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
389,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
390,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
391,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
392,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
393,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
394,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
395,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
396,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
397,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
398,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
399,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
400,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
401,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
402,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
403,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
404,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
405,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
406,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
407,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
408,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
409,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
410,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
411,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
412,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
413,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
414,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
415,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
416,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
417,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
418,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
419,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
420,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
421,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
422,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
423,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
424,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
425,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
426,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
427,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
428,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
429,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
430,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
431,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
432,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
433,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
434,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
435,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
436,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
437,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
438,28315192992,23314321908,26099367818,25752467006,22857356450,26862557904,19204231532,30590168130,24275686120,31455960362,19481948584,25153297732,26381656764,30293576676,32595996686,25581085724,25399701778,30429498150,28151018238,30505508578,24824023678,27129328398,28990778394,32213874868,31522109804,27639547590,22047458398,33323522910,27197277654,29153030100,25253012096,21310116800,27673204318,31590007698,26435900268,27652588376,25126255664,29792658102,38722442612,23104112660
