w/s,aceph01,aceph02,aceph03,aceph04
58,132.2,180.8,201.3,189.7
59,200.1,210.4,168.4,233.1
60,207.8,223.7,253.7,156.3
61,233.2,257.0,189.8,123.9
62,141.7,221.8,111.1,167.9
63,95.8,139.4,121.6,150.5
64,108.3,147.4,166.1,118.7
65,107.9,136.5,235.0,157.7
66,242.3,203.8,208.6,203.4
67,179.7,147.1,271.3,167.8
68,233.7,305.4,201.4,170.6
69,189.5,132.4,189.9,233.4
70,170.7,78.0,167.9,136.6
71,140.8,151.0,159.6,186.3
72,170.0,107.7,154.4,135.5
73,121.6,105.0,231.0,160.4
74,221.9,202.2,192.2,123.4
75,220.3,166.9,197.0,143.0
76,191.2,123.8,220.9,122.4
77,134.8,114.3,147.0,120.5
78,171.1,95.0,175.9,192.5
79,146.6,122.6,146.4,213.5
80,280.6,133.2,166.6,185.0
81,211.0,171.4,129.9,194.6
82,257.5,240.1,102.0,230.4
83,217.5,212.8,148.1,213.1
84,150.7,183.7,109.1,276.2
85,217.4,179.2,152.1,195.3
86,160.4,180.0,183.7,249.4
87,156.4,202.1,179.4,208.5
88,188.3,249.3,165.6,169.1
89,178.8,208.6,153.6,153.6
90,147.0,224.4,190.8,163.8
91,110.6,233.0,199.5,90.0
92,201.3,193.9,152.1,190.4
93,117.0,154.3,158.7,171.4
94,145.2,235.3,214.3,179.0
95,247.9,158.3,200.3,189.5
96,147.1,176.0,228.9,203.3
97,164.4,129.5,280.1,157.5
98,238.8,177.5,230.1,136.6
99,185.0,123.4,166.3,140.4
100,142.6,177.9,180.4,160.4
101,194.4,162.872,228.1,173.2
102,142.7,180.4,200.5,163.8
103,104.9,122.5,212.9,229.4
104,206.1,161.0,241.5,127.3
105,141.3,134.9,244.7,141.0
106,230.7,158.9,155.1,130.4
107,158.2,166.4,149.6,154.6
108,195.1,190.0,152.7,180.6
109,209.2,121.3,208.7,288.2
110,221.7,137.1,153.2,225.7
111,146.4,206.1,189.1,197.8
112,157.0,220.7,174.9,171.1
113,151.7,207.6,154.4,160.4
114,184.1,186.6,150.3,170.9
115,173.7,159.8,85.4,207.4
116,203.8,207.0,147.4,297.5
117,204.3,178.6,163.2,268.5
118,169.2,225.2,204.5,179.0
119,206.4,233.1,175.0,150.9
120,142.7,235.1,192.9,121.0
121,116.5,244.4,131.9,146.3
122,138.9,213.8,136.3,106.4
123,140.6,177.2,153.2,181.4
124,157.2,180.7,161.9,236.7
125,227.0,121.8,297.0,140.7
126,190.1,183.1,247.5,203.6
127,205.1,149.6,279.1,133.6
128,148.3,193.5,206.3,159.3
129,170.0,226.0,147.4,141.5
130,155.2,158.7,159.1,181.3
131,145.4,169.2,166.2,203.1
132,214.3,116.2,78.2,155.0
133,188.1,115.7,256.1,126.6
134,162.7,165.5,143.0,157.8
135,246.2,163.4,209.8,90.2
136,183.5,177.4,221.2,173.5
137,141.6,198.4,193.4,137.9
138,195.3,113.4,155.4,181.7
139,174.8,79.7,134.1,222.8
140,252.5,87.7,115.6,195.8
141,217.8,195.8,163.5,188.4
142,243.4,230.2,159.3,174.1
143,231.9,232.2,128.9,198.0
144,152.7,169.2,184.0,277.5
145,191.7,192.7,118.0,234.7
146,139.2,138.3,122.1,231.8
147,195.3,133.8,199.7,251.0
148,128.0,241.2,168.0,143.9
149,205.3,202.5,162.3,132.8
150,146.8,236.7,221.2,160.1
151,143.5,248.9,168.3,87.0
152,155.5,181.1,174.4,213.6
153,158.2,135.0,135.3,224.5
154,104.5,172.7,155.3,165.9
155,157.2,143.7,258.3,180.8
156,194.6,127.3,238.2,126.8
157,163.8,160.2,316.9,117.7
158,207.3,126.6,145.9,111.3
159,236.8,216.8,222.4,131.6
160,132.8,150.5,128.5,195.4
161,118.4,166.9,137.2,217.3
162,150.7,191.2,144.8,195.5
163,133.6,126.4,202.5,172.1
164,210.7,129.9,277.7,128.1
165,212.2,156.4,269.0,80.9
166,152.3,172.3,205.0,138.4
167,192.0,144.3,182.0,216.4
168,157.8,148.2,165.2,143.6
169,138.0,180.1,118.0,242.3
170,238.5,99.6,149.8,229.0
171,268.9,165.5,221.7,181.6
172,217.7,182.1,177.4,180.4
173,145.0,152.9,174.8,173.9
174,127.9,237.6,170.4,219.6
175,151.1,248.6,122.2,241.0
176,204.2,150.2,129.8,233.2
177,293.9,146.7,202.8,213.7
178,174.455,227.5,172.9,207.7
179,112.2,203.7,186.0,138.4
180,104.4,252.1,140.9,122.1
181,99.3,291.1,163.2,166.3
182,127.9,184.7,147.1,159.1
183,241.0,163.6,164.2,191.4
184,116.8,193.5,148.3,208.4
185,190.6,162.1,199.2,151.3
186,220.3,200.1,213.6,144.6
187,138.8,177.3,299.308,159.8
188,137.0,163.7,244.8,143.1
189,192.6,173.8,161.0,109.0
190,172.3,141.5,109.8,203.8
191,195.1,157.2,145.9,179.1
192,174.3,116.4,87.9,159.1
193,129.9,159.901,200.8,130.2
194,108.1,115.1,246.4,143.8
195,101.8,197.6,196.0,95.7
196,195.9,155.9,264.4,127.4
197,159.3,109.6,184.9,174.9
198,207.7,151.6,145.1,200.3
199,220.6,97.5,164.9,183.4
200,185.6,182.2,82.1,206.4
201,200.5,198.6,121.6,214.5
202,167.8,228.0,134.4,184.3
203,171.2,172.2,131.7,201.6
204,204.7,160.6,208.2,261.3
205,218.6,172.7,147.2,236.4
206,235.2,196.8,121.0,212.5
207,240.2,209.1,147.7,242.4
208,126.3,214.9,202.2,186.1
209,124.5,193.7,151.7,189.4
210,138.8,234.1,183.8,127.1
211,160.7,220.5,189.9,73.3
212,183.2,155.3,114.5,159.8
213,123.0,178.2,73.1,208.2
214,68.6,187.5,157.3,205.8
215,98.2,108.6,268.6,130.0
216,170.4,136.7,246.4,151.2
217,217.3,116.8,303.3,68.0
218,172.7,175.9,154.6,128.8
219,195.4,202.4,150.8,128.8
220,151.9,136.0,143.9,173.0
221,160.0,185.0,170.9,201.3
222,133.9,141.6,168.5,162.1
223,113.2,97.5,239.5,110.6
224,182.8,104.2,227.6,112.2
225,169.3,155.1,271.0,93.8
226,224.0,164.8,152.4,124.3
227,170.1,190.5,137.2,226.436
228,142.0,141.5,227.8,138.4
229,249.7,84.8,151.1,194.7
230,201.2,77.1,101.6,165.6
231,168.1,135.7,145.8,137.0
232,147.1,225.6,148.6,161.3
233,189.5,213.7,127.6,237.1
234,217.4,145.6,149.1,195.5
235,193.2,168.2,153.8,259.0
236,194.2,149.9,130.0,207.0
237,115.5,163.4,149.3,212.3
238,154.9,192.1,193.4,140.8
239,122.3,238.6,160.3,142.7
240,187.4,235.9,209.6,107.0
241,104.5,235.1,114.4,129.9
242,136.3,166.6,141.3,190.3
243,145.1,139.7,113.3,189.3
244,133.5,203.4,137.2,168.5
245,186.0,148.6,238.9,153.6
246,170.9,148.7,256.6,166.2
247,213.2,199.3,269.1,100.1
248,184.7,168.2,210.9,150.0
249,200.3,212.6,187.5,120.6
250,114.2,181.0,139.1,180.6
251,181.9,131.7,95.7,173.1
252,156.1,107.0,187.9,102.0
253,141.1,145.6,202.7,205.7
254,177.3,124.2,242.6,107.2
255,154.7,193.7,256.9,137.4
256,160.1,242.4,216.9,157.7
257,208.5,130.3,205.8,140.9
258,176.1,107.8,136.9,199.6
259,177.0,89.8,150.8,192.7
260,196.8,98.3,147.1,148.8
261,195.8,130.9,164.4,186.3
262,164.2,191.1,152.7,225.1
263,215.1,207.3,126.8,244.9
264,235.1,191.6,152.9,244.1
265,136.3,156.0,113.0,220.8
266,186.9,243.0,148.7,203.3
267,212.3,155.6,181.5,271.6
268,182.4,212.7,220.5,194.1
269,186.0,193.3,144.0,236.3
270,160.8,216.5,152.7,130.9
271,105.4,241.3,132.1,140.4
272,89.2,226.4,139.9,117.7
273,208.6,129.6,171.9,218.5
274,133.8,156.6,123.8,220.1
275,188.6,133.8,269.2,209.2
276,179.3,124.6,244.1,196.6
277,178.2,212.4,264.2,106.8
278,208.4,185.7,221.6,119.3
279,162.8,237.7,193.9,90.1
280,140.2,160.6,143.8,171.0
281,178.6,138.7,160.2,240.6
282,160.9,89.0,190.6,160.9
283,168.4,115.2,192.1,160.1
284,172.6,144.9,201.6,127.2
285,215.7,193.2,204.8,88.0
286,188.4,142.7,177.2,117.3
287,132.3,131.6,162.5,163.1
288,98.8,83.8,147.4,172.2
289,147.4,104.6,219.3,228.4
290,166.7,136.4,131.4,181.4
291,231.9,191.1,128.4,150.4
292,182.4,227.6,134.3,183.9
293,193.6,176.5,130.3,183.0
294,178.9,164.7,144.8,272.6
295,211.3,169.9,186.7,210.5
296,197.6,181.6,169.3,224.1
297,195.4,118.6,192.3,234.4
298,202.2,302.9,200.9,227.8
299,135.05,211.7,132.6,217.3
300,114.7,217.1,145.2,141.1
301,132.6,240.8,200.6,152.6
302,166.4,219.7,183.2,127.6
303,213.5,142.4,152.7,184.1
304,212.2,195.4,127.8,183.3
305,150.6,196.9,245.7,141.1
306,159.7,169.9,187.9,140.0
307,131.6,189.4,296.3,216.5
308,162.3,141.5,172.5,174.6
309,197.0,227.2,245.3,127.1
310,223.3,207.6,215.2,161.6
311,174.3,144.4,152.0,179.2
312,154.2,136.4,149.9,139.3
313,134.5,144.8,190.3,207.5
314,146.7,173.9,200.8,156.1
315,145.6,154.4,217.6,73.7
316,239.9,207.0,201.1,103.5
317,252.5,142.2,170.4,208.1
318,243.4,183.8,191.1,222.9
319,242.5,149.5,268.1,261.8
320,137.4,124.6,197.8,239.7
321,189.2,131.3,150.0,184.9
322,180.5,214.3,129.0,189.7
323,262.2,223.3,118.9,200.8
324,218.2,243.1,212.6,214.5
325,174.1,223.5,120.1,250.0
326,206.2,157.2,188.911,190.5
327,165.0,162.1,111.9,258.9
328,232.2,178.4,175.7,266.9
329,180.9,289.2,169.1,195.7
330,168.3,248.9,150.1,146.2
331,141.1,233.9,171.4,126.1
332,157.7,200.8,194.5,108.5
333,188.4,193.3,203.6,124.3
334,129.5,146.5,111.0,176.1
335,118.0,234.4,238.5,196.5
336,120.6,182.7,190.5,213.5
337,179.9,156.9,270.0,221.2
338,234.1,130.8,226.4,190.8
339,271.3,182.0,250.0,105.4
340,191.9,135.0,263.7,92.4
341,145.7,130.5,147.5,179.8
342,150.5,164.5,170.3,190.1
343,127.5,191.2,198.9,185.4
344,194.5,131.3,220.6,200.2
345,187.0,114.9,213.4,161.9
346,255.4,178.3,245.9,65.3
347,217.2,142.3,218.5,130.4
348,167.6,219.4,111.3,158.2
349,163.1,147.6,140.7,240.2
350,224.2,108.0,154.6,277.1
351,208.5,134.4,172.8,223.2
352,221.0,144.7,160.8,221.0
353,223.2,186.7,140.8,173.7
354,167.8,255.1,149.9,159.6
355,148.5,209.9,105.4,230.1
356,202.8,204.0,171.6,171.4
357,141.4,161.2,151.2,355.6
358,235.3,146.3,190.1,236.7
359,169.1,212.0,189.6,178.6
360,146.8,212.1,165.5,117.5
361,157.9,247.0,132.1,135.9
362,96.7,222.2,114.8,136.5
363,207.2,240.8,213.3,133.2
364,138.7,184.6,81.6,222.4
365,153.0,130.2,208.3,213.0
366,176.4,171.6,280.8,136.2
367,180.0,143.4,292.8,102.0
368,183.7,109.2,217.8,96.5
369,185.7,178.2,183.3,112.2
370,105.3,177.3,130.5,201.8
371,187.5,149.3,154.4,202.7
372,170.4,117.5,140.4,154.4
373,131.4,155.4,226.1,91.9
374,139.2,127.0,223.6,93.3
375,183.0,169.8,214.9,66.1
376,215.6,205.6,187.1,147.6
377,194.3,163.9,163.6,181.6
378,202.0,131.1,162.7,255.8
379,169.7,152.1,165.5,234.9
380,208.2,76.3,206.9,219.3
381,157.7,122.8,129.9,159.0
382,189.6,229.3,172.5,176.0
383,181.0,252.0,175.3,175.4
384,198.5,284.9,134.2,188.3
385,183.1,163.3,145.5,274.7
386,225.1,231.3,98.1,218.6
387,225.1,98.4,112.8,278.9
388,129.7,156.8,230.8,242.6
389,138.7,257.0,160.4,166.7
390,148.7,286.6,169.2,117.3
391,139.2,265.0,180.8,112.1
392,214.4,185.5,164.8,117.7
393,178.7,153.2,157.4,233.4
394,163.7,167.6,120.4,165.7
395,127.0,185.4,215.1,160.5
396,186.1,221.2,214.6,178.5
397,188.5,138.7,327.6,178.2
398,165.6,151.4,298.2,169.8
399,198.6,143.9,199.6,156.6
