kbmemfree,client01,client02,client03,client04
63,100185660.0,28165164.0,27043836.0,35843884.0
64,100187308.0,28165612.0,27042424.0,35843100.0
65,100154336.0,28164848.0,27039952.0,35842864.0
66,100147560.0,28164660.0,27039048.0,35842612.0
67,100186108.0,28164828.0,27038512.0,35842800.0
68,100185728.0,28165112.0,27038704.0,35843092.0
69,100186144.0,28165640.0,27038372.0,35842808.0
70,100187876.0,28165284.0,27037824.0,35841964.0
71,100187404.0,28164828.0,27035768.0,35841912.0
72,100150088.0,28164504.0,27032988.0,35839824.0
73,100149776.0,28164184.0,27032428.0,35839348.0
74,100167688.0,28164004.0,27032264.0,35838788.0
75,100180792.0,28163164.0,27032616.0,35838380.0
76,100184860.0,28162920.0,27032292.0,35839124.0
77,100185988.0,28163240.0,27034088.0,35838632.0
78,100186676.0,28162316.0,27034184.0,35838204.0
79,100187572.0,28162880.0,27033604.0,35837248.0
80,100164116.0,28162992.0,27031928.0,35834540.0
81,100156144.0,28162628.0,27049420.0,35834356.0
82,100169376.0,28161252.0,27048968.0,35832908.0
83,100180036.0,28162296.0,27047356.0,35851816.0
84,100182184.0,28162396.0,27046952.0,35848592.0
85,100182064.0,28161820.0,27045408.0,35847960.0
86,100184388.0,28161696.0,27046264.0,35846040.0
87,100185312.0,28161300.0,27043772.0,35843216.0
88,100142712.0,28161540.0,27043092.0,35842640.0
89,100180376.0,28161184.0,27042760.0,35841324.0
90,100181796.0,28160864.0,27041556.0,35841144.0
91,100182584.0,28161196.0,27037980.0,35840288.0
92,100183520.0,28161352.0,27037640.0,35842084.0
93,100185020.0,28160356.0,27037572.0,35841008.0
94,100161084.0,28160808.0,27036772.0,35839908.0
95,100143920.0,28160104.0,27034212.0,35838148.0
96,100156732.0,28160112.0,27034352.0,35838000.0
97,100178904.0,28160292.0,27033768.0,35838100.0
98,100179880.0,28161416.0,27048204.0,35837124.0
99,100181188.0,28160304.0,27047600.0,35837624.0
100,100180592.0,28160912.0,27045428.0,35837848.0
101,100181404.0,28160088.0,27039476.0,35837416.0
102,100151036.0,28160472.0,27038704.0,35833016.0
103,100146100.0,28159876.0,27034612.0,35853128.0
104,100143344.0,28160524.0,27032904.0,35851648.0
105,100174700.0,28161160.0,27031536.0,35850696.0
106,100180472.0,28161840.0,27030952.0,35848856.0
107,100180296.0,28160780.0,27029916.0,35846640.0
108,100181512.0,28161464.0,27029440.0,35846552.0
109,100182144.0,28154084.0,27028332.0,35844800.0
110,100146492.0,28155532.0,27024408.0,35840708.0
111,100151664.0,28156724.0,27014612.0,35839948.0
112,100174928.0,28157464.0,27014868.0,35839140.0
113,100176204.0,28158732.0,27013576.0,35844904.0
114,100176296.0,28159196.0,27013176.0,35843092.0
115,100178604.0,28159932.0,27012408.0,35842680.0
116,100178568.0,28160472.0,27011964.0,35841656.0
117,100146052.0,28161428.0,27011496.0,35838708.0
118,100148052.0,28161760.0,27009660.0,35838540.0
119,100143696.0,28159012.0,27009536.0,35836400.0
120,100177868.0,28160548.0,27011228.0,35835572.0
121,100178788.0,28160440.0,26996708.0,35833888.0
122,100178628.0,28160544.0,26996980.0,35834368.0
123,100179448.0,28160960.0,26996024.0,35827860.0
124,100180820.0,28161452.0,26993556.0,35826232.0
125,100143652.0,28161604.0,26992176.0,35822460.0
126,100157156.0,28162028.0,26992008.0,35821384.0
127,100177696.0,28161744.0,26991348.0,35819860.0
128,100177880.0,28162000.0,26991492.0,35819388.0
129,100177620.0,28183344.0,26991656.0,35818744.0
130,100178660.0,28190220.0,26991632.0,35818888.0
131,100179528.0,28189012.0,27006388.0,35817396.0
132,100144368.0,28187988.0,27002688.0,35815796.0
133,100138668.0,28186920.0,27000780.0,35806172.0
134,100167452.0,28186144.0,26999348.0,35806520.0
135,100173652.0,28185716.0,26998184.0,35806244.0
136,100174344.0,28183948.0,26998788.0,35805108.0
137,100176620.0,28183492.0,26998320.0,35805076.0
138,100177556.0,28182872.0,26998880.0,35805832.0
139,100155120.0,28174420.0,26996532.0,35804204.0
140,100142584.0,28173580.0,26995668.0,35803264.0
141,100174640.0,28173116.0,27000872.0,35803316.0
142,100176508.0,28172320.0,26999232.0,35803016.0
143,100177392.0,28173180.0,26997908.0,35808640.0
144,100179540.0,28172156.0,26997204.0,35808600.0
145,100180824.0,28172244.0,26995612.0,35805400.0
146,100147332.0,28172256.0,26994080.0,35803912.0
147,100147176.0,28171812.0,26992332.0,35802772.0
148,100145584.0,28170980.0,26991728.0,35802404.0
149,100180348.0,28160628.0,26991308.0,35802324.0
150,100180272.0,28161044.0,26990784.0,35801400.0
151,100180376.0,28160656.0,26989148.0,35800756.0
152,100182132.0,28159748.0,26989212.0,35800124.0
153,100182808.0,28160304.0,26988592.0,35793264.0
154,100154520.0,28160500.0,26985296.0,35788764.0
155,100146392.0,28160364.0,26984120.0,35787260.0
156,100181076.0,28160408.0,26984456.0,35786336.0
157,100182628.0,28160416.0,26984152.0,35786176.0
158,100182576.0,28160020.0,26983928.0,35784776.0
159,100184668.0,28150132.0,26983928.0,35785096.0
160,100184444.0,28149820.0,26983672.0,35784952.0
161,100165784.0,28150036.0,26982264.0,35783132.0
162,100154000.0,28150664.0,26981048.0,35782524.0
163,100150660.0,28151432.0,26978968.0,35784260.0
164,100169716.0,28150540.0,26978188.0,35785084.0
165,100183616.0,28150492.0,26978292.0,35782776.0
166,100184956.0,28149444.0,26979176.0,35780900.0
167,100186172.0,28148952.0,26979152.0,35779728.0
168,100187468.0,28149712.0,26979652.0,35778944.0
169,100189100.0,28159504.0,26979428.0,35777404.0
170,100147940.0,28162868.0,26979084.0,35775696.0
171,100155068.0,28162368.0,26980060.0,35774700.0
172,100184732.0,28161272.0,26980312.0,35774264.0
173,100188004.0,28160712.0,26980864.0,35774776.0
174,100187760.0,28158880.0,26981596.0,35773608.0
175,100188180.0,28158756.0,26983020.0,35773660.0
176,100189188.0,28157700.0,26983500.0,35773144.0
177,100171192.0,28157292.0,26982596.0,35772056.0
178,100153320.0,28155768.0,26982676.0,35771220.0
179,100153248.0,28151716.0,26983032.0,35770312.0
180,100186408.0,28151896.0,26983252.0,35770008.0
181,100187412.0,28151716.0,26983740.0,35769552.0
182,100187684.0,28151436.0,26985760.0,35769884.0
183,100189884.0,28151332.0,26986996.0,35771200.0
184,100190120.0,28150488.0,26988720.0,35769372.0
185,100168716.0,28150416.0,26988456.0,35767792.0
186,100149884.0,28149916.0,26987888.0,35767168.0
187,100185100.0,28149952.0,26988244.0,35766788.0
188,100185072.0,28149444.0,26988504.0,35767764.0
189,100185916.0,28156448.0,26989220.0,35768872.0
190,100188648.0,28160388.0,26989128.0,35769124.0
191,100190212.0,28156936.0,27011968.0,35770256.0
192,100157212.0,28156052.0,27009464.0,35770264.0
193,100170552.0,28154824.0,27007836.0,35771592.0
194,100188860.0,28155248.0,27005612.0,35771356.0
195,100188272.0,28154268.0,27006904.0,35774464.0
196,100189020.0,28151568.0,27006340.0,35773528.0
197,100190212.0,28150776.0,27004920.0,35774620.0
198,100191860.0,28150388.0,27002448.0,35774700.0
199,100155668.0,28149548.0,27000296.0,35773440.0
200,100176116.0,28148668.0,26999384.0,35772760.0
201,100185768.0,28149084.0,27015728.0,35773340.0
202,100186688.0,28149140.0,27016552.0,35773428.0
203,100188072.0,28148120.0,27012780.0,35774108.0
204,100189348.0,28148136.0,27010808.0,35774200.0
205,100190256.0,28146884.0,27008620.0,35773408.0
206,100146352.0,28147028.0,27008860.0,35772936.0
207,100179992.0,28146320.0,27006304.0,35773440.0
208,100182788.0,28146888.0,27006700.0,35773040.0
209,100182148.0,28145560.0,27005032.0,35774452.0
210,100184440.0,28145504.0,27004656.0,35774912.0
211,100185640.0,28145112.0,26990832.0,35774356.0
212,100163372.0,28145092.0,26989088.0,35775112.0
213,100152456.0,28145784.0,26988128.0,35775936.0
214,100173800.0,28144420.0,26987996.0,35774776.0
215,100184104.0,28143512.0,26988868.0,35775136.0
216,100183856.0,28143264.0,26989616.0,35774768.0
217,100186548.0,28143048.0,26989272.0,35775744.0
218,100187404.0,28142512.0,26989024.0,35775384.0
219,100187896.0,28152668.0,26986352.0,35775680.0
220,100152064.0,28158740.0,26985268.0,35776192.0
221,100183748.0,28156944.0,26970180.0,35776620.0
222,100187416.0,28156280.0,26969952.0,35777896.0
223,100188612.0,28155220.0,26970128.0,35775620.0
224,100191484.0,28154036.0,26970532.0,35776920.0
225,100191708.0,28152936.0,26970788.0,35776028.0
226,100167228.0,28152640.0,26969952.0,35776004.0
227,100154064.0,28153120.0,26969988.0,35775972.0
228,100155032.0,28151916.0,26970972.0,35777196.0
229,100188220.0,28153888.0,26970712.0,35777480.0
230,100189656.0,28156040.0,26971136.0,35777224.0
231,100190592.0,28157068.0,26978860.0,35777208.0
232,100193040.0,28157504.0,26977560.0,35776828.0
233,100192980.0,28156932.0,26974916.0,35765064.0
234,100159776.0,28155440.0,26973384.0,35762860.0
235,100159244.0,28154396.0,26969780.0,35762376.0
236,100156596.0,28153228.0,26967608.0,35763636.0
237,100191096.0,28152604.0,26967252.0,35764652.0
238,100192228.0,28152000.0,26967272.0,35764944.0
239,100194088.0,28145484.0,26966508.0,35765404.0
240,100195620.0,28145100.0,26966284.0,35765756.0
241,100196464.0,28144340.0,26964544.0,35766648.0
242,100170132.0,28143700.0,26961000.0,35765660.0
243,100170176.0,28141724.0,26959288.0,35765556.0
244,100198232.0,28141164.0,26957972.0,35765836.0
245,100198624.0,28141188.0,26957516.0,35766864.0
246,100199484.0,28141536.0,26955548.0,35766840.0
247,100200960.0,28141320.0,26954152.0,35766616.0
248,100202108.0,28141156.0,26953808.0,35767352.0
249,100165816.0,28127652.0,26952740.0,35766956.0
250,100165408.0,28126676.0,26951120.0,35766100.0
251,100164992.0,28126896.0,26944632.0,35765036.0
252,100197720.0,28126620.0,26945604.0,35765260.0
253,100198140.0,28125696.0,26945596.0,35761828.0
254,100199532.0,28125668.0,26945844.0,35761320.0
255,100201264.0,28124884.0,26945012.0,35761420.0
256,100201244.0,28124756.0,26944596.0,35761832.0
257,100163724.0,28123824.0,26943372.0,35761496.0
258,100166056.0,28123040.0,26942968.0,35761480.0
259,100191712.0,28124004.0,26942316.0,35761696.0
260,100195572.0,28128468.0,26942468.0,35761780.0
261,100195224.0,28126948.0,26939828.0,35761008.0
262,100196884.0,28125676.0,26939196.0,35764060.0
263,100198228.0,28124592.0,26939028.0,35760240.0
264,100171292.0,28122656.0,26938680.0,35759712.0
265,100164756.0,28122440.0,26935864.0,35760668.0
266,100164748.0,28120828.0,26935968.0,35760184.0
267,100195488.0,28120032.0,26935524.0,35759432.0
268,100195264.0,28119652.0,26936272.0,35759116.0
269,100194564.0,28117120.0,26936564.0,35758992.0
270,100197516.0,28120156.0,26937096.0,35758984.0
271,100198684.0,28118748.0,26923972.0,35759168.0
272,100172204.0,28117040.0,26922480.0,35757756.0
273,100161328.0,28115816.0,26922380.0,35756344.0
274,100198704.0,28114784.0,26921732.0,35755800.0
275,100198244.0,28114588.0,26924160.0,35756088.0
276,100199452.0,28114352.0,26924016.0,35756412.0
277,100201672.0,28113552.0,26924620.0,35756612.0
278,100202684.0,28112220.0,26924428.0,35757272.0
279,100168116.0,28096288.0,26923960.0,35756148.0
280,100169588.0,28095780.0,26922272.0,35755748.0
281,100186836.0,28094520.0,26921944.0,35755404.0
282,100204132.0,28094456.0,26923904.0,35755908.0
283,100204896.0,28093388.0,26923252.0,35748728.0
284,100206508.0,28092668.0,26923120.0,35748632.0
285,100208596.0,28092380.0,26922964.0,35748396.0
286,100210184.0,28091932.0,26921616.0,35747644.0
287,100169308.0,28090100.0,26922608.0,35747924.0
288,100201488.0,28089400.0,26922448.0,35748112.0
289,100203920.0,28081364.0,26921900.0,35748652.0
290,100204120.0,28085892.0,26923120.0,35748244.0
291,100205376.0,28084224.0,26919340.0,35751628.0
292,100206468.0,28082160.0,26919272.0,35750464.0
293,100185064.0,28080440.0,26917164.0,35750760.0
294,100168044.0,28079168.0,26917228.0,35750092.0
295,100168224.0,28077320.0,26917292.0,35750396.0
296,100201232.0,28076888.0,26916848.0,35749620.0
297,100201808.0,28076380.0,26916416.0,35749652.0
298,100202504.0,28075936.0,26916064.0,35749404.0
299,100205404.0,28059168.0,26915444.0,35749212.0
300,100206092.0,28059168.0,26915908.0,35749268.0
301,100185204.0,28057956.0,26915052.0,35747520.0
302,100172816.0,28057472.0,26914828.0,35746784.0
303,100187644.0,28057388.0,26915680.0,35746152.0
304,100203860.0,28056800.0,26916084.0,35746016.0
305,100203136.0,28056652.0,26916324.0,35745876.0
306,100203508.0,28057360.0,26916404.0,35746968.0
307,100205640.0,28057536.0,26916384.0,35746768.0
308,100203428.0,28056980.0,26915972.0,35747948.0
309,100162380.0,28058884.0,26916428.0,35746708.0
310,100170700.0,28062908.0,26914780.0,35746096.0
311,100196332.0,28060788.0,26908916.0,35745800.0
312,100200500.0,28060248.0,26908332.0,35746920.0
313,100200728.0,28059580.0,26908984.0,35774952.0
314,100201796.0,28059268.0,26909208.0,35776292.0
315,100202720.0,28058552.0,26908524.0,35774992.0
316,100185820.0,28057572.0,26906692.0,35773648.0
317,100164024.0,28056884.0,26906304.0,35772020.0
318,100196848.0,28054312.0,26905588.0,35770744.0
319,100199340.0,28053228.0,26905332.0,35771060.0
320,100199396.0,28052952.0,26905856.0,35769796.0
321,100201168.0,28052728.0,26906544.0,35770600.0
322,100201936.0,28052720.0,26905908.0,35770824.0
323,100180840.0,28051504.0,26904968.0,35769744.0
324,100163716.0,28051600.0,26904588.0,35769196.0
325,100166116.0,28050540.0,26904984.0,35768340.0
326,100195376.0,28050352.0,26904328.0,35768492.0
327,100197232.0,28050456.0,26904432.0,35767084.0
328,100198104.0,28050548.0,26904932.0,35769220.0
329,100201032.0,28045528.0,26905004.0,35768552.0
330,100193772.0,28046132.0,26905056.0,35768268.0
331,100171788.0,28044528.0,26903220.0,35765416.0
332,100152576.0,28044020.0,26903416.0,35763972.0
333,100188496.0,28042680.0,26902760.0,35763800.0
334,100190228.0,28042228.0,26902912.0,35763452.0
335,100191972.0,28042720.0,26903860.0,35762820.0
336,100193544.0,28042532.0,26903920.0,35764064.0
337,100195848.0,28046268.0,26903264.0,35763316.0
338,100162068.0,28046164.0,26903556.0,35760280.0
339,100157532.0,28046400.0,26903884.0,35760344.0
340,100161284.0,28046140.0,26903640.0,35760044.0
341,100184672.0,28046356.0,26901208.0,35760040.0
342,100186564.0,28046564.0,26900788.0,35760256.0
343,100187752.0,28046552.0,26901388.0,35760468.0
344,100188608.0,28046424.0,26901648.0,35760504.0
345,100188912.0,28046160.0,26899444.0,35761148.0
346,100154448.0,28047760.0,26899184.0,35758816.0
347,100168044.0,28047528.0,26899300.0,35758436.0
348,100184284.0,28047244.0,26899252.0,35758752.0
349,100184224.0,28043428.0,26900268.0,35759524.0
350,100178348.0,28043820.0,26900472.0,35759176.0
351,100181492.0,28043512.0,26900380.0,35759532.0
352,100181640.0,28042972.0,26899432.0,35759612.0
353,100153140.0,28043564.0,26898324.0,35759104.0
354,100147836.0,28043228.0,26897904.0,35759068.0
355,100181232.0,28043328.0,26897984.0,35757708.0
356,100180908.0,28042292.0,26898380.0,35759092.0
357,100180536.0,28041808.0,26897992.0,35760432.0
358,100183120.0,28041664.0,26897824.0,35760096.0
359,100183876.0,28037388.0,26898100.0,35760620.0
360,100150912.0,28037924.0,26896448.0,35759460.0
361,100142328.0,28038456.0,26895348.0,35758840.0
362,100139220.0,28038256.0,26895256.0,35758696.0
363,100171332.0,28037720.0,26895948.0,35759240.0
364,100171664.0,28037776.0,26895464.0,35759772.0
365,100171652.0,28038180.0,26895692.0,35758528.0
366,100172400.0,28038768.0,26896220.0,35758916.0
367,100173672.0,28039260.0,26896332.0,35759432.0
368,100143900.0,28038520.0,26895672.0,35757904.0
369,100141172.0,28038584.0,26895712.0,35758792.0
370,100131628.0,28038348.0,26895480.0,35758328.0
371,100164948.0,28038544.0,26895600.0,35758548.0
372,100165808.0,28038268.0,26896540.0,35758636.0
373,100165820.0,28038492.0,26897176.0,35757900.0
374,100166568.0,28039268.0,26897200.0,35756864.0
375,100168288.0,28040096.0,26898040.0,35757212.0
376,100145840.0,28039992.0,26898700.0,35755344.0
377,100134864.0,28036276.0,26897896.0,35755580.0
378,100132596.0,28036700.0,26896936.0,35754892.0
379,100159068.0,28034108.0,26897944.0,35754720.0
380,100156836.0,28034740.0,26897728.0,35754244.0
381,100153836.0,28035296.0,26897920.0,35753892.0
382,100154164.0,28035252.0,26898168.0,35753428.0
383,100155760.0,28036012.0,26898240.0,35754116.0
384,100154284.0,28035132.0,26899076.0,35753688.0
385,100123412.0,28036252.0,26898780.0,35752896.0
386,100121936.0,28036936.0,26898180.0,35752268.0
387,100117416.0,28056444.0,26898516.0,35751616.0
388,100153312.0,28060300.0,26899232.0,35752952.0
389,100155684.0,28059436.0,26899964.0,35753624.0
390,100158220.0,28058212.0,26899840.0,35754032.0
391,100152372.0,28056856.0,26900408.0,35754772.0
392,100155392.0,28059572.0,26899224.0,35755436.0
393,100122256.0,28059100.0,26899248.0,35753840.0
394,100141556.0,28058052.0,26899308.0,35753212.0
395,100152052.0,28056780.0,26899048.0,35753664.0
396,100153380.0,28057380.0,26899252.0,35754536.0
397,100156224.0,28057236.0,26899816.0,35755948.0
398,100158420.0,28056720.0,26900360.0,35753684.0
399,100159740.0,28054940.0,26899572.0,35752676.0
