%irq,client01,client02,client03,client04
91,0.0,0.0,0.2,0.08
92,0.0,0.0,0.23,0.2
93,0.0,0.0,0.2,0.23
94,0.0,0.0,0.13,0.13
95,0.0,0.0,0.1,0.25
96,0.0,0.0,0.08,0.1
97,0.0,0.0,0.1,0.03
98,0.0,0.0,0.33,0.13
99,0.0,0.0,0.13,0.33
100,0.0,0.0,0.23,0.13
101,0.0,0.0,0.33,0.25
102,0.0,0.0,0.07,0.28
103,0.0,0.0,0.03,0.05
104,0.0,0.0,0.1,0.03
105,0.0,0.0,0.4,0.08
106,0.0,0.03,0.13,0.35
107,0.0,0.0,0.05,0.13
108,0.0,0.0,0.15,0.08
109,0.0,0.0,0.1,0.3
110,0.0,0.0,0.08,0.08
111,0.0,0.0,0.05,0.08
112,0.0,0.0,0.23,0.05
113,0.0,0.0,0.3,0.23
114,0.0,0.0,0.1,0.33
115,0.0,0.0,0.15,0.1
116,0.0,0.0,0.08,0.18
117,0.0,0.0,0.1,0.05
118,0.0,0.0,0.13,0.05
119,0.0,0.0,0.1,0.15
120,0.0,0.0,0.1,0.13
121,0.0,0.0,0.23,0.13
122,0.0,0.0,0.13,0.3
123,0.0,0.0,0.23,0.15
124,0.0,0.0,0.13,0.23
125,0.0,0.0,0.15,0.13
126,0.0,0.0,0.25,0.18
127,0.0,0.0,0.2,0.23
128,0.0,0.0,0.1,0.25
129,0.0,0.03,0.03,0.15
130,0.0,0.0,0.13,0.08
131,0.0,0.0,0.15,0.3
132,0.0,0.0,0.15,0.1
133,0.0,0.0,0.1,0.1
134,0.0,0.0,0.2,0.08
135,0.0,0.0,0.1,0.2
136,0.0,0.0,0.1,0.15
137,0.0,0.0,0.18,0.1
138,0.0,0.0,0.05,0.15
139,0.0,0.0,0.23,0.08
140,0.0,0.0,0.13,0.35
141,0.0,0.0,0.2,0.13
142,0.0,0.0,0.13,0.2
143,0.0,0.0,0.08,0.13
144,0.0,0.0,0.13,0.08
145,0.0,0.0,0.05,0.13
146,0.0,0.0,0.15,0.1
147,0.0,0.0,0.08,0.35
148,0.0,0.0,0.13,0.15
149,0.0,0.0,0.18,0.18
150,0.03,0.0,0.18,0.2
151,0.0,0.0,0.1,0.18
152,0.0,0.0,0.2,0.05
153,0.0,0.0,0.23,0.1
154,0.0,0.0,0.08,0.1
155,0.0,0.0,0.08,0.03
156,0.0,0.0,0.25,0.13
157,0.0,0.0,0.23,0.23
158,0.0,0.0,0.18,0.25
159,0.0,0.0,0.25,0.23
160,0.0,0.0,0.2,0.28
161,0.0,0.0,0.28,0.18
162,0.0,0.0,0.05,0.13
163,0.0,0.0,0.1,0.08
164,0.0,0.0,0.15,0.1
165,0.0,0.0,0.13,0.05
166,0.0,0.03,0.13,0.15
167,0.0,0.0,0.1,0.13
168,0.0,0.0,0.15,0.1
169,0.0,0.0,0.13,0.13
170,0.0,0.0,0.05,0.13
171,0.0,0.0,0.15,0.13
172,0.0,0.0,0.23,0.15
173,0.0,0.0,0.13,0.23
174,0.0,0.03,0.15,0.1
175,0.0,0.0,0.15,0.15
176,0.0,0.0,0.1,0.13
177,0.0,0.0,0.1,0.13
178,0.0,0.0,0.1,0.23
179,0.0,0.0,0.15,0.18
180,0.0,0.0,0.1,0.25
181,0.0,0.0,0.08,0.13
182,0.0,0.0,0.2,0.05
183,0.0,0.0,0.08,0.23
184,0.0,0.0,0.23,0.1
185,0.0,0.0,0.25,0.13
186,0.0,0.0,0.08,0.35
187,0.0,0.0,0.1,0.1
188,0.0,0.0,0.18,0.1
189,0.0,0.0,0.2,0.18
190,0.0,0.0,0.28,0.2
191,0.0,0.0,0.05,0.28
192,0.0,0.0,0.15,0.08
193,0.0,0.0,0.33,0.15
194,0.0,0.03,0.3,0.35
195,0.0,0.0,0.08,0.23
196,0.0,0.0,0.08,0.1
197,0.0,0.03,0.1,0.05
198,0.0,0.0,0.2,0.05
199,0.0,0.0,0.15,0.15
200,0.0,0.0,0.15,0.2
201,0.0,0.0,0.05,0.18
202,0.0,0.0,0.05,0.1
203,0.03,0.0,0.05,0.08
204,0.0,0.0,0.13,0.08
205,0.0,0.0,0.13,0.25
206,0.0,0.0,0.13,0.13
207,0.0,0.0,0.13,0.23
208,0.0,0.0,0.13,0.13
209,0.0,0.03,0.03,0.15
210,0.0,0.0,0.23,0.05
211,0.0,0.0,0.18,0.25
212,0.0,0.0,0.08,0.18
213,0.0,0.0,0.05,0.05
214,0.0,0.0,0.13,0.03
215,0.0,0.0,0.35,0.13
216,0.0,0.0,0.18,0.38
217,0.0,0.0,0.1,0.18
218,0.0,0.0,0.05,0.13
219,0.0,0.0,0.15,0.05
220,0.0,0.0,0.25,0.18
221,0.0,0.0,0.28,0.28
222,0.0,0.0,0.3,0.28
223,0.0,0.0,0.03,0.3
224,0.0,0.0,0.2,0.05
225,0.0,0.0,0.08,0.18
226,0.0,0.0,0.1,0.08
227,0.0,0.0,0.1,0.23
228,0.0,0.0,0.08,0.2
229,0.0,0.0,0.15,0.08
230,0.0,0.0,0.13,0.13
231,0.0,0.0,0.05,0.08
232,0.0,0.0,0.1,0.05
233,0.0,0.0,0.15,0.15
234,0.0,0.0,0.13,0.15
235,0.0,0.0,0.08,0.35
236,0.0,0.0,0.13,0.13
237,0.0,0.0,0.23,0.08
238,0.0,0.0,0.13,0.33
239,0.0,0.0,0.13,0.15
240,0.0,0.0,0.08,0.18
241,0.0,0.03,0.28,0.1
242,0.0,0.0,0.05,0.18
243,0.0,0.0,0.2,0.05
244,0.0,0.0,0.13,0.18
245,0.0,0.0,0.35,0.13
246,0.0,0.0,0.23,0.43
247,0.0,0.0,0.03,0.23
248,0.0,0.0,0.18,0.05
249,0.0,0.0,0.13,0.08
250,0.0,0.0,0.13,0.1
251,0.0,0.0,0.2,0.15
252,0.0,0.0,0.03,0.23
253,0.0,0.0,0.23,0.05
254,0.0,0.0,0.15,0.18
255,0.0,0.0,0.08,0.18
256,0.0,0.0,0.15,0.08
257,0.0,0.0,0.15,0.13
258,0.0,0.0,0.15,0.15
259,0.0,0.0,0.08,0.13
260,0.0,0.0,0.08,0.08
261,0.0,0.0,0.25,0.1
262,0.0,0.03,0.1,0.25
263,0.0,0.0,0.25,0.1
264,0.0,0.0,0.08,0.1
265,0.0,0.0,0.1,0.05
266,0.0,0.0,0.13,0.1
267,0.0,0.0,0.2,0.13
268,0.0,0.0,0.1,0.18
269,0.0,0.0,0.1,0.15
270,0.0,0.0,0.18,0.13
271,0.0,0.0,0.25,0.18
272,0.0,0.0,0.18,0.2
273,0.0,0.0,0.08,0.13
274,0.0,0.0,0.05,0.1
275,0.0,0.0,0.2,0.13
276,0.0,0.0,0.23,0.18
277,0.0,0.0,0.15,0.08
278,0.0,0.0,0.13,0.2
279,0.0,0.0,0.08,0.1
280,0.0,0.0,0.13,0.03
281,0.0,0.0,0.23,0.2
282,0.0,0.0,0.13,0.28
283,0.0,0.0,0.23,0.13
284,0.0,0.0,0.15,0.25
285,0.0,0.0,0.08,0.13
286,0.0,0.0,0.18,0.1
287,0.0,0.0,0.13,0.28
288,0.0,0.0,0.1,0.13
289,0.0,0.0,0.13,0.08
290,0.0,0.0,0.23,0.08
291,0.0,0.0,0.08,0.28
292,0.0,0.0,0.1,0.08
293,0.0,0.0,0.15,0.13
294,0.0,0.0,0.05,0.2
295,0.0,0.0,0.28,0.08
296,0.0,0.0,0.18,0.3
297,0.0,0.0,0.15,0.18
298,0.0,0.0,0.25,0.18
299,0.03,0.03,0.15,0.28
300,0.0,0.0,0.08,0.13
301,0.0,0.0,0.13,0.1
302,0.0,0.0,0.08,0.05
303,0.0,0.0,0.3,0.05
304,0.0,0.0,0.23,0.33
305,0.0,0.0,0.13,0.23
306,0.0,0.0,0.3,0.1
307,0.0,0.0,0.13,0.3
308,0.0,0.0,0.1,0.18
309,0.0,0.0,0.05,0.1
310,0.0,0.0,0.15,0.03
311,0.0,0.03,0.33,0.23
312,0.0,0.0,0.15,0.38
313,0.0,0.0,0.38,0.15
314,0.0,0.0,0.15,0.35
315,0.0,0.0,0.23,0.15
316,0.0,0.0,0.15,0.15
317,0.0,0.0,0.03,0.13
318,0.0,0.0,0.2,0.03
319,0.0,0.0,0.18,0.23
320,0.0,0.0,0.18,0.18
321,0.0,0.03,0.18,0.18
322,0.0,0.0,0.15,0.1
323,0.0,0.0,0.08,0.1
324,0.0,0.0,0.05,0.08
325,0.0,0.0,0.18,0.05
326,0.0,0.0,0.18,0.18
327,0.0,0.0,0.15,0.2
328,0.0,0.0,0.2,0.15
329,0.0,0.0,0.15,0.2
330,0.0,0.0,0.28,0.15
331,0.0,0.0,0.23,0.2
332,0.0,0.0,0.08,0.33
333,0.0,0.0,0.13,0.08
334,0.0,0.0,0.4,0.15
335,0.0,0.0,0.18,0.38
336,0.0,0.0,0.13,0.15
337,0.0,0.0,0.3,0.15
338,0.0,0.0,0.05,0.2
339,0.0,0.0,0.08,0.08
340,0.0,0.0,0.13,0.08
341,0.0,0.0,0.15,0.2
342,0.0,0.0,0.13,0.1
343,0.03,0.0,0.38,0.15
344,0.0,0.0,0.23,0.43
345,0.0,0.0,0.13,0.23
346,0.0,0.0,0.1,0.08
347,0.0,0.0,0.05,0.08
348,0.0,0.0,0.08,0.05
349,0.0,0.0,0.18,0.05
350,0.0,0.0,0.33,0.2
351,0.0,0.0,0.2,0.35
352,0.0,0.0,0.05,0.2
353,0.0,0.0,0.25,0.05
354,0.0,0.03,0.25,0.08
355,0.0,0.0,0.1,0.15
356,0.0,0.0,0.05,0.18
357,0.0,0.0,0.1,0.13
358,0.0,0.0,0.05,0.08
359,0.0,0.0,0.3,0.05
360,0.0,0.0,0.15,0.18
361,0.0,0.0,0.03,0.33
362,0.0,0.0,0.08,0.05
363,0.0,0.0,0.08,0.08
364,0.0,0.0,0.15,0.08
365,0.0,0.0,0.08,0.13
366,0.0,0.0,0.33,0.03
367,0.0,0.0,0.1,0.25
368,0.0,0.0,0.08,0.15
369,0.0,0.0,0.1,0.03
370,0.0,0.0,0.23,0.23
371,0.0,0.0,0.38,0.25
372,0.0,0.03,0.3,0.38
373,0.0,0.0,0.08,0.28
374,0.0,0.0,0.13,0.08
375,0.0,0.0,0.25,0.1
376,0.0,0.0,0.2,0.13
377,0.0,0.0,0.05,0.13
378,0.0,0.0,0.1,0.08
379,0.0,0.0,0.18,0.08
380,0.0,0.0,0.23,0.15
381,0.0,0.0,0.05,0.23
382,0.0,0.0,0.13,0.05
383,0.0,0.0,0.03,0.13
384,0.0,0.0,0.23,0.05
385,0.0,0.0,0.13,0.13
386,0.0,0.0,0.08,0.23
387,0.0,0.0,0.23,0.08
388,0.0,0.0,0.08,0.18
389,0.0,0.0,0.13,0.1
390,0.0,0.0,0.1,0.2
391,0.0,0.0,0.13,0.23
392,0.0,0.0,0.15,0.15
393,0.0,0.0,0.18,0.08
394,0.0,0.0,0.23,0.15
395,0.0,0.0,0.05,0.2
396,0.0,0.0,0.23,0.05
397,0.0,0.0,0.23,0.2
398,0.0,0.0,0.08,0.13
399,0.0,0.0,0.08,0.05
