op,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
101,272208,221891,243143,242047,213949,251459,179695,295358,234150,306362,192523,238658,260331,289541,306522,240278,238527,288314,263227,287220,233783,259661,273621,309352,301049,265782,208941,321190,255448,276163,241148,217927,264842,304828,249635,263287,242187,281963,374913,215836
102,272242,221947,243170,242198,213949,251528,179759,295426,234150,306421,192550,238659,260331,289596,306584,240278,238557,288372,263338,287288,233785,259700,273674,309417,301254,265840,208966,321250,255610,276223,241187,217967,264900,304887,249764,263344,242233,281963,374980,215933
103,272300,222018,243241,242308,213964,251529,179759,295489,234150,306488,192584,238661,260331,289651,306643,240278,238673,288418,263342,287335,233908,259749,273715,309521,301299,265894,208993,321313,255653,276307,241217,218000,264998,304930,249765,263429,242258,281963,375018,215933
104,272336,222021,243291,242313,214069,251531,179760,295588,234150,306594,192633,238745,260524,289734,306755,240353,238681,288535,263342,287451,234017,259821,273811,309524,301406,265987,209067,321416,255737,276311,241305,218063,265001,304959,249766,263432,242357,281963,375182,215935
105,272338,222021,243292,242314,214076,251604,179808,295591,234150,306598,192636,238796,260527,289738,306756,240396,238682,288538,263392,287453,234018,259823,273812,309525,301413,265987,209070,321418,255739,276313,241305,218065,265002,304959,249830,263434,242360,281963,375185,215974
106,272339,222081,243293,242401,214120,251651,179849,295593,234237,306599,192637,238801,260531,289739,306759,240404,238749,288539,263461,287456,234019,259823,273812,309590,301417,265987,209070,321419,255739,276384,241305,218066,265064,304959,249882,263497,242360,281963,375186,216037
107,272413,222115,243378,242442,214137,251655,179851,295688,234452,306676,192697,238831,260599,289797,306814,240434,238812,288584,263471,287508,234096,259888,273894,309681,301517,265987,209113,321503,255792,276454,241366,218121,265119,304959,249890,263561,242409,281996,375243,216043
108,272413,222119,243427,242450,214144,251684,179875,295757,234462,306687,192723,238856,260653,289797,306885,240449,238821,288618,263511,287593,234133,259953,273939,309695,301585,265987,209163,321560,255868,276460,241415,218164,265130,304968,249920,263568,242473,282317,375349,216082
109,272417,222164,243436,242497,214146,251727,179903,295774,234495,306687,192728,238859,260660,289809,306893,240450,238843,288661,263540,287606,234140,259961,273949,309724,301598,265987,209171,321574,255875,276476,241424,218178,265160,304968,249920,263592,242487,282337,375363,216123
110,272417,222181,243491,242524,214191,251738,179912,295819,234521,306687,192753,238868,260699,289809,306934,240462,238878,288723,263541,287641,234174,259993,273985,309770,301634,266143,209199,321601,255903,276532,241456,218200,265201,304976,249920,263623,242509,282398,375398,216123
111,272417,222204,243510,242534,214213,251741,179916,295855,234524,306688,192766,238931,260764,289809,306971,240520,238878,288758,263554,287684,234203,260033,274015,309771,301680,266171,209230,321621,255938,276533,241484,218229,265201,305219,249920,263623,242549,282435,375400,216137
112,272417,222204,243525,242537,214238,251792,179961,295862,234537,306688,192767,238971,260769,289810,306971,240560,238893,288758,263615,287686,234205,260036,274019,309799,301681,266171,209230,321625,255939,276550,241487,218230,265217,305221,250038,263635,242549,282435,375400,216185
113,272417,222286,243525,242607,214246,251792,179997,295877,234597,306688,192774,239002,260781,289823,306983,240591,238940,288770,263627,287700,234218,260050,274034,309874,301693,266189,209245,321656,255965,276606,241509,218247,265281,305241,250090,263697,242560,282447,375400,216195
114,272488,222286,243605,242644,214265,251796,180018,295944,234631,306696,192813,239010,260834,289865,307044,240594,239001,288823,263627,287752,234271,260120,274058,309920,301751,266247,209283,321724,256005,276657,241568,218300,265326,305313,250117,263739,242617,282500,375539,216195
115,272639,222286,243626,242665,214325,251796,180022,295997,234660,306852,192813,239023,260888,290106,307044,240602,239025,288874,263627,287812,234325,260168,274102,309950,301826,266301,209289,321798,256057,276679,241593,218350,265352,305376,250119,263739,242657,282566,375577,216195
116,272678,222286,243656,242673,214344,251796,180029,296022,234668,307010,192879,239073,260915,290142,307044,240645,239031,288901,263627,287840,234353,260187,274181,309957,301865,266336,209304,321845,256091,276681,241635,218377,265357,305410,250131,263742,242686,282598,375595,216253
117,272683,222286,243660,242685,214374,251805,180036,296031,234681,307017,192879,239108,260924,290148,307044,240645,239043,288908,263765,287854,234359,260192,274193,309967,301872,266342,209304,321852,256099,276695,241641,218383,265364,305416,250181,263744,242692,282607,375669,216304
118,272702,222395,243670,242736,214414,251916,180076,296047,234742,307045,192888,239131,260942,290190,307044,240649,239082,288929,263798,287871,234368,260201,274193,310018,301883,266349,209304,321874,256115,276754,241650,218388,265435,305424,250213,263744,242703,282617,375680,216340
119,272767,222414,243729,242756,214430,251951,180097,296121,234764,307111,192917,239174,260993,290247,307052,240649,239105,288978,263823,287896,234411,260249,274252,310071,301948,266399,209425,321906,256161,276800,241705,218421,265479,305486,250225,263770,242742,282682,375762,216357
120,272791,222435,243739,242779,214492,252019,180121,296142,234795,307150,192943,239180,261033,290302,307053,240649,239133,289020,263874,287896,234439,260281,274273,310096,301984,266444,209456,321906,256195,276821,241742,218429,265498,305537,250273,263778,242778,282717,375805,216407
121,272816,222481,243739,242819,214508,252035,180136,296172,234840,307185,192965,239183,261060,290334,307053,240709,239170,289042,263905,287896,234466,260297,274317,310138,302004,266458,209473,321988,256207,276859,241759,218439,265541,305558,250310,263951,242800,282733,375834,216433
122,272879,222510,243739,242847,214535,252084,180191,296235,234879,307258,192997,239268,261102,290375,307193,240777,239196,289083,263949,287931,234510,260358,274391,310138,302063,266513,209512,322016,256283,276897,241802,218439,265584,305616,250369,263985,242814,282794,375889,216478
123,272901,222570,243739,242924,214596,252128,180215,296255,234913,307282,193024,239295,261121,290422,307370,240817,239258,289120,263969,288031,234533,260381,274428,310138,302094,266555,209536,322017,256314,276961,241827,218510,265607,305644,250400,264043,242814,282828,375952,216510
124,272969,222589,243892,242942,214631,252158,180232,296270,234951,307341,193067,239365,261179,290490,307472,240885,239275,289196,264007,288144,234586,260448,274475,310148,302147,266627,209572,322111,256356,276994,241882,218583,265607,305722,250428,264059,242814,282896,376040,216530
125,272981,222616,243909,242970,214649,252209,180274,296270,234971,307376,193077,239394,261192,290513,307494,240925,239303,289219,264073,288174,234586,260479,274506,310269,302173,266642,209585,322192,256386,277026,241912,218608,265607,305759,250476,264098,242814,282935,376082,216561
126,273033,222683,243921,243000,214694,252258,180301,296270,235032,307399,193099,239408,261226,290553,307539,240957,239319,289247,264117,288217,234586,260502,274536,310362,302197,266671,209614,322230,256414,277097,241935,218625,265764,305804,250514,264147,242814,282977,376136,216584
127,273083,222719,244017,243013,214732,252277,180311,296289,235076,307473,193144,239441,261237,290618,307618,241013,239335,289321,264133,288292,234586,260569,274618,310440,302212,266745,209670,322314,256478,277135,241987,218677,265791,305867,250524,264167,242867,283045,376202,216599
128,273112,222728,244058,243013,214762,252317,180343,296294,235089,307521,193165,239473,261250,290669,307652,241055,239335,289356,264172,288333,234586,260604,274662,310457,302291,266779,209712,322363,256478,277149,242008,218710,265791,305910,250563,264195,243051,283070,376261,216625
129,273124,222759,244074,243019,214780,252351,180378,296398,235097,307542,193180,239523,261250,290691,307666,241106,239384,289370,264223,288356,234605,260619,274675,310524,302291,266801,209733,322386,256478,277177,242019,218745,265801,305929,250604,264237,243063,283087,376298,216669
130,273174,222794,244117,243134,214781,252410,180410,296401,235097,307606,193207,239535,261250,290740,307722,241123,239473,289410,264288,288393,234749,260665,274714,310568,302369,266834,209764,322421,256562,277232,242052,218774,265801,305975,250665,264286,243121,283096,376345,216717
131,273212,222849,244149,243195,214798,252429,180415,296445,235097,307646,193226,239577,261292,290781,307770,241162,239535,289455,264305,288446,234777,260700,274739,310620,302417,266868,209794,322484,256614,277291,242083,218819,265982,305975,250684,264354,243166,283099,376425,216730
132,273262,222864,244216,243203,214798,252479,180444,296674,235113,307725,193276,239607,261455,290838,307839,241192,239544,289513,264344,288509,234816,260748,274795,310644,302476,266939,209845,322565,256672,277313,242131,218872,265997,305975,250724,264375,243234,283099,376522,216768
133,273280,222909,244232,243242,214798,252519,180461,296692,235258,307747,193293,239626,261474,290857,307853,241213,239587,289527,264378,288523,234829,260753,274812,310703,302493,266957,209867,322584,256690,277324,242154,218890,266040,305975,250743,264427,243246,283099,376548,216788
134,273324,222930,244270,243277,214843,252524,180466,296768,235284,307799,193327,239646,261536,290920,307896,241233,239619,289579,264393,288570,234913,260753,274874,310736,302544,266985,209903,322641,256727,277324,242202,218921,266067,306011,250770,264449,243281,283099,376616,216807
135,273346,222942,244305,243300,214951,252556,180494,296812,235306,307826,193339,239699,261563,290921,307922,241276,239638,289605,264427,288598,234955,260753,274895,310775,302590,267038,209934,322684,256760,277339,242229,218943,266085,306011,250785,264460,243297,283114,376647,216830
136,273346,222962,244322,243330,214986,252581,180511,296831,235340,307840,193358,239729,261583,290944,307949,241304,239663,289614,264462,288609,234989,260753,274930,310783,302626,267064,209957,322731,256793,277339,242247,218957,266104,306011,250824,264481,243316,283227,376674,216841
137,273346,223002,244352,243366,215020,252601,180551,296873,235388,307881,193373,239760,261598,291005,307978,241328,239703,289629,264502,288631,234992,260764,274941,310855,302635,267068,209962,322747,256812,277339,242267,218974,266149,306011,250859,264519,243341,283368,376709,216887
138,273346,223028,244393,243416,215022,252602,180579,296914,235430,307903,193414,239810,261641,291056,308019,241362,239730,289694,264527,288671,235039,260932,275007,310887,302710,267122,210005,322798,256850,277339,242310,219008,266188,306056,250893,264561,243365,283398,376769,216910
139,273346,223053,244429,243452,215036,252609,180598,296959,235478,307903,193432,239816,261678,291077,308050,241366,239767,289751,264527,288707,235059,260953,275023,310923,302748,267145,210035,322840,256881,277496,242315,219049,266225,306351,250893,264607,243415,283465,376801,216938
140,273351,223072,244473,243484,215038,252609,180598,297000,235518,307943,193468,239835,261712,291077,308097,241385,239814,289782,264527,288754,235094,260981,275054,310948,302778,267177,210062,322879,256912,277538,242315,219075,266255,306408,250899,264660,243459,283504,376801,216947
141,273530,223076,244498,243488,215111,252609,180614,297036,235524,308051,193475,239842,261756,291087,308129,241394,239818,289840,264527,288813,235118,261007,275090,310963,302814,267214,210086,322952,256944,277547,242327,219100,266260,306469,250920,264669,243503,283554,376801,216948
142,273535,223076,244506,243508,215135,252609,180620,297040,235542,308057,193476,239906,261762,291087,308129,241485,239841,289848,264527,288818,235124,261017,275105,310984,302822,267219,210090,322959,256955,277575,242327,219105,266277,306478,250920,264683,243510,283561,376811,216948
143,273550,223089,244530,243511,215174,252609,180668,297068,235548,308085,193476,239941,261785,291178,308129,241509,239844,289870,264550,288833,235142,261033,275125,311034,302843,267244,210113,322982,256987,277599,242439,219125,266288,306500,251038,264690,243531,283581,376811,216989
144,273563,223146,244537,243576,215196,252797,180669,297074,235615,308091,193476,239959,261790,291189,308129,241528,239921,289876,264550,288841,235188,261075,275174,311127,302875,267270,210147,323040,257033,277708,242451,219133,266378,306508,251077,264768,243535,283589,376811,217030
145,273654,223146,244606,243607,215225,252828,180669,297172,235656,308182,193585,239959,261865,291272,308129,241553,239955,289969,264705,288930,235257,261119,275222,311151,302974,267341,210202,323104,257079,277739,242538,219189,266401,306601,251105,264773,243611,283677,377109,217076
146,273675,223160,244632,243633,215247,252867,180669,297213,235677,308233,193615,239959,261910,291309,308129,241579,239969,289991,264735,288968,235276,261144,275254,311186,302998,267368,210221,323104,257102,277791,242565,219192,266436,306648,251126,264773,243638,283708,377168,217105
147,273723,223253,244678,243646,215283,252912,180755,297242,235703,308268,193640,239971,261937,291346,308139,241610,239990,290013,264769,288973,235320,261178,275307,311186,303052,267411,210263,323113,257150,277826,242609,219192,266471,306686,251161,264773,243657,283733,377197,217120
148,273737,223289,244686,243684,215312,252959,180772,297281,235741,308296,193666,239978,261956,291377,308334,241643,240024,290043,264790,288973,235344,261227,275347,311199,303081,267439,210284,323115,257186,277843,242650,219192,266506,306732,251188,264929,243690,283779,377255,217136
149,273782,223318,244686,243721,215318,253010,180818,297313,235762,308333,193687,240078,261987,291419,308386,241668,240052,290098,264833,288973,235354,261234,275363,311199,303108,267465,210302,323115,257202,277888,242676,219206,266525,306753,251232,264949,243731,283818,377318,217191
150,273815,223367,244740,243780,215338,253028,180842,297341,235825,308376,193706,240088,262021,291446,308426,241672,240096,290130,264863,288984,235385,261291,275416,311220,303161,267510,210346,323115,257253,277938,242714,219206,266568,306789,251259,264992,243731,283845,377368,217220
151,273860,223394,244755,243808,215393,253033,180848,297371,235844,308428,193741,240134,262057,291503,308474,241698,240123,290185,264868,289168,235412,261335,275457,311220,303207,267556,210373,323115,257281,277953,242744,219358,266594,306836,251261,265016,243748,283895,377446,217228
152,273888,223395,244755,243811,215427,253059,180874,297371,235848,308459,193763,240202,262079,291533,308508,241783,240123,290215,264897,289200,235423,261348,275473,311244,303220,267566,210382,323115,257296,277968,242777,219374,266594,306864,251290,265020,243764,283913,377481,217249
153,273896,223416,244762,243841,215469,253154,180919,297371,235880,308460,193766,240243,262084,291539,308514,241829,240145,290218,264988,289203,235439,261363,275488,311497,303236,267592,210399,323115,257313,278051,242781,219379,266594,306870,251357,265057,243764,283917,377486,217296
154,273928,223475,244801,243877,215501,253191,180947,297371,235938,308498,193787,240299,262125,291576,308561,241899,240217,290250,265038,289231,235461,261431,275548,311551,303301,267661,210435,323189,257322,278095,242812,219395,266594,306903,251397,265125,243800,283945,377531,217332
155,273971,223499,244930,243882,215571,253233,180993,297371,235970,308590,193840,240347,262178,291653,308672,241937,240227,290329,265099,289297,235535,261468,275589,311639,303302,267710,210474,323541,257322,278161,242861,219449,266594,306989,251463,265181,243913,284009,377642,217370
156,274016,223567,244954,243882,215596,253277,181019,297591,235997,308638,193873,240420,262189,291702,308730,242006,240239,290373,265145,289350,235600,261536,275683,311690,303302,267781,210534,323643,257334,278229,242893,219496,266818,307031,251520,265241,243951,284057,377713,217414
157,274091,223611,245034,243882,215597,253347,181062,297692,235997,308716,193917,240439,262244,291780,308798,242035,240364,290436,265233,289397,235631,261594,275726,311756,303447,267812,210575,323687,257444,278309,242945,219544,266883,307100,251569,265297,244008,284057,377789,217482
158,274139,223687,245084,244122,215599,253369,181082,297766,235997,308776,193956,240453,262255,291833,308861,242044,240434,290494,265262,289449,235689,261656,275792,311792,303539,267868,210627,323790,257573,278334,243002,219594,266959,307166,251600,265388,244053,284057,377846,217503
159,274218,223713,245153,244142,215599,253386,181100,297867,235997,308862,194006,240482,262378,291924,308955,242069,240463,290573,265276,289543,235712,261689,275823,311821,303569,267868,210650,323830,257596,278350,243068,219636,266989,307193,251619,265403,244114,284057,377952,217528
160,274246,223728,245175,244161,215601,253413,181112,297890,235997,308893,194021,240520,262423,291966,308983,242100,240482,290603,265294,289571,235738,261689,275854,311859,303598,267868,210672,323867,257630,278350,243095,219650,266999,307193,251648,265411,244138,284069,377978,217562
161,274276,223750,245187,244199,215601,253455,181136,297916,236158,308919,194029,240535,262442,291976,309002,242114,240510,290628,265329,289587,235765,261695,275889,311909,303660,267868,210701,323920,257665,278350,243107,219667,267026,307202,251672,265449,244153,284112,377994,217586
162,274299,223778,245212,244250,215601,253475,181150,297950,236188,308949,194051,240561,262477,292007,309023,242139,240557,290665,265348,289619,235811,261695,275925,311918,303703,267868,210729,323983,257704,278368,243136,219692,267067,307210,251696,265488,244186,284112,378041,217593
163,274351,223798,245252,244263,215718,253500,181173,298007,236218,308988,194092,240576,262524,292028,309064,242159,240573,290687,265383,289678,235815,261695,275935,311946,303712,267868,210734,323994,257713,278368,243185,219721,267089,307355,251723,265526,244218,284321,378087,217639
164,274375,223826,245264,244289,215764,253519,181191,298041,236256,309018,194109,240597,262537,292033,309081,242191,240603,290687,265401,289693,235835,261820,275955,311971,303738,267868,210756,324016,257733,278368,243196,219737,267118,307355,251741,265547,244242,284361,378099,217664
165,274375,223844,245293,244318,215797,253539,181205,298070,236285,309022,194131,240637,262563,292037,309119,242223,240629,290727,265425,289730,235857,261861,275980,312014,303768,268000,210784,324037,257759,278368,243217,219761,267141,307391,251743,265576,244264,284408,378099,217686
166,274437,223875,245315,244350,215830,253572,181232,298092,236308,309022,194148,240682,262592,292037,309150,242262,240662,290805,265447,289754,235885,261897,276024,312027,303818,268108,210820,324079,257793,278368,243234,219781,267171,307454,251752,265601,244284,284444,378099,217703
167,274469,223906,245334,244380,215857,253597,181268,298129,236331,309026,194161,240706,262618,292037,309191,242287,240690,290839,265455,289789,235899,261907,276032,312107,303828,268120,210832,324098,257808,278368,243236,219806,267212,307495,251752,265629,244314,284480,378110,217730
168,274515,223918,245360,244422,215891,253597,181281,298159,236354,309026,194196,240726,262657,292094,309231,242313,240746,290872,265455,289820,235947,261943,276044,312136,303893,268202,210844,324145,257844,278584,243237,219839,267266,307543,251845,265675,244342,284511,378222,217745
169,274545,223918,245394,244446,215893,253597,181296,298197,236376,309077,194212,240747,262696,292245,309296,242349,240765,290907,265478,289866,235971,261973,276044,312161,303919,268235,210844,324180,257881,278622,243237,219878,267286,307587,251907,265692,244401,284564,378282,217770
170,274583,223918,245432,244464,215937,253597,181323,298231,236390,309200,194212,240763,262718,292285,309312,242355,240786,290935,265478,289887,235995,262006,276044,312184,303961,268268,210844,324213,257908,278659,243281,219897,267304,307612,251929,265712,244429,284585,378312,217785
171,274604,223926,245453,244502,215961,253597,181332,298249,236426,309234,194262,240803,262743,292306,309312,242411,240822,290955,265504,289903,236018,262028,276044,312203,303988,268292,210847,324241,257936,278688,243342,219918,267340,307639,251933,265726,244445,284609,378345,217785
172,274646,223926,245487,244504,215985,253729,181366,298299,236435,309296,194295,240820,262771,292342,309312,242434,240835,290986,265526,289949,236033,262053,276063,312262,304014,268308,210928,324277,257959,278788,243391,219946,267351,307681,252007,265742,244477,284655,378423,217849
173,274664,224030,245496,244551,215993,253795,181389,298306,236482,309312,194319,240820,262789,292357,309312,242439,240871,290998,265535,289959,236114,262113,276234,312262,304092,268370,211000,324327,258011,278814,243402,219956,267426,307695,252050,265754,244485,284665,378433,217889
174,274734,224069,245543,244585,216023,253839,181401,298371,236513,309398,194347,240820,262842,292421,309312,242439,240899,291074,265704,290008,236125,262136,276263,312286,304108,268389,211015,324336,258030,278865,243440,219956,267460,307772,252074,265781,244544,284726,378509,217918
175,274771,224094,245581,244613,216029,253846,181410,298407,236552,309432,194366,240820,262866,292472,309489,242439,240933,291115,265719,290008,236170,262196,276331,312322,304182,268450,211056,324344,258072,278870,243498,219956,267498,307825,252085,265876,244584,284760,378560,217925
176,274804,224103,245582,244624,216068,253896,181439,298444,236555,309470,194385,240820,262894,292501,309539,242439,240942,291153,265758,290008,236177,262206,276339,312322,304193,268454,211059,324344,258081,278902,243530,219956,267506,307860,252118,265889,244607,284793,378598,217975
177,274819,224146,245590,244656,216117,253910,181446,298458,236593,309483,194394,240949,262906,292518,309554,242439,240989,291166,265776,290008,236217,262243,276407,312322,304224,268506,211085,324344,258113,278938,243535,219958,267551,307873,252124,265935,244621,284801,378612,217987
178,274864,224152,245643,244668,216136,253969,181481,298520,236603,309535,194426,241019,262970,292568,309611,242632,240995,291224,265837,290090,236236,262274,276429,312347,304249,268524,211109,324344,258139,278989,243571,220098,267561,307919,252189,265947,244646,284846,378661,218044
179,274882,224200,245675,244715,216141,254027,181529,298520,236663,309553,194431,241038,262979,292580,309635,242641,241052,291233,265891,290177,236273,262331,276499,312484,304321,268576,211148,324379,258193,279062,243578,220103,267610,307930,252259,265990,244655,284863,378690,218084
180,274928,224253,245705,244763,216185,254045,181538,298520,236701,309641,194467,241050,263027,292639,309692,242655,241085,291300,265903,290222,236273,262393,276565,312554,304362,268638,211209,324585,258226,279072,243631,220145,267621,307995,252267,266053,244735,284906,378748,218097
181,274992,224265,245717,244766,216232,254058,181544,298526,236715,309707,194505,241097,263053,292707,309768,242712,241085,291352,265925,290285,236273,262402,276573,312599,304362,268644,211217,324630,258226,279100,243691,220212,267626,308063,252279,266064,244759,284957,378832,218107
182,275007,224281,245798,244766,216246,254116,181584,298526,236726,309724,194517,241165,263055,292722,309786,242801,241085,291370,265983,290297,236273,262418,276593,312648,304362,268673,211241,324656,258235,279152,243712,220228,267626,308082,252311,266076,244819,284973,378842,218151
183,275020,224312,245807,244766,216255,254177,181629,298537,236752,309740,194531,241176,263055,292743,309804,242814,241114,291387,266055,290318,236388,262464,276646,312711,304370,268725,211280,324724,258323,279205,243722,220236,267741,308097,252380,266113,244830,284988,378856,218191
184,275076,224382,245855,244877,216291,254192,181636,298537,236752,309814,194572,241188,263055,292782,309869,242824,241114,291432,266074,290359,236449,262524,276718,312738,304522,268781,211340,324805,258407,279221,243757,220269,267809,308134,252397,266188,244866,285024,378900,218203
185,275145,224387,245899,244881,216297,254197,181640,298738,236752,309886,194628,241260,263071,292859,309962,242901,241129,291505,266077,290434,236463,262543,276735,312752,304543,268795,211357,324835,258423,279226,243821,220335,267824,308181,252402,266208,244931,285026,378998,218204
186,275157,224404,245919,244890,216297,254281,181707,298814,236752,309911,194634,241309,263071,292869,309979,242952,241129,291525,266153,290460,236471,262548,276742,312881,304556,268802,211362,324852,258424,279244,243839,220352,267834,308181,252476,266220,244945,285055,379018,218280
187,275171,224469,245938,244974,216299,254329,181735,298833,236760,309919,194645,241321,263074,292888,309983,242970,241321,291534,266205,290473,236545,262580,276836,312938,304690,268878,211432,324956,258522,279247,243846,220354,267932,308181,252543,266300,244958,285055,379036,218330
188,275287,224513,245999,245027,216299,254341,181746,298952,236966,310026,194692,241346,263298,292982,310089,242992,241365,291601,266220,290570,236596,262580,276900,312958,304769,268960,211471,325041,258594,279247,243924,220408,267976,308194,252558,266353,245041,285137,379155,218341
189,275335,224519,246033,245036,216425,254363,181766,299011,236978,310080,194736,241353,263364,293015,310146,243004,241373,291601,266256,290644,236611,262580,276910,312974,304789,268973,211480,325058,258607,279264,243967,220446,267987,308208,252592,266363,245069,285268,379223,218354
190,275347,224548,246046,245074,216448,254365,181771,299033,236996,310098,194749,241408,263375,293015,310158,243051,241388,291693,266266,290663,236628,262601,276922,313001,304793,268987,211489,325074,258612,279264,243979,220470,268020,308208,252602,266387,245082,285286,379247,218370
191,275377,224553,246076,245080,216483,254424,181819,299072,237006,310131,194774,241426,263410,293015,310205,243066,241394,291718,266337,290687,236635,262652,276938,313071,304819,269004,211506,325100,258631,279267,244002,220496,268031,308223,252641,266409,245105,285326,379279,218420
192,275377,224596,246081,245148,216494,254440,181826,299077,237056,310145,194781,241466,263421,293015,310212,243102,241453,291730,266359,290701,236694,262800,276991,313088,304903,269041,211544,325139,258678,279306,244015,220507,268088,308250,252641,266486,245128,285349,379309,218432
193,275377,224610,246129,245161,216496,254459,181856,299152,237080,310190,194824,241477,263490,293015,310292,243120,241480,291803,266396,290769,236714,262813,277007,313162,304924,269076,211562,325166,258701,279495,244070,220555,268114,308511,252641,266505,245187,285418,379314,218472
194,275377,224659,246139,245206,216553,254490,181863,299172,237127,310199,194838,241479,263502,293017,310328,243122,241513,291819,266415,290787,236758,262859,277053,313175,304963,269130,211598,325239,258762,279534,244070,220568,268171,308537,252641,266557,245217,285435,379314,218485
195,275377,224669,246188,245219,216589,254497,181863,299226,237135,310251,194870,241522,263549,293237,310368,243168,241526,291864,266416,290831,236774,262871,277066,313179,304988,269144,211598,325254,258778,279535,244086,220631,268185,308597,252641,266577,245254,285490,379314,218487
196,275382,224671,246201,245221,216612,254507,181889,299242,237137,310314,194876,241543,263561,293268,310387,243192,241526,291874,266471,290862,236775,262874,277067,313213,304991,269147,211598,325255,258780,279608,244086,220642,268190,308619,252665,266580,245270,285500,379314,218523
197,275382,224719,246204,245270,216631,254507,181905,299245,237161,310320,194877,241575,263569,293273,310391,243225,241567,291876,266471,290864,236803,262927,277087,313239,305026,269201,211598,325339,258825,279643,244086,220643,268258,308620,252814,266639,245270,285503,379314,218540
198,275562,224737,246251,245298,216651,254570,181917,299291,237187,310364,194895,241602,263622,293348,310416,243260,241587,291940,266482,290913,236827,262946,277099,313266,305056,269233,211598,325378,258854,279680,244191,220683,268265,308708,252868,266639,245306,285553,379332,218542
199,275599,224762,246269,245332,216657,254613,181917,299329,237216,310394,194895,241628,263638,293385,310416,243274,241617,291980,266482,290933,236863,262977,277099,313316,305104,269259,211605,325422,258883,279713,244205,220699,268299,308730,252897,266639,245325,285571,379376,218542
200,275625,224793,246294,245366,216703,254636,181917,299354,237246,310428,194921,241629,263653,293412,310417,243282,241650,292016,266482,290972,236887,263011,277099,313325,305155,269304,211726,325464,258908,279736,244257,220727,268322,308779,252911,266639,245365,285614,379624,218595
201,275670,224820,246336,245388,216745,254641,181917,299386,237263,310465,194994,241652,263683,293457,310429,243318,241669,292054,266482,291017,236906,263020,277184,313325,305180,269315,211736,325474,258922,279744,244294,220750,268347,308827,252912,266639,245406,285657,379705,218596
202,275703,224820,246352,245388,216751,254704,181999,299410,237268,310488,195010,241656,263711,293483,310429,243340,241672,292079,266482,291018,236912,263021,277258,313347,305187,269318,211739,325474,258927,279798,244316,220759,268348,308856,252964,266640,245427,285677,379750,218646
203,275704,224874,246353,245433,216754,254726,182015,299418,237309,310492,195012,241656,263712,293486,310429,243349,241716,292086,266653,291018,236962,263073,277314,313347,305249,269373,211772,325474,258986,279829,244318,220762,268424,308858,252972,266841,245429,285677,379752,218656
204,275742,224904,246368,245448,216798,254733,182020,299469,237327,310562,195051,241656,263763,293530,310637,243354,241724,292146,266662,291018,236986,263105,277347,313347,305288,269398,211804,325478,259013,279838,244399,220776,268434,308922,252978,266846,245458,285755,379846,218667
205,275783,224912,246368,245461,216843,254743,182029,299497,237345,310600,195065,241762,263783,293555,310653,243397,241736,292170,266671,291018,236994,263108,277359,313347,305299,269413,211810,325478,259021,279847,244401,220777,268441,308927,252993,266859,245458,285771,379867,218678
206,275800,224922,246368,245473,216860,254798,182067,299506,237356,310613,195072,241837,263795,293569,310675,243449,241741,292179,266723,291018,236998,263115,277365,313362,305309,269417,211815,325478,259024,279886,244414,220822,268460,308943,253064,266879,245466,285781,379880,218754
207,275805,224972,246372,245529,216877,254858,182106,299513,237387,310621,195076,241866,263803,293572,310684,243479,241788,292185,266785,291018,237028,263168,277405,313655,305350,269460,211850,325496,259068,279970,244438,220843,268479,308966,253106,266955,245489,285792,379906,218787
208,275869,225041,246372,245561,216923,254891,182116,299577,237432,310664,195117,241878,263858,293624,310737,243493,241836,292233,266818,291063,237028,263235,277478,313689,305363,269521,211894,325505,259126,279993,244516,220926,268479,309057,253126,266996,245539,285859,379988,218807
