%iowait,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
112,98.02,98.02,100.0,99.0,99.0,100.0,100.0,99.0,99.0,98.02,99.0,68.75,98.99,98.0,76.77,97.98,98.0,98.02,98.02,97.94,99.0,55.0,98.02,99.0,45.07,100.0,99.0,97.98,77.32,100.0,70.79,99.0,99.0,98.02,98.0,97.03,99.0,99.0,79.0,98.99,98.99,99.0,100.0,56.18,98.99,98.0,56.18,99.0,96.77,99.0,99.0,99.0,99.0,99.01,99.0,100.0,99.0,99.01,99.0,99.01,98.02,99.0,98.02,99.0,99.0,99.0,100.0,100.0,100.0,100.0,99.0,99.01,98.99,99.0,100.0,100.0,98.02,100.0,98.99,98.0,97.03,100.0,100.0,98.99,100.0,98.99,98.0,100.0,100.0,97.06,99.0,98.0,96.04,98.02,100.0,99.0,98.99,98.99,99.0,98.0,99.0,98.0,100.0,98.02,99.0,98.99,98.99,99.0,98.99,98.99,98.0,99.0,97.06,58.21,97.98,98.99,98.0,98.02,100.0,64.0,98.0,98.0,98.99,98.0,98.0,97.98,97.98,88.12,98.99,98.99,98.0,100.0,98.02,99.0,20.45,98.99,94.44,70.0,98.02,61.54
113,100.0,98.02,98.02,99.0,99.0,99.0,97.06,98.02,100.0,99.0,98.0,98.0,98.02,98.99,97.03,76.77,96.12,98.99,98.99,98.99,100.0,96.97,100.0,98.0,98.59,97.06,98.0,99.0,83.84,96.94,98.94,99.0,98.0,99.0,98.99,98.99,97.0,99.0,45.71,69.23,98.0,98.0,99.0,97.85,99.0,99.0,98.94,57.95,98.0,98.0,100.0,100.0,98.99,100.0,100.0,99.01,100.0,98.99,100.0,100.0,100.0,99.0,98.02,99.0,100.0,99.0,99.0,99.0,100.0,99.0,100.0,100.0,99.01,99.01,99.01,99.01,98.99,98.0,100.0,98.99,97.06,97.06,98.0,100.0,98.0,98.99,98.0,98.99,98.0,98.99,98.0,97.03,98.02,98.99,97.03,97.03,99.0,98.99,98.99,98.99,98.0,98.0,98.99,98.99,98.99,99.0,98.99,98.0,99.0,98.99,98.99,98.02,98.99,99.01,66.67,97.03,100.0,98.99,99.0,98.02,51.35,96.0,98.02,98.99,97.96,98.0,98.92,98.0,100.0,99.0,99.0,58.82,98.99,98.99,98.88,97.06,99.0,68.06,98.02,89.0
114,100.0,99.0,97.06,99.0,98.02,98.02,100.0,99.01,99.0,100.0,96.08,100.0,98.0,76.0,97.03,97.98,98.0,98.0,97.03,98.0,99.0,100.0,98.99,98.99,98.0,100.0,98.0,60.0,97.06,76.0,98.99,99.0,98.0,98.99,98.02,99.0,100.0,98.99,99.0,77.78,98.99,98.0,100.0,99.0,98.99,100.0,100.0,97.14,97.03,98.99,98.0,98.99,98.99,100.0,99.0,100.0,99.0,99.01,99.0,98.02,100.0,100.0,98.02,97.06,99.0,99.0,98.02,100.0,100.0,99.0,99.01,99.0,100.0,100.0,99.0,98.02,98.99,97.03,97.03,98.0,98.0,98.99,100.0,97.03,98.99,98.0,100.0,97.03,98.02,74.75,98.99,98.99,98.99,98.99,99.0,98.99,98.0,98.02,74.75,98.99,99.0,98.02,98.99,98.99,98.99,99.0,97.03,98.0,98.99,98.99,98.99,98.0,98.02,98.99,77.78,98.99,98.02,98.99,98.99,99.0,50.0,97.0,98.99,98.99,71.0,98.0,70.0,100.0,98.99,98.0,97.0,94.57,97.98,98.0,98.0,97.98,98.0,98.99,98.0,100.0
115,99.0,74.26,75.0,75.0,74.75,74.75,86.87,72.0,74.0,73.74,97.98,97.0,68.32,98.0,98.0,97.06,96.08,98.0,98.0,99.0,75.76,98.0,98.0,60.61,98.0,98.0,99.0,98.99,98.99,99.0,99.0,75.0,95.0,98.0,98.0,97.98,98.99,98.99,100.0,97.0,98.99,96.0,73.0,98.0,98.0,58.59,97.98,98.96,98.99,98.99,98.02,99.0,99.0,75.76,78.57,75.76,74.75,76.53,88.0,75.51,73.27,74.0,73.0,74.26,75.76,73.27,74.75,74.75,72.0,72.73,73.74,75.0,75.0,99.01,87.88,75.76,88.12,76.77,76.0,76.0,74.26,86.14,76.0,74.75,76.0,76.0,75.76,75.76,75.76,98.0,75.76,73.74,75.51,75.76,79.8,75.25,74.75,74.0,97.98,74.26,75.76,76.77,75.0,78.79,87.13,83.0,82.0,84.0,78.0,76.0,80.81,98.0,98.99,98.02,98.99,98.0,65.98,98.0,97.06,96.08,97.03,61.62,99.0,98.02,95.1,69.7,98.02,97.03,86.0,98.0,98.99,98.99,98.0,98.99,99.0,96.08,98.99,98.0,97.03,98.02
116,74.51,100.0,97.03,99.0,99.0,99.0,99.0,98.99,98.99,98.02,68.75,97.0,98.0,99.0,98.98,97.98,58.82,83.17,63.0,98.0,99.0,98.0,98.02,98.0,98.99,98.99,98.99,98.99,98.99,98.0,98.99,99.0,73.0,95.96,98.0,97.0,98.02,96.0,98.99,98.0,62.63,61.39,99.0,99.0,98.98,99.0,98.02,100.0,98.02,98.0,98.98,21.62,29.63,99.0,99.0,100.0,98.02,98.02,98.99,99.01,100.0,100.0,99.0,98.99,98.99,100.0,99.0,98.0,99.0,99.0,99.0,99.0,99.0,75.0,98.02,99.01,84.0,100.0,98.99,98.99,97.03,97.98,97.98,98.0,97.03,98.99,97.03,97.06,98.99,99.0,98.0,97.03,99.0,98.0,93.94,98.0,97.0,98.99,97.06,98.99,96.04,96.0,98.99,95.0,98.99,89.9,93.88,90.0,96.0,98.99,94.0,98.99,98.02,100.0,99.0,63.64,98.0,99.0,98.99,96.04,98.0,98.0,98.0,98.98,98.99,97.98,98.99,97.03,88.0,98.91,98.91,98.02,98.0,98.0,98.99,65.35,98.02,98.0,70.71,97.03
117,100.0,99.0,99.0,98.02,100.0,100.0,99.0,98.04,99.01,100.0,96.08,97.85,98.0,97.0,97.85,97.0,96.08,69.31,98.02,98.99,100.0,99.0,98.98,99.0,98.99,98.02,75.76,98.02,98.0,99.0,98.99,100.0,99.0,74.26,72.45,64.0,70.71,74.0,97.03,98.99,96.0,98.98,99.0,97.98,98.0,97.03,98.99,98.02,98.99,59.0,96.97,96.0,90.82,100.0,100.0,100.0,98.02,100.0,99.01,100.0,100.0,98.02,98.02,99.01,97.09,98.04,99.0,100.0,98.02,99.0,99.0,99.0,100.0,98.02,99.0,99.0,98.0,98.02,99.0,98.0,98.0,99.0,100.0,99.0,100.0,98.99,100.0,97.98,98.0,98.99,98.02,98.0,98.0,98.99,97.06,98.99,99.0,98.02,98.99,98.02,98.02,98.99,99.0,100.0,98.99,99.0,98.02,99.0,98.99,98.0,100.0,97.98,98.99,97.03,98.99,97.0,98.99,97.03,98.99,96.08,99.0,100.0,79.21,81.0,97.03,98.0,99.0,98.0,100.0,93.51,74.0,98.99,66.0,98.0,98.0,98.0,98.99,100.0,98.99,98.99
118,98.04,98.02,99.0,99.0,98.02,99.0,99.0,98.02,99.0,100.0,98.02,98.7,97.0,97.73,99.0,96.81,97.0,98.99,97.03,61.0,99.0,99.0,52.48,98.0,97.03,62.24,85.15,98.0,98.99,98.99,98.02,98.02,97.03,98.99,99.0,100.0,100.0,98.99,98.0,100.0,98.0,98.0,98.02,98.02,57.43,98.99,98.0,98.98,98.0,99.0,62.0,98.99,98.02,100.0,98.99,99.01,100.0,100.0,100.0,99.01,100.0,99.0,97.06,98.02,100.0,98.99,99.0,99.0,99.0,100.0,100.0,99.0,99.0,98.02,99.0,99.0,97.03,98.0,98.0,99.0,96.12,98.04,98.0,98.99,98.0,98.0,98.0,98.02,98.99,98.0,98.99,98.99,99.0,98.99,97.03,97.03,100.0,98.0,98.0,98.99,98.99,98.02,98.0,98.0,100.0,97.98,98.02,98.99,99.0,98.0,98.02,100.0,98.99,97.03,98.0,98.99,98.99,64.65,66.67,96.04,94.12,98.99,74.75,86.02,97.0,96.08,98.0,75.51,99.0,79.8,99.0,98.99,97.03,67.0,98.0,97.03,76.0,98.0,98.02,98.98
119,100.0,99.0,98.02,98.02,99.0,98.02,98.02,100.0,100.0,98.02,95.1,78.79,97.78,97.98,78.79,33.33,96.08,97.06,98.0,98.99,99.0,98.0,97.98,97.98,63.37,97.0,98.99,98.0,92.98,97.03,95.96,99.0,98.99,98.99,98.99,98.0,98.99,100.0,96.0,95.0,98.0,98.0,99.0,95.96,98.98,98.99,98.99,99.0,58.59,98.99,99.0,97.03,98.99,100.0,98.99,98.99,100.0,99.0,99.0,99.0,99.0,98.02,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.02,100.0,99.0,99.0,100.0,99.0,99.0,99.0,98.02,98.99,98.0,97.03,97.03,98.0,98.0,98.0,99.0,99.0,98.99,100.0,98.99,99.0,97.06,98.0,98.0,98.99,98.0,97.06,98.99,98.99,99.0,98.99,98.99,98.99,98.99,98.0,99.0,98.0,98.99,98.0,97.03,98.98,56.84,63.64,97.03,98.0,97.03,98.02,100.0,98.0,95.19,98.99,97.98,98.99,100.0,97.87,97.03,98.0,98.0,98.0,99.0,98.99,98.0,100.0,97.98,97.0,96.0,91.0,76.77,97.98,69.61
120,100.0,100.0,99.0,99.0,99.0,100.0,100.0,100.0,99.0,99.0,98.99,97.98,98.99,98.02,98.99,87.76,97.03,98.0,98.99,98.0,99.0,62.0,98.99,98.0,98.99,99.0,97.98,98.99,0.0,96.0,76.0,100.0,99.0,99.0,97.03,98.0,98.0,98.02,63.37,63.0,100.0,98.0,98.02,63.0,97.03,98.0,60.0,98.99,98.0,98.99,98.0,97.98,98.0,99.0,98.02,99.0,100.0,99.0,99.0,98.02,99.01,100.0,99.0,98.02,98.02,99.0,98.99,100.0,99.0,100.0,99.0,99.0,99.01,100.0,100.0,99.0,97.03,100.0,98.0,98.99,98.99,97.03,99.0,99.0,98.02,98.0,98.99,97.0,98.99,97.03,100.0,98.0,98.0,100.0,98.0,99.0,98.99,98.0,99.0,98.99,98.99,98.02,98.99,98.02,97.03,98.99,98.0,98.99,98.99,98.99,98.0,97.98,98.0,65.0,64.36,98.67,97.0,98.0,100.0,64.65,99.0,97.85,98.99,97.03,100.0,98.91,99.0,98.0,98.02,98.99,98.02,98.0,98.0,98.99,69.7,97.06,98.99,91.0,98.02,97.98
121,99.0,99.0,98.02,99.01,99.0,99.01,100.0,98.04,100.0,99.0,96.43,98.02,96.51,77.78,99.0,90.0,97.03,98.99,97.03,100.0,100.0,98.0,98.0,99.0,98.0,98.0,98.99,68.09,94.06,0.0,97.0,100.0,98.0,98.99,98.99,98.02,98.0,98.99,98.98,98.99,96.0,98.0,98.02,99.0,98.99,93.94,98.99,58.0,97.03,98.02,98.99,98.99,98.02,99.01,98.02,99.0,99.01,99.0,100.0,99.0,100.0,99.0,98.02,98.02,98.02,98.02,100.0,100.0,100.0,99.0,99.0,100.0,100.0,99.0,99.0,99.0,98.0,98.99,98.0,98.0,97.03,100.0,96.08,96.08,98.0,98.0,97.98,98.0,98.99,74.75,98.0,98.99,98.0,98.0,98.99,98.0,98.99,99.0,67.0,98.99,98.99,98.99,98.0,100.0,98.0,98.99,100.0,99.0,98.99,98.02,98.02,98.02,98.0,97.03,98.98,100.0,77.0,97.03,97.98,97.0,68.37,67.53,98.0,97.03,64.0,73.08,77.0,98.0,98.39,100.0,100.0,64.58,96.12,98.02,97.98,98.72,98.99,98.0,98.39,99.0
122,98.02,99.0,99.01,98.0,98.02,100.0,99.01,99.0,99.0,99.01,77.0,98.99,76.77,98.0,98.0,98.0,91.18,97.03,98.02,97.0,98.99,100.0,98.99,57.89,97.03,98.99,98.99,0.0,98.0,91.92,98.0,100.0,77.42,98.99,98.99,100.0,100.0,100.0,98.99,97.03,100.0,80.85,100.0,98.0,98.0,0.0,98.99,98.99,98.99,98.99,99.0,74.51,77.78,100.0,30.43,99.01,100.0,99.0,99.0,99.0,100.0,99.0,99.0,98.02,98.0,99.0,99.0,100.0,98.02,100.0,99.0,99.0,100.0,99.0,99.01,100.0,99.0,68.0,64.0,67.0,66.34,85.86,70.0,70.71,70.71,72.0,72.73,70.71,74.0,98.0,74.75,74.26,75.76,75.0,75.0,75.76,64.36,68.69,98.0,68.0,68.0,72.28,70.0,71.0,82.0,73.47,73.0,73.74,72.73,74.0,74.0,98.99,98.99,100.0,99.0,70.0,98.0,97.89,98.33,98.0,97.03,97.03,95.65,100.0,98.02,94.95,98.99,98.0,75.0,98.0,98.0,97.03,97.73,99.0,97.03,96.15,98.0,99.0,98.91,97.98
123,99.0,65.66,60.61,65.35,61.39,64.71,83.84,63.27,65.66,68.69,98.99,98.99,98.99,98.0,98.0,98.99,66.67,72.29,73.33,98.99,68.32,98.0,97.03,0.0,98.0,98.02,98.0,94.06,98.99,98.0,99.0,72.73,94.95,77.66,98.99,98.0,98.0,77.17,98.0,100.0,77.55,79.45,72.0,98.0,98.0,0.0,99.0,98.0,98.0,93.94,98.0,98.99,98.02,75.0,92.0,73.74,75.0,75.0,73.74,74.0,74.75,64.0,65.35,63.27,63.73,63.0,63.37,70.0,62.38,65.0,67.33,68.69,72.73,99.0,86.0,75.0,65.31,98.0,98.99,99.0,97.03,97.03,97.03,98.0,98.0,100.0,98.0,97.0,98.99,98.99,98.0,98.99,98.0,98.0,98.02,97.98,97.0,98.0,98.0,98.98,96.08,98.99,98.99,98.0,98.0,97.03,98.0,98.99,97.98,98.0,100.0,95.15,98.04,98.0,98.99,98.0,98.0,96.15,98.04,97.0,97.06,100.0,98.0,97.03,98.99,100.0,98.02,98.02,98.02,98.02,98.99,98.99,88.89,96.67,98.0,70.65,74.26,98.0,76.77,97.03
124,68.69,100.0,98.02,99.0,100.0,98.99,99.0,96.12,98.02,98.02,99.0,97.98,99.0,100.0,98.99,98.02,96.67,81.4,0.0,92.0,99.0,97.03,93.0,91.0,98.99,98.99,92.86,98.02,98.02,98.0,98.98,98.99,97.92,94.0,73.12,73.91,73.12,94.0,97.03,98.0,0.0,97.94,100.0,98.0,92.93,94.0,97.98,99.0,97.98,77.08,76.34,98.98,98.99,100.0,98.99,100.0,99.0,100.0,98.02,98.0,99.0,99.0,99.0,100.0,100.0,100.0,98.99,98.02,100.0,99.0,98.0,100.0,98.02,69.31,98.02,99.0,97.0,98.99,98.99,97.98,98.99,97.03,98.99,97.03,98.0,98.0,99.0,98.02,98.99,98.0,99.0,98.99,98.99,98.0,98.99,98.02,98.99,98.99,98.0,100.0,97.0,98.99,98.99,98.0,98.99,100.0,98.99,98.99,99.0,98.99,98.02,95.96,96.77,98.96,98.02,96.08,98.0,98.9,77.78,98.99,96.08,100.0,75.0,75.0,100.0,98.0,100.0,98.99,98.99,84.85,77.0,97.98,82.67,97.83,100.0,98.02,98.02,98.02,97.0,98.21
125,100.0,100.0,99.0,99.0,100.0,99.01,99.01,99.0,100.0,99.0,98.0,96.0,98.99,98.0,98.99,97.98,98.99,99.0,84.0,62.67,99.0,98.02,9.68,98.0,98.0,35.29,0.0,99.0,100.0,98.99,97.03,100.0,99.0,98.96,100.0,98.99,85.71,99.0,98.0,97.03,84.0,100.0,99.0,98.99,65.48,100.0,98.0,100.0,98.02,97.56,94.0,97.03,97.98,99.0,99.0,99.0,100.0,99.0,99.0,100.0,100.0,100.0,100.0,97.06,100.0,99.01,99.0,100.0,98.02,98.99,98.02,99.0,99.0,99.0,99.0,99.0,98.02,98.0,98.0,98.99,97.06,98.0,98.0,98.0,99.0,99.0,98.99,98.0,98.99,99.0,100.0,100.0,100.0,99.0,98.99,98.99,98.0,97.03,98.99,98.0,97.03,98.99,98.0,98.0,98.99,98.02,98.0,98.0,99.0,98.0,98.99,75.0,96.3,96.74,97.85,98.0,97.03,63.64,92.93,97.85,99.0,98.99,99.0,98.0,98.0,99.0,98.02,77.0,99.0,91.92,98.0,97.03,87.0,76.77,97.73,98.99,98.99,98.95,98.99,96.47
126,98.02,99.0,99.01,100.0,99.0,99.0,97.06,100.0,100.0,100.0,98.99,74.0,99.0,98.99,75.25,98.02,97.03,98.02,98.0,98.84,100.0,100.0,97.94,98.98,53.12,0.0,91.67,99.0,64.0,98.0,81.82,98.02,98.99,98.02,100.0,99.0,99.0,100.0,83.91,95.71,98.0,99.0,99.0,88.89,100.0,97.03,100.0,98.0,40.74,100.0,97.06,98.0,98.0,99.0,98.99,100.0,99.0,100.0,100.0,100.0,100.0,100.0,98.02,99.01,100.0,99.0,100.0,99.0,98.02,99.0,98.02,100.0,99.0,100.0,100.0,98.02,100.0,98.02,98.02,97.06,98.0,100.0,97.03,98.99,98.0,98.99,98.99,98.99,98.0,97.98,98.0,98.0,98.02,98.99,100.0,98.0,100.0,98.99,98.99,98.02,98.0,99.0,98.99,99.0,99.0,98.0,98.99,98.99,98.0,96.08,98.99,96.08,73.63,98.92,76.53,98.02,99.0,98.0,97.06,97.83,96.77,98.0,98.99,99.0,98.0,98.99,100.0,100.0,97.03,98.0,99.0,98.92,98.99,98.0,100.0,98.02,100.0,80.81,98.0,75.76
127,99.0,100.0,98.99,99.01,99.0,99.0,99.0,99.0,99.0,100.0,98.0,100.0,98.99,98.02,98.0,76.53,97.03,98.99,97.03,98.96,98.02,51.61,99.0,99.0,91.0,92.08,98.0,100.0,99.0,73.74,73.03,100.0,99.0,98.99,97.03,98.0,100.0,98.99,74.73,79.0,97.03,98.0,99.0,42.22,97.92,100.0,56.67,98.0,95.05,98.0,98.99,97.98,98.0,98.99,100.0,98.02,99.0,99.0,99.0,100.0,99.0,100.0,98.02,97.03,100.0,99.0,99.01,100.0,98.02,99.0,99.0,99.0,100.0,100.0,100.0,99.0,98.99,98.99,100.0,98.0,98.99,98.0,99.0,98.99,98.0,98.0,98.0,98.99,97.03,98.99,98.99,98.0,100.0,98.99,98.02,98.99,99.0,98.0,98.02,98.99,99.0,97.98,99.0,98.0,98.99,99.0,99.0,99.0,98.99,98.99,98.02,99.0,98.99,73.74,99.0,98.99,97.03,100.0,100.0,74.0,73.27,98.99,98.99,98.99,99.0,98.0,98.0,97.06,99.0,99.0,99.0,97.85,99.0,98.0,76.77,98.0,97.06,94.9,99.0,98.99
128,97.09,100.0,99.01,100.0,99.0,99.0,99.0,99.0,100.0,99.0,98.99,98.02,97.03,76.53,98.0,99.0,98.02,98.99,97.03,98.0,99.0,94.06,99.0,98.0,98.0,100.0,98.99,62.38,98.0,98.99,94.59,100.0,98.99,99.0,98.0,99.0,98.0,99.0,100.0,98.0,98.99,98.99,99.0,98.95,99.0,98.0,0.0,31.91,98.95,98.99,99.0,98.99,98.99,100.0,77.78,100.0,99.01,98.02,99.0,100.0,99.0,98.02,98.02,99.01,99.0,99.0,100.0,100.0,100.0,98.02,99.0,100.0,99.0,100.0,98.02,100.0,98.99,98.0,98.0,98.0,98.02,100.0,98.0,98.0,97.06,98.99,98.99,98.99,98.0,98.0,98.99,100.0,98.0,98.99,98.0,98.02,98.0,98.0,100.0,98.0,97.03,97.03,98.99,98.0,98.0,100.0,98.0,98.0,98.99,98.0,98.98,97.03,98.99,98.0,99.0,99.0,73.0,98.99,98.0,98.0,100.0,76.0,98.02,98.02,76.0,79.8,46.88,100.0,98.0,98.0,100.0,75.76,98.0,97.98,97.03,97.03,98.99,98.0,98.0,98.0
129,100.0,99.0,99.0,98.02,100.0,99.0,99.0,99.0,99.0,99.0,61.39,98.99,72.55,98.0,98.99,98.99,97.03,98.0,98.99,98.0,99.0,100.0,98.99,66.67,97.03,98.0,98.99,98.0,97.0,97.03,98.99,99.0,98.0,98.99,100.0,98.99,99.0,98.99,99.0,100.0,98.02,99.0,100.0,99.0,98.0,50.0,94.0,97.0,98.99,98.99,99.0,78.0,76.77,99.0,98.02,99.0,100.0,100.0,99.0,98.02,99.0,99.0,100.0,98.02,99.01,99.0,99.0,98.02,100.0,99.0,99.0,100.0,98.02,99.0,99.0,100.0,97.03,96.0,96.94,97.98,97.96,97.96,96.0,96.0,97.96,97.03,97.0,98.02,98.99,73.0,98.0,99.0,98.0,98.99,98.99,98.99,98.99,96.08,74.49,99.0,98.98,99.0,98.99,100.0,98.0,98.99,99.0,98.99,98.99,98.0,98.02,98.99,98.0,98.99,99.0,66.67,96.08,97.03,98.99,98.02,97.06,96.0,98.99,97.03,98.99,95.96,91.0,97.03,76.77,99.0,98.0,99.0,98.0,98.99,99.0,98.0,98.02,99.0,98.99,99.0
130,99.01,75.0,75.76,76.53,76.53,75.0,87.76,74.51,73.53,76.0,95.96,98.0,98.0,98.0,99.0,97.03,58.59,98.99,64.0,99.0,75.25,98.0,99.0,98.99,99.0,99.0,98.0,98.0,96.04,98.98,99.0,76.0,75.76,98.99,98.0,98.99,98.99,98.99,98.02,98.0,62.24,62.38,75.76,98.0,98.99,98.99,100.0,99.0,97.03,98.02,98.99,98.0,98.0,73.0,98.99,76.0,76.53,76.77,76.0,77.55,74.0,75.76,71.57,74.75,74.0,74.49,73.27,73.0,71.0,73.47,73.74,76.77,75.76,99.01,87.0,77.23,94.06,77.78,77.0,74.75,76.0,89.0,77.0,75.25,75.25,75.76,76.77,75.51,72.0,98.0,74.75,75.51,76.53,74.0,76.77,75.25,73.0,74.75,98.0,75.0,72.73,74.0,75.76,73.0,86.87,75.0,75.76,75.76,75.0,74.0,76.53,100.0,98.0,98.0,100.0,98.99,97.03,98.99,97.03,98.99,98.99,98.99,99.0,100.0,99.0,99.0,98.99,98.99,100.0,98.99,98.99,99.0,98.98,97.0,98.0,70.41,71.0,98.0,59.0,98.99
131,76.53,97.03,98.99,98.02,97.06,98.99,99.0,97.03,98.02,98.02,98.99,97.03,98.99,100.0,98.99,99.0,98.99,58.42,98.0,98.0,100.0,98.02,98.99,98.0,98.02,98.0,63.0,98.0,98.99,97.06,98.99,98.99,98.0,73.0,98.0,97.98,74.0,74.0,98.99,98.02,98.0,98.99,99.0,98.99,98.99,98.0,98.99,98.99,98.0,62.63,98.02,98.99,100.0,98.99,98.99,98.0,99.01,98.02,100.0,100.0,99.0,98.99,100.0,99.0,100.0,98.02,100.0,98.02,98.02,99.0,99.0,100.0,100.0,75.76,99.0,96.04,76.24,97.03,98.0,98.0,98.0,97.0,98.99,97.03,98.99,96.08,98.99,98.0,98.0,98.0,98.99,98.0,97.03,98.99,98.0,97.98,98.99,98.99,99.0,97.98,97.03,98.99,100.0,98.0,98.0,98.0,97.03,98.02,97.03,98.99,98.0,97.03,98.0,98.99,99.0,98.0,100.0,100.0,86.0,98.99,98.0,98.0,76.77,77.23,98.98,98.99,99.0,97.53,98.02,90.74,45.71,98.0,76.0,98.02,99.0,97.03,99.0,99.0,97.98,98.0
132,99.0,100.0,98.02,98.02,99.0,99.01,99.0,100.0,99.0,99.0,98.02,88.41,98.02,99.0,98.0,98.0,98.02,97.98,96.08,62.0,99.0,100.0,65.66,97.98,63.0,63.64,99.0,97.03,98.0,98.0,97.06,99.0,100.0,98.99,73.74,75.76,98.0,98.99,98.0,62.24,98.0,98.0,99.0,98.99,55.0,98.99,98.02,97.0,98.99,98.0,61.62,97.03,97.03,98.04,98.99,100.0,98.02,100.0,99.0,99.0,99.0,100.0,99.0,98.02,98.02,99.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.01,97.03,98.99,99.0,99.0,100.0,99.0,98.99,97.06,98.02,98.99,98.99,100.0,99.0,100.0,98.02,98.99,98.99,98.0,100.0,97.0,98.02,100.0,99.0,100.0,100.0,100.0,99.0,99.0,98.02,98.99,98.99,98.0,100.0,97.03,98.99,68.0,98.0,97.98,98.02,98.0,95.15,74.23,80.39,97.03,98.99,98.0,97.96,97.96,97.06,98.0,98.02,19.05,98.99,0.0,84.81,99.0,90.91,67.0,100.0,98.02,98.02,98.99,98.99,98.99
133,98.02,100.0,98.02,100.0,99.0,100.0,99.0,99.0,100.0,97.06,100.0,0.0,98.0,98.99,66.67,98.99,98.0,98.02,95.1,98.0,98.02,98.99,98.99,99.0,100.0,97.0,98.0,98.0,63.0,98.98,98.99,100.0,98.99,99.0,98.0,98.99,98.99,98.99,100.0,99.0,98.98,97.98,99.0,100.0,92.86,97.03,98.99,98.0,62.0,100.0,100.0,98.99,100.0,100.0,98.0,99.0,98.02,99.0,99.0,100.0,100.0,100.0,99.0,98.02,98.02,99.01,98.99,99.01,98.02,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,98.02,98.0,98.02,98.02,98.02,100.0,98.99,100.0,98.0,98.0,98.0,98.02,100.0,98.99,98.0,98.99,98.0,98.0,98.99,98.0,98.0,98.0,98.02,99.0,98.02,98.99,98.0,98.0,98.0,99.0,97.03,98.99,98.02,97.0,68.0,98.99,70.0,100.0,98.0,98.0,98.99,100.0,99.0,98.99,99.0,98.0,98.0,98.0,98.99,90.0,98.0,90.91,99.0,99.0,98.0,97.0,98.02,98.99,97.03,76.0,98.02,70.71
134,99.0,98.02,100.0,100.0,99.0,98.02,98.02,100.0,99.0,100.0,98.0,95.96,99.0,97.06,79.0,95.95,100.0,98.98,96.08,98.99,100.0,63.64,98.02,97.03,98.0,98.0,98.0,97.0,98.98,76.77,75.76,98.02,99.0,98.0,98.99,98.0,100.0,99.0,61.0,98.99,98.0,99.0,99.0,60.78,98.02,98.0,62.63,98.99,98.0,97.03,98.0,98.99,98.0,98.02,99.0,100.0,100.0,99.01,99.0,99.01,100.0,99.0,98.02,99.0,100.0,98.99,100.0,100.0,100.0,100.0,99.0,99.0,98.02,98.99,100.0,99.01,100.0,97.03,98.99,100.0,98.0,98.0,98.99,100.0,100.0,98.02,98.99,99.0,98.0,98.0,98.0,98.0,100.0,98.99,100.0,98.02,98.99,98.99,98.99,99.0,98.0,98.99,100.0,100.0,99.0,98.0,98.0,98.99,98.99,97.03,98.99,98.99,98.99,68.69,100.0,98.0,94.74,100.0,98.99,72.28,74.49,98.0,98.0,98.02,98.99,98.0,99.0,99.0,98.99,98.02,97.03,98.0,99.0,98.0,68.69,98.0,98.02,93.0,98.99,98.99
