stat_bytes_used,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
326,304611495936,305251086336,296977723392,283628244992,301786034176,327120146432,230391754752,325778391040,294844321792,334585810944,256903847936,290107650048,282682023936,335679987712,353784164352,267460837376,290719113216,263171907584,342013300736,301178638336,285262086144,287518064640,322219524096,330234200064,289290575872,270978338816,296928100352,377328594944,276367298560,317347028992,269526450176,274426900480,301299953664,318073892864,307485949952,294181900288,287024050176,346436337664,342335000576,264120815616
327,304611495936,305252159488,296977698816,283628244992,301786034176,327120146432,230391754752,325780516864,294848552960,334585810944,256903847936,290107650048,282682023936,335680774144,353784164352,267460837376,290719113216,263171907584,342013300736,301178638336,285262086144,287518064640,322219524096,330234175488,289290575872,270978338816,296928100352,377328594944,276367298560,317347028992,269526450176,274426900480,301299953664,318073892864,307485949952,294181900288,287024050176,346440531968,342335000576,264120815616
328,304611495936,305252159488,296977698816,283628244992,301786034176,327120146432,230393851904,325780516864,294848552960,334585782272,256903847936,290107650048,282682023936,335680774144,353784164352,267460837376,290719113216,263171907584,342013300736,301178638336,285262086144,287518064640,322219524096,330234175488,289290575872,270978338816,296928100352,377328594944,276367298560,317347028992,269526450176,274426900480,301299953664,318073892864,307485949952,294181900288,287024050176,346440531968,342327791616,264120815616
329,304611495936,305252159488,296977698816,283628244992,301779132416,327120146432,230393851904,325780516864,294848552960,334585782272,256903847936,290107650048,282682023936,335680774144,353777467392,267460837376,290719113216,263165276160,342013300736,301178638336,285262086144,287518064640,322219524096,330234175488,289290575872,270978338816,296928100352,377328594944,276367298560,317347028992,269526450176,274426900480,301299953664,318074941440,307485949952,294182928384,287024050176,346440531968,342327791616,264120815616
330,304604839936,305252159488,296977698816,283628244992,301779132416,327120146432,230393851904,325780516864,294848516096,334585782272,256904900608,290107650048,282682023936,335680753664,353777467392,267460837376,290719113216,263165276160,342013538304,301178638336,285262086144,287518064640,322219524096,330234175488,289290575872,270978338816,296928100352,377328594944,276367298560,317347028992,269526450176,274426900480,301299953664,318074941440,307485949952,294182928384,287028281344,346440531968,342327791616,264122941440
331,304604839936,305252159488,296977698816,283628244992,301779132416,327120146432,230393851904,325780516864,294848516096,334585782272,256904900608,290107650048,282682023936,335680753664,353777467392,267460837376,290719113216,263165276160,342006636544,301178638336,285262086144,287518064640,322208239616,330234175488,289290575872,270978338816,296928071680,377328594944,276367298560,317347028992,269526450176,274426900480,301299953664,318074941440,307478990848,294182928384,287028281344,346440531968,342327791616,264122941440
332,304604839936,305254232064,296977698816,283628244992,301779132416,327120146432,230393851904,325780516864,294848516096,334585782272,256904900608,290107650048,282682023936,335680753664,353777467392,267460837376,290719113216,263165255680,342006636544,301178638336,285262086144,287518064640,322208239616,330234175488,289290575872,270978338816,296928071680,377328594944,276367298560,317347028992,269526450176,274426900480,301304147968,318074941440,307478990848,294182928384,287028281344,346440531968,342327791616,264122941440
333,304605364224,305254232064,296977698816,283628244992,301779132416,327122219008,230393851904,325780488192,294848516096,334585782272,256904900608,290107650048,282682023936,335681826816,353777467392,267465031680,290719113216,263165255680,342006636544,301172527104,285262086144,287518064640,322208239616,330234175488,289290575872,270978338816,296928071680,377328594944,276367298560,317347028992,269526450176,274426900480,301304147968,318074941440,307478990848,294182928384,287028281344,346440531968,342327791616,264122941440
334,304605364224,305254232064,296977698816,283628244992,301779918848,327122219008,230393851904,325780488192,294848516096,334585782272,256904876032,290107650048,282682023936,335681826816,353777467392,267465031680,290719113216,263165255680,342006636544,301172527104,285262086144,287518064640,322208239616,330236301312,289290575872,270978338816,296928071680,377328594944,276367298560,317347028992,269526450176,274426900480,301304147968,318074941440,307478990848,294182928384,287028281344,346440531968,342328819712,264122941440
335,304605364224,305254232064,296979824640,283628244992,301779918848,327122219008,230393851904,325780488192,294848516096,334590013440,256904876032,290107650048,282682023936,335681802240,353779593216,267465031680,290719113216,263165255680,342006636544,301172506624,285262086144,287518064640,322209271808,330236301312,289290575872,270978338816,296928071680,377328594944,276367298560,317347028992,269526450176,274426900480,301304147968,318074941440,307478990848,294182928384,287028244480,346440531968,342328819712,264122912768
336,304605364224,305254232064,296979824640,283632439296,301779918848,327122219008,230393851904,325780488192,294848516096,334590013440,256904876032,290101534720,282682023936,335681802240,353779593216,267465031680,290719113216,263165255680,342006636544,301172506624,285262086144,287518064640,322209271808,330236301312,289290575872,270978338816,296928071680,377328594944,276367298560,317347000320,269528547328,274420273152,301304147968,318074941440,307480829952,294182928384,287028244480,346440531968,342328819712,264122912768
337,304605364224,305254232064,296979824640,283632439296,301779918848,327122219008,230393851904,325780488192,294848516096,334590013440,256904876032,290101534720,282682023936,335683928064,353779593216,267465031680,290719113216,263165779968,342008233984,301173579776,285262086144,287518064640,322209271808,330236301312,289290575872,270978338816,296928071680,377328594944,276367298560,317347000320,269528547328,274420273152,301304147968,318074941440,307480829952,294182928384,287028244480,346440531968,342328819712,264122912768
338,304606416896,305254232064,296979824640,283632439296,301780971520,327122219008,230393851904,325780488192,294848516096,334590013440,256904876032,290101534720,282682023936,335683928064,353779593216,267465031680,290719932416,263166853120,342008233984,301173579776,285262086144,287518064640,322209271808,330236272640,289294770176,270978338816,296928071680,377328594944,276367298560,317347000320,269528547328,274420776960,301304147968,318074941440,307480829952,294182928384,287028244480,346440531968,342331006976,264122912768
339,304606416896,305254232064,296979795968,283632439296,301780971520,327122219008,230393851904,325780488192,294848516096,334590013440,256907001856,290101534720,282682023936,335683928064,353779593216,267465031680,290719911936,263166853120,342008233984,301173579776,285262086144,287518064640,322209271808,330236272640,289294770176,270978338816,296928071680,377331265536,276367298560,317347000320,269528547328,274420776960,301304147968,318077038592,307480829952,294185054208,287028244480,346440531968,342331006976,264122912768
340,304606416896,305254232064,296979795968,283632439296,301780971520,327122219008,230393851904,325784682496,294848516096,334590013440,256907001856,290102562816,282682712064,335683928064,353779593216,267465031680,290719911936,263166853120,342008233984,301173579776,285262086144,287518064640,322209271808,330236272640,289294770176,270971699200,296928071680,377331265536,276354768896,317347000320,269528547328,274420776960,301304147968,318077038592,307480805376,294185054208,287028244480,346440531968,342331006976,264122912768
341,304606416896,305254232064,296979795968,283632439296,301780971520,327122219008,230393851904,325784682496,294848516096,334590013440,256907001856,290102562816,282682712064,335683899392,353779593216,267465031680,290719911936,263166853120,342008233984,301173555200,285255458816,287518064640,322211373056,330236272640,289294770176,270971699200,296928071680,377334067200,276354768896,317347000320,269528547328,274420776960,301304147968,318077038592,307480805376,294185054208,287028244480,346440531968,342331006976,264122912768
342,304606416896,305254232064,296979795968,283632439296,301780971520,327122219008,230393851904,325784682496,294848516096,334589976576,256907001856,290102562816,282675396608,335683899392,353779564544,267465031680,290714075136,263166853120,342008233984,301173555200,285255458816,287518064640,322211373056,330236272640,289294770176,270971699200,296928071680,377334067200,276354768896,317347000320,269528547328,274420776960,301304147968,318077038592,307480805376,294185054208,287028244480,346440531968,342331006976,264122912768
343,304606416896,305254232064,296979795968,283632439296,301780971520,327122219008,230393851904,325784682496,294848516096,334589976576,256907001856,290102562816,282675396608,335683899392,353779564544,267465031680,290714075136,263166853120,342008233984,301173555200,285255458816,287518064640,322211373056,330236272640,289294770176,270971699200,296932302848,377334067200,276355514368,317351231488,269528547328,274421850112,301304147968,318077038592,307480805376,294185054208,287028244480,346440531968,342330916864,264122912768
344,304606392320,305254232064,296979795968,283632439296,301780971520,327122219008,230393851904,325784682496,294848516096,334589976576,256906973184,290102562816,282675396608,335683899392,353779564544,267465031680,290714075136,263166853120,342008233984,301173555200,285255983104,287518064640,322211373056,330236272640,289294770176,270971699200,296932302848,377334067200,276355514368,317351231488,269528547328,274421825536,301304147968,318077038592,307480805376,294185025536,287028244480,346440531968,342330916864,264122912768
345,304606392320,305254232064,296979795968,283632439296,301780971520,327126413312,230393851904,325784682496,294848516096,334589976576,256906973184,290102562816,282675396608,335683899392,353779564544,267465031680,290714075136,263166853120,342010306560,301173555200,285255962624,287518064640,322211373056,330236272640,289294770176,270973276160,296932302848,377334067200,276355514368,317351231488,269528547328,274421825536,301304147968,318077038592,307480805376,294185025536,287028244480,346440531968,342330916864,264122912768
346,304606392320,305254232064,296979795968,283632439296,301783072768,327126413312,230393851904,325784682496,294848516096,334589976576,256906973184,290102562816,282675900416,335683899392,353779564544,267465031680,290714075136,263166828544,342010306560,301175681024,285255962624,287517908992,322211373056,330236272640,289294770176,270973276160,296932265984,377321746432,276355514368,317351231488,269528547328,274421825536,301304147968,318077038592,307482931200,294185025536,287028244480,346440531968,342330916864,264122912768
