stat_bytes_used,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
261,304610295808,305249374208,296981569536,283627044864,301788889088,327123980288,230392631296,325786259456,294843109376,334591451136,256902135808,290112028672,282676633600,335689543680,353781329920,267463733248,290723561472,263170695168,342007894016,301182672896,285260914688,287512662016,322218315776,330238050304,289293377536,270977134592,296924790784,377323192320,276366094336,317348773888,269524189184,274425696256,301302800384,318078959616,307484672000,294186795008,287022841856,346438258688,342332731392,264119611392
262,304610295808,305249374208,296981569536,283627044864,301788889088,327123980288,230392631296,325786259456,294843109376,334591451136,256902135808,290112028672,282676633600,335689543680,353781329920,267463733248,290723524608,263170695168,342007894016,301182672896,285260914688,287512662016,322218315776,330238050304,289293377536,270977134592,296924790784,377323192320,276366094336,317350387712,269525262336,274425696256,301302800384,318078959616,307484672000,294186795008,287022841856,346438258688,342332731392,264119611392
263,304610295808,305249374208,296974675968,283627044864,301788889088,327123980288,230392631296,325775634432,294843109376,334591275008,256902619136,290112028672,282680827904,335689543680,353781329920,267463733248,290723524608,263170695168,342007894016,301182672896,285260877824,287512662016,322218315776,330238050304,289293377536,270977134592,296924790784,377323192320,276366094336,317350387712,269525262336,274425696256,301302800384,318078898176,307484672000,294179930112,287022841856,346438258688,342332731392,264119611392
264,304610295808,305249878016,296975462400,283627044864,301788889088,327123980288,230392631296,325775634432,294843109376,334591275008,256902619136,290112028672,282680827904,335689543680,353781329920,267463733248,290723524608,263170695168,342012088320,301182672896,285260877824,287512662016,322218315776,330238050304,289293377536,270977134592,296924766208,377323192320,276366094336,317342662656,269525262336,274425696256,301302800384,318078898176,307484672000,294179930112,287022841856,346438258688,342332731392,264119611392
265,304610295808,305249878016,296975462400,283627044864,301788889088,327123980288,230392631296,325775634432,294843109376,334591275008,256902619136,290112028672,282680827904,335689543680,353781329920,267463733248,290723524608,263170695168,342012088320,301182672896,285260877824,287512662016,322218315776,330238050304,289293377536,270977134592,296924766208,377323192320,276366094336,317342662656,269525262336,274425696256,301302800384,318078898176,307484672000,294179930112,287022841856,346440364032,342332694528,264119611392
266,304610295808,305249878016,296975462400,283627044864,301788889088,327123980288,230392631296,325775634432,294843109376,334591275008,256902619136,290112028672,282680827904,335689543680,353781329920,267463733248,290723524608,263170695168,342012088320,301182672896,285260877824,287512662016,322218315776,330238050304,289293377536,270977134592,296924766208,377323192320,276366094336,317342662656,269525262336,274425696256,301302771712,318078898176,307484672000,294179930112,287022841856,346440364032,342332694528,264119611392
267,304610295808,305249878016,296975462400,283627044864,301788889088,327123980288,230392631296,325776158720,294843109376,334586396672,256902619136,290112028672,282680827904,335689543680,353781329920,267463733248,290723524608,263164063744,342012088320,301182672896,285260877824,287512662016,322218315776,330238050304,289293377536,270977134592,296924766208,377323192320,276366094336,317342662656,269525262336,274425696256,301302771712,318078898176,307484672000,294180675584,287022841856,346440364032,342332694528,264119611392
268,304610295808,305249878016,296975441920,283627044864,301788889088,327124275200,230392631296,325776158720,294843109376,334586396672,256902619136,290112028672,282680827904,335689543680,353781329920,267463733248,290723524608,263164063744,342012088320,301182672896,285260877824,287516893184,322218315776,330238050304,289293377536,270977134592,296924766208,377323192320,276366094336,317343690752,269525237760,274425696256,301302771712,318078898176,307484672000,294180675584,287022841856,346440364032,342332694528,264121737216
269,304610295808,305249878016,296976515072,283627044864,301788889088,327124275200,230392631296,325776158720,294843109376,334586396672,256903692288,290112028672,282680827904,335689543680,353781329920,267463733248,290723524608,263164063744,342012088320,301182672896,285260877824,287516856320,322218315776,330238050304,289293377536,270977134592,296926892032,377323192320,276366094336,317343690752,269525237760,274425696256,301302771712,318078898176,307484672000,294180675584,287027073024,346440364032,342332694528,264121737216
270,304610295808,305249878016,296976515072,283627044864,301788889088,327124275200,230392631296,325776158720,294843109376,334586396672,256903692288,290112028672,282680827904,335689543680,353781329920,267463733248,290723524608,263164063744,342012088320,301182672896,285260877824,287516856320,322218315776,330231414784,289293377536,270977134592,296926892032,377327423488,276366094336,317343690752,269525237760,274425696256,301302771712,318072180736,307484672000,294180675584,287027073024,346440331264,342332694528,264121708544
271,304610295808,305249878016,296976515072,283627044864,301788889088,327124275200,230392631296,325777186816,294843109376,334586396672,256903692288,290112028672,282680827904,335689543680,353781329920,267463733248,290723524608,263164063744,342012088320,301182672896,285260877824,287516856320,322218315776,330231414784,289293377536,270977134592,296926892032,377327423488,276366094336,317343690752,269525237760,274425696256,301302771712,318072180736,307484672000,294180675584,287027073024,346440331264,342332694528,264121708544
272,304610295808,305249878016,296976515072,283627044864,301788889088,327124275200,230392631296,325777186816,294843109376,334586396672,256903692288,290112028672,282680827904,335689543680,353781329920,267467964416,290723524608,263164567552,342012088320,301182672896,285260877824,287516856320,322218315776,330231414784,289293377536,270977134592,296926892032,377327423488,276366094336,317343690752,269527363584,274425696256,301302771712,318072180736,307484672000,294180675584,287027073024,346440331264,342332694528,264121708544
273,304610295808,305250926592,296976490496,283627044864,301788889088,327118909440,230392631296,325777186816,294843109376,334586396672,256903667712,290112028672,282680827904,335689543680,353781329920,267467964416,290723524608,263164567552,342012088320,301182672896,285260877824,287516856320,322218315776,330231414784,289293377536,270977134592,296926892032,377327423488,276366094336,317343690752,269527363584,274425696256,301302771712,318072180736,307484672000,294180675584,287027036160,346440331264,342332694528,264121708544
274,304610295808,305250926592,296976490496,283627044864,301788889088,327118909440,230392631296,325777186816,294843109376,334588469248,256903667712,290112028672,282680827904,335689543680,353781329920,267467964416,290723524608,263165640704,342012088320,301182672896,285260877824,287516856320,322218315776,330231414784,289293377536,270977134592,296926892032,377327423488,276366094336,317343690752,269527363584,274426781696,301302771712,318072180736,307484672000,294180675584,287027036160,346440331264,342332694528,264121708544
275,304610295808,305250926592,296976490496,283627044864,301788889088,327118909440,230392631296,325777186816,294847340544,334588469248,256903667712,290112028672,282680827904,335679041536,353781329920,267467964416,290723524608,263165640704,342012088320,301182672896,285260877824,287516856320,322218315776,330232967168,289293377536,270977134592,296926892032,377327423488,276366094336,317343690752,269527363584,274425933824,301302771712,318072180736,307484672000,294180675584,287027036160,346440331264,342332694528,264121708544
276,304603652096,305250926592,296976490496,283627044864,301788889088,327118909440,230396862464,325777186816,294847340544,334588469248,256903667712,290112028672,282680827904,335679041536,353775214592,267467964416,290724237312,263165640704,342012088320,301182672896,285260877824,287516856320,322218315776,330232967168,289297608704,270977134592,296926892032,377327423488,276366094336,317343690752,269527363584,274425933824,301302771712,318073757696,307484672000,294180675584,287027036160,346440331264,342333517824,264121708544
277,304603652096,305250926592,296978616320,283631276032,301778190336,327118909440,230396862464,325777186816,294847340544,334588469248,256905793536,290103500800,282680827904,335679041536,353775214592,267467964416,290724237312,263165640704,342012088320,301184229376,285260877824,287516856320,322218315776,330232967168,289297608704,270977134592,296926892032,377327423488,276366094336,317345816576,269527334912,274425933824,301302771712,318073757696,307484672000,294180675584,287027036160,346440331264,342333517824,264121708544
278,304603652096,305253052416,296978616320,283631276032,301778190336,327118909440,230396862464,325777186816,294847340544,334588469248,256905793536,290103500800,282680827904,335679041536,353775194112,267467927552,290724237312,263165640704,342012088320,301184229376,285260877824,287516856320,322218315776,330232967168,289297608704,270970494976,296926892032,377327423488,276366094336,317345816576,269527334912,274425933824,301302771712,318073757696,307484672000,294181748736,287027036160,346444562432,342333517824,264121708544
279,304604176384,305253052416,296978616320,283631276032,301778190336,327118909440,230396825600,325777186816,294847303680,334588469248,256905793536,290099826688,282680827904,335679041536,353775194112,267467927552,290724237312,263165640704,342012088320,301184229376,285260877824,287516856320,322212204544,330232967168,289297608704,270970494976,296926863360,377327386624,276366094336,317345787904,269527334912,274419580928,301302771712,318073757696,307478106112,294181748736,287027036160,346444562432,342333517824,264121708544
280,304604176384,305253052416,296978616320,283631276032,301778714624,327118909440,230396825600,325779312640,294847303680,334588469248,256905793536,290099826688,282680827904,335679545344,353775194112,267467927552,290724360192,263165616128,342012088320,301171318784,285260877824,287516856320,322212204544,330232967168,289297608704,270970494976,296926863360,377327386624,276366094336,317345787904,269527334912,274419580928,301306966016,318073757696,307478106112,294183821312,287027036160,346444562432,342333517824,264121708544
281,304604176384,305253052416,296978616320,283631276032,301778694144,327121006592,230396825600,325779312640,294847303680,334588469248,256905793536,290099826688,282680827904,335679545344,353775194112,267467927552,290724360192,263165616128,342012764160,301171318784,285260877824,287516856320,322212184064,330235092992,289297608704,270970494976,296926863360,377327386624,276366094336,317345787904,269527334912,274419580928,301306966016,318073757696,307478106112,294183821312,287027036160,346444562432,342326575104,264121708544
282,304604176384,305253052416,296978616320,283631276032,301778694144,327121006592,230396825600,325779312640,294847303680,334588469248,256905764864,290099826688,282680827904,335680618496,353775194112,267467927552,290724360192,263165616128,342012764160,301171318784,285260877824,287516856320,322212184064,330235092992,289297608704,270970494976,296926863360,377327386624,276366094336,317345787904,269527334912,274419580928,301306966016,318073757696,307478106112,294183821312,287027036160,346444562432,342326575104,264121708544
283,304604176384,305253023744,296978616320,283631239168,301779767296,327121006592,230396825600,325779312640,294847303680,334588469248,256905764864,290101383168,282680827904,335680618496,353776242688,267467927552,290724360192,263165616128,342012764160,301172346880,285261971456,287516856320,322212184064,330235092992,289297608704,270970998784,296926863360,377327386624,276366094336,317345787904,269527334912,274419580928,301306966016,318073757696,307478106112,294183821312,287027036160,346444562432,342326575104,264125939712
284,304605229056,305253023744,296978616320,283631239168,301779767296,327121006592,230396825600,325779312640,294847303680,334588469248,256905764864,290101383168,282680827904,335680618496,353776242688,267467927552,290725371904,263165616128,342012764160,301172346880,285261971456,287516856320,322212184064,330235092992,289297608704,270970998784,296926863360,377327386624,276366094336,317345787904,269527334912,274420609024,301306966016,318075858944,307479683072,294183821312,287027036160,346444562432,342327603200,264125939712
285,304605229056,305253023744,296978616320,283631239168,301779767296,327121006592,230396825600,325779312640,294847303680,334588469248,256905764864,290101383168,282682417152,335680618496,353776242688,267467927552,290725371904,263167741952,342007033856,301172346880,285261971456,287516856320,322213257216,330235092992,289297608704,270970998784,296931094528,377327386624,276359979008,317345787904,269527334912,274420609024,301306966016,318075858944,307479683072,294183821312,287027036160,346444562432,342327603200,264125939712
286,304605229056,305253023744,296978616320,283631239168,301779767296,327121006592,230396825600,325779312640,294847303680,334588469248,256905764864,290101383168,282682417152,335680618496,353776242688,267467927552,290725371904,263167741952,342007033856,301172346880,285261971456,287516856320,322213257216,330235092992,289297608704,270970998784,296931094528,377327386624,276359979008,317345787904,269527334912,274420609024,301306966016,318075858944,307479683072,294183821312,287027036160,346444562432,342327603200,264125939712
287,304605229056,305253023744,296978587648,283631239168,301779767296,327121006592,230396825600,325779312640,294847303680,334592700416,256905764864,290101383168,282674683904,335680618496,353776242688,267467927552,290725371904,263167741952,342007009280,301172346880,285255819264,287516856320,322213257216,330235092992,289297571840,270970998784,296931094528,377320751104,276359979008,317345787904,269527334912,274420609024,301306966016,318075858944,307479683072,294183821312,287027036160,346444562432,342327603200,264125939712
288,304605229056,305253023744,296978587648,283631239168,301779767296,327121006592,230396825600,325779312640,294847303680,334592700416,256905764864,290101358592,282674683904,335680618496,353778339840,267467927552,290712846336,263167741952,342007009280,301172346880,285255819264,287516856320,322213257216,330235064320,289297571840,270972047360,296931094528,377320751104,276359979008,317345787904,269531529216,274420609024,301306966016,318075830272,307479658496,294183821312,287027036160,346444525568,342327603200,264125902848
289,304605229056,305253023744,296978587648,283631239168,301779767296,327121006592,230396825600,325779312640,294847303680,334592700416,256905764864,290101358592,282675757056,335680618496,353778339840,267467927552,290712846336,263167741952,342007009280,301172346880,285255819264,287516856320,322213257216,330235064320,289297571840,270972047360,296931094528,377320751104,276359979008,317350019072,269531529216,274420609024,301306966016,318075830272,307479658496,294183821312,287027036160,346444525568,342329729024,264125902848
290,304605204480,305253023744,296978587648,283631239168,301779767296,327121006592,230396825600,325783515136,294847303680,334592700416,256905764864,290101358592,282675757056,335680618496,353778339840,267467927552,290712846336,263167741952,342007009280,301174472704,285255794688,287516856320,322215329792,330235064320,289297571840,270972047360,296931094528,377320751104,276361007104,317350019072,269531529216,274420609024,301306966016,318075830272,307479658496,294183821312,287020138496,346444525568,342329729024,264125902848
291,304605204480,305253023744,296978587648,283631239168,301779767296,327121006592,230396825600,325783515136,294847303680,334592663552,256905764864,290101358592,282675757056,335680618496,353778339840,267467927552,290712846336,263167713280,342007009280,301174472704,285255794688,287517949952,322215329792,330235064320,289297571840,270972047360,296931094528,377320751104,276361007104,317350019072,269531529216,274422706176,301306966016,318075830272,307481784320,294183821312,287020138496,346444525568,342329729024,264125902848
292,304605204480,305253023744,296978587648,283631239168,301781868544,327121006592,230396825600,325783515136,294847303680,334592663552,256905764864,290103484416,282675757056,335680618496,353778339840,267467927552,290712846336,263167713280,342007009280,301174472704,285255794688,287517949952,322215329792,330235064320,289297571840,270972047360,296931057664,377320751104,276361007104,317350019072,269531529216,274422706176,301306966016,318075830272,307481784320,294183821312,287020138496,346444525568,342329700352,264125902848
293,304605204480,305257254912,296978587648,283631239168,301781868544,327121006592,230396825600,325783515136,294847303680,334592663552,256905764864,290103484416,282675732480,335682691072,353778339840,267467927552,290712821760,263167713280,342007009280,301174444032,285255794688,287517949952,322215329792,330235064320,289297571840,270972047360,296931057664,377322328064,276361007104,317349982208,269531529216,274422706176,301306966016,318075830272,307481784320,294183821312,287020138496,346444525568,342329700352,264125902848
294,304605204480,305257254912,296978587648,283631239168,301781868544,327121006592,230396825600,325783515136,294847303680,334592663552,256905764864,290103484416,282675732480,335682691072,353778339840,267467927552,290712821760,263167713280,342007009280,301174444032,285255794688,287517949952,322215329792,330235064320,289297571840,270974173184,296931057664,377322328064,276361007104,317349982208,269531529216,274422706176,301306966016,318075830272,307481784320,294183821312,287020138496,346444525568,342329700352,264125902848
295,304605204480,305257254912,296978587648,283631239168,301781868544,327121006592,230396825600,325783478272,294847303680,334592663552,256905764864,290103455744,282675732480,335682691072,353778339840,267456925696,290712821760,263167713280,342007009280,301174444032,285255794688,287517949952,322215329792,330235064320,289297571840,270974173184,296931057664,377322328064,276361007104,317349982208,269531529216,274422706176,301306966016,318075830272,307481784320,294183821312,287020138496,346432446464,342329700352,264125902848
296,304605204480,305257254912,296982781952,283631239168,301781868544,327121006592,230396825600,325783478272,294847303680,334592663552,256909996032,290103455744,282675732480,335682691072,353778339840,267456925696,290714918912,263167713280,342007009280,301174444032,285255794688,287510745088,322215329792,330235064320,289297571840,270974173184,296931057664,377322328064,276361007104,317349982208,269531529216,274422706176,301306966016,318075830272,307481784320,294183821312,287020400640,346432708608,342329700352,264125902848
297,304605204480,305257254912,296982781952,283624333312,301781868544,327125237760,230396825600,325783478272,294840672256,334592663552,256909996032,290103455744,282675732480,335682691072,353778339840,267456925696,290714918912,263167713280,342007009280,301174444032,285255794688,287510745088,322215329792,330235064320,289297571840,270974173184,296931057664,377322303488,276361007104,317349982208,269531529216,274422706176,301306966016,318075830272,307481784320,294183821312,287020924928,346432708608,342329700352,264125902848
298,304607330304,305257254912,296982781952,283624333312,301781868544,327125237760,230396825600,325783478272,294840672256,334592663552,256909996032,290103455744,282675732480,335682691072,353778339840,267456925696,290714918912,263167713280,342007009280,301174444032,285255794688,287510745088,322215329792,330239295488,289297571840,270974144512,296931057664,377322303488,276363132928,317349982208,269531529216,274422706176,301306966016,318075830272,307481784320,294183821312,287020904448,346432708608,342329700352,264125902848
299,304607330304,305257218048,296982781952,283624333312,301781868544,327125237760,230396825600,325783478272,294840672256,334592663552,256909996032,290103455744,282675732480,335682691072,353778339840,267456925696,290714918912,263167713280,342007009280,301174444032,285255794688,287510745088,322215329792,330239295488,289297571840,270974144512,296931057664,377322303488,276363132928,317349982208,269531529216,274422706176,301306966016,318075830272,307481784320,294188052480,287020904448,346432708608,342329700352,264125902848
300,304607330304,305257218048,296982781952,283624333312,301781839872,327125237760,230396825600,325783478272,294840672256,334592663552,256909996032,290103455744,282675732480,335682691072,353778339840,267457712128,290714918912,263167713280,342007009280,301174444032,285255794688,287510745088,322215329792,330239295488,289297571840,270974144512,296931057664,377322303488,276363132928,317349982208,269531529216,274422706176,301296304128,318080061440,307481755648,294188052480,287020904448,346433191936,342329700352,264125902848
301,304607301632,305257218048,296982781952,283624333312,301781901312,327125200896,230396825600,325783478272,294840672256,334592663552,256909959168,290103455744,282675732480,335682691072,353782571008,267457712128,290714918912,263167713280,342007009280,301174444032,285257920512,287511797760,322215329792,330239295488,289287450624,270974144512,296931057664,377322303488,276363132928,317349982208,269531529216,274422706176,301296304128,318080061440,307481755648,294188052480,287020904448,346433191936,342329700352,264125902848
302,304607301632,305257218048,296982781952,283626172416,301781901312,327125200896,230396825600,325783478272,294840672256,334592663552,256909959168,290103455744,282677858304,335682691072,353782571008,267457712128,290714918912,263167713280,342009106432,301174444032,285257920512,287511797760,322215329792,330239295488,289287450624,270974144512,296933253120,377324429312,276363132928,317349982208,269531529216,274422706176,301296304128,318080061440,307481755648,294188052480,287020904448,346433191936,342333931520,264125902848
303,304607301632,305257218048,296982781952,283626172416,301781901312,327125200896,230390202368,325783478272,294842249216,334592663552,256909959168,290103455744,282677858304,335686885376,353782571008,267457712128,290714918912,263167713280,342009106432,301174444032,285257891840,287511797760,322215329792,330239295488,289287450624,270974144512,296933253120,377324429312,276363132928,317349982208,269531529216,274422706176,301296304128,318080061440,307481755648,294188052480,287021977600,346433191936,342333931520,264125902848
304,304607301632,305257218048,296982781952,283626172416,301781901312,327125200896,230390202368,325783478272,294842249216,334592663552,256909959168,290103455744,282677858304,335686885376,353782571008,267457712128,290714918912,263167713280,342009106432,301174444032,285257891840,287511797760,322215329792,330239258624,289287450624,270974144512,296933253120,377324429312,276363104256,317349982208,269531529216,274422706176,301296304128,318080024576,307481755648,294188052480,287021977600,346433191936,342333931520,264125902848
305,304611532800,305257218048,296982781952,283626172416,301786071040,327125200896,230390202368,325783478272,294842249216,334593523712,256909959168,290103455744,282677829632,335686885376,353782571008,267458740224,290714918912,263167713280,342009106432,301174444032,285257891840,287513899008,322215329792,330239258624,289287450624,270974144512,296933253120,377324429312,276363104256,317349982208,269531529216,274422706176,301296807936,318080024576,307481755648,294188052480,287021977600,346434240512,342333894656,264125902848
306,304611532800,305257218048,296982781952,283626172416,301786071040,327125200896,230390726656,325783478272,294842224640,334593523712,256909959168,290103455744,282677829632,335686885376,353782534144,267458740224,290714918912,263171907584,342009106432,301178675200,285257891840,287513899008,322219560960,330239258624,289287450624,270974144512,296924422144,377324429312,276363104256,317349982208,269531529216,274422706176,301296807936,318080024576,307481755648,294188052480,287021977600,346434240512,342333894656,264125902848
307,304611532800,305257218048,296982781952,283626172416,301786034176,327125200896,230390726656,325783478272,294842224640,334582153216,256909959168,290103455744,282677829632,335686885376,353782534144,267458740224,290714918912,263171907584,342009106432,301178675200,285257891840,287513899008,322219560960,330239258624,289287450624,270974144512,296924422144,377324429312,276363104256,317349982208,269531529216,274422706176,301296807936,318080024576,307481755648,294188052480,287021977600,346434240512,342333894656,264125902848
308,304611532800,305257218048,296982781952,283626147840,301786034176,327125200896,230390726656,325783478272,294842224640,334582153216,256909959168,290103455744,282677829632,335686885376,353782534144,267458740224,290714918912,263171907584,342009106432,301178675200,285257891840,287513899008,322219560960,330239258624,289287430144,270974144512,296924422144,377324429312,276363104256,317349982208,269531529216,274422706176,301296807936,318080024576,307481755648,294188015616,287024082944,346434240512,342333894656,264125902848
309,304611532800,305257218048,296982781952,283626147840,301786034176,327125200896,230390706176,325783478272,294842224640,334582153216,256909959168,290103455744,282677829632,335686885376,353782534144,267458740224,290714918912,263171907584,342009106432,301178675200,285257891840,287513899008,322219524096,330239258624,289288503296,270974144512,296924401664,377324429312,276363104256,317349982208,269531529216,274422706176,301296807936,318080024576,307485949952,294188015616,287024082944,346434240512,342333894656,264125902848
310,304611495936,305257218048,296982781952,283626147840,301786034176,327125200896,230390706176,325777362944,294842224640,334582636544,256909959168,290103455744,282677829632,335686885376,353782534144,267458740224,290719150080,263171907584,342013300736,301178675200,285257891840,287513899008,322219524096,330239258624,289288503296,270974144512,296924401664,377324429312,276363104256,317343350784,269531529216,274426937344,301296807936,318080024576,307485949952,294188015616,287024082944,346434240512,342333894656,264126996480
311,304611495936,305257218048,296982781952,283626147840,301786034176,327125200896,230391779328,325777362944,294842224640,334582636544,256909959168,290103455744,282677829632,335686885376,353782534144,267458740224,290719150080,263171907584,342013300736,301178638336,285257891840,287513870336,322219524096,330239258624,289288503296,270974144512,296924401664,377324429312,276363104256,317343350784,269531529216,274426937344,301297881088,318080024576,307485949952,294188015616,287024082944,346434240512,342333894656,264126996480
312,304611495936,305257218048,296982781952,283626147840,301786034176,327125200896,230391779328,325777362944,294844350464,334582636544,256909959168,290107686912,282677829632,335686885376,353782534144,267458740224,290719150080,263171907584,342013300736,301178638336,285257891840,287513870336,322219524096,330239258624,289288503296,270974144512,296924401664,377324400640,276363104256,317343350784,269531529216,274426937344,301299986432,318080024576,307485949952,294188015616,287024082944,346436366336,342333894656,264126996480
313,304611495936,305250299904,296982781952,283628273664,301786034176,327125200896,230391779328,325777362944,294844350464,334582636544,256909959168,290107686912,282677829632,335686885376,353782534144,267458740224,290719150080,263171907584,342013300736,301178638336,285262123008,287513870336,322219524096,330239258624,289288503296,270974144512,296925974528,377328631808,276363104256,317343350784,269524897792,274426937344,301299986432,318080024576,307485949952,294188015616,287024050176,346436366336,342333894656,264119787520
314,304611495936,305250299904,296982765568,283628273664,301786034176,327125200896,230391754752,325777342464,294844350464,334583709696,256909959168,290107686912,282677829632,335686885376,353782534144,267460837376,290719150080,263171907584,342013300736,301178638336,285262123008,287513870336,322219524096,330239934464,289290608640,270974144512,296925974528,377328631808,276363104256,317343350784,269524897792,274426937344,301299986432,318080024576,307485949952,294188015616,287024050176,346436366336,342333894656,264119787520
315,304611495936,305250299904,296982765568,283628244992,301786034176,327118569472,230391754752,325777342464,294844350464,334583709696,256909959168,290107650048,282677829632,335686885376,353782534144,267460837376,290719150080,263171907584,342013300736,301178638336,285262123008,287513870336,322219524096,330239934464,289290608640,270978375680,296925974528,377328631808,276363104256,317343350784,269524897792,274426900480,301299986432,318080024576,307485949952,294188015616,287024050176,346436366336,342333894656,264119787520
316,304611495936,305250299904,296982765568,283628244992,301786034176,327118569472,230391754752,325777342464,294844350464,334583709696,256909959168,290107650048,282677829632,335686885376,353782534144,267460837376,290719113216,263171907584,342013300736,301178638336,285262123008,287513870336,322219524096,330239934464,289290608640,270978338816,296925974528,377328631808,276367335424,317343854592,269524897792,274426900480,301299986432,318080024576,307485949952,294188015616,287024050176,346436337664,342333894656,264119787520
317,304611495936,305251106816,296982765568,283628244992,301786034176,327119093760,230391754752,325777342464,294844350464,334583709696,256909959168,290107650048,282677829632,335686885376,353782534144,267460837376,290719113216,263171907584,342013300736,301178638336,285262123008,287513870336,322219524096,330239934464,289290575872,270978338816,296925974528,377328631808,276367335424,317343854592,269524897792,274426900480,301299986432,318080024576,307485949952,294188015616,287024050176,346436337664,342333894656,264119787520
318,304611495936,305251106816,296982765568,283628244992,301786034176,327119093760,230391754752,325778415616,294844321792,334583709696,256909959168,290107650048,282682060800,335686885376,353782534144,267460837376,290719113216,263171907584,342013300736,301178638336,285262123008,287513870336,322219524096,330232623104,289290575872,270978338816,296925974528,377328594944,276367335424,317343854592,269524897792,274426900480,301299953664,318080024576,307485949952,294188015616,287024050176,346436337664,342333894656,264120840192
319,304611495936,305251106816,296976670720,283628244992,301786034176,327119093760,230391754752,325778415616,294844321792,334583685120,256909959168,290107650048,282682060800,335686885376,353782534144,267460837376,290719113216,263171907584,342013300736,301178638336,285262123008,287513870336,322219524096,330232623104,289290575872,270978338816,296925974528,377328594944,276367335424,317343854592,269525422080,274426900480,301299953664,318080024576,307485949952,294181113856,287024050176,346436337664,342333894656,264120840192
320,304611495936,305251106816,296976670720,283628244992,301786034176,327119093760,230391754752,325778415616,294844321792,334583685120,256910663680,290107650048,282682060800,335686885376,353782534144,267460837376,290719113216,263171907584,342013300736,301178638336,285262086144,287513870336,322219524096,330233126912,289290575872,270978338816,296925974528,377328594944,276367298560,317344927744,269525422080,274426900480,301299953664,318080024576,307485949952,294181113856,287024050176,346436337664,342333894656,264120840192
321,304611495936,305251106816,296977723392,283628244992,301786034176,327119093760,230391754752,325778415616,294844321792,334583685120,256910663680,290107650048,282682060800,335687544832,353782534144,267460837376,290719113216,263171907584,342013300736,301178638336,285262086144,287513870336,322219524096,330234200064,289290575872,270978338816,296925974528,377328594944,276367298560,317344927744,269525422080,274426900480,301299953664,318080024576,307485949952,294181113856,287024050176,346436337664,342333894656,264120840192
322,304611495936,305251086336,296977723392,283628244992,301786034176,327119093760,230391754752,325778391040,294844321792,334583685120,256903323648,290107650048,282682060800,335687544832,353782534144,267460837376,290719113216,263171907584,342013300736,301178638336,285262086144,287513870336,322219524096,330234200064,289290575872,270978338816,296928100352,377328594944,276367298560,317344927744,269525422080,274426900480,301299953664,318080024576,307485949952,294181113856,287024050176,346436337664,342333894656,264120840192
323,304611495936,305251086336,296977723392,283628244992,301786034176,327120146432,230391754752,325778391040,294844321792,334583685120,256903323648,290107650048,282682023936,335687544832,353782534144,267460837376,290719113216,263171907584,342013300736,301178638336,285262086144,287513870336,322219524096,330234200064,289290575872,270978338816,296928100352,377328594944,276367298560,317344927744,269525422080,274426900480,301299953664,318080024576,307485949952,294181113856,287024050176,346436337664,342334738432,264120840192
324,304611495936,305251086336,296977723392,283628244992,301786034176,327120146432,230391754752,325778391040,294844321792,334585810944,256903847936,290107650048,282682023936,335687544832,353784164352,267460837376,290719113216,263171907584,342013300736,301178638336,285262086144,287513870336,322219524096,330234200064,289290575872,270978338816,296928100352,377328594944,276367298560,317344927744,269526450176,274426900480,301299953664,318073892864,307485949952,294181900288,287024050176,346436337664,342335000576,264120840192
325,304611495936,305251086336,296977723392,283628244992,301786034176,327120146432,230391754752,325778391040,294844321792,334585810944,256903847936,290107650048,282682023936,335679987712,353784164352,267460837376,290719113216,263171907584,342013300736,301178638336,285262086144,287518064640,322219524096,330234200064,289290575872,270978338816,296928100352,377328594944,276367298560,317344927744,269526450176,274426900480,301299953664,318073892864,307485949952,294181900288,287024050176,346436337664,342335000576,264120815616
