%util,aceph01,aceph02,aceph03,aceph04
295,0.2,0.2,0.08,0.28
296,0.68,0.92,0.68,0.64
297,0.12,0.48,0.28,0.4
298,0.16,0.52,0.44,0.24
299,0.594,0.48,0.52,0.64
300,0.44,0.32,0.24,0.68
301,0.0,0.08,0.08,0.28
302,0.16,0.12,0.12,0.28
303,0.12,0.2,0.12,0.16
304,0.76,1.12,0.68,0.68
305,0.6,0.68,0.52,0.4
306,0.24,0.24,0.12,0.28
307,0.52,0.72,0.72,1.04
308,0.16,0.4,0.28,0.32
309,0.24,0.48,0.24,0.2
310,0.0,0.04,0.0,0.0
311,0.44,0.52,0.64,0.52
312,0.4,0.76,1.08,0.6
313,0.8,0.88,0.32,0.24
314,0.76,0.52,0.72,0.8
315,0.28,0.52,0.64,0.2
316,0.2,0.24,0.6,0.32
317,0.24,0.28,0.44,0.56
318,0.0,0.0,0.0,0.0
319,0.52,0.48,0.52,0.48
320,0.2,0.56,0.28,0.2
321,0.2,0.28,0.44,0.2
322,0.36,0.36,0.68,0.16
323,0.32,0.12,0.52,0.12
324,0.04,0.04,0.0,0.04
325,0.2,0.08,0.2,0.16
326,0.24,0.24,0.318,0.32
327,0.6,0.36,0.44,0.52
328,0.32,0.28,0.44,0.2
329,0.4,0.24,0.32,0.44
330,0.16,0.36,0.24,0.12
331,0.72,0.48,0.76,0.32
332,1.2,1.08,0.44,0.68
333,0.32,0.08,0.2,0.12
334,0.16,0.36,0.12,0.08
335,0.56,1.08,0.88,1.32
336,0.4,0.32,0.52,0.36
337,0.2,0.24,0.12,0.12
338,0.96,0.48,0.6,0.36
339,0.16,0.12,0.0,0.16
340,0.24,0.04,0.2,0.36
341,0.28,0.4,0.28,0.4
342,0.24,0.24,0.04,0.04
343,0.32,0.32,0.32,0.64
344,1.08,0.84,1.16,1.04
345,0.48,0.48,0.44,0.56
346,0.32,0.28,0.2,0.44
347,0.12,0.04,0.12,0.16
348,0.2,0.16,0.12,0.08
349,0.12,0.32,0.2,0.24
350,0.6,0.24,0.56,0.28
351,0.64,0.92,0.52,0.84
352,0.4,0.32,0.36,0.52
353,0.04,0.0,0.08,0.08
354,0.48,0.52,0.52,0.6
355,0.48,0.32,0.12,0.4
356,0.52,0.36,0.48,0.24
357,0.64,0.32,0.36,0.2
358,0.2,0.16,0.12,0.12
359,0.04,0.04,0.0,0.0
360,0.64,0.8,0.88,0.2
361,1.08,0.8,0.72,0.88
362,0.04,0.0,0.04,0.0
363,0.0,0.12,0.12,0.16
364,0.12,0.08,0.04,0.24
365,0.24,0.24,0.36,0.24
366,0.16,0.16,0.0,0.04
367,0.6,0.8,0.68,0.84
368,0.24,0.28,0.4,0.4
369,0.08,0.04,0.0,0.08
370,0.36,0.52,0.28,0.32
371,0.44,0.64,0.44,0.28
372,1.0,0.76,1.12,1.16
373,0.68,0.6,0.8,0.68
374,0.24,0.16,0.08,0.04
375,0.4,0.6,0.32,0.28
376,0.8,0.48,0.56,0.64
377,0.12,0.44,0.68,0.36
378,0.08,0.16,0.08,0.16
379,0.32,0.16,0.08,0.08
380,0.36,0.16,0.2,0.48
381,0.8,0.8,0.8,0.96
382,0.08,0.0,0.04,0.0
383,0.28,0.2,0.24,0.24
384,0.12,0.08,0.04,0.0
385,0.96,0.52,0.68,0.52
386,0.8,0.52,0.76,0.72
387,0.04,0.32,0.08,0.12
388,0.48,0.4,0.44,0.52
389,0.16,0.16,0.0,0.16
390,0.64,0.64,0.32,0.48
391,0.68,0.68,0.4,0.4
392,0.4,0.32,0.4,0.44
393,0.32,0.24,0.48,0.32
394,0.16,0.24,0.6,0.12
395,0.36,0.72,0.32,0.32
396,0.0,0.08,0.04,0.08
397,0.4,0.36,0.36,0.28
398,0.28,0.44,0.44,0.44
399,0.04,0.12,0.24,0.24
