stat_bytes_avail,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
395,694901366784,694251913216,702526349312,715884019712,697723101184,672383926272,769114853376,673732673536,704667377664,664926494720,742603059200,709405679616,716832849920,663822245888,645726580736,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589173760,622184452096,723151679488,682160570368,729977597952,725086416896,698211708928,681429106688,692027314176,705321119744,712490708992,653073674240,657175228416,735384084480
396,694901366784,694251913216,702526349312,715884019712,697723101184,672383926272,769114853376,673732673536,704667377664,664926494720,742603059200,709405679616,716832849920,663822245888,645726580736,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589173760,622184452096,723151679488,682160570368,729977597952,725086416896,698211708928,681429106688,692027314176,705321119744,712490708992,653073674240,657175228416,735384084480
397,694901366784,694251913216,702526349312,715884019712,697723101184,672383926272,769114853376,673732673536,704667377664,664926494720,742603059200,709405679616,716832849920,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589173760,622184452096,723151679488,682160570368,729977597952,725086416896,698211708928,681429106688,692027314176,705321119744,712490708992,653073674240,657175228416,735384084480
398,694901366784,694251913216,702526349312,715884019712,697723101184,672383926272,769114853376,673732673536,704667377664,664926494720,742603059200,709405679616,716832849920,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589173760,622184452096,723151679488,682160570368,729977597952,725086416896,698211708928,681429106688,692027314176,705321119744,712490708992,653073674240,657175228416,735384084480
399,694901366784,694251913216,702526349312,715884019712,697723101184,672383926272,769114853376,673732673536,704667377664,664926494720,742603059200,709405679616,716832849920,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589149184,622184452096,723151679488,682160570368,729977597952,725086416896,698211708928,681429106688,692027314176,705321119744,712490708992,653073674240,657175228416,735384084480
400,694901366784,694251913216,702526349312,715884019712,697723101184,672383926272,769114853376,673732673536,704667377664,664926494720,742603059200,709405679616,716832849920,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589149184,622184452096,723151679488,682160570368,729977597952,725086416896,698211708928,681429106688,692027314176,705321119744,712490708992,653073674240,657175228416,735384084480
401,694901366784,694251913216,702526349312,715884019712,697723101184,672383926272,769114853376,673732673536,704667377664,664926494720,742603059200,709405679616,716832849920,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589149184,622184452096,723151679488,682160570368,729977597952,725086416896,698211708928,681429106688,692027314176,705321119744,712490708992,653073674240,657175228416,735384084480
402,694901366784,694251913216,702526349312,715884019712,697723101184,672383926272,769114853376,673732673536,704667377664,664926494720,742603059200,709405679616,716832849920,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589149184,622184452096,723151679488,682160570368,729977597952,725086416896,698211708928,681429106688,692027314176,705321119744,712490708992,653073674240,657175228416,735384084480
403,694901366784,694251913216,702528606208,715884019712,697723101184,672383926272,769114853376,673732673536,704667377664,664926494720,742603059200,709405679616,716832849920,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589149184,622184452096,723151679488,682160570368,729977597952,725086416896,698211708928,681429106688,692027314176,705321119744,712490708992,653073674240,657175228416,735384084480
404,694901366784,694251913216,702528606208,715884019712,697723101184,672383926272,769114853376,673732673536,704667377664,664926494720,742603059200,709405679616,716832849920,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589149184,622184452096,723151679488,682160570368,729977597952,725086416896,698211708928,681429106688,692027314176,705321119744,712490708992,653073674240,657175228416,735384084480
405,694901366784,694251913216,702528606208,715884019712,697723101184,672383926272,769114853376,673732673536,704667377664,664926494720,742603059200,709405679616,716832849920,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589169664,622184452096,723151679488,682160570368,729977597952,725086416896,698211708928,681429106688,692027314176,705321119744,712490708992,653073674240,657175228416,735384084480
406,694901366784,694251913216,702528606208,715884019712,697723101184,672383926272,769114853376,673732673536,704667377664,664926494720,742603059200,709405679616,716832849920,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589169664,622184452096,723151679488,682160570368,729977597952,725086416896,698210660352,681429106688,692027314176,705321119744,712490708992,653073674240,657175228416,735384084480
407,694901366784,694251913216,702528606208,715884019712,697723101184,672383926272,769114853376,673732673536,704667377664,664926494720,742603059200,709405679616,716832849920,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589169664,622184452096,723151679488,682156355584,729977597952,725086416896,698210660352,681429106688,692027314176,705321119744,712490708992,653073674240,657175228416,735384084480
408,694901366784,694251913216,702528606208,715884019712,697723101184,672383926272,769114853376,673732673536,704667377664,664926494720,742603059200,709405679616,716832849920,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589169664,622184452096,723151679488,682156355584,729977597952,725086416896,698210660352,681429106688,692027314176,705321119744,712490708992,653073674240,657175228416,735384084480
409,694901366784,694251913216,702528606208,715884019712,697723101184,672383926272,769114853376,673732673536,704667377664,664926494720,742603059200,709405679616,716832849920,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589169664,622184452096,723151679488,682156355584,729977597952,725086416896,698210660352,681429106688,692027314176,705321119744,712490708992,653073674240,657175228416,735384084480
410,694901366784,694251913216,702528606208,715884019712,697723101184,672383926272,769114853376,673732673536,704667377664,664926494720,742603059200,709405679616,716832849920,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589169664,622184452096,723151679488,682156392448,729977597952,725086924800,698210660352,681429106688,692027314176,705321119744,712490708992,653073674240,657175228416,735384084480
411,694901366784,694251913216,702528606208,715884019712,697723101184,672383926272,769114853376,673732673536,704667377664,664926494720,742603059200,709405679616,716831797248,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589169664,622184452096,723151679488,682156392448,729977597952,725086924800,698210660352,681429106688,692027314176,705321119744,712490708992,653071581184,657175228416,735384084480
412,694901366784,694251913216,702528606208,715884019712,697723101184,672383926272,769114853376,673732673536,704667377664,664926494720,742603059200,709405679616,716831797248,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589169664,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027314176,705321119744,712490708992,653071581184,657175228416,735384084480
413,694901366784,694251913216,702528606208,715884019712,697723101184,672383926272,769114853376,673732673536,704667377664,664926494720,742603059200,709405679616,716831797248,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589169664,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027314176,705321119744,712490708992,653071581184,657175228416,735384084480
414,694901366784,694251913216,702528606208,715884019712,697723101184,672383926272,769114853376,673732546560,704667377664,664926494720,742603059200,709405679616,716831797248,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589169664,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027314176,705321119744,712490708992,653071581184,657175228416,735384084480
415,694901366784,694251913216,702528606208,715884019712,697723101184,672383926272,769112793088,673732546560,704667377664,664926494720,742603059200,709405679616,716831797248,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589169664,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027314176,705321119744,712490708992,653071581184,657175228416,735384084480
416,694901366784,694251913216,702528606208,715884019712,697723101184,672383926272,769112793088,673732546560,704667377664,664926494720,742603059200,709405679616,716831817728,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677298024448,669269872640,710221701120,728534990848,702589169664,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027314176,705321119744,712490708992,653071605760,657175228416,735384084480
417,694901366784,694251913216,702528606208,715884019712,697723101184,672383926272,769112793088,673732567040,704667377664,664926494720,742603059200,709405679616,716831817728,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589169664,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027314176,705321119744,712490708992,653071605760,657175228416,735384084480
418,694901366784,694251913216,702528606208,715884019712,697723101184,672383926272,769112793088,673732567040,704667377664,664926494720,742603059200,709405679616,716831817728,663822245888,645728882688,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027314176,705321119744,712490708992,653071605760,657175228416,735384084480
419,694901366784,694251913216,702528606208,715884019712,697723101184,672383926272,769112793088,673732567040,704667377664,664926494720,742603059200,709405679616,716831817728,663822245888,645726814208,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027314176,705321119744,712490708992,653071605760,657175228416,735384084480
420,694900846592,694251913216,702528606208,715884019712,697723101184,672383926272,769112817664,673732567040,704667377664,664926494720,742603059200,709405679616,716831817728,663822245888,645726814208,732051431424,708792901632,736341413888,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027314176,705321119744,712490708992,653071605760,657175228416,735384084480
421,694900846592,694251913216,702528606208,715884019712,697723101184,672383926272,769112817664,673732567040,704667377664,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
422,694900846592,694251913216,702528606208,715884019712,697723101184,672383926272,769112817664,673732567040,704666353664,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
423,694900867072,694251913216,702528606208,715884019712,697723101184,672383926272,769112817664,673732567040,704666353664,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
424,694900867072,694251913216,702528606208,715884019712,697723101184,672383926272,769112817664,673732567040,704666353664,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
425,694900867072,694251913216,702528606208,715884019712,697723101184,672383926272,769112817664,673732567040,704666353664,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
426,694900867072,694251913216,702528606208,715884019712,697723101184,672383926272,769112817664,673732567040,704666353664,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
427,694900867072,694251913216,702528606208,715884019712,697723101184,672383926272,769112817664,673732567040,704666374144,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
428,694900867072,694251913216,702528606208,715884019712,697723101184,672383926272,769112817664,673732567040,704666374144,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
429,694900867072,694251913216,702528606208,715884019712,697723101184,672383926272,769112817664,673732567040,704666374144,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
430,694900867072,694251913216,702528606208,715884019712,697723101184,672383926272,769112817664,673732567040,704666374144,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
431,694900867072,694251913216,702528606208,715884019712,697723101184,672383926272,769112817664,673732567040,704666374144,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
432,694900867072,694251913216,702528606208,715884019712,697723101184,672383926272,769112817664,673732567040,704666374144,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
433,694900867072,694251913216,702528606208,715884019712,697723101184,672383926272,769112817664,673732567040,704666374144,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
434,694900867072,694251913216,702528606208,715884019712,697723101184,672383926272,769112817664,673732567040,704666374144,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
435,694900867072,694253944832,702528606208,715884019712,697723101184,672383926272,769112817664,673732567040,704666374144,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
436,694900867072,694253944832,702528606208,715884019712,697723101184,672383926272,769112817664,673732567040,704666374144,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
437,694900867072,694253944832,702520201216,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
438,694900867072,694253944832,702520201216,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714252120064,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
439,694900867072,694253944832,702520201216,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
440,694900867072,694253944832,702520201216,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
441,694900867072,694253944832,702520201216,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
442,694900867072,694253944832,702520254464,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
443,694900867072,694253944832,702520254464,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742603059200,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
444,694900867072,694253944832,702520254464,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742602579968,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
445,694900867072,694253944832,702520254464,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742602579968,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
446,694900867072,694253944832,702520254464,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742602579968,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725086924800,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
447,694900867072,694253944832,702520254464,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742602579968,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725084844032,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
448,694900867072,694253944832,702520254464,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742602579968,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725084844032,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
449,694900867072,694253944832,702520254464,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742602579968,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725084844032,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
450,694900867072,694253944832,702520254464,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742602579968,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725084844032,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
451,694900867072,694253944832,702520254464,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742602579968,709405679616,716831817728,663822245888,645726838784,732051431424,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725084844032,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
452,694900867072,694253944832,702520254464,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742602579968,709405679616,716831817728,663822245888,645726838784,732051472384,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725084844032,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
453,694900867072,694253944832,702520254464,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742602579968,709405679616,716831817728,663822245888,645726838784,732051472384,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725084844032,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
454,694900867072,694253944832,702520254464,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742602579968,709405679616,716831817728,663822245888,645726838784,732051472384,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725084844032,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
455,694900867072,694253944832,702520254464,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742602579968,709405679616,716831817728,663822245888,645726838784,732051472384,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725084844032,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
456,694900867072,694253944832,702520254464,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742602579968,709405679616,716831817728,663822245888,645726838784,732051472384,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725084844032,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
457,694900867072,694253944832,702520254464,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742602579968,709405679616,716831817728,663822245888,645726838784,732051472384,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725084844032,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
458,694900867072,694253944832,702520254464,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742602579968,709405679616,716831817728,663822245888,645726838784,732051472384,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725084844032,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
459,694900867072,694253944832,702520254464,715884019712,697727078400,672383926272,769112817664,673732567040,704666374144,664926494720,742602579968,709405679616,716831817728,663822245888,645726838784,732051472384,708792901632,736341635072,657495838720,698330492928,714250051584,712001368064,677297029120,669269872640,710221701120,728534990848,702589038592,622184452096,723151679488,682156392448,729977597952,725084844032,698210680832,681429106688,692027240448,705321119744,712490708992,653071605760,657175228416,735384084480
