avgqu-sz,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
322,8.16,8.0,8.08,8.0,8.08,8.08,7.92,7.84,7.84,8.0,8.08,13.55,53.57,8.3,7.92,8.08,8.16,8.0,8.0,7.92,7.92,7.99,8.25,8.0,8.07,7.92,8.16,8.0,8.16,8.08,7.91,8.08,7.94,8.0,8.0,7.92,8.0,8.0,8.0,8.0,7.92,8.0,7.92,8.08,8.0,8.16,8.08,8.08,8.0,8.08,8.08,8.0,8.08,8.0,8.08,8.08,7.92,8.0,8.0,8.0,7.92,8.08,8.0,8.0,8.08,7.92,8.08,8.0,8.0,8.0,8.0,8.08,8.0,8.08,8.08,8.0,7.69,8.0,8.0,8.0,8.16,8.08,8.0,8.08,8.11,8.16,8.08,7.92,7.92,8.0,8.0,8.0,8.0,8.0,8.0,7.92,8.08,8.08,8.08,8.0,8.0,8.08,8.0,8.0,8.0,8.08,8.0,8.16,8.0,8.16,8.0,8.07,8.0,8.16,8.08,8.71,7.92,7.84,8.0,8.08,8.0,9.7,8.0,8.0,8.08,8.08,8.11,8.08,8.08,8.08,8.0,8.11,8.0,8.0,7.99,8.08,8.0,8.16,8.0,8.0
323,7.84,7.92,8.0,7.92,8.0,8.0,8.08,8.08,8.0,8.0,8.41,8.08,8.08,207.27,7.92,8.08,8.0,8.08,8.08,8.0,8.0,8.16,7.84,7.84,8.0,8.08,7.91,8.08,8.0,8.08,8.0,7.84,8.0,8.2,8.16,7.92,8.08,8.0,7.92,8.08,8.16,8.16,8.0,8.0,8.0,8.0,8.0,8.08,8.08,8.0,7.92,8.0,8.0,8.08,8.0,7.84,8.08,7.92,8.08,8.0,7.92,8.0,8.0,8.0,7.92,8.08,8.08,7.92,8.08,8.08,8.0,8.0,8.0,8.08,8.0,8.08,8.08,7.84,8.0,8.0,7.92,8.0,7.84,7.92,8.0,8.0,8.0,8.0,8.0,8.0,8.08,8.08,8.0,8.08,8.08,8.08,8.0,8.08,8.08,8.08,8.0,8.0,8.08,8.0,8.0,8.08,8.0,8.0,8.08,7.92,8.16,7.84,7.92,8.08,8.0,8.79,23.67,8.08,8.08,7.92,7.99,8.15,8.42,8.0,8.0,8.08,7.92,8.0,8.0,8.0,8.08,7.97,8.92,8.0,8.0,7.92,8.58,8.0,8.0,8.0
324,7.92,8.0,8.08,8.0,7.92,8.0,7.92,8.0,8.08,8.0,103.47,8.08,8.08,7.99,8.16,8.0,7.84,8.0,8.08,7.84,8.0,8.0,8.16,8.0,8.08,8.03,8.08,8.16,8.0,8.0,7.92,8.0,8.05,8.0,8.0,8.0,7.92,8.0,8.08,8.0,7.92,8.0,8.0,8.08,8.0,8.0,8.08,8.0,7.92,8.0,8.08,8.08,8.16,8.0,7.84,8.08,8.0,7.92,8.0,8.08,8.08,7.92,8.08,8.0,8.0,8.0,8.0,8.08,8.08,8.0,8.0,8.08,8.0,8.08,8.08,7.92,8.07,8.0,8.15,8.16,8.16,7.92,8.08,8.0,8.0,8.0,8.08,8.08,8.08,8.0,8.08,8.0,8.08,7.92,8.08,8.0,8.0,8.0,8.08,8.0,8.0,8.16,7.84,8.08,8.08,8.0,8.16,8.16,8.0,8.08,7.99,8.16,8.08,8.08,8.08,8.08,8.07,8.08,8.0,8.08,8.0,7.92,13.87,8.51,8.08,8.0,8.16,8.0,8.08,8.0,8.0,7.84,20.69,8.08,8.0,8.08,19.56,7.92,14.39,8.08
325,7.87,8.0,8.0,8.0,8.16,8.0,8.08,8.0,7.84,8.0,8.33,8.08,8.0,8.16,8.08,8.0,8.16,7.92,8.0,8.03,8.0,7.92,7.92,7.92,7.92,8.0,8.0,7.92,8.0,8.08,8.16,8.08,7.95,8.08,8.0,8.08,8.08,8.0,8.08,7.92,8.08,8.08,8.0,8.0,8.08,8.08,8.08,8.08,8.16,8.0,8.0,8.0,8.08,8.0,7.99,8.08,8.0,8.08,8.0,8.0,8.0,8.0,8.08,8.08,8.0,7.92,8.0,8.0,8.0,8.08,8.0,8.08,8.08,7.84,7.92,8.0,8.0,8.0,8.0,8.08,8.0,8.0,7.92,7.91,8.0,8.0,8.03,8.0,8.0,8.16,8.08,8.08,8.08,8.08,8.08,8.08,8.16,8.0,8.0,8.08,8.08,8.0,8.0,7.92,8.0,7.84,8.0,8.08,8.08,8.0,8.08,7.92,7.84,8.72,8.08,8.0,8.08,8.16,8.7,8.64,8.16,7.92,8.0,155.2,8.08,8.16,8.0,8.08,7.95,8.08,8.0,8.0,8.06,8.0,8.08,11.08,8.08,8.0,130.29,8.08
326,8.0,8.0,8.0,7.92,7.77,8.08,8.0,8.0,7.92,7.84,8.08,8.08,7.92,7.92,7.92,7.92,8.0,8.08,8.0,8.05,8.08,8.0,8.08,8.16,8.08,8.08,8.0,8.08,8.0,7.92,8.0,8.08,8.16,8.0,8.08,8.03,8.0,8.08,8.0,8.08,7.92,8.16,8.0,8.0,8.0,7.92,8.08,7.92,7.92,8.08,8.0,8.08,8.0,7.92,8.08,8.07,8.0,8.0,8.0,8.08,8.0,8.08,8.08,8.08,8.08,7.92,8.0,8.08,8.0,7.92,8.0,7.92,7.92,8.0,8.08,8.0,8.0,8.0,8.0,8.08,8.08,8.08,8.0,8.08,7.84,7.92,7.92,7.92,8.0,8.0,8.0,8.0,8.08,8.08,8.0,8.08,8.0,7.92,8.0,8.0,8.08,8.0,8.0,8.0,8.08,8.08,7.92,8.08,8.0,8.0,8.0,9.1,8.0,8.89,8.0,8.16,8.0,8.0,8.08,111.42,8.35,8.0,8.08,8.06,8.0,8.0,8.0,8.08,7.97,8.0,8.16,9.05,7.94,9.28,16.0,26.92,8.0,8.16,8.07,26.12
327,7.92,8.0,8.08,8.0,8.0,8.0,7.92,8.08,8.08,7.92,8.08,8.0,8.08,8.0,8.08,8.08,8.0,8.08,8.0,8.0,8.0,8.16,8.0,8.0,7.92,8.08,8.0,8.0,8.0,8.0,7.92,8.0,8.0,7.99,7.92,8.08,8.08,8.08,7.99,8.08,8.16,7.92,8.0,8.08,8.08,8.0,7.92,8.16,8.08,8.0,8.0,7.92,7.92,8.0,8.16,8.08,8.08,7.92,7.92,8.08,8.0,8.0,8.0,8.08,8.0,8.08,8.0,8.0,8.0,8.16,8.0,8.08,8.0,8.08,8.08,8.08,8.0,8.0,8.08,8.0,8.0,8.08,8.0,8.08,8.08,8.0,7.92,8.08,8.08,8.07,8.08,8.08,8.0,8.0,8.08,8.08,8.08,8.16,7.92,8.08,8.0,8.08,8.16,8.08,8.08,8.0,8.16,7.84,8.08,8.08,8.0,8.51,8.0,7.92,8.16,8.08,7.92,8.0,7.92,8.41,9.09,8.16,8.15,8.0,8.0,8.0,8.44,8.0,8.11,8.08,8.08,15.04,7.84,10.67,130.29,8.03,8.0,26.91,8.0,8.06
328,7.92,8.0,8.0,8.0,8.0,8.0,8.08,8.0,7.92,7.92,8.0,8.0,8.0,8.08,8.0,8.0,8.08,8.0,8.0,7.84,8.0,7.84,8.0,8.16,8.0,8.0,8.0,8.08,7.95,8.08,8.0,7.84,8.0,8.16,8.08,7.77,7.92,7.92,8.08,8.08,7.92,8.08,8.0,8.0,8.0,8.08,8.0,8.0,8.0,8.08,8.0,8.08,8.08,8.08,8.08,7.92,7.92,8.0,8.08,8.08,8.08,7.92,8.0,8.0,7.84,8.0,8.0,8.0,7.92,7.92,8.03,7.92,8.0,8.08,8.08,8.0,8.16,8.0,7.92,8.0,8.08,8.11,7.84,8.08,8.07,8.0,8.16,8.08,8.0,8.0,8.0,7.84,8.08,7.99,8.0,8.08,8.08,8.0,8.08,8.08,8.08,8.07,8.0,7.95,7.92,8.08,8.0,8.0,7.84,8.15,8.08,8.0,8.59,8.08,11.95,7.92,8.0,8.0,8.08,8.0,7.92,8.0,8.0,8.03,8.08,8.08,8.03,8.5,8.0,7.92,8.0,7.82,8.0,8.08,7.94,8.08,8.08,8.07,8.0,7.95
329,7.91,8.0,8.08,7.92,8.16,7.84,8.0,7.99,8.08,8.0,8.0,8.08,8.16,8.0,8.08,8.08,8.0,8.08,8.0,7.92,7.99,8.08,8.0,8.0,8.0,8.0,7.92,8.0,8.08,30.33,8.08,8.08,8.08,7.92,7.92,8.16,7.95,8.08,8.08,7.92,8.03,7.92,8.08,8.0,8.08,8.0,8.08,7.92,8.08,8.08,8.0,13.39,7.99,7.92,8.08,8.08,8.16,8.08,8.0,7.84,8.08,8.0,7.92,8.16,8.0,8.0,8.0,8.08,8.16,8.08,8.0,8.08,8.0,8.0,7.84,8.0,7.99,8.0,8.0,8.0,7.92,7.99,8.0,8.0,8.0,8.0,8.0,8.0,8.08,8.08,8.08,8.16,8.08,7.92,8.08,8.0,8.0,8.0,8.0,8.0,8.08,8.08,8.0,8.08,8.08,7.99,8.08,8.08,8.16,8.0,8.0,8.0,7.92,8.0,101.64,8.08,8.0,8.7,8.07,8.0,8.08,8.0,8.0,8.08,8.0,8.08,8.0,8.0,8.07,8.08,7.92,8.08,8.0,8.0,7.92,8.0,8.08,8.0,8.0,8.0
330,8.16,8.0,7.92,8.0,8.0,8.08,8.0,8.0,8.0,8.0,8.08,8.08,8.08,8.08,8.08,8.0,8.08,8.0,8.0,8.0,8.08,8.0,8.0,7.92,8.08,8.0,8.0,8.0,7.84,169.33,8.0,7.92,8.0,8.16,8.0,7.92,8.08,8.0,8.16,8.08,8.0,8.08,7.92,8.08,7.99,8.16,8.0,8.08,8.0,7.92,8.0,72.6,8.11,8.0,7.92,8.0,8.0,8.08,8.0,8.08,8.0,8.0,8.11,7.84,8.16,8.08,8.08,8.0,8.08,7.92,8.08,8.08,8.0,7.92,8.16,7.92,8.08,8.08,8.08,8.08,8.16,7.92,8.0,8.0,7.92,8.0,8.08,8.08,8.0,8.08,8.0,7.84,8.08,8.16,8.08,8.08,8.0,8.0,8.08,8.0,8.08,8.0,8.0,8.0,7.99,8.0,8.0,8.16,8.08,7.99,8.0,8.08,8.0,8.16,7.87,7.92,8.0,8.0,8.0,8.08,8.08,8.0,8.0,7.92,8.0,7.92,8.0,7.95,8.0,8.08,8.08,8.0,7.92,8.08,8.08,8.08,8.0,8.08,8.08,8.16
331,7.84,7.92,8.08,8.0,7.92,8.0,8.0,8.0,8.0,7.92,8.0,8.08,7.92,8.0,8.0,8.0,7.95,7.99,8.0,8.0,8.08,8.08,8.07,8.0,8.0,8.16,8.08,8.08,8.0,8.06,8.0,8.16,8.0,8.0,8.11,7.92,8.0,8.08,7.92,8.08,8.08,8.08,8.0,8.08,8.0,8.08,8.08,8.08,7.92,8.08,8.08,7.88,7.81,8.0,8.08,8.08,7.92,8.0,8.0,8.0,7.92,8.0,8.0,8.0,7.92,8.0,7.84,8.0,7.92,8.0,7.92,8.0,8.08,8.0,8.0,8.0,8.0,8.0,8.0,8.08,7.92,8.0,8.0,8.08,8.08,8.08,8.08,7.92,8.0,7.99,8.08,8.16,8.08,8.08,8.08,8.08,8.08,8.0,7.91,8.07,8.0,8.0,8.0,8.08,8.0,8.0,8.08,8.0,8.08,8.0,8.08,7.92,8.0,7.92,7.92,8.08,7.92,8.08,7.92,8.16,8.0,8.08,8.08,8.08,8.0,8.08,8.08,8.08,7.92,8.0,8.0,7.92,8.03,8.0,7.92,8.0,8.16,8.07,8.08,7.84
332,8.08,7.92,7.92,8.08,7.84,8.08,8.08,8.08,8.08,8.0,8.16,8.0,8.0,8.08,8.08,8.08,8.08,7.92,8.08,8.0,8.0,8.0,8.0,8.08,7.92,8.0,7.92,42.13,90.21,8.0,8.08,7.92,8.0,7.92,7.96,7.92,7.92,7.99,8.08,8.08,7.99,7.92,8.0,8.0,8.0,8.08,8.08,8.0,8.0,8.0,8.08,8.08,12.76,8.0,8.0,8.08,7.99,8.08,8.0,8.0,8.08,8.08,7.84,8.08,8.0,8.0,8.16,8.0,8.08,8.08,8.0,8.08,8.0,8.0,8.08,8.0,8.0,7.92,8.0,8.0,8.16,8.08,8.16,8.08,8.08,8.08,8.0,8.08,8.08,8.08,8.08,8.0,8.0,7.92,8.0,8.08,8.03,8.08,8.08,8.08,8.0,8.08,8.08,8.0,7.92,7.91,8.0,8.0,8.0,8.08,8.0,8.08,8.08,8.0,8.08,8.0,8.0,8.08,8.08,8.0,8.08,8.16,8.08,8.08,8.0,8.0,18.13,8.0,8.08,8.0,8.08,8.0,8.08,8.08,8.0,8.0,8.0,8.0,7.92,8.08
333,7.92,8.0,7.92,8.0,8.08,8.0,8.08,8.08,7.84,7.92,7.92,7.92,8.16,8.0,15.74,8.08,8.16,8.0,8.08,7.92,8.08,8.08,7.92,8.0,8.0,7.92,8.16,7.98,7.94,8.08,8.08,8.0,8.08,8.16,8.2,8.0,8.08,7.92,8.0,8.08,8.08,8.08,8.08,8.08,8.08,8.0,8.08,8.16,8.08,7.92,8.0,8.08,63.6,8.0,8.08,8.0,8.0,8.0,8.08,8.0,8.08,7.92,8.08,8.08,8.0,8.08,8.0,7.92,8.0,7.92,8.0,8.0,7.92,8.0,8.0,8.0,8.08,7.92,8.08,7.92,8.08,8.08,8.0,8.0,8.0,8.0,8.08,8.08,8.08,8.08,8.08,8.0,8.08,8.08,8.08,8.0,8.08,8.08,8.08,8.0,8.08,8.08,8.0,8.08,8.08,8.08,8.08,8.08,8.0,8.08,8.0,8.0,7.84,8.0,8.0,7.92,8.07,7.92,8.16,7.92,8.08,7.84,8.08,8.0,8.16,8.07,23.38,19.66,8.08,8.0,15.74,8.0,7.84,8.08,8.0,8.16,8.08,8.0,8.08,8.0
334,8.08,8.08,7.91,8.0,8.08,7.92,8.08,8.08,7.76,8.0,8.0,8.08,7.92,8.0,8.0,16.84,8.08,8.08,8.08,8.08,8.0,8.0,8.08,8.08,8.08,8.08,8.08,8.0,8.08,8.0,7.92,8.0,8.0,7.92,7.92,7.92,8.0,7.91,8.0,8.0,8.0,8.0,8.08,8.08,7.92,8.0,7.92,8.0,8.0,8.08,8.0,8.08,8.03,7.95,13.53,8.08,8.08,8.16,8.0,8.08,8.0,8.0,7.84,8.0,8.0,8.08,8.0,8.08,8.0,8.0,8.0,8.0,8.08,8.0,8.08,8.08,7.84,7.92,7.92,8.0,8.08,8.0,8.08,8.0,8.0,8.0,8.0,8.0,8.08,8.0,7.92,8.08,8.08,8.0,8.0,8.16,8.0,7.77,7.92,8.08,7.92,8.0,8.08,8.08,8.16,8.08,8.0,8.08,8.0,7.92,8.0,7.95,7.92,8.08,7.92,8.08,8.08,8.08,8.0,8.08,8.0,8.08,8.08,8.16,8.08,8.16,7.98,41.76,8.08,9.57,8.0,8.0,7.92,8.16,8.08,8.16,8.0,8.0,7.92,7.92
335,8.08,7.95,8.0,8.08,8.0,8.08,7.92,8.08,8.0,7.92,8.08,8.08,8.08,8.0,8.08,8.0,7.92,8.0,8.0,8.08,8.08,7.92,8.0,13.26,8.08,8.08,8.0,8.08,8.0,8.0,8.0,8.08,8.08,8.0,8.08,7.92,8.08,8.07,7.84,8.0,8.08,7.92,8.0,8.08,8.08,8.08,8.08,8.0,8.08,8.08,8.08,8.08,8.08,7.84,92.33,8.0,8.08,8.0,8.0,8.08,8.08,7.92,8.0,7.92,7.92,8.0,8.0,8.0,8.0,8.08,8.0,8.0,8.08,8.0,7.92,8.03,8.08,8.0,8.0,7.92,8.0,8.08,8.0,8.0,8.08,8.08,8.08,8.16,8.0,8.08,8.16,8.0,8.0,8.0,8.08,7.92,8.0,8.0,8.08,7.92,8.0,8.0,8.0,8.0,7.92,8.08,8.0,8.0,8.08,8.25,8.08,7.92,8.08,8.0,8.08,8.0,8.08,8.0,8.0,8.11,8.0,8.0,7.84,7.92,8.0,8.0,8.0,8.08,15.61,8.1,8.0,8.03,8.08,8.03,7.92,7.92,8.16,8.0,8.08,8.0
336,7.92,7.92,8.0,7.84,8.0,7.99,8.08,7.92,8.0,7.92,8.08,8.08,8.08,8.08,8.08,8.0,8.0,7.92,7.92,8.08,7.92,8.0,8.0,13.77,8.0,8.0,8.08,8.0,8.0,8.0,8.08,8.0,8.0,8.0,8.0,8.0,7.84,8.0,8.08,8.08,8.08,7.92,8.08,8.0,8.0,8.08,8.08,8.08,8.0,7.92,8.08,7.92,7.92,8.16,8.06,7.99,8.08,8.0,8.08,7.92,8.08,8.08,8.08,8.0,8.0,7.92,8.16,7.92,7.84,7.84,8.0,7.92,8.0,8.0,8.08,7.89,8.0,8.0,7.92,8.08,8.08,8.08,8.16,8.08,8.08,8.08,8.0,8.0,8.16,8.0,8.08,8.08,8.0,8.0,8.0,8.08,8.0,8.0,8.0,8.0,8.08,8.08,8.16,8.08,8.08,8.08,8.0,8.0,8.0,7.92,8.0,8.08,8.0,8.08,7.92,8.08,8.08,8.08,8.16,7.92,8.0,7.92,8.08,8.06,20.19,17.02,8.08,7.92,7.97,8.0,8.08,7.84,8.0,7.92,7.92,8.0,8.0,7.92,8.08,8.08
337,8.08,7.92,7.92,8.0,7.92,7.92,7.84,7.92,8.0,8.08,7.92,12.1,8.0,8.0,9.04,8.08,8.0,15.08,13.14,8.08,8.0,8.0,8.0,8.07,8.07,8.08,19.55,8.0,8.16,8.0,7.92,7.92,8.0,8.07,8.0,8.0,8.08,8.0,8.08,8.08,8.0,7.95,8.0,8.08,8.0,7.92,8.0,8.08,7.91,8.0,9.09,8.16,8.08,8.0,8.0,8.08,8.0,8.08,8.0,8.16,8.0,8.08,8.16,8.0,8.08,8.0,8.0,8.08,8.0,8.08,8.08,8.0,8.08,8.08,7.92,8.03,8.08,7.92,8.0,8.0,7.92,7.92,8.0,8.08,8.0,8.08,8.0,8.0,7.92,8.0,8.08,8.0,8.0,8.08,8.0,8.08,8.0,7.92,8.08,8.11,7.95,8.16,8.0,8.0,8.0,8.0,8.0,8.08,8.0,8.16,8.07,8.0,7.92,7.92,8.08,8.0,8.16,7.84,8.0,7.99,8.0,7.92,8.08,8.0,8.08,8.0,8.0,8.0,8.16,8.0,17.92,8.0,7.92,8.08,7.99,8.0,8.0,8.0,8.0,8.08
338,7.84,8.08,8.0,8.0,7.77,8.08,8.0,8.08,8.08,7.92,8.0,14.53,15.83,8.08,69.87,8.84,8.08,30.84,11.56,8.03,8.0,8.08,8.08,8.08,11.69,8.0,10.09,8.15,7.92,8.03,8.08,7.92,8.0,7.84,8.08,42.33,7.92,8.08,8.0,8.08,8.16,9.31,8.08,8.08,8.0,9.32,8.08,7.92,8.0,8.69,161.7,8.0,7.92,8.0,8.03,8.0,7.92,8.0,8.0,7.84,8.08,7.92,7.92,8.0,8.0,8.0,8.0,8.0,8.0,7.92,8.0,8.08,8.0,8.0,8.08,8.08,7.92,8.0,8.0,8.08,8.0,7.92,8.08,8.08,8.08,8.0,8.08,8.0,8.08,8.08,8.0,8.0,8.0,8.08,8.08,7.92,8.0,8.08,8.0,8.0,8.08,7.92,8.0,8.0,8.0,7.95,8.08,8.0,8.08,8.0,8.0,8.08,8.08,8.0,8.0,8.08,7.92,8.16,8.08,8.08,8.0,8.11,8.16,8.0,8.08,7.92,8.08,8.08,8.08,8.08,44.13,8.08,8.08,8.08,8.08,8.0,8.08,7.92,8.08,8.0
339,8.16,8.08,8.0,7.92,8.0,7.92,8.0,8.08,7.92,8.0,7.92,8.0,5.33,8.5,8.08,119.77,8.0,7.98,8.06,7.92,8.0,7.84,15.24,8.08,10.1,7.92,8.16,8.0,8.08,8.16,8.0,8.0,8.08,8.0,38.7,8.05,8.08,8.0,8.0,8.08,8.0,8.98,8.0,7.92,10.97,20.55,8.03,8.0,8.08,38.72,8.08,8.0,8.08,8.0,8.0,8.0,8.08,8.0,8.0,8.08,8.0,8.0,8.0,8.08,8.0,8.08,8.0,7.92,7.92,8.08,8.08,8.0,7.92,8.0,8.08,8.08,8.03,8.08,7.92,8.11,8.0,8.16,8.08,8.0,8.0,7.84,8.08,7.92,8.08,8.08,8.0,8.08,8.16,8.08,8.0,8.16,8.0,8.08,8.0,7.92,8.0,8.16,8.0,8.0,8.08,8.08,8.08,8.08,7.92,8.08,8.08,8.0,8.0,8.0,8.0,8.0,8.53,7.92,7.92,8.08,7.92,24.25,7.83,8.08,8.16,8.0,8.0,8.16,17.29,18.13,8.0,8.0,8.16,8.08,8.0,8.08,7.99,8.0,7.94,7.92
340,7.92,8.0,8.0,7.92,8.0,8.0,8.0,8.08,8.0,7.92,16.07,8.08,8.08,8.0,8.0,8.0,8.6,8.08,7.76,8.0,8.08,8.08,8.6,8.0,8.04,19.13,8.08,8.16,8.08,7.92,8.0,8.0,8.0,7.92,7.87,7.92,21.64,8.08,8.08,8.0,8.46,7.93,8.03,8.0,11.87,7.81,8.0,8.08,8.08,7.92,8.08,8.08,7.92,8.08,8.08,8.0,8.08,8.08,8.0,8.08,8.0,8.0,8.0,8.0,8.08,7.92,8.08,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.08,8.0,7.84,7.92,8.16,7.83,8.08,7.92,8.16,8.08,8.0,8.08,8.0,7.91,8.08,8.03,8.0,7.92,8.07,7.99,8.08,7.84,8.0,8.08,7.91,7.92,8.08,8.0,8.08,8.0,8.0,8.0,8.0,8.0,7.92,8.08,8.0,8.08,8.0,8.61,8.08,8.0,8.16,8.0,8.08,8.0,8.16,8.0,16.67,16.33,42.97,7.95,64.0,49.13,8.0,7.92,8.36,7.92,8.08,8.0,12.12,8.08,8.08,8.16
341,7.92,8.0,8.08,8.0,8.0,8.08,8.08,8.0,8.08,8.08,8.0,8.08,8.08,8.14,8.18,7.92,8.16,8.08,8.08,72.43,8.0,7.99,8.03,8.0,8.0,10.25,7.95,7.92,8.0,8.08,8.0,8.08,8.08,8.16,8.0,8.08,10.15,8.08,7.92,8.08,8.68,8.08,8.08,8.08,8.0,8.0,7.92,8.08,8.08,8.08,8.11,19.1,8.16,8.0,8.16,8.0,8.0,8.08,8.0,8.03,7.92,8.08,8.0,7.92,8.0,8.08,8.0,8.0,8.08,8.0,8.0,8.0,8.08,8.0,8.0,8.0,8.08,8.0,8.07,8.08,7.83,8.0,8.0,8.16,7.92,7.91,8.0,8.0,8.08,8.0,8.0,8.0,8.08,8.16,7.92,8.16,8.0,8.08,8.0,8.08,8.08,8.11,8.0,8.08,7.92,8.0,8.0,8.08,8.16,8.11,8.08,8.0,7.91,8.03,8.0,7.95,8.08,8.08,8.08,8.0,8.0,8.08,21.74,8.42,61.87,66.51,32.0,48.0,7.92,7.92,8.16,8.08,8.68,8.08,8.08,8.08,16.53,8.0,8.59,8.08
342,7.92,8.0,7.92,7.92,8.0,7.92,7.92,8.0,8.08,7.84,8.0,10.94,8.16,7.86,7.98,8.03,8.0,7.84,7.92,8.08,8.0,14.81,8.0,8.08,8.16,7.97,8.08,8.0,8.0,8.08,8.11,8.08,7.92,7.92,8.08,8.03,8.0,19.14,8.11,8.08,17.8,7.92,8.0,8.51,8.0,8.08,8.0,8.08,7.92,8.07,7.89,8.08,8.08,8.08,8.0,8.08,8.08,7.92,8.0,8.0,8.0,7.92,8.08,8.08,8.0,8.0,8.0,7.99,8.0,8.08,8.08,8.08,8.08,7.92,8.0,8.0,7.84,8.0,7.84,7.84,8.08,7.84,8.0,8.0,7.95,8.16,8.08,8.16,8.0,8.0,8.08,8.0,7.84,8.03,8.0,8.0,8.0,8.0,8.08,8.08,8.0,8.03,8.16,8.0,8.08,8.0,8.08,8.03,8.03,8.0,8.08,8.0,8.08,8.0,8.08,8.0,8.0,7.92,8.13,8.33,7.84,7.92,8.0,8.08,7.92,8.0,8.16,32.0,8.08,8.0,8.0,7.92,8.0,7.84,8.0,35.04,7.95,8.08,7.92,8.33
343,7.92,8.0,8.0,8.08,7.92,8.16,8.08,8.08,8.0,7.92,8.16,16.85,13.92,8.08,8.08,7.97,8.0,8.0,8.0,7.92,8.0,10.14,8.08,8.08,8.0,8.16,7.89,8.5,8.36,7.92,19.95,8.08,20.83,8.08,8.03,7.97,8.03,10.23,8.0,8.0,8.0,8.08,8.16,8.0,8.08,7.92,9.15,7.92,8.08,8.08,8.08,8.0,7.92,8.08,7.92,8.08,8.08,8.08,8.0,7.92,8.0,8.08,8.0,8.08,8.0,8.16,8.0,8.0,8.25,7.92,8.0,8.0,8.0,8.0,7.92,8.0,8.08,8.08,8.16,8.08,8.08,8.08,7.92,8.11,8.16,8.08,7.92,8.0,8.08,8.08,8.16,7.92,8.0,8.0,8.2,7.92,8.08,8.0,8.0,8.0,8.08,8.16,7.92,8.0,8.16,7.92,7.84,8.0,8.0,8.0,8.0,12.03,8.08,11.01,8.0,8.0,8.08,8.0,8.03,7.99,8.16,16.29,8.08,8.0,8.0,8.0,7.84,8.16,7.92,8.08,8.08,8.16,8.0,8.69,8.48,7.98,8.05,8.53,8.08,8.0
344,8.08,8.0,8.0,7.92,8.0,7.92,7.92,7.77,7.92,7.92,21.85,17.39,43.79,9.53,8.0,8.0,7.83,8.08,8.08,8.0,8.2,8.0,7.92,8.08,8.0,8.08,8.08,10.57,10.68,8.16,10.25,8.16,10.25,8.0,7.92,7.91,7.92,8.04,8.38,11.03,7.92,8.0,8.0,8.0,8.0,8.19,14.02,8.08,11.01,8.0,7.99,8.0,8.48,8.08,8.16,8.0,7.92,8.08,8.08,8.0,8.03,8.08,8.08,8.0,7.95,7.92,8.08,7.92,7.92,8.0,7.94,8.0,8.0,8.0,7.92,8.08,8.25,8.0,7.92,8.0,7.92,8.0,8.08,8.0,8.08,8.0,8.08,8.0,8.0,8.08,8.03,8.08,8.08,8.08,7.92,8.16,7.92,8.08,7.92,7.92,7.92,7.92,8.08,8.16,8.16,8.08,8.08,8.0,8.08,7.92,7.92,9.23,8.0,8.05,7.92,24.43,33.95,8.0,8.0,8.0,11.92,9.88,8.0,7.92,8.08,8.0,8.08,7.92,8.0,7.92,8.0,11.32,8.0,8.02,7.92,8.0,7.99,8.0,8.0,8.11
