%usr,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.01,12.75,1.0,0.0,0.0,0.98,0.0,0.0,0.99,0.0,0.0,0.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,1.0,0.0,1.01,13.86,1.0,0.0,1.01,0.0,0.0,0.0,1.0,17.0,0.99,1.0,1.01,1.0,1.0,0.0,0.99,1.0,10.2,0.99,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.99,1.01,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.0,1.01,0.0,0.0,0.99,0.0,1.01,0.0,0.0,1.01,0.0,0.0,1.0,1.0,0.0,1.01,21.21,1.01,1.02,0.0,0.0,1.0,17.65,17.17,0.0,1.0,16.33,19.39,0.0,0.0,18.18,0.0,22.0,16.16,1.01,0.0,1.0,1.0,1.0,0.0,1.01,0.0,0.0,0.0,0.0
24,0.98,0.0,0.0,0.0,0.0,0.0,0.98,0.98,0.0,1.0,1.0,0.0,14.0,0.0,0.0,10.1,0.0,20.41,20.0,0.0,0.0,0.0,0.99,0.0,1.0,0.0,24.0,0.0,1.0,13.13,0.99,0.0,1.0,6.0,0.0,0.98,17.17,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22.22,5.0,0.0,0.0,0.0,17.35,22.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.98,0.0,0.0,1.0,0.99,0.0,0.0,0.99,1.98,1.01,1.0,0.0,0.0,1.01,1.0,1.01,1.0,1.01,0.0,0.0,0.0,0.0,8.08,1.0,0.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,1.0,1.0,1.01,0.0,0.0,0.0,20.79,13.73,1.01,1.01,1.0,1.01,0.0,0.99,0.99,19.19,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,15.0,1.0
25,0.0,0.0,1.0,0.0,0.99,1.0,0.0,0.99,0.0,0.0,15.0,1.01,1.0,1.01,14.29,1.0,4.95,0.0,1.0,22.0,0.0,19.0,21.21,1.0,0.0,0.0,1.0,1.0,0.98,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,20.2,23.23,21.21,0.99,0.0,1.0,0.0,0.0,0.0,0.0,23.0,7.0,1.01,1.0,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,6.93,7.0,5.0,5.1,5.05,4.95,6.06,6.06,5.88,7.0,1.02,1.01,15.15,1.01,1.98,1.01,2.0,1.0,3.0,8.08,6.93,12.12,6.12,4.08,3.06,3.96,2.94,2.02,1.01,4.0,1.98,1.02,1.01,1.01,1.0,0.0,1.98,13.13,1.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0,19.39,2.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,18.0,18.37,1.0,15.15,17.17,0.99,0.99,28.57
26,0.0,12.0,11.0,5.94,7.07,15.69,20.59,16.16,14.85,12.0,1.01,0.0,1.01,0.0,1.01,0.0,18.0,0.0,0.0,1.0,12.12,1.0,0.99,0.0,19.19,23.0,0.0,0.99,1.01,0.0,0.0,13.13,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,9.09,19.19,1.01,1.0,1.0,25.74,0.0,0.0,0.0,12.0,2.0,10.0,1.0,9.0,8.08,9.09,10.0,7.92,8.08,15.15,15.0,15.0,17.0,12.12,16.83,16.0,17.82,12.75,11.0,14.85,11.22,0.0,7.0,6.0,8.91,8.0,11.0,14.14,11.65,12.12,9.0,8.82,12.0,9.28,8.0,10.89,13.0,0.0,14.0,12.37,15.15,11.11,15.0,11.11,11.0,12.12,0.0,14.0,15.84,17.0,14.14,18.0,14.14,14.85,10.0,13.27,14.0,12.12,13.0,0.0,18.0,18.18,7.07,0.99,0.99,0.0,1.0,7.07,20.41,1.01,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.78,1.0,1.0,17.0,4.0,0.99,15.15,0.0,1.0
27,13.0,4.95,4.9,12.12,14.0,2.04,3.96,2.97,2.94,4.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,4.04,0.0,1.0,22.77,0.0,1.0,0.99,0.0,0.0,0.0,1.02,3.0,1.98,0.0,0.0,0.0,0.99,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,23.23,0.0,0.0,1.0,1.98,1.01,1.0,5.0,0.0,3.0,8.0,4.04,6.0,5.1,7.84,4.95,5.0,5.0,7.92,11.0,8.08,4.0,6.06,10.0,10.0,4.04,6.06,7.22,8.08,9.0,9.0,0.0,0.0,0.0,0.0,1.0,0.99,1.01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.01,0.0,0.99,0.0,0.0,0.99,0.0,0.0,1.01,0.0,0.0,0.0,0.99,1.0,0.0,1.0,1.98,1.0,1.02,0.0,1.0,0.99,0.0,0.0,0.98,0.0,0.0,19.39,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.99,0.0,0.0,0.0,0.0,0.98,0.0,0.0,1.98,0.0,0.0
28,5.1,0.99,0.0,1.0,1.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,0.99,1.0,0.0,0.0,0.0,0.0,0.99,0.0,1.0,0.0,1.0,24.0,0.0,0.99,0.0,1.01,0.0,1.0,0.0,0.0,0.0,0.99,0.0,1.0,0.99,0.0,1.0,0.99,0.0,0.0,0.0,1.0,0.0,1.0,1.01,0.0,0.0,0.99,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.99,3.92,0.99,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.01,1.0,0.0,1.98,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.99,1.01,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.99,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.99,1.0,1.0,0.0,1.01,0.0,0.0,16.46,0.0,0.0,1.11,2.15,0.0,0.98,0.0,1.01,0.0,1.0,0.0,1.0,1.01
29,0.99,0.0,0.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,1.0,33.33,0.0,1.06,0.0,0.0,0.99,0.0,1.01,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,21.21,1.0,1.0,0.0,0.99,0.0,0.0,18.37,18.0,0.0,0.0,1.01,0.99,1.01,24.0,0.0,0.0,0.0,1.0,0.99,0.0,1.0,0.99,0.0,0.99,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.99,0.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,1.01,1.0,0.99,1.0,1.0,2.0,1.0,0.98,1.3,2.22,0.0,0.0,0.0,0.0,1.01,0.0,1.01,0.0,0.0,1.1,22.22,40.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
30,0.0,0.0,0.99,0.0,1.01,0.0,0.0,0.0,0.0,0.98,0.0,12.82,0.0,52.38,1.0,1.08,0.0,0.0,0.0,0.0,0.99,0.0,0.0,1.01,0.0,0.99,9.0,1.0,1.0,0.0,0.0,0.0,15.84,14.0,0.99,0.0,2.0,14.14,0.0,0.0,0.0,2.0,0.0,1.0,2.0,20.41,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,13.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.94,0.0,0.0,0.0,0.98,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.99,1.0,1.01,0.0,0.0,0.0,24.14,0.0,0.0,0.0,0.0,2.56,55.56,12.63,1.01,1.0,26.09,21.43,0.0,1.11,20.59,0.99,6.25,55.17,0.0,1.0,1.0,0.0,1.0,0.99,0.0,0.0,0.0,2.08,1.01
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.06,1.0,33.33,5.94,1.06,10.0,0.0,21.0,23.76,8.08,0.0,0.0,1.0,0.0,1.0,0.0,14.29,1.01,0.0,15.15,0.99,0.0,0.0,0.0,0.0,0.0,18.18,1.0,0.99,0.0,0.0,0.0,0.99,0.0,22.0,0.99,0.0,1.0,7.14,23.23,21.43,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.98,1.0,0.0,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.98,0.0,0.99,0.99,1.01,1.0,1.0,2.0,0.0,1.01,0.0,0.0,0.0,1.0,1.01,0.0,0.0,1.01,0.0,0.99,1.01,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.98,0.99,0.0,0.99,0.0,3.12,20.21,2.0,0.99,0.0,1.0,1.1,1.01,1.16,15.48,0.0,0.0,13.13,1.0,0.0,0.0,1.01,1.05,1.11,1.0,0.0,3.12,0.0,57.89,2.02
32,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,30.65,1.01,13.92,0.0,35.71,17.65,23.47,0.0,0.0,13.0,0.0,21.0,21.0,1.0,6.06,10.0,0.99,0.0,0.0,0.0,16.16,0.0,0.0,1.01,0.0,0.0,0.0,0.0,24.49,23.76,25.51,0.0,0.0,1.02,0.0,1.0,0.0,6.0,16.83,1.98,1.0,1.01,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.98,0.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,2.0,1.01,0.0,0.0,1.0,1.0,0.0,15.0,1.01,0.0,1.0,1.0,0.99,0.0,0.0,0.97,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.06,0.0,12.87,6.25,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.99,13.54,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.44,23.44,53.57,0.0,19.23,77.27,1.06,3.03,72.73
33,0.0,16.0,16.0,21.0,17.17,20.79,20.0,16.0,17.35,16.0,0.0,0.0,1.01,1.0,16.83,1.0,4.0,0.99,0.0,0.0,15.15,1.01,0.99,1.0,13.86,13.0,0.99,1.0,0.0,1.0,1.0,17.0,0.99,0.0,1.0,0.99,1.98,0.0,1.0,0.99,1.0,0.0,16.33,23.0,0.0,1.0,8.08,18.18,0.0,0.0,1.0,0.0,11.76,14.14,1.0,15.0,14.0,15.31,12.37,14.14,11.22,21.0,20.0,19.19,19.39,20.79,21.0,21.21,22.22,24.0,19.19,16.16,16.83,0.0,13.73,13.0,2.0,13.0,13.0,14.0,11.88,15.84,10.89,12.87,16.16,14.14,13.0,16.0,15.15,0.99,14.14,13.0,12.0,12.12,16.16,12.0,16.16,15.15,0.0,14.29,14.14,15.15,13.13,14.14,13.0,12.12,14.14,15.0,13.86,14.14,13.13,0.0,13.13,2.08,15.84,0.0,0.0,0.0,0.0,5.63,21.21,1.01,0.0,0.0,0.0,1.01,1.0,0.0,0.0,0.0,0.0,36.59,1.1,0.99,9.52,3.75,3.0,75.0,0.0,3.03
34,18.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,1.0,1.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.01,0.0,1.0,0.0,1.01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,18.0,1.0,1.0,0.0,1.0,13.59,0.0,0.0,0.99,0.0,0.0,1.96,0.99,1.0,0.99,0.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,0.0,0.0,13.0,0.0,0.0,11.22,0.0,1.0,1.01,1.01,0.0,0.0,0.0,1.01,1.01,2.0,0.99,2.0,0.0,1.0,1.0,0.0,1.01,1.0,0.0,1.0,1.0,1.98,1.0,1.0,1.98,0.0,1.01,1.0,1.96,1.0,0.0,1.01,0.0,0.99,1.0,0.0,0.0,0.0,0.99,1.0,1.0,0.0,40.62,0.98,0.0,1.0,1.01,1.0,0.0,1.0,0.0,0.0,0.0,1.98,1.01,0.0,0.0,19.39,1.0,0.0,4.55,0.0,1.0
35,0.98,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99,1.0,0.99,0.98,23.23,0.0,1.0,0.0,0.0,1.96,0.99,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,1.92,0.0,0.0,1.01,0.0,0.0,0.99,1.0,0.0,1.0,0.0,0.0,1.01,1.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,0.0,1.06,0.0,1.0,0.0,0.0,0.0,1.0,1.01,0.0,1.0,0.99,0.0,0.0,0.0,7.14,1.0,1.0,1.0,0.0,0.0,1.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.99,1.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,1.01,0.99,0.0,1.98,0.98,0.99,0.0,0.0,1.01,0.0,2.02,0.99,1.01,1.98,1.0,17.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.98,1.01,1.0,0.0,1.0,0.99,1.0,1.01,1.01,1.02,0.99,0.99,0.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,1.0,0.0,0.99,0.0,0.0,0.98,0.0,1.0,1.0,1.0,0.0,0.99,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.01,0.0,0.0,1.01,0.0,0.99,0.0,0.0,1.01,0.0,0.0,0.0,1.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,1.01,1.98,12.0,0.0,0.0,1.85,8.0,0.0,0.0,0.0,0.0,0.98,0.0,1.01,1.01,0.0
37,0.99,0.0,0.0,0.98,0.0,1.0,0.0,1.0,0.0,0.0,0.0,25.45,0.99,6.15,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.99,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.99,1.0,14.14,14.14,0.0,0.0,0.0,1.01,0.0,22.22,0.0,1.01,0.0,0.99,1.0,0.98,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,1.0,0.0,0.99,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.98,0.0,0.0,0.99,0.0,0.0,0.99,0.99,0.0,1.0,0.99,1.0,0.98,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,1.0,1.01,0.0,1.0,1.0,0.0,0.0,1.96,0.0,0.0,0.99,0.98,11.11,13.92,1.0,1.0,2.02,0.0,0.0,1.0,1.0,0.0,3.85,22.22,12.24,13.13,0.0,0.0,1.0,1.0,0.99,0.0,0.0,1.0,0.0
38,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.35,19.35,0.0,1.12,0.98,2.0,1.96,1.01,0.0,0.99,1.0,1.0,1.0,1.01,16.0,1.02,1.0,2.02,0.0,0.99,15.15,13.27,1.0,0.0,2.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,23.47,1.01,0.0,0.0,1.0,2.02,0.99,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.99,0.0,0.0,1.01,0.99,1.01,1.0,1.98,0.0,0.0,0.0,1.0,0.0,1.0,19.28,0.0,0.0,0.0,32.65,24.29,17.24,28.57,0.0,0.0,55.56,20.27,0.0,4.17,17.81,1.0,11.88,2.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,26.32,1.01
39,0.0,0.0,0.0,0.99,0.99,0.0,0.0,1.0,1.0,0.0,48.0,0.0,69.23,0.99,0.0,22.22,0.0,21.0,19.8,15.84,0.0,0.99,0.0,0.0,0.0,0.0,2.97,0.99,1.96,16.0,0.0,0.0,1.01,2.0,0.0,0.0,12.0,1.01,0.0,0.0,0.0,1.0,0.99,0.0,7.22,1.98,1.0,1.01,17.82,22.0,21.78,0.0,1.98,0.0,1.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.01,0.0,0.0,0.0,1.0,0.99,1.98,0.99,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.01,2.0,0.99,1.01,1.01,0.0,0.0,1.0,35.56,1.0,1.56,0.99,1.0,1.0,5.48,0.0,1.04,34.09,16.0,2.08,1.0,0.0,0.99,0.0,0.0,0.0,1.35,34.43,0.0,0.0,22.45,0.0,5.63,13.33
40,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.96,0.0,4.04,1.01,17.82,11.34,21.78,0.0,2.0,4.12,0.98,21.0,22.77,0.0,16.0,16.16,0.0,0.0,0.0,1.0,16.16,0.0,0.0,0.0,0.0,1.01,1.01,0.0,20.79,19.0,20.79,1.0,0.0,14.0,0.99,0.0,0.0,18.0,4.04,0.99,2.0,0.99,11.22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.01,10.1,10.1,1.01,1.01,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.31,1.01,0.0,0.0,1.01,1.01,1.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,1.0,3.39,0.98,0.0,0.0,0.0,0.0,0.0,54.29,1.98,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.99,24.24,22.06,4.55,17.07,32.69,7.04,2.17,0.0,20.63
41,0.0,18.0,16.83,14.85,17.35,19.0,20.0,18.18,22.0,18.0,0.0,1.0,2.0,1.0,0.0,0.99,0.0,0.99,0.0,0.0,17.17,1.0,1.01,0.0,6.0,6.0,0.0,0.0,2.0,0.99,0.0,16.0,0.99,1.01,1.0,1.0,0.0,0.0,1.01,0.0,1.0,0.0,15.31,9.0,0.0,0.0,14.85,5.0,1.0,0.0,0.0,15.31,1.98,13.0,0.0,14.29,17.17,13.86,15.15,14.0,14.0,20.0,19.0,19.19,17.0,19.19,25.25,22.22,19.19,20.0,21.0,19.39,19.0,0.0,15.15,17.17,12.24,6.06,5.0,11.11,12.12,15.0,12.12,16.16,14.14,13.13,16.16,15.0,16.16,1.98,16.16,16.0,14.0,17.17,14.29,13.86,13.13,16.0,0.99,14.0,13.86,16.33,13.13,16.0,13.0,15.0,14.14,11.88,13.0,13.0,13.86,0.98,26.32,11.11,0.0,1.0,0.0,1.0,1.0,31.82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.96,0.99,0.0,0.0,1.0,1.01,14.06,0.99,0.0,57.58,0.99,0.99
42,15.69,0.0,0.0,0.0,1.0,1.0,0.0,0.98,0.0,0.0,0.0,0.0,1.01,0.99,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.99,0.0,0.0,0.0,0.99,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.02,1.0,1.0,5.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.99,0.99,0.0,0.99,0.0,0.0,1.01,0.0,0.98,0.0,0.0,15.84,0.0,0.0,3.96,0.0,0.0,1.0,1.0,0.0,1.94,0.0,0.0,1.0,0.0,0.99,1.0,0.0,1.01,1.0,1.01,1.0,1.01,1.01,1.01,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.01,1.01,2.02,1.01,1.0,1.0,1.09,1.0,0.0,0.0,0.99,0.0,0.99,1.32,1.0,0.0,1.0,0.0,1.0,0.99,11.11,1.0,0.0,0.0,0.99,0.0,0.0,0.0,0.99,0.0,0.0,2.02,0.0,0.0
43,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.09,0.98,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.99,23.71,1.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,1.0,1.0,1.0,0.0,0.0,0.0,1.98,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.99,0.99,0.99,0.99,0.0,0.0,0.0,0.0,1.01,0.0,0.99,0.0,1.0,0.0,1.01,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.96,1.0,0.99,0.0,0.0,0.98,1.0,0.99,1.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,12.24,12.24,0.98,0.0,1.01,0.0,1.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,1.01,3.03,1.01,6.0,1.98,1.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,11.11,1.01,0.98,0.0,1.94,1.98,12.0,13.0,0.0,1.98,1.0,0.0,1.98,2.7,0.0,1.0,0.99,1.02,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.94,0.99,0.0,1.98,0.0,1.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.99,1.01,0.99,0.99,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.98,0.0,0.99,1.0,0.99,1.0,1.0,0.99,1.0,1.0,0.0,0.0,13.27,10.1,0.0,1.98,0.0,0.0,0.99,0.0,0.0,0.99,1.0,0.99,0.0
45,0.99,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.99,0.0,0.99,0.0,0.99,8.08,0.0,0.0,1.0,2.7,0.98,0.0,0.0,0.0,0.99,1.96,1.0,1.01,0.0,2.0,1.0,0.95,0.0,0.99,12.0,13.86,0.0,1.0,1.01,0.0,1.0,1.0,1.96,20.79,0.0,1.01,6.67,1.02,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.09,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.99,0.98,0.99,0.0,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.01,0.99,1.01,1.98,1.01,0.0,0.0,1.01,0.99,0.99,1.0,0.0,1.01,0.0,1.01,1.0,1.0,1.01,1.0,1.0,0.99,0.0,0.0,0.0,0.0,0.0,0.99,0.0,1.01,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,15.15,13.73,0.0,1.0,13.27,0.0,0.0,13.13,1.0,1.01,1.01,1.01,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,15.0,0.0
