%usr,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
88,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,19.35,0.0,0.0,0.0,0.0,1.0,23.0,3.0,1.02,0.0,0.0,0.0,12.12,0.0,0.0,6.06,6.12,1.01,1.0,0.99,1.01,0.0,0.0,1.0,0.0,1.0,0.0,15.31,0.98,1.01,0.0,1.01,0.0,0.0,16.0,0.0,1.0,0.99,14.14,0.0,16.0,17.82,18.18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,1.01,0.0,0.0,0.0,1.98,1.0,1.0,0.0,0.99,0.0,0.0,0.0,1.01,0.0,0.99,1.0,1.0,0.99,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.01,13.13,0.0,0.0,0.0,0.0,0.99,1.06,11.7,0.0,0.0,0.0,6.67,3.0,1.0,73.33,1.69,0.0,0.0,1.0,0.0,0.0,18.75,0.0,1.01,6.9,1.01,1.0,0.0,1.0
89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,2.0,0.0,1.12,17.35,0.0,1.02,5.94,0.0,12.12,2.0,0.0,1.0,0.99,0.0,2.02,0.0,0.0,0.99,1.0,1.0,1.01,1.01,0.0,1.01,1.14,0.0,1.0,2.02,8.16,1.0,1.01,0.0,8.0,1.0,1.0,0.99,1.0,0.0,0.0,0.99,0.0,0.0,0.99,0.0,0.0,1.0,0.99,0.0,0.99,0.0,1.0,0.0,0.99,0.0,0.0,0.0,1.0,0.99,1.0,0.0,1.0,0.0,0.0,1.01,0.0,0.98,1.0,1.01,0.0,0.98,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.99,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.99,1.0,1.01,1.0,0.0,0.0,0.0,1.05,11.88,8.16,1.96,0.0,0.0,0.0,0.0,16.83,1.96,1.0,1.54,0.0,0.0,2.02,19.35,1.0,1.0,0.0,0.99,1.0,1.01,57.14,22.58,1.01,5.41,5.13,14.0,1.11
90,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.97,0.0,0.0,4.0,1.0,20.0,1.0,0.0,7.77,0.0,1.0,0.0,19.39,0.99,14.0,0.99,1.01,0.0,0.99,0.0,0.0,1.0,20.2,16.16,0.0,1.01,0.0,20.41,0.0,0.99,21.21,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0.0,2.0,1.01,0.0,0.99,0.99,1.0,0.0,0.0,0.0,1.01,1.0,1.01,0.0,0.99,1.98,0.0,0.98,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,1.0,2.06,2.02,9.9,18.18,0.0,0.0,0.0,0.99,1.02,15.73,1.0,1.01,1.01,0.0,1.0,0.0,1.67,0.99,5.71,2.94,9.68,1.0,8.47,33.33,0.0,19.3,58.82,0.0,62.5
91,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.01,0.0,1.0,1.01,0.98,0.0,1.01,0.0,0.0,1.0,0.0,0.0,12.0,2.02,0.98,1.0,0.0,0.99,0.0,0.0,1.01,1.0,1.14,0.98,2.97,1.0,1.0,0.0,0.99,1.0,0.0,1.0,8.0,0.99,0.0,0.0,0.0,1.0,0.0,1.01,0.0,1.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,0.0,1.0,0.99,1.01,13.27,13.13,14.0,13.86,10.0,10.0,8.08,8.16,6.06,7.07,1.0,1.01,14.29,0.0,1.01,0.0,0.0,1.01,0.0,1.0,1.0,15.15,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.02,1.27,0.0,0.0,1.0,0.0,0.0,0.0,1.25,0.99,0.99,0.99,0.0,0.0,0.0,15.31,0.0,13.13,19.0,63.16,0.99,1.01,1.0,1.01,0.99,3.03,0.0,23.21
92,0.97,14.14,13.86,13.13,12.0,17.17,5.0,19.8,19.19,15.15,1.01,12.5,1.0,0.0,0.99,0.0,0.99,1.01,1.01,0.0,16.0,0.0,0.0,10.1,0.99,0.0,0.0,10.0,1.01,17.35,0.0,14.14,0.0,0.0,0.99,1.01,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,14.0,11.11,13.27,11.11,12.0,12.24,16.16,15.15,19.0,16.16,16.0,19.61,17.17,20.2,19.0,15.15,16.16,17.82,0.0,4.0,11.22,12.12,1.98,0.99,2.0,1.01,5.1,4.0,5.05,7.07,8.0,7.07,16.0,13.27,0.0,14.14,13.0,13.0,5.0,15.15,15.0,13.0,13.0,0.99,16.16,14.14,11.0,15.0,15.0,4.04,7.0,14.14,12.0,16.33,15.0,16.0,0.98,0.0,0.0,0.98,0.0,1.01,0.98,1.0,0.99,1.52,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.98,3.33,0.0,0.0,1.0,1.98,0.0,0.98,0.0,0.0
93,14.14,1.94,2.0,2.94,6.0,1.02,0.99,0.0,3.92,4.95,1.0,19.0,1.23,33.33,22.22,3.17,0.0,1.0,9.0,1.02,3.03,0.0,0.0,13.86,0.0,0.0,1.0,0.0,0.0,0.0,0.99,1.01,12.12,1.0,0.0,0.0,1.0,0.0,1.09,1.0,13.13,24.0,4.0,0.99,0.0,21.21,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.02,3.0,3.0,2.97,4.0,3.0,2.97,2.0,2.0,3.03,2.97,4.0,4.04,2.97,1.01,4.0,2.02,3.0,2.02,12.87,0.0,3.0,3.03,1.0,0.0,0.0,0.0,0.99,0.98,0.99,1.0,0.0,0.0,0.0,1.01,0.0,1.98,1.0,1.0,1.01,0.0,1.01,1.01,1.01,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.98,2.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,14.08,0.0,1.01,0.0,0.0,0.99,0.0,1.01,1.37,0.0,0.0,0.99,1.0,0.0,0.0,0.99,1.0,1.0,0.0,1.0,1.01,0.0,0.0,1.0
94,3.92,0.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,1.37,1.0,77.78,15.84,1.01,38.6,21.21,28.28,14.0,0.98,0.0,1.02,0.0,0.0,0.0,1.96,0.0,0.0,1.01,0.99,1.01,1.0,4.0,11.22,10.2,11.22,13.13,0.0,1.0,0.0,14.85,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.01,14.0,1.98,1.0,1.01,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.99,0.99,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.01,0.99,0.0,0.0,1.0,1.0,1.0,1.98,1.98,0.99,0.0,0.99,0.0,0.99,0.0,0.0,1.01,37.21,5.0,0.98,0.0,0.0,0.0,41.38,1.01,0.0,20.0,1.01,13.13,0.0,1.82,1.01,0.0,0.0,14.29,0.0,0.0,1.39,0.0,1.0,1.0,0.0
95,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.98,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.01,21.43,22.22,1.0,0.0,1.0,0.0,0.0,1.0,4.04,13.0,9.0,6.06,16.49,1.0,0.0,0.0,1.01,0.0,1.0,0.98,0.0,0.0,2.0,0.0,13.73,11.34,0.0,0.0,0.0,2.0,0.99,1.0,0.0,0.0,0.99,0.0,1.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.01,0.0,1.96,0.0,0.0,0.98,0.0,1.0,1.0,1.98,0.99,1.0,1.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.99,0.0,0.0,1.98,1.15,1.05,25.76,10.53,0.97,1.0,3.96,0.0,1.82,0.0,36.67,1.0,0.0,17.17,0.0,25.0,0.98,11.59,1.01,0.0,73.08,0.99,0.0,27.66,0.0
96,0.0,1.01,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.84,1.01,1.01,0.0,1.0,0.0,0.0,1.01,1.0,21.43,0.0,0.0,22.0,0.99,1.0,2.02,3.03,1.01,0.98,0.0,1.01,0.0,0.0,1.0,1.01,0.0,0.0,0.99,1.0,0.0,1.01,0.0,0.0,0.0,22.22,1.0,1.01,0.0,20.79,0.0,13.0,12.24,15.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,1.0,0.0,0.0,0.96,0.99,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.96,0.0,0.0,1.0,0.0,1.0,0.0,1.01,0.99,0.0,0.99,0.0,0.0,0.0,1.0,0.0,0.99,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,1.0,1.0,0.0,1.0,1.0,0.99,0.0,0.0,1.01,0.0,1.0,15.71,1.0,0.97,0.0,0.0,0.0,11.76,5.88,0.0,1.0,0.0,15.12,16.28,0.0,6.67,1.01,0.0,0.98,0.0,0.0,0.0,0.0,13.41,1.0,3.41,1.41,0.0,12.0,1.0
97,0.99,0.0,0.0,0.0,1.0,0.0,0.98,1.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.12,2.0,0.0,24.49,0.98,0.99,1.0,0.0,1.0,9.09,0.0,0.0,1.0,0.99,1.98,1.98,0.0,0.0,1.98,0.0,0.0,0.0,9.0,2.0,0.0,14.0,0.0,4.0,1.01,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.98,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,1.0,0.0,0.0,0.99,0.0,0.98,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,1.98,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.98,0.0,0.0,7.69,1.61,10.0,0.0,0.99,0.99,1.0,0.0,1.75,0.0,0.0,1.11,1.0,0.0,2.02,0.0,12.87,0.0,14.14,14.85,1.0,1.0,42.86,33.33,1.0,80.0,37.78,1.0,0.0
98,0.0,0.0,0.0,0.0,1.0,0.0,1.01,1.0,1.0,1.01,0.0,15.0,1.01,0.0,13.13,0.99,0.0,0.0,1.0,0.0,0.0,10.0,0.98,0.0,2.97,0.0,0.0,0.0,22.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.27,23.71,1.0,1.0,1.0,14.85,0.0,0.0,11.88,22.22,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.99,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.98,0.99,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.01,1.01,0.0,0.0,1.98,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.99,15.15,10.17,17.98,0.0,0.0,1.0,0.0,15.66,2.04,2.0,1.0,0.0,1.0,0.0,0.0,1.01,1.01,0.0,0.99,3.08,0.0,0.0,0.99,0.0,4.95,11.11,1.01,55.56
99,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.98,0.99,11.11,1.01,7.14,0.99,0.0,0.0,0.99,1.0,1.01,1.0,0.0,0.0,0.0,0.0,18.18,2.0,0.98,0.99,0.99,1.01,0.0,1.0,1.01,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.01,3.03,0.0,0.99,0.99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.99,0.0,0.0,13.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.22,0.0,1.0,1.01,1.0,1.0,0.0,0.0,1.96,0.99,0.0,1.0,1.0,1.02,0.0,1.0,3.33,0.0,1.0,0.0,1.0,0.99,55.0,0.0,0.0,1.0,0.0,0.99,0.0,1.0,0.0,0.0,0.0,22.47,1.0,0.0,0.0,1.01,0.0,1.0,1.0,5.0
100,0.0,18.18,19.8,16.16,18.18,24.0,5.88,20.0,17.82,17.0,0.0,1.01,11.22,0.99,1.0,8.08,1.96,0.0,0.0,0.0,16.0,1.0,0.0,18.18,0.0,0.0,0.99,5.0,0.0,14.43,0.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,1.01,1.01,0.0,0.0,16.0,1.0,0.0,0.0,0.99,0.99,1.0,1.0,0.0,1.0,1.96,16.0,0.0,16.0,13.13,14.0,5.0,14.85,14.0,19.39,17.17,17.0,21.21,19.39,21.0,14.14,26.73,24.24,18.18,16.83,15.15,0.0,5.0,16.0,1.01,13.0,14.0,15.84,13.86,2.94,13.13,12.0,12.87,13.0,14.14,11.11,12.24,1.0,11.22,14.0,15.0,5.0,14.0,14.0,14.0,12.0,1.0,16.33,17.17,13.86,14.0,10.1,4.0,4.0,14.29,15.31,12.0,14.14,12.0,0.0,0.0,0.0,0.0,0.99,15.15,0.0,0.0,0.0,1.98,0.99,2.0,0.0,15.84,0.0,1.0,0.0,1.0,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.98,1.0
101,18.0,0.98,1.0,2.0,1.98,0.0,0.0,1.0,0.0,0.98,0.0,0.0,2.02,0.0,1.0,0.99,0.0,0.0,20.0,0.0,1.0,0.0,1.0,3.0,0.99,1.0,0.0,1.0,0.0,0.98,0.99,0.0,20.79,1.0,1.01,1.0,0.0,0.0,0.0,0.0,21.0,26.0,0.0,0.0,1.01,26.73,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,7.07,0.0,0.99,0.0,1.0,1.0,1.0,0.99,0.99,0.0,0.99,0.0,1.0,0.0,0.0,0.0,0.99,0.0,1.0,15.15,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.99,0.0,1.98,1.0,1.98,0.0,1.0,1.0,1.01,1.0,1.01,0.0,0.0,1.01,1.0,0.99,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.33,11.11,0.0,0.99,13.13,0.0,1.0,0.99,17.0,29.55,0.0,15.31,0.0,1.0,1.0,0.0,0.99,1.01,21.0,0.0,0.0,16.33,0.0
102,0.99,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,0.0,17.0,1.01,1.01,0.0,0.0,0.0,20.59,26.26,0.99,0.99,0.0,0.99,0.99,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,18.18,17.0,19.0,16.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,20.41,0.0,1.0,0.99,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.98,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,1.0,0.0,0.0,0.0,0.99,0.0,0.99,0.0,1.0,0.98,0.0,0.0,0.0,0.99,1.01,0.0,0.0,0.0,0.98,0.0,1.98,0.0,1.0,0.0,1.0,1.01,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,0.0,0.0,1.01,0.99,0.98,0.0,0.99,1.0,0.0,1.08,0.0,1.0,1.0,1.02,1.0,2.0,1.0,0.0,0.0,18.0,0.0,0.0,0.98,1.0,1.35,0.0,1.01
103,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.01,0.99,0.0,0.0,0.0,1.0,0.0,0.99,1.01,25.51,24.24,0.99,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.01,1.01,26.0,0.0,1.0,0.0,0.99,0.0,0.0,0.99,0.0,1.0,1.0,1.0,7.0,24.0,14.0,13.27,0.99,1.0,1.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.99,0.99,0.0,1.0,0.0,0.0,0.0,0.0,1.01,0.99,0.0,1.01,1.0,0.99,0.0,1.0,0.99,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,16.0,0.0,0.0,0.99,13.27,13.13,0.0,0.99,1.0,1.01,0.0,0.0,1.01,1.0,0.0,23.0,0.0,0.0,0.99,0.0,0.0,0.0
104,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.01,0.99,0.0,0.0,0.0,1.0,0.0,21.43,0.0,0.99,19.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.99,0.0,0.0,1.01,0.0,0.0,0.0,0.99,0.0,0.98,0.0,1.0,0.0,26.53,1.01,0.0,0.0,30.3,1.0,6.0,0.99,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.99,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.98,1.0,1.0,1.0,0.0,0.99,0.99,0.0,0.98,18.18,18.18,1.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.26,0.0,10.0,31.91,0.0,0.0,1.0,0.0,1.0,20.2,0.0,1.0,0.0
105,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.49,1.0,0.0,1.28,0.0,1.0,0.0,0.0,1.01,0.99,17.17,0.0,0.0,18.0,0.0,0.0,1.01,29.51,0.99,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,0.99,0.0,1.01,0.0,20.0,1.0,1.0,24.49,0.0,0.0,1.01,0.0,1.0,0.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.99,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.97,1.0,1.0,1.0,1.01,1.98,1.0,1.0,0.0,1.0,0.99,1.01,0.0,0.99,0.99,0.0,1.0,1.0,1.01,1.0,1.01,1.01,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.98,13.13,1.94,0.0,1.0,0.99,1.01,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,27.12,0.0,24.24,1.01,0.0,0.98,1.0,20.0,0.0,1.98,18.37,0.0,20.2
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,25.0,0.0,1.28,17.0,1.01,0.99,0.99,0.0,0.0,0.0,7.07,0.0,0.0,0.97,0.0,1.0,27.4,0.0,0.0,2.02,0.0,1.01,1.01,0.0,0.0,1.0,1.0,26.26,25.0,2.0,0.0,0.0,10.0,0.0,0.0,5.0,27.0,0.99,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,16.0,1.01,0.0,1.0,1.0,0.0,0.99,0.0,1.0,15.15,0.0,0.0,0.99,0.99,0.0,0.0,0.99,0.0,0.0,1.01,1.0,1.0,1.0,0.0,0.0,16.49,1.0,0.0,0.0,1.0,1.0,16.16,0.0,0.98,0.0,0.99,1.96,0.0,1.01,1.01,1.98,0.0,18.18,1.0,1.0,1.01,0.99,0.0,1.0,1.01,1.98
107,0.0,0.0,0.99,0.0,0.97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,46.15,1.0,30.0,0.0,0.99,1.0,0.0,0.0,1.0,0.0,27.03,0.0,1.0,0.0,3.96,0.0,30.0,0.0,0.0,0.99,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.01,1.0,0.0,0.0,1.01,1.01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.98,0.99,0.99,0.0,0.0,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,0.0,14.0,15.15,15.0,14.85,3.06,13.13,14.71,14.14,14.14,14.14,13.13,11.22,1.02,15.0,14.14,12.0,12.87,12.24,14.14,17.17,16.16,2.0,17.17,16.16,14.14,17.0,17.35,4.0,5.05,15.0,14.14,13.0,14.0,13.27,0.0,0.99,1.0,1.0,0.0,23.53,1.01,1.01,0.0,0.0,1.0,1.01,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.01,0.0,1.0,0.0,1.0,1.01,0.0,0.0,0.0
108,0.0,15.0,17.0,21.0,14.29,16.16,4.95,16.16,22.55,15.53,1.0,0.99,41.67,0.0,0.0,1.0,8.16,13.27,27.85,1.96,14.85,0.0,0.99,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,17.65,16.09,0.0,1.0,1.01,0.0,0.0,1.01,0.0,24.14,8.97,12.0,0.0,1.0,25.0,0.99,0.99,1.0,0.0,0.0,1.01,0.0,12.87,2.13,14.14,13.13,16.0,6.06,15.15,11.11,18.18,21.0,20.2,21.78,19.0,23.23,17.17,20.0,23.23,16.0,15.0,16.16,0.0,5.94,16.16,17.65,0.0,0.99,0.0,0.0,0.99,1.0,0.0,0.0,0.0,0.0,1.01,1.98,0.0,1.98,1.0,1.01,1.01,1.0,0.0,1.0,0.0,0.0,0.0,0.99,1.02,0.0,2.0,0.0,1.01,2.0,1.0,1.0,1.0,0.99,0.0,0.0,0.0,1.0,22.06,0.99,0.99,0.0,0.99,0.0,0.0,0.99,0.0,20.2,0.0,16.0,1.0,5.0,0.0,0.0,0.99,0.0,0.0,1.0,21.15,1.0,0.0,5.66,1.0
109,14.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.5,1.0,1.0,1.0,0.0,0.0,15.85,15.48,1.0,0.0,0.0,0.99,0.98,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.06,17.78,20.22,18.18,18.18,2.0,0.0,0.99,2.08,0.0,1.96,1.01,0.0,0.99,0.0,1.0,0.0,28.57,0.0,16.16,11.11,1.01,12.12,1.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.01,1.0,0.99,0.0,0.0,0.0,0.0,0.0,1.0,13.13,0.0,1.0,0.0,0.0,0.0,0.0,0.97,0.0,1.0,1.0,0.0,1.0,0.0,0.99,0.0,0.99,1.01,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.99,0.0,1.0,0.99,0.0,1.01,1.01,0.0,0.0,1.01,0.0,1.01,1.01,0.0,1.01,1.01,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,1.0,0.0,22.0,0.0,0.0,25.86,1.0,1.0,0.0,22.39,0.0,0.0,10.0,0.0,0.99,41.18,0.0
110,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,10.89,0.0,0.99,0.0,1.0,1.0,0.0,1.15,1.0,12.12,0.99,1.01,0.0,0.0,0.99,31.43,35.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,1.05,19.1,1.01,1.02,1.04,0.0,0.0,1.01,16.0,0.0,1.0,0.0,0.0,1.06,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.01,0.0,1.0,0.0,0.0,0.0,1.01,0.0,1.01,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.99,0.0,0.0,1.01,0.0,0.0,1.0,0.0,25.37,20.55,0.98,0.0,0.0,5.71,0.0,0.0,1.0,1.98,0.0,1.01,0.0,0.0,0.99,2.27,23.68,0.0,1.0,1.0,0.0,0.0,1.0
