rxpck/s,aceph01,aceph02,aceph03,aceph04
63,5173.0,4968.0,5000.0,2169.0
64,5793.0,6481.0,5968.0,5442.0
65,4037.0,4344.0,4521.0,5847.0
66,2673.0,2488.0,2965.0,4351.0
67,1711.0,1289.0,1572.0,2538.0
68,4186.0,4419.0,3614.0,1381.0
69,1406.0,1314.0,975.0,3883.0
70,4812.0,4809.0,4852.0,1130.0
71,4952.0,4210.0,4660.0,5969.0
72,4748.0,5206.0,5788.0,4195.0
73,3629.0,3620.0,3422.0,4625.0
74,1267.0,1149.0,690.0,3091.0
75,3366.0,2855.0,2926.0,684.0
76,2584.0,2133.0,1962.0,2892.0
77,4579.0,4674.0,4967.0,1930.0
78,5853.0,6773.0,6242.0,5428.0
79,1554.0,1537.0,1485.0,6798.0
80,3753.0,4172.0,4212.0,1447.0
81,2354.0,2463.0,2866.0,3896.0
82,1871.0,1638.0,1578.0,2516.0
83,4950.0,4299.0,4675.0,1736.0
84,2691.0,2392.0,2036.0,4439.0
85,3702.0,3920.0,3618.0,1982.0
86,4709.9,4546.0,5082.0,3613.0
87,3089.0,3489.0,3675.0,4597.0
88,5166.0,4941.0,4748.0,3153.0
89,2061.0,1689.0,1728.0,4727.0
90,5548.0,5493.0,4813.0,1854.0
91,2408.0,2284.0,2257.0,4958.0
92,5600.0,4943.0,5026.0,2624.0
93,2570.0,2737.0,3036.0,5701.0
94,7810.0,8425.0,7272.0,2510.0
95,4720.0,5255.0,5415.0,7474.0
96,2421.0,2385.0,2373.0,4344.0
97,1744.0,1936.0,1726.0,2377.0
98,5050.0,4947.0,4933.0,1789.0
99,6360.0,6293.0,7182.0,4976.0
100,1674.0,1518.0,1665.0,6011.0
101,8449.0,7849.0,8401.0,1863.0
102,4930.0,5486.0,5377.0,7472.0
103,1187.0,907.0,661.0,4736.0
104,1153.0,1101.0,1097.0,713.0
105,6271.0,6223.0,5872.0,1247.0
106,6330.0,5299.0,5783.0,5833.0
107,2559.0,2322.0,2147.0,5905.0
108,3731.0,3880.0,3837.0,2258.0
109,3839.0,4251.0,4448.0,3904.0
110,1573.0,1428.0,1407.0,4561.0
111,1974.0,2043.0,2459.0,1200.0
112,1178.0,1126.0,1126.0,2053.0
113,7522.0,7630.0,7309.0,1572.0
114,4734.0,3814.0,3946.0,8039.0
115,3744.0,3794.0,3797.0,3735.0
116,1739.0,1719.0,1736.0,3428.0
117,2074.0,1969.0,1835.0,1503.0
118,5141.0,4931.0,5076.0,2107.0
119,4352.0,3497.0,3666.0,5103.0
120,3088.0,2835.0,3106.0,3851.0
121,3605.0,3233.0,3713.0,2616.0
122,5103.0,6072.0,5340.0,3613.0
123,3198.0,3216.0,2401.0,5341.0
124,6552.0,6283.0,6382.0,3107.0
125,2926.0,2757.0,2374.0,5871.0
126,4038.0,4666.0,4986.0,2427.0
127,4964.0,5057.0,5286.0,4171.0
128,4315.0,4306.0,4152.0,5406.0
129,3526.0,3087.0,2909.0,4609.0
130,3705.0,3370.0,3387.13,2821.0
131,5388.0,5600.0,5895.0,3164.0
132,6651.0,6693.0,6680.0,5012.0
133,2962.0,3039.0,3202.0,6694.0
134,3552.0,3242.0,3332.0,2810.0
135,3754.0,3394.0,3453.0,3244.0
136,3022.0,2667.0,3056.0,3495.0
137,3944.0,4250.0,4127.0,2613.0
138,1924.0,1969.0,1824.0,4749.0
139,4353.0,3885.0,4245.0,1627.0
140,4349.0,4757.0,4785.0,4049.0
141,3376.0,3291.0,4076.0,5280.0
142,4563.0,4318.0,4494.0,3320.0
143,2455.0,2344.0,2156.0,3848.0
144,3222.0,3617.0,3791.0,2354.0
145,2140.0,1761.0,2158.0,3331.0
146,4489.0,4454.0,4766.0,2087.0
147,5701.0,5012.0,5920.0,5123.0
148,2977.0,2516.0,2779.0,6065.0
149,4987.0,5524.0,4645.0,2612.0
150,2723.0,2485.0,2480.0,4934.0
151,4149.0,3691.0,3718.0,2265.0
152,3419.0,2984.0,3144.0,3885.0
153,5280.0,5091.0,5062.0,2977.0
154,3500.0,3898.0,3256.0,5435.0
155,1353.0,1574.0,1444.0,3132.0
156,3681.0,3949.0,4030.0,1168.0
157,6113.0,6651.0,6646.0,3664.0
158,4394.0,4481.0,4736.0,6217.0
159,4247.0,3599.0,3796.0,4127.0
160,5961.0,6037.0,6400.0,3638.0
161,6042.0,6526.0,7217.0,6755.0
162,6002.0,6090.0,5631.0,6079.0
163,3371.0,3316.0,3320.0,4956.0
164,2045.0,2120.0,1995.0,3399.0
165,4132.0,4097.0,3752.0,2043.0
166,3933.0,4016.0,3569.0,3531.0
167,1588.0,1518.0,1500.0,4899.0
168,3429.0,3064.0,3691.0,1697.0
169,3482.0,3469.0,3824.0,3632.0
170,4009.0,3889.0,4475.0,3445.0
171,2578.0,2694.0,2712.0,3636.0
172,4807.0,4994.0,4779.0,2215.0
173,3840.0,3610.0,4314.0,5107.0
174,3561.0,3309.0,3710.0,3210.0
175,3088.0,3009.0,3225.0,3623.0
176,3417.0,3552.0,3903.0,3284.0
177,1248.0,1396.0,1209.0,3648.0
178,7046.0,5878.0,6941.0,1381.0
179,3434.0,2799.0,2918.0,6079.2
180,5412.0,5915.0,5615.0,3000.0
181,2088.0,2197.0,2038.0,5295.0
182,2712.0,2553.0,3040.0,2137.0
183,3396.0,3567.0,3481.0,2779.0
184,1945.0,2025.0,1987.0,3737.0
185,6345.0,6136.0,5783.0,2153.0
186,5287.0,5963.0,6361.0,5913.0
187,2788.0,2469.0,3133.0,5281.0
188,2204.0,1906.0,1939.0,2702.0
189,5279.0,4997.0,5626.0,2009.0
190,6269.0,5626.0,6738.0,5145.0
191,3355.0,3327.0,3299.0,5874.0
192,1657.0,2010.0,2103.0,3026.0
193,5327.0,5890.0,5378.0,1892.0
194,7277.0,6973.0,6931.0,4897.0
195,3316.0,3328.0,3027.0,7163.0
196,1845.0,1990.0,1782.0,3302.0
197,3903.0,4170.0,3687.0,1906.0
198,2326.0,2364.0,2539.0,3866.0
199,5304.0,5151.0,5593.0,2670.0
200,2910.0,2477.0,3252.0,5625.0
201,4969.0,5625.0,6376.0,2604.0
202,2271.0,2476.0,2199.0,4914.0
203,1528.0,1314.0,1056.0,2095.0
204,4493.0,4079.0,4196.0,1026.0
205,3734.0,3257.0,3831.0,3999.0
206,3868.0,3668.0,4077.0,3964.0
207,4026.0,3551.0,3964.0,4781.0
208,2485.0,2490.0,2465.0,3681.0
209,3219.0,2804.0,3555.0,2474.0
210,1237.0,1393.0,1281.0,3370.0
211,7205.0,7084.0,7170.0,1230.0
212,1277.0,1364.0,1226.0,6982.0
213,2020.0,1884.0,1489.0,1619.0
214,2007.0,1955.0,2245.0,1960.0
215,4723.0,5152.0,4489.0,1930.0
216,7024.0,6907.0,6780.0,5197.0
217,2422.0,2381.0,2626.0,6804.0
218,2743.0,2926.0,3326.0,2592.0
219,2803.0,3194.0,2793.0,2859.0
220,3412.0,2978.0,2942.0,2915.0
221,6896.0,6763.0,7635.0,3062.0
222,7326.0,6707.0,6763.0,7470.0
223,3049.0,3405.0,4043.0,6365.0
224,2439.0,2269.0,2469.0,3346.0
225,4089.0,3869.0,3901.0,2044.0
226,2030.0,1627.0,2377.0,3548.0
227,5650.0,5417.0,5219.0,2128.0
228,2218.0,2568.0,2353.0,5887.0
229,4029.0,3291.0,4108.0,3022.0
230,3046.0,3100.0,2704.0,3635.0
231,3440.0,3696.0,4141.0,3541.0
232,1115.0,1248.0,1459.0,3444.0
233,4633.0,4215.0,4244.0,1379.0
234,5075.0,4733.0,5038.0,4443.0
235,5851.0,5264.0,5213.0,4506.0
236,3690.0,3177.0,3265.0,5818.0
237,3125.0,3123.0,3524.0,3607.0
238,5347.0,5238.0,5307.0,3205.0
239,3157.0,2537.0,2561.0,6003.0
240,4809.0,4059.0,4747.0,2724.0
241,3382.0,2927.0,3523.0,4650.0
242,4587.0,5033.0,4831.0,3266.0
243,2220.0,2149.0,2129.0,4571.0
244,5167.0,4872.0,4529.0,2154.0
245,4508.0,4221.0,5200.0,4970.0
246,7539.0,8415.0,7954.0,4024.0
247,2120.0,2195.0,2327.0,8028.0
248,1179.0,1102.0,1028.0,2824.0
249,5140.0,4723.0,5051.0,1117.0
250,6185.0,6303.0,6628.0,5223.0
251,5420.79,5957.0,6061.0,6890.0
252,2973.0,2454.0,2672.0,5542.0
253,1743.0,1716.0,1503.0,2791.0
254,6059.0,6209.0,6528.0,1573.0
255,3627.0,3421.0,3227.0,5746.0
256,2407.0,2419.0,2315.0,3296.0
257,3459.0,3109.0,3341.0,2186.0
258,3286.0,3272.0,3463.0,3516.0
259,3971.0,3958.0,3755.0,3833.0
260,1638.0,1692.0,1536.0,3585.0
261,4626.0,5081.0,5257.0,1559.0
262,2352.0,2562.0,2511.0,5090.0
263,3466.0,3660.0,3156.0,3056.0
264,4976.0,4636.0,4972.0,2982.0
265,4310.0,3632.0,4012.0,4951.0
266,3133.0,2825.0,3230.0,4305.0
267,3799.0,3918.0,3802.0,3636.0
268,3165.0,3730.0,3764.0,4061.0
269,3475.0,3326.0,3669.0,3595.0
270,2891.0,2375.0,2874.0,3874.0
271,5826.0,5109.0,5072.0,3022.0
272,3605.0,4002.0,4170.0,5342.0
273,4269.0,4178.0,3786.0,3501.0
274,1187.0,1365.0,1305.0,4256.0
275,5110.0,5309.0,5016.0,1312.0
276,4910.0,4819.0,5055.0,5055.0
277,4838.0,4581.0,4567.0,4440.0
278,5783.0,5682.0,5907.0,4818.0
279,1502.0,1313.0,1394.0,6120.0
280,2913.0,2355.0,2559.0,1496.0
281,6826.0,6193.0,6441.0,2826.0
282,4236.0,4137.0,3889.0,6317.0
283,4376.0,4152.0,4278.0,3836.0
284,4161.0,4346.0,4467.0,4329.0
285,2554.0,2507.0,2222.0,3433.0
286,1915.0,1944.0,1883.0,2434.0
287,7421.0,6346.0,6345.0,1795.0
288,4011.0,4172.0,4139.0,7328.0
289,2874.0,2859.0,2612.0,4143.0
290,4638.0,5240.0,5611.0,2493.0
291,3268.0,3588.0,3647.0,5088.0
292,2558.0,2670.0,2874.0,3855.0
293,3370.0,3458.0,3612.0,2842.0
294,4674.0,4186.0,4221.0,3406.0
295,3045.0,2789.0,2719.0,3999.0
296,5677.0,4954.45,4897.0,2980.0
297,4779.0,4340.0,5246.0,5657.0
298,3481.0,3301.0,3035.0,4931.0
299,7752.0,7088.0,7475.0,3628.0
300,1976.0,1790.0,1737.0,7338.0
301,2019.0,1532.0,1755.0,1950.0
302,2702.0,2904.0,2715.0,1840.0
303,3819.0,3922.0,3510.0,3077.0
304,5938.0,6296.0,6511.0,3904.0
305,3619.0,2915.0,3057.0,5838.0
306,4132.0,4214.0,4144.0,3021.0
307,6794.0,7236.0,7421.0,3652.0
308,3105.0,2776.0,2750.0,7414.0
309,1638.0,1490.0,1322.0,2802.0
310,2532.0,2417.0,2811.0,1461.0
311,6337.0,6326.0,6528.0,2441.0
312,6727.0,6568.0,7185.0,5754.0
313,4331.69,3337.0,3424.0,6753.0
314,7981.0,7575.0,7414.0,3462.0
315,2879.0,3003.0,3002.0,8150.0
316,4963.0,5291.0,5491.0,2742.0
317,1714.0,1372.0,938.0,5614.0
318,1174.0,821.0,1139.0,1201.0
319,4251.0,4375.0,5017.0,1314.0
320,4454.0,5456.0,4979.0,4905.0
321,4993.0,4826.0,5157.0,4651.0
322,2155.0,1661.0,1871.0,4739.0
323,2918.0,2669.0,2735.0,2326.0
324,2090.0,2516.0,2394.0,2862.0
325,1567.0,1973.0,1898.0,2102.0
326,6322.0,5063.0,5846.0,2182.0
327,2134.0,2462.0,2119.0,5485.0
328,5119.0,4485.0,4793.0,2332.0
329,3729.0,3445.0,3207.0,4815.0
330,5603.0,5628.0,5636.0,3561.0
331,6445.0,5823.0,5686.0,5201.0
332,5132.0,5351.0,5358.0,5964.0
333,2157.0,1721.0,1407.0,5135.0
334,6243.0,6666.0,6611.0,1812.0
335,6134.0,6821.0,6580.0,5866.0
336,2713.0,3050.0,3079.0,6536.0
337,3686.0,3347.0,3733.0,2959.0
338,5656.0,5028.0,5085.0,3799.0
339,3040.0,3194.0,2850.0,5103.0
340,1011.0,765.0,793.0,2650.0
341,3598.0,4063.0,3664.0,893.0
342,4312.0,3870.0,3955.0,3989.0
343,4624.0,4077.0,4212.0,3832.0
344,7595.0,8085.0,8299.0,4255.0
345,4287.0,4277.0,3849.0,7193.0
346,701.0,753.0,594.0,4677.0
347,2587.0,2170.0,2298.0,639.0
348,1214.0,831.0,1027.0,2433.0
349,4300.0,3660.0,4309.0,1166.0
350,4039.0,4463.0,4058.0,4087.0
351,5820.0,5731.0,6326.0,4227.0
352,4224.0,3928.0,4432.0,5349.0
353,2207.0,1799.0,1807.0,3931.0
354,6326.0,6553.0,6162.0,1623.0
355,5033.0,4599.0,4788.0,6864.0
356,3361.0,3121.0,3569.0,4808.0
357,1845.0,1485.0,1647.0,3593.0
358,2764.0,2112.0,2207.0,1485.0
359,2100.0,2340.0,1835.0,1990.0
360,8800.0,8955.0,9053.0,1877.0
361,3321.0,3597.0,3093.0,8727.0
362,1939.0,2262.0,1992.0,3309.0
363,1279.0,1038.0,1130.0,2339.0
364,3681.0,3476.0,3513.86,1001.0
365,2685.0,3176.0,2560.0,3538.0
366,2387.0,2123.0,2276.0,2694.0
367,5559.0,6497.0,6627.0,2171.0
368,2885.0,2489.0,2483.0,6233.0
369,2082.0,1525.0,1751.0,2320.0
370,5872.0,5879.0,6254.0,1445.0
371,8169.0,7857.0,7786.0,5835.0
372,6364.0,6144.0,6477.0,8157.0
373,5075.0,4718.0,4996.0,6600.0
374,1307.0,1305.0,1525.0,4516.0
375,6339.0,6569.0,6243.0,1017.0
376,4875.0,4612.0,4551.0,5929.0
377,3212.0,3634.0,3509.0,4735.0
378,1651.0,1364.0,1561.0,3213.0
379,3500.0,3113.0,3377.0,1680.0
380,4663.0,4697.0,4134.0,3125.0
381,4147.0,4575.0,5008.0,4621.0
382,1173.0,1124.0,1388.0,4652.0
383,2911.0,2587.0,3017.0,1097.0
384,3450.0,2517.0,3031.0,2597.0
385,7611.0,7232.0,7156.0,3252.0
386,4329.0,5466.0,4685.0,7177.0
387,3093.0,3245.0,3282.0,5370.0
388,4874.0,3965.0,4430.0,3047.0
389,2135.0,1716.0,1542.0,3963.0
390,7753.0,7701.0,7297.0,1765.0
391,3448.0,3118.0,3576.0,7933.0
392,3542.0,3711.0,3887.0,3022.0
393,3110.0,2806.0,3817.0,3844.0
394,5051.0,5360.0,5093.0,3022.0
395,2831.0,3081.0,2614.0,4779.0
396,2883.0,3030.0,2867.0,2890.0
397,5089.0,5340.0,5410.0,2963.0
398,3452.0,3133.0,3476.0,4781.0
399,1661.0,1501.0,1657.0,2796.0
