avgrq-sz,aceph01,aceph02,aceph03,aceph04
64,7.271,6.593,52.568,12.119
65,54.451,7.314,11.199,4.409
66,8.555,11.043,7.729,51.593
67,8.756,19.491,12.61,10.946
68,7.9,8.357,23.824,8.448
69,13.564,13.864,9.464,12.06
70,10.614,49.959,7.754,14.945
71,6.419,5.505,9.368,8.111
72,15.638,8.814,7.385,50.931
73,6.039,6.555,51.361,7.872
74,11.738,10.917,5.923,5.155
75,15.985,16.185,6.427,13.361
76,16.55,7.003,17.961,6.244
77,55.937,8.939,7.509,13.463
78,3.783,6.275,68.12,9.292
79,4.699,5.686,8.81,11.498
80,8.064,6.195,15.058,6.186
81,11.468,15.5,41.853,11.053
82,12.435,8.662,74.565,8.164
83,14.152,20.331,4.318,9.789
84,9.617,48.525,9.096,11.377
85,6.239,5.048,5.837,13.593
86,5.359,7.907,9.575,11.614
87,7.156,82.246,11.212,9.727
88,10.875,11.452,9.595,81.823
89,8.731,12.937,8.691,4.937
90,11.611,6.54,6.678,7.156
91,5.02,6.848,8.789,7.112
92,8.342,8.456,6.514,6.146
93,8.316,8.414,9.802,10.322
94,8.308,10.625,51.132,6.406
95,84.928,12.549,8.031,10.934
96,9.953,54.041,7.074,9.793
97,11.036,6.656,11.89,9.133
98,10.417,5.484,7.67,9.472
99,10.26,4.468,12.592,49.301
100,11.756,7.377,8.29,6.948
101,6.702,15.637,11.339,6.54
102,56.627,10.233,10.988,28.536
103,4.248,5.099,12.382,8.828
104,8.149,9.733,8.56,35.586
105,25.198,27.486,6.129,6.669
106,8.176,10.427,10.752,7.0
107,8.359,8.857,6.913,7.447
108,5.496,7.947,8.991,7.876
109,10.192,6.94,9.573,17.061
110,7.432,8.867,16.505,13.366
111,9.022,14.14,23.999,14.403
112,13.531,15.309,81.529,23.748
113,6.748,6.395,7.761,61.863
114,7.715,46.548,5.695,6.786
115,11.784,5.988,2.719,7.053
116,9.372,50.322,7.622,13.177
117,7.147,11.236,10.999,16.591
118,24.24,10.001,24.524,9.938
119,9.758,13.136,9.766,11.595
120,52.369,48.196,8.631,6.63
121,56.423,7.616,6.41,5.901
122,86.588,9.243,5.327,5.211
123,77.594,8.788,6.7,5.197
124,63.857,14.349,8.518,11.342
125,10.914,9.372,11.405,9.52
126,10.859,8.023,13.528,8.041
127,9.321,6.886,11.409,49.143
128,7.791,9.634,11.136,54.971
129,9.054,6.468,84.551,11.286
130,9.465,8.639,64.398,6.66
131,6.598,9.482,10.935,13.274
132,7.383,10.266,80.371,151.671
133,8.708,7.05,8.215,11.825
134,11.763,9.027,7.723,26.154
135,8.817,8.208,11.658,74.558
136,13.1,7.194,8.754,7.738
137,49.354,11.602,8.402,7.357
138,5.101,9.234,10.214,11.206
139,8.223,6.633,8.663,8.949
140,9.376,19.627,7.72,9.012
141,8.784,6.692,10.416,7.173
142,21.635,13.104,6.885,9.062
143,8.692,9.561,9.396,7.85
144,13.795,10.955,11.939,10.891
145,6.951,6.515,11.621,14.413
146,6.796,6.511,5.162,11.099
147,7.794,6.958,13.237,15.821
148,8.122,11.374,7.129,7.522
149,11.473,12.845,7.946,5.415
150,7.962,9.604,12.984,5.852
151,7.41,9.684,5.77,4.196
152,5.871,6.124,7.659,9.687
153,9.385,85.685,9.069,9.444
154,7.351,25.498,35.059,10.842
155,7.667,11.712,71.047,11.269
156,6.587,11.973,16.747,5.36
157,10.613,6.924,7.322,10.47
158,8.019,6.948,6.545,6.286
159,14.328,9.674,10.27,6.559
160,83.373,7.144,7.854,8.763
161,5.695,7.256,10.896,15.94
162,49.202,13.445,11.255,51.945
163,5.807,8.546,12.554,17.294
164,10.039,9.756,13.065,81.363
165,10.755,5.864,9.908,4.929
166,11.773,6.799,8.544,7.432
167,8.076,7.652,11.712,9.518
168,4.662,6.124,8.326,10.631
169,4.466,12.602,7.606,12.033
170,8.208,8.401,9.962,10.166
171,11.572,8.405,23.605,10.685
172,19.56,8.248,86.308,6.011
173,50.735,8.231,7.584,7.691
174,49.411,7.982,3.918,7.043
175,15.941,9.565,50.942,9.902
176,6.538,11.085,5.657,11.838
177,11.198,6.658,56.275,11.736
178,23.838,8.747,87.264,13.357
179,5.796,12.66,8.917,5.794
180,12.786,128.489,5.831,6.999
181,3.109,9.811,6.578,5.931
182,5.272,7.775,7.5,10.89
183,11.201,5.47,13.147,7.78
184,11.816,11.875,9.699,7.734
185,9.108,13.278,7.401,16.92
186,7.933,12.443,24.216,61.73
187,6.981,11.13,8.565,93.993
188,6.477,6.266,11.465,11.047
189,7.765,7.179,99.259,41.66
190,6.449,6.964,7.556,7.501
191,8.928,8.713,5.907,9.262
192,12.985,6.791,9.546,11.691
193,8.108,118.679,8.109,17.476
194,9.516,7.544,8.494,127.65
195,6.817,12.282,6.415,71.34
196,9.051,5.639,11.127,5.413
197,5.955,9.736,7.774,6.849
198,7.761,5.543,12.25,16.343
199,11.869,65.195,11.444,11.741
200,30.604,11.752,14.626,8.57
201,65.012,85.982,6.006,13.409
202,6.963,14.319,5.872,6.868
203,4.935,13.418,4.471,9.137
204,7.202,4.706,11.448,16.041
205,87.361,4.592,12.867,10.789
206,16.869,6.091,9.311,53.062
207,10.08,12.231,28.452,10.648
208,7.306,14.992,6.616,10.683
209,5.717,9.898,10.076,6.483
210,7.813,8.703,8.864,8.883
211,6.046,6.309,8.242,51.59
212,12.696,6.077,7.863,5.461
213,5.751,8.647,4.966,8.552
214,18.752,14.593,8.062,13.021
215,3.685,13.838,12.771,19.043
216,6.991,16.289,15.233,5.818
217,9.77,7.127,15.765,6.588
218,8.99,11.786,8.711,3.894
219,15.65,7.573,7.295,5.142
220,11.049,23.768,46.758,10.156
221,7.98,10.143,9.217,10.776
222,5.291,10.45,14.396,14.881
223,114.309,9.622,10.432,4.488
224,6.775,6.313,8.426,5.194
225,16.855,5.468,8.298,3.463
226,13.191,7.741,9.521,7.862
227,7.756,14.998,6.344,18.075
228,5.734,9.507,8.626,28.68
229,7.783,4.621,10.61,79.754
230,8.422,10.129,14.529,7.411
231,13.545,5.423,7.837,7.124
232,7.466,9.852,6.854,7.076
233,9.254,16.743,8.132,9.371
234,7.827,6.757,13.914,9.845
235,10.822,8.588,57.758,14.484
236,7.916,6.543,10.602,8.511
237,7.483,8.542,14.739,11.279
238,6.076,8.896,85.174,7.11
239,9.866,15.064,11.725,8.302
240,11.608,8.688,5.493,7.229
241,79.008,8.193,7.577,8.708
242,15.737,6.408,5.728,7.597
243,14.221,11.638,9.939,6.397
244,72.532,7.984,13.687,16.478
245,5.644,12.523,13.033,9.427
246,9.519,8.207,9.202,9.271
247,9.606,57.488,12.752,4.321
248,8.556,7.149,9.847,8.673
249,25.24,7.262,7.373,6.661
250,7.575,10.466,8.571,12.776
251,8.572,6.065,4.753,10.036
252,6.22,56.924,12.13,41.321
253,8.66,5.61,8.138,10.344
254,9.752,85.8,16.134,4.175
255,10.049,11.993,10.054,7.178
256,8.855,30.527,9.265,11.749
257,7.982,129.538,11.207,12.718
258,9.342,6.396,5.837,14.352
259,10.634,3.947,7.103,13.486
260,6.651,61.923,11.048,48.05
261,7.532,20.861,10.481,5.019
262,8.954,7.906,7.379,9.048
263,7.586,9.817,3.328,10.726
264,10.003,9.769,7.098,15.235
265,10.78,5.27,5.584,9.651
266,5.472,7.556,8.627,7.414
267,10.064,8.128,9.372,7.989
268,9.778,8.721,19.705,11.909
269,9.501,17.12,54.316,8.056
270,10.489,6.99,8.62,14.049
271,57.373,8.486,8.038,6.967
272,29.835,7.46,4.582,7.148
273,8.798,5.023,8.883,8.98
274,7.739,10.836,12.982,11.855
275,6.986,11.577,8.485,12.603
276,11.554,8.038,14.091,12.097
277,7.493,11.605,8.07,7.792
278,10.658,6.859,9.133,50.746
279,8.58,6.635,49.874,67.707
280,9.811,11.386,8.396,5.772
281,11.368,14.776,18.082,10.31
282,5.576,5.823,10.283,9.104
283,9.112,6.477,11.268,10.804
284,9.183,5.68,9.301,6.925
285,10.706,11.952,6.872,4.139
286,13.466,9.274,5.666,4.787
287,10.919,17.026,9.233,10.092
288,47.915,5.071,6.535,10.381
289,112.88,69.299,10.15,18.247
290,7.206,78.459,12.561,7.736
291,8.095,9.137,10.797,5.869
292,11.749,11.954,9.689,7.363
293,7.456,24.361,4.15,5.963
294,12.007,4.68,5.61,12.028
295,8.269,4.983,8.828,9.307
296,6.803,6.591,50.558,9.056
297,9.87,5.391,11.978,11.435
298,6.231,9.78,10.222,11.52
299,13.012,17.116,7.768,11.388
300,8.112,8.715,4.677,8.325
301,8.928,8.672,7.965,6.656
302,7.429,6.555,7.799,11.457
303,8.98,5.471,14.869,6.919
304,45.58,12.625,22.18,6.865
305,12.0,113.965,9.824,13.009
306,7.485,7.813,9.1,5.78
307,4.538,70.887,8.166,10.774
308,6.286,85.938,7.979,11.798
309,7.713,9.818,11.449,7.291
310,9.864,78.711,9.783,5.717
311,20.655,11.383,33.185,21.507
312,7.327,6.979,9.148,5.966
313,7.688,10.243,10.504,8.336
314,4.757,8.584,6.671,6.445
315,6.571,9.183,55.227,8.072
316,19.047,10.796,13.931,7.526
317,12.866,80.354,7.352,7.799
318,10.247,42.715,9.529,11.082
319,7.782,6.84,10.485,30.361
320,5.658,9.816,9.617,12.974
321,8.315,10.027,18.361,10.94
322,8.334,10.599,4.667,55.4
323,14.808,69.836,7.463,66.965
324,8.313,15.319,5.663,80.494
325,10.981,6.077,4.998,10.899
326,12.025,10.496,14.996,11.442
327,6.736,6.545,11.914,9.579
328,11.875,8.057,7.897,43.182
329,9.323,11.511,6.49,52.976
330,7.224,13.741,8.588,8.808
331,53.108,9.751,5.286,5.553
332,7.155,6.558,32.827,3.769
333,8.978,8.923,46.953,7.956
334,6.273,8.156,37.789,8.152
335,50.215,9.313,14.861,11.878
336,6.267,9.896,8.428,13.784
337,8.252,12.698,50.785,10.169
338,111.09,10.635,9.018,9.86
339,32.361,8.301,9.308,9.199
340,10.51,7.137,9.72,4.298
341,8.693,5.383,30.387,4.641
342,7.95,7.43,7.037,9.535
343,5.57,9.718,8.397,7.168
344,9.178,8.182,11.236,55.107
345,55.529,8.641,9.256,8.376
346,57.428,110.509,7.756,6.678
347,8.922,5.225,6.666,5.491
348,9.153,10.775,19.416,8.855
349,5.109,15.634,5.216,12.425
350,8.054,13.247,7.25,55.828
351,8.61,10.331,12.798,8.914
352,10.434,9.061,6.2,12.208
353,13.952,6.259,7.305,5.12
354,5.76,7.036,4.746,51.839
355,7.163,11.914,5.401,8.228
356,6.147,8.979,10.35,7.812
357,5.976,11.461,7.085,12.778
358,10.797,18.373,20.765,14.154
359,14.281,7.642,8.268,15.543
360,21.53,53.191,15.648,12.271
361,52.704,9.322,10.677,5.558
362,5.371,13.069,76.44,5.329
363,6.473,9.015,6.063,7.094
364,5.299,12.538,20.813,6.674
365,7.557,15.674,7.684,18.196
366,13.496,8.631,13.648,12.928
367,6.731,15.161,9.602,93.978
368,6.559,6.522,8.697,3.806
369,8.404,9.717,8.038,3.747
370,22.04,7.58,14.271,7.153
371,7.544,9.791,49.988,15.017
372,6.594,6.152,10.246,7.159
373,8.873,8.001,66.546,7.546
374,13.072,10.741,81.735,5.073
375,7.953,24.685,23.576,4.127
376,10.298,8.715,8.363,12.423
377,10.301,12.817,5.303,8.246
378,10.014,7.952,8.51,12.703
379,6.325,9.842,6.628,9.724
380,7.496,8.501,16.966,16.671
381,7.663,10.836,9.751,8.372
382,8.879,8.594,9.816,4.84
383,17.403,8.65,6.429,5.049
384,10.38,16.473,11.87,7.974
385,6.809,10.769,28.095,9.693
386,10.737,8.586,6.609,82.582
387,9.405,4.54,7.294,10.9
388,9.503,9.123,10.742,11.248
389,5.818,10.734,8.835,4.79
390,6.71,10.671,17.735,5.324
391,51.39,16.537,8.507,8.751
392,7.16,8.153,10.082,4.896
393,10.299,7.252,18.741,12.039
394,7.563,5.697,7.782,6.767
395,10.295,7.634,8.666,10.684
396,7.714,11.185,8.482,7.921
397,8.13,17.235,12.927,8.976
398,6.381,8.497,11.867,5.581
399,10.997,6.636,68.864,7.393
