kbmemfree,aceph01,aceph02,aceph03,aceph04
96,24143400.0,24223756.0,24027364.0,24157608.0
97,24140684.0,24223428.0,24028208.0,24155564.0
98,24139200.0,24179532.0,23985816.0,24155920.0
99,24133828.0,24218036.0,24019104.0,24126380.0
100,24129548.0,24211768.0,24014204.0,24157020.0
101,24129516.0,24201940.0,24014068.0,24153820.0
102,24124908.0,24198784.0,24005348.0,24144432.0
103,24125796.0,24196292.0,24006624.0,24141032.0
104,24125780.0,24197252.0,24009196.0,24140000.0
105,24087900.0,24164832.0,23976340.0,24145728.0
106,24121364.0,24174952.0,24001456.0,24108220.0
107,24117700.0,24189552.0,23996136.0,24110452.0
108,24115220.0,24188572.0,23994656.0,24130196.0
109,24109572.0,24182524.0,23997760.0,24129244.0
110,24109544.0,24181844.0,24001252.0,24127832.0
111,24107240.0,24181684.0,24002808.0,24127852.0
112,24106568.0,24181812.0,24001652.0,24130352.0
113,24082320.0,24179568.0,24000448.0,24132880.0
114,24071232.0,24179168.0,23995424.0,24123204.0
115,24059112.0,24183372.0,23986836.0,24116668.0
116,24092548.0,24153596.0,23968764.0,24112252.0
117,24091204.0,24177784.0,23944352.0,24111032.0
118,24088532.0,24179556.0,23988932.0,24087092.0
119,24090420.0,24183208.0,23985540.0,24089432.0
120,24094312.0,24177552.0,23982704.0,24109704.0
121,24089832.0,24172524.0,23977760.0,24106464.0
122,24077936.0,24167080.0,23974776.0,24105188.0
123,24078728.0,24167456.0,23970208.0,24100936.0
124,24072420.0,24162292.0,23961000.0,24095460.0
125,24069444.0,24158796.0,23956224.0,24089880.0
126,24068096.0,24155576.0,23952360.0,24085416.0
127,24064400.0,24163244.0,23951572.0,24082152.0
128,24031276.0,24131660.0,23913720.0,24087288.0
129,24059068.0,24162248.0,23942736.0,24086184.0
130,24060580.0,24160808.0,23946924.0,24065324.0
131,24053380.0,24156496.0,23946636.0,24073820.0
132,24045948.0,24150056.0,23939064.0,24068052.0
133,24043024.0,24145092.0,23932588.0,24063720.0
134,24045336.0,24142624.0,23933940.0,24055248.0
135,24043004.0,24139860.0,23929392.0,24054912.0
136,24039904.0,24139248.0,23925428.0,24046928.0
137,24044332.0,24139396.0,23922880.0,24041468.0
138,24041768.0,24135828.0,23923244.0,24040496.0
139,24014636.0,24084920.0,23902928.0,24039776.0
140,24011988.0,24136876.0,23917004.0,24019720.0
141,24035800.0,24133736.0,23921760.0,24025368.0
142,24029692.0,24130864.0,23918476.0,24036908.0
143,24043960.0,24129624.0,23917300.0,24034068.0
144,24044816.0,24129848.0,23915192.0,24029012.0
145,24042856.0,24129952.0,23911036.0,24026916.0
146,24039516.0,24126324.0,23896360.0,24023088.0
147,24033224.0,24115264.0,23904592.0,24024544.0
148,24030508.0,24110628.0,23855032.0,24036716.0
149,24026852.0,24112728.0,23902736.0,24033488.0
150,24023040.0,24113012.0,23898000.0,24029984.0
151,24020784.0,24115760.0,23894604.0,24027308.0
152,24019348.0,24103196.0,23891100.0,24023576.0
153,23984296.0,24084188.0,23888236.0,24020444.0
154,24003060.0,24111952.0,23882004.0,23983448.0
155,24010112.0,24109576.0,23879748.0,24002268.0
156,24006964.0,24109860.0,23878856.0,24014828.0
157,24000052.0,24105488.0,23872516.0,24017848.0
158,23993796.0,24098224.0,23848376.0,24009784.0
159,23995140.0,24094924.0,23869056.0,24003628.0
160,23985932.0,24086472.0,23862484.0,24000400.0
161,23983236.0,24077556.0,23853900.0,23990648.0
162,23972852.0,24071252.0,23847248.0,23988928.0
163,23969184.0,24045864.0,23845296.0,23985020.0
164,23967164.0,24073076.0,23842344.0,23975916.0
165,23935040.0,24070364.0,23839088.0,23963732.0
166,23955200.0,24068488.0,23837452.0,23932312.0
167,23968456.0,24065380.0,23838848.0,23951216.0
168,23966924.0,24065004.0,23833752.0,23974844.0
169,23960896.0,24063056.0,23815216.0,23974080.0
170,23958320.0,24059948.0,23795832.0,23980004.0
171,23958824.0,24056804.0,23832380.0,23978584.0
172,23955144.0,24055400.0,23825840.0,23977816.0
173,23963268.0,24051264.0,23832280.0,23975000.0
174,23959252.0,24047572.0,23834464.0,23969148.0
175,23956236.0,24024188.0,23829180.0,23968448.0
176,23933608.0,24047932.0,23829120.0,23938956.0
177,23925076.0,24045456.0,23817556.0,23914420.0
178,23958352.0,24041236.0,23810964.0,23962464.0
179,23958444.0,24035684.0,23808296.0,23961856.0
180,23959520.0,24044924.0,23774088.0,23955956.0
181,23956676.0,24041824.0,23783732.0,23950956.0
182,23957716.0,24040820.0,23804820.0,23950144.0
183,23956232.0,24035044.0,23800572.0,23947104.0
184,23955644.0,24032184.0,23796932.0,23943956.0
185,23950888.0,24028780.0,23790168.0,23943092.0
186,23944588.0,24028592.0,23787056.0,23936880.0
187,23941508.0,24041300.0,23785320.0,23912932.0
188,23932764.0,24034440.0,23783708.0,23913928.0
189,23894528.0,23986712.0,23779660.0,23878884.0
190,23927704.0,24030540.0,23742816.0,23897704.0
191,23923772.0,24030248.0,23773084.0,23916360.0
192,23924752.0,24026848.0,23771060.0,23913116.0
193,23921732.0,24030580.0,23772488.0,23912380.0
194,23914868.0,24023616.0,23762264.0,23913784.0
195,23911388.0,24019600.0,23756188.0,23904484.0
196,23908844.0,24019836.0,23751436.0,23899928.0
197,23905072.0,24018500.0,23754324.0,23897500.0
198,23903928.0,24015632.0,23750768.0,23893796.0
199,23900768.0,24017476.0,23751468.0,23893216.0
200,23898484.0,23999904.0,23748216.0,23894384.0
201,23859184.0,23973508.0,23748424.0,23892272.0
202,23866344.0,24015424.0,23724108.0,23843828.0
203,23893908.0,24013920.0,23748432.0,23892704.0
204,23876736.0,24012844.0,23747416.0,23891760.0
205,23882912.0,24007988.0,23750892.0,23888884.0
206,23877824.0,24005252.0,23748344.0,23881096.0
207,23876644.0,24001684.0,23743752.0,23889528.0
208,23874568.0,24000420.0,23738060.0,23887516.0
209,23870964.0,23999840.0,23738636.0,23887880.0
210,23870920.0,23999128.0,23739428.0,23883052.0
211,23864504.0,23994064.0,23733704.0,23881900.0
212,23857092.0,23991336.0,23731920.0,23883304.0
213,23876188.0,23990792.0,23728424.0,23869672.0
214,23874940.0,23990848.0,23728252.0,23852616.0
215,23842944.0,23955112.0,23710356.0,23880736.0
216,23840732.0,23992700.0,23696460.0,23882952.0
217,23857676.0,23988344.0,23698796.0,23874408.0
218,23855412.0,23983796.0,23721336.0,23869756.0
219,23856556.0,23983196.0,23726424.0,23866644.0
220,23855236.0,23982012.0,23721248.0,23865892.0
221,23846748.0,23975532.0,23711488.0,23865700.0
222,23838772.0,23972896.0,23704944.0,23861716.0
223,23849984.0,23966896.0,23703044.0,23830204.0
224,23803024.0,23966680.0,23703548.0,23831704.0
225,23819608.0,23966520.0,23683860.0,23850080.0
226,23844428.0,23965784.0,23679248.0,23843288.0
227,23840132.0,23947932.0,23699664.0,23841368.0
228,23835792.0,23915472.0,23693428.0,23837700.0
229,23835560.0,23962904.0,23693788.0,23839240.0
230,23831988.0,23957772.0,23690324.0,23836300.0
231,23824548.0,23951300.0,23693296.0,23838548.0
232,23823704.0,23954196.0,23691728.0,23833300.0
233,23821164.0,23949276.0,23690416.0,23831744.0
234,23824864.0,23949128.0,23693376.0,23827980.0
235,23818600.0,23941488.0,23682988.0,23791124.0
236,23814120.0,23937028.0,23681032.0,23792388.0
237,23781428.0,23904248.0,23650688.0,23828208.0
238,23770460.0,23880564.0,23679116.0,23826692.0
239,23813948.0,23931064.0,23676896.0,23820492.0
240,23808360.0,23927484.0,23674460.0,23818476.0
241,23810880.0,23924416.0,23669984.0,23814928.0
242,23810236.0,23921740.0,23662252.0,23812900.0
243,23821800.0,23921160.0,23662520.0,23803240.0
244,23817944.0,23917400.0,23665008.0,23811680.0
245,23812624.0,23913292.0,23661388.0,23806640.0
246,23800780.0,23906808.0,23649100.0,23805956.0
247,23783224.0,23912096.0,23614360.0,23748668.0
248,23749344.0,23890496.0,23650652.0,23798412.0
249,23800752.0,23907220.0,23661580.0,23797268.0
250,23793128.0,23913160.0,23651608.0,23794720.0
251,23784552.0,23912656.0,23655164.0,23789984.0
252,23781424.0,23907768.0,23648516.0,23785004.0
253,23782632.0,23908884.0,23648320.0,23788012.0
254,23778068.0,23907604.0,23643300.0,23788300.0
255,23780620.0,23916516.0,23641528.0,23779928.0
256,23776840.0,23921508.0,23643188.0,23776616.0
257,23773936.0,23924468.0,23642272.0,23775448.0
258,23773588.0,23900000.0,23637536.0,23772308.0
259,23725572.0,23867812.0,23636484.0,23755708.0
260,23770996.0,23916848.0,23592176.0,23747840.0
261,23770808.0,23916252.0,23637216.0,23776812.0
262,23766308.0,23911784.0,23639932.0,23772752.0
263,23765156.0,23910300.0,23638976.0,23772360.0
264,23759972.0,23905888.0,23634164.0,23771100.0
265,23761476.0,23900124.0,23629776.0,23766296.0
266,23757444.0,23896516.0,23624740.0,23760768.0
267,23753744.0,23892000.0,23624560.0,23759616.0
268,23752092.0,23888360.0,23620420.0,23759404.0
269,23751140.0,23889608.0,23623980.0,23755032.0
270,23755036.0,23886536.0,23625012.0,23751476.0
271,23746012.0,23880264.0,23616164.0,23759024.0
272,23744284.0,23869212.0,23610972.0,23754716.0
273,23700432.0,23855236.0,23612228.0,23743316.0
274,23742224.0,23876732.0,23572216.0,23697892.0
275,23739992.0,23875036.0,23608272.0,23742988.0
276,23731684.0,23869696.0,23603864.0,23751884.0
277,23727108.0,23864572.0,23601208.0,23746444.0
278,23723568.0,23858916.0,23600624.0,23747508.0
279,23720092.0,23855500.0,23596260.0,23753292.0
280,23719196.0,23858468.0,23603860.0,23751272.0
281,23705088.0,23853156.0,23598280.0,23752064.0
282,23707760.0,23847260.0,23576076.0,23747780.0
283,23678612.0,23810180.0,23552000.0,23743576.0
284,23681480.0,23842692.0,23594048.0,23724276.0
285,23700668.0,23839980.0,23589112.0,23696780.0
286,23699656.0,23841052.0,23586848.0,23734828.0
287,23699572.0,23836460.0,23582100.0,23732796.0
288,23700520.0,23837252.0,23576264.0,23726108.0
289,23706696.0,23834560.0,23571992.0,23722576.0
290,23701420.0,23828884.0,23570292.0,23726120.0
291,23694492.0,23820156.0,23571548.0,23719844.0
292,23693632.0,23828876.0,23571148.0,23718892.0
293,23691912.0,23825568.0,23568940.0,23714732.0
294,23693272.0,23821892.0,23567056.0,23713304.0
295,23665460.0,23808752.0,23570572.0,23707692.0
296,23690136.0,23783524.0,23529904.0,23703408.0
297,23686880.0,23813472.0,23566964.0,23662536.0
298,23684704.0,23810836.0,23562744.0,23680284.0
299,23680500.0,23805572.0,23558204.0,23701436.0
300,23677728.0,23803400.0,23551224.0,23690052.0
301,23653304.0,23799532.0,23551144.0,23695264.0
302,23676340.0,23797400.0,23548720.0,23695240.0
303,23678468.0,23792316.0,23549232.0,23693344.0
304,23686608.0,23785940.0,23553384.0,23691176.0
305,23679292.0,23798252.0,23547528.0,23692884.0
306,23675892.0,23800592.0,23545024.0,23686504.0
307,23666244.0,23793512.0,23540396.0,23691064.0
308,23664580.0,23748764.0,23506408.0,23659652.0
309,23660480.0,23764764.0,23510952.0,23647348.0
310,23662436.0,23790024.0,23537464.0,23688528.0
311,23644448.0,23792924.0,23532420.0,23688816.0
312,23617620.0,23782772.0,23524552.0,23688204.0
313,23648784.0,23780452.0,23537996.0,23679100.0
314,23640012.0,23771756.0,23532328.0,23675316.0
315,23633860.0,23768780.0,23531252.0,23665472.0
316,23630560.0,23775540.0,23521356.0,23661008.0
317,23626648.0,23776352.0,23520396.0,23653292.0
318,23629488.0,23754092.0,23483608.0,23621280.0
319,23627496.0,23771528.0,23521880.0,23619440.0
320,23621896.0,23774960.0,23518628.0,23656700.0
321,23582244.0,23769308.0,23516148.0,23652400.0
322,23613988.0,23770140.0,23513064.0,23656868.0
323,23616048.0,23775300.0,23516876.0,23655880.0
324,23614924.0,23774156.0,23514864.0,23656804.0
325,23610892.0,23773092.0,23514396.0,23655972.0
326,23619736.0,23771544.0,23515416.0,23654776.0
327,23614624.0,23768344.0,23510592.0,23648932.0
328,23611128.0,23765120.0,23507780.0,23645328.0
329,23606924.0,23760528.0,23503944.0,23627924.0
330,23600200.0,23756512.0,23497024.0,23632640.0
331,23579328.0,23749008.0,23464828.0,23652760.0
332,23551408.0,23734708.0,23446536.0,23646320.0
333,23595904.0,23714008.0,23494756.0,23637328.0
334,23591312.0,23737788.0,23492716.0,23635924.0
335,23591272.0,23727060.0,23483152.0,23628824.0
336,23584620.0,23724748.0,23487344.0,23618688.0
337,23581280.0,23724476.0,23487644.0,23614544.0
338,23581756.0,23720056.0,23479332.0,23615244.0
339,23585188.0,23720060.0,23475832.0,23615776.0
340,23584880.0,23722692.0,23479392.0,23616380.0
341,23582536.0,23718400.0,23482352.0,23615592.0
342,23551352.0,23717500.0,23477216.0,23586744.0
343,23558716.0,23675760.0,23428004.0,23579316.0
344,23583188.0,23650300.0,23442928.0,23613064.0
345,23582012.0,23676772.0,23467060.0,23612472.0
346,23581320.0,23705368.0,23465228.0,23609136.0
347,23587840.0,23704772.0,23463160.0,23607188.0
348,23588724.0,23704484.0,23470420.0,23606676.0
349,23585308.0,23706664.0,23468996.0,23606000.0
350,23550188.0,23704560.0,23464456.0,23603884.0
351,23555044.0,23695524.0,23458048.0,23606820.0
352,23574816.0,23690260.0,23454624.0,23599472.0
353,23571388.0,23687808.0,23452960.0,23596768.0
354,23567328.0,23682008.0,23445032.0,23594828.0
355,23563040.0,23675504.0,23438116.0,23594452.0
356,23557956.0,23658700.0,23406964.0,23563564.0
357,23552700.0,23661448.0,23433908.0,23549548.0
358,23570096.0,23690432.0,23433936.0,23586864.0
359,23593716.0,23687236.0,23433656.0,23594356.0
360,23584876.0,23684092.0,23428628.0,23597724.0
361,23586884.0,23678088.0,23426744.0,23591552.0
362,23569300.0,23676200.0,23423528.0,23585464.0
363,23568368.0,23674828.0,23421200.0,23582792.0
364,23593712.0,23691448.0,23420244.0,23580860.0
365,23590552.0,23688288.0,23416624.0,23580472.0
366,23589780.0,23687260.0,23416136.0,23585372.0
367,23584492.0,23687556.0,23406420.0,23586080.0
368,23578260.0,23691112.0,23406956.0,23588232.0
369,23580904.0,23690624.0,23405496.0,23585896.0
370,23573908.0,23643104.0,23392300.0,23569132.0
371,23531384.0,23678304.0,23381388.0,23559272.0
372,23553880.0,23668384.0,23381028.0,23571708.0
373,23555184.0,23656668.0,23380804.0,23565176.0
374,23548928.0,23653344.0,23388256.0,23558364.0
375,23543468.0,23652156.0,23394828.0,23557144.0
376,23538632.0,23660344.0,23390360.0,23551912.0
377,23537180.0,23658476.0,23383196.0,23542128.0
378,23540352.0,23655436.0,23381896.0,23543788.0
379,23536288.0,23658540.0,23379184.0,23542424.0
380,23531556.0,23653376.0,23376240.0,23517384.0
381,23524876.0,23646564.0,23368436.0,23505136.0
382,23524840.0,23646104.0,23376880.0,23543916.0
383,23513256.0,23619188.0,23354012.0,23541680.0
384,23509036.0,23637040.0,23351924.0,23539108.0
385,23514580.0,23638280.0,23377060.0,23536844.0
386,23510220.0,23633588.0,23369608.0,23536056.0
387,23514232.0,23629132.0,23368820.0,23535980.0
388,23511336.0,23623456.0,23362068.0,23535032.0
389,23509644.0,23620520.0,23360940.0,23530224.0
390,23466144.0,23615568.0,23353388.0,23530236.0
391,23472092.0,23616156.0,23349528.0,23489288.0
392,23468004.0,23608596.0,23332196.0,23521628.0
393,23502744.0,23585980.0,23345608.0,23518892.0
394,23501836.0,23602468.0,23346800.0,23515632.0
395,23496836.0,23597332.0,23341520.0,23513068.0
396,23494868.0,23598692.0,23338920.0,23508532.0
397,23489624.0,23601044.0,23334336.0,23511792.0
398,23486988.0,23599456.0,23329944.0,23506576.0
399,23482276.0,23597844.0,23342956.0,23502832.0
