op_w_in_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
354,164861321216,138479001600,154602508288,148290207744,135681810432,154603544576,112683053056,181612433408,142521524224,189665136640,115331178496,147801927680,157217271808,177174441984,191410073600,151562010624,150497849344,178401255424,164196806656,177604587520,144472793088,159514660864,172321263616,191582027776,183927152640,163584106496,128879640576,198273454080,156779024384,172461735936,149011103744,127013171200,164103614464,185501700096,156665049088,162586644480,148098273280,175829340160,230003990528,134887833600
355,164861796352,138479325184,154602844160,148290473984,135682105344,154603806720,112683347968,181612732416,142521729024,189665542144,115331383296,147802128384,157217460224,177174720512,191410348032,151562186752,150498013184,178401419264,164196806656,177604800512,144472825856,159514730496,172321263616,191582121984,183927205888,163584176128,128879693824,198273552384,156779081728,172461797376,149011292160,127013306368,164103864320,185501913088,156665290752,162586644480,148098445312,175829577728,230004219904,134887976960
356,164861882368,138479431680,154602844160,148290527232,135682203648,154603962368,112683487232,181612908544,142521819136,189665685504,115331387392,147802173440,157217521664,177174818816,191410413568,151562244096,150498062336,178401484800,164196806656,177604870144,144473100288,159515103232,172321263616,191582306304,183927517184,163584475136,128880017408,198273712128,156779298816,172462149632,149011308544,127013318656,164103868416,185501925376,156665307136,162586644480,148098473984,175829606400,230004232192,134888046592
357,164862054400,138479525888,154602844160,148290650112,135682260992,154604048384,112683569152,181613035520,142521901056,189665812480,115331665920,147802308608,157217746944,177175175168,191410679808,151562395648,150498324480,178401828864,164197228544,177604956160,144473210880,159515230208,172321763328,191582306304,183927689216,163584643072,128880136192,198273712128,156779446272,172462317568,149011603456,127013576704,164104286208,185502375936,156665569280,162587287552,148098777088,175830024192,230004690944,134888366080
358,164862185472,138479648768,154602881024,148290768896,135682342912,154604146688,112683642880,181613146112,142522023936,189665923072,115331768320,147802361856,157217890304,177175306240,191410679808,151562395648,150498439168,178401906688,164198039552,177604956160,144473288704,159515340800,172322058240,191582380032,183927820288,163584765952,128880275456,198273712128,156779581440,172462452736,149011668992,127013576704,164104392704,185502449664,156665647104,162587357184,148098842624,175830097920,230004793344,134888456192
359,164862394368,138479788032,154602881024,148290936832,135682510848,154604347392,112683851776,181613293568,142522212352,189666164736,115331854336,147802415104,157217980416,177175441408,191410679808,151562395648,150498516992,178402000896,164198174720,177605398528,144473399296,159515488256,172322242560,191582871552,183927992320,163584917504,128880398336,198273765376,156779700224,172462555136,149011779584,127013728256,164104515584,185502617600,156665798656,162587541504,148098977792,175830241280,230004944896,134888554496
360,164862402560,138479800320,154602881024,148290977792,135682523136,154604359680,112683876352,181613293568,142522228736,189666193408,115331960832,147802636288,157218078720,177175560192,191410679808,151562399744,150498623488,178402111488,164198305792,177605513216,144473616384,159515705344,172322537472,191583031296,183928209408,163585105920,128880611328,198273765376,156779855872,172462788608,149011886080,127013806080,164104634368,185502736384,156665917440,162587631616,148099088384,175830351872,230005071872,134888669184
361,164862558208,138479935488,154603511808,148291117056,135682662400,154604503040,112683958272,181613293568,142522331136,189666385920,115332071424,147802951680,157218230272,177175810048,191411290112,151562850304,150498816000,178402312192,164198486016,177605611520,144473628672,159515738112,172322566144,191583031296,183928217600,163585118208,128880635904,198273765376,156779868160,172462800896,149012045824,127013978112,164104695808,185502937088,156666073088,162587852800,148099129344,175830564864,230005297152,134888833024
362,164862742528,138480115712,154603757568,148291231744,135682818048,154604695552,112684064768,181613387776,142522470400,189666598912,115332075520,147802972160,157218250752,177175814144,191411318784,151562866688,150498840576,178402340864,164198506496,177605742592,144473665536,159515836416,172322762752,191583031296,183928365056,163585253376,128880689152,198273765376,156779982848,172462968832,149012066304,127014023168,164104695808,185502945280,156666085376,162587881472,148099141632,175830581248,230005317632,134888833024
363,164862787584,138480164864,154603827200,148291321856,135682854912,154604756992,112684109824,181613387776,142522511360,189666693120,115332186112,147803119616,157218451456,177175961600,191411552256,151563010048,150498971648,178402476032,164198637568,177605902336,144473665536,159516004352,172322938880,191583289344,183928483840,163585421312,128880889856,198274891776,156780089344,172463206400,149012299776,127014285312,164104695808,185503227904,156666335232,162588049408,148099141632,175830781952,230005678080,134889037824
364,164862799872,138480177152,154603847680,148291334144,135682859008,154604769280,112684130304,181613404160,142522515456,189666713600,115332313088,147803303936,157218574336,177176154112,191411781632,151563243520,150499172352,178402738176,164198912000,177606098944,144473665536,159516024832,172323004416,191583809536,183928483840,163585474560,128880922624,198275112960,156780089344,172463316992,149012389888,127014387712,164104695808,185503354880,156666466304,162588176384,148099141632,175830937600,230005895168,134889164800
365,164862877696,138480193536,154603913216,148291371008,135682887680,154604773376,112684146688,181613846528,142522548224,189666758656,115332341760,147803394048,157218574336,177176219648,191411867648,151563329536,150499233792,178402795520,164198969344,177606193152,144473665536,159516033024,172323012608,191583813632,183928508416,163585478656,128880926720,198275133440,156780253184,172463316992,149012426752,127014449152,164104695808,185503387648,156666486784,162588188672,148099182592,175830970368,230005940224,134889185280
366,164862877696,138480193536,154603913216,148291379200,135682887680,154604773376,112684154880,181613879296,142522548224,189666762752,115332382720,147803426816,157218607104,177176227840,191411867648,151563345920,150499254272,178402811904,164198981632,177606197248,144473743360,159516073984,172323037184,191583813632,183928709120,163585536000,128880955392,198275219456,156780269568,172463337472,149012439040,127014461440,164104695808,185503395840,156666515456,162588188672,148099530752,175830999040,230005952512,134889189376
367,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218607104,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606270976,144473743360,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105207808,185503420416,156666544128,162588229632,148099584000,175831027712,230005981184,134889205760
368,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606270976,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105232384,185503424512,156666544128,162588229632,148099588096,175831031808,230005981184,134889205760
369,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
370,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
371,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
372,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
373,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
374,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
375,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
376,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
377,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
378,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
379,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
380,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
381,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
382,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
383,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
384,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
385,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
386,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
387,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
388,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
389,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
390,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
391,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
392,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
393,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
394,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
395,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
396,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
397,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
398,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
399,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
400,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
401,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
402,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
403,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
404,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
405,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
406,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
407,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
408,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
409,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
410,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
411,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
412,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
413,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
414,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
415,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
416,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
417,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
418,164862877696,138480193536,154603913216,148291379200,135682908160,154604773376,112684154880,181613899776,142522548224,189666762752,115332403200,147803443200,157218676736,177176248320,191411904512,151563427840,150499307520,178402852864,164199018496,177606275072,144474025984,159516073984,172323037184,191583838208,183928713216,163585536000,128880959488,198275223552,156780273664,172463337472,149012439040,127014502400,164105285632,185503428608,156666544128,162588229632,148099629056,175831031808,230005981184,134889205760
