%util,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
10,98.04,100.0,101.01,99.01,100.0,97.09,100.0,101.01,99.01,102.04,100.0,100.0,100.0,101.01,100.0,98.61,100.0,272.24,376.47,387.1,101.01,375.0,220.8,101.01,99.01,472.0,100.0,100.0,102.04,101.01,101.01,100.0,110.0,103.51,110.0,108.7,110.33,109.89,164.93,100.0,99.01,100.0,100.4,100.4,100.0,110.0,100.0,99.01,100.0,100.61,100.87,100.0,101.01,101.01,101.01,99.01,100.0,101.01,100.0,101.01,101.01,100.0,101.01,101.01,101.01,99.01,102.04,100.0,101.01,100.0,100.0,101.01,100.0,99.01,101.01,100.0,99.01,99.01,101.41,102.04,100.0,101.01,101.01,99.01,101.01,102.04,99.01,101.01,100.0,101.01,99.01,98.04,100.0,102.04,100.0,100.0,100.0,101.01,100.0,99.01,100.0,101.01,101.01,100.0,100.0,102.04,101.01,102.04,100.0,100.0,100.0,100.0,100.0,100.0,99.01,100.0,100.0,100.0,99.01,101.01,100.0,100.0,100.0,102.04,101.01,101.01,101.01,100.0,100.0,101.01,99.41,101.01,100.0,101.01,100.0,99.01,100.0,100.4,101.01,101.01
11,102.04,99.01,99.01,100.0,98.04,100.0,100.0,99.01,100.0,101.01,101.01,100.0,101.01,99.01,100.0,100.4,101.01,97.78,98.04,101.01,100.0,100.0,101.01,100.0,470.4,100.0,100.0,100.0,101.01,99.41,109.89,101.01,108.13,111.11,108.89,99.01,107.53,108.7,110.33,109.68,361.13,100.8,99.01,100.0,100.0,108.13,99.01,113.64,350.68,111.11,261.78,101.01,100.0,100.0,100.0,101.01,102.04,100.0,99.01,100.0,100.0,100.0,100.0,100.0,102.04,101.41,99.01,101.01,100.0,99.01,101.01,100.0,100.0,101.01,100.0,101.01,99.01,99.01,99.6,99.01,100.0,100.0,101.01,102.04,101.01,100.0,101.01,99.01,101.01,100.0,100.0,101.01,98.04,100.0,100.0,101.01,99.01,99.01,100.0,101.01,100.0,99.01,100.0,101.01,100.0,100.0,101.01,100.0,101.01,101.41,101.01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,102.04,100.0,101.01,100.0,100.0,100.0,101.01,99.01,101.01,100.0,100.0,100.0,100.0,101.01,99.01,101.01,99.01,99.01,100.0,99.01
12,100.0,101.01,99.01,100.0,102.04,100.0,99.01,100.0,101.01,100.0,101.01,100.0,101.01,101.01,101.01,99.01,101.01,99.01,100.4,100.0,100.0,97.09,100.0,100.0,99.01,100.0,100.0,99.01,100.0,99.01,108.7,100.0,100.66,106.52,100.0,101.01,100.0,102.04,112.36,105.26,99.01,100.61,100.0,107.53,101.01,100.66,112.36,108.7,101.01,109.13,100.0,100.0,142.86,99.01,101.01,99.41,98.04,101.01,100.0,100.0,100.0,98.04,100.0,100.0,98.04,99.01,99.01,101.01,100.0,101.01,99.01,100.0,100.0,101.01,100.0,100.0,100.4,101.01,99.41,100.0,101.01,101.01,100.0,101.01,99.01,100.0,100.0,101.01,101.01,99.01,101.01,99.01,101.01,99.01,102.04,100.0,101.01,100.0,99.41,100.0,101.01,100.0,101.01,102.04,101.01,100.0,100.0,101.01,99.01,99.01,100.0,99.01,99.01,100.0,99.01,101.01,100.0,100.0,100.0,101.01,100.0,101.01,100.0,101.01,100.0,102.04,100.0,102.04,100.0,98.04,102.04,100.0,99.01,100.0,101.01,100.0,101.01,100.0,98.43,101.01
13,101.01,99.01,101.01,99.01,101.01,99.01,101.01,99.01,101.01,101.01,100.0,99.01,101.01,101.01,101.01,101.01,99.01,99.01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,101.01,100.0,100.0,100.0,100.0,100.0,101.01,101.78,100.0,100.0,101.01,99.01,101.01,101.01,100.0,100.0,101.01,100.0,99.01,100.4,108.7,100.0,101.01,100.0,100.0,100.0,303.26,100.0,100.0,99.01,101.01,100.0,101.01,101.01,101.01,101.01,99.01,101.01,100.0,101.01,101.01,100.0,99.01,100.0,101.01,101.01,101.01,101.01,101.01,100.0,99.01,100.0,100.0,100.0,99.01,101.01,101.01,98.04,101.01,101.01,101.01,99.01,100.0,101.01,101.01,101.01,100.0,101.01,101.01,101.01,101.01,101.01,100.0,100.0,101.01,100.0,100.0,101.01,101.01,101.01,101.01,100.0,100.0,100.0,101.01,100.0,101.01,101.01,102.04,101.01,101.01,100.0,101.01,100.0,101.01,100.0,100.0,101.01,100.0,99.01,101.01,98.04,100.0,100.0,99.01,100.0,99.01,101.01,99.01,101.01,101.01,100.0,101.01,100.0
14,99.01,99.01,101.01,101.01,99.01,100.0,100.0,100.0,100.0,100.0,100.0,101.01,99.01,100.0,100.0,101.01,101.01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,101.01,101.01,100.0,100.0,101.01,100.0,100.0,101.01,99.01,100.4,100.0,100.0,100.0,100.4,101.01,100.0,101.01,220.9,100.0,100.0,101.01,99.6,100.0,101.01,99.01,101.01,100.0,384.41,101.01,100.0,101.01,101.01,100.0,101.01,101.01,100.0,100.0,100.0,99.01,100.0,101.01,100.0,99.01,99.01,101.01,100.0,100.0,101.01,99.01,99.01,101.01,100.0,99.01,99.01,100.0,101.01,100.0,99.01,101.01,101.01,99.01,100.0,102.04,101.41,101.01,101.01,100.0,99.01,100.0,101.01,99.01,100.0,100.0,99.01,99.01,100.0,99.01,100.4,101.01,99.01,100.0,100.0,101.01,100.0,101.01,101.01,101.01,101.01,99.01,101.01,101.01,101.01,100.0,101.01,98.04,100.0,101.01,101.41,101.01,99.01,100.0,100.0,100.0,101.01,100.0,101.01,101.01,101.01,99.01,101.01,101.01,101.01,99.01,100.0,99.01,101.01
15,101.01,102.04,101.01,101.01,98.04,99.01,100.0,101.01,101.01,100.0,100.0,100.0,110.8,107.2,100.0,100.0,100.0,98.04,101.01,101.01,100.0,99.01,100.0,276.36,101.01,102.04,101.01,101.01,1001.74,101.01,101.01,99.01,100.0,100.0,102.04,101.01,99.01,101.01,100.0,99.01,100.0,135.14,100.0,101.01,108.63,101.01,101.01,100.0,102.04,100.0,102.04,99.01,365.07,101.01,238.12,99.01,100.0,98.43,101.01,100.0,100.0,100.0,102.04,102.04,100.0,99.01,102.04,101.01,100.0,101.01,99.01,100.0,100.0,99.01,99.01,100.0,100.0,99.01,100.0,101.01,101.01,101.01,99.01,100.0,101.01,100.0,100.0,101.01,100.0,99.01,100.0,101.01,100.0,101.01,101.01,99.01,101.01,101.01,100.0,100.0,100.0,99.6,99.01,100.0,100.0,101.41,100.0,102.04,100.0,99.01,100.0,99.01,98.04,99.01,101.01,97.09,353.33,101.01,101.01,101.01,100.0,150.27,101.01,101.01,100.0,121.95,671.72,170.85,101.01,170.85,100.0,101.01,99.01,101.01,100.0,99.01,101.01,100.0,100.0,101.01
16,100.0,98.04,101.01,100.0,102.04,100.0,100.0,100.0,99.01,99.01,115.22,209.46,294.47,713.85,105.74,296.17,104.9,99.01,1210.53,99.01,101.01,96.15,101.01,142.86,98.04,101.01,653.91,993.04,99.01,358.5,100.4,100.0,101.41,101.01,100.0,436.15,101.01,110.97,101.01,100.0,101.01,101.01,99.01,100.0,119.55,100.4,100.0,101.01,101.01,100.0,99.01,349.73,101.01,100.0,238.1,101.01,100.0,100.0,99.01,100.0,101.01,101.01,99.41,99.01,101.01,101.01,100.0,101.01,101.01,98.04,102.04,101.01,101.01,100.0,99.01,100.0,99.01,100.0,100.0,100.0,100.0,98.04,100.0,101.01,100.0,100.0,102.04,100.0,100.0,101.01,102.04,100.0,99.01,99.01,100.0,101.01,99.01,99.01,101.01,100.0,101.01,98.43,101.01,100.0,101.01,98.61,99.01,100.4,100.0,101.01,103.09,105.74,100.0,101.01,99.01,107.07,99.01,321.21,848.7,100.0,100.0,138.43,121.95,100.0,101.01,111.11,101.01,150.24,649.33,724.71,590.3,100.0,101.01,371.43,100.0,99.01,146.93,102.04,127.23,121.84
17,100.0,100.0,101.01,101.01,99.01,99.01,99.01,100.0,100.0,99.01,526.32,101.01,100.0,100.0,776.67,100.0,105.2,275.69,100.0,242.58,99.01,271.22,247.87,100.0,102.04,376.0,384.62,100.0,102.04,100.0,109.79,100.0,111.91,100.0,372.5,100.0,251.56,104.55,246.4,99.01,105.26,108.7,100.0,98.04,100.0,125.0,98.04,108.63,267.37,108.21,533.95,99.01,101.01,100.0,101.01,101.01,100.0,99.01,100.0,100.0,101.41,99.01,100.0,101.01,99.01,101.01,101.01,100.0,101.01,100.0,100.0,100.0,100.0,101.01,101.01,100.0,101.01,101.01,101.01,100.0,102.04,101.01,100.0,100.0,100.4,101.01,100.0,100.0,101.01,100.0,100.0,102.04,101.01,100.0,101.01,100.0,102.04,101.01,101.01,100.0,101.01,100.0,100.0,100.0,100.0,100.4,102.04,98.61,102.04,100.0,100.0,99.15,100.0,106.0,100.0,101.01,101.01,666.67,101.01,100.0,100.0,99.01,101.01,100.0,556.57,99.01,102.04,99.01,100.0,100.0,100.0,100.0,126.74,526.32,97.09,101.01,1240.0,155.29,256.41,400.0
18,100.0,100.0,98.04,100.0,101.01,99.01,102.04,100.0,101.01,97.09,100.0,99.41,99.01,101.01,101.01,100.0,99.01,99.01,100.0,101.01,100.0,114.94,137.78,505.53,376.0,357.14,100.0,101.41,101.01,100.0,118.65,99.01,104.58,112.36,100.0,341.05,100.0,100.43,100.4,119.06,111.2,105.26,102.04,107.08,101.01,105.26,109.36,754.29,100.0,183.2,100.4,100.0,99.8,101.01,101.01,100.0,100.0,101.01,99.01,101.01,100.0,102.04,100.0,99.01,101.01,101.01,99.01,98.04,100.0,102.04,101.01,101.01,100.0,99.01,100.0,100.0,101.01,101.01,100.0,100.0,99.01,100.4,101.01,99.01,99.6,100.0,100.0,100.0,100.0,101.01,101.01,100.0,100.0,100.0,101.01,101.01,100.0,100.0,100.0,100.0,101.01,100.0,101.01,99.01,100.0,100.0,100.0,100.0,100.0,102.04,101.01,101.01,98.04,101.01,109.89,97.09,101.01,100.0,101.01,265.0,207.84,99.01,99.01,252.99,100.0,100.0,100.0,101.01,101.01,101.01,99.01,389.63,922.67,100.0,196.3,212.0,100.0,341.33,100.0,100.0
19,100.0,101.01,101.01,99.01,98.04,101.01,99.01,98.04,99.01,101.01,101.01,100.61,99.01,100.0,101.01,100.0,100.4,186.53,100.0,101.01,99.41,99.41,100.0,100.0,192.31,98.04,100.0,101.01,100.0,101.01,188.8,99.01,99.01,104.17,350.27,101.01,99.01,100.0,100.0,962.35,99.78,99.01,99.01,362.76,166.38,100.0,757.14,100.0,100.0,102.04,99.8,101.01,101.01,98.04,100.0,100.0,100.0,99.01,100.0,100.0,98.04,99.01,100.0,102.04,99.01,100.0,100.0,101.01,101.01,100.0,99.01,100.0,98.04,100.0,102.04,100.0,100.0,100.0,102.04,102.04,101.01,100.0,102.04,101.01,99.41,99.01,101.01,100.0,101.01,99.01,100.4,101.01,100.0,101.01,97.09,100.0,100.0,101.01,100.0,101.01,101.01,100.0,100.4,101.01,101.01,99.01,101.01,100.4,101.01,101.01,101.01,100.0,101.01,100.0,103.09,100.0,98.04,100.0,100.0,285.71,106.38,101.01,101.01,99.01,100.4,100.0,100.0,100.0,101.01,99.01,101.41,588.24,99.01,102.04,181.82,153.85,100.0,100.62,100.0,101.01
20,100.0,101.01,100.0,99.01,101.01,101.01,100.0,100.0,101.01,100.0,100.0,100.0,100.0,101.01,100.0,101.01,124.21,153.85,99.01,106.38,100.0,99.01,306.67,101.01,101.01,107.96,100.0,99.01,101.01,100.0,101.01,101.01,100.0,100.0,99.01,101.01,101.01,238.43,101.01,114.94,99.01,101.01,101.01,101.01,100.4,295.84,101.01,100.0,133.33,99.01,100.2,100.0,100.0,100.0,99.01,100.0,101.01,100.0,100.0,100.0,101.01,101.01,100.0,99.01,101.01,101.01,101.01,102.04,99.01,100.0,100.0,100.0,101.01,100.0,99.01,100.0,101.01,98.04,99.01,100.0,101.01,99.01,100.0,100.0,101.01,100.0,101.01,101.01,101.01,101.01,100.0,101.01,100.0,101.01,99.41,101.01,101.01,101.01,100.0,100.4,101.01,100.0,100.0,101.01,101.01,100.0,99.01,99.01,100.0,100.0,101.01,100.0,100.0,101.01,99.01,100.0,101.01,101.01,99.01,100.0,100.0,101.01,99.01,100.0,102.04,100.0,100.0,101.01,99.01,98.04,100.0,99.01,100.0,99.01,99.01,102.04,100.0,99.41,101.01,100.0
21,100.0,98.04,99.01,101.01,100.0,100.0,99.01,101.01,101.01,99.01,100.0,101.01,100.0,99.01,100.0,99.01,100.0,100.66,99.01,100.0,99.01,100.0,101.01,101.01,100.0,101.01,100.0,100.0,100.0,102.04,240.79,100.0,360.0,102.04,101.01,102.04,101.01,101.01,100.0,98.04,227.33,100.0,101.01,100.0,100.0,100.0,100.0,100.0,101.01,936.47,100.0,100.0,101.01,101.01,102.04,100.0,100.0,101.01,101.01,100.0,101.01,100.0,100.0,99.01,100.0,100.0,99.01,100.0,101.01,99.01,101.01,101.01,101.01,99.01,100.0,101.01,101.01,100.0,100.0,100.0,100.0,100.0,100.0,101.01,99.01,100.0,101.01,99.01,100.0,100.0,100.0,100.0,101.01,100.0,100.0,99.01,101.01,99.01,102.04,101.01,100.0,100.0,99.01,101.01,100.0,101.01,100.0,100.0,101.01,100.0,99.01,99.01,100.0,99.01,99.01,99.01,100.0,101.01,99.01,100.0,102.04,99.01,99.01,99.01,99.01,102.04,101.01,101.01,101.01,99.01,100.0,101.01,100.0,101.01,102.04,98.04,101.01,100.0,100.0,101.01
