%util,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
199,100.0,99.01,100.0,100.0,100.0,100.0,98.04,101.01,100.0,100.0,100.0,102.04,99.01,101.01,98.04,100.0,98.04,101.01,101.01,100.0,100.0,101.01,100.0,101.01,101.01,100.0,100.0,1977.14,102.04,101.01,99.01,100.0,102.04,99.01,100.0,100.0,101.01,100.0,100.8,101.01,101.01,100.0,100.0,100.0,101.01,100.0,101.01,99.01,101.01,99.01,101.01,102.04,100.0,100.0,100.0,100.0,100.0,99.01,101.01,99.01,99.01,99.01,100.0,98.04,101.01,99.01,100.0,101.01,101.01,100.0,99.01,100.0,101.01,99.01,101.01,101.01,101.01,101.01,100.0,102.04,101.01,99.01,101.01,100.0,102.04,100.0,100.0,101.01,102.04,99.01,101.01,98.04,101.01,98.61,100.0,101.01,100.0,100.0,101.01,100.0,101.01,100.0,101.01,101.01,100.0,101.01,100.0,100.0,102.04,100.61,99.01,100.0,100.0,102.04,99.01,99.01,100.61,100.0,100.0,100.2,101.01,101.01,100.0,101.01,101.01,102.04,101.01,100.0,100.0,100.0,99.01,101.01,99.01,101.01,100.0,101.01,100.0,100.0,100.0,99.01
200,99.01,101.01,100.0,100.0,99.01,99.01,100.0,100.0,100.0,101.01,100.0,100.0,100.0,102.04,102.04,101.41,100.0,100.0,166.86,101.01,100.0,101.01,99.01,101.01,100.0,101.01,153.56,98.43,100.0,100.0,101.41,101.01,99.01,100.0,100.0,204.21,101.01,100.0,98.22,99.01,100.0,113.64,101.01,101.01,101.01,470.94,100.0,101.01,101.01,101.01,125.84,99.01,102.04,100.0,101.01,99.01,101.01,100.0,100.0,101.01,101.01,101.01,100.0,100.0,101.01,101.01,101.01,100.0,100.0,99.01,101.01,99.01,99.01,100.0,100.0,99.01,99.01,98.04,101.01,99.01,101.01,100.0,100.0,101.01,98.04,101.01,100.0,99.01,100.0,101.01,99.01,101.01,101.01,100.4,101.01,100.0,100.4,101.01,100.0,99.01,100.0,101.01,101.01,99.01,100.0,101.01,101.01,100.0,99.01,99.41,101.01,101.01,98.04,99.01,99.01,100.0,99.41,100.0,100.0,100.0,99.01,100.0,100.0,100.0,100.0,101.01,99.01,102.04,100.0,101.01,100.0,102.04,100.0,100.0,100.0,99.01,101.01,99.01,100.0,99.6
201,100.0,99.01,101.01,100.0,101.01,101.01,100.0,100.0,101.01,101.01,100.0,100.0,100.0,99.01,100.0,100.0,112.36,99.41,100.4,99.01,101.01,99.01,99.01,470.94,100.0,100.0,100.4,100.0,100.0,100.0,100.0,101.01,101.01,102.04,113.64,99.01,207.41,101.01,102.45,100.0,101.01,101.01,100.0,101.01,116.28,100.0,101.01,101.01,101.01,101.01,156.82,100.0,100.0,99.01,100.0,101.01,99.01,100.0,101.01,100.0,100.0,100.0,101.01,101.01,100.0,101.01,101.01,101.01,100.0,100.0,101.01,101.01,100.0,101.01,100.0,99.01,100.0,101.01,99.01,100.0,99.01,100.0,99.01,100.4,100.0,100.0,101.01,101.01,100.0,101.01,100.0,101.01,101.01,100.0,100.0,101.01,99.01,99.01,101.01,101.01,101.01,101.01,100.0,100.0,100.0,101.41,99.01,100.0,102.04,100.0,100.0,100.0,100.0,101.01,98.04,100.0,99.01,101.01,99.01,101.01,100.0,101.01,101.01,99.01,99.01,101.01,100.0,101.01,101.01,102.04,99.01,99.01,101.01,101.01,100.0,101.01,101.01,100.0,100.0,100.4
202,101.01,99.01,99.01,100.0,100.0,100.0,101.01,100.0,100.0,100.0,98.04,101.01,102.04,101.01,100.0,100.0,100.0,113.64,101.01,102.04,101.01,102.04,100.0,100.0,115.16,100.0,100.0,101.01,99.01,100.0,100.0,99.01,100.0,99.01,101.01,101.01,99.01,101.01,98.61,101.01,102.04,99.01,101.01,99.41,123.08,100.0,100.0,101.01,100.0,197.29,98.04,101.01,100.0,102.04,101.01,100.0,101.01,100.0,99.01,101.01,101.01,100.0,100.0,100.0,100.0,100.0,100.0,99.01,99.01,100.0,99.01,101.01,99.01,99.01,99.01,101.01,101.01,100.0,101.01,100.0,102.04,99.01,101.01,99.6,102.04,101.01,100.0,99.01,102.04,100.0,101.01,100.0,100.0,101.01,100.0,100.0,100.0,99.01,100.0,101.01,102.04,101.01,101.01,101.01,101.41,100.0,100.0,100.0,100.0,101.01,100.0,100.0,98.04,99.01,100.0,100.0,100.0,99.01,101.01,100.0,100.0,101.01,100.0,101.01,102.04,100.0,100.0,101.01,100.0,98.04,101.01,101.01,101.01,100.0,101.01,100.0,100.0,101.01,102.04,101.01
203,100.0,99.01,100.0,99.8,100.0,101.01,101.01,99.01,99.01,99.01,102.04,99.01,101.41,100.0,101.01,100.0,200.0,1025.88,100.0,164.51,101.01,99.01,661.05,98.04,190.91,177.58,98.04,101.01,100.4,100.0,100.0,100.0,101.01,99.01,196.08,101.01,101.01,101.01,100.4,100.0,232.36,101.01,99.01,110.67,100.45,99.01,101.01,100.0,100.0,1376.0,101.01,100.0,100.0,101.01,101.01,102.04,99.01,101.01,101.01,101.01,100.0,101.01,101.41,99.01,100.0,100.0,100.0,102.04,99.01,100.0,101.01,100.0,101.01,100.4,100.4,99.01,100.0,101.01,96.15,100.0,99.01,100.0,99.01,100.4,100.0,100.0,100.0,100.0,100.0,100.0,100.4,100.0,100.0,101.01,100.4,101.01,100.0,102.04,100.0,100.0,101.01,100.4,100.0,100.0,100.0,101.01,101.01,100.0,100.0,99.01,100.0,99.01,101.01,101.01,99.01,100.0,99.01,101.01,100.0,101.01,100.0,100.0,101.01,101.01,100.0,100.0,101.01,100.0,100.0,102.04,101.01,100.0,101.01,100.0,100.0,100.0,101.01,102.04,99.01,99.01
204,99.01,99.01,101.01,98.04,100.0,100.0,96.15,99.01,101.01,97.09,100.0,101.41,100.0,100.0,100.0,102.04,99.01,99.01,101.01,102.04,101.01,101.01,100.0,100.0,101.37,99.01,101.01,101.01,100.61,100.0,113.64,100.0,100.0,99.01,100.0,100.0,100.0,203.64,100.0,101.01,98.82,101.01,101.01,101.01,101.01,100.0,101.01,100.0,102.04,101.01,101.01,100.0,100.0,99.01,99.01,99.01,99.01,100.0,100.0,100.0,100.0,99.01,101.01,101.01,100.0,99.01,100.0,100.0,100.0,100.0,99.01,100.0,99.01,99.01,99.01,100.0,100.0,100.0,101.41,99.01,99.01,99.01,102.04,100.0,99.01,99.01,100.0,102.04,100.0,101.01,99.01,101.01,100.0,99.01,100.0,101.01,100.0,101.01,102.04,101.01,100.0,101.01,99.01,101.01,99.01,100.0,99.01,100.0,100.0,101.01,99.01,100.0,100.4,100.0,99.01,99.01,101.01,100.0,99.01,100.0,100.0,100.0,101.01,101.01,100.0,100.0,101.01,100.0,101.01,100.0,100.0,102.04,101.01,101.01,102.04,101.01,100.0,100.0,101.01,101.01
205,98.04,100.0,99.01,99.01,100.0,101.01,100.0,100.0,101.01,99.01,101.01,99.01,100.4,100.0,100.0,98.04,101.01,101.01,99.01,99.01,101.01,100.0,100.0,100.0,99.01,100.0,99.01,101.01,100.4,101.41,104.17,100.0,114.94,99.01,101.01,99.01,100.0,100.0,100.0,100.0,101.01,101.01,99.01,101.41,99.01,100.0,114.94,113.64,125.84,101.01,101.01,101.01,102.04,102.04,101.41,101.01,100.0,101.01,99.01,100.0,100.0,101.01,99.01,99.01,101.01,100.0,100.4,100.0,100.0,100.0,100.0,100.0,100.0,101.01,100.0,100.0,101.01,101.01,100.0,100.8,101.01,100.0,100.0,99.01,100.0,101.01,101.01,99.41,101.01,101.01,100.0,99.01,100.0,100.0,100.0,100.0,100.0,100.0,101.01,98.04,101.01,101.01,101.41,101.01,101.01,100.0,101.01,99.01,99.01,100.0,101.01,99.01,98.61,99.01,100.0,101.01,101.01,99.01,101.01,100.0,101.01,101.01,101.01,99.01,101.01,101.01,142.92,101.01,100.0,100.0,100.0,100.0,100.0,101.01,99.01,100.0,100.0,100.0,101.01,99.01
206,100.0,100.0,100.0,100.0,100.0,99.01,100.0,100.0,99.01,101.01,100.0,102.04,99.6,100.0,100.0,102.04,99.01,101.01,100.0,100.0,101.01,166.76,101.01,100.0,100.0,101.01,102.04,98.04,101.01,101.01,196.08,101.01,152.65,227.83,99.41,100.0,101.01,100.0,100.0,125.0,100.0,99.01,100.0,100.0,101.01,101.01,113.64,98.04,154.16,100.0,100.0,100.0,98.04,99.01,100.0,101.01,101.01,100.0,100.0,100.0,100.0,100.0,100.0,101.01,101.01,101.01,100.0,101.01,100.0,99.01,100.0,100.0,101.01,102.04,100.0,100.0,100.0,101.01,100.0,98.04,101.01,99.01,100.4,101.01,101.01,100.0,99.01,100.0,100.0,100.0,99.01,101.01,100.4,99.01,100.0,101.01,100.0,101.01,98.04,99.01,101.01,99.01,99.01,101.01,101.01,100.0,101.01,100.0,100.0,100.0,101.01,101.01,99.01,102.04,101.01,100.0,99.01,100.0,99.01,101.01,98.04,99.01,100.0,100.0,100.0,101.01,568.89,99.01,100.0,101.01,100.0,99.01,101.01,100.0,101.01,101.01,101.01,100.0,100.0,101.01
207,101.01,100.0,100.0,99.01,101.01,100.0,101.01,100.0,100.0,100.0,101.01,100.0,101.01,100.0,101.01,100.0,100.0,100.0,101.01,101.01,101.01,97.82,102.04,100.0,99.01,101.01,99.01,102.04,100.0,99.01,101.01,99.01,102.86,99.01,102.04,100.0,100.0,101.01,120.48,151.46,101.01,99.41,101.01,99.01,100.0,101.01,200.0,100.0,99.61,101.01,102.04,100.0,101.01,100.0,100.0,100.0,100.0,101.01,99.01,101.01,99.01,101.01,98.04,100.0,98.04,100.0,99.01,100.0,101.01,99.01,99.01,101.01,99.01,99.01,99.01,101.01,99.01,98.04,98.04,100.0,100.0,100.0,99.6,101.01,98.04,100.0,101.01,100.0,101.01,101.01,101.01,100.4,99.01,101.01,101.01,99.41,100.0,100.0,101.01,100.0,100.0,100.0,100.0,102.04,99.01,100.0,100.0,101.01,100.0,101.01,101.01,100.0,100.4,100.0,99.01,100.0,100.0,100.0,100.0,101.01,102.04,101.01,101.01,100.0,100.0,100.0,101.01,100.0,102.04,100.0,100.0,100.0,99.01,101.01,99.01,101.01,97.09,99.01,101.41,101.01
208,99.01,100.0,99.01,100.4,101.01,99.01,99.01,101.01,100.0,99.01,100.0,99.01,101.01,99.01,99.01,100.0,101.01,100.0,101.01,102.04,101.01,102.04,100.0,101.01,100.0,101.01,101.01,99.01,101.01,101.01,100.0,101.01,99.01,99.01,97.09,100.0,99.01,101.01,2193.33,100.0,101.01,102.04,100.0,100.0,100.0,99.01,99.01,101.01,100.0,100.0,100.0,99.01,101.01,100.0,100.0,99.01,101.01,99.01,100.0,99.01,100.0,100.0,101.01,100.0,100.0,101.01,100.0,98.04,99.01,100.0,102.04,100.0,101.01,100.0,100.0,99.01,101.01,101.01,100.0,100.0,100.0,99.01,100.4,100.0,101.01,100.0,100.0,100.0,99.01,99.01,101.01,100.0,100.0,101.01,100.0,99.6,101.01,100.0,99.01,101.01,101.01,99.01,101.01,100.0,101.01,102.04,100.0,98.43,100.0,101.01,100.0,100.0,98.61,99.01,100.0,102.04,101.01,100.0,100.0,100.0,100.0,100.0,101.01,100.0,101.01,100.0,101.01,172.41,99.01,100.0,101.01,101.01,98.04,100.0,100.0,99.01,100.0,101.01,100.0,100.0
209,100.0,99.41,101.01,100.0,99.01,100.0,101.01,98.04,100.0,101.41,101.01,100.0,100.0,101.41,101.01,101.01,99.01,101.01,100.0,100.4,101.01,99.01,101.01,97.09,100.0,100.0,99.01,101.01,100.0,100.0,99.01,100.0,101.01,100.0,101.01,101.01,102.04,100.0,101.01,101.01,101.01,100.0,100.0,100.0,101.01,102.04,102.04,101.41,102.04,100.0,101.01,100.0,101.01,101.01,101.01,101.01,100.0,101.01,100.0,100.0,100.0,100.0,99.01,101.01,101.01,99.01,100.0,101.01,101.01,100.0,99.01,101.01,99.01,100.0,101.01,100.0,101.01,100.0,100.0,100.0,101.41,99.01,99.6,100.0,101.01,101.01,101.01,100.0,102.04,101.01,101.01,102.04,102.04,100.0,101.01,100.0,100.0,101.01,102.04,101.01,102.04,101.01,101.01,100.0,101.01,100.0,100.0,101.63,101.01,100.0,100.0,100.0,98.43,100.0,100.0,100.0,100.0,100.0,101.01,100.4,100.0,101.01,101.01,100.0,100.0,101.01,98.04,108.7,100.0,101.01,101.01,99.01,101.01,101.01,101.01,101.01,101.01,100.0,99.01,101.01
210,98.04,99.01,99.01,101.01,101.01,101.01,100.0,101.01,100.0,100.0,101.01,100.0,100.0,98.61,211.49,272.94,99.01,101.01,101.01,100.0,100.0,100.0,100.0,101.01,101.01,101.01,101.01,100.0,100.0,100.0,101.01,99.01,100.0,101.01,100.0,100.0,101.01,100.0,101.01,99.01,99.01,101.01,100.0,101.01,101.01,100.0,100.0,101.01,101.01,101.01,100.0,100.0,101.41,101.01,99.01,100.0,99.41,99.01,102.04,101.01,100.0,100.0,100.0,100.0,99.01,100.0,101.01,101.01,100.0,100.0,100.0,101.01,101.01,101.01,101.01,102.04,98.04,102.04,100.0,99.01,99.01,99.01,99.41,101.41,99.01,101.01,99.01,100.0,100.0,101.01,98.04,99.01,100.0,100.0,100.0,100.4,100.0,100.0,101.01,99.01,100.0,101.01,98.04,100.0,100.0,99.01,100.0,99.41,101.01,100.0,101.01,101.01,99.01,102.04,100.0,99.01,100.0,102.04,100.0,99.01,100.0,99.01,101.01,100.0,101.01,100.0,101.01,100.0,100.0,100.0,138.61,102.04,99.01,101.01,100.0,100.0,101.01,99.01,99.01,102.04
211,101.41,100.0,102.04,99.01,99.01,100.0,100.0,101.01,100.0,100.0,100.0,100.0,100.0,100.4,99.01,100.0,102.04,100.0,102.04,100.0,101.01,100.0,100.0,98.04,99.01,101.01,100.0,101.01,101.01,100.0,100.0,101.01,101.01,99.01,100.0,100.0,100.0,101.01,101.01,101.01,102.04,99.01,101.01,101.01,100.0,100.0,101.01,100.0,100.0,99.01,100.0,101.01,101.01,100.4,102.04,100.0,100.0,101.01,99.01,101.01,100.0,101.01,102.04,100.0,99.01,101.01,100.0,99.01,100.0,100.0,100.0,100.0,100.0,101.01,99.01,100.0,101.01,100.0,100.0,100.0,100.0,101.01,99.01,98.43,100.0,100.0,101.01,100.0,101.01,100.0,101.01,101.01,99.01,100.0,100.0,99.01,101.01,101.01,100.0,99.01,100.0,100.0,101.01,101.01,101.01,102.04,101.01,101.01,100.0,100.0,99.01,101.01,100.0,102.04,100.0,101.01,100.0,100.0,100.0,99.01,100.0,100.0,99.01,101.01,99.01,100.0,101.01,100.0,101.01,160.0,422.86,101.01,101.01,99.01,101.01,101.01,101.01,100.0,101.01,98.04
212,98.04,99.01,99.01,99.01,100.0,100.0,100.0,100.0,99.01,98.04,100.0,110.61,101.01,101.01,101.01,100.0,101.01,100.0,99.01,99.01,100.0,100.4,102.04,100.0,100.0,100.0,101.01,101.01,100.0,100.0,101.01,100.0,102.04,100.0,101.01,101.01,100.0,100.0,100.0,100.0,101.01,101.01,101.01,101.01,101.01,100.0,100.0,101.01,100.0,101.01,100.0,101.01,100.0,99.01,100.0,101.01,101.01,101.01,100.0,101.01,101.01,100.0,100.0,100.0,100.0,101.01,100.0,100.0,100.0,100.0,99.01,101.01,99.01,99.01,100.0,101.01,99.01,101.01,101.01,98.04,101.01,100.0,100.0,100.0,98.04,100.0,101.01,101.01,99.01,100.4,101.01,101.01,102.04,101.01,100.0,100.0,100.0,100.0,101.01,100.0,101.01,102.04,100.0,100.0,100.0,101.01,100.0,100.0,101.01,100.0,101.01,98.04,99.01,100.0,100.0,100.0,101.01,100.0,100.0,101.01,101.01,100.0,100.0,100.4,317.24,144.42,100.0,100.0,99.41,541.82,100.0,100.0,101.01,100.0,100.0,100.0,100.0,101.01,100.0,100.0
213,101.01,100.0,99.01,100.0,101.01,100.0,100.0,99.01,99.01,100.0,100.0,476.8,99.01,109.31,99.01,101.01,100.0,100.0,100.0,101.01,101.01,100.61,101.01,102.04,99.01,100.0,101.01,100.0,99.01,101.01,100.0,99.01,99.01,101.01,100.0,99.01,101.01,101.01,101.01,99.01,100.0,99.01,100.0,101.01,100.0,99.01,99.01,101.01,101.01,102.04,101.01,100.0,100.0,99.01,100.0,100.0,101.01,100.0,101.01,99.01,100.0,100.0,100.0,101.01,100.0,100.0,100.0,101.01,101.01,100.0,101.01,100.0,101.01,101.01,100.0,100.0,98.04,100.0,101.41,101.01,101.01,102.04,101.01,100.0,100.0,100.0,100.0,100.0,100.0,101.01,100.0,100.0,100.0,101.01,101.01,101.01,100.0,99.01,99.01,100.0,101.01,99.01,101.01,100.0,101.01,100.0,100.0,101.01,101.01,101.01,100.0,101.41,100.0,100.0,98.04,106.8,100.0,101.01,100.0,99.01,100.4,141.82,101.01,100.61,101.01,109.89,401.29,99.01,100.0,100.0,101.01,101.01,99.01,100.0,101.01,100.0,101.01,100.0,100.0,101.01
214,99.01,99.01,101.01,100.0,100.0,100.0,101.01,100.4,97.09,100.0,204.53,98.04,100.0,637.5,101.01,99.01,101.01,101.01,102.04,100.0,100.0,100.4,100.0,100.0,101.01,100.0,102.04,101.01,101.01,101.01,101.01,101.01,101.01,99.01,101.01,100.0,100.0,100.0,100.0,100.0,102.04,101.01,101.01,101.01,101.01,102.04,101.01,101.01,102.04,99.41,102.04,101.01,101.01,101.01,100.0,100.0,100.0,99.01,100.0,100.0,100.0,101.01,101.01,100.0,100.4,99.01,101.01,100.0,100.0,99.01,100.0,101.01,101.01,99.01,101.01,100.0,99.01,100.0,99.01,101.01,101.01,100.0,101.01,101.01,100.0,98.04,101.01,100.0,100.0,99.01,100.0,101.01,101.01,99.01,100.0,101.01,101.01,101.01,101.01,101.01,99.01,102.04,101.01,100.0,99.01,99.01,99.01,100.0,101.01,99.01,100.0,98.04,100.0,101.01,101.01,123.46,341.18,101.01,102.04,100.0,98.04,512.0,100.0,99.41,101.01,101.01,333.33,100.0,100.0,100.0,101.01,100.0,101.01,101.01,101.01,102.04,632.94,101.01,106.38,100.0
215,98.04,100.0,99.01,101.01,99.01,101.01,99.01,100.0,101.01,101.01,250.0,101.01,606.96,101.01,100.0,100.0,100.0,100.0,100.0,101.01,100.0,99.01,100.0,101.41,98.04,101.01,100.0,100.0,99.01,102.04,100.0,100.0,101.01,101.01,100.0,101.01,100.0,100.0,101.01,100.0,100.0,100.0,99.01,99.01,101.01,101.01,100.0,100.0,100.0,99.6,100.0,99.01,99.01,99.01,100.0,101.01,100.0,101.01,101.01,100.0,101.01,99.01,100.0,99.01,98.04,101.01,100.0,100.0,100.0,101.01,100.0,101.01,100.0,100.0,99.01,101.01,99.01,102.04,100.0,99.01,99.01,101.01,100.0,99.01,99.01,101.01,100.0,101.01,100.0,102.04,101.01,99.01,100.0,101.01,101.01,99.01,100.0,101.01,100.0,100.0,102.04,100.0,101.01,102.04,99.01,102.04,101.01,100.0,100.0,101.01,101.01,100.0,100.0,100.0,100.0,100.0,147.37,101.01,100.0,100.0,98.04,100.0,139.59,101.01,100.0,100.0,100.0,101.41,306.0,100.0,101.01,101.01,100.0,99.01,100.0,100.0,212.77,101.01,257.0,101.01
216,100.0,99.01,99.01,100.0,101.01,99.01,100.0,99.01,99.01,101.01,101.01,101.01,100.0,101.01,100.4,100.4,101.01,99.01,99.01,101.01,100.0,100.0,100.0,99.01,102.04,99.01,102.04,99.01,101.01,100.0,101.01,100.0,99.01,100.0,100.0,100.0,100.0,101.01,99.01,101.41,101.01,101.01,100.0,101.01,100.0,103.14,100.0,100.0,101.01,100.4,100.0,100.4,101.01,101.01,101.01,101.01,101.01,99.01,100.0,101.01,101.01,101.01,100.0,99.01,100.0,101.01,100.0,99.01,100.0,100.0,100.0,100.0,100.0,100.0,101.01,98.04,100.0,99.01,101.01,101.01,100.0,100.0,101.01,99.01,99.01,101.01,102.04,99.01,101.01,99.01,101.01,101.01,102.04,100.0,101.01,100.0,101.01,100.0,100.0,99.01,101.01,101.01,100.0,100.0,101.01,100.0,100.0,100.0,101.01,102.04,102.04,98.04,99.01,101.01,100.0,100.0,100.0,101.01,101.01,101.01,101.01,98.04,682.67,164.18,101.01,100.0,100.0,740.0,100.0,99.41,100.0,99.01,101.01,101.01,138.89,147.95,98.04,101.01,114.94,101.01
217,100.0,99.01,100.0,98.04,102.04,101.41,102.04,100.0,100.0,101.01,100.0,101.01,100.0,100.0,384.62,370.37,99.01,101.01,100.0,100.0,101.01,101.01,100.0,103.37,99.41,102.04,101.01,101.01,101.01,101.01,100.0,101.01,102.04,101.01,101.01,101.01,100.0,101.01,100.0,100.0,101.01,101.01,101.01,101.01,101.01,100.85,101.01,101.01,100.0,100.0,101.01,102.04,101.01,99.01,100.0,102.04,100.0,101.01,100.0,100.0,100.0,99.01,99.01,102.04,100.0,99.01,101.01,100.0,101.01,102.04,99.01,101.01,100.0,101.01,98.04,100.0,101.01,100.0,101.01,98.04,100.0,101.01,100.0,100.0,100.0,100.0,100.0,101.01,100.0,100.0,100.0,101.01,100.0,100.0,99.01,101.01,100.0,101.01,100.0,100.0,101.01,101.01,101.01,101.01,100.0,100.0,101.01,100.0,101.01,101.01,99.01,123.33,99.01,101.78,100.0,101.01,99.01,101.01,301.54,101.01,99.01,100.0,100.0,538.95,100.0,100.0,101.01,101.01,101.01,101.01,101.01,102.04,184.24,166.15,384.62,144.93,100.0,133.33,100.0,140.85
218,100.0,99.01,102.04,101.01,99.01,98.61,100.0,98.04,102.04,100.0,101.01,100.0,100.0,101.01,99.01,102.04,99.41,99.22,100.0,100.0,100.0,100.0,101.01,102.04,101.01,100.0,3984.0,101.01,100.0,100.0,101.01,100.0,100.0,102.04,101.01,100.0,101.01,100.0,101.01,100.0,100.0,101.01,101.01,100.0,99.01,99.01,100.0,101.01,100.0,101.01,215.1,99.01,100.0,100.0,100.0,99.01,100.0,100.0,99.01,101.01,99.01,100.0,99.01,100.0,100.0,101.01,101.01,102.04,100.0,98.04,101.01,100.0,99.01,99.01,101.01,101.01,100.0,100.0,102.04,100.0,101.01,100.0,101.01,101.01,97.09,100.0,102.04,100.0,101.01,101.01,100.0,100.0,100.0,101.01,101.01,100.0,101.01,100.0,100.0,100.0,99.01,100.0,101.01,100.0,100.4,100.0,101.01,101.01,99.01,100.0,102.04,250.0,99.01,482.86,100.0,100.0,101.01,99.01,101.01,140.59,416.92,100.0,100.4,101.01,99.01,100.0,99.01,101.01,100.0,99.01,364.71,99.01,112.36,340.74,101.01,100.0,100.0,384.62,101.01,416.67
219,100.0,100.0,98.04,98.04,100.0,99.01,99.01,100.0,99.01,99.01,101.01,100.0,101.01,100.0,102.04,100.0,100.0,142.86,100.0,100.0,100.0,101.01,177.65,100.0,100.0,100.0,100.0,99.01,100.0,101.01,101.01,101.01,99.01,98.04,316.76,100.0,100.0,100.0,99.01,101.01,181.41,99.01,100.0,101.01,129.5,100.0,102.04,101.01,100.0,257.03,101.01,100.0,100.0,100.0,101.01,101.01,99.01,101.01,100.0,100.0,101.01,99.01,101.01,100.4,100.0,101.01,100.0,99.01,100.0,99.41,100.0,100.0,100.0,100.0,101.01,99.01,100.0,100.0,101.01,100.0,100.0,101.01,102.04,101.01,100.0,99.01,101.01,99.01,99.01,100.0,102.04,101.01,101.01,100.0,99.01,101.01,101.01,100.0,101.01,100.0,100.0,100.0,100.0,99.01,98.61,101.01,101.01,101.01,102.04,101.01,100.0,99.01,100.0,108.7,100.0,100.0,100.0,101.01,101.01,1650.0,140.92,100.0,99.6,100.0,666.67,100.0,101.01,98.04,100.0,386.25,322.58,105.05,101.01,98.04,99.01,100.0,101.01,101.01,100.0,101.01
220,101.01,99.01,101.01,100.0,101.01,100.0,100.0,101.01,100.0,101.01,99.01,263.83,98.04,101.01,99.01,101.01,1445.0,100.0,99.01,100.0,101.01,99.01,104.44,99.01,123.96,100.0,101.01,99.01,100.0,100.0,100.0,101.01,102.04,100.0,100.0,101.01,100.0,101.01,101.01,101.01,101.01,100.0,100.0,100.0,115.88,101.01,100.0,100.0,100.4,99.01,100.0,99.01,101.01,101.01,101.01,99.01,101.01,100.0,101.01,100.0,101.01,101.01,100.0,100.0,100.0,100.0,102.04,101.01,100.0,101.01,101.01,101.01,101.01,100.0,100.0,101.01,100.0,101.01,99.01,101.01,100.0,102.04,99.01,100.0,100.0,100.0,100.0,100.0,101.01,99.01,101.01,98.04,100.0,99.01,100.0,100.0,101.01,101.01,100.0,99.01,101.01,100.0,99.01,101.01,101.41,99.01,101.01,101.01,99.01,100.0,100.0,100.0,228.68,101.01,169.49,101.01,99.01,212.77,99.01,124.0,101.01,98.04,99.41,101.01,99.01,613.33,101.01,101.01,100.0,322.58,102.04,294.12,100.0,101.01,102.04,101.01,99.01,100.0,101.01,99.01
221,99.01,99.01,99.01,99.01,99.01,100.0,100.0,101.01,100.0,99.01,100.0,322.58,101.01,290.57,101.01,100.0,101.01,99.01,99.01,100.0,99.01,102.04,100.0,101.01,156.84,99.01,100.0,101.01,101.01,100.0,101.01,99.01,100.0,101.01,99.41,100.0,100.0,99.01,101.01,99.01,101.01,100.0,100.0,101.01,99.34,98.04,100.0,101.01,100.0,101.01,102.04,100.0,101.01,100.0,100.0,101.01,100.0,100.0,100.0,101.01,100.0,100.0,99.01,99.01,101.01,101.01,100.0,100.0,101.01,98.04,99.01,100.0,101.01,100.0,101.01,100.0,99.01,100.0,101.01,99.01,101.01,100.0,101.01,101.01,100.0,100.0,101.01,101.01,100.0,100.0,100.0,99.01,101.01,101.01,101.01,100.0,99.01,100.0,100.0,100.0,100.0,101.01,101.01,100.0,99.01,99.01,100.0,101.01,102.04,101.01,101.01,101.01,108.7,101.01,217.39,100.0,100.0,303.03,101.01,100.0,101.01,606.06,100.61,101.01,101.41,100.0,101.01,99.01,100.0,102.04,101.01,101.01,101.01,101.01,99.01,99.01,100.0,100.0,99.01,101.01
