kbactive,client01,client02,client03,client04
111,28546100.0,26709176.0,26989256.0,27110304.0
112,28533540.0,26708528.0,26989228.0,27110320.0
113,28532488.0,26707684.0,26991572.0,27115288.0
114,28532460.0,26706308.0,26991692.0,27115448.0
115,28532868.0,26705932.0,26991676.0,27115676.0
116,28532844.0,26705360.0,26991984.0,27115772.0
117,28557128.0,26704824.0,26991932.0,27115956.0
118,28555292.0,26704312.0,26992508.0,27116056.0
119,28557788.0,26706704.0,26992104.0,27116020.0
120,28531340.0,26705664.0,26990320.0,27116276.0
121,28532960.0,26704612.0,27005032.0,27118548.0
122,28533172.0,26704224.0,27005016.0,27118560.0
123,28533296.0,26704076.0,27005172.0,27129664.0
124,28533212.0,26704300.0,27005704.0,27129892.0
125,28558068.0,26704480.0,27005480.0,27133700.0
126,28547556.0,26704336.0,27005552.0,27133956.0
127,28533444.0,26704228.0,27005812.0,27132252.0
128,28531460.0,26703536.0,27005932.0,27132376.0
129,28533832.0,26704392.0,27005692.0,27132480.0
130,28531572.0,26704528.0,27005868.0,27132476.0
131,28533956.0,26704244.0,27012336.0,27134668.0
132,28559068.0,26704064.0,27014496.0,27135092.0
133,28557640.0,26704156.0,27014704.0,27141884.0
134,28538008.0,26704492.0,27014900.0,27141552.0
135,28533712.0,26706356.0,27014956.0,27141432.0
136,28533268.0,26706468.0,27014948.0,27141536.0
137,28532816.0,26706256.0,27015176.0,27141484.0
138,28533132.0,26706096.0,27015140.0,27141448.0
139,28554508.0,26712296.0,27013124.0,27140904.0
140,28559464.0,26711684.0,27013520.0,27140356.0
141,28536148.0,26711972.0,27016292.0,27140200.0
142,28534604.0,26711624.0,27020412.0,27142120.0
143,28534076.0,26711600.0,27020100.0,27151388.0
144,28533500.0,26711280.0,27021996.0,27153476.0
145,28532988.0,26710460.0,27022176.0,27153132.0
146,28557504.0,26710500.0,27022196.0,27153204.0
147,28556484.0,26710712.0,27022296.0,27153116.0
148,28556084.0,26710220.0,27022704.0,27153204.0
149,28531612.0,26720032.0,27022916.0,27153076.0
150,28531104.0,26719276.0,27020936.0,27153044.0
151,28530920.0,26718720.0,27020948.0,27152956.0
152,28530636.0,26718564.0,27020992.0,27152972.0
153,28530288.0,26717564.0,27023036.0,27168504.0
154,28552808.0,26717544.0,27023240.0,27168604.0
155,28554912.0,26717688.0,27022648.0,27168272.0
156,28531484.0,26717476.0,27022528.0,27168760.0
157,28529576.0,26717260.0,27022460.0,27168764.0
158,28529360.0,26716988.0,27022148.0,27168540.0
159,28529056.0,26724088.0,27021840.0,27168232.0
160,28526744.0,26723516.0,27021920.0,27167780.0
161,28545456.0,26723216.0,27021520.0,27167732.0
162,28549444.0,26723016.0,27019260.0,27168012.0
163,28550940.0,26724800.0,27019424.0,27177728.0
164,28537500.0,26724780.0,27018780.0,27177772.0
165,28526848.0,26724892.0,27019820.0,27178128.0
166,28526100.0,26724832.0,27018936.0,27176016.0
167,28526168.0,26724660.0,27019028.0,27176156.0
168,28526072.0,26726488.0,27017812.0,27174240.0
169,28525916.0,26730328.0,27017104.0,27178532.0
170,28549224.0,26731100.0,27016848.0,27178612.0
171,28548096.0,26731272.0,27016532.0,27178732.0
172,28528040.0,26731324.0,27011560.0,27178916.0
173,28525472.0,26731372.0,27011016.0,27178996.0
174,28525492.0,26730976.0,27009920.0,27179168.0
175,28525144.0,26730968.0,27009220.0,27179056.0
176,28525128.0,26730844.0,27008600.0,27178552.0
177,28540608.0,26731076.0,27012316.0,27177752.0
178,28548508.0,26731144.0,27012580.0,27177296.0
179,28548616.0,26732712.0,27011628.0,27176848.0
180,28523332.0,26732208.0,27011060.0,27176248.0
181,28522248.0,26734172.0,27010144.0,27175268.0
182,28522348.0,26734004.0,27009548.0,27174748.0
183,28522328.0,26733916.0,27008780.0,27171520.0
184,28521624.0,26733860.0,27007816.0,27170808.0
185,28541980.0,26733956.0,27007468.0,27171976.0
186,28547868.0,26733992.0,27007584.0,27171184.0
187,28524060.0,26734380.0,27007452.0,27170632.0
188,28523904.0,26734528.0,27007532.0,27169932.0
189,28523092.0,26736960.0,27005564.0,27169092.0
190,28520896.0,26736840.0,27005636.0,27168320.0
191,28522568.0,26736976.0,27003468.0,27167256.0
192,28548380.0,26736952.0,26997400.0,27166564.0
193,28534596.0,26736784.0,27007424.0,27165940.0
194,28523336.0,26736980.0,27007512.0,27164960.0
195,28523620.0,26737016.0,27005740.0,27163684.0
196,28523600.0,26736856.0,27005088.0,27163744.0
197,28522404.0,26737028.0,27004804.0,27164020.0
198,28522260.0,26737016.0,26999768.0,27164132.0
199,28546196.0,26737276.0,27000052.0,27166044.0
200,28528824.0,26737264.0,27000044.0,27165996.0
201,28523692.0,26737256.0,26997996.0,27165852.0
202,28522940.0,26737396.0,26998084.0,27165648.0
203,28522308.0,26737168.0,26997908.0,27165612.0
204,28522568.0,26737128.0,26998220.0,27165500.0
205,28522360.0,26737148.0,27001864.0,27164528.0
206,28547036.0,26739168.0,27001060.0,27164808.0
207,28523596.0,26739420.0,27002912.0,27164916.0
208,28522192.0,26739372.0,27002524.0,27164748.0
209,28522348.0,26737180.0,27002432.0,27164912.0
210,28521996.0,26738392.0,27001976.0,27164256.0
211,28521848.0,26738072.0,27013992.0,27164468.0
212,28540660.0,26738324.0,27015480.0,27164272.0
213,28544260.0,26738420.0,27015628.0,27163944.0
214,28527472.0,26738336.0,27015740.0,27164180.0
215,28520376.0,26738700.0,27015480.0,27164260.0
216,28520512.0,26738688.0,27015464.0,27162316.0
217,28519756.0,26738460.0,27014836.0,27162464.0
218,28518752.0,26738188.0,27014776.0,27161896.0
219,28518332.0,26736584.0,27013888.0,27161884.0
220,28542052.0,26738312.0,27015936.0,27161476.0
221,28519916.0,26738520.0,27029088.0,27159108.0
222,28517064.0,26738444.0,27031156.0,27159240.0
223,28516020.0,26738232.0,27030948.0,27159364.0
224,28515712.0,26738348.0,27028560.0,27158996.0
225,28515760.0,26738472.0,27028340.0,27160520.0
226,28532424.0,26738588.0,27028472.0,27160124.0
227,28538692.0,26738164.0,27026552.0,27159940.0
228,28538000.0,26738024.0,27026152.0,27161584.0
229,28514688.0,26737016.0,27028180.0,27161248.0
230,28512336.0,26739056.0,27028208.0,27161040.0
231,28514116.0,26738732.0,27039232.0,27160816.0
232,28514040.0,26737116.0,27039272.0,27160760.0
233,28513844.0,26737020.0,27039040.0,27171928.0
234,28536428.0,26736764.0,27043096.0,27173916.0
235,28536860.0,26737048.0,27043332.0,27173472.0
236,28536848.0,26737084.0,27043072.0,27173136.0
237,28512200.0,26737164.0,27043028.0,27172652.0
238,28512040.0,26737404.0,27043056.0,27172672.0
239,28511248.0,26740628.0,27043116.0,27172480.0
240,28511340.0,26740712.0,27043040.0,27171948.0
241,28511188.0,26740788.0,27056400.0,27171268.0
242,28530904.0,26740956.0,27056440.0,27171020.0
243,28527928.0,26741032.0,27056356.0,27171056.0
244,28510216.0,26740936.0,27051864.0,27171108.0
245,28510112.0,26741108.0,27057776.0,27170660.0
246,28510040.0,26740980.0,27057536.0,27170460.0
247,28509560.0,26740972.0,27057516.0,27170216.0
248,28509516.0,26740992.0,27057516.0,27169988.0
249,28532028.0,26754348.0,27057696.0,27170112.0
250,28532916.0,26754244.0,27057800.0,27170172.0
251,28531584.0,26756380.0,27061880.0,27170404.0
252,28508736.0,26756604.0,27062108.0,27170424.0
253,28508216.0,26756772.0,27062192.0,27172280.0
254,28508292.0,26756612.0,27061968.0,27172212.0
255,28508500.0,26756844.0,27062064.0,27174348.0
256,28508492.0,26756996.0,27062088.0,27174124.0
257,28528692.0,26757324.0,27061988.0,27173880.0
258,28527108.0,26757164.0,27061784.0,27173552.0
259,28508896.0,26764664.0,27062000.0,27173416.0
260,28506748.0,26764568.0,27061944.0,27173120.0
261,28506808.0,26764620.0,27064068.0,27173220.0
262,28506824.0,26764564.0,27064296.0,27170968.0
263,28506460.0,26764720.0,27064360.0,27172912.0
264,28529296.0,26764988.0,27066340.0,27173144.0
265,28528332.0,26765076.0,27066704.0,27172932.0
266,28528008.0,26765160.0,27066884.0,27173220.0
267,28505712.0,26765460.0,27066864.0,27173356.0
268,28505904.0,26765516.0,27064816.0,27173216.0
269,28505580.0,26773140.0,27066960.0,27173148.0
270,28505308.0,26773360.0,27067028.0,27173132.0
271,28505192.0,26773616.0,27078600.0,27173180.0
272,28526404.0,26773624.0,27076692.0,27175396.0
273,28527984.0,26773548.0,27078712.0,27175352.0
274,28504412.0,26773656.0,27078880.0,27175612.0
275,28504248.0,26775760.0,27078904.0,27175508.0
276,28503960.0,26775636.0,27076896.0,27175408.0
277,28503928.0,26775516.0,27076852.0,27175492.0
278,28503296.0,26775560.0,27074900.0,27175564.0
279,28526464.0,26789264.0,27077092.0,27175856.0
280,28519756.0,26791116.0,27077324.0,27175924.0
281,28512660.0,26791228.0,27077216.0,27175672.0
282,28499924.0,26791424.0,27075352.0,27175724.0
283,28499252.0,26791380.0,27077652.0,27183456.0
284,28499048.0,26791624.0,27077564.0,27183400.0
285,28498984.0,26791872.0,27077692.0,27183352.0
286,28498616.0,26791904.0,27077652.0,27183524.0
287,28523312.0,26792144.0,27077116.0,27183460.0
288,28500332.0,26794160.0,27077036.0,27183472.0
289,28497732.0,26808092.0,27075492.0,27183644.0
290,28497224.0,26807784.0,27075132.0,27183680.0
291,28497828.0,26809988.0,27076904.0,27181660.0
292,28497792.0,26810040.0,27076660.0,27181936.0
293,28518872.0,26810056.0,27078768.0,27179888.0
294,28525364.0,26810292.0,27076832.0,27182048.0
295,28524548.0,26810500.0,27076976.0,27181944.0
296,28501272.0,26810580.0,27076976.0,27182264.0
297,28501000.0,26810532.0,27078892.0,27182244.0
298,28500872.0,26810600.0,27078276.0,27182460.0
299,28500480.0,26824224.0,27078328.0,27184568.0
300,28500480.0,26823972.0,27078108.0,27184596.0
301,28519124.0,26824220.0,27080204.0,27183940.0
302,28522128.0,26824132.0,27080344.0,27184284.0
303,28509684.0,26823864.0,27080340.0,27184184.0
304,28499848.0,26823664.0,27080556.0,27183616.0
305,28499888.0,26822984.0,27080676.0,27183776.0
306,28499884.0,26821212.0,27080904.0,27183876.0
307,28499440.0,26821040.0,27080848.0,27183908.0
308,28501512.0,26820496.0,27080852.0,27183832.0
309,28529096.0,26827704.0,27080908.0,27183364.0
310,28526120.0,26827064.0,27081184.0,27183204.0
311,28506068.0,26826860.0,27085332.0,27183044.0
312,28503840.0,26826336.0,27083360.0,27182700.0
313,28503688.0,26826072.0,27083356.0,27184592.0
314,28503452.0,26828092.0,27083476.0,27184856.0
315,28503684.0,26829484.0,27085756.0,27185048.0
316,28520316.0,26828784.0,27088428.0,27185144.0
317,28527396.0,26828548.0,27088016.0,27185192.0
318,28505004.0,26830628.0,27088268.0,27185396.0
319,28504332.0,26830364.0,27088276.0,27185416.0
320,28504400.0,26830376.0,27086316.0,27185540.0
321,28504644.0,26830596.0,27088088.0,27185596.0
322,28504736.0,26830720.0,27088124.0,27183892.0
323,28523460.0,26830820.0,27088248.0,27183964.0
324,28527152.0,26830984.0,27088340.0,27183996.0
325,28527704.0,26831304.0,27088408.0,27184168.0
326,28504844.0,26831264.0,27088444.0,27184352.0
327,28502924.0,26831620.0,27088432.0,27184544.0
328,28502968.0,26831176.0,27088632.0,27182536.0
329,28502652.0,26832296.0,27088860.0,27182552.0
330,28508508.0,26834064.0,27089144.0,27182412.0
331,28528988.0,26834140.0,27089816.0,27182616.0
332,28535032.0,26836040.0,27089056.0,27182288.0
333,28511912.0,26835828.0,27089508.0,27180292.0
334,28510468.0,26835596.0,27089644.0,27180524.0
335,28508676.0,26835476.0,27089528.0,27180696.0
336,28508876.0,26835652.0,27089784.0,27180700.0
337,28508688.0,26831724.0,27089884.0,27180940.0
338,28533264.0,26831456.0,27090016.0,27181016.0
339,28534216.0,26831508.0,27089908.0,27181068.0
340,28530964.0,26831668.0,27090264.0,27181184.0
341,28517332.0,26831788.0,27090408.0,27181292.0
342,28516744.0,26832012.0,27094660.0,27181432.0
343,28514148.0,26832024.0,27094940.0,27181452.0
344,28514204.0,26832140.0,27092916.0,27183764.0
345,28516260.0,26832252.0,27095528.0,27183876.0
346,28541068.0,26830424.0,27095256.0,27184016.0
347,28526876.0,26830444.0,27095396.0,27184064.0
348,28516460.0,26830696.0,27095536.0,27184240.0
349,28516624.0,26832940.0,27095528.0,27184368.0
350,28521196.0,26833060.0,27093444.0,27184476.0
351,28521340.0,26832864.0,27093272.0,27184592.0
352,28521264.0,26835280.0,27093448.0,27184676.0
353,28545000.0,26835188.0,27095480.0,27184860.0
354,28547052.0,26835344.0,27095384.0,27185260.0
355,28522700.0,26835344.0,27095616.0,27185152.0
356,28523048.0,26835728.0,27095644.0,27183196.0
357,28523296.0,26833796.0,27095828.0,27181436.0
358,28523260.0,26834000.0,27095772.0,27181112.0
359,28523720.0,26838268.0,27095940.0,27180824.0
360,28551560.0,26838068.0,27095980.0,27180896.0
361,28554304.0,26836308.0,27096236.0,27180800.0
362,28554364.0,26836244.0,27096268.0,27180836.0
363,28530328.0,26835892.0,27094368.0,27180828.0
364,28530400.0,26835920.0,27096592.0,27180820.0
365,28530568.0,26834060.0,27096764.0,27181036.0
366,28530688.0,26833520.0,27096892.0,27181428.0
367,28530748.0,26832748.0,27096908.0,27181368.0
368,28553524.0,26832664.0,27097084.0,27181464.0
369,28555648.0,26832328.0,27097244.0,27181540.0
370,28556824.0,26832092.0,27097184.0,27181660.0
371,28535760.0,26832092.0,27097604.0,27179788.0
372,28535664.0,26834380.0,27096996.0,27179856.0
373,28535776.0,26834532.0,27096788.0,27177876.0
374,28535720.0,26834592.0,27095580.0,27180100.0
375,28535864.0,26834644.0,27095008.0,27180384.0
376,28557228.0,26833964.0,27094652.0,27180416.0
377,28558760.0,26835848.0,27094780.0,27182584.0
378,28558728.0,26835624.0,27094360.0,27182788.0
379,28541024.0,26837160.0,27094168.0,27182788.0
380,28541700.0,26836340.0,27092320.0,27182704.0
381,28545772.0,26835300.0,27092224.0,27182760.0
382,28545740.0,26835064.0,27092216.0,27180592.0
383,28545556.0,26833892.0,27092004.0,27180628.0
384,28551208.0,26833808.0,27093888.0,27182228.0
385,28569656.0,26832624.0,27094048.0,27182224.0
386,28570504.0,26831796.0,27094076.0,27182140.0
387,28573380.0,26831644.0,27093900.0,27181964.0
388,28546816.0,26830384.0,27093384.0,27181376.0
389,28546076.0,26828628.0,27093240.0,27180640.0
390,28544648.0,26827224.0,27093484.0,27180512.0
391,28549896.0,26827100.0,27093028.0,27180404.0
392,28550152.0,26822864.0,27093100.0,27179900.0
393,28572988.0,26822128.0,27092708.0,27177756.0
394,28552284.0,26821324.0,27092400.0,27177808.0
395,28546016.0,26820748.0,27092224.0,27177588.0
396,28544492.0,26820404.0,27092516.0,27177756.0
397,28542492.0,26820080.0,27092464.0,27177784.0
398,28541744.0,26819752.0,27092500.0,27177944.0
399,28541144.0,26822040.0,27093148.0,27180428.0
