avgrq-sz,aceph01,aceph02,aceph03,aceph04
84,13.498,13.256,14.611,12.883
85,13.133,12.989,16.144,12.903
86,16.437,13.111,16.827,17.342
87,15.082,16.888,16.575,13.083
88,14.905,15.143,16.407,13.002
89,17.605,15.008,14.732,15.619
90,16.883,15.023,14.937,14.973
91,14.764,13.269,13.197,13.077
92,14.616,15.01,13.18,17.366
93,16.982,14.84,16.813,16.489
94,15.138,17.219,17.09,16.841
95,16.42,16.695,13.249,14.679
96,14.87,16.787,15.477,14.821
97,13.083,16.18,12.921,17.403
98,15.225,13.232,13.582,16.507
99,15.138,17.022,17.177,16.421
100,13.023,13.213,17.037,14.69
101,15.231,15.389,16.856,15.242
102,15.148,16.972,16.632,14.674
103,14.4,16.0,14.127,12.667
104,14.0,11.2,8.0,9.6
105,15.697,16.547,14.406,14.79
106,17.224,16.844,15.447,15.194
107,14.837,14.739,14.715,17.213
108,12.872,16.474,14.737,14.514
109,14.725,14.824,17.306,16.453
110,13.007,14.45,16.478,14.755
111,13.083,16.847,15.839,12.439
112,13.341,16.878,16.218,13.094
113,14.925,14.647,16.368,16.979
114,17.05,16.768,16.447,16.649
115,15.049,12.874,14.83,11.543
116,13.347,13.402,17.243,14.846
117,13.353,12.903,12.729,16.983
118,15.574,15.248,17.206,16.797
119,15.473,16.647,16.717,14.656
120,16.977,11.339,17.478,15.45
121,14.808,13.412,16.552,17.22
122,14.787,16.993,16.464,14.843
123,14.784,15.391,14.685,15.472
124,16.797,15.353,15.285,14.653
125,14.716,16.915,14.982,13.09
126,14.695,16.586,15.171,13.051
127,17.279,16.306,13.137,17.399
128,14.71,15.117,15.223,16.543
129,15.722,17.137,15.27,16.425
130,15.379,13.089,13.135,12.8
131,15.091,16.475,17.187,17.635
132,14.963,16.558,16.456,13.579
133,15.343,16.836,16.755,13.428
134,17.515,16.691,16.57,12.892
135,17.104,16.532,14.563,14.971
136,16.518,16.147,13.442,15.161
137,12.936,16.109,15.495,14.934
138,13.262,16.778,15.621,15.043
139,13.2,16.167,13.031,14.107
140,15.267,17.164,15.147,16.712
141,11.361,14.768,16.763,15.092
142,17.285,14.666,16.516,16.103
143,16.89,13.116,16.382,11.326
144,16.495,11.223,16.364,16.84
145,13.133,11.637,16.422,13.637
146,14.892,11.207,16.132,13.093
147,17.473,15.428,17.277,17.528
148,15.073,13.134,16.248,16.639
149,13.148,16.494,15.069,13.184
150,15.029,15.042,16.217,13.023
151,15.723,12.975,14.764,17.698
152,14.84,12.9,18.196,15.424
153,16.986,16.952,12.906,15.251
154,17.258,17.051,14.955,16.643
155,13.015,16.434,12.873,14.657
156,14.93,16.454,14.546,14.532
157,15.105,16.264,16.814,14.912
158,14.78,16.662,15.762,14.932
159,16.615,17.848,13.246,14.773
160,16.366,15.114,15.293,15.393
161,13.062,16.414,16.876,14.697
162,15.08,16.879,16.418,16.374
163,14.911,16.983,14.487,13.021
164,14.799,16.477,12.863,14.887
165,15.242,16.406,15.196,15.357
166,16.78,16.325,13.102,17.061
167,14.84,16.195,13.49,16.422
168,16.594,17.178,13.482,15.317
169,13.617,16.392,15.875,15.23
170,14.724,14.597,14.668,14.677
171,16.629,14.591,16.701,14.949
172,16.623,17.66,16.427,14.936
173,16.826,16.451,14.865,14.667
174,13.147,14.54,13.119,17.272
175,13.09,15.116,13.022,17.275
176,15.295,15.32,15.312,16.83
177,13.329,13.184,17.39,16.295
178,17.56,16.038,16.621,14.698
179,17.07,14.818,17.256,13.528
180,16.584,15.803,14.793,15.495
181,14.761,11.398,17.424,15.212
182,16.425,11.68,16.229,16.262
183,17.504,13.519,14.716,17.547
184,14.918,13.463,15.055,16.599
185,14.809,16.644,17.033,16.628
186,14.76,16.609,15.191,16.408
187,16.257,12.968,11.524,16.935
188,15.69,14.51,11.287,15.178
189,16.238,13.08,17.997,16.898
190,13.276,15.247,16.786,16.759
191,15.476,16.813,16.599,16.632
192,14.533,15.345,16.427,12.126
193,14.82,16.604,16.399,12.987
194,17.551,16.953,16.433,16.997
195,16.433,14.666,14.862,16.764
196,14.615,15.169,12.806,14.854
197,14.4,14.541,17.092,16.378
198,16.823,15.076,15.0,16.768
199,13.119,14.655,17.207,16.507
200,15.076,14.711,17.55,14.907
201,13.125,16.561,16.573,11.348
202,13.26,16.147,16.43,13.262
203,17.65,16.202,14.65,14.425
204,14.433,16.111,14.487,14.959
205,16.571,16.186,14.984,17.35
206,14.475,11.378,12.919,13.475
207,16.754,16.663,16.023,14.682
208,15.01,15.599,15.458,13.454
209,14.634,11.314,16.706,15.211
210,15.67,11.2,13.005,16.463
211,17.647,13.357,14.953,17.062
212,15.064,15.055,14.683,15.015
213,15.308,13.385,12.853,15.019
214,16.023,12.757,14.653,16.597
215,15.246,15.336,15.478,16.434
216,17.115,16.822,18.188,16.803
217,13.234,16.57,13.375,15.14
218,14.879,16.601,13.462,14.838
219,14.133,16.1,12.686,11.2
220,14.875,14.631,13.477,16.384
221,17.065,14.711,16.659,14.966
222,15.241,16.971,16.769,14.77
223,16.852,16.702,16.853,14.651
224,12.4,14.4,9.6,11.105
225,15.155,16.543,16.807,15.452
226,14.576,16.616,16.293,12.9
227,16.487,16.527,15.117,15.018
228,14.678,14.585,14.805,16.784
229,11.673,14.526,16.792,13.067
230,13.4,16.315,12.898,14.733
231,15.302,14.702,16.794,12.945
232,14.672,12.373,16.16,12.8
233,16.768,14.836,16.24,15.126
234,16.596,15.393,16.354,17.099
235,14.842,17.19,14.69,14.951
236,15.299,14.83,14.791,14.441
237,15.423,16.93,14.903,15.016
238,17.023,14.696,18.36,17.135
239,16.499,14.997,12.937,16.402
240,16.944,17.011,13.341,14.65
241,17.236,13.093,16.351,16.664
242,16.837,15.222,16.87,14.781
243,14.506,13.04,12.743,16.347
244,14.879,15.077,12.893,17.331
245,17.011,12.831,16.963,14.599
246,16.728,16.833,16.869,16.311
247,13.12,14.981,15.759,15.021
248,6.8,9.333,4.8,8.8
249,15.136,12.983,14.974,17.212
250,16.897,16.908,16.789,16.788
251,13.178,14.865,16.945,14.691
252,16.834,14.703,16.667,13.05
253,12.8,13.6,3.4,6.4
254,17.148,17.065,16.773,15.739
255,16.518,16.813,16.457,15.065
256,14.688,15.53,17.33,13.119
257,19.071,14.856,13.329,17.282
258,14.659,14.752,15.215,14.729
259,17.145,14.582,13.003,14.737
260,16.515,16.988,15.822,11.415
261,14.488,16.162,14.84,11.384
262,15.095,14.835,16.785,13.394
263,13.041,16.412,14.729,14.845
264,16.949,14.779,14.742,14.968
265,16.259,15.206,14.479,15.009
266,17.142,13.138,16.268,16.672
267,13.412,15.376,15.03,14.955
268,13.041,16.982,16.601,14.779
269,14.067,14.89,15.122,16.955
270,13.175,14.48,14.638,15.139
271,14.804,15.06,14.685,15.319
272,16.397,13.119,14.74,14.721
273,16.648,14.941,12.949,16.34
274,16.755,14.948,13.044,15.499
275,14.446,16.339,15.873,14.71
276,14.878,16.545,16.734,16.281
277,13.278,16.545,13.057,15.024
278,15.647,15.51,14.92,17.115
279,16.566,14.807,15.344,16.776
280,14.676,13.106,14.834,17.026
281,17.137,14.626,15.217,16.523
282,15.399,15.265,14.98,14.671
283,17.964,14.544,15.536,13.007
284,16.342,16.864,14.733,15.873
285,16.878,16.032,11.414,13.027
286,14.643,16.593,13.5,13.154
287,17.05,14.824,13.199,18.933
288,17.041,16.941,12.909,15.089
289,14.821,16.574,15.501,14.79
290,14.637,16.403,16.884,15.256
291,13.039,16.71,16.625,13.513
292,11.476,16.499,17.136,15.175
293,15.767,15.883,16.118,14.647
294,17.792,16.419,16.334,14.853
295,14.805,16.893,16.234,16.905
296,17.484,16.714,13.132,13.318
297,14.779,13.036,15.531,15.295
298,14.877,17.188,14.7,15.83
299,17.25,16.865,17.176,17.48
300,17.263,11.456,13.238,16.996
301,16.507,13.543,13.377,15.091
302,15.003,14.959,13.191,16.467
303,14.745,15.015,14.568,16.341
304,14.925,16.52,15.039,16.416
305,14.952,15.076,14.838,14.902
306,14.567,15.062,14.694,14.626
307,17.579,17.068,16.748,14.735
308,12.834,16.508,11.389,15.09
309,14.742,16.97,15.188,14.541
310,11.2,14.4,11.2,13.333
311,16.914,14.689,15.295,14.616
312,14.784,14.92,17.155,15.11
313,12.962,16.529,15.022,13.134
314,17.349,14.896,14.747,15.046
315,14.836,16.69,13.194,14.992
316,16.074,16.514,15.233,15.04
317,13.283,14.668,14.814,14.737
318,0.0,0.0,0.0,0.0
319,12.966,14.613,14.865,16.676
320,12.99,16.708,14.635,14.774
321,11.342,16.253,16.799,14.474
322,13.858,14.524,16.657,17.256
323,14.882,15.32,16.423,14.826
324,12.857,14.602,16.226,14.914
325,10.117,15.107,16.279,16.486
326,13.745,11.26,14.756,16.159
327,13.251,12.987,14.569,16.56
328,15.37,12.888,14.997,14.892
329,17.412,15.374,14.77,17.185
330,15.35,14.867,15.158,14.634
331,14.783,15.459,14.697,13.362
332,17.087,16.653,15.455,17.014
333,16.829,13.576,14.615,14.715
334,15.026,14.904,17.692,17.358
335,15.07,17.137,16.765,16.769
336,13.063,16.562,16.833,14.835
337,15.151,14.683,11.42,14.824
338,15.207,16.804,14.758,14.723
339,15.749,12.883,15.124,14.96
340,13.518,13.015,14.886,14.987
341,13.125,15.686,15.051,15.092
342,17.322,14.664,18.022,16.51
343,15.19,16.944,15.023,16.708
344,17.099,16.653,15.099,16.624
345,15.279,16.512,13.526,16.886
346,14.868,17.06,11.351,14.901
347,16.394,14.489,12.884,14.401
348,17.047,16.22,14.436,14.534
349,14.716,14.524,13.143,16.112
350,17.389,14.556,17.922,14.698
351,15.085,16.461,15.081,16.773
352,17.982,16.549,16.645,14.86
353,14.522,12.854,14.494,12.8
354,14.769,17.294,16.364,16.691
355,17.536,14.746,14.641,16.534
356,13.19,13.144,17.717,17.329
357,15.243,12.921,14.671,16.119
358,16.445,11.254,14.649,14.541
359,16.047,14.103,14.578,12.667
360,14.825,17.87,17.218,13.358
361,15.518,15.365,13.158,17.027
362,14.327,13.527,14.4,16.0
363,16.439,13.37,15.52,16.684
364,15.198,13.043,15.273,16.961
365,16.752,15.269,15.45,16.375
366,16.147,16.961,12.855,14.449
367,16.987,16.841,15.179,16.473
368,13.419,16.61,15.257,17.362
369,14.44,14.4,11.2,14.4
370,15.506,14.698,11.76,14.769
371,16.771,14.858,15.132,17.084
372,15.281,16.625,17.352,16.898
373,16.994,16.986,16.684,14.772
374,18.027,14.754,16.615,14.91
375,14.807,16.39,13.292,13.076
376,16.971,16.618,13.173,15.075
377,14.71,16.308,18.32,14.76
378,13.114,14.974,15.061,14.537
379,16.644,15.002,12.824,14.561
380,17.091,13.155,14.626,16.698
381,13.05,14.782,16.857,16.664
382,14.291,14.603,16.0,13.159
383,17.151,14.799,16.46,13.371
384,14.996,13.156,16.121,14.938
385,16.732,12.986,16.582,16.875
386,16.603,15.605,14.944,17.164
387,13.168,15.407,14.93,15.008
388,16.713,14.647,17.196,17.01
389,15.229,14.619,14.905,15.073
390,17.083,17.476,14.9,16.961
391,17.309,15.463,11.597,16.586
392,14.516,11.449,13.331,16.432
393,16.681,14.856,15.315,16.413
394,14.744,13.261,16.519,16.28
395,15.183,17.326,12.966,16.356
396,12.8,15.867,12.711,14.4
397,14.894,16.531,15.33,13.043
398,17.068,16.421,15.14,13.19
399,15.131,14.488,11.686,14.706
