journal_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
268,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
269,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0,0.001,0.001,0.001,0,0.0,0.001,0.0,0,0.001,0.0,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0
270,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001,0
271,0.001,0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0
272,0.001,0.002,0.001,0.002,0.002,0.002,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.002,0.001,0.002,0.001,0,0.001,0.001,0.001,0.001
273,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.0,0.001,0.0,0.001,0,0,0.001,0.001,0.001,0,0.001,0.001,0.0,0,0.0,0.0,0.001,0,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
274,0.001,0.001,0,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0,0,0.001,0.001,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0,0.0,0.001,0.001,0.001
275,0.001,0.0,0,0.0,0.001,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0,0.0,0.0,0.0,0,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
276,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0,0.002,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001
277,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.001
278,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0,0.001,0.0,0.0,0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.003,0.0,0.001,0.0,0.0,0.001,0.001,0.0,0.0,0,0.001,0.001,0.0
279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0,0.001,0.0,0.001,0.001,0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0,0.0,0.0,0.0
280,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.0
281,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0,0.001,0.001,0.001,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.001,0.0,0.0,0.0
282,0.001,0.001,0.002,0.0,0.001,0.001,0.001,0.001,0.0,0,0.001,0.001,0,0.001,0.001,0.0,0.002,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.0,0,0.0,0.001,0.0,0.001,0.0,0.0,0.0
284,0.001,0.001,0.001,0,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0
285,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0,0.001,0.001,0.0,0,0.001,0.001
286,0.0,0.0,0.0,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001
287,0.0,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.001,0,0.0,0.001,0.001,0,0.001,0.001
288,0,0.0,0.0,0.0,0,0.001,0.0,0.0,0.001,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.001,0.0,0.0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.0
289,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.001,0.001,0.001,0,0.001,0.0,0.001,0,0.001,0.001,0.001,0.0,0.0,0.001,0.0,0,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0,0.001,0.002
290,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.002,0.001,0.001
291,0,0.001,0.0,0.0,0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0.0,0.0,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001
292,0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
293,0,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001
294,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0.0,0.001,0,0.0,0.001,0.0,0.0,0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0
295,0,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.002,0,0.0,0.0,0.001,0,0.001,0.0,0.001,0.0,0.001,0.001,0.0,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0.0,0.0,0.001,0.0,0.001,0.001,0.0
296,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.002,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0,0.0,0.001,0.001,0,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
297,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001
298,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.001,0,0.0,0.001,0.0,0,0.001,0.0,0.0,0,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.001,0.002,0.001,0.001,0.001,0.001
299,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.001,0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001
300,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0,0.0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.0,0.001,0.001,0.001
301,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.0,0.001,0.001,0.001,0,0.001,0.001,0.0,0.001,0.0,0.001,0.001,0.0,0.0,0.001,0.001,0,0.001,0.001,0.001,0.001
302,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0,0.0,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
303,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.001,0.001,0.001,0.0,0.001,0,0.001,0.001,0.001
304,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.003,0.001,0.001,0.001,0.001
305,0.001,0.0,0,0.0,0.0,0.001,0.0,0,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
306,0.001,0.001,0.002,0.001,0.001,0.0,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.0,0.0,0.001,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.001,0.0,0.001,0.001,0.0,0.0
307,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.0,0.0,0.001,0.0,0.001,0.001,0,0.001,0.001,0.0,0.001,0.0,0.001,0.0
308,0.001,0.001,0.001,0,0.001,0.001,0.001,0.003,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0,0.001,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0
309,0.0,0.0,0.0,0,0.0,0.0,0.001,0,0.0,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.0,0.0,0.001,0.001,0,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0,0.001,0.0
310,0.001,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.001,0.0,0,0.001,0.0,0.001,0.001,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0,0.0,0.0,0.0,0.001,0,0.0,0.001
311,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.001,0.001,0.002,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001
312,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.0,0.001,0.001,0.002,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
313,0.001,0.001,0.001,0.001,0,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001
314,0.001,0.0,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001
315,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001
316,0.001,0.001,0.001,0.0,0,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.001,0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.001,0.0,0.001,0.0,0.0
317,0.001,0.002,0.002,0.001,0,0.001,0.001,0.001,0.002,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.002,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
318,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0
319,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.0,0.001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.0,0,0.0,0.0,0.0,0.0,0.001,0.0
320,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001
321,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.001,0,0.001,0.001,0.001,0,0.0,0.0,0.001,0.001,0.002,0.001,0.0,0.0,0,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0,0.0
322,0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
323,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
324,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
325,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0.0,0.0
326,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0,0.0,0.0,0.001,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
327,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.001,0.001,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0,0.0,0.0,0.0,0.0
328,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0
329,0.001,0.001,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
330,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.001,0.0,0.001,0,0.002,0.001,0.001,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0,0.0,0.001,0.0,0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.001,0.001
332,0.001,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.001,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0.001,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
333,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0,0.001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0
334,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0,0.001,0.001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,0.001,0.001,0.001,0,0.0,0.002,0,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0,0.0,0.001,0,0,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
336,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.0,0.001,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.001
337,0.001,0.001,0.001,0.002,0.001,0.002,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0,0.001,0.001,0.001,0,0.001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.0,0.001,0.0,0.0,0.001,0.001,0,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0,0.0,0.0,0.001,0.0,0.001,0.001,0.0
339,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
340,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0,0.001,0.001
341,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.002,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.0,0,0.0,0.0,0.0,0,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.0,0,0.001,0.001
342,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0,0.001,0.001,0.0,0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
343,0.0,0.0,0.0,0.0,0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.002,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001
344,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0,0.001,0.0,0.001,0.0,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0,0.001,0.001,0.0,0.001,0.001,0.0
345,0.003,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.0,0,0.0,0.001,0.0,0,0.0,0.001,0.0,0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
346,0.0,0.0,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0,0.001,0.0,0.0,0,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.005,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001
347,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001
348,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.002,0.0,0.001,0.001,0,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.001
349,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0,0.001
350,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0,0.0
351,0.0,0,0.001,0.0,0.001,0.002,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.0,0.001,0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
352,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0,0.001,0.001,0.0,0.0,0.0,0.001,0.001,0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
