w_await,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
66,0.0,477.24,0.0,1084.33,2442.0,1500.0,705.43,0.0,0.0,632.0,254.4,0.0,101.88,0.0,1036.0,769.67,1658.67,639.64,406.44,1307.27,0.0,0.0,328.0,0.0,866.0,756.4,2106.0,0.0,0.0,2804.0,856.4,0.0,931.75,856.0,0.0,0.0,0.0,985.33,503.0,1112.0,623.5,0.0,1468.0,0.0,1134.29,407.38,6684.0,1165.33,808.53,1156.0,1086.07,1250.59,1562.8,3239.33,0.0,2022.8,0.0,0.0,1069.6,919.85,2164.0,0.0,0.0,3048.0,0.0,0.0,819.14,845.78,2446.0,1436.57,0.0,331.11,828.42,361.14,3428.0,2293.14,442.29,0.0,3853.0,928.0,0.0,1494.0,9764.0,2898.22,1498.13,0.0,539.5,1250.0,2680.0,749.14,1442.46,2263.56,617.67,3451.2,1364.0,957.9,1404.75,1131.2,1938.29,1327.2,944.0,900.4,1499.2,0.0,1190.67,0.0,1113.89,596.0,0.0,1681.14,1283.71,1074.0,0.0,241.6,613.45,0.0,0.0,1698.0,976.86,502.34,1292.31,194.29,668.86,1149.14,3840.0,179.0,523.5,999.09,1628.0,0.0,0.0,0.0,1197.0,539.38,761.82,2100.33,1165.89,831.0,483.31,531.17
67,748.0,0.0,4252.0,0.0,0.0,1055.2,0.0,732.0,816.22,0.0,39.0,2508.0,308.5,0.0,0.0,9324.0,492.0,0.0,0.0,404.92,1403.33,537.6,666.4,1552.5,1760.44,0.0,440.0,0.0,1354.72,0.0,250.0,0.0,0.0,2737.33,0.0,0.0,1076.0,244.0,1622.96,1087.11,0.0,0.0,5482.67,678.67,2060.0,0.0,4076.0,2773.78,5388.0,0.0,0.0,0.0,0.0,1830.67,840.0,0.0,0.0,2260.0,0.0,0.0,392.0,2368.0,2504.0,4025.0,694.0,783.64,1347.47,5417.33,861.2,2234.86,465.43,1412.0,938.33,1042.5,1297.2,1945.33,1439.2,970.71,1370.4,924.73,2099.43,5142.67,1074.44,2239.43,743.0,1647.33,1624.4,6300.0,3232.0,913.5,1360.67,1244.0,1267.0,1681.05,2054.67,1036.31,566.67,2232.0,525.87,500.0,3348.0,1190.0,318.4,1067.33,834.82,1131.13,320.0,1330.67,1474.25,1285.6,1293.25,543.6,1582.96,0.0,827.33,0.0,0.0,185.33,884.0,809.26,0.0,0.0,734.06,4.0,0.0,0.0,3859.2,0.0,1286.67,644.8,4712.57,1986.12,2620.5,0.0,4.0,2518.0,848.8,624.57,1724.0,280.0
68,0.0,1628.25,0.0,531.61,1736.71,1011.45,488.0,1513.33,2034.0,771.24,671.0,3472.0,0.0,0.0,4284.0,553.64,0.0,747.0,852.0,324.8,2609.0,1937.33,0.0,0.0,652.12,0.0,0.0,4328.0,1901.33,1296.59,8304.0,2514.0,0.0,4.0,955.0,0.0,0.0,580.0,119.57,4229.33,280.44,3033.33,1508.57,375.38,0.0,0.0,551.79,446.4,1956.0,391.58,0.0,1750.86,2553.33,756.33,0.0,2868.8,1426.2,6606.67,855.2,3560.0,0.0,3904.57,799.62,592.67,1492.67,2574.0,186.95,1398.77,1250.12,1537.87,2147.2,2124.0,927.38,1280.67,4446.67,464.84,5738.0,1252.8,771.05,873.87,481.68,1760.33,1631.67,689.05,1116.42,661.33,728.32,1461.82,1026.4,1431.14,573.03,1816.5,687.78,709.33,921.74,922.8,730.55,73.58,977.33,699.8,2677.14,625.14,1223.33,1408.44,560.44,629.6,344.3,364.44,760.42,151.27,260.68,521.71,809.6,0.0,1034.15,1177.0,0.0,355.11,0.0,254.0,2626.67,1330.0,1396.0,0.0,2369.09,0.0,0.0,742.67,0.0,1391.27,720.3,605.33,36.93,0.0,3916.0,428.16,0.0,564.0,0.0,0.0
69,1806.0,426.67,1425.71,1771.0,468.31,3640.0,1070.74,1273.6,1165.5,2028.57,3282.0,3518.0,1724.0,2331.38,755.5,12.0,231.3,0.0,0.0,1630.0,1405.89,7228.0,2541.6,789.25,568.0,719.0,0.0,2239.43,0.0,375.43,1438.0,1818.11,1449.54,0.0,0.0,7093.71,0.0,0.0,162.0,1304.44,1653.0,1492.0,2254.4,0.0,515.56,980.44,0.0,1080.0,0.0,0.0,1156.67,240.73,227.31,183.56,2741.24,391.0,2464.0,1931.67,1276.8,1151.69,2688.0,1095.43,776.0,657.43,1260.0,1639.08,3701.33,1114.0,1266.22,252.8,1023.45,665.0,499.58,1768.0,1023.5,2744.0,2342.0,950.33,219.75,861.33,2747.0,717.26,603.43,197.26,546.0,394.33,0.0,402.35,2605.33,696.0,168.27,733.71,451.33,696.8,199.25,413.2,1150.4,1632.0,356.64,294.67,1046.67,1335.2,0.0,681.0,378.5,517.52,0.0,1488.0,198.4,0.0,289.2,0.0,0.0,1464.0,616.4,1297.43,1709.0,0.0,0.0,0.0,0.0,0.0,943.0,0.0,1480.5,1422.07,790.67,520.0,1360.19,0.0,0.0,554.11,776.73,726.67,39.52,0.0,0.0,2970.5,160.8,491.33
70,1267.69,592.44,891.5,472.33,455.25,412.5,582.22,444.7,3500.0,966.0,583.09,2512.8,1645.14,828.0,0.0,2650.0,0.0,755.75,1142.67,0.0,754.67,413.56,0.0,1276.0,0.0,0.0,0.0,0.0,753.0,886.67,0.0,161.52,0.0,0.0,2275.56,3060.0,1991.33,1226.25,0.0,206.4,1239.71,1912.89,564.22,327.14,0.0,0.0,2652.0,0.0,0.0,1393.0,0.0,3928.0,0.0,794.5,225.79,4060.0,462.0,169.71,685.47,418.56,1493.14,704.0,452.47,2080.0,1208.67,1127.37,421.54,335.73,616.71,412.8,722.13,422.22,338.32,1343.0,250.22,33.0,594.0,387.2,0.0,454.0,1610.0,108.0,260.0,241.0,0.0,317.45,0.0,0.0,0.0,228.0,490.0,252.0,0.0,125.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.58,0.0,246.77,0.0,0.0,0.0,0.0,0.0,318.86,1379.43,28.8,474.0,372.57,3098.0,800.4,0.0,0.0,0.0,2382.67,0.0,1986.81,0.0,476.67,0.0,0.0,707.48,0.0,0.0,6.0,0.0,0.0,10.0,1545.33,0.0,3116.0,2440.0,0.0
71,961.6,0.0,765.07,997.33,647.56,408.86,179.71,289.0,743.0,513.33,5468.0,1041.33,0.0,177.0,1432.8,1304.0,1215.27,1401.85,727.09,744.0,535.56,0.0,2098.67,0.0,581.81,1873.85,0.0,0.0,1162.55,708.8,1922.0,749.54,1388.0,0.0,1874.0,0.0,228.86,0.0,933.6,465.8,948.67,660.8,268.19,8.0,1456.0,1507.64,0.0,603.0,0.0,1730.5,1869.82,1262.33,1682.15,0.0,0.0,1730.0,1092.0,677.54,348.94,0.0,1447.71,592.86,250.0,754.33,1164.0,35.27,924.0,347.27,335.0,578.0,750.0,0.0,1074.67,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4628.0,0.0,0.0,0.0,0.0,0.0,869.5,732.8,724.0,917.0,0.0,0.0,0.0,434.67,749.14,1095.2,1446.4,1384.0,425.78,1030.8,4692.0,765.33,1512.0,0.0,0.0,691.64,0.0,372.76,4972.0,0.0,0.0,2216.0,0.0,0.0,0.0,1158.0,4540.0,1957.18,0.0,2149.0,1352.0,518.15,0.0,0.0,234.67,1264.5,0.0,0.0,1472.4,0.0,2541.2,3117.75,2519.73,2057.33,1513.05,2728.0,628.31,1219.25
72,747.43,0.0,474.55,0.0,0.0,0.0,0.0,0.0,1151.5,0.0,646.91,861.6,1677.45,485.33,1490.0,0.0,443.43,1687.0,2896.0,670.0,0.0,832.73,1136.25,680.0,0.0,723.2,1612.44,2163.2,0.0,410.67,897.64,499.0,375.56,1961.52,0.0,3116.0,0.0,2326.67,0.0,0.0,2388.0,0.0,0.0,1632.4,2205.14,558.93,1312.92,0.0,630.67,0.0,616.24,0.0,540.4,0.0,0.0,0.0,0.0,288.0,0.0,0.0,216.75,400.0,0.0,266.67,129.87,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,600.36,3080.0,1386.0,1659.0,3034.0,0.0,495.75,0.0,848.89,399.38,1778.0,0.0,3388.0,0.0,1234.67,0.0,764.8,476.22,8.0,0.0,46.0,29.33,1224.0,1704.67,1056.0,1011.2,0.0,0.0,1900.8,0.0,40.0,1741.88,0.0,680.7,725.33,515.0,331.33,1175.43,1553.09,460.71,6719.33,0.0,1329.47,0.0,2420.0,2680.0,1376.44,5860.0,789.33,1824.0,0.0,0.0,662.96,0.0,617.33,1342.0,1044.52,4520.0,2882.0,980.59
73,720.0,367.37,0.0,1496.0,574.0,1222.0,1584.89,673.04,0.0,1105.45,334.46,1582.0,1372.0,0.0,0.0,939.27,2494.67,98.32,129.28,833.2,0.0,0.0,0.0,2164.0,5248.0,1576.0,765.6,0.0,3068.0,5632.0,0.0,0.0,0.0,153.67,781.71,1101.6,345.33,574.29,1163.54,0.0,12.67,2800.0,3676.0,806.67,0.0,1161.71,658.53,3634.22,1782.4,722.67,0.0,1412.4,816.0,879.0,3610.67,0.0,625.09,0.0,2804.0,3304.0,0.0,0.0,943.27,752.0,0.0,0.0,365.2,0.0,1998.0,818.73,0.0,2788.0,3400.0,0.0,969.33,0.0,0.0,0.0,2188.36,2921.33,706.82,540.57,865.68,537.53,6336.0,350.17,502.8,2392.8,827.75,1075.75,2684.57,1154.8,1781.33,2132.0,729.33,6176.0,3768.0,1115.54,2298.4,983.38,4403.33,756.43,6080.0,771.2,1603.75,16.0,2211.64,1808.89,0.0,2851.2,2710.86,910.5,2816.31,0.0,769.83,0.0,1496.0,1248.0,0.0,0.0,596.63,793.33,355.2,1011.67,0.0,432.0,3468.8,621.38,3672.0,2084.8,3925.0,2141.43,0.0,2049.6,0.0,317.27,0.0,1302.55,1438.4,0.0
74,792.57,0.0,3676.0,0.0,0.0,0.0,0.0,0.0,967.33,0.0,4162.0,0.0,250.67,0.0,2154.4,0.0,16.44,550.67,1309.0,257.57,1224.0,1211.2,488.5,0.0,627.38,5400.0,2512.0,5072.0,457.71,968.0,394.0,875.33,824.74,0.0,1263.5,0.0,3584.0,1820.0,527.38,1014.4,942.0,17.78,0.0,0.0,3558.0,2846.0,6496.0,752.52,5706.0,3567.56,272.57,815.45,1492.0,0.0,2628.0,0.0,0.0,1722.67,0.0,0.0,3888.0,2405.71,0.0,0.0,461.43,1902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121.71,3271.43,2323.0,4175.6,3476.8,758.19,1292.67,2084.0,4322.0,1470.0,1701.33,1193.28,1587.5,1049.47,470.12,2065.33,1694.67,554.38,864.67,1232.0,1088.0,1195.33,1132.26,1282.12,502.91,955.31,830.83,1686.86,473.55,580.0,1108.0,1058.25,974.09,1436.44,2910.22,1693.87,230.31,1319.69,0.0,749.33,550.53,1015.11,0.0,4872.0,0.0,2568.0,2963.0,0.0,625.85,832.0,840.0,4204.8,0.0,1885.2,155.74,1272.0,0.0,0.0,209.17,2192.0,0.0,1010.0,332.0,313.56,791.5,286.78,548.73
75,0.0,1734.0,0.0,2625.78,2573.5,1037.78,1380.0,1182.48,0.0,990.22,1789.09,1895.43,1106.59,1147.47,5769.33,1524.0,1196.67,1921.6,4564.0,0.0,0.0,868.87,1413.33,1866.67,0.0,0.0,1048.0,988.0,1417.33,2014.67,1312.0,0.0,1376.67,695.72,0.0,4721.0,16.0,17.33,2704.0,1676.53,2518.67,0.0,731.33,0.0,1343.0,802.4,784.8,0.0,708.0,0.0,0.0,1511.2,2128.0,1993.6,3259.33,2634.0,2435.25,0.0,1769.82,1866.4,0.0,0.0,1377.83,2358.4,0.0,0.0,1046.55,1420.52,1028.0,1125.43,3564.0,1419.37,1764.67,0.0,1377.52,2804.0,1337.54,1258.95,726.0,1870.29,1469.78,1090.67,97.45,613.33,1270.67,722.43,1941.33,112.5,294.67,1154.67,632.8,1052.29,1144.0,5668.0,0.0,4.0,0.0,1460.0,98.0,0.0,0.0,0.0,0.0,945.88,540.0,397.28,0.0,0.0,1748.4,155.0,0.0,328.7,0.0,1092.0,396.8,2306.0,1101.33,2259.56,0.0,3396.0,763.71,985.6,373.5,1636.0,270.0,1989.07,1442.0,2384.0,1705.78,964.8,1398.67,0.0,2822.0,1978.0,1801.33,0.0,3020.0,411.2,2805.33,848.5
76,1552.57,640.63,1712.8,916.0,2517.6,1502.46,687.47,463.53,1583.29,484.0,416.0,0.0,0.0,2949.5,961.33,5396.0,1526.67,751.11,1224.0,629.6,4229.33,0.0,3375.43,0.0,3008.0,5464.0,0.0,809.6,782.29,826.29,0.0,1125.17,169.6,154.82,1213.57,0.0,1713.68,0.0,309.45,1474.5,5392.0,3269.14,2547.0,2120.8,12044.0,2317.33,896.0,2590.0,3641.0,0.0,951.2,655.0,846.77,552.0,0.0,961.78,400.65,2887.71,786.53,454.91,2016.57,5170.0,481.33,1247.43,2134.5,2099.33,1198.8,565.0,1054.67,1202.4,2912.57,5168.0,1261.71,653.45,278.15,2619.0,982.0,110.88,980.0,2698.67,1586.0,0.0,918.86,925.23,185.78,670.67,444.5,955.0,1551.67,762.0,683.6,608.0,684.44,375.07,1549.6,780.73,325.85,2872.0,292.9,411.2,502.48,514.44,758.93,0.0,732.8,74.67,2148.0,208.62,0.0,582.13,530.58,354.0,324.0,161.33,767.25,2672.44,0.0,1132.0,0.0,890.0,480.8,3009.0,1212.57,824.48,1668.0,3061.33,677.75,352.0,0.0,1665.33,283.6,625.2,200.0,1385.23,438.0,0.0,0.0,1989.14,1886.0,3548.0
77,1243.3,0.0,664.77,0.0,0.0,3888.0,0.0,0.0,1222.55,0.0,1954.67,1863.27,3568.0,1686.67,0.0,2500.0,2150.67,988.8,1688.0,958.86,1749.41,770.91,310.4,551.05,998.25,1777.78,2791.27,3761.0,4392.0,1380.0,1042.22,824.33,548.67,0.0,663.0,0.0,1433.6,0.0,1430.67,0.0,596.8,7148.0,0.0,0.0,2258.0,428.77,0.0,4.8,0.0,3618.0,1260.0,489.23,1108.0,0.0,735.0,0.0,0.0,340.42,0.0,0.0,907.29,886.74,0.0,0.0,1066.8,1041.5,0.0,0.0,2324.0,0.0,1292.73,0.0,0.0,686.4,0.0,0.0,802.0,1058.0,273.33,583.6,479.38,633.78,1311.5,1056.0,864.0,693.54,1312.0,588.57,2384.0,2488.0,524.0,868.0,138.86,1238.0,59.43,0.0,484.27,0.0,462.0,860.0,2333.0,109.71,900.0,281.68,3528.0,459.67,604.33,854.67,934.0,2297.6,983.0,0.0,748.0,1034.76,665.0,1324.89,2200.5,1031.64,1387.05,2166.33,352.0,0.0,1425.78,3438.0,5088.0,481.0,84.0,910.67,1216.0,440.5,0.0,1237.14,1546.12,0.0,1294.4,1962.67,1144.0,754.67,1147.56,1023.62
78,0.0,392.38,0.0,507.09,1084.0,1123.0,1138.91,1465.0,540.0,2173.33,2409.0,961.33,1342.29,1806.67,380.67,763.33,273.23,621.26,1037.44,0.0,0.0,2600.0,664.33,726.0,0.0,0.0,0.0,5656.0,960.0,456.0,0.0,0.0,0.0,1449.11,1109.14,2204.89,575.43,7024.0,2066.8,180.0,1632.24,1765.33,3153.6,1383.2,579.5,1249.0,2005.71,0.0,11048.0,3460.0,1276.0,489.71,1125.6,1256.67,186.67,964.0,0.0,0.0,696.0,1408.0,0.0,0.0,632.0,400.0,0.0,2668.0,1324.0,310.86,1174.4,402.0,0.0,1182.67,4674.0,0.0,585.5,1359.43,268.2,201.0,3704.0,1402.0,480.0,2116.0,648.0,820.0,944.0,358.82,1632.0,1021.33,0.0,1054.67,737.87,0.0,489.33,536.89,611.2,309.87,0.0,1512.0,483.11,1048.0,2409.6,592.0,1392.0,0.0,352.8,2584.0,0.0,55.67,1156.8,1912.0,0.0,1371.69,0.0,0.0,294.0,428.16,0.0,916.75,370.46,0.0,1821.43,1033.56,5652.0,211.53,2241.5,749.33,800.25,873.85,1743.56,478.0,2991.0,538.29,2444.8,2033.33,0.0,1621.33,1747.11,0.0,3464.0,911.5
79,173.91,1180.0,278.93,3668.0,446.0,880.0,2662.0,1920.0,308.15,0.0,1102.67,5324.0,224.0,803.6,3546.67,1480.0,880.0,0.0,956.0,1081.14,396.53,4.0,610.67,639.33,2473.33,961.54,3162.67,496.73,2780.0,560.31,1628.0,511.11,968.73,0.0,624.0,2780.0,1215.11,1125.33,3092.0,428.0,369.0,279.4,2864.0,6556.0,503.43,345.33,3196.0,2479.0,1228.57,1816.89,1565.33,657.6,406.86,824.8,1758.22,395.0,1080.0,1135.2,745.39,3020.0,503.71,3242.0,505.33,1678.67,2414.0,731.0,1160.8,1502.0,538.0,1436.0,1608.0,400.0,2257.33,813.14,735.25,796.0,0.0,3644.0,1076.4,0.0,710.4,0.0,1066.18,1027.58,2009.0,3520.0,1956.62,1452.33,670.5,2421.33,2020.0,2145.09,1166.86,4343.2,1304.4,2655.56,1617.33,1791.45,1199.64,1216.0,333.56,972.19,1102.67,0.0,1513.18,0.0,1878.57,2268.27,0.0,6482.0,2059.0,3071.2,2906.67,506.75,892.53,321.33,2224.0,2538.67,436.0,752.4,4232.0,1339.0,939.0,297.14,299.45,309.6,577.78,800.0,1546.0,0.0,2137.71,1907.6,924.89,1974.0,817.78,493.16,1082.91,884.25,384.87,813.6
80,2520.0,546.67,0.0,0.0,1061.33,0.0,0.0,0.0,456.0,0.0,1096.36,183.43,301.68,378.18,6192.0,210.93,2192.0,628.0,426.91,1617.71,321.71,844.53,1018.67,367.0,0.0,1171.5,414.4,1860.0,0.0,2505.6,5434.67,0.0,1061.07,2396.0,1320.36,414.67,481.6,3890.86,607.0,3075.0,540.67,1075.2,0.0,133.09,3439.2,226.09,218.22,0.0,1519.27,1886.67,1228.57,1386.29,469.07,126.67,0.0,0.0,791.6,288.0,0.0,0.0,2156.0,824.0,0.0,0.0,1251.11,272.8,0.0,5284.0,0.0,4780.0,970.67,0.0,2166.4,768.8,0.0,0.0,1649.33,2169.33,1456.0,1877.43,1418.59,1766.0,1954.0,314.0,1458.0,2996.0,232.0,1308.0,2179.33,1393.33,1891.2,556.0,2854.0,596.0,1085.0,1279.0,1472.0,0.0,626.0,3532.0,0.0,1616.4,914.44,1474.5,580.0,2214.67,296.0,1060.57,1445.0,0.0,311.2,1009.67,0.0,450.75,6996.0,1046.18,230.86,693.43,2379.0,1193.33,1922.0,1155.6,564.0,561.23,1506.0,200.8,156.92,787.38,233.04,3392.0,1948.0,3124.0,438.0,0.0,2228.8,1764.0,1436.89,949.33,4612.0,1672.0
81,778.0,4494.0,0.0,554.4,5264.0,891.2,1889.14,3359.43,0.0,796.0,62.93,0.0,0.0,1824.0,497.0,2419.11,0.0,715.0,0.0,465.41,0.0,440.0,878.5,1937.33,563.78,0.0,1317.6,1408.67,1263.29,1572.67,744.67,0.0,1070.18,866.0,458.91,3427.43,653.2,6924.0,1326.29,2974.0,339.6,316.0,1269.47,885.85,2127.0,1617.33,597.5,810.67,253.2,338.4,1066.0,604.0,1952.0,1208.0,2216.0,2299.2,2160.0,0.0,692.0,782.18,0.0,0.0,1912.0,1369.0,0.0,0.0,1282.0,1649.05,3148.0,1821.67,5458.0,3535.11,1158.12,0.0,1432.8,1776.62,713.33,820.0,470.25,1656.0,5376.0,0.0,3560.0,1071.0,325.33,0.0,1772.0,3811.2,0.0,3640.0,1725.0,1153.71,656.73,839.27,657.14,2284.0,1986.0,1200.8,427.2,430.67,953.75,1928.0,603.0,1631.56,453.33,0.0,669.33,1067.2,0.0,2379.0,1615.0,0.0,952.0,890.91,968.5,635.5,1989.87,506.0,1312.89,2057.33,1387.56,362.0,928.0,1287.43,306.67,1932.57,537.33,0.0,0.0,1080.0,428.0,759.5,1058.5,1761.0,550.0,928.0,2168.0,603.56,780.8,916.0
82,2158.77,692.0,1871.11,6172.0,2709.14,2111.5,1060.89,2866.0,2367.27,3064.57,863.47,724.75,2195.0,836.32,1113.78,464.4,0.0,1261.2,1261.6,743.73,3837.71,952.4,297.0,645.04,1764.0,635.11,269.33,0.0,311.43,1536.8,960.0,798.82,292.53,582.86,1444.0,0.0,1194.46,430.67,300.67,1208.0,773.17,1010.44,0.0,1214.67,0.0,0.0,2069.0,2616.92,575.29,0.0,74.86,432.0,582.67,5544.0,1561.33,0.0,1304.0,3112.8,2252.0,7076.0,1182.29,2569.0,121.33,2059.2,3467.0,1868.73,2006.0,944.0,0.0,1353.14,1460.42,0.0,1722.67,2616.0,1449.0,4152.0,0.0,680.0,497.1,1633.0,932.0,1153.6,366.5,1608.67,714.4,595.56,919.0,770.26,1790.0,1822.67,987.2,785.65,1574.5,2156.0,1750.0,1590.5,308.0,604.73,1181.52,1558.67,947.64,559.25,308.92,2040.0,1305.09,1210.22,758.74,776.67,1053.67,1012.62,469.88,724.2,869.78,1252.0,1337.33,599.81,358.67,552.0,957.18,566.37,296.4,2071.2,1960.0,3756.0,496.92,12.0,3548.0,580.38,998.46,705.0,2260.0,693.6,748.25,1344.8,0.0,1093.33,573.14,237.6,1456.0,291.06
83,0.0,587.0,4742.0,596.0,1248.36,320.0,1097.67,437.33,0.0,879.11,0.0,4054.29,0.0,514.67,957.33,814.0,2510.8,1938.67,0.0,1113.18,278.4,661.45,1505.45,962.67,494.13,608.86,1371.0,508.31,348.8,1272.0,4604.0,7228.0,1016.0,726.29,1161.2,2524.0,1000.0,0.0,269.45,2279.56,270.67,0.0,867.0,388.0,1427.6,1538.0,553.5,158.91,573.09,1699.5,573.0,758.15,796.9,1208.8,394.59,7300.0,1132.0,0.0,986.0,874.0,1314.29,1211.2,5508.0,1095.29,660.0,1225.78,114.86,1021.5,2970.0,1578.0,0.0,630.0,1372.57,0.0,1379.5,1836.67,1089.11,930.35,2160.0,612.0,492.29,1116.25,1251.2,0.0,1652.0,1247.08,279.2,761.33,800.0,1410.0,161.33,2486.4,1454.0,619.16,825.11,2352.0,968.0,825.14,340.0,2214.0,855.14,318.77,946.67,1881.14,285.9,4988.0,514.75,357.26,2012.0,2538.0,348.0,0.0,0.0,0.0,1842.0,1215.43,681.14,0.0,1465.0,809.14,323.85,533.04,1261.41,902.29,1838.8,732.0,1399.78,0.0,0.0,3764.0,5192.0,1438.18,1152.0,1323.25,1382.4,2077.71,2002.5,2103.11,580.61,6276.0
84,688.89,989.5,3838.0,1931.5,319.88,631.56,1800.0,508.29,613.07,3831.0,1922.67,224.12,452.0,663.75,1507.14,214.12,4888.0,741.67,883.41,0.0,2573.33,2340.89,708.44,331.06,466.77,154.8,3326.0,917.33,949.82,1293.0,929.75,717.23,753.14,4749.33,1836.0,1051.38,1184.8,3502.86,1156.0,1760.0,833.54,210.91,902.0,2070.4,2678.67,454.5,1830.4,232.33,169.33,4570.0,1641.11,1970.0,592.8,3220.0,0.0,1937.14,492.0,480.0,1467.08,621.33,1199.33,662.22,1311.43,157.33,550.37,1659.33,694.91,1093.71,1602.0,832.57,521.0,1740.8,582.0,806.18,700.38,622.93,2235.2,3196.0,542.0,2518.4,0.0,798.86,957.82,228.0,299.14,1770.0,1083.2,650.4,1050.15,269.71,670.89,379.2,2440.0,641.71,468.21,2362.0,386.44,718.0,998.0,241.5,299.43,301.06,1186.5,2144.0,415.05,1052.0,471.2,1284.5,318.8,2662.0,313.76,1558.29,769.19,1151.53,1240.29,2072.0,369.26,1663.33,504.33,1058.29,0.0,150.77,680.5,592.89,1970.67,1333.9,0.0,0.0,1044.24,2608.53,1187.6,841.6,1163.38,298.0,1071.5,1896.0,1700.67,3452.0,0.0,1882.4
85,794.86,2816.0,134.0,960.0,448.73,576.4,244.62,458.67,1860.0,201.82,61.33,59.37,886.0,97.33,2817.33,712.0,844.4,332.0,263.56,2287.43,4176.0,202.33,516.4,0.0,470.33,1750.4,5584.0,782.34,1238.0,320.29,3498.0,1558.67,4148.0,847.25,1115.0,0.0,309.67,866.4,2016.0,1995.43,384.31,453.87,0.0,574.58,0.0,953.6,1145.33,4024.0,1690.4,425.68,470.86,2028.0,0.0,1643.2,1980.0,0.0,989.78,5054.0,505.11,3304.0,7564.0,2425.71,595.6,1223.38,1182.55,1486.0,1173.67,1272.5,1720.0,822.0,808.67,3005.0,3682.0,2810.0,0.0,0.0,139.06,711.81,0.0,466.0,506.55,902.67,39.27,385.33,0.0,460.44,10.91,960.0,0.0,0.0,53.71,68.0,368.0,0.0,0.0,0.0,6600.0,872.0,0.0,1193.33,519.71,0.0,0.0,0.0,3512.0,1127.73,0.0,0.0,2238.67,3953.33,3442.0,0.0,1477.82,154.86,3032.0,1584.0,1108.0,4.0,3680.0,1378.67,1011.08,395.72,451.0,78.29,551.58,0.0,0.0,763.58,108.0,0.0,0.0,0.0,896.57,1790.0,727.27,862.46,673.6,1274.0,3044.0,301.6
86,3446.4,368.0,1234.67,819.2,452.0,446.93,555.0,494.44,1499.0,0.0,606.15,1475.33,2370.46,1750.46,678.0,1743.24,654.91,598.2,1150.0,2564.0,1796.0,3276.0,784.27,748.16,1576.0,605.63,636.8,948.8,1390.22,968.0,317.71,1899.08,311.79,636.44,1102.0,1046.0,319.08,444.27,0.0,94.0,820.57,350.53,2236.0,1584.0,996.44,600.33,1974.0,3734.29,381.0,1640.0,425.5,878.67,1042.55,953.78,3600.8,944.0,1375.0,9688.0,666.67,221.87,725.05,2198.22,283.56,439.33,758.13,4436.0,938.0,834.0,80.0,396.0,1113.56,1226.67,0.0,2174.77,233.78,555.0,0.0,78.4,669.27,1052.0,5580.0,1100.0,552.8,1344.18,1773.09,209.45,1346.93,1536.0,477.95,1303.75,738.25,1312.27,828.0,825.1,1682.77,1879.33,854.44,1607.43,1811.73,640.57,880.0,1755.64,668.19,1400.0,682.67,0.0,1607.08,1191.06,658.0,1092.33,588.0,511.4,1529.33,914.96,990.4,1006.13,1343.45,290.71,0.0,2720.0,1204.8,503.78,1186.22,0.0,2804.0,2148.67,1101.67,1267.75,482.0,0.0,0.0,288.95,109.27,653.33,734.12,281.0,709.78,284.6,366.5,605.45
