w_await,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
324,2516.0,2717.78,8752.0,1814.91,1156.0,865.33,3008.0,1970.4,2231.2,1009.88,4940.0,415.0,0.0,0.0,0.0,2051.5,670.4,976.67,2351.0,1866.0,0.0,293.75,0.0,1896.5,436.0,555.5,0.0,177.82,514.15,0.0,0.0,916.0,0.0,391.08,471.2,1049.14,2716.0,1134.29,343.33,317.71,620.8,415.64,4002.67,523.44,643.38,2338.29,0.0,1750.0,265.75,783.14,3482.67,799.0,772.25,4003.0,244.24,1026.0,1352.62,698.4,951.47,2536.31,0.0,1690.67,1008.43,970.32,3948.0,4520.8,2247.38,2093.54,1104.89,1885.23,11172.0,1623.79,1740.0,0.0,2671.2,1200.0,95.0,2224.8,549.14,641.5,976.57,1243.2,1381.2,3212.0,112.0,537.0,1523.43,1404.0,1143.38,932.0,1124.4,843.84,1296.0,440.0,1120.0,382.73,348.53,560.0,649.6,3718.0,569.56,2186.67,1088.73,2024.0,1442.67,0.0,1343.0,1012.0,1502.0,1645.18,215.33,850.77,0.0,335.2,643.38,0.0,0.0,497.0,707.0,717.78,786.0,1204.73,3916.0,705.04,780.45,2694.46,320.0,832.0,567.33,820.0,0.0,2009.33,2857.0,289.0,509.14,936.74,1742.67,112.52,2249.33,1283.2
325,2609.45,532.0,1520.73,2057.0,1840.0,6316.0,0.0,1834.0,2142.15,4409.33,641.33,592.0,1264.57,0.0,0.0,0.0,370.0,0.0,0.0,465.33,1157.09,1392.0,892.44,275.74,2748.0,1799.27,1440.0,1350.0,800.57,1661.33,569.04,3694.29,660.77,210.67,1745.6,807.33,2228.0,142.67,0.0,0.0,813.0,1602.67,0.0,502.0,1300.67,628.0,1149.47,604.0,0.0,1286.67,0.0,0.0,2945.33,974.0,801.33,3080.0,378.67,2558.0,140.8,508.89,1120.74,1192.2,454.67,596.0,2206.91,885.0,1276.0,1218.0,1869.33,6328.0,5020.0,648.57,1116.5,3107.11,1027.2,0.0,491.2,1271.75,451.0,510.71,949.14,1589.09,928.0,225.47,1327.27,3009.0,317.33,494.93,0.0,0.0,1044.5,366.17,571.27,253.0,10.8,1024.0,1149.6,1290.0,960.0,820.67,442.0,0.0,0.0,5292.0,215.2,662.18,360.0,1109.0,1534.46,732.57,241.67,833.0,1011.56,548.0,288.28,1156.44,362.91,630.86,340.0,2270.0,1348.0,966.67,0.0,4932.0,1308.57,418.67,574.67,209.82,1402.0,0.0,668.0,861.0,520.0,1689.71,810.22,369.0,0.0,598.29,2056.67,552.0
326,951.5,1536.0,1457.45,828.0,1245.33,978.0,0.0,790.0,704.0,760.0,0.0,355.26,1848.6,0.0,0.0,0.0,1447.56,2287.0,755.81,828.0,1484.0,227.5,615.33,745.38,524.0,1016.0,1162.4,164.0,0.0,3666.67,1483.0,6336.0,227.43,0.0,441.33,0.0,259.11,1782.0,646.74,753.5,588.69,0.0,927.06,596.5,1203.2,0.0,274.67,0.0,1191.79,0.0,2047.0,1418.93,0.0,1041.78,609.45,1504.4,530.15,0.0,1698.75,868.0,2205.0,3784.0,588.0,243.76,2092.89,3040.8,342.33,1301.33,0.0,840.8,1994.25,844.73,0.0,982.29,0.0,2064.0,1582.67,389.78,4148.0,0.0,464.0,525.33,1183.5,537.73,930.25,333.41,1776.0,1157.78,819.6,1166.67,530.5,561.2,1495.6,952.0,1438.29,731.73,479.06,5980.0,4514.4,1304.8,988.77,1780.33,3249.33,76.0,381.68,1987.2,1008.67,1200.67,1713.14,391.33,2814.4,1256.8,138.0,1262.0,415.5,558.75,1103.24,530.13,655.33,5022.0,875.0,8092.0,1141.6,0.0,4.0,588.36,2090.67,302.24,0.0,1032.0,0.0,342.8,0.0,1326.55,298.0,717.33,819.27,1164.0,385.0,1417.2
327,163.41,976.0,1462.86,447.11,1018.0,0.0,0.0,678.0,729.0,0.0,244.0,832.8,277.45,2044.0,2828.0,0.0,636.8,226.67,833.65,1294.0,1126.46,4.0,0.0,253.14,26.0,1086.4,622.0,0.0,2564.0,1225.74,1022.67,726.0,649.75,873.43,0.0,350.53,1116.0,1095.5,422.55,624.47,619.2,853.23,406.67,597.0,0.0,1748.0,1268.89,878.83,297.12,1460.5,427.58,1764.0,0.0,0.0,1664.0,138.67,972.89,742.2,334.67,400.0,2182.0,871.0,0.0,433.45,220.86,916.62,5.0,0.0,0.0,476.67,106.22,5648.0,1370.67,550.43,0.0,2781.33,961.18,409.78,1952.0,526.5,248.0,3356.0,1864.89,848.27,925.82,1742.4,2090.13,1399.64,790.8,1428.64,776.67,1026.25,502.31,1564.0,780.3,1014.5,853.41,596.1,819.29,477.5,859.6,1177.6,1033.76,2912.0,919.43,1130.5,1243.24,749.14,1222.46,801.45,1865.33,0.0,1428.0,0.0,0.0,180.0,1087.71,623.5,657.67,8.0,764.0,598.7,359.37,0.0,474.67,0.0,721.54,510.67,1636.0,0.0,1624.5,2204.0,1189.87,3313.33,2224.0,934.0,1565.14,2077.5,0.0,0.0
328,1178.0,2252.71,139.0,614.0,1459.2,1181.76,1110.33,606.82,0.0,1027.6,2635.25,0.0,590.0,3702.67,4990.67,1161.25,0.0,1069.17,253.33,492.22,0.0,1790.33,412.42,509.71,278.82,1534.67,1262.8,0.0,0.0,272.4,364.0,1368.0,380.33,0.0,1333.14,0.0,0.0,636.24,1174.0,1652.8,0.0,0.0,910.72,1197.0,687.33,1294.33,468.0,678.0,354.67,349.0,6180.0,811.25,0.0,1739.69,0.0,1092.36,988.91,0.0,1033.57,2375.2,0.0,0.0,1058.43,3059.56,13.6,12.0,524.5,803.29,1100.25,901.17,7312.0,1288.0,605.16,4984.0,3582.0,2254.86,1512.8,1100.42,818.0,770.12,1662.83,1075.67,658.24,396.17,326.67,639.36,217.09,305.5,411.05,566.11,490.4,389.82,489.6,733.45,296.0,488.5,560.0,178.33,452.0,249.33,456.0,329.6,390.33,1342.4,253.44,661.18,166.0,584.0,845.71,127.11,332.44,0.0,1683.2,1576.0,1132.63,850.29,426.46,772.44,2580.0,0.0,0.0,411.0,4249.33,428.0,0.0,1396.0,0.0,832.92,0.0,1007.33,2093.33,0.0,1904.29,0.0,1182.4,156.0,974.29,1108.0,461.93,727.0
329,1119.5,666.59,873.65,2296.0,471.27,420.52,408.33,486.43,810.17,295.08,318.4,0.0,554.67,272.63,1248.0,1328.0,1264.92,389.04,261.21,0.0,1661.82,370.8,0.0,0.0,1365.33,4274.0,158.67,1448.8,1666.4,7.0,328.8,1192.2,811.0,3484.0,1804.0,1399.0,0.0,0.0,146.63,251.0,1205.6,1806.29,484.47,708.0,562.4,1279.69,438.67,543.43,676.0,1424.0,1036.47,1778.0,1122.2,1357.82,0.0,744.47,403.0,3709.14,1302.0,813.33,1316.44,969.93,1095.73,640.0,881.65,423.33,635.5,883.56,1063.71,344.89,708.91,948.31,358.08,328.24,1171.25,2143.11,280.62,262.0,0.0,242.06,228.0,657.07,0.0,0.0,0.0,308.0,0.0,0.0,286.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,276.86,0.0,190.05,0.0,0.0,395.33,0.0,0.0,976.91,820.89,813.44,4.0,731.11,371.43,1566.86,200.0,403.0,452.8,0.0,277.0,3144.0,0.0,0.0,401.87,0.0,892.67,1599.2,1169.64,730.77,230.22,1255.33,1842.67,1716.0,1596.31,0.0,1812.31,130.67
330,606.91,60.0,482.67,148.53,582.67,89.14,298.5,81.05,534.67,1944.0,327.56,1616.0,0.0,371.5,0.0,358.4,349.0,414.67,1311.2,1366.0,149.0,0.0,1316.0,3852.0,809.67,316.0,413.0,1194.26,1291.38,5215.0,1454.0,172.53,4156.0,5650.0,1230.29,345.33,1064.0,0.0,1257.5,659.29,1305.33,1687.43,242.86,0.0,1388.24,354.93,6616.0,1052.0,1202.0,658.09,575.0,2497.0,1200.0,172.0,0.0,257.71,822.86,1157.71,180.44,163.64,833.44,422.25,336.67,126.73,588.0,612.49,1774.67,392.62,176.8,299.0,710.8,144.89,308.8,664.0,122.4,113.6,0.0,0.0,365.55,0.0,0.0,0.0,361.09,517.33,458.0,0.0,330.5,1117.33,570.55,834.67,668.0,193.6,470.96,1008.57,2879.2,548.0,695.11,612.71,943.5,526.21,638.27,1072.0,707.11,0.0,717.33,0.0,655.05,1556.27,0.0,713.18,1077.82,414.67,0.0,268.0,853.11,0.0,1576.0,544.0,1155.76,1116.12,3466.0,0.0,499.2,731.6,2888.0,0.0,0.0,970.0,1120.92,1010.67,1240.0,952.8,329.6,0.0,384.71,1088.57,363.33,1304.0,323.33,1192.0
331,199.53,0.0,352.67,0.0,0.0,1860.0,0.0,0.0,151.0,0.0,0.0,2668.0,2674.0,0.0,5155.5,318.22,2730.4,820.57,1165.0,1732.0,236.52,795.64,580.27,0.0,546.36,1542.75,0.0,1680.44,1021.0,4072.0,0.0,128.0,0.0,736.83,739.54,2365.0,2298.5,958.67,1364.0,2146.0,392.67,799.53,503.0,1204.4,339.44,1714.4,0.0,983.08,364.5,1365.2,0.0,450.91,2763.0,0.0,1749.33,0.0,0.0,89.75,0.0,0.0,147.14,125.09,0.0,0.0,339.6,64.14,961.0,0.0,643.2,2284.0,522.67,0.0,0.0,1264.0,0.0,0.0,3916.0,586.0,415.78,608.0,2032.5,394.29,396.73,260.2,1056.47,374.2,1494.67,2098.0,388.3,668.62,673.45,991.0,331.62,1666.4,740.25,983.2,848.31,558.0,306.22,594.86,139.0,1171.5,261.78,853.6,415.09,1760.44,208.73,42.0,923.43,593.85,710.91,863.33,768.8,581.44,18.0,2458.67,0.0,0.0,259.27,115.09,2512.0,0.0,1048.0,1666.22,1532.0,1583.64,2512.8,0.0,404.73,0.0,1543.5,0.0,0.0,2499.43,1421.2,183.5,0.0,559.7,289.9,143.38
332,998.0,596.43,0.0,738.8,2176.36,871.25,455.76,563.79,0.0,2053.78,1650.0,1136.5,1127.67,0.0,1452.44,3256.0,616.57,0.0,1074.4,1895.27,0.0,2174.0,605.18,803.27,820.0,186.91,0.0,1205.23,5266.29,4420.0,1933.09,0.0,967.38,0.0,788.0,0.0,1233.18,559.5,0.0,0.0,961.33,0.0,876.8,1323.5,1043.0,0.0,792.47,4676.0,0.0,0.0,1644.0,388.0,857.33,857.09,2222.67,500.17,371.14,0.0,1214.4,458.51,0.0,0.0,808.86,745.21,0.0,0.0,364.11,1017.54,2313.33,966.55,313.33,1020.0,712.13,0.0,564.39,1174.4,1367.38,404.32,439.69,727.11,607.25,477.74,1494.0,508.0,820.0,1148.67,1788.0,992.0,654.0,0.0,338.4,2516.0,0.0,886.67,400.0,694.0,848.25,640.67,918.0,1096.0,550.0,1504.0,2665.33,556.84,662.67,342.14,1686.0,1075.0,274.7,761.6,1434.0,784.33,701.2,654.86,392.0,0.0,0.0,0.0,1755.0,302.22,932.4,2295.0,0.0,656.0,1720.0,1253.33,1548.5,1750.0,76.0,886.0,603.2,755.11,0.0,643.25,559.08,730.4,468.57,0.0,834.0,1202.67
333,999.2,192.0,359.84,288.0,260.0,456.0,193.88,257.5,595.4,1784.0,2836.0,1272.73,1347.47,933.33,2065.6,2340.67,876.73,0.0,0.0,424.0,859.03,915.33,0.0,1310.0,0.0,788.44,0.0,713.75,1380.0,0.0,733.4,1322.13,1451.43,0.0,0.0,2440.0,1124.0,1812.0,751.0,444.11,748.8,0.0,454.33,2372.0,0.0,0.0,1086.86,0.0,3102.0,0.0,0.0,106.0,4511.33,302.86,1171.78,439.76,167.71,579.37,356.0,179.2,853.6,1114.29,129.45,179.37,1248.4,435.6,184.8,492.91,435.2,852.0,708.43,198.15,240.0,900.31,141.78,544.44,238.0,312.0,163.2,580.0,868.0,1050.0,549.87,1157.6,530.0,0.0,1123.33,2602.0,246.4,409.33,682.0,665.09,1096.0,1182.4,1420.0,0.0,870.29,351.6,489.45,720.0,1418.86,1078.67,483.0,314.86,219.69,0.0,1367.2,1764.0,258.8,617.33,0.0,786.86,1579.0,0.0,1960.57,0.0,903.2,827.56,0.0,2126.0,1081.71,34.0,0.0,1584.0,284.8,600.0,0.0,1073.54,638.33,289.91,402.43,1675.33,1075.0,1828.57,584.5,3352.0,0.0,882.71,0.0,0.0
334,699.56,698.0,206.45,810.67,2588.0,607.43,724.57,808.33,170.08,4593.33,732.5,1916.8,130.29,978.48,994.67,1803.5,0.0,1710.29,0.0,903.5,140.38,218.45,0.0,2525.5,0.0,0.0,5264.0,313.5,0.0,0.0,734.67,1076.0,1830.91,978.67,0.0,0.0,0.0,492.14,1400.8,386.86,1116.0,4724.0,402.0,398.82,936.8,5336.0,1090.0,796.33,814.11,802.67,710.97,0.0,642.0,513.14,756.8,630.5,924.8,427.1,484.0,509.78,616.0,810.57,1281.33,764.0,908.0,480.0,601.65,526.86,857.33,2536.0,488.0,0.0,588.0,398.67,1071.2,154.0,633.0,698.0,417.19,468.36,2356.0,302.0,465.11,1134.22,1012.0,0.0,1466.8,1464.71,1348.24,1856.5,599.43,823.33,1958.4,1900.0,1762.33,2007.0,570.59,662.62,1120.33,1014.75,5676.0,537.25,4241.33,0.0,892.8,755.33,914.33,908.0,196.2,1166.77,618.91,3220.0,1013.5,0.0,216.0,1017.33,3050.0,715.71,0.0,0.0,1192.0,1642.75,1436.0,0.0,1322.0,334.67,0.0,0.0,429.09,986.0,1880.0,56.0,2962.22,0.0,661.33,0.0,2850.0,638.0,0.0,4132.0
335,903.0,535.11,0.0,1222.0,0.0,635.76,1647.5,1848.0,659.33,471.64,1134.11,1810.0,0.0,676.0,0.0,0.0,0.0,1733.45,1227.2,0.0,700.67,473.54,0.0,3060.0,1461.33,0.0,547.11,277.33,197.14,0.0,2040.0,799.0,243.62,605.0,0.0,2023.2,0.0,976.0,961.33,698.57,0.0,2111.43,1082.0,460.44,0.0,6240.0,818.46,993.5,1172.0,0.0,137.82,0.0,212.0,1442.91,3125.6,1248.0,4.0,234.4,598.29,447.5,915.27,3964.0,2167.0,349.45,785.0,666.57,1026.8,447.2,501.33,924.0,502.0,1665.33,3362.0,1178.67,730.67,656.75,772.17,1272.8,1662.29,1858.86,803.79,883.11,2232.0,6154.0,2660.0,2933.2,691.25,456.0,810.67,1372.8,3017.0,941.71,3661.33,1148.44,8008.0,1812.0,842.67,932.0,925.09,1316.0,766.0,4484.0,621.87,903.11,2203.33,0.0,357.78,3755.2,1018.0,845.54,1622.0,898.5,1049.71,0.0,708.57,1693.33,1517.6,512.43,2820.0,1070.0,848.0,423.0,1098.55,442.72,447.33,1101.27,3948.0,278.95,891.08,1824.0,0.0,1172.0,993.09,1040.33,332.8,0.0,2108.8,0.0,1647.11,4576.0
336,4356.0,438.88,1848.0,2372.0,431.71,683.37,0.0,281.78,687.08,1307.2,1428.0,2066.29,1345.33,4.0,2841.6,4820.0,0.0,532.0,1506.82,0.0,336.0,0.0,2840.67,2323.5,2290.4,0.0,961.9,0.0,0.0,2557.33,305.6,842.0,400.92,1601.0,868.67,615.5,0.0,0.0,276.0,366.0,0.0,2025.33,1725.82,0.0,1366.0,727.11,1762.15,1288.8,395.74,911.86,542.4,4656.0,0.0,120.4,595.29,1292.75,1600.0,1080.0,1517.33,1680.0,1397.71,750.67,1781.0,573.82,286.67,663.6,1001.0,1217.5,694.48,2210.67,545.18,1971.5,858.0,1124.5,865.14,605.09,798.4,1894.67,0.0,484.0,944.8,2099.33,0.0,0.0,0.0,850.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,0.0,3636.0,0.0,0.0,935.4,488.0,0.0,0.0,0.0,2802.0,944.0,924.73,0.0,912.62,893.6,4.0,0.0,0.0,1084.6,992.14,3800.0,606.67,4688.0,3744.0,2656.0,714.0,1294.53,0.0,1842.4,0.0,1153.33,706.77,2447.6,0.0,1472.4,1243.09
337,1173.88,699.11,643.56,1460.0,584.0,0.0,457.33,0.0,1006.67,416.8,1556.0,859.56,833.0,1404.67,776.9,154.0,1133.67,443.16,0.0,0.0,1017.0,0.0,2469.6,495.5,1157.05,1046.94,50.67,0.0,0.0,230.91,0.0,634.07,0.0,1192.57,1604.4,494.93,1459.0,451.43,293.18,2023.0,1854.0,1007.16,4812.0,2904.0,1809.71,753.33,0.0,531.14,521.78,1257.33,2078.0,204.92,0.0,3248.0,137.6,482.67,596.0,1138.2,713.33,777.33,1553.54,5156.0,4916.0,200.0,902.0,0.0,296.0,411.43,399.78,1338.86,394.0,357.6,4678.0,1127.33,0.0,1712.0,0.0,301.0,2442.0,0.0,165.33,0.0,1605.43,1362.4,796.0,0.0,814.67,2216.0,1656.0,2236.0,1041.0,366.15,609.5,1113.85,673.43,860.0,280.91,1098.67,832.4,1587.2,1922.67,1440.0,904.0,0.0,0.0,0.0,3178.0,2380.0,0.0,1521.71,969.14,3912.0,651.2,68.0,558.8,0.0,1566.0,0.0,1356.57,1774.91,691.33,2015.76,509.33,256.36,0.0,0.0,0.0,225.0,912.0,0.0,1068.89,830.55,364.0,781.78,836.0,4996.8,1454.67,1080.29,1356.0,808.53
338,1325.5,0.0,1228.36,0.0,0.0,0.0,0.0,0.0,1172.0,0.0,2488.0,0.0,1886.22,1454.0,0.0,1694.74,1942.93,2126.67,4990.4,2348.0,394.0,0.0,1548.0,440.0,15.11,597.5,1908.4,1621.12,1223.2,0.0,1668.8,292.44,757.6,2376.0,1238.46,1624.67,0.0,0.0,662.0,0.0,1300.71,769.33,488.0,0.0,1106.0,1256.86,1936.0,443.16,549.33,1664.0,4733.33,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,0.0,387.5,777.33,0.0,0.0,151.73,1833.0,0.0,2896.0,2956.0,1474.0,1662.4,2720.0,636.0,1378.0,902.67,0.0,1105.0,748.0,574.82,1342.29,869.6,1042.33,319.0,1060.0,0.0,776.4,1036.57,677.07,6584.0,6912.0,1886.4,1094.0,782.77,591.6,1657.33,1310.0,884.0,620.0,384.67,915.08,621.78,1990.0,1661.14,667.6,664.55,961.88,244.22,145.33,459.5,185.33,718.0,2100.89,2110.0,1746.72,0.0,736.13,2078.29,186.86,331.78,570.22,1065.45,552.0,0.0,8.0,0.0,0.0,1459.41,0.0,5592.0,0.0,0.0,7218.0,1011.43,1828.0,1275.0,1909.0,405.33,2030.4,0.0,380.0
339,0.0,0.0,0.0,2021.33,1483.0,2058.67,6208.0,906.13,0.0,1009.45,563.7,0.0,0.0,837.88,844.0,0.0,709.14,1284.67,751.0,2416.0,0.0,2584.0,785.0,145.54,2440.0,573.9,1148.0,161.2,1907.71,0.0,0.0,0.0,0.0,0.0,1064.89,257.0,2719.5,2496.0,3228.0,2182.67,574.59,909.54,1785.0,1634.89,839.82,2723.33,1232.0,0.0,477.09,3766.0,1214.86,371.8,4883.6,976.0,0.0,1394.0,1401.71,0.0,1802.29,1329.23,0.0,0.0,863.73,2066.67,0.0,0.0,821.07,792.0,1480.0,389.5,1430.0,23.5,722.5,0.0,510.96,3212.0,888.8,640.89,1002.55,1487.5,718.46,991.64,216.0,3454.0,3074.0,887.0,2436.8,568.47,684.71,1638.18,1936.0,729.0,1756.44,2055.0,1314.0,2097.2,1096.0,0.0,946.4,1938.0,444.57,1551.0,1364.0,911.73,1814.29,357.33,3804.0,4304.0,347.0,1191.47,3132.0,350.9,1447.0,244.91,1987.6,476.57,1639.33,0.0,0.0,442.4,2285.33,1836.0,992.16,2656.0,1510.4,694.0,0.0,2784.4,3441.33,2163.78,0.0,1326.2,1182.93,951.38,602.4,0.0,2422.67,676.0,1153.23,0.0
340,638.4,818.29,0.0,412.83,728.0,0.0,0.0,1249.82,860.0,840.0,296.8,0.0,500.0,414.67,1022.67,0.0,491.11,0.0,102.55,1598.67,2818.67,2602.67,742.91,0.0,1114.0,72.0,367.64,1932.0,0.0,966.0,639.43,925.14,1168.84,0.0,1088.0,10.29,706.29,120.8,0.0,0.0,1547.33,645.0,0.0,652.0,568.25,272.8,2690.29,0.0,362.86,825.67,1020.0,642.0,158.4,1088.94,0.0,493.47,928.8,0.0,165.0,693.6,1747.43,1801.5,117.47,294.0,595.2,821.67,318.77,1280.0,751.0,380.0,748.5,1351.5,3952.0,1475.2,1404.0,728.0,4672.0,1378.4,412.15,1062.4,726.67,300.41,923.05,1088.89,702.12,1636.4,803.64,1329.33,951.14,1555.43,701.45,902.34,582.91,1644.0,615.87,793.83,574.44,2026.46,842.6,1344.4,645.53,906.12,450.0,186.0,683.76,2178.5,672.33,2101.33,1172.71,466.0,380.24,205.6,173.0,303.0,754.82,1127.0,1243.33,1666.67,1804.5,512.44,1026.0,4.0,314.96,1465.2,1268.0,2482.77,0.0,1766.67,0.0,0.0,0.0,688.0,1813.33,1373.14,0.0,1038.13,427.05,501.71,868.0,2160.0
341,1778.0,885.0,834.2,1076.0,1179.08,2754.86,1520.46,764.75,650.0,437.33,0.0,1461.71,111.5,695.11,288.0,0.0,409.87,533.67,1078.67,1284.86,646.0,731.47,992.73,924.25,615.43,1261.56,529.5,0.0,317.6,722.86,2262.67,330.0,1713.6,0.0,74.0,2152.0,686.26,1648.71,0.0,1548.67,0.0,685.22,1514.0,1698.0,609.43,348.24,841.65,0.0,972.0,0.0,1325.6,824.87,1696.0,532.8,2503.06,2781.33,1793.82,1599.5,1056.57,464.18,236.27,418.8,1236.47,853.52,878.25,780.0,1536.92,2028.24,1670.67,2832.5,300.67,483.0,777.78,0.0,2147.43,3064.0,957.65,660.23,734.4,1035.33,555.16,846.77,716.0,487.2,529.6,353.33,1200.0,632.94,1344.8,0.0,544.0,319.04,774.91,439.62,595.24,1600.0,227.53,537.45,1493.0,1025.33,384.0,1685.2,226.11,773.42,1120.27,637.33,441.0,564.29,512.35,980.89,699.14,932.0,949.51,2361.5,640.73,0.0,505.54,1363.0,748.47,1944.0,275.2,298.0,1704.67,1132.8,1180.0,0.0,3837.33,0.0,0.0,0.0,0.0,472.0,384.67,585.78,1769.78,1224.0,0.0,693.33,348.36,890.37
342,1693.71,1238.62,1442.0,695.6,940.0,806.93,1157.33,554.21,2048.31,409.45,0.0,1757.26,2442.86,2294.0,0.0,1658.13,683.09,0.0,945.0,0.0,0.0,300.31,920.0,1020.57,414.4,654.18,0.0,1396.0,0.0,0.0,1048.95,501.92,819.58,0.0,0.0,570.22,976.8,820.0,2179.27,768.42,3694.5,110.67,1126.4,457.14,511.56,171.43,346.35,2620.67,293.33,832.76,0.0,763.53,0.0,752.15,52.8,844.48,786.15,1211.56,363.2,92.29,2488.0,1436.0,753.56,591.08,2364.33,4182.67,332.0,331.65,696.36,690.89,1962.0,839.0,159.2,1866.25,195.2,393.2,592.89,394.18,115.0,1549.33,1047.0,1440.0,400.0,46.86,0.0,639.6,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.89,0.0,482.86,152.0,372.0,737.14,0.0,0.0,1226.33,833.6,422.77,1332.0,0.0,0.0,354.2,70.29,351.69,2282.5,1485.2,95.62,1209.33,165.0,1612.0,959.5,2122.67,0.0,0.0,0.0,891.76,0.0,518.86,3882.0,1075.56,0.0,400.0,2976.0,490.5
343,676.16,441.5,1038.5,526.4,0.0,2232.0,305.85,424.0,66.67,1525.6,2105.71,0.0,1300.0,796.24,2572.24,0.0,1892.0,0.0,488.0,0.0,2144.84,1637.09,807.0,1204.24,3286.0,36.86,0.0,684.33,2430.67,2061.33,449.14,775.69,227.11,1889.23,3460.0,0.0,77.82,1560.92,1103.14,616.67,589.43,0.0,2076.89,647.56,138.5,0.0,224.0,3925.33,1589.6,2436.0,0.0,746.86,0.0,334.67,0.0,200.0,491.0,544.4,1644.0,1255.27,797.54,2426.0,297.5,513.47,424.8,1077.87,311.56,721.0,543.0,4996.0,20.0,945.78,1451.83,573.14,754.35,379.64,0.0,50.0,413.33,0.0,306.0,0.0,1172.0,781.5,988.89,0.0,0.0,1557.33,2824.0,1600.0,3218.0,1200.0,0.0,0.0,1341.0,0.0,4412.0,595.11,6212.0,0.0,868.0,2026.67,274.22,0.0,1748.0,2684.0,0.0,2234.0,0.0,878.67,6564.0,1062.77,176.0,392.0,2533.6,1062.4,1302.33,190.61,938.4,189.0,288.0,614.6,201.78,0.0,1377.5,0.0,110.0,1032.8,2394.0,1686.77,1376.84,862.5,0.0,329.33,4932.0,0.0,0.0,911.6,2892.0,92.8
344,719.27,0.0,1498.67,788.0,5456.0,1950.4,0.0,444.0,1615.5,0.0,1144.57,748.4,0.0,473.81,104.33,384.0,331.08,1481.19,1478.13,0.0,3536.0,400.0,2784.0,169.6,262.18,0.0,2133.5,3456.0,422.0,184.44,1148.8,996.0,1860.44,1227.09,0.0,2526.86,173.33,149.33,516.0,1048.0,110.59,405.5,0.0,572.55,0.0,374.67,3096.0,2337.2,1245.78,172.8,1297.29,0.0,3161.0,0.0,920.0,0.0,0.0,652.6,0.0,0.0,1727.2,2272.0,1032.0,334.0,642.18,679.0,0.0,0.0,0.0,0.0,2301.33,0.0,2416.0,178.75,0.0,0.0,1100.57,2976.0,4268.0,1424.0,0.0,0.0,4792.0,0.0,408.0,1052.29,3996.0,0.0,0.0,881.0,0.0,0.0,2140.0,5260.0,0.0,0.0,0.0,91.29,0.0,0.0,5.0,0.0,0.0,1105.6,0.0,0.0,0.0,0.0,0.0,0.0,2148.0,279.0,1161.14,0.0,478.0,2276.42,773.92,176.0,3492.0,1488.0,0.0,0.0,216.92,4584.0,4566.0,798.46,422.67,551.67,218.67,0.0,0.0,924.33,5366.67,272.27,0.0,0.0,1055.33,0.0,314.67,0.0
