kbcached,aceph01,aceph02,aceph03,aceph04
184,631248.0,626600.0,645584.0,605748.0
185,634792.0,632644.0,651524.0,606912.0
186,640728.0,631588.0,660320.0,611620.0
187,641440.0,618488.0,660544.0,635280.0
188,642616.0,619544.0,661812.0,635188.0
189,646172.0,622740.0,665180.0,624556.0
190,655584.0,628048.0,670668.0,629320.0
191,659616.0,630200.0,673656.0,633996.0
192,657708.0,630436.0,674936.0,635936.0
193,662664.0,631984.0,678596.0,635452.0
194,670768.0,638572.0,684348.0,635004.0
195,673520.0,639824.0,686776.0,642636.0
196,675036.0,641000.0,687620.0,643784.0
197,677736.0,642460.0,690528.0,645684.0
198,679528.0,644196.0,691732.0,647168.0
199,680672.0,641040.0,689256.0,647720.0
200,682792.0,644396.0,690780.0,651232.0
201,686448.0,645868.0,695524.0,652740.0
202,687468.0,647072.0,695532.0,650536.0
203,688968.0,646852.0,696820.0,651352.0
204,708960.0,650456.0,701028.0,651792.0
205,703500.0,651184.0,696120.0,655572.0
206,708452.0,656404.0,698368.0,659752.0
207,709116.0,659048.0,702768.0,659008.0
208,710396.0,657524.0,703684.0,660520.0
209,712092.0,656696.0,705116.0,660528.0
210,713216.0,658176.0,705804.0,663900.0
211,720892.0,665912.0,710636.0,662892.0
212,726584.0,667516.0,711472.0,664632.0
213,707428.0,667796.0,712336.0,665496.0
214,708868.0,668236.0,713948.0,667468.0
215,713196.0,672820.0,716652.0,667468.0
216,720692.0,674028.0,718352.0,668208.0
217,724480.0,676036.0,720624.0,675932.0
218,725120.0,677896.0,721164.0,678376.0
219,726928.0,679576.0,719084.0,680340.0
220,727708.0,680964.0,720012.0,682044.0
221,734988.0,687092.0,729732.0,677668.0
222,743164.0,688048.0,735676.0,684484.0
223,730028.0,691316.0,738848.0,688312.0
224,732136.0,691564.0,739560.0,691900.0
225,734964.0,692976.0,742120.0,692420.0
226,734548.0,692036.0,742704.0,696576.0
227,739464.0,695932.0,745872.0,697356.0
228,740324.0,697296.0,749276.0,702732.0
229,744220.0,697700.0,751752.0,703560.0
230,746012.0,701412.0,752752.0,704944.0
231,749628.0,704132.0,750008.0,706440.0
232,750872.0,703404.0,752032.0,709932.0
233,756244.0,707808.0,754456.0,710292.0
234,753892.0,712480.0,752680.0,713100.0
235,760076.0,717960.0,758528.0,718756.0
236,762384.0,719120.0,757512.0,717848.0
237,757128.0,721980.0,762204.0,719224.0
238,762204.0,725296.0,763656.0,720540.0
239,766588.0,726212.0,764656.0,727484.0
240,772108.0,729760.0,768620.0,728644.0
241,768320.0,731492.0,771956.0,730736.0
242,766196.0,736292.0,775752.0,733172.0
243,757588.0,738484.0,775944.0,738544.0
244,760536.0,741292.0,771980.0,732500.0
245,765220.0,744060.0,781576.0,736824.0
246,772032.0,750296.0,791632.0,739904.0
247,774864.0,744044.0,786152.0,750680.0
248,772612.0,744280.0,785244.0,745208.0
249,777212.0,747572.0,782612.0,745888.0
250,782824.0,744692.0,788896.0,748548.0
251,790332.0,745768.0,789132.0,754920.0
252,790652.0,745680.0,790656.0,759212.0
253,790460.0,748800.0,791428.0,753716.0
254,797020.0,749784.0,797092.0,754184.0
255,793192.0,739596.0,797376.0,758092.0
256,794820.0,736732.0,798896.0,761268.0
257,797240.0,735456.0,799464.0,761312.0
258,797464.0,738740.0,800016.0,762480.0
259,801564.0,742548.0,802892.0,766148.0
260,803168.0,742736.0,803340.0,761236.0
261,805248.0,746588.0,808656.0,761932.0
262,807156.0,747152.0,803840.0,767648.0
263,810568.0,749788.0,804256.0,768404.0
264,817428.0,753988.0,809784.0,769696.0
265,815032.0,758280.0,813836.0,774940.0
266,816148.0,760060.0,815192.0,780688.0
267,818504.0,761816.0,817092.0,782444.0
268,818696.0,764500.0,820544.0,784388.0
269,823400.0,765760.0,817040.0,786228.0
270,819920.0,766604.0,817772.0,789244.0
271,825232.0,774308.0,823124.0,783152.0
272,827472.0,773920.0,825140.0,787908.0
273,831852.0,779132.0,825556.0,791744.0
274,831928.0,778684.0,826232.0,797876.0
275,835208.0,783208.0,833968.0,798316.0
276,839592.0,787724.0,836784.0,794148.0
277,843804.0,790132.0,841408.0,797312.0
278,848300.0,795868.0,840140.0,794924.0
279,849240.0,796468.0,841404.0,790188.0
280,850388.0,795964.0,835044.0,791984.0
281,858068.0,802128.0,840216.0,792120.0
282,861908.0,803144.0,843508.0,796512.0
283,865716.0,809936.0,847424.0,798588.0
284,870284.0,812828.0,849300.0,801900.0
285,869924.0,813048.0,851372.0,803360.0
286,870596.0,813080.0,852704.0,805376.0
287,872536.0,819140.0,857092.0,806176.0
288,871052.0,819988.0,861908.0,814076.0
289,861984.0,819604.0,863512.0,817332.0
290,868252.0,826232.0,869240.0,811544.0
291,870908.0,828392.0,865152.0,817984.0
292,870240.0,823288.0,866420.0,820956.0
293,872604.0,824500.0,868312.0,822332.0
294,873896.0,828904.0,871344.0,823148.0
295,876156.0,829992.0,867800.0,827452.0
296,881676.0,833212.0,871252.0,829272.0
297,883832.0,837136.0,875552.0,835944.0
298,883868.0,839232.0,875532.0,838844.0
299,887252.0,845644.0,883980.0,841660.0
300,889336.0,846868.0,884704.0,851152.0
301,889616.0,846880.0,885056.0,844392.0
302,893304.0,849380.0,886436.0,844512.0
303,890996.0,854024.0,886976.0,846580.0
304,882856.0,862132.0,884092.0,852364.0
305,886368.0,846028.0,886136.0,850364.0
306,889048.0,846656.0,890392.0,852628.0
307,897196.0,853648.0,897932.0,846596.0
308,898340.0,855224.0,898604.0,855620.0
309,900148.0,853392.0,900468.0,849472.0
310,901464.0,857740.0,901036.0,850808.0
311,906140.0,855352.0,907960.0,850972.0
312,911076.0,864360.0,913496.0,854008.0
313,916588.0,865880.0,902808.0,861684.0
314,926720.0,872044.0,903684.0,864064.0
315,928620.0,874756.0,906044.0,871900.0
316,933312.0,871132.0,911876.0,873428.0
317,933244.0,867084.0,912720.0,880292.0
318,932512.0,867296.0,912856.0,882208.0
319,931736.0,869324.0,916960.0,879628.0
320,936040.0,875348.0,919712.0,883980.0
321,940804.0,877400.0,922952.0,886772.0
322,942616.0,875312.0,923692.0,883040.0
323,943068.0,870392.0,919004.0,884600.0
324,944432.0,869676.0,919296.0,883696.0
325,946944.0,870688.0,919860.0,885272.0
326,945616.0,874124.0,922520.0,885232.0
327,947224.0,874600.0,922668.0,889592.0
328,954528.0,880320.0,927996.0,891792.0
329,955084.0,880436.0,929684.0,885048.0
330,961220.0,885380.0,935860.0,887412.0
331,962492.0,893508.0,936380.0,890592.0
332,966736.0,899412.0,936796.0,897408.0
333,965276.0,897648.0,935316.0,904276.0
334,972632.0,904320.0,940928.0,904628.0
335,972240.0,914100.0,946048.0,910924.0
336,973720.0,913992.0,944960.0,917168.0
337,977500.0,915112.0,946820.0,919212.0
338,977816.0,919076.0,951048.0,918084.0
339,973620.0,919724.0,953236.0,919580.0
340,973792.0,919244.0,951532.0,920704.0
341,975516.0,922296.0,945788.0,921416.0
342,979524.0,925260.0,951172.0,924972.0
343,985140.0,926584.0,953076.0,928016.0
344,982316.0,934212.0,960740.0,925672.0
345,980652.0,939104.0,963640.0,926740.0
346,980008.0,938604.0,963392.0,930704.0
347,974304.0,939028.0,965240.0,931344.0
348,973204.0,939132.0,956988.0,932572.0
349,976812.0,939848.0,962452.0,932492.0
350,979128.0,940936.0,966104.0,935236.0
351,986712.0,946232.0,970320.0,933316.0
352,990068.0,950156.0,975632.0,936708.0
353,990552.0,951592.0,976168.0,938392.0
354,997856.0,957448.0,979788.0,939332.0
355,1001772.0,963924.0,985124.0,943376.0
356,1005600.0,958984.0,988788.0,948052.0
357,1007300.0,958764.0,988596.0,950564.0
358,995020.0,951212.0,988584.0,951172.0
359,971648.0,953872.0,988028.0,943744.0
360,976644.0,960028.0,997496.0,941864.0
361,975200.0,962052.0,998420.0,953128.0
362,975144.0,963500.0,999444.0,955548.0
363,969840.0,964376.0,999504.0,956300.0
364,970744.0,948828.0,1000404.0,957724.0
365,972220.0,950952.0,1002032.0,957564.0
366,973052.0,954848.0,1002532.0,959060.0
367,980300.0,953356.0,1010792.0,957872.0
368,981564.0,949096.0,1010736.0,954156.0
369,983520.0,950172.0,1011632.0,956428.0
370,989140.0,954624.0,1020072.0,956828.0
371,998448.0,962552.0,1023944.0,960888.0
372,1004276.0,968852.0,1032632.0,971556.0
373,1002012.0,972808.0,1036016.0,975020.0
374,1003404.0,973908.0,1023928.0,980260.0
375,1010496.0,981984.0,1019576.0,978980.0
376,1013684.0,971236.0,1022804.0,986012.0
377,1014592.0,972676.0,1026208.0,991196.0
378,1013020.0,974204.0,1027900.0,987100.0
379,1016432.0,973836.0,1028044.0,986984.0
380,1020596.0,975936.0,1032964.0,985152.0
381,1024444.0,980696.0,1041120.0,990204.0
382,1025100.0,981924.0,1033576.0,993636.0
383,1029172.0,982708.0,1035924.0,994136.0
384,1030336.0,982712.0,1039992.0,996404.0
385,1040384.0,989676.0,1037068.0,1000328.0
386,1041784.0,994532.0,1042636.0,1002492.0
387,1037984.0,995780.0,1044400.0,997244.0
388,1041228.0,1000168.0,1046436.0,997076.0
389,1043444.0,1001420.0,1047936.0,997992.0
390,1053028.0,1008936.0,1053536.0,999928.0
391,1049192.0,1009012.0,1056356.0,1009204.0
392,1051228.0,1012280.0,1059356.0,1010408.0
393,1047372.0,1014188.0,1054352.0,1012724.0
394,1050384.0,1021928.0,1058148.0,1014816.0
395,1050984.0,1023608.0,1060528.0,1019120.0
396,1053792.0,1025136.0,1060860.0,1021008.0
397,1059464.0,1021892.0,1065940.0,1019032.0
398,1060900.0,1022356.0,1073000.0,1021680.0
399,1061992.0,1023720.0,1059648.0,1024560.0
