kbcached,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
187,223560.0,225224.0,227120.0,225460.0,224208.0,227840.0,227676.0,225512.0,228060.0,227816.0,224148.0,226412.0,224116.0,226036.0,226484.0,223876.0,226056.0,230000.0,226292.0,225224.0,227320.0,226128.0,225332.0,223368.0,221148.0,226340.0,223468.0,225916.0,225040.0,225968.0,226588.0,228688.0,226512.0,226236.0,225788.0,223484.0,226028.0,222744.0,223332.0,226364.0,222920.0,223548.0,227744.0,222396.0,222496.0,226356.0,224052.0,224700.0,224296.0,216324.0,223516.0,220668.0,226860.0,228144.0,222752.0,223016.0,224588.0,226828.0,228632.0,226440.0,225152.0,226860.0,227732.0,224024.0,223336.0,223260.0,226828.0,226536.0,223828.0,227408.0,223544.0,225536.0,224460.0,227880.0,227160.0,222232.0,224544.0,225860.0,224612.0,226500.0,224868.0,226140.0,221592.0,226488.0,222932.0,223664.0,226632.0,227996.0,224184.0,223716.0,227704.0,224316.0,225796.0,227032.0,228032.0,225352.0,225896.0,226332.0,220344.0,226228.0,226196.0,226748.0,222456.0,226440.0,227084.0,225112.0,226024.0,224120.0,226408.0,227492.0,225988.0,223160.0,224324.0,225924.0,220732.0,225556.0,228292.0,226180.0,209540.0,223668.0,222988.0,211016.0,225600.0,225452.0,222804.0,226140.0,223124.0,225224.0,225828.0,223516.0,223540.0,222864.0,225804.0,226396.0,225552.0,223444.0,226704.0,225944.0,226436.0,225584.0
188,223580.0,225248.0,227160.0,225492.0,224248.0,227860.0,227688.0,225552.0,228076.0,227852.0,224168.0,226452.0,224116.0,226052.0,226524.0,223896.0,226108.0,230040.0,226332.0,225256.0,227348.0,226148.0,225380.0,223392.0,221172.0,226340.0,223460.0,225916.0,225040.0,225984.0,226600.0,228740.0,226548.0,226276.0,225792.0,223540.0,226072.0,222768.0,223348.0,226384.0,222944.0,223548.0,227776.0,222428.0,222528.0,226404.0,224056.0,224728.0,224336.0,216340.0,223536.0,220712.0,226880.0,228176.0,222752.0,223056.0,224620.0,226860.0,228652.0,226476.0,225176.0,226880.0,227732.0,224076.0,223360.0,223284.0,226828.0,226560.0,223844.0,227448.0,223560.0,225536.0,224496.0,227896.0,227196.0,222272.0,224560.0,225868.0,224640.0,226540.0,224900.0,226156.0,221612.0,226524.0,222968.0,223672.0,226648.0,227988.0,224224.0,223740.0,227720.0,224332.0,225788.0,227048.0,228052.0,225372.0,225904.0,226356.0,220368.0,226228.0,226188.0,226788.0,222472.0,226460.0,227100.0,225144.0,226016.0,224152.0,226428.0,227508.0,225992.0,223180.0,224372.0,225948.0,220772.0,225604.0,228304.0,226184.0,209540.0,223668.0,223032.0,211040.0,225608.0,225492.0,222804.0,226164.0,223124.0,225264.0,225828.0,223516.0,223584.0,222884.0,225820.0,226396.0,225596.0,223484.0,226744.0,225984.0,226424.0,225584.0
189,223600.0,225264.0,227160.0,225500.0,224248.0,227880.0,227716.0,225544.0,228112.0,227852.0,224188.0,226460.0,224116.0,226092.0,226532.0,223936.0,226120.0,230060.0,226332.0,225248.0,227360.0,226168.0,225392.0,223408.0,221212.0,226364.0,223480.0,225940.0,225056.0,226004.0,226628.0,228748.0,226572.0,226272.0,225808.0,223544.0,226092.0,222776.0,223364.0,226384.0,222964.0,223548.0,227784.0,222424.0,222532.0,226408.0,224076.0,224728.0,224352.0,216404.0,223536.0,220712.0,226896.0,228180.0,222792.0,223048.0,224624.0,226868.0,228652.0,226476.0,225188.0,226880.0,227772.0,224076.0,223392.0,223296.0,226868.0,226560.0,223860.0,227480.0,223600.0,225576.0,224496.0,227928.0,227204.0,222272.0,224584.0,225896.0,224680.0,226580.0,224896.0,226196.0,221652.0,226564.0,222992.0,223700.0,226680.0,228036.0,224244.0,223760.0,227748.0,224372.0,225844.0,227072.0,228072.0,225412.0,225944.0,226388.0,220388.0,226252.0,226224.0,226828.0,222504.0,226480.0,227124.0,225152.0,226064.0,224168.0,226448.0,227552.0,226032.0,223212.0,224388.0,225956.0,220792.0,225616.0,228344.0,226212.0,209580.0,223696.0,223052.0,211040.0,225648.0,225524.0,222844.0,226164.0,223164.0,225268.0,225864.0,223556.0,223620.0,222900.0,225872.0,226440.0,225596.0,223488.0,226744.0,225988.0,226468.0,225592.0
190,223620.0,225288.0,227196.0,225540.0,224288.0,227908.0,227736.0,225596.0,228152.0,227892.0,224188.0,226500.0,224156.0,226116.0,226532.0,223928.0,226144.0,230100.0,226360.0,225288.0,227384.0,226188.0,225432.0,223408.0,221212.0,226404.0,223520.0,225984.0,225076.0,226044.0,226652.0,228788.0,226596.0,226328.0,225836.0,223564.0,226116.0,222808.0,223388.0,226428.0,222980.0,223592.0,227804.0,222440.0,222556.0,226428.0,224076.0,224768.0,224376.0,216404.0,223556.0,220760.0,226928.0,228220.0,222812.0,223096.0,224652.0,226908.0,228696.0,226528.0,225216.0,226944.0,227804.0,224088.0,223412.0,223316.0,226908.0,226612.0,223892.0,227488.0,223640.0,225616.0,224532.0,227936.0,227224.0,222312.0,224628.0,225908.0,224676.0,226560.0,224908.0,226200.0,221652.0,226564.0,223008.0,223720.0,226688.0,228052.0,224260.0,223780.0,227764.0,224352.0,225856.0,227088.0,228072.0,225400.0,225948.0,226404.0,220412.0,226268.0,226224.0,226832.0,222516.0,226500.0,227140.0,225168.0,226064.0,224172.0,226464.0,227552.0,226036.0,223224.0,224388.0,226000.0,220812.0,225644.0,228352.0,226212.0,209604.0,223736.0,223052.0,211076.0,225652.0,225536.0,222844.0,226200.0,223196.0,225268.0,225904.0,223580.0,223628.0,222920.0,225864.0,226460.0,225640.0,223488.0,226764.0,226028.0,226476.0,225632.0
191,223648.0,225312.0,227220.0,225544.0,224312.0,227924.0,227764.0,225612.0,228156.0,227912.0,224244.0,226504.0,224188.0,226156.0,226576.0,223960.0,226144.0,230100.0,226376.0,225308.0,227408.0,226204.0,225432.0,223452.0,221228.0,226416.0,223520.0,225976.0,225108.0,226048.0,226672.0,228772.0,226596.0,226332.0,225836.0,223588.0,226116.0,222808.0,223408.0,226468.0,223004.0,223608.0,227824.0,222488.0,222572.0,226448.0,224116.0,224768.0,224392.0,216404.0,223608.0,220760.0,226952.0,228224.0,222852.0,223096.0,224668.0,226908.0,228716.0,226540.0,225232.0,226928.0,227820.0,224128.0,223432.0,223340.0,226912.0,226628.0,223908.0,227508.0,223624.0,225624.0,224532.0,227968.0,227244.0,222332.0,224628.0,225928.0,224704.0,226604.0,224932.0,226224.0,221676.0,226588.0,223032.0,223744.0,226716.0,228080.0,224288.0,223780.0,227784.0,224396.0,225856.0,227116.0,228092.0,225420.0,225968.0,226428.0,220444.0,226308.0,226248.0,226852.0,222540.0,226524.0,227164.0,225208.0,226084.0,224200.0,226492.0,227576.0,226076.0,223240.0,224428.0,226012.0,220844.0,225644.0,228392.0,226264.0,209604.0,223748.0,223092.0,211104.0,225652.0,225552.0,222904.0,226224.0,223204.0,225308.0,225900.0,223600.0,223644.0,222944.0,225884.0,226452.0,225672.0,223528.0,226768.0,226028.0,226492.0,225676.0
192,223664.0,225332.0,227240.0,225564.0,224336.0,227944.0,227764.0,225612.0,228156.0,227952.0,224256.0,226516.0,224192.0,226160.0,226576.0,223980.0,226180.0,230124.0,226376.0,225328.0,227408.0,226232.0,225464.0,223472.0,221248.0,226456.0,223536.0,226020.0,225120.0,226068.0,226700.0,228788.0,226636.0,226332.0,225872.0,223588.0,226156.0,222848.0,223428.0,226464.0,223020.0,223632.0,227848.0,222508.0,222588.0,226468.0,224156.0,224788.0,224416.0,216444.0,223596.0,220800.0,226968.0,228264.0,222856.0,223140.0,224692.0,226932.0,228736.0,226564.0,225232.0,226968.0,227820.0,224128.0,223456.0,223368.0,226936.0,226628.0,223928.0,227532.0,223664.0,225624.0,224560.0,227984.0,227244.0,222332.0,224668.0,225940.0,224736.0,226604.0,224952.0,226216.0,221668.0,226608.0,223048.0,223760.0,226708.0,228096.0,224288.0,223824.0,227776.0,224412.0,225896.0,227132.0,228132.0,225436.0,225984.0,226444.0,220452.0,226312.0,226284.0,226852.0,222560.0,226524.0,227184.0,225212.0,226124.0,224216.0,226492.0,227616.0,226080.0,223268.0,224464.0,226032.0,220852.0,225676.0,228396.0,226276.0,209648.0,223768.0,223124.0,211132.0,225700.0,225572.0,222908.0,226264.0,223228.0,225308.0,225928.0,223628.0,223668.0,222984.0,225904.0,226500.0,225680.0,223544.0,226804.0,226048.0,226532.0,225668.0
193,223688.0,225352.0,227272.0,225556.0,224368.0,227960.0,227800.0,225648.0,228180.0,227952.0,224276.0,226556.0,224220.0,226176.0,226616.0,223980.0,226180.0,230156.0,226396.0,225356.0,227440.0,226248.0,225472.0,223488.0,221268.0,226464.0,223580.0,226020.0,225120.0,226068.0,226732.0,228804.0,226656.0,226376.0,225904.0,223624.0,226156.0,222868.0,223448.0,226484.0,223044.0,223652.0,227880.0,222508.0,222588.0,226488.0,224160.0,224832.0,224448.0,216444.0,223636.0,220816.0,226992.0,228264.0,222872.0,223140.0,224712.0,226948.0,228768.0,226596.0,225268.0,226984.0,227856.0,224144.0,223468.0,223400.0,226952.0,226664.0,223948.0,227532.0,223656.0,225664.0,224572.0,228004.0,227284.0,222368.0,224688.0,225968.0,224744.0,226652.0,224996.0,226264.0,221720.0,226640.0,223072.0,223768.0,226756.0,228128.0,224332.0,223824.0,227828.0,224452.0,225920.0,227152.0,228160.0,225484.0,226024.0,226468.0,220476.0,226332.0,226312.0,226896.0,222584.0,226564.0,227204.0,225244.0,226156.0,224232.0,226532.0,227648.0,226120.0,223268.0,224472.0,226052.0,220892.0,225676.0,228408.0,226276.0,209648.0,223788.0,223136.0,211144.0,225712.0,225572.0,222900.0,226268.0,223244.0,225348.0,225972.0,223628.0,223688.0,222996.0,225928.0,226516.0,225696.0,223584.0,226804.0,226060.0,226536.0,225680.0
194,223704.0,225376.0,227284.0,225608.0,224376.0,227988.0,227840.0,225676.0,228228.0,227992.0,224296.0,226564.0,224240.0,226200.0,226636.0,224020.0,226224.0,230164.0,226448.0,225368.0,227468.0,226276.0,225492.0,223516.0,221288.0,226464.0,223620.0,226056.0,225172.0,226108.0,226732.0,228828.0,226676.0,226376.0,225916.0,223648.0,226192.0,222880.0,223484.0,226484.0,223068.0,223672.0,227892.0,222528.0,222616.0,226528.0,224152.0,224848.0,224460.0,216480.0,223664.0,220836.0,227012.0,228304.0,222872.0,223180.0,224752.0,226968.0,228780.0,226608.0,225296.0,227012.0,227888.0,224184.0,223496.0,223408.0,226984.0,226692.0,223972.0,227568.0,223684.0,225696.0,224620.0,228020.0,227324.0,222408.0,224688.0,225988.0,224744.0,226664.0,224996.0,226264.0,221720.0,226652.0,223092.0,223804.0,226756.0,228140.0,224348.0,223864.0,227828.0,224456.0,225920.0,227176.0,228176.0,225496.0,226028.0,226488.0,220476.0,226356.0,226328.0,226896.0,222600.0,226584.0,227228.0,225256.0,226148.0,224260.0,226552.0,227640.0,226124.0,223308.0,224492.0,226068.0,220896.0,225724.0,228448.0,226316.0,209684.0,223820.0,223176.0,211144.0,225712.0,225616.0,222952.0,226268.0,223244.0,225348.0,225968.0,223660.0,223708.0,223012.0,225940.0,226516.0,225696.0,223584.0,226840.0,226104.0,226552.0,225720.0
195,223732.0,225392.0,227284.0,225608.0,224376.0,228004.0,227844.0,225692.0,228236.0,227996.0,224296.0,226584.0,224256.0,226208.0,226636.0,224020.0,226240.0,230184.0,226448.0,225392.0,227484.0,226276.0,225492.0,223528.0,221308.0,226508.0,223612.0,226080.0,225180.0,226136.0,226748.0,228872.0,226692.0,226412.0,225916.0,223648.0,226232.0,222916.0,223492.0,226528.0,223088.0,223688.0,227892.0,222568.0,222636.0,226528.0,224200.0,224848.0,224480.0,216504.0,223664.0,220856.0,227032.0,228308.0,222916.0,223180.0,224752.0,227008.0,228780.0,226608.0,225316.0,227012.0,227900.0,224196.0,223516.0,223408.0,226996.0,226692.0,223996.0,227584.0,223724.0,225704.0,224620.0,228060.0,227328.0,222412.0,224712.0,226008.0,224784.0,226664.0,225012.0,226296.0,221756.0,226672.0,223116.0,223828.0,226796.0,228160.0,224368.0,223884.0,227864.0,224456.0,225960.0,227196.0,228176.0,225496.0,226028.0,226508.0,220512.0,226376.0,226328.0,226936.0,222624.0,226604.0,227248.0,225276.0,226188.0,224280.0,226592.0,227680.0,226164.0,223308.0,224512.0,226092.0,220912.0,225744.0,228456.0,226336.0,209680.0,223832.0,223180.0,211180.0,225760.0,225616.0,222952.0,226300.0,223284.0,225392.0,225968.0,223676.0,223700.0,223012.0,225976.0,226560.0,225736.0,223612.0,226872.0,226108.0,226572.0,225740.0
196,223748.0,225416.0,227324.0,225644.0,224416.0,228024.0,227868.0,225712.0,228236.0,228016.0,224336.0,226604.0,224268.0,226236.0,226672.0,224060.0,226264.0,230184.0,226492.0,225416.0,227512.0,226308.0,225536.0,223548.0,221336.0,226548.0,223648.0,226100.0,225200.0,226136.0,226772.0,228872.0,226732.0,226452.0,225956.0,223692.0,226236.0,222928.0,223520.0,226528.0,223108.0,223688.0,227928.0,222584.0,222700.0,226552.0,224200.0,224892.0,224500.0,216524.0,223712.0,220868.0,227044.0,228308.0,222940.0,223220.0,224772.0,227012.0,228820.0,226644.0,225316.0,227032.0,227920.0,224232.0,223536.0,223444.0,226996.0,226728.0,223996.0,227608.0,223724.0,225728.0,224660.0,228064.0,227328.0,222436.0,224752.0,226028.0,224808.0,226724.0,225072.0,226316.0,221796.0,226712.0,223132.0,223844.0,226836.0,228200.0,224400.0,223904.0,227892.0,224492.0,226000.0,227212.0,228236.0,225556.0,226072.0,226532.0,220536.0,226392.0,226392.0,226956.0,222648.0,226624.0,227264.0,225292.0,226228.0,224308.0,226592.0,227720.0,226164.0,223340.0,224528.0,226116.0,220924.0,225744.0,228476.0,226352.0,209732.0,223852.0,223180.0,211204.0,225776.0,225648.0,222988.0,226328.0,223284.0,225408.0,226000.0,223704.0,223760.0,223052.0,225992.0,226592.0,225772.0,223624.0,226884.0,226108.0,226592.0,225776.0
197,223768.0,225432.0,227340.0,225672.0,224432.0,228052.0,227908.0,225752.0,228276.0,228036.0,224336.0,226620.0,224296.0,226236.0,226696.0,224060.0,226264.0,230228.0,226500.0,225432.0,227512.0,226308.0,225556.0,223560.0,221352.0,226548.0,223648.0,226140.0,225200.0,226184.0,226792.0,228932.0,226732.0,226452.0,225956.0,223712.0,226252.0,222944.0,223532.0,226564.0,223128.0,223728.0,227952.0,222620.0,222684.0,226568.0,224240.0,224908.0,224540.0,216524.0,223700.0,220908.0,227068.0,228344.0,222932.0,223260.0,224800.0,227052.0,228840.0,226672.0,225340.0,227068.0,227960.0,224248.0,223576.0,223468.0,227044.0,226768.0,224032.0,227628.0,223752.0,225768.0,224660.0,228064.0,227384.0,222476.0,224792.0,226044.0,224816.0,226724.0,225052.0,226344.0,221796.0,226712.0,223164.0,223864.0,226836.0,228200.0,224408.0,223920.0,227904.0,224516.0,225996.0,227236.0,228236.0,225540.0,226104.0,226540.0,220552.0,226416.0,226384.0,226980.0,222668.0,226656.0,227292.0,225320.0,226208.0,224320.0,226624.0,227700.0,226184.0,223360.0,224552.0,226132.0,220956.0,225784.0,228476.0,226384.0,209748.0,223868.0,223216.0,211220.0,225768.0,225668.0,222988.0,226344.0,223324.0,225408.0,226028.0,223716.0,223764.0,223092.0,226008.0,226596.0,225772.0,223664.0,226904.0,226148.0,226608.0,225780.0
198,223788.0,225436.0,227380.0,225684.0,224456.0,228040.0,227924.0,225752.0,228276.0,228032.0,224372.0,226648.0,224312.0,226276.0,226688.0,224096.0,226304.0,230248.0,226524.0,225452.0,227544.0,226360.0,225576.0,223588.0,221376.0,226548.0,223700.0,226128.0,225240.0,226184.0,226824.0,228944.0,226752.0,226472.0,225996.0,223744.0,226276.0,222944.0,223552.0,226604.0,223144.0,223760.0,227968.0,222620.0,222712.0,226580.0,224240.0,224940.0,224544.0,216564.0,223716.0,220916.0,227092.0,228368.0,222976.0,223260.0,224812.0,227052.0,228860.0,226684.0,225376.0,227100.0,227960.0,224280.0,223580.0,223500.0,227056.0,226764.0,224052.0,227652.0,223784.0,225764.0,224672.0,228112.0,227392.0,222476.0,224792.0,226068.0,224840.0,226716.0,225104.0,226360.0,221796.0,226728.0,223176.0,223884.0,226852.0,228192.0,224400.0,223920.0,227924.0,224516.0,226028.0,227236.0,228228.0,225588.0,226112.0,226564.0,220572.0,226432.0,226392.0,226972.0,222684.0,226668.0,227308.0,225352.0,226248.0,224340.0,226632.0,227740.0,226200.0,223384.0,224584.0,226156.0,220976.0,225784.0,228504.0,226392.0,209768.0,223868.0,223240.0,211220.0,225816.0,225688.0,223028.0,226344.0,223344.0,225448.0,226048.0,223744.0,223788.0,223096.0,226028.0,226620.0,225800.0,223672.0,226904.0,226148.0,226632.0,225780.0
199,223808.0,225472.0,227380.0,225684.0,224472.0,228076.0,227924.0,225784.0,228328.0,228072.0,224404.0,226664.0,224336.0,226292.0,226736.0,224096.0,226304.0,230264.0,226524.0,225472.0,227560.0,226372.0,225592.0,223604.0,221392.0,226588.0,223704.0,226152.0,225240.0,226212.0,226832.0,228932.0,226752.0,226492.0,226012.0,223744.0,226268.0,222976.0,223572.0,226604.0,223168.0,223768.0,227984.0,222640.0,222716.0,226608.0,224280.0,224948.0,224560.0,216584.0,223756.0,220936.0,227112.0,228368.0,222996.0,223272.0,224836.0,227068.0,228860.0,226684.0,225388.0,227108.0,227976.0,224268.0,223580.0,223500.0,227072.0,226784.0,224068.0,227664.0,223784.0,225784.0,224696.0,228128.0,227408.0,222476.0,224792.0,226092.0,224864.0,226740.0,225112.0,226376.0,221836.0,226728.0,223176.0,223904.0,226852.0,228236.0,224448.0,223960.0,227944.0,224556.0,226036.0,227272.0,228276.0,225576.0,226112.0,226588.0,220592.0,226456.0,226432.0,227004.0,222704.0,226688.0,227332.0,225360.0,226248.0,224360.0,226656.0,227740.0,226224.0,223400.0,224592.0,226164.0,221000.0,225824.0,228540.0,226412.0,209768.0,223924.0,223256.0,211268.0,225816.0,225720.0,223068.0,226388.0,223360.0,225468.0,226048.0,223756.0,223784.0,223088.0,226048.0,226636.0,225800.0,223672.0,226944.0,226180.0,226640.0,225816.0
200,223824.0,225492.0,227420.0,225724.0,224512.0,228100.0,227944.0,225792.0,228316.0,228088.0,224416.0,226664.0,224360.0,226320.0,226736.0,224136.0,226340.0,230264.0,226540.0,225492.0,227584.0,226372.0,225592.0,223632.0,221412.0,226588.0,223704.0,226184.0,225280.0,226228.0,226852.0,228948.0,226792.0,226524.0,226012.0,223768.0,226316.0,223004.0,223592.0,226624.0,223184.0,223788.0,228008.0,222672.0,222736.0,226648.0,224304.0,224988.0,224560.0,216616.0,223780.0,220936.0,227140.0,228408.0,222996.0,223296.0,224836.0,227108.0,228896.0,226724.0,225412.0,227128.0,227976.0,224308.0,223620.0,223528.0,227072.0,226804.0,224108.0,227684.0,223808.0,225784.0,224736.0,228148.0,227408.0,222516.0,224808.0,226108.0,224864.0,226780.0,225112.0,226392.0,221852.0,226768.0,223212.0,223920.0,226892.0,228236.0,224448.0,223980.0,227944.0,224576.0,226036.0,227292.0,228276.0,225612.0,226148.0,226604.0,220592.0,226456.0,226432.0,227036.0,222724.0,226704.0,227348.0,225360.0,226268.0,224376.0,226672.0,227760.0,226240.0,223420.0,224612.0,226192.0,221016.0,225824.0,228552.0,226436.0,209808.0,223928.0,223256.0,211288.0,225852.0,225728.0,223068.0,226420.0,223392.0,225488.0,226088.0,223780.0,223824.0,223132.0,226060.0,226656.0,225836.0,223716.0,226976.0,226220.0,226672.0,225848.0
201,223848.0,225512.0,227420.0,225724.0,224512.0,228116.0,227944.0,225792.0,228352.0,228088.0,224436.0,226708.0,224380.0,226312.0,226776.0,224168.0,226368.0,230304.0,226596.0,225512.0,227584.0,226408.0,225632.0,223632.0,221432.0,226628.0,223752.0,226192.0,225296.0,226240.0,226852.0,228988.0,226816.0,226536.0,226056.0,223784.0,226332.0,223024.0,223612.0,226644.0,223208.0,223816.0,228008.0,222688.0,222756.0,226648.0,224324.0,224988.0,224600.0,216620.0,223796.0,220972.0,227148.0,228424.0,223032.0,223296.0,224868.0,227108.0,228896.0,226724.0,225436.0,227128.0,228016.0,224308.0,223620.0,223528.0,227112.0,226804.0,224112.0,227704.0,223840.0,225820.0,224736.0,228148.0,227448.0,222516.0,224828.0,226128.0,224900.0,226804.0,225128.0,226416.0,221852.0,226768.0,223232.0,223944.0,226912.0,228276.0,224484.0,224000.0,227984.0,224576.0,226076.0,227312.0,228292.0,225612.0,226172.0,226624.0,220632.0,226492.0,226472.0,227056.0,222744.0,226744.0,227368.0,225396.0,226308.0,224400.0,226712.0,227800.0,226280.0,223444.0,224632.0,226212.0,221040.0,225864.0,228552.0,226456.0,209808.0,223948.0,223296.0,211320.0,225872.0,225728.0,223068.0,226432.0,223404.0,225508.0,226128.0,223800.0,223824.0,223156.0,226084.0,226668.0,225868.0,223728.0,226984.0,226232.0,226692.0,225856.0
202,223864.0,225532.0,227420.0,225764.0,224548.0,228136.0,227984.0,225832.0,228352.0,228128.0,224436.0,226708.0,224408.0,226360.0,226776.0,224180.0,226384.0,230324.0,226600.0,225544.0,227620.0,226436.0,225652.0,223684.0,221452.0,226660.0,223760.0,226192.0,225320.0,226268.0,226892.0,228988.0,226856.0,226556.0,226072.0,223804.0,226372.0,223064.0,223632.0,226664.0,223232.0,223836.0,228048.0,222712.0,222780.0,226664.0,224324.0,225008.0,224620.0,216644.0,223796.0,221008.0,227172.0,228444.0,223040.0,223336.0,224896.0,227148.0,228936.0,226760.0,225456.0,227148.0,228040.0,224348.0,223660.0,223564.0,227132.0,226844.0,224112.0,227728.0,223840.0,225820.0,224776.0,228184.0,227448.0,222556.0,224868.0,226144.0,224916.0,226804.0,225152.0,226436.0,221896.0,226808.0,223244.0,223960.0,226936.0,228276.0,224508.0,224024.0,228016.0,224628.0,226076.0,227332.0,228332.0,225656.0,226192.0,226640.0,220672.0,226516.0,226504.0,227076.0,222764.0,226744.0,227388.0,225416.0,226308.0,224420.0,226712.0,227800.0,226284.0,223464.0,224656.0,226232.0,221060.0,225884.0,228596.0,226476.0,209852.0,223968.0,223316.0,211328.0,225904.0,225768.0,223108.0,226452.0,223444.0,225548.0,226132.0,223820.0,223868.0,223156.0,226104.0,226696.0,225876.0,223728.0,227024.0,226272.0,226712.0,225856.0
203,223888.0,225548.0,227480.0,225784.0,224552.0,228160.0,228016.0,225872.0,228412.0,228172.0,224476.0,226748.0,224408.0,226360.0,226820.0,224200.0,226384.0,230356.0,226616.0,225556.0,227644.0,226436.0,225672.0,223688.0,221464.0,226680.0,223784.0,226236.0,225340.0,226268.0,226900.0,229032.0,226852.0,226596.0,226068.0,223804.0,226372.0,223072.0,223652.0,226664.0,223228.0,223852.0,228080.0,222728.0,222816.0,226704.0,224364.0,225024.0,224652.0,216684.0,223824.0,221016.0,227192.0,228468.0,223068.0,223336.0,224912.0,227132.0,228956.0,226784.0,225476.0,227204.0,228040.0,224368.0,223692.0,223604.0,227156.0,226876.0,224168.0,227752.0,223884.0,225864.0,224796.0,228208.0,227468.0,222588.0,224888.0,226172.0,224952.0,226848.0,225204.0,226464.0,221920.0,226836.0,223280.0,223980.0,226960.0,228324.0,224540.0,224024.0,228024.0,224644.0,226128.0,227364.0,228368.0,225688.0,226232.0,226668.0,220672.0,226548.0,226532.0,227100.0,222788.0,226772.0,227420.0,225428.0,226364.0,224440.0,226744.0,227856.0,226324.0,223480.0,224672.0,226252.0,221060.0,225920.0,228616.0,226500.0,209892.0,223988.0,223348.0,211344.0,225916.0,225784.0,223140.0,226472.0,223448.0,225552.0,226156.0,223840.0,223888.0,223196.0,226132.0,226716.0,225892.0,223752.0,227028.0,226280.0,226740.0,225900.0
204,223908.0,225584.0,227492.0,225824.0,224584.0,228180.0,228024.0,225876.0,228404.0,228172.0,224496.0,226772.0,224444.0,226396.0,226820.0,224220.0,226420.0,230376.0,226656.0,225572.0,227664.0,226472.0,225712.0,223708.0,221476.0,226692.0,223804.0,226276.0,225340.0,226332.0,226940.0,229072.0,226880.0,226592.0,226132.0,223852.0,226392.0,223104.0,223676.0,226708.0,223280.0,223892.0,228088.0,222768.0,222816.0,226716.0,224396.0,225048.0,224672.0,216684.0,223860.0,221036.0,227212.0,228508.0,223092.0,223388.0,224932.0,227176.0,228996.0,226804.0,225504.0,227212.0,228080.0,224392.0,223708.0,223608.0,227188.0,226888.0,224180.0,227784.0,223904.0,225888.0,224836.0,228240.0,227508.0,222596.0,224912.0,226188.0,224964.0,226848.0,225196.0,226480.0,221920.0,226852.0,223296.0,224008.0,226960.0,228340.0,224548.0,224064.0,228024.0,224644.0,226128.0,227372.0,228376.0,225676.0,226232.0,226684.0,220696.0,226556.0,226532.0,227100.0,222804.0,226788.0,227428.0,225460.0,226368.0,224460.0,226756.0,227860.0,226324.0,223508.0,224696.0,226268.0,221100.0,225924.0,228632.0,226516.0,209888.0,224004.0,223360.0,211384.0,225916.0,225820.0,223148.0,226472.0,223492.0,225552.0,226172.0,223864.0,223912.0,223216.0,226144.0,226748.0,225916.0,223792.0,227028.0,226312.0,226772.0,225940.0
