kbinact,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
190,155252.0,156300.0,157820.0,155904.0,155520.0,158084.0,158488.0,157176.0,157960.0,158228.0,155436.0,157212.0,154352.0,157424.0,157764.0,153884.0,156848.0,158736.0,157024.0,156192.0,158076.0,157068.0,155880.0,154468.0,153308.0,157536.0,154200.0,156744.0,155924.0,156896.0,157464.0,158736.0,156564.0,157104.0,156564.0,154888.0,156196.0,155272.0,154236.0,156968.0,154316.0,154948.0,157464.0,154648.0,155492.0,156628.0,154932.0,155712.0,156776.0,151584.0,156056.0,153108.0,157992.0,159492.0,154716.0,155552.0,156260.0,158092.0,158792.0,157504.0,156136.0,157244.0,157996.0,155220.0,154692.0,154344.0,157480.0,157476.0,154812.0,158032.0,154996.0,156256.0,156216.0,158464.0,157664.0,154824.0,154772.0,156572.0,155564.0,156456.0,155616.0,156500.0,154580.0,157396.0,154512.0,156140.0,156516.0,157684.0,155188.0,155648.0,158408.0,156848.0,156684.0,156028.0,158216.0,156416.0,156468.0,156320.0,154544.0,156140.0,155936.0,156272.0,155200.0,156128.0,156632.0,155904.0,157132.0,153528.0,155880.0,157528.0,157072.0,155632.0,155932.0,157144.0,153880.0,156420.0,159024.0,156604.0,146264.0,154692.0,154252.0,147336.0,156340.0,157096.0,153792.0,157104.0,154444.0,155840.0,156480.0,155892.0,154712.0,154600.0,156692.0,157048.0,157084.0,154184.0,157668.0,156792.0,156672.0,156520.0
191,155268.0,156312.0,157836.0,155932.0,155532.0,158096.0,158504.0,157188.0,157988.0,158256.0,155444.0,157236.0,154380.0,157424.0,157788.0,153900.0,156848.0,158760.0,157028.0,156204.0,158088.0,157080.0,155896.0,154496.0,153316.0,157552.0,154200.0,156744.0,155924.0,156920.0,157476.0,158752.0,156564.0,157124.0,156564.0,154904.0,156196.0,155272.0,154248.0,156968.0,154332.0,154952.0,157476.0,154680.0,155500.0,156640.0,154956.0,155712.0,156780.0,151584.0,156068.0,153108.0,158004.0,159520.0,154716.0,155552.0,156272.0,158112.0,158804.0,157508.0,156152.0,157260.0,158008.0,155252.0,154692.0,154360.0,157504.0,157484.0,154816.0,158040.0,155000.0,156284.0,156216.0,158484.0,157676.0,154836.0,154772.0,156584.0,155584.0,156480.0,155632.0,156508.0,154596.0,157412.0,154512.0,156156.0,156532.0,157704.0,155204.0,155648.0,158416.0,156872.0,156684.0,156048.0,158228.0,156432.0,156484.0,156340.0,154544.0,156140.0,155952.0,156280.0,155216.0,156144.0,156648.0,155904.0,157144.0,153548.0,155900.0,157544.0,157072.0,155640.0,155960.0,157148.0,153880.0,156420.0,159024.0,156632.0,146264.0,154700.0,154276.0,147360.0,156340.0,157104.0,153800.0,157108.0,154468.0,155864.0,156488.0,155904.0,154720.0,154612.0,156700.0,157048.0,157084.0,154212.0,157664.0,156816.0,156680.0,156520.0
192,155280.0,156320.0,157844.0,155936.0,155544.0,158104.0,158504.0,157188.0,157988.0,158256.0,155476.0,157240.0,154384.0,157436.0,157788.0,153912.0,156868.0,158776.0,157028.0,156216.0,158088.0,157104.0,155896.0,154512.0,153312.0,157580.0,154208.0,156772.0,155952.0,156936.0,157504.0,158756.0,156580.0,157124.0,156580.0,154904.0,156216.0,155296.0,154264.0,156992.0,154340.0,154956.0,157488.0,154688.0,155496.0,156656.0,154956.0,155720.0,156796.0,151608.0,156088.0,153128.0,158016.0,159520.0,154744.0,155576.0,156284.0,158132.0,158812.0,157520.0,156152.0,157288.0,158008.0,155252.0,154704.0,154388.0,157516.0,157484.0,154824.0,158052.0,155028.0,156284.0,156228.0,158492.0,157676.0,154836.0,154792.0,156592.0,155584.0,156480.0,155640.0,156508.0,154596.0,157420.0,154528.0,156160.0,156532.0,157708.0,155204.0,155680.0,158416.0,156888.0,156708.0,156052.0,158248.0,156444.0,156496.0,156348.0,154568.0,156164.0,155976.0,156280.0,155224.0,156140.0,156648.0,155928.0,157164.0,153552.0,155896.0,157564.0,157104.0,155656.0,155960.0,157156.0,153908.0,156440.0,159048.0,156644.0,146284.0,154708.0,154292.0,147368.0,156376.0,157116.0,153824.0,157108.0,154480.0,155864.0,156520.0,155916.0,154736.0,154612.0,156712.0,157080.0,157112.0,154220.0,157684.0,156828.0,156680.0,156548.0
193,155292.0,156340.0,157844.0,155936.0,155544.0,158120.0,158528.0,157204.0,157992.0,158280.0,155488.0,157240.0,154396.0,157444.0,157808.0,153912.0,156868.0,158776.0,157036.0,156236.0,158116.0,157108.0,155924.0,154520.0,153340.0,157580.0,154244.0,156772.0,155952.0,156936.0,157504.0,158772.0,156592.0,157148.0,156580.0,154920.0,156216.0,155308.0,154276.0,157004.0,154356.0,154976.0,157488.0,154688.0,155512.0,156668.0,154984.0,155748.0,156796.0,151608.0,156108.0,153136.0,158032.0,159548.0,154756.0,155576.0,156300.0,158144.0,158812.0,157520.0,156176.0,157304.0,158024.0,155260.0,154716.0,154388.0,157524.0,157496.0,154844.0,158052.0,155028.0,156300.0,156264.0,158500.0,157704.0,154860.0,154812.0,156616.0,155612.0,156516.0,155676.0,156544.0,154628.0,157420.0,154540.0,156164.0,156564.0,157708.0,155240.0,155680.0,158452.0,156888.0,156728.0,156080.0,158276.0,156480.0,156496.0,156368.0,154584.0,156184.0,155996.0,156316.0,155248.0,156172.0,156676.0,155956.0,157164.0,153568.0,155912.0,157592.0,157104.0,155656.0,155988.0,157168.0,153908.0,156440.0,159052.0,156644.0,146284.0,154720.0,154300.0,147372.0,156380.0,157116.0,153824.0,157136.0,154488.0,155888.0,156524.0,155916.0,154744.0,154648.0,156728.0,157088.0,157120.0,154244.0,157684.0,156832.0,156704.0,156552.0
194,155308.0,156352.0,157876.0,155976.0,155572.0,158136.0,158528.0,157232.0,158028.0,158280.0,155496.0,157272.0,154404.0,157472.0,157820.0,153932.0,156896.0,158800.0,157060.0,156240.0,158136.0,157128.0,155936.0,154540.0,153352.0,157580.0,154244.0,156796.0,155972.0,156956.0,157532.0,158788.0,156604.0,157148.0,156616.0,154936.0,156244.0,155316.0,154300.0,157004.0,154380.0,154992.0,157524.0,154696.0,155528.0,156668.0,154984.0,155752.0,156832.0,151632.0,156120.0,153144.0,158020.0,159548.0,154756.0,155604.0,156300.0,158156.0,158848.0,157556.0,156196.0,157324.0,158052.0,155288.0,154748.0,154416.0,157552.0,157528.0,154860.0,158080.0,155068.0,156300.0,156276.0,158516.0,157704.0,154860.0,154812.0,156624.0,155612.0,156520.0,155676.0,156544.0,154628.0,157452.0,154568.0,156196.0,156564.0,157740.0,155244.0,155700.0,158452.0,156912.0,156728.0,156088.0,158280.0,156480.0,156520.0,156376.0,154584.0,156200.0,156000.0,156316.0,155252.0,156184.0,156692.0,155964.0,157188.0,153584.0,155940.0,157588.0,157128.0,155688.0,156000.0,157184.0,153936.0,156472.0,159080.0,156664.0,146304.0,154720.0,154300.0,147372.0,156380.0,157152.0,153856.0,157136.0,154488.0,155888.0,156544.0,155944.0,154756.0,154648.0,156732.0,157088.0,157120.0,154244.0,157708.0,156840.0,156724.0,156552.0
195,155328.0,156364.0,157876.0,155976.0,155572.0,158148.0,158544.0,157240.0,158036.0,158296.0,155496.0,157284.0,154416.0,157480.0,157820.0,153932.0,156908.0,158812.0,157060.0,156256.0,158140.0,157128.0,155936.0,154544.0,153364.0,157604.0,154256.0,156804.0,155972.0,156976.0,157540.0,158812.0,156620.0,157172.0,156616.0,154936.0,156244.0,155344.0,154296.0,157028.0,154384.0,155000.0,157524.0,154720.0,155544.0,156692.0,155012.0,155752.0,156836.0,151644.0,156120.0,153152.0,158036.0,159576.0,154784.0,155604.0,156324.0,158156.0,158848.0,157556.0,156200.0,157324.0,158056.0,155292.0,154748.0,154416.0,157556.0,157528.0,154864.0,158092.0,155068.0,156328.0,156276.0,158516.0,157728.0,154884.0,154828.0,156636.0,155632.0,156520.0,155680.0,156548.0,154644.0,157464.0,154564.0,156208.0,156584.0,157752.0,155256.0,155712.0,158468.0,156912.0,156748.0,156096.0,158280.0,156480.0,156520.0,156388.0,154600.0,156208.0,156000.0,156336.0,155268.0,156192.0,156700.0,155972.0,157208.0,153596.0,155940.0,157608.0,157128.0,155688.0,156012.0,157196.0,153944.0,156476.0,159084.0,156676.0,146304.0,154756.0,154324.0,147384.0,156396.0,157152.0,153856.0,157156.0,154516.0,155904.0,156544.0,155952.0,154756.0,154652.0,156760.0,157112.0,157140.0,154252.0,157736.0,156868.0,156736.0,156588.0
196,155332.0,156376.0,157900.0,155992.0,155596.0,158156.0,158568.0,157248.0,158036.0,158300.0,155520.0,157296.0,154428.0,157500.0,157836.0,153956.0,156920.0,158812.0,157084.0,156264.0,158152.0,157148.0,155960.0,154556.0,153392.0,157604.0,154276.0,156820.0,155992.0,156976.0,157540.0,158812.0,156620.0,157172.0,156636.0,154964.0,156272.0,155348.0,154312.0,157028.0,154392.0,155000.0,157540.0,154740.0,155552.0,156708.0,155012.0,155776.0,156848.0,151656.0,156132.0,153160.0,158044.0,159576.0,154796.0,155628.0,156336.0,158180.0,158868.0,157572.0,156200.0,157324.0,158068.0,155316.0,154768.0,154420.0,157556.0,157548.0,154864.0,158104.0,155068.0,156344.0,156296.0,158540.0,157728.0,154900.0,154848.0,156644.0,155648.0,156532.0,155692.0,156572.0,154644.0,157464.0,154588.0,156216.0,156584.0,157752.0,155276.0,155724.0,158484.0,156936.0,156748.0,156104.0,158292.0,156492.0,156544.0,156404.0,154624.0,156216.0,156016.0,156344.0,155280.0,156204.0,156708.0,155980.0,157208.0,153612.0,155960.0,157608.0,157152.0,155708.0,156024.0,157212.0,153952.0,156476.0,159092.0,156684.0,146336.0,154764.0,154324.0,147400.0,156400.0,157168.0,153868.0,157180.0,154516.0,155916.0,156568.0,155968.0,154800.0,154676.0,156764.0,157112.0,157140.0,154260.0,157740.0,156868.0,156748.0,156588.0
197,155344.0,156384.0,157908.0,156008.0,155604.0,158172.0,158568.0,157248.0,158060.0,158328.0,155520.0,157304.0,154448.0,157500.0,157848.0,153956.0,156920.0,158836.0,157088.0,156272.0,158152.0,157148.0,155980.0,154568.0,153384.0,157632.0,154276.0,156820.0,155992.0,157004.0,157568.0,158824.0,156640.0,157196.0,156636.0,154972.0,156276.0,155356.0,154328.0,157056.0,154404.0,155024.0,157552.0,154756.0,155564.0,156716.0,155032.0,155780.0,156848.0,151656.0,156148.0,153160.0,158060.0,159592.0,154796.0,155628.0,156348.0,158180.0,158876.0,157588.0,156216.0,157348.0,158068.0,155324.0,154768.0,154448.0,157584.0,157548.0,154888.0,158116.0,155080.0,156344.0,156296.0,158540.0,157760.0,154900.0,154848.0,156660.0,155656.0,156556.0,155704.0,156596.0,154672.0,157488.0,154616.0,156228.0,156616.0,157776.0,155280.0,155740.0,158500.0,156956.0,156768.0,156120.0,158320.0,156500.0,156544.0,156412.0,154632.0,156232.0,156044.0,156360.0,155292.0,156232.0,156712.0,155996.0,157216.0,153620.0,155960.0,157616.0,157152.0,155712.0,156040.0,157220.0,153976.0,156500.0,159092.0,156684.0,146340.0,154772.0,154340.0,147404.0,156400.0,157180.0,153868.0,157188.0,154536.0,155916.0,156584.0,155976.0,154796.0,154676.0,156768.0,157140.0,157168.0,154260.0,157752.0,156892.0,156756.0,156612.0
198,155348.0,156388.0,157936.0,156024.0,155628.0,158168.0,158604.0,157272.0,158060.0,158324.0,155548.0,157328.0,154456.0,157524.0,157848.0,153972.0,156940.0,158852.0,157104.0,156284.0,158184.0,157180.0,155992.0,154588.0,153396.0,157632.0,154288.0,156836.0,156008.0,157004.0,157568.0,158836.0,156652.0,157208.0,156668.0,154972.0,156292.0,155356.0,154340.0,157056.0,154412.0,155052.0,157572.0,154756.0,155572.0,156728.0,155032.0,155780.0,156880.0,151680.0,156156.0,153184.0,158076.0,159616.0,154824.0,155648.0,156364.0,158192.0,158900.0,157604.0,156244.0,157348.0,158092.0,155324.0,154800.0,154448.0,157592.0,157572.0,154912.0,158128.0,155112.0,156364.0,156300.0,158560.0,157752.0,154932.0,154880.0,156676.0,155672.0,156556.0,155716.0,156604.0,154672.0,157500.0,154620.0,156248.0,156620.0,157776.0,155280.0,155740.0,158512.0,156956.0,156768.0,156120.0,158316.0,156516.0,156576.0,156428.0,154644.0,156248.0,156040.0,156360.0,155308.0,156236.0,156740.0,155996.0,157248.0,153632.0,155988.0,157648.0,157176.0,155728.0,156060.0,157236.0,153984.0,156500.0,159104.0,156708.0,146356.0,154772.0,154364.0,147404.0,156424.0,157192.0,153900.0,157188.0,154544.0,155932.0,156592.0,155992.0,154812.0,154700.0,156780.0,157156.0,157180.0,154292.0,157752.0,156892.0,156772.0,156612.0
199,155372.0,156416.0,157940.0,156024.0,155636.0,158196.0,158604.0,157272.0,158096.0,158352.0,155568.0,157336.0,154472.0,157532.0,157880.0,153972.0,156940.0,158860.0,157104.0,156296.0,158192.0,157188.0,156000.0,154596.0,153420.0,157656.0,154316.0,156852.0,156008.0,157020.0,157584.0,158856.0,156652.0,157220.0,156676.0,155000.0,156292.0,155380.0,154352.0,157080.0,154436.0,155056.0,157580.0,154764.0,155588.0,156748.0,155064.0,155808.0,156888.0,151692.0,156180.0,153196.0,158088.0,159616.0,154836.0,155668.0,156376.0,158220.0,158900.0,157604.0,156252.0,157380.0,158108.0,155340.0,154800.0,154476.0,157608.0,157584.0,154916.0,158144.0,155112.0,156384.0,156316.0,158580.0,157776.0,154932.0,154880.0,156692.0,155688.0,156572.0,155748.0,156616.0,154696.0,157500.0,154620.0,156260.0,156620.0,157804.0,155308.0,155764.0,158524.0,156980.0,156800.0,156148.0,158344.0,156536.0,156576.0,156444.0,154656.0,156264.0,156064.0,156372.0,155320.0,156248.0,156756.0,156024.0,157248.0,153652.0,155988.0,157648.0,157180.0,155744.0,156064.0,157244.0,153996.0,156520.0,159128.0,156724.0,146356.0,154788.0,154372.0,147424.0,156424.0,157192.0,153900.0,157212.0,154548.0,155940.0,156592.0,156008.0,154812.0,154700.0,156776.0,157164.0,157180.0,154292.0,157776.0,156916.0,156780.0,156628.0
200,155380.0,156428.0,157940.0,156048.0,155636.0,158212.0,158620.0,157304.0,158088.0,158368.0,155576.0,157336.0,154480.0,157552.0,157880.0,153992.0,156964.0,158860.0,157112.0,156312.0,158208.0,157188.0,156000.0,154612.0,153432.0,157656.0,154316.0,156852.0,156028.0,157028.0,157608.0,158864.0,156684.0,157220.0,156676.0,155016.0,156324.0,155400.0,154364.0,157092.0,154444.0,155068.0,157596.0,154788.0,155600.0,156748.0,155076.0,155808.0,156888.0,151692.0,156196.0,153196.0,158100.0,159640.0,154836.0,155680.0,156376.0,158220.0,158920.0,157628.0,156268.0,157392.0,158108.0,155368.0,154824.0,154492.0,157608.0,157596.0,154916.0,158156.0,155120.0,156384.0,156344.0,158592.0,157776.0,154956.0,154888.0,156700.0,155688.0,156596.0,155748.0,156624.0,154704.0,157524.0,154632.0,156268.0,156644.0,157804.0,155308.0,155776.0,158524.0,156992.0,156800.0,156160.0,158344.0,156556.0,156596.0,156452.0,154656.0,156264.0,156064.0,156400.0,155332.0,156256.0,156764.0,156024.0,157260.0,153660.0,156012.0,157660.0,157204.0,155756.0,156076.0,157264.0,154004.0,156520.0,159136.0,156736.0,146388.0,154816.0,154372.0,147432.0,156440.0,157224.0,153920.0,157212.0,154576.0,155948.0,156612.0,156024.0,154840.0,154728.0,156808.0,157176.0,157200.0,154316.0,157776.0,156916.0,156800.0,156628.0
201,155392.0,156440.0,157964.0,156048.0,155660.0,158220.0,158620.0,157304.0,158112.0,158368.0,155584.0,157360.0,154500.0,157552.0,157904.0,153992.0,156980.0,158884.0,157120.0,156324.0,158208.0,157208.0,156024.0,154612.0,153452.0,157680.0,154344.0,156884.0,156044.0,157040.0,157608.0,158888.0,156696.0,157252.0,156700.0,155024.0,156332.0,155412.0,154376.0,157104.0,154460.0,155080.0,157596.0,154800.0,155616.0,156772.0,155088.0,155828.0,156912.0,151720.0,156212.0,153216.0,158108.0,159648.0,154852.0,155680.0,156396.0,158244.0,158920.0,157628.0,156280.0,157392.0,158132.0,155364.0,154824.0,154492.0,157628.0,157596.0,154940.0,158168.0,155144.0,156404.0,156344.0,158592.0,157800.0,154956.0,154900.0,156712.0,155708.0,156612.0,155756.0,156640.0,154704.0,157524.0,154656.0,156284.0,156656.0,157828.0,155328.0,155784.0,158548.0,156992.0,156824.0,156172.0,158356.0,156556.0,156612.0,156464.0,154684.0,156284.0,156088.0,156412.0,155344.0,156256.0,156776.0,156044.0,157284.0,153676.0,156012.0,157684.0,157204.0,155772.0,156096.0,157276.0,154028.0,156540.0,159136.0,156748.0,146388.0,154828.0,154396.0,147432.0,156444.0,157224.0,153920.0,157244.0,154580.0,155968.0,156612.0,156032.0,154840.0,154740.0,156816.0,157188.0,157200.0,154332.0,157808.0,156948.0,156816.0,156656.0
202,155404.0,156452.0,157964.0,156072.0,155660.0,158232.0,158644.0,157328.0,158112.0,158392.0,155584.0,157360.0,154516.0,157580.0,157904.0,154028.0,156988.0,158896.0,157152.0,156344.0,158212.0,157236.0,156044.0,154624.0,153448.0,157680.0,154352.0,156884.0,156060.0,157060.0,157616.0,158888.0,156696.0,157260.0,156712.0,155036.0,156332.0,155412.0,154392.0,157124.0,154472.0,155084.0,157620.0,154820.0,155620.0,156780.0,155088.0,155840.0,156924.0,151736.0,156212.0,153216.0,158128.0,159660.0,154856.0,155704.0,156408.0,158244.0,158944.0,157648.0,156292.0,157396.0,158148.0,155392.0,154848.0,154500.0,157640.0,157620.0,154940.0,158180.0,155144.0,156404.0,156368.0,158612.0,157800.0,154980.0,154924.0,156728.0,155716.0,156612.0,155772.0,156660.0,154736.0,157548.0,154656.0,156292.0,156680.0,157828.0,155344.0,155808.0,158548.0,157004.0,156824.0,156184.0,158384.0,156584.0,156632.0,156480.0,154684.0,156296.0,156088.0,156424.0,155356.0,156272.0,156796.0,156056.0,157284.0,153688.0,156028.0,157684.0,157240.0,155784.0,156112.0,157288.0,154040.0,156548.0,159160.0,156768.0,146412.0,154836.0,154408.0,147448.0,156472.0,157248.0,153940.0,157256.0,154580.0,155968.0,156644.0,156044.0,154864.0,154740.0,156828.0,157208.0,157232.0,154332.0,157808.0,156948.0,156824.0,156656.0
203,155416.0,156480.0,158004.0,156092.0,155692.0,158252.0,158644.0,157328.0,158152.0,158396.0,155616.0,157392.0,154516.0,157580.0,157932.0,154036.0,156988.0,158896.0,157160.0,156348.0,158252.0,157236.0,156056.0,154652.0,153464.0,157720.0,154372.0,156912.0,156072.0,157060.0,157640.0,158924.0,156704.0,157260.0,156716.0,155036.0,156356.0,155440.0,154404.0,157124.0,154472.0,155100.0,157620.0,154828.0,155656.0,156780.0,155112.0,155848.0,156952.0,151736.0,156224.0,153248.0,158140.0,159680.0,154876.0,155704.0,156432.0,158260.0,158964.0,157672.0,156312.0,157416.0,158148.0,155412.0,154848.0,154516.0,157656.0,157648.0,154980.0,158196.0,155180.0,156432.0,156388.0,158628.0,157816.0,154980.0,154944.0,156744.0,155744.0,156640.0,155784.0,156672.0,154744.0,157564.0,154696.0,156308.0,156688.0,157860.0,155344.0,155808.0,158576.0,157040.0,156856.0,156212.0,158384.0,156584.0,156632.0,156496.0,154704.0,156324.0,156104.0,156444.0,155376.0,156308.0,156812.0,156092.0,157300.0,153696.0,156064.0,157700.0,157240.0,155788.0,156120.0,157300.0,154040.0,156548.0,159172.0,156784.0,146412.0,154848.0,154408.0,147448.0,156476.0,157256.0,153940.0,157268.0,154600.0,155996.0,156656.0,156056.0,154876.0,154760.0,156836.0,157220.0,157240.0,154344.0,157832.0,156964.0,156836.0,156672.0
204,155440.0,156492.0,158016.0,156092.0,155712.0,158264.0,158676.0,157352.0,158152.0,158424.0,155628.0,157404.0,154540.0,157600.0,157932.0,154048.0,157004.0,158932.0,157160.0,156364.0,158260.0,157248.0,156056.0,154660.0,153468.0,157724.0,154388.0,156912.0,156072.0,157076.0,157668.0,158924.0,156732.0,157280.0,156728.0,155064.0,156376.0,155440.0,154416.0,157148.0,154484.0,155100.0,157648.0,154828.0,155656.0,156808.0,155112.0,155868.0,156960.0,151760.0,156252.0,153260.0,158152.0,159680.0,154896.0,155748.0,156444.0,158292.0,158964.0,157680.0,156320.0,157444.0,158180.0,155424.0,154884.0,154552.0,157656.0,157656.0,154992.0,158196.0,155188.0,156452.0,156388.0,158628.0,157844.0,155000.0,154956.0,156752.0,155744.0,156640.0,155800.0,156680.0,154744.0,157572.0,154696.0,156324.0,156688.0,157868.0,155372.0,155832.0,158576.0,157040.0,156856.0,156212.0,158408.0,156600.0,156652.0,156504.0,154720.0,156324.0,156128.0,156444.0,155384.0,156312.0,156812.0,156088.0,157324.0,153716.0,156056.0,157724.0,157256.0,155808.0,156132.0,157312.0,154056.0,156576.0,159188.0,156792.0,146432.0,154860.0,154444.0,147448.0,156476.0,157284.0,153956.0,157268.0,154600.0,155996.0,156664.0,156072.0,154888.0,154772.0,156832.0,157232.0,157256.0,154368.0,157832.0,156964.0,156836.0,156672.0
205,155448.0,156492.0,158016.0,156112.0,155712.0,158272.0,158684.0,157352.0,158156.0,158432.0,155628.0,157412.0,154552.0,157616.0,157960.0,154048.0,157020.0,158928.0,157168.0,156380.0,158272.0,157268.0,156080.0,154672.0,153504.0,157732.0,154392.0,156928.0,156092.0,157096.0,157660.0,158932.0,156732.0,157296.0,156748.0,155064.0,156376.0,155460.0,154424.0,157152.0,154496.0,155124.0,157648.0,154856.0,155668.0,156808.0,155144.0,155884.0,156964.0,151772.0,156252.0,153272.0,158164.0,159700.0,154900.0,155744.0,156452.0,158296.0,158984.0,157680.0,156332.0,157456.0,158188.0,155424.0,154888.0,154544.0,157684.0,157660.0,154992.0,158220.0,155188.0,156460.0,156400.0,158652.0,157848.0,155000.0,154956.0,156772.0,155760.0,156668.0,155828.0,156696.0,154772.0,157588.0,154696.0,156324.0,156712.0,157868.0,155384.0,155832.0,158604.0,157048.0,156876.0,156228.0,158428.0,156612.0,156652.0,156524.0,154728.0,156324.0,156128.0,156448.0,155400.0,156324.0,156828.0,156088.0,157344.0,153728.0,156064.0,157744.0,157256.0,155820.0,156148.0,157328.0,154056.0,156576.0,159208.0,156804.0,146456.0,154872.0,154444.0,147464.0,156488.0,157284.0,153956.0,157292.0,154632.0,156020.0,156664.0,156080.0,154904.0,154784.0,156864.0,157240.0,157256.0,154384.0,157860.0,156992.0,156868.0,156688.0
206,155456.0,156512.0,158016.0,156112.0,155712.0,158288.0,158684.0,157380.0,158172.0,158432.0,155648.0,157412.0,154564.0,157632.0,157960.0,154072.0,157032.0,158948.0,157184.0,156388.0,158288.0,157268.0,156100.0,154672.0,153512.0,157732.0,154408.0,156956.0,156092.0,157096.0,157688.0,158948.0,156744.0,157296.0,156752.0,155072.0,156396.0,155472.0,154440.0,157152.0,154520.0,155136.0,157676.0,154868.0,155688.0,156828.0,155144.0,155896.0,156964.0,151784.0,156284.0,153272.0,158176.0,159700.0,154920.0,155760.0,156452.0,158296.0,158984.0,157708.0,156348.0,157472.0,158188.0,155432.0,154888.0,154568.0,157684.0,157676.0,154992.0,158240.0,155200.0,156460.0,156424.0,158660.0,157868.0,155028.0,154964.0,156776.0,155772.0,156672.0,155828.0,156704.0,154772.0,157596.0,154724.0,156352.0,156724.0,157896.0,155396.0,155852.0,158604.0,157072.0,156888.0,156228.0,158428.0,156636.0,156676.0,156532.0,154744.0,156352.0,156140.0,156476.0,155412.0,156340.0,156840.0,156112.0,157344.0,153740.0,156092.0,157748.0,157280.0,155832.0,156148.0,157348.0,154084.0,156596.0,159208.0,156812.0,146456.0,154872.0,154468.0,147480.0,156488.0,157300.0,153980.0,157292.0,154632.0,156020.0,156688.0,156096.0,154916.0,154784.0,156872.0,157252.0,157280.0,154388.0,157860.0,156992.0,156868.0,156712.0
207,155476.0,156516.0,158040.0,156132.0,155736.0,158292.0,158696.0,157380.0,158192.0,158444.0,155648.0,157436.0,154588.0,157636.0,157980.0,154092.0,157040.0,158948.0,157200.0,156400.0,158288.0,157296.0,156100.0,154708.0,153520.0,157756.0,154408.0,156956.0,156124.0,157112.0,157688.0,158964.0,156772.0,157312.0,156764.0,155088.0,156396.0,155472.0,154456.0,157172.0,154520.0,155136.0,157680.0,154884.0,155688.0,156828.0,155160.0,155896.0,156976.0,151792.0,156288.0,153300.0,158196.0,159724.0,154928.0,155768.0,156472.0,158320.0,159008.0,157708.0,156352.0,157472.0,158212.0,155460.0,154904.0,154572.0,157704.0,157676.0,155016.0,158244.0,155220.0,156484.0,156424.0,158660.0,157872.0,155028.0,154984.0,156792.0,155772.0,156688.0,155836.0,156724.0,154800.0,157596.0,154748.0,156360.0,156740.0,157904.0,155408.0,155872.0,158632.0,157072.0,156900.0,156248.0,158432.0,156648.0,156696.0,156544.0,154756.0,156352.0,156168.0,156476.0,155420.0,156340.0,156840.0,156124.0,157360.0,153752.0,156092.0,157760.0,157280.0,155840.0,156164.0,157352.0,154096.0,156612.0,159228.0,156832.0,146472.0,154884.0,154472.0,147484.0,156516.0,157300.0,153996.0,157320.0,154652.0,156044.0,156688.0,156104.0,154928.0,154800.0,156884.0,157272.0,157288.0,154412.0,157880.0,157016.0,156888.0,156716.0
