commitcycle_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
277,0,0,0,0,0,0,0,0,1.333,2.115,0,0,1.224,3.2,0,0,4.473,1.15,0,0,0,1.608,0,0,0,0,0,0,0,1.875,1.24,0,0,0,0,0,0,1.882,5.384,0
278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33,0,0,0,0,0,0,0,2.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,0,0,9.421,0,0,0,0,0,0,0,1.425,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44
280,0,0,0,0,0,0,1.506,5.422,0,0,0,0,0,0,0,2.473,0,0,0,3.408,0,0,0,0,0,0,1.751,0,0,0,0,1.383,3.465,0,1.758,0,0,0,0,0
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.744,7.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,0,1.447,0,0,0,1.581,0,0,0,0,0,0,0,0,0,0,0,0,3.101,0,0,1.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.922,0,0,0
283,0,0,0,0,0,0,0,0,0,1.575,0,0,0,0,0,0,0,1.208,0,0,0,0,0,0,0,0,0,6.166,2.365,0,1.591,0,0,0,0,2.934,0,0,0,0
284,0,0,0,0,0,0,0,0,0,0,0,3.378,0,1.959,0,0,2.449,0,0,0,0,0,0,0,0,5.811,0,0,0,0,0,0,0,0,0,0,0,0,2.122,0
285,0,0,0,0,0,0,0,0,0,0,1.449,0,0,0,2.031,0,0,0,0,0,0,0,3.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307
286,0,0,0,2.316,6.722,0,1.725,0,0,0,0,0,0,0,0,1.273,0,0,0,1.483,2.649,0,0,0,0,0,0,0,0,0,0,1.833,1.265,0,2.092,0,0,0,0,0
287,0,0,0,0,0,0,0,0,4.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,0,0,4.87,0,0,0,0,4.004,0,0,0,0,4.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.391,0,0,2.3,0,0,0
289,0,2.717,0,0,0,2.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.878,4.009,0,0,0,0.823,0,2.167,0,0,0,0,0,0,0,0,0
290,7.762,0,0,0,0,0,0,0,0,0,0,1.873,0,0,0,0,1.157,0,0,0,0,0,0,0,0,1.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,0,5.812,0,0,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,1.082,0,0,0,0,0,0,0,0,1.283,0,0,0,0,1.098,0,0,0,0,0,7.409,0,0,0,0,1.041,0,0,0,0,0,7.895,0,0
293,0,0,0,2.248,2.759,0,0,0,1.931,0,0,0,0,0,0,0,0,0,0,0,0,4.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,0,0,1.398,0,0,0,0,1.322,0,0,0,0,1.723,0,0,0,0,4.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.832,0,7.091,1.183,0,0,0
295,0,0,0,0,0,0,0,0,0,0,5.374,0,0,0,0,0,0,0,2.957,0,0,0,0,1.123,1.189,0,0,0,2.134,0,0,0,0,0,0,0,0,0,0,5.467
296,0,0,0,0,0,0,0,0,0,0,0,1.207,0,0,5.152,0,0,0,0,0,0,0,0,0,0,1.767,0,0,0,0,0,0,0,0,0,0,0,0,7.126,0
297,3.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.948,0,0,0,0,0,0,0,0,0,0
298,0,0,0,0.874,0,0,0,0,0,0,0,0,0,7.216,0,0,0,0,0,0,1.859,0,2.434,0,0,0,1.826,0,0,0,3.884,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,1.574,6.998,0,0,0,0,0,0,0,0,0,5.537,0,1.382,0,0,0,0,0,0,0,0,0,0,0,0,8.504,0,0,2.866,0,0
300,0,0,0,0,2.784,0,0,0,0,0,0,0,1.158,0,0,0,0,1.315,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,10.418,0,0,0,0,0,0,0
301,0,0,0,0,0,4.278,4.925,0,0,0,2.325,0,0,0,0,0,7.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375
302,0,4.148,0,0,0,0,0,0,0,0,0,0,0,0,0,4.976,0,0,0,0,0,0,0,0,0,1.64,0,7.509,0,0,0,5.219,0,3.193,0,3.576,0,0,0,0
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,1.775,0,0,1.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,1.907,0,0,2.192,2.008,0,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.802,0,4.734,0
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,2.724,3.207,0,0,0,0,0,4.94,0,0,0,0,0,0,0,0,0,0,0
307,0,0,9.576,0,0,0,2.107,0,0,3.842,0.923,0,0,4.317,0,0,0,2.017,0,3.228,0,0,0,5.841,0,0,0,0,0,0,0,0,0,0,3.87,0,0,3.134,0,0.932
308,0,0,0,0,0,3.279,0,10.309,0,0,0,0,0,0,0,1.514,0,0,0,0,5.219,0,0,0,0,0,0,0,0,0,0,1.497,3.65,0,0,1.716,0,0,0,0
309,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0,0,6.081,6.618,0,0,0,0,0,1.64,0,0,0,0,0,0,2.295,1.709,0,0,0,1.54,0,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,0,0,7.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716,1.298,0,0,0,0,0,0,0,0,0,1.539,0
312,0,0,0,0,0,0,1.199,0,0,1.516,0,0,0,0,1.389,0,0,0,0,1.225,0,0,1.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99
313,0,0,0,0,5.545,0,0,0,0,0,1.291,0,0,1.498,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,1.324,0,3.541,0,0,0
314,0,0,0,4.076,0,0,0,0,0,0,0,0,0,0,0,0.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.408,1.766,8.885,0,1.024,0,0,0,0
315,0,1.5,4.182,0,0,2.016,0,3.418,0,0,0,0,0,0,0,0,2.008,0,0,0,1.981,0,0,3.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.925,1.533,0,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0,0,0,0,2.464,2.64,0,0,0,0,0,0,0,0,0,0,0,0,2.324,0,0,1.433,0,0,0,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0.89,0,3.063,0,0,0,0,0,0,0,0,7.642,0,0,0,8.425,0,0,0,0,0,2.081,0,0,0,0,0,0,0,0,1.198,0,0,0
319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,0,0,0,1.723,2.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325,2.847,0,0,0,0,0,0,1.55,0,0,0,0,0,6.619,0,0
321,0,0,1.608,0,0,0,0,0,0,0,0,0,0,0,0,0,1.123,0,0,0,1.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,2.074,0,0,0,1.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.493,0,0,1.865,0,0,0,3.298,0,0,0,0,0,5.304
323,0,0,0,0,0,0,0,0,0,0,5.527,0,1.3,0,0,0,0,0,4.344,6.684,0,0,0,0,0,1.341,0,0,1.207,0,0,0,0,0,0,0,0,0,0,0
324,3.505,0,0,0,0,0,0,0,1.516,5.749,0,0,0,0,0,0,0,0,0,0,0,0,5.398,0,0,0,0,0,0,0,0,0,0,0,7.641,0,0,0,0,0
325,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.525,0,5.329,0
326,0,0,0,1.366,1.14,0,0,0,0,0,0,0,0,0,6.19,0,0,2.982,0,0,0.983,3.749,0,0,1.449,0,0,0,0,0,4.233,0,0,0,0,4.623,0,0,0,0
327,0,0,0,0,0,7.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.751,0,0,0,0,2.539,0,0
328,0,9.261,0,0,0,0,3.332,0,0,0,0,0,0,0,0,3.588,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,1.4,0,0,0,0,0,1.064
329,1.099,0,0,0,0,0,0,0,0,0,1.239,0,1.299,0,0,0,0,0,1.49,0,0,0,0,0,0,1.116,2.097,7.134,0,0,0,3.875,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0,0,0,1.192,1.518,0,0,0,0,2.516,0,0,0,0,0,0,0,1.24,0,3.079,0,0,2.715,0,0,0,0,0,0.851,0,0,0,0,0,0,0,0,0,1.924,0
332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,3.895,0,0,0,0,1.308,0,8.047,0,0,0,0,0,0,1.515,0,0,0,2.625,1.282,0,0,0,0
333,0,0,0,0,0,2.325,0,0,0,0,0,0,0,3.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.408,0,0
334,0,0,8.779,0,0,0,1.04,9.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.685,0,0,0,0,0,0,2.011
335,0,2.696,0,0,0,0,0,0,0,0,1.835,8.32,0,0,0,2.241,0,0,0,0,3.4,0,0,0,0,0,2.467,0,0,0,0,1.567,0,0,0,0,0,0,0,0
336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.144,0,0,0
337,0,0,0,0,0,0,0,0,0,1.659,0,0,0,0,0,0,0,0.966,3.652,2.035,0,0,0,0,0,0,0,0,0,0,1.075,0,0,0,1.309,0,0,0,0,0
338,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225,0,0,0,0,0,0,0,1.593,2.443,0,8.19,0,0,0,2.557,0,0,0,0,0,0,0,0,0,0,0
339,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,2.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.059,0,0,3.152,0
340,0,0,0,0,0,2.926,1.684,0,0,0,0,0,0,0,0,0,2.922,0,0,0,0,0,0,0,0,5.631,0,4.527,0,0,0,0,0,0,0,0,0,0,0,1.215
341,0,0,0,0,0,0,0,0,5.486,0,1.207,0,0,0,0,1.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.841,1.895,0,0,0,0,0,0,0
342,0,2.919,4.27,0,5.246,0,0,3.698,0,0,0,0,9.536,0,0,0,0,0,0,0,1.959,0,0,4.994,0,0,0,0,0,10.277,0,0,0,10.087,0,0,0,0,0,0
343,0,0,0,0,0,0,0,0,0,0,0,4.254,0,0,0,0,0,0,0,1.251,0,0,0,0,0,0,0,0,0.965,0,0,0,0,0,0,0,0,0,0,0
344,11.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,3.6,7.879,0,0
345,0,0,0,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,0,0,0,0,0,0,1.239,0,0,0,0,0,0,0,0,0,1.534,0,0,0,0,0,0,0,0,1.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.567,0,0,0,0,0,0,0,0,0,0,7.175,0,0,0,0,1.058,0,0,0,0,0,0,0,0
348,0,0,1.089,0,1.558,0,0,1.657,3.015,0,0,0,0,0,0,0,0,0,1.608,0,1.7,0,0,1.423,0,0,0,4.349,0,0,0,0,0,0,0,0,0,0,0,0
349,0,0,0,0,0,0,0,0,0,0,0,1.431,0,0,0,0,0,0,0,0,0,3.867,0,0,0,0,0,0,1.875,0,0,0,0,0,0,0,0.884,0,0,0
350,0,0,0,0,0,0,0,0,0,7.962,5.292,0,3.304,0,0,0,0,6.637,0,0,0,0,0,0,0,0,0,0,0,3.408,0,0,0,4.091,0,0,0,0,6.587,5.732
351,3.519,0,0,1.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.366,0,0,0,0,0,0,0,6.049,0,0,8.484,0,0,0,0
352,0,0,0,0,0,0,0,0,0,0,0,0,0,9.248,0,0,0,0,0,0,0,0,10.74,0,0,1.457,0,0,0,0,0,0,0,0,0,0,0,3.854,0,0
353,0,0,0,0,1.423,9.213,0,0,0,0,0,0,0,0,9.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.215,0,0,0,12.244,0,0,0,0,0
354,0,0,0,0,0,0,0,0,1.607,0,0,0,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,0,9.189,0,0,0,0,3.684,0,0,0,0,0,0,0,0,0,0,1.515,0,5.979,0,1.691,0,0,0,0,4.068,0,0,0,0,0,0,0,0,0,0,0,0,0
356,0,0,0,0,0,0,0,0,0,0,1.849,0,1.692,0,0,3.447,0,0,0,0,0,0,0,0,0,0,0,0,0,1.623,0,0,0,1.84,0,0,0,0,0,1.907
357,1.406,0,0,1.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.073,0,0,0,0,0,1.666,0.956,0,0,0,0,0,4.637,1.508,0,0,0,0,0,0,0
358,0,0,6.401,0,0,0,0,0,0,4.082,0,0,0,0,0,0,8.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.823,0,0,3.573,0
359,0,0,0,0,0,0,0,0,0,0,0,5.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.134,0,1.848,0,0,0,0,0,5.942,2.257,0,0
360,0,0,0,0,0,3.163,0,0,0,0,0,0,0,0,2.754,0,0,0,0,1.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,0,0,0,0,0,0,1.197,7.527,0,0,0,0,0,4.925,0,0.672,0,1.223,0,0,0,1.439,4.02,0,0,0,1.206,0,0,0,0,0,0,0,3.923,0,0,0,0,0
362,0,3.533,0,0,0,0,0,0,0,0,0.823,0,0,0,0,0,0,0,0.223,0,2.728,0,0,7.554,0,0,0,10.492,0,0,0,1.056,0,0,0,0,0,0,0,0.372
363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,0,0,0
364,0,0,2.199,0,6.539,0,0,0,0,1.274,0,0,0,0,0,0,0.482,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,1.34,0
365,0,0,0,0,0,0,0,0,7.382,0,0,0,0,0,0.065,0,0,0,0,0,0,0,0,0,0,3.389,0,0,0,0,1.132,0,0,0,0,0,0,0,0,0
366,0,0,0,0,0,0.53,0.123,0,0,0,0.057,2.587,5.891,0,0,0.04,0,0.874,0,0,0,0,0.173,0,0,0,0,0,0,0,0,0,0,0,0,0,1.831,0,0,0
367,0,0.205,0,5.439,0,0,0,0.871,0,0,0,0,0,1.264,0,0,0,0,0,0,0.398,0,0,0,0,0,0,0,0,6.664,0,0.074,0,0,0.981,0,0,0,0,0
368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.195,4.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,7.891,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.743,0,0,0,0,0,0
370,0,0,0,0,0,0,0,0,0.222,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.811,0,0,0.057,0,0,0,0,0,0.065,0,0,0
371,0,0,0,0.04,0,0,0,0,0,0,0,0,0.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0
372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.938,0,0
373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.056,0
376,0,0,0,0,0,0,0,0,0,7.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
378,0,0,0,0,0,0,0,0,0,0,0,0,0,6.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,0,0,0,0,0,0,0
379,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0
380,0,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0
383,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.404,0,0,0,0,0,0,0,0,0,0,0,0
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,0,0,0,0,0,0,0,0,0,0,0,0,1.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0
393,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,0,0,0,0,0,0.05,0,0,0.046,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0.049
395,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0.04,0.052,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0
397,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0.04
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0.044,0,0,0.042,0,0,0,0,0
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0
403,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0.048,0,0,0
404,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.049
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0
407,0,0,0.04,0,0.047,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.049,0,0,0,0,0,0
409,0,0,0,0.039,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0
412,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0.047,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0.039
414,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
416,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0.038,0,0,0.041,0,0,0.039,0.049,0,0,0,0,0,0,0.049,0,0,0,0,0,0
418,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0.038,0
419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.049,0,0
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0
421,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0.045,0,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,0.032,0,0.042,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0.049,0,0,0
