loadavg,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
109,2105,2105,2105,2105,2016,2016,2105,2105,2105,2105,1335,1335,1335,1335,1339,1335,1335,1339,1335,1335,1705,1705,1705,1705,1705,1707,1707,1705,1707,1705,1779,1559,1779,1559,1559,1779,1779,1779,1559,1700
110,2105,2105,2105,2105,2016,2016,2105,2105,2105,2105,1335,1335,1335,1301,1335,1335,1335,1335,1335,1335,1705,1705,1705,1705,1705,1707,1707,1705,1707,1705,1700,1559,1779,1779,1779,1700,1779,1779,1559,1700
111,2105,2105,2105,2105,2016,2047,2105,2105,2016,2105,1335,1335,1335,1301,1335,1335,1335,1335,1335,1335,1705,1705,1673,1705,1673,1707,1705,1705,1707,1705,1700,1779,1779,1779,1779,1700,1779,1779,1559,1700
112,2016,2105,2105,2105,2016,2047,2105,2105,2016,2105,1335,1335,1301,1301,1301,1335,1301,1301,1335,1335,1673,1673,1673,1705,1673,1705,1705,1705,1707,1705,1700,1779,1779,1779,1779,1700,1779,1779,1559,1700
113,2016,2105,2105,2016,2016,2047,2105,2105,2016,2016,1335,1301,1301,1301,1301,1335,1301,1301,1301,1301,1673,1673,1673,1673,1673,1705,1705,1673,1673,1705,1700,1700,1700,1779,1700,1700,1779,1779,1700,1700
114,2016,2016,2016,2016,2016,2047,2016,2016,2047,2016,1335,1301,1301,1301,1301,1335,1301,1301,1301,1301,1673,1673,1673,1673,1673,1705,1705,1673,1673,1705,1700,1700,1700,1700,1700,1700,1779,1700,1700,1700
115,2016,2016,2016,2016,2047,2047,2016,2016,2047,2016,1301,1301,1301,1301,1293,1301,1301,1301,1301,1301,1612,1673,1673,1673,1673,1705,1705,1673,1673,1705,1739,1700,1700,1700,1700,1700,1779,1700,1700,1739
116,2016,2016,2016,2016,2047,2047,2047,2047,2047,2016,1301,1293,1301,1293,1293,1301,1301,1301,1301,1301,1612,1612,1673,1673,1612,1673,1673,1673,1673,1705,1739,1700,1700,1700,1700,1739,1779,1700,1700,1739
117,2047,2016,2047,2016,2047,2047,2047,2047,2047,2016,1293,1293,1301,1293,1293,1301,1301,1293,1301,1301,1612,1612,1673,1673,1612,1673,1673,1673,1673,1612,1739,1739,1700,1700,1700,1739,1739,1700,1739,1739
118,2047,2016,2047,2047,2047,2047,2047,2047,1971,2047,1293,1293,1301,1357,1293,1301,1301,1293,1301,1301,1612,1612,1612,1612,1612,1673,1673,1612,1612,1612,1739,1739,1700,1700,1700,1739,1739,1700,1739,1648
119,2047,2047,2047,2047,1971,1971,2047,2047,1971,2047,1293,1293,1301,1357,1293,1293,1301,1293,1301,1301,1612,1612,1612,1612,1612,1673,1673,1612,1612,1612,1648,1739,1739,1739,1700,1739,1739,1739,1739,1648
120,2047,2047,2047,2047,1971,1971,2047,1971,1971,1971,1293,1357,1293,1357,1357,1293,1293,1293,1301,1301,1667,1612,1612,1667,1667,1673,1612,1612,1612,1612,1648,1739,1739,1739,1700,1739,1739,1739,1739,1648
121,2047,2047,2047,2047,1971,1971,2047,1971,1971,1971,1293,1357,1293,1357,1357,1293,1293,1293,1301,1357,1667,1667,1612,1667,1667,1612,1612,1612,1612,1612,1648,1739,1739,1739,1739,1739,1739,1739,1739,1648
122,1971,2047,1971,2047,1971,1971,1971,1971,1957,1971,1357,1357,1293,1357,1357,1293,1357,1357,1357,1357,1667,1667,1667,1667,1667,1612,1612,1612,1612,1612,1648,1739,1739,1739,1739,1648,1739,1739,1739,1648
123,1971,2047,1971,1971,1971,1957,1971,1971,1957,1971,1357,1357,1293,1377,1357,1293,1357,1357,1357,1357,1667,1667,1667,1667,1667,1612,1612,1685,1612,1667,1648,1648,1739,1648,1648,1648,1739,1648,1739,1648
124,1971,1971,1971,1971,1957,1957,1971,1957,1957,1971,1357,1357,1293,1377,1357,1293,1357,1357,1357,1357,1685,1667,1667,1667,1667,1612,1612,1685,1667,1667,1648,1648,1701,1648,1648,1648,1739,1648,1648,1701
125,1971,1971,1971,1971,1957,1957,1971,1957,1957,1971,1357,1357,1293,1377,1377,1357,1357,1357,1357,1357,1685,1667,1667,1685,1685,1667,1667,1685,1667,1667,1648,1648,1701,1648,1648,1648,1739,1648,1648,1701
126,1971,1971,1971,1971,1957,1957,1971,1957,1957,1971,1357,1377,1377,1377,1377,1357,1377,1357,1357,1357,1685,1685,1667,1685,1685,1667,1667,1685,1667,1667,1648,1701,1701,1648,1648,1648,1701,1648,1648,1701
127,1957,1971,1971,1971,1957,1957,1957,1957,1957,1971,1357,1377,1377,1377,1377,1377,1377,1377,1357,1357,1685,1685,1667,1685,1685,1685,1667,1685,1667,1667,1648,1701,1701,1648,1648,1701,1701,1648,1648,1701
128,1957,1971,1971,1971,1957,1957,1957,1957,1957,1957,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1685,1685,1685,1685,1685,1685,1667,1685,1667,1685,1701,1701,1701,1701,1648,1701,1701,1648,1701,1701
129,1957,1971,1957,1957,1957,1957,1957,2032,2032,1957,1377,1643,1377,1643,1377,1377,1377,1377,1377,1377,1685,1671,1685,1685,1671,1685,1685,1671,1685,1685,1701,1701,1701,1701,1648,1701,1701,1701,1701,1701
130,1957,1957,1957,1957,1957,1982,1957,2032,2032,1957,1377,1643,1643,1643,1643,1377,1377,1377,1377,1377,1671,1671,1685,1671,1671,1685,1685,1671,1685,1685,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701
131,1957,1957,2032,1957,1982,1982,1957,2032,2032,1957,1643,1643,1643,1643,1643,1377,1643,1377,1377,1643,1671,1671,1685,1671,1671,1685,1685,1671,1685,1671,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701
132,1957,2032,2032,1957,1982,1982,1957,2032,2032,2032,1643,1643,1643,1727,1643,1643,1643,1377,1643,1643,1671,1671,1671,1671,1671,1685,1671,1671,1685,1671,1701,1701,1701,1701,1701,1661,1701,1701,1701,1661
133,1957,2032,2032,1957,1982,1982,2032,2032,1982,2032,1643,1643,1643,1727,1643,1643,1643,1643,1643,1643,1625,1671,1671,1671,1625,1685,1671,1671,1685,1671,1701,1701,1701,1701,1701,1661,1701,1701,1701,1661
134,2032,2032,2032,2032,1982,1952,2032,1982,1982,2032,1643,1643,1643,1727,1643,1643,1643,1643,1643,1643,1625,1671,1671,1625,1625,1671,1671,1671,1671,1671,1661,1701,1701,1701,1701,1661,1701,1701,1701,1661
135,2032,2032,2032,1982,1982,1952,2032,1982,1982,1982,1643,1727,1727,1727,1727,1643,1643,1643,1643,1643,1625,1625,1625,1625,1625,1671,1671,1625,1671,1671,1661,1701,1661,1701,1701,1661,1701,1701,1701,1661
136,2032,2032,2032,1982,1952,1952,2032,1982,1982,1982,1643,1727,1727,1732,1727,1727,1727,1643,1727,1727,1625,1625,1625,1625,1625,1625,1625,1625,1671,1671,1661,1661,1661,1701,1661,1661,1701,1701,1701,1661
137,1982,1982,2032,1982,1952,1952,1982,1982,1952,1982,1727,1727,1727,1732,1727,1727,1727,1727,1727,1727,1625,1625,1625,1625,1575,1625,1625,1625,1671,1671,1661,1661,1661,1701,1661,1661,1701,1701,1701,1655
138,1982,1982,1982,1982,1952,1952,1982,1982,1952,1982,1727,1732,1727,1732,1732,1727,1727,1727,1727,1727,1625,1625,1575,1575,1575,1625,1625,1625,1671,1671,1661,1661,1655,1661,1661,1661,1661,1661,1701,1655
139,1982,1982,1982,1952,1952,1952,1982,1982,1952,1982,1727,1732,1727,1732,1732,1727,1727,1727,1727,1727,1575,1625,1575,1575,1575,1625,1625,1625,1625,1625,1655,1661,1655,1661,1661,1661,1661,1661,1661,1655
140,1982,1952,1982,1952,1952,1907,1982,1982,1952,1982,1732,1732,1732,1732,1732,1732,1732,1727,1727,1727,1575,1625,1575,1575,1575,1625,1625,1575,1625,1625,1655,1661,1655,1661,1661,1655,1661,1661,1661,1655
141,1982,1952,1982,1952,1907,1907,1982,1952,1952,1952,1732,1732,1732,1730,1732,1732,1732,1727,1727,1727,1575,1625,1575,1575,1575,1625,1575,1575,1625,1625,1655,1655,1655,1661,1655,1655,1655,1661,1661,1655
142,1982,1952,1982,1952,1907,1907,1952,1952,1952,1952,1732,1732,1732,1730,1732,1732,1732,1727,1732,1727,1575,1569,1575,1575,1575,1575,1575,1575,1625,1625,1812,1655,1655,1655,1655,1655,1655,1655,1661,1655
143,1952,1952,1952,1952,1907,1907,1952,1952,1907,1952,1732,1730,1732,1730,1730,1732,1732,1732,1732,1732,1569,1569,1575,1575,1569,1575,1575,1575,1575,1625,1812,1655,1812,1655,1655,1812,1655,1655,1655,1655
144,1952,1952,1952,1952,1907,1907,1907,1952,1907,1952,1732,1730,1732,1730,1730,1732,1730,1732,1732,1732,1569,1569,1575,1575,1569,1575,1569,1575,1575,1569,1812,1655,1812,1655,1655,1812,1655,1655,1655,1655
145,1952,1952,1952,1952,1907,1835,1907,1907,1835,1952,1732,1730,1732,1730,1730,1732,1730,1730,1732,1732,1569,1569,1569,1569,1569,1575,1569,1569,1575,1569,1812,1655,1812,1812,1812,1812,1655,1655,1655,1812
146,1952,1952,1952,1907,1835,1835,1907,1907,1835,1907,1730,1730,1732,1807,1730,1730,1730,1730,1732,1732,1569,1569,1569,1569,1569,1575,1569,1569,1575,1569,1812,1812,1812,1812,1812,1812,1655,1655,1655,1812
147,1907,1907,1952,1907,1835,1835,1907,1907,1835,1907,1730,1730,1730,1807,1730,1730,1730,1730,1732,1732,1569,1569,1531,1531,1531,1569,1569,1569,1575,1569,1812,1812,1771,1812,1812,1812,1812,1812,1812,1771
148,1907,1907,1952,1907,1835,1835,1907,1907,1835,1835,1730,1730,1730,1807,1807,1730,1730,1730,1732,1730,1531,1569,1531,1531,1531,1569,1569,1569,1569,1569,1812,1812,1771,1812,1812,1812,1812,1812,1812,1771
149,1907,1907,1835,1835,1835,1835,1907,1907,1835,1835,1730,1730,1730,1807,1807,1730,1730,1730,1730,1730,1531,1531,1531,1531,1531,1531,1569,1531,1569,1531,1812,1771,1771,1812,1812,1812,1812,1812,1812,1771
150,1835,1907,1835,1835,1864,1864,1835,1907,1864,1835,1807,1807,1730,1807,1807,1807,1730,1807,1730,1730,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1771,1771,1771,1812,1812,1771,1812,1812,1812,1771
151,1835,1835,1835,1835,1864,1864,1835,1907,1864,1835,1807,1807,1807,1807,1807,1807,1730,1807,1807,1730,1531,1531,1531,1531,1601,1531,1531,1531,1531,1531,1771,1771,1771,1771,1771,1771,1771,1771,1812,1771
152,1835,1835,1835,1835,1864,1864,1835,1864,1864,1835,1807,1807,1807,1807,1727,1807,1807,1807,1807,1730,1601,1601,1601,1531,1601,1531,1531,1531,1531,1531,1771,1771,1669,1771,1771,1771,1771,1771,1771,1669
153,1835,1835,1835,1835,1864,1864,1835,1864,1864,1835,1807,1807,1727,1727,1727,1807,1807,1807,1807,1727,1601,1601,1601,1601,1601,1531,1531,1531,1531,1601,1771,1771,1669,1771,1771,1669,1771,1771,1771,1669
154,1864,1864,1835,1835,1864,1864,1835,1864,1864,1835,1807,1727,1727,1727,1727,1807,1807,1807,1727,1727,1601,1601,1601,1601,1601,1601,1601,1601,1531,1601,1771,1771,1669,1771,1771,1669,1771,1771,1771,1669
155,1864,1864,1835,1835,1864,1864,1835,1864,1795,1864,1727,1727,1727,1727,1727,1727,1807,1807,1727,1727,1705,1601,1601,1601,1601,1601,1601,1705,1531,1601,1711,1771,1669,1771,1669,1669,1771,1669,1669,1669
156,1864,1864,1835,1835,1795,1795,1864,1864,1795,1864,1727,1727,1727,1727,1845,1727,1807,1727,1727,1727,1705,1601,1705,1705,1705,1601,1601,1705,1531,1601,1711,1771,1669,1669,1669,1669,1669,1669,1669,1669
157,1864,1864,1835,1864,1795,1795,1864,1795,1795,1864,1727,1727,1727,1845,1845,1727,1807,1727,1727,1727,1705,1601,1705,1705,1705,1601,1601,1705,1601,1601,1711,1669,1669,1669,1669,1669,1669,1669,1669,1711
158,1864,1795,1835,1864,1795,1795,1795,1795,1795,1864,1727,1727,1727,1845,1845,1727,1845,1727,1727,1727,1705,1705,1705,1705,1705,1601,1601,1705,1601,1705,1711,1669,1669,1669,1669,1669,1669,1669,1669,1711
159,1864,1795,1795,1864,1795,1795,1795,1795,1795,1864,1727,1845,1727,1845,1845,1845,1845,1845,1845,1727,1705,1705,1705,1705,1705,1601,1601,1705,1705,1705,1711,1669,1711,1669,1669,1711,1669,1669,1711,1711
160,1795,1795,1795,1795,1795,1827,1795,1795,1795,1795,1727,1845,1727,1845,1845,1845,1845,1845,1845,1845,1729,1705,1705,1705,1729,1601,1705,1705,1705,1705,1823,1669,1711,1669,1711,1711,1711,1711,1711,1711
161,1795,1795,1795,1795,1827,1827,1795,1795,1827,1795,1727,1845,1845,1845,1802,1845,1845,1845,1845,1845,1729,1705,1705,1705,1729,1705,1705,1705,1705,1705,1823,1669,1823,1669,1711,1711,1711,1711,1711,1823
162,1795,1795,1795,1795,1827,1827,1795,1827,1827,1795,1727,1845,1845,1802,1802,1845,1845,1845,1845,1845,1729,1705,1729,1705,1729,1705,1705,1705,1705,1705,1823,1711,1823,1711,1711,1711,1711,1711,1711,1823
163,1827,1795,1827,1827,1827,1827,1795,1827,1827,1795,1802,1845,1845,1802,1802,1845,1845,1802,1845,1845,1729,1705,1729,1729,1729,1705,1729,1729,1705,1705,1823,1711,1823,1711,1711,1711,1711,1711,1711,1823
164,1827,1827,1827,1827,1827,1827,1827,1827,1827,1795,1802,1845,1845,1802,1802,1845,1845,1802,1845,1802,1729,1729,1729,1729,1729,1729,1729,1726,1705,1705,1773,1711,1823,1823,1823,1823,1823,1711,1823,1773
165,1827,1827,1827,1827,1827,1793,1827,1827,1827,1827,1802,1802,1845,1802,1802,1845,1802,1802,1845,1802,1726,1729,1726,1729,1729,1729,1729,1726,1729,1705,1773,1711,1823,1823,1823,1823,1823,1823,1823,1773
166,1827,1827,1827,1827,1793,1793,1827,1827,1793,1793,1802,1802,1802,1802,2090,1845,1802,1802,1802,1802,1726,1729,1726,1729,1726,1729,1729,1726,1729,1705,1773,1711,1823,1823,1823,1823,1823,1823,1823,1773
167,1793,1793,1827,1793,1793,1793,1827,1793,1793,1793,1802,1802,1802,2090,2090,1802,2090,1802,1802,1802,1726,1729,1726,1729,1726,1729,1729,1726,1729,1726,1773,1773,1823,1823,1823,1823,1823,1823,1773,1773
168,1793,1793,1827,1793,1793,1793,1827,1793,1793,1793,2090,1802,2090,2090,2090,2090,2090,2090,1802,2090,1726,1729,1726,1729,1726,1726,1729,1726,1729,1726,1773,1773,1773,1823,1823,1823,1823,1823,1773,1773
169,1793,1793,1827,1793,1793,1762,1827,1793,1793,1793,2090,2090,2090,2090,2090,2090,2090,2090,1802,2090,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1743,1773,1773,1823,1823,1743,1773,1823,1773,1773
170,1793,1793,1827,1793,1793,1762,1793,1793,1793,1793,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,1726,1726,1684,1726,1684,1726,1726,1684,1726,1726,1743,1773,1773,1823,1823,1743,1773,1823,1773,1743
171,1793,1793,1793,1793,1762,1762,1793,1793,1762,1762,2090,2090,2090,2090,2090,2090,2003,2090,2090,2090,1684,1726,1684,1726,1684,1726,1726,1684,1726,1726,1743,1773,1773,1823,1823,1743,1773,1773,1773,1743
172,1762,1793,1793,1793,1762,1685,1793,1762,1762,1762,2003,2090,2090,2003,2090,2090,2003,2090,2090,2090,1684,1726,1684,1684,1684,1726,1726,1684,1726,1684,1743,1773,1743,1773,1823,1743,1773,1773,1773,1743
173,1762,1793,1762,1762,1762,1685,1793,1762,1762,1762,2003,2090,2090,2003,2003,2003,2003,2003,2090,2090,1684,1726,1684,1684,1684,1726,1726,1684,1726,1684,1667,1773,1743,1773,1743,1743,1773,1773,1773,1743
174,1762,1762,1762,1762,1762,1685,1793,1762,1762,1762,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,1684,1685,1685,1684,1684,1726,1726,1684,1726,1684,1667,1773,1743,1773,1743,1743,1773,1743,1773,1743
175,1762,1762,1762,1762,1762,1685,1762,1762,1762,1762,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,1685,1685,1685,1684,1685,1726,1684,1685,1684,1684,1667,1773,1743,1773,1743,1667,1743,1743,1743,1667
176,1685,1762,1762,1685,1762,1686,1685,1762,1685,1762,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,1685,1685,1685,1684,1685,1684,1684,1685,1684,1684,1667,1667,1743,1773,1743,1667,1743,1743,1743,1667
177,1685,1762,1762,1685,1685,1686,1685,1762,1685,1762,1970,2003,2003,1970,1970,1970,2003,2003,2003,1970,1685,1685,1685,1684,1685,1685,1684,1685,1685,1685,1667,1667,1743,1773,1743,1667,1743,1743,1743,1667
178,1685,1762,1762,1685,1686,1686,1685,1685,1685,1685,1970,2003,2003,1970,1970,1970,1970,2003,2003,1970,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1667,1667,1667,1667,1743,1667,1743,1743,1743,1667
179,1685,1762,1762,1685,1686,1686,1685,1685,1685,1685,1970,1970,2003,1970,1970,1970,1970,2003,1970,1970,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1646,1667,1667,1667,1667,1667,1743,1743,1667,1667
180,1685,1685,1685,1686,1686,1686,1686,1685,1685,1685,1970,2005,1970,1970,1970,1970,1970,1970,1970,1970,1685,1685,1655,1655,1685,1685,1685,1685,1685,1685,1646,1667,1646,1667,1667,1646,1667,1743,1667,1667
181,1685,1685,1685,1686,1686,1686,1686,1685,1686,1686,1970,2005,1970,1970,1970,1970,1970,1970,1970,1970,1685,1655,1655,1655,1685,1685,1685,1655,1685,1685,1646,1667,1646,1667,1667,1646,1667,1743,1667,1646
182,1685,1685,1685,1686,1686,1686,1686,1686,1814,1686,1970,2005,2005,1932,2005,2005,1970,1970,1970,2005,1657,1655,1655,1655,1657,1655,1685,1655,1685,1655,1646,1667,1646,1667,1667,1646,1667,1667,1667,1646
183,1685,1686,1686,1686,1686,1814,1686,1686,1814,1686,2005,2005,2005,1932,2005,2005,2005,1970,1970,2005,1657,1655,1657,1655,1657,1655,1685,1657,1685,1655,1646,1667,1646,1646,1667,1646,1646,1667,1667,1602
184,1686,1686,1686,1686,1814,1814,1686,1686,1814,1686,2005,2005,2005,1932,2005,2005,2005,2005,1970,2005,1657,1655,1657,1657,1657,1655,1685,1657,1655,1655,1646,1667,1646,1646,1646,1646,1646,1667,1646,1602
185,1686,1686,1686,1814,1814,1773,1686,1686,1814,1686,2005,1932,2005,1932,2005,2005,1932,2005,2005,2005,1657,1657,1657,1657,1657,1655,1655,1657,1655,1655,1602,1667,1646,1646,1646,1646,1646,1667,1646,1602
186,1686,1686,1814,1814,1773,1773,1686,1686,1814,1686,2005,1932,2005,1932,2005,2005,1932,2005,2005,2005,1657,1657,1657,1657,1657,1655,1655,1657,1655,1657,1602,1602,1646,1646,1646,1602,1646,1667,1646,1602
187,1686,1686,1814,1814,1773,1773,1814,1686,1773,1686,2005,1932,2005,1932,1932,2005,1932,2005,2005,1932,1657,1657,1657,1657,1657,1657,1657,1657,1655,1657,1602,1602,1602,1602,1602,1602,1646,1602,1646,1602
188,1814,1814,1814,1814,1773,1773,1814,1814,1773,1814,1932,1932,2005,1850,1932,2005,1932,2005,1932,1932,1581,1657,1657,1657,1581,1657,1657,1657,1657,1657,1602,1602,1602,1602,1602,1602,1646,1602,1646,1602
189,1814,1814,1814,1814,1773,1773,1814,1814,1773,1814,1932,1850,1932,1850,1932,1932,1932,1932,1932,1932,1581,1657,1657,1581,1581,1657,1657,1581,1657,1657,1602,1602,1602,1602,1602,1602,1646,1602,1646,1602
190,1773,1814,1814,1814,1773,1752,1773,1814,1773,1814,1932,1850,1932,1850,1932,1932,1932,1932,1932,1932,1581,1581,1657,1581,1581,1657,1657,1581,1657,1657,1602,1602,1602,1602,1602,1602,1646,1602,1602,1602
191,1773,1814,1814,1814,1773,1752,1773,1814,1752,1814,1932,1850,1932,1850,1932,1932,1932,1932,1932,1850,1581,1581,1581,1581,1581,1657,1581,1581,1657,1657,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602
192,1773,1773,1814,1773,1773,1752,1773,1773,1752,1773,1932,1850,1932,1870,1850,1932,1932,1932,1850,1850,1581,1581,1581,1581,1581,1581,1581,1591,1657,1657,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602
193,1773,1773,1773,1773,1773,1752,1773,1773,1752,1773,1932,1850,1932,1870,1850,1932,1850,1932,1850,1850,1581,1581,1581,1581,1591,1581,1581,1591,1657,1657,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602
194,1773,1773,1773,1773,1752,1755,1773,1773,1752,1773,1850,1850,1850,1870,1850,1932,1850,1932,1850,1850,1581,1581,1591,1591,1591,1581,1581,1591,1581,1581,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602
195,1773,1773,1773,1773,1752,1755,1773,1752,1752,1752,1850,1870,1850,1870,1850,1850,1850,1870,1850,1870,1591,1591,1591,1591,1591,1591,1591,1591,1581,1581,1602,1602,1602,1602,1602,1546,1602,1602,1546,1602
196,1752,1752,1752,1773,1752,1755,1773,1752,1755,1752,1850,1870,1850,1870,1850,1850,1850,1870,1870,1870,1591,1591,1591,1591,1591,1591,1591,1520,1581,1581,1546,1602,1602,1546,1602,1546,1546,1546,1546,1602
197,1752,1752,1752,1752,1752,1755,1773,1752,1755,1752,1850,1870,1850,1870,1848,1850,1850,1870,1870,1870,1591,1591,1591,1591,1591,1591,1591,1520,1581,1591,1546,1546,1546,1546,1602,1546,1546,1546,1546,1558
198,1752,1752,1752,1752,1755,2088,1752,1752,1755,1752,1850,1870,1850,1848,1848,1850,1870,1870,1870,1870,1591,1520,1520,1591,1591,1591,1591,1520,1591,1591,1558,1546,1546,1546,1602,1546,1546,1546,1546,1558
199,1752,1752,1752,1752,1755,2088,1752,1755,1755,1755,1850,1870,1870,1848,1848,1850,1870,1848,1870,1870,1591,1520,1520,1520,1591,1591,1591,1520,1591,1591,1558,1558,1558,1546,1602,1546,1546,1546,1546,1558
200,1752,1752,1752,1755,2088,2088,1752,1755,1755,1755,1850,1870,1848,1848,1848,1848,1848,1848,1870,1848,1591,1520,1520,1520,1520,1520,1591,1520,1591,1591,1558,1558,1558,1546,1546,1558,1546,1546,1546,1558
201,1755,1755,1755,1755,2088,2088,1755,1755,2088,1755,1848,1870,1848,1848,1848,1848,1848,1848,1870,1848,1534,1520,1520,1520,1520,1520,1520,1520,1520,1520,1558,1558,1558,1558,1546,1530,1558,1558,1558,1558
202,1755,1755,1755,1755,2088,2088,1755,1755,2088,1755,1848,1848,1848,1848,1788,1848,1848,1848,1848,1848,1534,1520,1534,1520,1520,1520,1520,1520,1520,1520,1558,1558,1558,1558,1546,1530,1558,1558,1558,1530
203,1755,1755,1755,1755,2088,2088,1755,1755,2088,1755,1848,1788,1848,1848,1788,1848,1848,1848,1848,1848,1534,1534,1534,1520,1520,1520,1520,1520,1520,1520,1558,1558,1530,1558,1546,1530,1558,1558,1558,1530
204,2088,1755,1755,1755,2088,2088,2088,1755,2088,2088,1848,1788,1848,1848,1788,1848,1848,1848,1848,1848,1534,1534,1534,1534,1534,1520,1520,1534,1534,1520,1530,1558,1530,1558,1546,1530,1558,1558,1558,1530
205,2088,1755,1755,2088,2088,2088,2088,1755,2088,2088,1848,1788,1788,1748,1788,1848,1848,1788,1848,1848,1534,1534,1534,1534,1534,1520,1520,1635,1534,1520,1530,1558,1530,1530,1530,1530,1530,1530,1558,1530
206,2088,1755,1755,2088,2088,2088,2088,2088,2088,2088,1788,1788,1788,1748,1788,1788,1788,1788,1848,1788,1635,1534,1635,1534,1635,1520,1534,1635,1534,1520,1530,1530,1530,1530,1530,1519,1530,1530,1558,1519
207,2088,1755,1755,2088,2088,2289,2088,2088,2088,2088,1788,1788,1788,1748,1788,1788,1788,1788,1788,1788,1635,1534,1635,1635,1635,1520,1534,1635,1534,1520,1530,1530,1530,1530,1530,1519,1530,1530,1530,1519
208,2289,1755,1755,2088,2088,2289,2088,2289,2289,2289,1788,1748,1788,1748,1748,1788,1788,1788,1788,1788,1635,1635,1635,1635,1635,1635,1534,1635,1534,1520,1519,1530,1519,1530,1530,1519,1530,1530,1530,1519
209,2289,2088,2289,2088,2088,2289,2289,2289,2289,2289,1788,1748,1788,1748,1748,1788,1788,1748,1788,1788,1635,1635,1635,1635,1635,1635,1534,1635,1534,1635,1519,1530,1519,1530,1530,1519,1530,1530,1530,1519
210,2289,2088,2289,2289,2458,2458,2289,2289,2289,2289,1788,1748,1788,1748,1748,1788,1788,1748,1788,1748,1635,1635,1635,1635,1635,1635,1534,1705,1635,1635,1519,1530,1519,1530,1530,1519,1519,1530,1530,1519
211,2289,2088,2289,2289,2458,2458,2289,2289,2289,2289,1748,1748,1788,1985,1748,1748,1788,1748,1748,1748,1635,1635,1705,1635,1635,1635,1635,1705,1635,1635,1519,1530,1519,1530,1530,1478,1519,1519,1530,1478
212,2289,2088,2289,2289,2458,2458,2289,2458,2289,2458,1748,1985,1748,1985,1985,1748,1748,1748,1748,1748,1705,1705,1705,1705,1635,1635,1635,1705,1635,1635,1519,1519,1478,1519,1530,1478,1519,1519,1519,1478
213,2458,2458,2289,2458,2458,2365,2289,2458,2289,2458,1748,1985,1748,1985,1985,1748,1748,1748,1748,1748,1705,1705,1705,1705,1705,1705,1705,1705,1705,1635,1519,1519,1478,1519,1530,1478,1519,1519,1519,1478
214,2458,2458,2458,2458,2458,2365,2458,2458,2365,2458,1748,1985,1985,1985,1985,1748,1985,1748,1748,1985,1720,1705,1705,1705,1705,1705,1705,1705,1705,1635,1478,1519,1478,1478,1478,1478,1478,1478,1519,1478
215,2458,2458,2458,2458,2458,2365,2458,2458,2365,2458,1985,1985,1985,1985,1985,1748,1985,1985,1748,1985,1720,1705,1705,1705,1705,1705,1705,1720,1705,1705,1478,1519,1560,1478,1478,1478,1478,1478,1519,1560
216,2458,2458,2458,2458,2365,2365,2458,2365,2365,2458,1985,1985,1985,1898,1985,1985,1985,1985,1985,1985,1720,1720,1705,1705,1705,1705,1705,1720,1705,1705,1560,1478,1560,1478,1478,1560,1478,1478,1519,1560
