txpck/s,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,12.12,0.0,0.0,13.0,13.0,12.87,12.87,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.13,0.0,0.0,0.0,0.0,13.13,0.0,0.0,13.13,13.13,0.0,0.0,0.0,0.0,5.94,0.0,0.0,6.12,0.0,0.0,0.0,13.13,0.0,13.0,6.06,12.87,13.27,13.27,0.0,13.13,0.0,0.0,13.13,0.0,0.0,12.0,0.0,6.0,0.0,0.0,6.06,6.0,0.0,0.0,12.0,0.0,0.0,0.0,13.13,13.27,10.78,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.24,6.0,12.24,9.0,5.94,6.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.94,0.0,6.06,0.0,0.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,6.06,0.0,0.0
14,12.0,8.82,13.27,13.0,8.0,8.0,8.08,8.16,13.27,9.0,14.0,6.0,6.06,0.0,0.0,0.0,13.0,13.0,8.0,13.0,12.0,13.0,12.87,8.08,12.5,13.27,7.92,8.0,12.87,6.0,6.06,12.0,15.15,6.0,6.0,13.86,3.96,6.12,13.0,8.0,13.27,8.0,15.15,8.08,8.08,8.0,13.0,8.08,13.13,13.0,8.0,0.0,20.2,9.0,0.0,15.15,6.06,6.0,13.59,13.86,5.0,12.12,7.92,12.24,12.24,12.0,6.93,6.93,9.09,13.13,12.0,12.0,12.12,6.06,13.86,6.06,13.13,6.0,9.09,9.0,9.09,11.88,8.91,14.71,9.0,12.24,15.31,14.85,19.19,0.0,3.0,3.0,0.0,20.0,0.0,0.0,12.12,6.0,5.94,6.12,6.06,6.12,6.12,13.73,14.14,6.06,5.94,2.0,0.0,0.0,20.0,6.06,6.06,14.71,5.94,15.0,5.94,14.85,4.08,0.0,15.0,21.0,0.0,0.0,0.0,20.41,0.0,0.0,20.62,0.0,0.0,6.06,6.06,6.06,14.0,5.94,6.0,14.29,6.0,6.0
15,9.0,0.0,7.92,7.92,0.0,0.0,0.0,0.0,7.92,0.0,0.0,14.0,13.73,20.2,19.8,20.2,7.14,8.0,0.0,7.0,8.91,8.0,8.0,0.0,7.07,8.08,0.0,0.0,8.16,14.14,14.0,8.91,0.0,14.14,14.14,0.0,16.16,14.0,8.08,0.0,7.92,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.08,8.0,0.0,20.41,0.0,0.0,20.62,0.0,14.14,13.86,0.0,0.0,15.15,7.92,0.0,7.84,8.0,8.08,0.0,0.0,0.0,7.0,8.08,8.0,8.0,14.14,0.0,14.14,8.16,15.15,0.0,11.88,12.12,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.61,17.35,17.17,20.41,0.0,20.0,20.2,7.92,14.29,14.14,14.0,13.86,13.86,13.86,0.0,0.0,14.0,14.0,18.18,20.0,20.2,0.0,15.0,15.15,0.0,15.0,0.0,15.15,0.0,17.0,20.79,0.0,0.0,21.21,21.0,21.0,0.0,20.2,20.41,0.0,20.2,20.2,14.0,15.15,14.14,0.0,14.0,14.14,0.0,14.29,14.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,21.0,0.0,0.0,21.0,21.0,21.21,21.0,0.0,21.21,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.39,0.0,0.0,0.0,0.0,21.0,0.0,0.0,20.0,21.65,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.2,0.0,0.0,0.0,21.0,0.0,19.8,21.0,20.79,21.0,21.21,0.0,21.21,0.0,0.0,20.41,0.0,20.41,21.21,0.0,21.65,0.0,0.0,20.0,20.2,0.0,0.0,21.0,0.0,0.0,0.0,20.0,20.2,20.2,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,21.43,0.0,0.0,0.0,21.0,21.21,21.21,21.21,21.21,21.43,20.41,0.0,0.0,0.0,0.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.2,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,21.43,0.0,21.21,0.0,21.0,0.0,0.0,21.0,21.21,0.0,0.0,0.0,20.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,19.8,0.0,0.0,20.0,0.0,0.0
21,21.0,0.0,21.43,21.65,0.0,0.0,0.0,0.0,21.0,0.0,0.0,20.41,20.2,20.0,20.2,20.0,19.61,20.79,0.0,21.0,21.21,21.0,19.8,0.0,21.21,21.21,0.0,0.0,21.21,20.79,20.41,21.21,0.0,20.2,20.0,0.0,20.62,20.41,20.59,0.0,20.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.43,21.0,0.0,20.41,0.0,0.0,20.0,0.0,21.0,20.0,0.0,0.0,20.0,21.43,0.0,21.43,20.79,20.0,0.0,0.0,0.0,20.2,20.0,20.2,19.8,20.2,0.0,19.8,21.0,20.59,0.0,20.79,20.79,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.61,20.2,19.8,0.0,20.41,20.0,20.2,20.2,20.2,20.0,20.2,21.0,20.41,0.0,0.0,19.8,20.41,20.0,20.2,20.2,0.0,20.79,21.21,0.0,21.21,0.0,21.43,0.0,20.79,21.43,0.0,0.0,21.21,20.59,21.21,0.0,20.41,20.2,0.0,19.8,20.2,20.2,20.41,20.0,0.0,20.0,20.0,0.0,19.8,20.0
