journal_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
291,117281268279,135041253689,131683364680,114104111999,137395903861,117447829774,120220687021,145194102926,133071237674,131106769315,120332575516,136294411301,112633526067,128675663281,142114558299,134001222210,127224940782,130239783360,112178616438,115756169064,138233257592,127346565214,125680452722,142943637450,123936929285,131408532332,128183805100,135187886162,126987322302,128564360800,118964225217,145855144529,129286719592,121281649219,124257671725,118069253378,127812621154,142294938531,138774218148,112787689809
292,117281268279,135041253689,131683364680,114104111999,137395903861,117447829774,120220687021,145194102926,133071237674,131106769315,120332575516,136294413511,112633526067,128675663281,142114558299,134001222210,127224940782,130239783360,112178616438,115756169064,138233257592,127346565214,125680452722,142943637450,123936929285,131408532332,128183805100,135187886162,126987322302,128564360800,118964227426,145855144529,129286719592,121281649219,124257671725,118069253378,127812621154,142294938531,138774218148,112787689809
293,117281268279,135041253689,131683364680,114104111999,137395903861,117447829774,120220689231,145194102926,133071237674,131106769315,120332575516,136294413511,112633526067,128675663281,142114558299,134001222210,127224940782,130239783360,112178616438,115756169064,138233257592,127346565214,125680452722,142943637450,123936931495,131408532332,128183805100,135187886162,126987322302,128564360800,118964227426,145855144529,129286721802,121281649219,124257671725,118069255587,127812621154,142294940740,138774218148,112787689809
294,117281268279,135041253689,131683366890,114104111999,137395903861,117447831984,120220689231,145194102926,133071237674,131106769315,120332575516,136294413511,112633526067,128675663281,142114558299,134001224420,127224940782,130239783360,112178616438,115756169064,138233257592,127346565214,125680452722,142943637450,123936931495,131408532332,128183805100,135187886162,126987322302,128564360800,118964227426,145855144529,129286721802,121281649219,124257671725,118069255587,127812621154,142294940740,138774218148,112787689809
295,117281268279,135041253689,131683366890,114104111999,137395903861,117447831984,120220689231,145194102926,133071237674,131106769315,120332575516,136294413511,112633526067,128675663281,142114558299,134001224420,127224942991,130239783360,112178616438,115756169064,138233257592,127346565214,125680452722,142943637450,123936931495,131408532332,128183805100,135187886162,126987322302,128564360800,118964227426,145855144529,129286721802,121281651429,124257671725,118069255587,127812621154,142294940740,138774218148,112787689809
296,117281268279,135041253689,131683366890,114104111999,137395906070,117447831984,120220689231,145194102926,133071237674,131106769315,120332575516,136294413511,112633526067,128675663281,142114558299,134001226629,127224942991,130239783360,112178616438,115756169064,138233257592,127346565214,125680452722,142943637450,123936931495,131408532332,128183805100,135187886162,126987322302,128564360800,118964227426,145855144529,129286721802,121281651429,124257671725,118069255587,127812623363,142294940740,138774218148,112787692019
297,117281268279,135041253689,131683366890,114104111999,137395906070,117447831984,120220689231,145194105135,133071239883,131106769315,120332575516,136294413511,112633526067,128675663281,142114558299,134001226629,127224942991,130239783360,112178616438,115756169064,138233257592,127346565214,125680452722,142943637450,123936931495,131408532332,128183805100,135187886162,126987324511,128564360800,118964227426,145855144529,129286721802,121281651429,124257671725,118069257795,127812623363,142294940740,138774218148,112787692019
298,117281268279,135041253689,131683366890,114104111999,137395906070,117447831984,120220689231,145194105135,133071239883,131106769315,120332575516,136294413511,112633526067,128675663281,142114558299,134001226629,127224945200,130239783360,112178616438,115756169064,138233257592,127346565214,125680452722,142943637450,123936931495,131408532332,128183805100,135187886162,126987324511,128564363009,118964227426,145855146738,129286721802,121281651429,124257671725,118069257795,127812623363,142294940740,138774218148,112787692019
299,117281268279,135041253689,131683366890,114104111999,137395908280,117447831984,120220689231,145194105135,133071239883,131106769315,120332575516,136294413511,112633526067,128675663281,142114558299,134001226629,127224945200,130239783360,112178616438,115756169064,138233257592,127346565214,125680452722,142943637450,123936931495,131408532332,128183805100,135187886162,126987324511,128564363009,118964227426,145855146738,129286721802,121281651429,124257671725,118069257795,127812623363,142294940740,138774218148,112787692019
300,117281270488,135041253689,131683369100,114104111999,137395908280,117447831984,120220689231,145194105135,133071239883,131106769315,120332575516,136294413511,112633526067,128675663281,142114558299,134001226629,127224945200,130239783360,112178616438,115756169064,138233257592,127346565214,125680452722,142943637450,123936931495,131408532332,128183805100,135187886162,126987324511,128564363009,118964227426,145855146738,129286721802,121281651429,124257671725,118069257795,127812623363,142294940740,138774218148,112787692019
301,117281270488,135041253689,131683369100,114104114209,137395908280,117447831984,120220689231,145194105135,133071239883,131106769315,120332575516,136294413511,112633526067,128675663281,142114558299,134001226629,127224945200,130239783360,112178616438,115756169064,138233257592,127346565214,125680452722,142943637450,123936931495,131408532332,128183805100,135187886162,126987324511,128564363009,118964227426,145855146738,129286724011,121281651429,124257673935,118069257795,127812623363,142294940740,138774218148,112787692019
302,117281270488,135041253689,131683369100,114104116419,137395908280,117447831984,120220691441,145194105135,133071239883,131106769315,120332577725,136294413511,112633526067,128675665491,142114558299,134001226629,127224945200,130239783360,112178616438,115756169064,138233257592,127346567424,125680452722,142943637450,123936931495,131408532332,128183805100,135187886162,126987324511,128564363009,118964229635,145855146738,129286724011,121281651429,124257673935,118069257795,127812623363,142294940740,138774220358,112787692019
303,117281270488,135041253689,131683371310,114104116419,137395908280,117447831984,120220691441,145194105135,133071239883,131106769315,120332577725,136294413511,112633526067,128675665491,142114558299,134001226629,127224945200,130239783360,112178618648,115756169064,138233257592,127346567424,125680452722,142943637450,123936931495,131408532332,128183805100,135187888372,126987324511,128564363009,118964229635,145855146738,129286724011,121281653638,124257673935,118069257795,127812623363,142294940740,138774220358,112787692019
304,117281270488,135041253689,131683371310,114104116419,137395908280,117447831984,120220693651,145194105135,133071239883,131106769315,120332577725,136294413511,112633526067,128675665491,142114558299,134001228839,127224945200,130239785570,112178618648,115756169064,138233257592,127346567424,125680452722,142943637450,123936931495,131408532332,128183805100,135187888372,126987324511,128564363009,118964229635,145855146738,129286724011,121281655848,124257673935,118069257795,127812623363,142294940740,138774220358,112787692019
305,117281270488,135041253689,131683371310,114104116419,137395910489,117447831984,120220693651,145194105135,133071242091,131106769315,120332577725,136294413511,112633526067,128675669909,142114558299,134001228839,127224945200,130239785570,112178618648,115756169064,138233257592,127346569634,125680452722,142943637450,123936931495,131408532332,128183805100,135187888372,126987324511,128564363009,118964229635,145855146738,129286724011,121281658058,124257673935,118069260005,127812623363,142294940740,138774220358,112787692019
306,117281270488,135041253689,131683371310,114104116419,137395910489,117447831984,120220693651,145194105135,133071242091,131106769315,120332577725,136294413511,112633526067,128675669909,142114558299,134001228839,127224945200,130239785570,112178620857,115756169064,138233257592,127346571843,125680452722,142943637450,123936931495,131408532332,128183807308,135187888372,126987324511,128564363009,118964231844,145855146738,129286724011,121281658058,124257676145,118069260005,127812623363,142294940740,138774220358,112787692019
307,117281270488,135041253689,131683373519,114104118628,137395910489,117447831984,120220693651,145194105135,133071244301,131106769315,120332577725,136294413511,112633526067,128675669909,142114560508,134001228839,127224945200,130239785570,112178620857,115756169064,138233257592,127346571843,125680452722,142943637450,123936931495,131408532332,128183807308,135187888372,126987324511,128564363009,118964231844,145855146738,129286724011,121281658058,124257676145,118069260005,127812623363,142294940740,138774220358,112787692019
308,117281272698,135041253689,131683373519,114104118628,137395910489,117447831984,120220693651,145194105135,133071246511,131106769315,120332577725,136294413511,112633526067,128675672119,142114560508,134001228839,127224945200,130239785570,112178620857,115756171274,138233259801,127346571843,125680452722,142943637450,123936931495,131408532332,128183807308,135187888372,126987324511,128564363009,118964234053,145855146738,129286724011,121281658058,124257678354,118069260005,127812623363,142294940740,138774220358,112787692019
309,117281272698,135041253689,131683373519,114104118628,137395910489,117447831984,120220693651,145194105135,133071246511,131106769315,120332577725,136294413511,112633526067,128675672119,142114560508,134001228839,127224945200,130239785570,112178620857,115756171274,138233259801,127346571843,125680452722,142943637450,123936931495,131408532332,128183807308,135187888372,126987326720,128564363009,118964236263,145855146738,129286724011,121281658058,124257678354,118069260005,127812623363,142294940740,138774220358,112787692019
310,117281272698,135041253689,131683373519,114104118628,137395910489,117447831984,120220693651,145194105135,133071246511,131106769315,120332577725,136294413511,112633526067,128675672119,142114560508,134001228839,127224945200,130239785570,112178620857,115756171274,138233259801,127346574052,125680452722,142943637450,123936931495,131408532332,128183807308,135187888372,126987326720,128564363009,118964236263,145855146738,129286724011,121281658058,124257678354,118069260005,127812623363,142294940740,138774220358,112787692019
311,117281272698,135041253689,131683373519,114104118628,137395912698,117447831984,120220693651,145194105135,133071246511,131106769315,120332577725,136294413511,112633526067,128675672119,142114560508,134001228839,127224945200,130239785570,112178620857,115756171274,138233259801,127346574052,125680452722,142943637450,123936931495,131408532332,128183807308,135187888372,126987326720,128564363009,118964236263,145855146738,129286726221,121281658058,124257678354,118069260005,127812623363,142294940740,138774220358,112787694229
312,117281272698,135041253689,131683373519,114104118628,137395912698,117447831984,120220693651,145194105135,133071246511,131106769315,120332577725,136294413511,112633526067,128675674326,142114562718,134001228839,127224945200,130239785570,112178620857,115756171274,138233259801,127346574052,125680452722,142943639659,123936931495,131408532332,128183807308,135187888372,126987326720,128564363009,118964236263,145855146738,129286726221,121281658058,124257678354,118069260005,127812623363,142294940740,138774220358,112787694229
313,117281272698,135041253689,131683375728,114104118628,137395912698,117447831984,120220693651,145194105135,133071246511,131106769315,120332577725,136294415721,112633526067,128675674326,142114562718,134001228839,127224945200,130239785570,112178623067,115756171274,138233259801,127346576262,125680452722,142943639659,123936931495,131408532332,128183807308,135187890582,126987326720,128564363009,118964236263,145855146738,129286726221,121281658058,124257680564,118069260005,127812623363,142294940740,138774220358,112787694229
314,117281272698,135041253689,131683375728,114104118628,137395912698,117447831984,120220693651,145194105135,133071246511,131106769315,120332577725,136294415721,112633526067,128675674326,142114562718,134001228839,127224945200,130239785570,112178623067,115756173484,138233259801,127346576262,125680452722,142943639659,123936931495,131408532332,128183807308,135187890582,126987326720,128564363009,118964238473,145855146738,129286726221,121281658058,124257680564,118069260005,127812623363,142294940740,138774220358,112787694229
315,117281272698,135041253689,131683375728,114104118628,137395912698,117447831984,120220693651,145194105135,133071246511,131106769315,120332577725,136294415721,112633526067,128675674326,142114562718,134001228839,127224945200,130239787779,112178623067,115756173484,138233259801,127346576262,125680452722,142943639659,123936931495,131408532332,128183807308,135187890582,126987326720,128564363009,118964238473,145855146738,129286726221,121281660267,124257680564,118069260005,127812623363,142294940740,138774220358,112787694229
316,117281272698,135041253689,131683375728,114104118628,137395912698,117447831984,120220693651,145194105135,133071246511,131106769315,120332577725,136294415721,112633526067,128675676536,142114562718,134001228839,127224945200,130239787779,112178623067,115756173484,138233259801,127346576262,125680454932,142943639659,123936933705,131408532332,128183807308,135187890582,126987326720,128564363009,118964240682,145855146738,129286726221,121281660267,124257680564,118069260005,127812623363,142294940740,138774220358,112787694229
317,117281272698,135041253689,131683375728,114104118628,137395912698,117447831984,120220693651,145194105135,133071246511,131106769315,120332577725,136294415721,112633526067,128675676536,142114562718,134001228839,127224945200,130239787779,112178623067,115756173484,138233259801,127346578471,125680454932,142943641868,123936933705,131408532332,128183807308,135187890582,126987328930,128564363009,118964240682,145855146738,129286726221,121281660267,124257680564,118069260005,127812623363,142294940740,138774220358,112787694229
318,117281272698,135041253689,131683375728,114104120838,137395912698,117447831984,120220693651,145194105135,133071246511,131106769315,120332577725,136294415721,112633528277,128675676536,142114562718,134001228839,127224945200,130239787779,112178623067,115756173484,138233259801,127346578471,125680454932,142943641868,123936933705,131408532332,128183807308,135187890582,126987328930,128564363009,118964240682,145855146738,129286726221,121281660267,124257680564,118069260005,127812623363,142294940740,138774220358,112787694229
319,117281272698,135041253689,131683375728,114104120838,137395912698,117447831984,120220695860,145194105135,133071246511,131106769315,120332579934,136294415721,112633528277,128675676536,142114562718,134001228839,127224945200,130239787779,112178623067,115756173484,138233259801,127346578471,125680454932,142943641868,123936933705,131408532332,128183807308,135187890582,126987328930,128564363009,118964240682,145855146738,129286726221,121281660267,124257680564,118069260005,127812623363,142294940740,138774220358,112787694229
320,117281272698,135041253689,131683375728,114104120838,137395912698,117447831984,120220695860,145194105135,133071246511,131106769315,120332579934,136294415721,112633528277,128675676536,142114562718,134001228839,127224945200,130239787779,112178623067,115756173484,138233262011,127346578471,125680454932,142943641868,123936933705,131408532332,128183807308,135187890582,126987328930,128564363009,118964240682,145855146738,129286726221,121281660267,124257680564,118069260005,127812623363,142294940740,138774220358,112787696438
321,117281272698,135041253689,131683375728,114104120838,137395912698,117447831984,120220695860,145194105135,133071246511,131106769315,120332579934,136294415721,112633528277,128675678745,142114562718,134001228839,127224945200,130239787779,112178623067,115756173484,138233262011,127346578471,125680454932,142943641868,123936933705,131408532332,128183807308,135187890582,126987331137,128564363009,118964240682,145855146738,129286726221,121281660267,124257680564,118069262214,127812623363,142294940740,138774220358,112787696438
322,117281272698,135041253689,131683375728,114104120838,137395914907,117447831984,120220695860,145194105135,133071246511,131106769315,120332579934,136294415721,112633528277,128675678745,142114562718,134001228839,127224945200,130239787779,112178623067,115756173484,138233262011,127346578471,125680454932,142943641868,123936933705,131408532332,128183809518,135187890582,126987331137,128564363009,118964240682,145855146738,129286726221,121281660267,124257680564,118069262214,127812623363,142294940740,138774220358,112787700857
323,117281272698,135041253689,131683375728,114104120838,137395917117,117447831984,120220695860,145194105135,133071246511,131106769315,120332579934,136294415721,112633528277,128675678745,142114562718,134001228839,127224945200,130239787779,112178623067,115756173484,138233262011,127346578471,125680454932,142943641868,123936933705,131408532332,128183809518,135187890582,126987331137,128564363009,118964240682,145855146738,129286726221,121281660267,124257680564,118069262214,127812623363,142294940740,138774220358,112787700857
324,117281272698,135041253689,131683375728,114104120838,137395917117,117447834194,120220695860,145194105135,133071246511,131106769315,120332579934,136294415721,112633530486,128675678745,142114562718,134001228839,127224945200,130239787779,112178623067,115756173484,138233262011,127346578471,125680454932,142943641868,123936933705,131408532332,128183809518,135187890582,126987331137,128564363009,118964240682,145855146738,129286726221,121281660267,124257680564,118069262214,127812623363,142294940740,138774220358,112787700857
325,117281272698,135041253689,131683375728,114104120838,137395917117,117447834194,120220695860,145194105135,133071246511,131106769315,120332579934,136294415721,112633532695,128675678745,142114562718,134001228839,127224945200,130239787779,112178623067,115756173484,138233262011,127346578471,125680454932,142943641868,123936933705,131408532332,128183809518,135187890582,126987331137,128564363009,118964240682,145855146738,129286726221,121281660267,124257682774,118069262214,127812623363,142294940740,138774220358,112787700857
326,117281272698,135041253689,131683375728,114104120838,137395917117,117447834194,120220695860,145194105135,133071246511,131106769315,120332579934,136294415721,112633532695,128675680955,142114562718,134001228839,127224945200,130239787779,112178623067,115756173484,138233262011,127346580680,125680457141,142943644078,123936933705,131408532332,128183809518,135187890582,126987331137,128564363009,118964240682,145855146738,129286726221,121281660267,124257682774,118069262214,127812623363,142294940740,138774220358,112787700857
327,117281272698,135041253689,131683375728,114104120838,137395917117,117447834194,120220695860,145194105135,133071246511,131106769315,120332579934,136294415721,112633532695,128675680955,142114564927,134001228839,127224945200,130239787779,112178623067,115756173484,138233262011,127346580680,125680457141,142943644078,123936933705,131408532332,128183809518,135187890582,126987331137,128564363009,118964240682,145855146738,129286726221,121281660267,124257682774,118069262214,127812623363,142294940740,138774220358,112787700857
328,117281272698,135041253689,131683375728,114104120838,137395919327,117447834194,120220695860,145194105135,133071246511,131106769315,120332579934,136294415721,112633532695,128675680955,142114564927,134001228839,127224945200,130239787779,112178623067,115756175693,138233262011,127346582890,125680457141,142943644078,123936933705,131408532332,128183809518,135187890582,126987331137,128564363009,118964240682,145855146738,129286726221,121281660267,124257682774,118069262214,127812623363,142294940740,138774220358,112787700857
329,117281272698,135041253689,131683377938,114104120838,137395919327,117447834194,120220695860,145194105135,133071246511,131106769315,120332579934,136294415721,112633532695,128675680955,142114564927,134001228839,127224945200,130239787779,112178623067,115756175693,138233262011,127346582890,125680457141,142943644078,123936933705,131408532332,128183809518,135187892791,126987331137,128564363009,118964240682,145855146738,129286728431,121281660267,124257682774,118069262214,127812623363,142294940740,138774220358,112787700857
330,117281272698,135041253689,131683377938,114104120838,137395919327,117447834194,120220695860,145194105135,133071246511,131106769315,120332579934,136294415721,112633532695,128675680955,142114564927,134001228839,127224945200,130239787779,112178623067,115756175693,138233262011,127346582890,125680457141,142943644078,123936933705,131408532332,128183809518,135187892791,126987331137,128564363009,118964240682,145855146738,129286728431,121281660267,124257682774,118069262214,127812623363,142294940740,138774220358,112787700857
331,117281272698,135041253689,131683377938,114104120838,137395919327,117447834194,120220695860,145194105135,133071246511,131106771525,120332579934,136294415721,112633532695,128675680955,142114564927,134001228839,127224945200,130239787779,112178625276,115756175693,138233264221,127346582890,125680457141,142943644078,123936933705,131408532332,128183809518,135187892791,126987331137,128564363009,118964240682,145855146738,129286728431,121281660267,124257682774,118069262214,127812623363,142294940740,138774220358,112787700857
332,117281272698,135041253689,131683377938,114104120838,137395919327,117447834194,120220695860,145194105135,133071246511,131106771525,120332579934,136294417930,112633532695,128675680955,142114564927,134001228839,127224945200,130239787779,112178625276,115756175693,138233264221,127346582890,125680457141,142943644078,123936933705,131408532332,128183809518,135187892791,126987331137,128564363009,118964240682,145855146738,129286728431,121281660267,124257682774,118069262214,127812623363,142294940740,138774220358,112787700857
333,117281272698,135041255899,131683377938,114104120838,137395919327,117447834194,120220695860,145194105135,133071246511,131106771525,120332579934,136294417930,112633532695,128675680955,142114564927,134001228839,127224945200,130239787779,112178625276,115756175693,138233264221,127346585100,125680457141,142943644078,123936933705,131408532332,128183809518,135187892791,126987331137,128564363009,118964240682,145855146738,129286728431,121281660267,124257682774,118069262214,127812623363,142294940740,138774220358,112787700857
334,117281272698,135041255899,131683377938,114104120838,137395919327,117447834194,120220695860,145194105135,133071246511,131106771525,120332579934,136294420140,112633532695,128675680955,142114564927,134001228839,127224945200,130239787779,112178625276,115756175693,138233264221,127346585100,125680457141,142943644078,123936933705,131408532332,128183809518,135187892791,126987331137,128564363009,118964240682,145855146738,129286728431,121281662477,124257682774,118069262214,127812623363,142294940740,138774220358,112787700857
335,117281272698,135041255899,131683377938,114104120838,137395919327,117447834194,120220695860,145194105135,133071246511,131106771525,120332579934,136294420140,112633532695,128675680955,142114564927,134001228839,127224947407,130239787779,112178625276,115756175693,138233264221,127346587309,125680457141,142943646288,123936933705,131408532332,128183809518,135187892791,126987331137,128564363009,118964240682,145855146738,129286728431,121281662477,124257684984,118069262214,127812623363,142294940740,138774220358,112787700857
336,117281272698,135041255899,131683377938,114104120838,137395919327,117447834194,120220695860,145194105135,133071246511,131106771525,120332579934,136294420140,112633532695,128675680955,142114564927,134001231047,127224947407,130239787779,112178625276,115756175693,138233266428,127346587309,125680457141,142943646288,123936933705,131408532332,128183809518,135187892791,126987331137,128564363009,118964240682,145855146738,129286728431,121281662477,124257690770,118069262214,127812623363,142294940740,138774220358,112787700857
337,117281272698,135041255899,131683377938,114104120838,137395919327,117447834194,120220695860,145194105135,133071246511,131106771525,120332582144,136294420140,112633532695,128675680955,142114564927,134001231047,127224947407,130239787779,112178625276,115756175693,138233266428,127346587309,125680457141,142943646288,123936933705,131408532332,128183809518,135187895000,126987331137,128564363009,118964240682,145855146738,129286728431,121281662477,124257690770,118069262214,127812623363,142294940740,138774220358,112787700857
338,117281272698,135041255899,131683380148,114104120838,137395919327,117447834194,120220695860,145194105135,133071246511,131106771525,120332582144,136294420140,112633532695,128675680955,142114564927,134001231047,127224949617,130239787779,112178625276,115756175693,138233266428,127346587309,125680457141,142943646288,123936933705,131408532332,128183809518,135187895000,126987331137,128564363009,118964240682,145855146738,129286728431,121281662477,124257690770,118069262214,127812623363,142294940740,138774220358,112787700857
339,117281272698,135041255899,131683380148,114104120838,137395919327,117447834194,120220695860,145194105135,133071248719,131106771525,120332582144,136294420140,112633532695,128675683165,142114564927,134001231047,127224949617,130239787779,112178625276,115756175693,138233266428,127346587309,125680457141,142943646288,123936933705,131408532332,128183809518,135187895000,126987331137,128564363009,118964240682,145855146738,129286728431,121281662477,124257690770,118069262214,127812623363,142294940740,138774220358,112787700857
340,117281272698,135041255899,131683380148,114104123048,137395919327,117447834194,120220695860,145194105135,133071248719,131106771525,120332582144,136294420140,112633532695,128675683165,142114564927,134001231047,127224951826,130239789987,112178625276,115756175693,138233266428,127346587309,125680457141,142943646288,123936933705,131408532332,128183809518,135187895000,126987331137,128564363009,118964240682,145855146738,129286728431,121281662477,124257690770,118069262214,127812623363,142294940740,138774220358,112787700857
341,117281272698,135041255899,131683380148,114104123048,137395919327,117447834194,120220695860,145194105135,133071248719,131106771525,120332582144,136294420140,112633532695,128675683165,142114564927,134001233257,127224951826,130239789987,112178625276,115756175693,138233266428,127346587309,125680457141,142943646288,123936933705,131408532332,128183811727,135187895000,126987331137,128564363009,118964240682,145855146738,129286728431,121281662477,124257690770,118069262214,127812623363,142294940740,138774220358,112787700857
342,117281272698,135041255899,131683380148,114104123048,137395919327,117447834194,120220695860,145194105135,133071248719,131106771525,120332582144,136294420140,112633532695,128675683165,142114564927,134001233257,127224951826,130239789987,112178625276,115756175693,138233266428,127346587309,125680457141,142943646288,123936933705,131408532332,128183811727,135187895000,126987331137,128564363009,118964242892,145855146738,129286728431,121281662477,124257690770,118069264423,127812623363,142294940740,138774220358,112787700857
343,117281272698,135041255899,131683382358,114104123048,137395919327,117447834194,120220695860,145194105135,133071248719,131106771525,120332582144,136294420140,112633532695,128675683165,142114564927,134001235467,127224951826,130239789987,112178625276,115756175693,138233266428,127346589519,125680457141,142943646288,123936933705,131408532332,128183813937,135187895000,126987331137,128564363009,118964242892,145855146738,129286728431,121281662477,124257690770,118069264423,127812623363,142294942949,138774220358,112787700857
344,117281272698,135041255899,131683382358,114104123048,137395919327,117447834194,120220695860,145194105135,133071248719,131106771525,120332582144,136294420140,112633532695,128675683165,142114564927,134001235467,127224951826,130239789987,112178625276,115756175693,138233266428,127346589519,125680457141,142943646288,123936933705,131408532332,128183813937,135187895000,126987331137,128564363009,118964242892,145855146738,129286728431,121281662477,124257692979,118069264423,127812623363,142294942949,138774220358,112787700857
345,117281272698,135041255899,131683382358,114104123048,137395919327,117447834194,120220695860,145194105135,133071248719,131106771525,120332582144,136294420140,112633532695,128675683165,142114564927,134001235467,127224951826,130239789987,112178625276,115756175693,138233272214,127346589519,125680461559,142943646288,123936933705,131408532332,128183813937,135187895000,126987331137,128564363009,118964242892,145855146738,129286728431,121281662477,124257692979,118069264423,127812625572,142294942949,138774220358,112787700857
346,117281272698,135041255899,131683382358,114104123048,137395919327,117447834194,120220695860,145194105135,133071248719,131106771525,120332582144,136294420140,112633532695,128675685375,142114564927,134001235467,127224951826,130239789987,112178627485,115756175693,138233272214,127346589519,125680461559,142943646288,123936933705,131408532332,128183813937,135187895000,126987331137,128564363009,118964242892,145855146738,129286728431,121281662477,124257692979,118069264423,127812627782,142294942949,138774220358,112787700857
347,117281272698,135041255899,131683382358,114104125258,137395919327,117447834194,120220695860,145194105135,133071248719,131106771525,120332584354,136294420140,112633532695,128675685375,142114564927,134001235467,127224951826,130239789987,112178627485,115756175693,138233272214,127346589519,125680461559,142943646288,123936933705,131408532332,128183813937,135187895000,126987331137,128564363009,118964245101,145855146738,129286728431,121281662477,124257692979,118069264423,127812627782,142294942949,138774220358,112787700857
348,117281272698,135041255899,131683382358,114104125258,137395919327,117447834194,120220695860,145194105135,133071250929,131106771525,120332584354,136294420140,112633532695,128675685375,142114564927,134001235467,127224951826,130239789987,112178627485,115756175693,138233272214,127346589519,125680461559,142943646288,123936933705,131408532332,128183816147,135187895000,126987331137,128564363009,118964245101,145855146738,129286728431,121281662477,124257692979,118069264423,127812629992,142294942949,138774220358,112787700857
349,117281272698,135041255899,131683382358,114104125258,137395921537,117447834194,120220695860,145194105135,133071250929,131106771525,120332584354,136294420140,112633532695,128675685375,142114564927,134001235467,127224951826,130239789987,112178627485,115756175693,138233272214,127346589519,125680461559,142943646288,123936933705,131408532332,128183816147,135187895000,126987331137,128564363009,118964245101,145855146738,129286728431,121281662477,124257692979,118069264423,127812629992,142294942949,138774220358,112787700857
350,117281272698,135041255899,131683382358,114104125258,137395921537,117447834194,120220695860,145194105135,133071253138,131106771525,120332584354,136294420140,112633532695,128675685375,142114564927,134001235467,127224951826,130239789987,112178627485,115756175693,138233272214,127346589519,125680461559,142943646288,123936933705,131408532332,128183816147,135187895000,126987331137,128564363009,118964245101,145855146738,129286728431,121281662477,124257692979,118069264423,127812629992,142294942949,138774220358,112787700857
351,117281272698,135041255899,131683382358,114104125258,137395921537,117447834194,120220695860,145194105135,133071253138,131106773735,120332584354,136294420140,112633532695,128675685375,142114564927,134001235467,127224951826,130239789987,112178627485,115756175693,138233272214,127346589519,125680461559,142943646288,123936933705,131408532332,128183816147,135187895000,126987331137,128564363009,118964245101,145855146738,129286728431,121281662477,124257692979,118069264423,127812629992,142294942949,138774220358,112787700857
352,117281272698,135041255899,131683382358,114104125258,137395921537,117447834194,120220695860,145194105135,133071253138,131106773735,120332584354,136294420140,112633532695,128675685375,142114564927,134001235467,127224951826,130239789987,112178627485,115756175693,138233272214,127346589519,125680461559,142943648497,123936933705,131408532332,128183816147,135187895000,126987331137,128564363009,118964245101,145855146738,129286728431,121281662477,124257692979,118069264423,127812629992,142294942949,138774220358,112787700857
353,117281272698,135041255899,131683384568,114104125258,137395921537,117447834194,120220698069,145194105135,133071253138,131106773735,120332584354,136294420140,112633532695,128675685375,142114564927,134001235467,127224951826,130239789987,112178629695,115756175693,138233272214,127346589519,125680461559,142943648497,123936933705,131408532332,128183816147,135187895000,126987331137,128564365218,118964245101,145855146738,129286728431,121281662477,124257692979,118069264423,127812629992,142294942949,138774220358,112787700857
354,117281272698,135041255899,131683384568,114104125258,137395921537,117447834194,120220698069,145194105135,133071253138,131106773735,120332586564,136294420140,112633532695,128675685375,142114564927,134001235467,127224951826,130239789987,112178629695,115756175693,138233272214,127346591729,125680461559,142943648497,123936933705,131408532332,128183816147,135187895000,126987331137,128564365218,118964245101,145855146738,129286728431,121281662477,124257692979,118069264423,127812629992,142294942949,138774220358,112787700857
355,117281272698,135041255899,131683384568,114104125258,137395921537,117447834194,120220698069,145194105135,133071253138,131106773735,120332586564,136294420140,112633532695,128675685375,142114564927,134001235467,127224954035,130239789987,112178629695,115756175693,138233272214,127346591729,125680461559,142943648497,123936935915,131408532332,128183816147,135187895000,126987331137,128564365218,118964245101,145855146738,129286728431,121281662477,124257692979,118069264423,127812629992,142294942949,138774220358,112787700857
