txkB/s,client01,client02,client03,client04
294,11689.7,10651.2,12128.6,11862.1
295,11553.4,11797.7,11050.1,11197.5
296,11243.0,12830.6,11147.0,11888.1
297,11558.6,11753.7,11246.9,11943.6
298,11007.6,11403.1,11501.4,11730.5
299,11993.3,10750.8,12349.4,10867.1
300,11697.0,10059.3,11819.3,11648.2
301,12552.1,10908.0,11868.1,11589.8
302,11301.1,11145.9,10835.4,11117.3
303,11222.4,11138.9,13057.8,11454.7
304,12068.1,11866.4,11658.1,10698.4
305,10221.3,11944.0,12161.7,10759.4
306,10455.2,13533.5,11440.3,12561.8
307,10210.6,12786.3,11144.6,14238.9
308,11568.2,10887.2,11485.3,11523.6
309,10961.8,12224.9,13369.3,11627.6
310,10712.1,12395.9,12728.1,10841.9
311,10137.8,12817.8,10955.0,11949.4
312,10130.6,13687.0,10763.6,12953.6
313,9859.65,12667.9,10041.8,12698.7
314,11772.5,11539.3,11531.9,12610.9
315,12341.2,12608.2,11600.8,11647.6
316,10430.5,12528.7,12404.3,10801.3
317,10266.2,13384.3,11831.3,11697.2
318,8833.43,13241.4,11772.7,12649.9
319,10160.0,11572.9,10339.3,13444.8
320,10638.5,11416.0,10961.2,14178.7
321,11244.1,11158.1,12764.3,12931.7
322,10679.6,11934.4,12036.1,11245.2
323,10868.3,12526.3,12204.9,12372.6
324,10299.4,11530.0,10917.0,13083.7
325,11686.3,10243.3,11053.1,12145.1
326,12622.0,11407.7,11197.5,12190.1
327,12129.6,11688.0,12442.4,11254.0
328,12760.4,12075.8,11494.9,11374.2
329,11442.5,12335.7,11501.9,11215.4
330,10565.9,11636.8,11131.0,11665.1
331,11689.9,11723.4,11362.0,11958.0
332,11550.5,11596.5,10795.1,12053.6
333,11117.5,11418.7,11629.7,11368.1
334,11318.8,11742.4,12012.8,11014.9
335,10694.3,12304.9,11203.8,12303.5
336,10220.5,12291.5,10673.9,11475.5
337,10980.8,11811.5,11957.4,12567.8
338,10327.0,11881.4,12135.0,11211.7
339,10812.9,11845.3,11437.1,11801.4
340,10451.6,12921.2,12330.8,11542.1
341,9926.62,12278.1,11997.5,12813.1
342,10481.0,11406.1,11034.3,12296.6
343,10920.8,10774.8,11932.9,11311.4
344,11429.9,12287.9,12344.0,11131.8
345,10291.4,12927.0,12462.4,11195.4
346,10728.8,12718.1,11816.1,11152.1
347,11608.4,13193.0,11499.5,10712.9
348,12141.0,11378.2,12596.1,11377.2
349,11599.2,11412.3,12011.9,11350.2
350,10490.1,12164.2,11544.0,11476.1
351,10922.1,12622.9,11270.3,11470.9
352,11094.3,12091.0,11585.9,11870.5
353,11445.3,10345.9,11821.5,12386.6
354,11197.2,12770.3,12189.1,11478.8
355,10893.9,12918.1,12475.2,11174.6
356,10705.8,11310.3,11647.2,12206.7
357,10591.2,11667.7,10508.4,11985.6
358,11276.0,11582.1,11750.6,11966.6
359,11413.1,10667.3,12201.0,11505.7
360,11484.6,12059.2,11638.7,11320.3
361,11578.3,12188.1,12408.9,12165.0
362,12023.0,11084.0,10913.8,11027.8
363,12316.2,11581.0,12157.1,9866.07
364,10992.8,13054.2,11600.6,10435.8
365,10648.4,12710.0,11698.2,10932.6
366,10723.1,12097.7,11839.1,11078.9
367,12249.1,11960.6,12392.4,11701.2
368,12337.7,12496.8,12754.7,9862.71
369,11011.6,12451.6,12295.4,11323.2
370,10161.1,11465.8,12135.9,11610.8
371,11823.3,11581.6,12116.1,10747.6
372,11568.3,11939.3,10729.3,10960.0
373,11287.1,11491.9,11380.3,11298.4
374,11681.9,12198.7,11429.9,10695.6
375,13063.0,12184.4,11673.1,10671.8
376,11064.3,11845.1,12276.7,11085.4
377,11238.0,12798.1,12376.9,10333.9
378,9963.95,12932.7,12139.6,11705.0
379,10931.0,11991.0,10269.3,11881.0
380,11967.8,11611.0,10649.1,12276.6
381,11852.5,12599.8,11981.8,11998.5
382,9937.49,12952.4,10153.8,10959.5
383,11397.4,11942.2,10017.8,12332.1
384,9805.35,11398.6,11855.3,12522.3
385,10947.1,12248.2,12442.9,11256.9
386,10058.5,12971.0,10070.9,12071.6
387,12385.3,11161.2,11322.8,13249.0
388,13151.0,11254.1,11950.5,11036.2
389,11653.5,11640.6,11097.9,11260.2
390,11096.6,11498.7,11902.9,12422.9
391,10678.3,10969.7,10975.2,11716.4
392,11082.1,12480.6,11027.8,12087.0
393,10678.3,11677.3,11492.9,11887.4
394,11284.7,11331.9,11496.8,11645.3
395,11927.2,13408.6,10960.1,12224.2
396,10740.4,12531.2,12762.6,8780.04
397,10873.1,16414.0,17089.9,1175.15
398,2398.55,27501.3,9679.86,1055.07
399,830.9,21476.2,1394.69,223.85
