%sys,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
297,0.0,0.0,0.98,0.99,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.98,1.0,1.0,0.99,1.01,1.0,1.01,0.0,1.0,1.01,1.01,1.01,1.0,1.0,1.01,0.99,1.01,1.01,0.0,10.1,14.58,1.98,1.0,0.0,0.0,0.99,0.0,1.98,0.99,0.0,1.01,1.0,1.0,0.0,1.01,1.0,1.01,1.0,1.01,2.0,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.98,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.98,1.0,1.98,0.0,0.99,1.0,0.0,1.01,0.0,1.0,1.01,2.0,1.0,0.0,1.0,0.0,1.01,1.01,1.0,2.0,1.01,1.0,1.01,1.98,1.0,1.0,0.0,1.0,1.01,2.0,2.0,0.0,1.01,1.0,1.0,1.0,1.01,1.0,1.98,0.0,1.98,1.01,1.98,0.98,0.99,0.0,1.01,1.0,1.98,1.0,1.0,1.0,0.0,1.01,0.98,0.0,1.01,0.0,1.01,1.02,1.98,0.0,1.01,0.0,1.01
298,0.0,0.0,0.0,1.94,0.0,1.0,1.0,1.0,1.0,1.0,2.02,0.98,2.0,0.0,0.0,1.0,25.71,0.0,0.0,0.0,0.0,1.01,1.0,0.0,1.0,0.0,0.0,1.98,1.0,1.0,3.95,0.0,1.0,7.07,1.01,2.0,1.01,1.98,0.0,1.01,1.0,1.0,1.0,1.0,2.0,0.0,1.01,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.98,0.99,1.0,1.0,0.0,0.0,0.99,0.0,1.98,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.01,0.0,0.0,0.0,1.01,1.01,0.0,1.01,1.01,0.0,1.01,1.01,2.0,1.01,1.01,1.98,0.0,1.01,0.0,0.0,1.01,1.0,1.0,0.0,2.0,1.01,0.99,1.0,1.0,1.0,1.01,1.0,1.0,0.0,1.01,0.0,0.99,2.0,1.0,1.01,0.0,0.98,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.99,1.0,1.01,1.0,2.0,1.01
299,0.99,4.95,0.0,0.98,8.0,13.13,12.87,9.09,0.0,14.14,7.07,1.01,1.0,1.01,1.0,0.99,11.27,1.98,15.0,1.01,0.98,2.0,1.0,14.71,0.0,1.01,16.0,12.12,1.98,1.0,32.79,1.0,0.0,1.01,0.0,9.0,1.96,2.0,1.01,13.13,0.99,11.11,9.09,13.27,9.9,15.84,0.98,12.12,1.0,1.0,10.1,1.0,7.0,9.09,2.0,11.11,1.0,0.99,9.0,9.0,0.0,0.0,8.91,0.98,0.0,0.0,4.0,5.0,4.0,0.0,1.01,1.0,1.0,0.0,3.06,0.0,0.0,1.0,12.87,1.0,1.0,0.0,12.12,10.0,7.92,6.0,4.04,6.12,3.03,2.0,1.0,1.0,2.0,2.0,1.01,0.97,0.99,1.0,1.0,2.0,1.01,1.01,0.0,7.0,4.08,1.01,0.99,1.0,1.0,1.01,4.04,1.0,0.0,10.0,0.0,8.08,1.0,11.11,1.0,1.0,8.16,7.0,1.0,1.0,1.01,7.07,1.01,1.01,3.0,0.0,1.0,2.0,1.01,1.01,2.0,1.02,0.0,5.0,1.01,2.0
300,11.11,6.06,9.0,9.09,8.91,1.0,1.0,1.0,18.18,0.97,3.0,4.95,4.08,5.05,3.03,6.06,0.99,12.24,0.0,12.0,11.0,12.87,13.0,2.0,13.13,13.0,1.98,0.0,11.22,9.0,1.01,9.0,0.99,1.01,5.0,0.0,6.12,8.91,12.0,2.0,15.31,1.0,1.0,1.01,0.0,1.01,13.27,1.0,10.1,13.0,0.0,6.06,4.95,1.01,6.06,2.0,9.0,10.1,1.0,0.0,7.07,10.0,2.0,9.09,10.1,5.0,3.06,6.0,6.06,4.95,7.0,2.97,2.02,4.95,3.0,5.94,11.0,8.91,1.0,10.1,12.87,8.0,1.98,5.94,7.07,10.0,9.0,9.9,9.18,2.04,2.02,2.02,0.0,7.14,3.0,2.97,9.18,5.05,4.95,5.05,9.09,5.05,7.14,4.08,5.0,4.04,4.0,4.95,3.0,5.94,5.05,7.0,8.16,1.0,8.0,1.01,8.08,1.0,7.14,9.0,1.01,0.98,8.08,6.0,6.12,2.97,5.0,2.0,7.0,1.98,2.04,3.0,1.01,3.0,5.05,4.04,5.05,6.06,6.0,4.04
301,0.0,0.0,8.16,6.93,1.0,0.0,1.0,0.0,0.0,1.01,1.0,4.04,4.04,4.0,5.05,2.0,0.0,3.0,0.99,1.98,0.0,1.01,1.02,0.99,1.0,1.98,1.98,2.02,1.0,1.0,2.94,0.0,1.0,0.0,9.09,0.0,1.0,1.01,0.99,0.0,0.0,2.0,0.0,1.98,1.02,2.02,0.99,1.01,1.01,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.99,3.0,0.0,0.0,1.01,0.0,1.0,3.06,1.0,7.07,0.0,0.0,0.99,6.0,5.0,6.0,6.93,4.0,0.0,4.04,1.01,0.0,0.99,0.98,1.01,4.04,1.01,1.0,0.0,1.01,0.0,0.0,2.0,10.0,12.0,9.0,8.08,1.0,6.93,7.0,2.0,6.0,5.05,5.05,1.01,7.92,5.94,0.0,1.01,6.06,7.07,6.06,4.08,5.05,1.0,2.02,2.02,1.01,0.0,0.98,0.0,1.0,0.99,1.98,1.0,0.0,1.96,2.0,2.0,1.0,5.05,6.0,1.0,4.95,5.94,8.0,6.06,6.06,1.01,6.93,4.04,1.98,6.06,2.0
302,0.0,1.0,0.0,0.99,0.99,0.0,0.0,1.0,0.0,0.0,1.01,1.0,1.0,1.0,0.0,1.0,1.0,1.01,1.0,1.0,0.0,1.01,1.98,0.0,1.0,1.01,0.0,0.0,1.01,1.01,1.01,0.0,9.09,1.0,0.0,1.0,1.01,0.0,1.01,1.0,1.0,1.98,0.0,1.0,0.99,1.0,1.01,1.0,0.0,1.0,0.0,1.01,2.0,0.0,0.0,0.0,1.01,0.0,1.0,0.0,0.99,0.98,1.0,0.99,1.0,0.0,1.0,0.99,1.01,0.0,0.0,1.01,0.0,0.0,0.0,0.0,1.01,0.0,0.99,0.0,2.0,0.0,1.0,1.98,1.01,1.01,2.0,1.98,0.99,1.0,0.0,1.01,1.0,0.0,1.01,0.0,0.0,1.98,0.0,1.0,1.0,0.0,1.0,1.01,1.0,0.0,1.0,1.01,1.0,1.0,1.0,1.0,0.0,0.0,1.01,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.01,0.0,1.0,1.01,1.01,0.0,0.0,0.99,0.99,0.0,0.0,2.0,1.01,1.01,2.97,1.02,1.0,2.0
303,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.01,0.0,1.98,1.98,1.01,1.0,1.0,0.0,2.0,0.0,0.99,1.0,1.0,1.01,1.01,0.98,0.0,0.0,1.96,1.01,0.0,1.0,11.0,0.0,1.01,0.0,1.0,1.98,0.99,1.96,2.0,0.99,1.0,0.0,1.0,1.01,1.01,1.01,2.0,0.99,1.01,1.0,0.98,1.0,1.0,0.0,1.0,0.99,0.0,0.99,1.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.98,2.0,1.96,1.01,1.0,0.98,0.0,0.0,0.98,2.0,1.01,1.0,1.01,0.99,1.0,1.98,1.0,1.0,1.01,2.0,1.0,0.0,1.01,1.01,1.0,1.0,0.0,0.0,1.01,1.01,1.0,1.0,1.0,1.0,2.0,1.98,1.01,1.0,0.0,2.0,1.0,1.0,1.0,1.98,0.0,0.0,2.0,1.0,0.0,1.98,1.98,0.0,1.01,1.0,0.0,1.0,2.0,1.01,1.0,0.99,1.0,1.0,0.0,0.0
304,0.0,0.99,1.0,1.01,0.0,0.0,1.0,1.0,1.01,1.0,1.01,0.0,1.01,0.0,1.0,0.98,2.0,0.99,0.99,1.0,0.99,0.0,0.0,0.99,2.0,1.0,1.01,0.98,0.99,0.0,1.0,1.0,1.0,1.0,1.01,1.01,1.0,1.01,0.99,1.98,0.0,0.0,0.0,0.99,2.0,1.96,0.99,1.0,1.01,1.0,0.0,0.0,2.02,0.0,1.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,1.0,0.0,0.99,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.99,0.99,0.99,1.0,0.99,1.01,1.0,1.0,1.02,1.0,1.0,1.0,1.0,1.0,1.01,1.0,0.0,0.0,1.98,0.99,0.0,1.01,1.01,0.0,1.0,1.01,1.0,0.0,1.01,1.0,1.0,0.0,0.0,1.01,1.01,0.99,1.01,1.01,0.0,1.01,0.0,1.01,1.0,1.98,1.02,0.0,2.0,1.0,1.01,1.96,1.01,0.0,1.01,0.99,0.99,0.0,1.01,1.01,1.01,1.0,2.0,1.01,1.0,1.0,1.98
305,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.01,1.01,0.0,14.29,0.0,0.0,1.0,0.0,1.96,0.99,0.0,0.99,1.0,0.0,1.02,1.98,1.01,10.2,0.99,1.01,1.0,0.0,1.0,0.0,1.98,0.0,0.0,0.0,1.98,1.0,1.0,0.0,0.0,0.99,1.01,0.0,2.0,0.98,1.0,1.0,0.0,1.0,0.99,0.99,0.0,1.0,0.0,1.0,0.0,0.98,0.0,0.0,1.0,0.0,1.01,0.99,0.0,1.01,0.0,1.01,1.0,1.0,0.0,1.02,1.01,0.99,1.01,0.99,0.0,2.0,1.01,1.0,1.01,1.0,0.99,0.0,0.98,0.0,2.0,0.0,0.0,1.01,1.0,1.01,1.0,0.0,1.0,1.01,0.0,2.0,1.01,1.01,0.0,1.0,1.98,1.0,1.01,1.01,0.0,1.98,1.01,0.0,1.0,1.01,0.0,0.0,1.0,2.02,0.0,1.01,1.0,0.0,0.99,1.0,1.98,1.01,0.0,1.0,1.01,2.97,1.0,0.0,1.01,0.0,1.01,1.0,1.01
306,0.0,13.13,0.99,1.0,17.0,15.84,16.0,13.86,1.01,15.84,13.0,1.0,1.0,2.0,1.0,1.0,0.98,0.98,14.14,1.01,0.0,1.01,0.0,14.14,1.0,2.0,12.87,8.91,0.0,1.0,0.99,0.0,0.0,1.98,12.12,9.0,1.0,1.01,2.0,15.69,0.99,14.14,13.0,16.16,13.13,12.12,1.01,17.0,1.0,1.0,13.27,0.0,6.06,12.0,0.99,10.2,0.0,0.0,9.0,8.91,0.0,0.0,8.82,1.0,0.99,0.0,12.0,14.29,15.0,1.0,0.0,0.0,0.99,1.0,8.0,0.0,1.0,1.0,12.0,1.0,1.01,1.0,13.86,16.0,15.0,15.0,11.88,13.13,10.89,2.0,1.0,0.0,1.01,9.9,1.0,1.01,0.99,1.01,1.0,1.01,2.0,0.0,0.0,9.18,9.8,1.01,0.0,1.01,2.0,0.0,7.92,1.96,0.0,8.16,0.0,12.0,1.01,10.1,1.0,0.99,7.0,12.0,1.0,1.98,1.01,8.0,1.01,1.0,12.0,1.98,1.0,0.99,0.99,0.0,10.1,1.01,1.01,11.0,0.0,0.99
307,15.15,0.98,11.88,14.0,0.0,1.0,0.99,0.0,14.0,0.99,1.01,8.08,8.0,7.07,5.0,6.19,2.0,16.0,1.98,15.0,18.0,14.85,13.0,0.0,13.13,12.0,1.02,1.0,14.29,10.1,1.0,7.0,2.0,1.01,0.0,1.0,8.08,9.0,13.0,1.96,13.13,1.98,0.0,1.98,1.0,2.0,17.0,0.99,14.14,13.0,0.0,9.0,0.0,1.0,9.0,0.0,11.11,11.0,0.0,0.0,8.0,9.0,0.0,12.87,7.92,12.0,1.0,1.0,0.0,11.11,9.18,12.87,8.08,8.16,1.01,9.0,16.33,12.0,1.0,15.15,15.15,17.0,2.02,1.0,1.0,2.02,1.01,1.0,2.02,11.0,13.13,10.1,13.13,0.0,6.86,8.0,10.2,10.89,11.11,11.0,9.9,9.0,14.85,1.0,1.01,7.07,11.34,10.0,7.0,11.0,1.01,12.12,11.22,0.99,12.87,1.98,12.0,1.0,10.1,8.0,1.01,0.0,8.0,8.25,10.0,0.0,11.11,6.0,1.0,8.16,6.06,11.11,9.18,10.1,1.98,10.0,9.09,1.01,12.12,8.16
308,0.99,0.0,0.0,0.99,0.0,0.0,1.0,1.0,1.98,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.99,0.98,1.01,0.0,1.02,0.0,0.98,1.01,0.0,1.0,1.01,1.0,0.0,1.0,1.0,1.01,1.0,0.99,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.02,1.98,0.0,1.01,1.01,0.99,1.02,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.98,0.98,0.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,0.99,0.99,0.0,0.99,0.99,0.0,0.0,0.99,1.01,0.97,0.99,1.0,0.0,0.0,0.0,1.01,1.01,1.01,1.0,0.0,0.0,1.0,1.0,0.99,0.0,0.0,0.0,1.0,0.0,1.01,0.0,1.98,1.0,1.01,1.01,1.0,1.98,1.0,0.0,2.02,0.99,0.99,1.0,1.01,2.0,0.0,1.01,1.94,0.0,0.0,2.0,0.0,1.01,0.0,1.0,0.0,1.98,1.01,0.0,0.0,0.97,0.99,1.0,1.96,0.0,1.0,0.0,0.99,1.01,0.99,1.0
309,0.0,0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.01,1.01,0.0,2.0,1.98,1.0,1.0,0.0,1.01,1.0,0.0,0.0,2.0,0.99,1.01,0.99,1.0,1.0,1.98,1.0,1.01,1.01,0.0,10.81,0.0,0.0,1.0,1.01,1.01,0.0,0.0,1.0,1.0,0.99,0.0,0.0,2.0,1.0,1.01,0.0,1.01,1.01,1.01,0.0,0.0,1.98,0.99,0.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,0.0,0.99,0.99,1.01,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.98,1.0,1.01,1.0,0.0,0.99,1.0,1.0,1.96,0.99,1.0,1.01,1.02,0.99,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.01,0.99,0.0,0.99,0.0,0.0,1.01,1.0,1.02,1.01,0.0,2.0,2.0,0.0,0.0,0.0,1.01,1.0,1.0,0.0,1.01,2.0,2.0,0.0,1.98,1.0,1.02,1.02,1.0
310,0.0,0.99,0.0,1.0,1.0,0.0,1.0,0.0,1.01,0.0,1.01,1.0,0.0,1.98,1.01,0.0,1.0,2.0,0.0,1.96,0.0,0.98,1.01,1.01,0.99,1.01,0.0,1.01,1.01,1.0,1.98,0.0,7.0,28.57,1.0,1.01,0.0,0.0,1.98,1.0,0.99,1.01,1.01,0.0,1.0,0.0,1.98,1.0,1.0,1.0,0.0,1.0,2.0,1.01,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.01,1.0,1.01,1.01,1.01,1.01,1.98,1.01,1.94,1.0,0.99,0.0,0.0,1.0,1.0,1.0,1.98,1.01,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.01,0.0,1.98,1.0,1.0,1.01,0.0,2.0,1.98,1.0,1.02,0.98,0.0,1.0,1.0,0.0,1.01,0.99,1.0,1.01,1.01,0.98,0.0,1.0,1.0,1.98,1.0,1.01,0.99,1.96,1.01,1.01
311,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.01,0.99,1.98,1.01,1.01,1.0,1.0,1.0,0.0,11.0,0.0,0.99,1.0,0.0,1.0,1.96,0.0,0.0,0.98,1.0,0.99,1.0,1.0,1.02,0.99,0.0,17.46,1.01,0.99,1.01,1.01,0.0,1.0,0.0,2.0,0.99,1.0,1.01,1.01,0.0,1.0,1.98,1.0,1.0,1.01,0.0,0.0,1.0,0.99,0.99,0.0,1.0,0.0,1.0,0.99,0.99,0.0,1.0,1.01,0.0,0.0,1.01,1.0,0.0,0.99,1.0,1.0,0.0,0.0,1.01,2.02,1.01,0.98,0.99,1.0,2.0,1.0,0.0,1.02,0.0,1.01,1.01,1.0,1.0,1.0,1.98,2.0,1.0,1.0,0.0,0.0,1.02,2.0,1.01,1.0,2.94,1.01,0.0,2.0,1.0,0.99,0.0,0.0,1.98,0.0,1.01,2.0,1.01,0.0,1.0,0.0,1.01,1.01,2.0,0.0,1.0,2.0,1.01,1.01,1.01,0.99,1.0,1.0,0.98,1.01,1.02,0.0,1.0,0.0,1.0,1.0,1.01,1.0
312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.01,1.0,0.0,0.0,1.0,20.62,1.0,4.04,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.04,2.97,1.0,0.99,10.0,0.0,0.0,1.0,1.0,1.01,0.0,1.0,1.98,1.02,1.01,1.0,0.99,1.01,3.03,1.98,1.0,2.04,0.0,0.99,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.99,1.0,1.01,0.99,0.0,1.0,1.0,0.99,0.0,0.0,0.0,1.01,1.0,1.98,0.99,2.02,0.99,1.0,1.0,2.0,1.01,1.0,2.0,1.0,1.01,1.01,0.0,1.01,1.98,2.0,1.0,1.01,0.99,1.0,1.01,1.01,0.0,1.01,1.01,1.01,1.0,0.0,1.01,1.01,0.0,1.01,1.98,1.0,0.0,0.0,0.98,1.0,1.0,1.0,2.0,1.0,1.01,1.01,1.01,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.01,1.0,2.0,1.0,0.0,1.0,0.0
313,1.0,16.0,0.0,1.0,17.0,16.0,11.0,12.87,2.0,15.84,10.2,0.0,1.01,0.99,1.98,0.0,0.0,2.0,9.0,2.06,0.0,3.03,2.04,12.0,2.02,3.03,11.0,11.11,2.0,0.0,1.01,0.99,1.0,0.0,6.67,11.0,1.01,1.0,3.96,10.89,5.0,14.0,10.2,12.12,9.0,12.24,4.0,14.0,5.0,1.01,11.22,1.01,9.0,10.2,0.0,11.0,0.0,0.0,7.0,8.0,0.0,1.0,12.0,1.0,1.0,0.99,12.12,6.0,11.11,1.0,1.0,1.98,1.0,0.0,8.0,1.0,2.02,1.96,11.22,0.98,0.98,0.0,13.13,13.13,10.1,14.0,11.0,9.18,9.09,1.0,1.0,0.99,0.0,8.16,1.0,1.0,2.0,1.01,1.98,1.0,1.0,1.0,1.96,10.89,9.09,1.0,2.0,1.0,1.01,0.0,8.08,1.0,1.0,9.9,1.0,8.0,1.0,8.08,0.99,0.0,12.12,9.0,1.01,1.0,1.0,8.0,1.01,1.0,10.0,0.97,0.0,2.0,0.0,1.0,12.0,1.0,1.0,11.22,2.0,1.0
314,13.0,1.98,16.0,15.0,0.99,1.01,0.0,1.01,8.0,0.0,1.0,7.0,10.1,8.0,8.0,8.08,1.01,10.0,0.99,11.88,11.11,11.0,9.9,0.0,12.87,9.71,1.01,1.0,10.2,8.82,0.0,7.0,1.0,0.0,18.92,0.0,8.08,8.08,12.0,1.01,12.12,0.99,1.0,0.0,1.98,0.99,13.0,1.01,10.2,12.87,2.0,11.0,1.0,0.99,9.0,1.0,7.07,9.9,0.0,0.99,8.08,9.9,1.0,10.0,10.0,12.12,0.0,0.0,0.0,7.14,10.2,9.9,10.89,11.88,0.99,12.12,10.1,9.09,0.0,14.0,10.0,12.12,0.0,1.0,1.01,2.0,2.0,1.96,1.01,12.0,11.22,9.9,11.0,1.98,9.09,8.08,7.07,8.16,10.2,8.0,10.0,10.1,9.18,2.02,1.0,8.16,10.1,8.91,8.0,9.09,1.01,11.88,10.78,0.0,9.09,1.0,8.91,0.0,8.08,12.0,1.0,1.0,10.0,8.0,5.05,1.0,7.07,9.9,1.0,6.06,8.0,10.1,8.08,10.1,0.0,10.78,12.0,1.98,9.18,7.14
315,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.99,0.0,0.0,2.02,1.0,1.0,0.99,1.0,1.01,1.0,1.0,0.0,0.99,0.0,1.98,2.0,1.0,0.0,0.99,1.01,1.96,1.0,1.01,0.0,1.0,8.16,1.0,1.0,1.0,0.0,0.0,0.0,2.97,1.0,1.02,0.0,1.0,0.0,1.01,1.01,1.0,1.0,1.0,0.0,0.99,1.01,1.01,1.0,1.0,0.0,0.0,0.0,0.98,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.99,0.0,0.99,0.0,0.99,1.0,0.0,0.0,1.01,1.0,0.0,0.0,2.02,1.98,0.0,2.02,1.0,0.0,1.01,2.0,1.0,2.0,1.0,0.99,1.01,1.0,1.01,1.0,0.99,1.96,1.01,1.0,1.0,1.0,0.99,1.0,1.01,1.01,1.01,1.98,0.0,1.0,1.0,2.0,1.01,1.01,0.99,0.0,1.01,0.0,2.02,0.0,1.0,1.01,0.0,1.02,0.0,0.0,1.98,0.0,1.01,0.99,0.0,1.01,1.98,0.0,2.0,1.01,1.01,2.02,2.0,2.0
316,0.0,1.98,0.0,0.0,1.0,0.0,0.99,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.01,0.0,1.0,1.0,0.99,1.0,1.0,0.0,0.0,1.02,1.01,0.98,1.0,2.02,0.0,1.98,2.0,0.0,1.0,7.07,1.01,0.0,1.01,0.0,0.98,0.0,0.0,1.0,1.0,2.0,1.98,1.0,1.0,1.01,1.01,2.0,1.01,1.01,1.0,0.99,1.0,1.0,1.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.99,0.0,0.0,1.98,1.0,1.98,1.01,1.01,1.0,1.0,0.0,0.99,0.0,2.0,0.99,0.99,2.0,1.01,1.0,1.0,1.02,1.01,1.0,0.0,1.01,0.0,1.0,1.01,0.0,0.0,0.0,1.01,0.0,1.0,0.0,0.0,0.99,0.0,1.0,0.0,1.01,0.0,0.0,1.98,1.0,0.99,0.99,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.01,0.0,0.99,1.0
317,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.99,1.0,0.0,1.01,0.0,1.0,0.0,2.0,1.0,1.01,1.96,0.0,1.0,0.0,1.0,1.0,1.98,1.0,0.0,1.01,1.0,0.0,0.0,10.1,0.0,2.0,3.0,1.01,1.0,0.0,1.0,2.0,0.99,2.0,1.01,0.0,0.0,2.02,0.0,1.0,0.99,1.0,1.98,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,1.0,1.0,1.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.98,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.01,1.98,2.0,1.98,0.0,1.01,0.0,1.01,1.01,0.0,1.0,0.0,1.0,1.01,2.0,2.0,1.0,2.0,1.0,1.0,1.98,1.0,2.0,1.0,1.96,1.0,0.0,1.01,1.0,2.0,0.0,0.0,1.0,1.96,2.0,1.0,1.0,1.0,1.98,0.0,1.01,1.98,0.0,1.01,0.0,0.98,1.01,0.99,1.01,1.0,1.0,1.0,0.99,0.0,0.99
318,1.0,0.0,0.99,0.0,0.0,0.0,0.99,1.0,1.0,1.0,1.01,0.0,0.0,1.0,0.0,1.01,15.0,1.0,0.99,1.01,0.98,0.0,1.02,1.01,1.0,0.99,0.99,2.02,1.0,1.98,1.98,0.99,1.01,0.0,1.0,0.99,1.0,1.01,1.01,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.02,1.98,0.99,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.99,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.01,0.0,0.0,1.0,2.0,0.0,0.0,1.01,1.0,1.94,0.0,0.0,0.99,1.01,1.01,0.99,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.01,1.96,1.0,1.01,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.01,0.0,1.01,1.0,1.0,1.0,1.01,1.01,0.99,1.0,1.01,1.0,0.0,1.98,1.0,1.01,1.02,0.0,1.01,1.02,2.0,1.01,1.01,1.01
319,0.0,13.0,0.0,0.0,10.1,13.73,14.14,16.0,0.0,8.0,7.0,1.01,1.0,1.0,2.0,0.0,0.98,0.98,7.77,1.01,0.0,1.0,2.0,9.9,1.0,0.99,11.11,10.0,1.01,0.99,2.0,1.01,0.0,0.0,1.01,7.0,1.01,0.0,1.01,11.22,1.01,12.24,7.07,12.0,9.09,12.0,1.01,13.0,1.96,1.0,10.1,1.01,6.06,10.0,1.0,5.05,0.0,1.96,4.95,4.04,0.0,1.0,8.08,0.0,1.0,1.0,9.09,10.1,6.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,9.09,0.98,1.01,1.0,10.1,8.0,10.0,8.08,8.91,8.0,6.0,2.0,3.0,1.0,0.0,7.07,1.0,1.0,0.0,1.01,1.01,1.0,1.0,1.98,1.01,5.0,5.94,0.0,1.01,1.01,0.0,1.0,5.0,2.0,1.0,10.1,1.01,6.0,0.0,7.0,1.0,0.0,6.12,6.06,1.0,1.0,1.0,4.12,0.0,0.99,6.06,0.98,0.0,1.01,1.0,1.0,5.0,1.0,0.0,7.0,1.01,0.99
