kbbuffers,aceph01,aceph02,aceph03,aceph04
268,11556.0,972.0,960.0,936.0
269,11588.0,972.0,960.0,936.0
270,11588.0,972.0,968.0,944.0
271,11812.0,976.0,968.0,944.0
272,12084.0,980.0,968.0,944.0
273,12212.0,980.0,968.0,944.0
274,12248.0,980.0,968.0,944.0
275,12280.0,980.0,976.0,952.0
276,12312.0,984.0,976.0,952.0
277,12344.0,988.0,976.0,952.0
278,12376.0,988.0,976.0,952.0
279,12384.0,988.0,976.0,952.0
280,12408.0,988.0,984.0,960.0
281,12440.0,992.0,984.0,960.0
282,12472.0,996.0,984.0,960.0
283,12504.0,996.0,984.0,960.0
284,12536.0,996.0,984.0,960.0
285,12568.0,996.0,992.0,968.0
286,12600.0,1000.0,992.0,968.0
287,12632.0,1004.0,992.0,968.0
288,12664.0,1004.0,992.0,968.0
289,12664.0,1004.0,992.0,968.0
290,12696.0,1004.0,1000.0,976.0
291,12744.0,1008.0,1000.0,976.0
292,12780.0,1012.0,1000.0,976.0
293,12812.0,1012.0,1000.0,976.0
294,12844.0,1012.0,1000.0,976.0
295,12876.0,1012.0,1008.0,984.0
296,13084.0,1016.0,1008.0,984.0
297,13308.0,1020.0,1008.0,984.0
298,13332.0,1020.0,1008.0,984.0
299,13364.0,1020.0,1008.0,984.0
300,13396.0,1020.0,1016.0,992.0
301,13428.0,1020.0,1016.0,992.0
302,13460.0,1028.0,1016.0,992.0
303,13492.0,1028.0,1016.0,992.0
304,13524.0,1028.0,1016.0,992.0
305,13556.0,1028.0,1024.0,1000.0
306,13588.0,1028.0,1024.0,1000.0
307,13596.0,1036.0,1024.0,1000.0
308,13620.0,1036.0,1024.0,1000.0
309,13652.0,1036.0,1024.0,1000.0
310,13684.0,1036.0,1032.0,1008.0
311,13716.0,1036.0,1032.0,1008.0
312,13748.0,1044.0,1032.0,1008.0
313,13780.0,1044.0,1032.0,1008.0
314,13828.0,1044.0,1032.0,1008.0
315,13864.0,1044.0,1040.0,1016.0
316,13888.0,1044.0,1040.0,1016.0
317,13896.0,1052.0,1040.0,1016.0
318,13928.0,1052.0,1040.0,1016.0
319,13960.0,1052.0,1040.0,1016.0
320,13992.0,1052.0,1048.0,1024.0
321,14024.0,1052.0,1048.0,1024.0
322,14056.0,1060.0,1048.0,1024.0
323,14088.0,1060.0,1048.0,1024.0
324,14120.0,1060.0,1048.0,1024.0
325,14152.0,1060.0,1056.0,1032.0
326,14176.0,1060.0,1056.0,1032.0
327,14184.0,1068.0,1056.0,1032.0
328,14216.0,1068.0,1056.0,1032.0
329,14248.0,1068.0,1056.0,1032.0
330,14280.0,1068.0,1064.0,1040.0
331,14312.0,1068.0,1064.0,1040.0
332,14344.0,1076.0,1064.0,1040.0
333,14376.0,1076.0,1064.0,1040.0
334,14408.0,1076.0,1064.0,1040.0
335,14460.0,1076.0,1072.0,1048.0
336,14476.0,1076.0,1072.0,1048.0
337,14492.0,1084.0,1072.0,1048.0
338,14524.0,1084.0,1072.0,1048.0
339,14560.0,1084.0,1072.0,1048.0
340,14592.0,1084.0,1080.0,1056.0
341,14624.0,1084.0,1080.0,1056.0
342,14656.0,1092.0,1080.0,1056.0
343,14688.0,1092.0,1080.0,1056.0
344,14724.0,1092.0,1080.0,1060.0
345,14740.0,1092.0,1088.0,1068.0
346,14772.0,1092.0,1088.0,1068.0
347,14796.0,1100.0,1088.0,1068.0
348,14804.0,1100.0,1088.0,1068.0
349,14836.0,1100.0,1088.0,1068.0
350,14868.0,1100.0,1096.0,1076.0
351,14900.0,1100.0,1096.0,1076.0
352,14948.0,1108.0,1096.0,1076.0
353,14984.0,1108.0,1096.0,1076.0
354,15016.0,1108.0,1096.0,1076.0
355,15048.0,1108.0,1104.0,1084.0
356,15064.0,1108.0,1104.0,1084.0
357,15096.0,1116.0,1104.0,1084.0
358,15112.0,1116.0,1104.0,1084.0
359,15128.0,1116.0,1104.0,1084.0
360,15160.0,1116.0,1112.0,1092.0
361,15192.0,1116.0,1112.0,1092.0
362,15224.0,1124.0,1112.0,1092.0
363,15256.0,1124.0,1112.0,1092.0
364,15288.0,1124.0,1112.0,1092.0
365,15320.0,1124.0,1120.0,1100.0
366,15336.0,1128.0,1120.0,1100.0
367,15368.0,1132.0,1120.0,1100.0
368,15384.0,1132.0,1120.0,1100.0
369,15400.0,1132.0,1120.0,1100.0
370,15432.0,1132.0,1128.0,1108.0
371,15464.0,1132.0,1128.0,1108.0
372,15580.0,1140.0,1128.0,1108.0
373,15832.0,1140.0,1128.0,1108.0
374,16112.0,1140.0,1128.0,1108.0
375,16360.0,1140.0,1136.0,1116.0
376,16360.0,1140.0,1136.0,1116.0
377,16392.0,1148.0,1136.0,1116.0
378,16424.0,1148.0,1136.0,1116.0
379,16456.0,1148.0,1136.0,1116.0
380,16488.0,1148.0,1144.0,1124.0
381,16520.0,1148.0,1144.0,1124.0
382,16644.0,1156.0,1144.0,1124.0
383,16908.0,1156.0,1144.0,1124.0
384,16940.0,1156.0,1144.0,1124.0
385,16972.0,1156.0,1152.0,1132.0
386,16972.0,1156.0,1152.0,1132.0
387,17004.0,1164.0,1152.0,1132.0
388,17036.0,1164.0,1152.0,1132.0
389,17068.0,1164.0,1152.0,1132.0
390,17100.0,1164.0,1160.0,1140.0
391,17132.0,1164.0,1160.0,1140.0
392,17164.0,1172.0,1160.0,1140.0
393,17196.0,1172.0,1160.0,1140.0
394,17212.0,1172.0,1160.0,1140.0
395,17236.0,1172.0,1168.0,1148.0
396,17260.0,1172.0,1168.0,1148.0
397,17292.0,1180.0,1168.0,1148.0
398,17324.0,1180.0,1168.0,1148.0
399,17340.0,1180.0,1168.0,1148.0
