kbmemused,aceph01,aceph02,aceph03,aceph04
53,19616388.0,19482812.0,19555712.0,19478248.0
54,19629464.0,19472368.0,19548072.0,19476928.0
55,19691060.0,19499124.0,19619840.0,19549192.0
56,19693636.0,19537980.0,19628944.0,19552540.0
57,19715904.0,19508948.0,19614852.0,19525440.0
58,19721148.0,19544252.0,19669880.0,19589916.0
59,19723268.0,19582140.0,19665456.0,19554928.0
60,19767796.0,19568244.0,19680372.0,19565908.0
61,19784264.0,19624072.0,19739076.0,19552852.0
62,19770408.0,19603388.0,19733052.0,19547952.0
63,19791076.0,19602160.0,19753596.0,19579660.0
64,19791276.0,19631240.0,19765108.0,19576408.0
65,19805764.0,19655132.0,19746616.0,19598644.0
66,19843528.0,19638564.0,19800672.0,19646360.0
67,19800280.0,19700668.0,19764540.0,19632520.0
68,19856968.0,19671680.0,19768048.0,19667692.0
69,19866064.0,19681872.0,19797128.0,19697312.0
70,19851824.0,19724768.0,19798112.0,19676060.0
71,19908136.0,19704740.0,19841756.0,19714060.0
72,19887832.0,19758508.0,19855464.0,19738400.0
73,19896556.0,19778040.0,19823552.0,19717460.0
74,19950064.0,19777988.0,19869688.0,19768068.0
75,19934972.0,19833920.0,19890604.0,19775000.0
76,19962456.0,19821704.0,19863360.0,19768924.0
77,20004792.0,19866068.0,19866324.0,19819448.0
78,19998448.0,19910464.0,19926748.0,19806696.0
79,20038276.0,19853328.0,19919648.0,19819340.0
80,20034240.0,19878028.0,19924212.0,19862044.0
81,20069164.0,19877632.0,19975536.0,19845204.0
82,20104728.0,19884576.0,19963836.0,19836128.0
83,20080372.0,19938032.0,20000640.0,19888396.0
84,20127232.0,19937292.0,20008356.0,19859596.0
85,20163260.0,19954848.0,19990328.0,19881600.0
86,20179280.0,19998296.0,20056272.0,19916724.0
87,20112944.0,19986388.0,20021028.0,19917984.0
88,20087208.0,19973624.0,20016200.0,19964192.0
89,20119704.0,20018276.0,20068384.0,19968716.0
90,20147620.0,20014868.0,20081168.0,19965820.0
91,20143644.0,20039224.0,20082368.0,20036324.0
92,20191108.0,20051792.0,20133544.0,20018396.0
93,20175044.0,20025320.0,20113224.0,19993936.0
94,20172240.0,20122616.0,20160356.0,20049864.0
95,20214772.0,20103196.0,20182920.0,20040392.0
96,20211448.0,20120864.0,20149340.0,20109260.0
97,20216944.0,20191504.0,20158444.0,20110404.0
98,20256240.0,20163120.0,20224644.0,20133748.0
99,20249536.0,20176144.0,20192764.0,20173252.0
100,20311880.0,20225696.0,20227844.0,20145012.0
101,20306276.0,20196468.0,20291652.0,20197440.0
102,20303244.0,20197996.0,20271348.0,20210628.0
103,20326592.0,20239380.0,20336708.0,20199144.0
104,20368588.0,20240772.0,20352812.0,20264120.0
105,20337524.0,20232376.0,20328388.0,20197928.0
106,20368816.0,20256004.0,20409980.0,20182116.0
107,20341860.0,20258144.0,20372496.0,20206360.0
108,20387676.0,20264012.0,20385264.0,20218976.0
109,20409716.0,20330284.0,20371588.0,20214568.0
110,20404980.0,20308720.0,20353488.0,20271864.0
111,20461720.0,20317196.0,20410404.0,20290004.0
112,20441984.0,20358980.0,20400624.0,20265476.0
113,20460064.0,20340220.0,20392252.0,20280524.0
114,20477636.0,20355556.0,20457348.0,20329124.0
115,20485688.0,20423096.0,20431008.0,20306992.0
116,20489532.0,20381900.0,20438900.0,20343296.0
117,20516564.0,20397636.0,20502524.0,20363228.0
118,20534248.0,20448752.0,20456312.0,20340888.0
119,20520016.0,20404856.0,20473344.0,20386052.0
120,20583276.0,20453672.0,20536104.0,20399164.0
121,20562372.0,20474612.0,20503280.0,20396784.0
122,20595392.0,20458244.0,20516812.0,20458112.0
123,20625248.0,20494888.0,20595568.0,20436980.0
124,20620780.0,20523632.0,20559660.0,20432736.0
125,20671668.0,20490280.0,20592568.0,20479380.0
126,20683284.0,20511124.0,20610032.0,20466588.0
127,20657616.0,20561064.0,20597168.0,20526596.0
128,20702780.0,20545236.0,20649364.0,20484712.0
129,20698536.0,20589968.0,20635456.0,20498860.0
130,20706036.0,20602248.0,20622904.0,20542908.0
131,20770020.0,20578896.0,20682064.0,20517704.0
132,20741004.0,20599524.0,20666812.0,20576752.0
133,20770448.0,20641648.0,20664932.0,20580444.0
134,20803440.0,20630880.0,20731636.0,20568524.0
135,20785680.0,20636500.0,20685888.0,20621864.0
136,20840724.0,20696208.0,20690100.0,20608704.0
137,20835852.0,20666884.0,20721452.0,20611468.0
138,20833096.0,20752680.0,20720328.0,20675100.0
139,20877232.0,20747760.0,20752280.0,20632176.0
140,20877300.0,20756432.0,20777376.0,20689544.0
141,20919844.0,20793188.0,20754352.0,20673640.0
142,20913644.0,20794692.0,20775280.0,20698664.0
143,20918012.0,20806400.0,20816904.0,20741092.0
144,20955640.0,20835208.0,20819564.0,20735404.0
145,20951748.0,20825872.0,20824512.0,20773500.0
146,21019532.0,20872392.0,20887668.0,20773008.0
147,20974212.0,20850808.0,20877400.0,20757088.0
148,20974608.0,20852692.0,20871652.0,20830340.0
149,21031116.0,20887136.0,20930784.0,20813216.0
150,21008640.0,20871724.0,20919384.0,20856728.0
151,21074744.0,20883864.0,20922048.0,20864832.0
152,21071496.0,20941320.0,20964240.0,20846556.0
153,21050112.0,20932304.0,20970636.0,20844476.0
154,21063440.0,20937708.0,21002244.0,20852420.0
155,21123256.0,20962608.0,21051156.0,20843500.0
156,21107028.0,20987684.0,20981296.0,20885832.0
157,21146652.0,20951472.0,20984816.0,20907812.0
158,21161296.0,21008988.0,21043500.0,20896800.0
159,21144096.0,20991428.0,21013912.0,20945584.0
160,21204276.0,20993868.0,21017940.0,20939280.0
161,21181060.0,21030916.0,21084196.0,20940748.0
162,21172288.0,21033460.0,21044568.0,20979680.0
163,21206520.0,21053648.0,21074700.0,20971680.0
164,21216972.0,21083896.0,21109636.0,21004108.0
165,21215404.0,21064624.0,21071296.0,21013212.0
166,21258988.0,21074488.0,21125396.0,21001328.0
167,21260572.0,21137804.0,21140604.0,21029860.0
168,21262680.0,21107324.0,21121860.0,21073672.0
169,21326896.0,21163464.0,21152260.0,21047840.0
170,21310844.0,21159424.0,21195760.0,21087120.0
171,21323904.0,21140352.0,21180892.0,21116144.0
172,21398664.0,21174088.0,21253800.0,21091968.0
173,21376652.0,21222140.0,21249828.0,21107772.0
174,21448496.0,21184728.0,21234356.0,21155288.0
175,21373196.0,21244220.0,21304028.0,21127400.0
176,21365664.0,21243632.0,21262280.0,21168820.0
177,21440004.0,21231876.0,21273004.0,21180324.0
178,21403696.0,21273616.0,21323932.0,21160452.0
179,21404448.0,21268760.0,21282396.0,21209676.0
180,21438484.0,21269720.0,21302504.0,21202324.0
181,21413808.0,21323704.0,21347388.0,21201360.0
182,21483004.0,21311120.0,21342576.0,21247508.0
183,21467192.0,21355088.0,21379484.0,21236756.0
184,21467444.0,21388020.0,21399564.0,21256520.0
185,21515180.0,21357644.0,21360640.0,21295008.0
186,21503104.0,21402128.0,21407772.0,21277428.0
187,21514252.0,21398888.0,21442880.0,21299024.0
188,21576840.0,21454376.0,21428128.0,21314628.0
189,21562484.0,21446932.0,21457464.0,21314764.0
190,21585644.0,21436256.0,21466760.0,21384232.0
191,21628600.0,21450900.0,21453232.0,21339808.0
192,21640572.0,21464232.0,21478096.0,21360500.0
193,21638232.0,21436808.0,21533488.0,21387012.0
194,21665368.0,21460480.0,21534160.0,21379824.0
195,21640572.0,21527616.0,21526296.0,21424208.0
196,21699652.0,21505520.0,21546084.0,21437772.0
197,21726044.0,21510720.0,21583328.0,21425976.0
198,21679520.0,21549720.0,21564596.0,21474444.0
199,21715296.0,21532640.0,21579280.0,21453148.0
200,21754712.0,21581176.0,21647352.0,21492400.0
201,21763412.0,21613372.0,21623072.0,21492360.0
202,21824188.0,21568144.0,21614428.0,21511648.0
203,21761060.0,21609232.0,21651556.0,21534752.0
204,21786008.0,21637112.0,21664352.0,21517644.0
205,21818564.0,21619772.0,21651360.0,21558960.0
206,21803144.0,21645284.0,21696552.0,21551176.0
207,21852816.0,21674996.0,21718940.0,21543000.0
208,21819880.0,21665796.0,21709432.0,21596300.0
209,21850372.0,21673488.0,21746740.0,21604580.0
210,21873408.0,21719952.0,21753836.0,21598764.0
211,21883260.0,21707804.0,21738632.0,21635752.0
212,21896552.0,21743836.0,21784284.0,21611824.0
213,21910728.0,21762344.0,21776156.0,21650180.0
214,21898156.0,21741948.0,21790740.0,21675520.0
215,21946132.0,21752256.0,21824304.0,21656412.0
216,21928416.0,21783324.0,21827228.0,21729116.0
217,21986060.0,21774968.0,21884960.0,21707332.0
218,22016452.0,21812932.0,21889576.0,21703788.0
219,21996016.0,21833476.0,21848968.0,21732592.0
220,22035756.0,21822500.0,21904140.0,21731936.0
221,22049016.0,21873460.0,21908896.0,21732568.0
222,22050900.0,21879372.0,21879964.0,21769188.0
223,22137384.0,21864632.0,21931940.0,21762768.0
224,22124392.0,21911588.0,21947736.0,21785012.0
225,22117560.0,21906032.0,21950072.0,21811604.0
226,22178632.0,21922692.0,21997500.0,21785648.0
227,22159636.0,21982272.0,21950452.0,21818740.0
228,22153644.0,21926584.0,21954516.0,21852760.0
229,22178680.0,21946748.0,21990684.0,21847032.0
230,22175464.0,21996492.0,21980908.0,21900916.0
231,22221464.0,21973792.0,21992356.0,21904632.0
232,22218732.0,21993628.0,22054288.0,21899784.0
233,22214020.0,22050468.0,22041528.0,21955676.0
234,22237056.0,22032004.0,22036328.0,21934228.0
235,22234552.0,22047000.0,22067752.0,21943996.0
236,22276560.0,22085240.0,22068240.0,21969648.0
237,22316408.0,22066336.0,22062776.0,21940496.0
238,22278252.0,22084608.0,22112216.0,22008800.0
239,22323104.0,22133588.0,22117920.0,21984852.0
240,22322924.0,22135620.0,22114008.0,21993500.0
241,22328232.0,22168420.0,22180644.0,22048664.0
242,22429232.0,22238588.0,22163192.0,22000728.0
243,22287332.0,22186080.0,22148836.0,22054748.0
244,22338028.0,22196408.0,22169248.0,22073800.0
245,22341836.0,22252836.0,22204416.0,22051044.0
246,22314564.0,22213408.0,22186544.0,22066588.0
247,22385800.0,22233428.0,22225072.0,22079868.0
248,22387328.0,22295020.0,22251880.0,22064428.0
249,22399572.0,22229060.0,22253800.0,22120432.0
250,22448668.0,22247100.0,22273612.0,22117304.0
251,22426864.0,22268892.0,22291280.0,22117764.0
252,22453616.0,22258160.0,22271932.0,22172380.0
253,22485908.0,22319632.0,22307604.0,22151536.0
254,22454476.0,22330760.0,22336540.0,22180808.0
255,22502412.0,22331748.0,22327428.0,22217244.0
256,22487716.0,22391180.0,22373396.0,22195180.0
257,22531932.0,22366724.0,22380436.0,22251412.0
258,22530396.0,22350792.0,22375612.0,22222528.0
259,22512292.0,22365036.0,22399740.0,22252576.0
260,22541820.0,22412900.0,22394412.0,22272940.0
261,22591172.0,22386612.0,22397940.0,22265112.0
262,22565792.0,22386556.0,22451888.0,22279464.0
263,22619724.0,22428476.0,22441476.0,22309176.0
264,22608284.0,22428220.0,22503816.0,22302680.0
265,22609920.0,22497760.0,22472812.0,22349168.0
266,22658644.0,22487548.0,22474412.0,22354372.0
267,22639416.0,22475560.0,22547232.0,22326272.0
268,22674404.0,22529884.0,22505680.0,22376572.0
269,22715980.0,22516996.0,22491056.0,22365124.0
270,22696200.0,22511444.0,22539180.0,22381876.0
271,22743616.0,22564524.0,22516572.0,22428640.0
272,22732412.0,22570952.0,22516832.0,22406424.0
273,22711928.0,22557728.0,22556608.0,22429912.0
274,22720216.0,22611444.0,22549680.0,22481796.0
275,22774796.0,22591400.0,22568424.0,22463724.0
276,22754780.0,22623412.0,22593728.0,22497616.0
277,22772508.0,22648348.0,22587424.0,22486048.0
278,22803884.0,22631712.0,22643284.0,22480408.0
279,22789676.0,22676376.0,22634608.0,22520360.0
280,22838852.0,22686916.0,22626756.0,22502864.0
281,22833252.0,22671024.0,22680340.0,22554676.0
282,22883084.0,22729512.0,22670636.0,22565460.0
283,22900304.0,22707124.0,22666004.0,22565512.0
284,22906312.0,22710072.0,22723024.0,22598568.0
285,22945572.0,22764888.0,22676068.0,22566972.0
286,22963676.0,22790240.0,22689396.0,22599788.0
287,22945712.0,22768856.0,22736860.0,22650904.0
288,22994872.0,22803272.0,22729836.0,22604272.0
289,22986952.0,22803880.0,22736728.0,22646952.0
290,22952400.0,22800044.0,22768376.0,22636188.0
291,23007852.0,22863608.0,22774844.0,22633888.0
292,22977892.0,22852544.0,22773480.0,22679408.0
293,23049400.0,22827804.0,22793252.0,22680856.0
294,23068288.0,22875548.0,22853060.0,22706376.0
295,23071852.0,22852784.0,22847432.0,22712692.0
296,23148608.0,22881664.0,22853284.0,22717544.0
297,23084308.0,22899180.0,22881632.0,22725376.0
298,23074084.0,22871180.0,22857600.0,22764820.0
299,23129916.0,22894832.0,22867132.0,22746776.0
300,23118784.0,22940732.0,22895184.0,22808448.0
301,23102032.0,22915560.0,22905772.0,22811788.0
302,23146188.0,22923064.0,22912392.0,22768332.0
303,23109752.0,22960708.0,22955340.0,22813660.0
304,23162984.0,22978352.0,22967604.0,22848624.0
305,23190748.0,22963288.0,22967528.0,22825536.0
306,23165624.0,22976988.0,22961096.0,22891652.0
307,23216576.0,23027060.0,23009096.0,22886416.0
308,23235960.0,23010816.0,22986640.0,22866616.0
309,23219296.0,23013192.0,23030280.0,22911156.0
310,23281644.0,23043252.0,23042172.0,22903824.0
311,23264552.0,23049656.0,23028528.0,22900352.0
312,23279136.0,23068524.0,23071296.0,22954128.0
313,23331072.0,23113480.0,23075136.0,22951344.0
314,23292360.0,23092988.0,23064200.0,22929868.0
315,23327692.0,23122320.0,23092448.0,22983012.0
316,23329788.0,23163720.0,23129004.0,22987036.0
317,23333652.0,23137768.0,23112840.0,22997728.0
318,23399208.0,23173628.0,23155892.0,23058552.0
319,23378108.0,23184936.0,23152884.0,23049028.0
320,23422664.0,23188184.0,23164496.0,23037540.0
321,23453572.0,23210368.0,23205884.0,23065480.0
322,23449908.0,23175708.0,23183860.0,23049332.0
323,23489560.0,23198112.0,23197704.0,23099296.0
324,23494832.0,23215708.0,23227632.0,23113716.0
325,23491360.0,23220620.0,23211368.0,23083628.0
326,23525828.0,23259240.0,23233440.0,23137780.0
327,23516880.0,23285420.0,23283560.0,23154928.0
328,23536056.0,23262244.0,23262716.0,23123120.0
329,23598716.0,23298344.0,23285452.0,23186440.0
330,23574080.0,23304496.0,23340908.0,23184888.0
331,23634088.0,23297260.0,23295584.0,23196984.0
332,23628660.0,23314876.0,23305828.0,23231800.0
333,23608648.0,23372604.0,23358168.0,23208624.0
334,23688620.0,23374528.0,23336828.0,23253696.0
335,23682224.0,23437976.0,23348324.0,23281352.0
336,23666596.0,23457356.0,23387148.0,23249084.0
337,23696732.0,23477992.0,23373812.0,23300580.0
338,23687240.0,23504008.0,23406992.0,23298068.0
339,23672036.0,23466688.0,23439092.0,23285360.0
340,23728708.0,23500568.0,23420448.0,23328764.0
341,23727664.0,23522548.0,23498324.0,23334776.0
342,23720624.0,23480736.0,23493664.0,23338244.0
343,23793496.0,23494484.0,23480480.0,23367736.0
344,23773404.0,23527272.0,23524568.0,23348660.0
345,23802924.0,23497816.0,23522080.0,23356604.0
346,23817272.0,23497468.0,23493488.0,23402472.0
347,23795324.0,23533608.0,23529160.0,23392172.0
348,23825572.0,23529052.0,23535844.0,23420468.0
349,23839156.0,23564012.0,23555200.0,23451252.0
350,23828564.0,23607552.0,23617796.0,23438188.0
351,23873424.0,23602528.0,23589756.0,23485640.0
352,23843652.0,23655440.0,23598092.0,23482512.0
353,23904940.0,23634876.0,23621180.0,23483240.0
354,23912224.0,23637436.0,23598268.0,23521176.0
355,23912972.0,23676856.0,23617088.0,23493432.0
356,23964400.0,23689452.0,23683052.0,23494848.0
357,23996088.0,23666256.0,23630016.0,23529188.0
358,23949180.0,23710652.0,23642328.0,23537504.0
359,23998944.0,23725960.0,23690748.0,23543252.0
360,23989836.0,23710660.0,23688224.0,23594688.0
361,23986856.0,23756712.0,23722592.0,23617860.0
362,24044276.0,23725040.0,23727716.0,23584596.0
363,24048736.0,23772408.0,23714760.0,23625008.0
364,24030720.0,23795164.0,23748280.0,23620400.0
365,24073488.0,23780928.0,23777532.0,23624832.0
366,24069528.0,23825296.0,23752508.0,23679440.0
367,24086228.0,23831508.0,23783512.0,23644332.0
368,24129952.0,23789368.0,23827592.0,23688588.0
369,24116012.0,23790048.0,23788564.0,23683644.0
370,24137116.0,23840488.0,23842088.0,23689432.0
371,24169420.0,23821628.0,23817308.0,23730124.0
372,24182516.0,23861772.0,23833916.0,23715092.0
373,24241624.0,23882728.0,23884776.0,23786128.0
374,24179408.0,23858976.0,23854016.0,23795744.0
375,24155480.0,23892904.0,23892460.0,23785880.0
376,24193928.0,23913940.0,23900840.0,23833396.0
377,24191740.0,23906256.0,23889064.0,23812532.0
378,24229020.0,23967116.0,23934104.0,23837456.0
379,24266816.0,23959968.0,23961232.0,23883980.0
380,24278980.0,23935352.0,23932036.0,23860160.0
381,24321856.0,24000176.0,23958120.0,23890416.0
382,24308204.0,23995284.0,23997172.0,23880108.0
383,24180684.0,23981280.0,23993556.0,23912324.0
384,24248300.0,24037120.0,24047656.0,23921336.0
385,24207816.0,24018540.0,24039704.0,23884892.0
386,24255576.0,23999468.0,24033448.0,23905580.0
387,24249984.0,24051604.0,24083532.0,23964820.0
388,24282312.0,24051944.0,24088868.0,23928076.0
389,24336424.0,24052768.0,24081616.0,23987176.0
390,24314516.0,24091224.0,24130700.0,23977744.0
391,24362260.0,24087508.0,24136020.0,24008700.0
392,24371080.0,24085668.0,24154136.0,24061964.0
393,24396384.0,24126652.0,24185248.0,24011632.0
394,24441876.0,24139056.0,24133984.0,24025992.0
395,24380212.0,24113464.0,24151268.0,24053168.0
396,24404760.0,24181012.0,24210216.0,24035232.0
397,24431100.0,24176904.0,24181640.0,24086628.0
398,24436780.0,24152276.0,24194172.0,24107644.0
399,24432888.0,24166996.0,24214912.0,24080152.0
