op,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
179,721550,588156,667076,452658,480647,473700,484478,567525,812864,660248,694855,841744,630598,480658,759857,519277,498593,683797,426698,562008,518143,778459,730952,696652,547209,880760,554093,784068,840021,656804,463201,771444,823072,714504,919752,715334,308154,436041,1226893,627530
180,721791,588373,667256,452791,480832,473840,484712,567672,813063,660460,695008,841967,630934,480833,760138,519496,498756,683942,426927,562283,518299,778712,731124,696865,547452,880927,554285,784263,840223,657022,463426,771649,823249,714745,920007,715554,308350,436220,1227099,627773
181,721999,588543,667430,452939,481029,474051,484809,567882,813269,660673,695191,842152,631107,481036,760320,519705,498980,684107,427189,562469,518486,778973,731348,697092,547637,881119,554449,784434,840445,657228,463646,771842,823434,714983,920210,715741,308502,436428,1227281,627954
182,722211,588757,667658,453097,481210,474237,485060,568013,813469,660909,695327,842327,631290,481197,760493,519894,499198,684280,427327,562659,518661,779165,731544,697259,547846,881285,554681,784593,840508,657495,463820,772020,823641,715210,920365,715950,308723,436590,1227520,628186
183,722376,588892,667880,453342,481399,474472,485163,568245,813676,661004,695531,842485,631494,481387,760693,520071,499368,684429,427498,562825,518800,779385,731751,697476,548016,881509,554926,784763,840728,657738,464071,772215,823812,715467,920605,716144,308906,436777,1227709,628416
184,722596,589026,668017,453530,481553,474680,485249,568411,813841,661186,695714,842677,631694,481662,760901,520291,499548,684624,427705,562998,518994,779571,731967,697717,548263,881744,555102,784995,840935,657875,464299,772460,824049,715694,920785,716339,309087,436898,1227889,628620
185,722779,589237,668199,453659,481746,474847,485426,568554,814035,661304,695921,842923,631976,481883,761111,520484,499789,684805,427927,563215,519181,779858,732184,697864,548474,881926,555338,785179,841132,658176,464458,772671,824216,715920,920966,716566,309268,437074,1228087,628823
186,722935,589467,668334,453922,481913,474984,485672,568696,814175,661524,696062,843133,632223,482087,761313,520705,499991,684958,428118,563546,519317,780084,732369,698104,548698,882086,555579,785407,841246,658360,464693,772773,824395,716138,921174,716706,309457,437245,1228317,629045
187,723177,589676,668544,454095,482130,475241,485856,568854,814452,661717,696247,843305,632455,482264,761509,520928,500166,685136,428290,563640,519521,780317,732576,698370,548967,882300,555734,785553,841472,658649,464910,773053,824598,716328,921361,716923,309622,437456,1228575,629243
188,723371,589898,668719,454302,482368,475459,486073,569068,814648,661897,696424,843518,632692,482489,761701,521151,500360,685289,428489,563836,519620,780506,732797,698634,549134,882468,555980,785759,841616,658795,465147,773216,824782,716544,921559,717170,309881,437585,1228719,629452
189,723602,590084,668931,454500,482512,475640,486249,569267,814808,662158,696588,843704,632896,482733,761941,521339,500632,685487,428740,564085,519803,780704,732957,698844,549308,882687,556145,785869,841816,658995,465373,773403,825020,716754,921799,717326,310056,437787,1228969,629696
190,723818,590270,669159,454724,482756,475848,486428,569503,814965,662364,696791,843897,633131,482860,762135,521566,500774,685742,428873,564317,519975,780889,733159,699031,549505,882857,556360,786102,841956,659177,465536,773580,825201,717000,921990,717532,310236,438080,1229206,629906
191,724021,590449,669360,454913,482990,476038,486572,569648,815148,662566,696980,844132,633369,483148,762280,521747,501009,685848,429090,564517,520142,781091,733358,699222,549781,883037,556564,786214,842124,659378,465818,773821,825454,717286,922234,717707,310438,438184,1229467,630136
192,724226,590620,669516,455073,483155,476218,486724,569814,815331,662756,697143,844306,633652,483323,762546,521975,501173,686005,429246,564730,520324,781302,733565,699488,549991,883252,556739,786412,842293,659613,466044,773997,825652,717533,922434,717957,310560,438375,1229620,630347
193,724413,590772,669739,455302,483384,476398,486885,570032,815480,662888,697305,844572,633820,483550,762726,522184,501386,686190,429429,564900,520496,781477,733750,699737,550222,883398,557008,786631,842449,659817,466244,774186,825872,717780,922657,718164,310765,438562,1229839,630629
194,724580,590961,669924,455469,483584,476591,487076,570169,815686,663125,697517,844766,634021,483770,762924,522341,501647,686378,429639,565051,520675,781685,733978,699961,550456,883565,557259,786841,842622,660016,466469,774344,826038,717962,922841,718341,310967,438771,1229995,630814
195,724821,591141,670133,455680,483789,476753,487198,570317,815896,663332,697687,844958,634249,483953,763124,522561,501852,686564,429911,565310,520834,781961,734164,700207,550625,883747,557429,786993,842768,660264,466676,774513,826247,718145,923067,718509,311184,438883,1230204,631030
196,724985,591380,670335,455848,483958,476944,487396,570527,816143,663434,697883,845139,634470,484153,763317,522759,502054,686755,430086,565570,520996,782149,734360,700431,550854,883952,557680,787176,842920,660438,466860,774724,826501,718416,923286,718705,311407,439087,1230425,631263
197,725230,591553,670539,456038,484193,477205,487585,570715,816344,663676,698057,845337,634709,484353,763540,522978,502283,686908,430289,565746,521176,782342,734548,700644,551048,884133,557858,787331,843094,660680,467071,774907,826701,718622,923469,718894,311503,439282,1230597,631469
198,725404,591731,670665,456213,484381,477413,487714,570881,816553,663897,698220,845539,634937,484501,763716,523233,502502,687090,430392,565947,521329,782556,734715,700911,551300,884298,558079,787530,843318,660904,467257,775050,826855,718856,923606,719045,311726,439482,1230764,631646
199,725624,591944,670871,456455,484586,477606,487914,571090,816752,664059,698391,845705,635109,484742,763896,523405,502700,687251,430615,566151,521503,782760,734932,701135,551472,884484,558281,787761,843463,661086,467476,775275,827077,719086,923782,719280,311893,439617,1231011,631882
200,725743,592162,671099,456619,484800,477793,488155,571222,816935,664290,698586,845924,635345,484943,764091,523629,502902,687427,430793,566368,521637,782897,735108,701356,551594,884667,558487,787916,843609,661271,467626,775497,827226,719243,924098,719394,312075,439834,1231156,632077
201,725923,592311,671277,456805,484986,477971,488306,571408,817171,664443,698754,846130,635581,485160,764296,523796,503114,687654,430971,566540,521770,783097,735278,701542,551872,884833,558653,788112,843766,661464,467893,775645,827445,719480,924255,719620,312321,439996,1231364,632251
202,726134,592492,671526,457022,485188,478140,488414,571554,817369,664640,698961,846331,635807,485365,764470,523976,503313,687751,431217,566773,521939,783333,735471,701735,552016,885030,558859,788272,843905,661626,468097,775857,827624,719707,924529,719793,312477,440260,1231581,632549
203,726378,592704,671703,457179,485385,478342,488613,571753,817582,664785,699110,846541,636042,485570,764703,524172,503543,688015,431399,567009,522068,783503,735615,701919,552243,885235,559082,788428,844068,661860,468349,776047,827845,719981,924676,720053,312667,440407,1231745,632717
204,726612,592842,671904,457432,485571,478565,488753,571944,817758,664972,699299,846739,636235,485809,764879,524411,503727,688184,431568,567173,522229,783717,735783,702112,552436,885348,559288,788552,844221,662034,468557,776294,828019,720144,924880,720217,312838,440504,1231911,632962
205,726751,593022,672107,457646,485774,478735,488922,572089,818035,665149,699464,846949,636423,485998,765098,524575,503929,688363,431774,567385,522354,783908,735959,702293,552646,885555,559472,788683,844394,662252,468738,776462,828219,720364,925130,720381,312965,440712,1232143,633137
206,726996,593229,672284,457782,486007,478877,489034,572230,818123,665370,699638,847136,636633,486188,765305,524813,504083,688512,431993,567615,522530,784138,736133,702496,552821,885780,559680,788860,844545,662403,468966,776670,828428,720572,925307,720582,313171,440879,1232319,633406
207,727192,593445,672461,458022,486172,479055,489338,572437,818344,665492,699826,847375,636877,486353,765489,525023,504335,688679,432110,567774,522640,784310,736320,702717,552999,885950,559845,789017,844686,662595,469171,776820,828543,720786,925430,720794,313383,441067,1232482,633625
208,727362,593626,672680,458205,486406,479265,489461,572637,818558,665722,699989,847578,637093,486528,765694,525203,504506,688847,432312,567955,522808,784487,736488,702915,553228,886152,560054,789208,844860,662824,469353,777051,828725,720952,925621,720971,313511,441235,1232696,633753
209,727666,593818,672834,458441,486608,479512,489598,572836,818783,665868,700150,847767,637273,486748,765837,525400,504688,688973,432491,568129,522955,784726,736716,703079,553368,886350,560241,789388,845004,663011,469576,777220,828929,721222,925874,721169,313714,441478,1232801,634020
210,727841,594046,673030,458672,486810,479655,489820,572991,818999,666075,700296,847944,637452,486876,766047,525598,504909,689136,432614,568367,523060,784926,736881,703272,553602,886525,560405,789553,845192,663206,469814,777425,829135,721417,926094,721390,313886,441562,1233010,634162
211,728063,594225,673269,458836,487023,479856,490043,573169,819244,666271,700453,848105,637611,487109,766200,525722,505085,689276,432777,568534,523228,785124,737075,703497,553768,886760,560582,789695,845353,663415,469991,777617,829300,721647,926251,721565,314070,441780,1233226,634337
212,728256,594455,673455,459014,487269,480088,490241,573323,819426,666477,700598,848272,637806,487301,766391,525939,505212,689460,432972,568715,523378,785348,737252,703713,554024,886934,560771,789852,845526,663648,470196,777845,829517,721834,926473,721778,314222,441940,1233466,634569
213,728497,594640,673681,459210,487469,480295,490398,573498,819614,666692,700788,848432,638003,487484,766562,526130,505448,689595,433134,568885,523557,785561,737458,703936,554179,887153,560998,790093,845626,663769,470358,778055,829702,722037,926694,721920,314439,442123,1233684,634783
214,728706,594836,673876,459401,487710,480461,490603,573621,819861,666907,700938,848579,638212,487677,766777,526319,505619,689781,433310,569094,523687,785704,737612,704064,554352,887326,561149,790166,845810,663981,470600,778223,829910,722265,926857,722133,314597,442319,1233852,635116
215,728878,594965,674071,459597,487877,480656,490760,573866,820017,667040,701123,848751,638438,487886,766968,526550,505786,689923,433518,569244,523854,785882,737782,704233,554580,887482,561343,790339,845954,664172,470791,778392,830075,722488,927032,722335,314796,442488,1234080,635213
216,729050,595184,674186,459784,488076,480852,490958,574058,820274,667212,701312,848979,638688,488100,767196,526675,506029,690134,433728,569479,524058,786105,738009,704465,554811,887692,561550,790543,846116,664398,470989,778556,830278,722728,927245,722490,314993,442704,1234351,635464
217,729249,595385,674427,459975,488227,481023,491151,574248,820365,667362,701500,849153,638928,488309,767371,526929,506261,690406,433904,569693,524199,786276,738239,704689,555022,887889,561762,790737,846286,664615,471237,778764,830517,722907,927470,722737,315234,442804,1234449,635672
218,729444,595558,674598,460176,488451,481272,491298,574441,820587,667587,701736,849362,639187,488525,767618,527101,506476,690510,434114,569901,524370,786478,738429,704938,555205,888076,561974,790973,846482,664830,471445,778934,830705,723139,927654,722892,315365,443062,1234634,635896
219,729654,595760,674822,460373,488608,481396,491492,574619,820811,667754,701894,849574,639415,488716,767805,527302,506663,690673,434272,570129,524521,786696,738614,705105,555415,888270,562186,791161,846675,665023,471653,779113,830900,723309,927856,723081,315551,443199,1234780,636090
220,729882,595912,675013,460548,488842,481637,491726,574800,821006,667906,702103,849786,639669,488951,768033,527524,506865,690865,434472,570298,524665,786884,738761,705328,555622,888406,562378,791309,846823,665190,471855,779293,831070,723515,927986,723260,315717,443359,1235093,636266
221,730053,596100,675164,460740,489019,481839,491825,574958,821161,668169,702323,849984,639931,489171,768187,527728,507108,691080,434668,570506,524838,787077,738950,705574,555862,888569,562602,791499,846974,665434,472110,779478,831281,723696,928186,723441,315875,443531,1235231,636496
222,730299,596262,675325,460912,489237,482003,491972,575155,821348,668318,702523,850220,640127,489361,768410,527967,507287,691263,434899,570731,525002,787333,739125,705810,556072,888804,562800,791676,847157,665617,472342,779657,831502,723970,928455,723615,316091,443745,1235442,636689
223,730474,596473,675555,461100,489440,482192,492179,575281,821528,668503,702697,850432,640406,489583,768661,528156,507529,691398,435066,570992,525158,787516,739383,706037,556338,888979,562992,791852,847341,665819,472586,779886,831696,724254,928628,723846,316279,443905,1235646,636922
224,730656,596656,675714,461271,489628,482353,492355,575441,821756,668699,702904,850609,640593,489797,768836,528324,507665,691623,435255,571204,525348,787740,739589,706281,556491,889164,563223,792059,847481,666016,472806,780140,831918,724377,928806,724042,316491,444043,1235845,637095
225,730848,596832,675941,461447,489795,482598,492471,575660,822008,668839,703080,850815,640836,489974,769025,528555,507837,691807,435490,571383,525492,787893,739758,706475,556745,889369,563396,792206,847640,666209,472985,780281,832136,724527,928976,724243,316687,444222,1236021,637324
226,731066,596999,676163,461690,490003,482761,492636,575799,822169,669067,703273,851021,641090,490174,769220,528754,508020,691966,435671,571627,525675,788074,739951,706675,556921,889528,563596,792403,847805,666421,473148,780501,832262,724767,929203,724484,316851,444415,1236190,637573
227,731279,597177,676279,461842,490157,482899,492802,575987,822372,669184,703469,851220,641291,490415,769414,528935,508230,692098,435835,571843,525824,788326,740137,706881,557159,889753,563847,792539,847973,666635,473369,780694,832545,724970,929414,724663,317056,444599,1236416,637798
228,731460,597363,676550,462035,490378,483091,493005,576190,822630,669442,703631,851434,641565,490569,769609,529138,508456,692273,436004,572040,525987,788558,740326,707122,557353,889907,564030,792754,848151,666819,473577,780875,832731,725184,929531,724831,317224,444757,1236605,637976
229,731722,597528,676743,462247,490532,483260,493195,576343,822929,669641,703802,851625,641757,490791,769809,529310,508610,692438,436206,572217,526145,788789,740528,707352,557537,890054,564256,792963,848314,667021,473777,781067,832934,725438,929728,725038,317416,444996,1236673,638188
230,731896,597699,676957,462506,490837,483498,493394,576548,823078,669767,703987,851844,641962,490986,769996,529501,508844,692634,436423,572450,526269,788986,740736,707534,557731,890249,564450,793111,848446,667285,473975,781246,833099,725692,929986,725240,317653,445118,1236939,638364
231,732116,597877,677106,462713,491039,483663,493522,576684,823254,669923,704149,852043,642230,491193,770155,529745,509053,692826,436625,572665,526451,789232,740876,707762,557945,890420,564633,793257,848625,667447,474174,781395,833332,725868,930139,725369,317800,445333,1237204,638530
232,732269,598061,677293,462910,491254,483880,493715,576905,823477,670117,704363,852256,642387,491399,770359,529897,509236,693012,436821,572829,526624,789427,741120,707984,558158,890660,564867,793524,848750,667583,474387,781591,833551,726072,930347,725566,317988,445518,1237432,638772
233,732515,598252,677501,463081,491463,484024,493914,577065,823685,670329,704553,852457,642625,491608,770593,530147,509482,693223,437010,573044,526772,789643,741262,708163,558369,890823,565047,793615,848892,667821,474575,781751,833748,726268,930567,725734,318231,445703,1237643,638977
234,732681,598417,677696,463289,491686,484228,494041,577284,823911,670584,704776,852649,642927,491837,770821,530337,509706,693392,437228,573306,526917,789861,741493,708367,558579,891029,565266,793820,849079,668015,474798,781919,833941,726506,930689,725943,318410,445867,1237887,639161
235,732977,598644,677913,463404,491923,484469,494225,577428,824137,670814,704965,852874,643165,492025,770986,530512,509930,693573,437436,573484,527080,790057,741692,708632,558798,891245,565443,794041,849264,668263,474965,782160,834120,726664,930965,726075,318542,446055,1238102,639338
236,733120,598847,678035,463616,492087,484702,494378,577663,824367,670930,705120,853035,643363,492203,771227,530720,510088,693723,437617,573695,527211,790296,741863,708835,558998,891403,565665,794220,849444,668479,475162,782361,834353,726937,931175,726326,318722,446288,1238221,639618
237,733276,599035,678264,463794,492296,484858,494619,577784,824522,671126,705294,853191,643554,492361,771403,530937,510277,693889,437762,573926,527371,790517,742036,709053,559175,891593,565876,794413,849581,668701,475365,782541,834589,727217,931358,726517,318978,446449,1238444,639824
238,733494,599217,678363,463956,492536,485077,494822,577970,824653,671302,705508,853367,643753,492576,771537,531106,510456,694069,437957,574112,527536,790726,742233,709234,559444,891782,566053,794534,849745,668914,475554,782737,834749,727375,931497,726741,319126,446659,1238610,640021
239,733655,599393,678529,464156,492704,485179,494999,578096,824894,671509,705677,853583,643972,492760,771753,531281,510639,694288,438158,574283,527656,790944,742437,709475,559714,891961,566270,794698,849901,669153,475746,782945,834959,727591,931708,726973,319339,446793,1238812,640190
240,733868,599565,678788,464347,492879,485451,495184,578230,825050,671666,705870,853790,644209,492973,771949,531504,510797,694480,438372,574531,527860,791178,742638,709683,559916,892168,566485,794901,850075,669359,475936,783201,835151,727768,931908,727132,319490,447031,1238985,640452
241,734051,599711,678951,464504,493048,485636,495275,578388,825260,671831,706018,853992,644455,493196,772161,531695,511031,694657,438539,574714,528010,791384,742818,709888,560096,892370,566688,795052,850273,669560,476112,783412,835335,727950,932115,727347,319683,447173,1239160,640617
242,734188,599880,679124,464711,493155,485777,495465,578558,825468,672013,706219,854172,644713,493372,772358,531884,511207,694857,438720,574945,528153,791622,743029,710091,560276,892539,566883,795231,850404,669744,476275,783587,835534,728155,932309,727503,319809,447327,1239350,640808
243,734419,600111,679326,464902,493419,486010,495657,578731,825651,672216,706383,854372,644909,493607,772584,532103,511449,695033,438888,575110,528296,791808,743216,710259,560501,892719,567139,795400,850562,669976,476461,783793,835731,728368,932477,727681,320012,447528,1239530,641021
244,734601,600295,679552,465084,493625,486194,495805,578886,825889,672364,706558,854583,645142,493812,772772,532304,511626,695184,439066,575306,528465,792029,743410,710490,560695,892908,567325,795575,850716,670183,476698,783990,835916,728561,932727,727845,320212,447746,1239804,641297
245,734770,600470,679737,465296,493801,486369,495994,579092,826013,672550,706756,854814,645386,494002,772900,532442,511822,695350,439274,575553,528627,792227,743589,710691,560875,893082,567585,795780,850884,670390,476968,784193,836093,728829,932879,728050,320452,447913,1239977,641504
246,735006,600675,679916,465506,493990,486588,496156,579246,826241,672732,706934,855034,645602,494183,773192,532683,512041,695544,439460,575752,528757,792414,743764,710914,561032,893246,567735,795923,851062,670620,477171,784388,836323,729057,933101,728294,320657,448109,1240206,641736
247,735225,600850,680170,465714,494185,486791,496333,579439,826480,672873,707105,855212,645815,494380,773348,532863,512212,695677,439671,575883,528934,792637,743968,711121,561241,893478,567913,796113,851225,670760,477351,784552,836520,729291,933314,728499,320795,448256,1240401,641926
248,735456,601057,680375,465842,494386,486984,496485,579687,826713,672983,707309,855412,646058,494594,773573,533072,512461,695880,439803,576169,529077,792848,744180,711345,561459,893706,568104,796274,851372,670996,477576,784741,836690,729483,933527,728717,320974,448473,1240593,642173
249,735623,601255,680462,466049,494547,487161,496650,579785,826859,673220,707496,855609,646297,494770,773755,533309,512675,696088,440041,576377,529213,793032,744399,711543,561691,893869,568315,796444,851560,671176,477834,784939,836898,729729,933727,728918,321203,448676,1240828,642404
250,735828,601454,680710,466282,494772,487345,496799,579946,827036,673480,707665,855839,646525,494987,774018,533523,512947,696258,440287,576566,529378,793276,744616,711774,561863,894122,568517,796623,851717,671417,478073,785130,837093,729938,933926,729122,321411,448865,1241002,642627
251,736060,601646,680938,466494,494999,487595,497001,580119,827236,673635,707804,856047,646716,495239,774181,533719,513082,696424,440478,576823,529557,793478,744800,711959,562034,894250,568726,796845,851875,671607,478292,785355,837311,730157,934173,729339,321629,449115,1241173,642881
252,736250,601841,681137,466718,495157,487789,497208,580310,827419,673813,707975,856237,646975,495445,774437,533927,513326,696610,440706,576978,529705,793682,745000,712132,562220,894453,568932,796956,852027,671854,478507,785576,837471,730371,934353,729512,321746,449216,1241365,643214
253,736434,602020,681329,466928,495355,488012,497386,580544,827577,674027,708158,856405,647204,495625,774585,534075,513518,696702,440816,577196,529830,793848,745150,712355,562442,894642,569124,797143,852167,672011,478707,785764,837669,730598,934544,729715,321938,449410,1241621,643356
254,736659,602216,681525,467107,495539,488172,497580,580707,827797,674233,708308,856621,647384,495854,774755,534286,513719,696922,441024,577372,530019,794089,745335,712590,562686,894840,569330,797283,852378,672286,478956,785933,837838,730800,934772,729868,322094,449570,1241814,643561
255,736881,602413,681736,467268,495804,488348,497771,580874,828038,674411,708549,856775,647611,496068,774974,534479,513925,697090,441192,577644,530208,794315,745540,712809,562915,895026,569550,797451,852564,672462,479189,786253,838070,731046,935011,730109,322309,449795,1242024,643796
256,737105,602655,681966,467512,495957,488563,498003,581097,828212,674667,708711,856971,647868,496265,775208,534724,514112,697208,441381,577845,530400,794557,745785,713067,563134,895199,569793,797652,852762,672709,479423,786410,838251,731281,935174,730329,322531,449953,1242209,644010
257,737318,602842,682158,467678,496181,488773,498199,581284,828485,674865,708884,857157,648104,496446,775380,534927,514351,697388,441575,578064,530570,794778,745968,713264,563382,895378,569971,797871,852941,672926,479617,786579,838420,731446,935346,730497,322698,450151,1242407,644188
258,737488,603024,682355,467911,496376,488987,498393,581445,828727,675051,709056,857347,648304,496654,775577,535041,514556,697598,441764,578239,530712,795002,746161,713440,563607,895576,570208,798066,853084,673112,479826,786579,838560,731671,935576,730694,322879,450319,1242623,644393
259,737727,603249,682525,468129,496619,489174,498603,581660,828972,675285,709256,857522,648552,496861,775759,535246,514675,697770,442002,578472,530846,795202,746324,713675,563841,895773,570431,798250,853236,673317,480022,786579,838838,731868,935774,730893,323086,450483,1242813,644584
260,737893,603438,682755,468479,496843,489379,498772,581826,829195,675455,709451,857749,648790,497098,775969,535484,514885,697937,442194,578726,531024,795395,746511,713846,564045,895969,570681,798421,853427,673495,480263,786579,839042,732067,936035,731094,323269,450690,1243069,644834
261,738135,603595,682900,468680,497048,489583,498954,582032,829398,675697,709629,857939,649039,497297,776164,535679,515144,698176,442412,578936,531174,795588,746742,714110,564261,896142,570871,798579,853597,673710,480533,786579,839241,732347,936242,731304,323461,450908,1243231,645025
262,738297,603815,683156,468681,497250,489783,499083,582244,829617,675908,709800,858123,649172,497475,776351,535836,515365,698257,442604,579152,531321,795813,746917,714336,564463,896371,571110,798745,853764,673933,480751,786579,839456,732475,936423,731496,323597,451048,1243413,645197
263,738527,604126,683387,468681,497471,490047,499274,582421,829782,676095,709967,858322,649454,497674,776523,536062,515523,698443,442822,579300,531453,796000,747115,714533,564639,896554,571309,798961,853903,674101,480927,786579,839664,732730,936611,731666,323839,451248,1243589,645427
264,738931,604191,683744,468681,497813,490215,499535,582542,830095,676352,710089,858514,649642,497840,776773,536249,515745,698601,442949,579503,531610,796155,747314,714740,564856,896874,571485,799144,854093,674334,481128,786579,839840,732930,936817,731792,324046,451319,1243756,645618
265,738988,604191,684014,468681,498306,490270,499535,582898,830253,676354,710311,858717,649856,498051,776932,536421,515863,698790,443174,579710,531761,796396,747528,714979,565041,897124,571671,799359,854265,674548,481343,786579,840117,733235,936954,732046,324251,451678,1243800,645904
266,738988,604191,684015,468682,498306,490270,499535,582899,830257,676355,710458,858921,650087,498262,777121,536598,516108,698988,443376,579906,531927,796573,747726,715177,565220,897227,571842,799526,854410,674748,481691,786579,840656,733405,936987,732345,324421,451877,1243800,646276
267,738989,604192,684016,468682,498308,490271,499536,582901,830259,676355,710705,859117,650334,498544,777284,536801,516333,699164,443576,580153,532088,796749,747931,715397,565455,897227,572102,799686,854569,674940,481785,786579,840760,733629,936988,732418,324548,451877,1243800,646277
268,738990,604192,684016,468682,498309,490271,499536,582902,830260,676356,710900,859311,650605,498681,777476,537020,516510,699314,443734,580342,532250,796935,748100,715608,565636,897227,572277,799839,854737,675102,481786,786579,840760,733675,936988,732422,324550,451877,1243801,646278
269,738990,604193,684016,468682,498311,490271,499537,582902,830260,676357,711063,859470,650762,498868,777660,537197,516739,699451,443906,580556,532412,797091,748287,715839,565849,897227,572456,800065,854915,675288,481787,786579,840761,733702,936989,732423,324553,451879,1243801,646279
270,738990,604193,684016,468682,498311,490271,499537,582905,830264,676358,711225,859667,650993,499050,777845,537442,516977,699644,444114,580725,532575,797363,748479,716068,566082,897227,572645,800232,855092,675488,481787,786579,840761,733704,936989,732425,324555,451879,1243801,646280
271,738990,604193,684018,468683,498312,490272,499537,582907,830268,676359,711427,859855,651166,499272,778017,537578,517080,699817,444296,580900,532723,797576,748640,716303,566295,897227,572889,800348,855249,675749,481787,786579,840762,733705,936992,732427,324557,451879,1243801,646281
272,738991,604194,684018,468683,498313,490272,499538,582908,830269,676360,711555,860051,651398,499449,778229,537817,517285,699938,444475,581107,532873,797779,748849,716466,566513,897227,573067,800623,855439,675979,481788,786579,840762,733707,936992,732429,324559,451879,1243801,646282
273,738992,604194,684018,468683,498315,490272,499538,582909,830270,676360,711955,860219,651593,499658,778547,537982,517458,700176,444668,581291,533035,798016,749013,716732,566698,897227,573316,800782,855576,676167,481790,786579,840762,733709,936993,732432,324562,451879,1243802,646283
274,738992,604195,684018,468683,498316,490272,499539,582910,830272,676362,712144,860433,652026,499899,778968,538133,517683,700176,445042,581470,533258,798205,749207,716942,566955,897227,573497,800936,855885,676578,481790,786579,840763,733710,936993,732434,324565,451881,1243802,646285
275,738992,604195,684018,468683,498316,490272,499539,582912,830275,676362,712152,860687,652122,499901,779087,538232,517790,700176,445118,581937,533451,798647,749447,717440,567159,897227,573803,801179,855947,676725,481790,786579,840763,733713,936994,732436,324565,451882,1243802,646286
276,738992,604196,684020,468684,498317,490273,499540,582914,830279,676363,712152,860689,652122,499901,779088,538232,517791,700176,445118,581938,533478,798764,749636,717576,567160,897227,574175,801309,855948,676725,481791,786579,840764,733713,936996,732438,324568,451882,1243802,646287
277,738993,604196,684020,468684,498318,490273,499540,582915,830280,676364,712154,860690,652123,499902,779089,538233,517794,700177,445119,581939,533480,798766,749638,717578,567160,897227,574178,801311,855948,676725,481791,786579,840764,733715,936997,732441,324569,451882,1243802,646287
278,738994,604197,684020,468684,498321,490273,499541,582916,830280,676364,712156,860691,652124,499902,779090,538234,517794,700177,445119,581942,533480,798769,749639,717578,567163,897227,574178,801311,855949,676726,481793,786579,840765,733717,936998,732443,324573,451883,1243803,646288
279,738994,604197,684020,468684,498321,490273,499541,582919,830283,676366,712156,860694,652125,499907,779090,538236,517795,700177,445120,581942,533480,798770,749639,717580,567164,897227,574180,801313,855950,676727,481793,786579,840765,733719,936998,732445,324575,451883,1243803,646290
280,738994,604197,684021,468685,498321,490273,499541,582920,830287,676367,712157,860694,652127,499908,779090,538236,517795,700177,445120,581944,533481,798772,749640,717583,567165,897227,574181,801314,855951,676728,481793,786579,840765,733721,936999,732447,324575,451883,1243803,646292
281,738995,604198,684022,468685,498323,490274,499542,582922,830289,676367,712158,860696,652127,499908,779092,538236,517797,700177,445120,581946,533482,798772,749642,717587,567166,897227,574183,801317,855952,676728,481794,786579,840766,733721,937000,732449,324578,451883,1243803,646293
282,738996,604198,684022,468685,498323,490274,499542,582923,830290,676368,712159,860697,652128,499909,779093,538237,517799,700178,445121,581947,533483,798776,749644,717588,567167,897227,574185,801318,855953,676728,481795,786579,840766,733724,937000,732452,324580,451883,1243803,646294
283,738996,604199,684022,468685,498326,490274,499543,582923,830290,676369,712161,860699,652130,499911,779093,538238,517799,700178,445121,581949,533483,798778,749644,717589,567170,897227,574187,801320,855953,676729,481796,786579,840767,733726,937001,732454,324583,451884,1243804,646294
284,738996,604200,684022,468685,498326,490274,499543,582926,830294,676370,712162,860701,652132,499915,779093,538240,517800,700178,445122,581950,533484,798779,749644,717590,567171,897227,574187,801320,855954,676731,481796,786579,840767,733728,937001,732456,324586,451884,1243804,646295
285,738996,604200,684024,468686,498327,490275,499543,582928,830298,676371,712162,860702,652132,499915,779093,538241,517800,700178,445122,581951,533484,798780,749646,717595,567173,897227,574189,801322,855956,676731,481796,786579,840768,733729,937002,732458,324588,451884,1243804,646296
