%memused,client01,client02,client03,client04
117,14.63,30.78,44.05,29.77
118,14.63,30.78,44.05,29.77
119,14.63,30.78,44.05,29.77
120,14.63,30.78,44.05,29.76
121,14.66,30.78,44.05,29.76
122,14.65,30.78,44.05,29.76
123,14.63,30.78,44.05,29.75
124,14.63,30.78,44.05,29.75
125,14.63,30.78,44.05,29.75
126,14.63,30.78,44.05,29.75
127,14.63,30.78,44.05,29.75
128,14.67,30.78,44.05,29.75
129,14.64,30.79,44.05,29.74
130,14.64,30.79,44.05,29.74
131,14.64,30.78,44.05,29.74
132,14.64,30.78,44.05,29.73
133,14.63,30.79,44.06,29.73
134,14.65,30.78,44.06,29.73
135,14.66,30.79,44.06,29.73
136,14.64,30.79,44.06,29.73
137,14.64,30.79,44.06,29.73
138,14.64,30.79,44.06,29.73
139,14.64,30.79,44.06,29.72
140,14.64,30.79,44.06,29.72
141,14.66,30.79,44.06,29.72
142,14.65,30.79,44.06,29.72
143,14.64,30.79,44.06,29.71
144,14.64,30.78,44.06,29.71
145,14.64,30.78,44.06,29.71
146,14.64,30.78,44.06,29.71
147,14.64,30.78,44.06,29.71
148,14.67,30.78,44.06,29.7
149,14.65,30.78,44.06,29.7
150,14.64,30.78,44.06,29.7
151,14.64,30.78,44.06,29.69
152,14.64,30.78,44.06,29.69
153,14.64,30.77,44.06,29.69
154,14.66,30.77,44.06,29.69
155,14.67,30.77,44.06,29.69
156,14.64,30.77,44.06,29.69
157,14.64,30.77,44.06,29.68
158,14.64,30.76,44.06,29.68
159,14.64,30.76,44.06,29.68
160,14.64,30.76,44.06,29.68
161,14.67,30.76,44.06,29.68
162,14.65,30.76,44.06,29.68
163,14.64,30.76,44.06,29.68
164,14.64,30.76,44.06,29.68
165,14.64,30.76,44.06,29.67
166,14.64,30.76,44.06,29.67
167,14.64,30.76,44.06,29.67
168,14.67,30.75,44.06,29.67
169,14.65,30.75,44.06,29.67
170,14.65,30.75,44.06,29.67
171,14.65,30.75,44.06,29.67
172,14.65,30.75,44.07,29.67
173,14.65,30.74,44.08,29.67
174,14.66,30.74,44.07,29.67
175,14.68,30.74,44.07,29.67
176,14.65,30.74,44.07,29.67
177,14.65,30.74,44.07,29.66
178,14.65,30.74,44.08,29.66
179,14.65,30.73,44.08,29.66
180,14.65,30.73,44.08,29.66
181,14.68,30.73,44.08,29.67
182,14.66,30.73,44.1,29.66
183,14.65,30.72,44.1,29.66
184,14.65,30.72,44.1,29.66
185,14.65,30.72,44.1,29.66
186,14.65,30.72,44.1,29.65
187,14.65,30.72,44.1,29.65
188,14.68,30.71,44.1,29.65
189,14.66,30.71,44.1,29.65
190,14.65,30.71,44.1,29.65
191,14.65,30.71,44.1,29.65
192,14.65,30.71,44.13,29.65
193,14.65,30.7,44.12,29.65
194,14.67,30.7,44.12,29.64
195,14.68,30.7,44.12,29.64
196,14.66,30.69,44.12,29.64
197,14.66,30.69,44.12,29.64
198,14.65,30.69,44.12,29.64
199,14.65,30.69,44.12,29.64
200,14.65,30.68,44.12,29.64
201,14.69,30.68,44.13,29.64
202,14.67,30.68,44.15,29.64
203,14.66,30.68,44.15,29.64
204,14.66,30.67,44.15,29.64
205,14.66,30.67,44.15,29.64
206,14.66,30.67,44.15,29.64
207,14.67,30.66,44.15,29.64
208,14.69,30.66,44.15,29.64
209,14.66,30.66,44.15,29.64
210,14.66,30.66,44.15,29.64
211,14.67,30.66,44.15,29.64
212,14.67,30.65,44.17,29.64
213,14.66,30.65,44.17,29.64
214,14.69,30.65,44.17,29.64
215,14.69,30.65,44.17,29.64
216,14.67,30.64,44.17,29.64
217,14.67,30.64,44.17,29.64
218,14.67,30.64,44.17,29.64
219,14.66,30.64,44.17,29.64
220,14.66,30.64,44.17,29.64
221,14.7,30.63,44.17,29.64
222,14.68,30.63,44.2,29.64
223,14.67,30.63,44.2,29.64
224,14.67,30.62,44.2,29.64
225,14.67,30.62,44.2,29.64
226,14.67,30.62,44.2,29.64
227,14.68,30.61,44.2,29.64
228,14.69,30.61,44.2,29.64
229,14.66,30.61,44.2,29.64
230,14.66,30.61,44.2,29.64
231,14.67,30.6,44.2,29.64
232,14.67,30.6,44.22,29.64
233,14.67,30.6,44.22,29.64
234,14.69,30.59,44.22,29.64
235,14.68,30.59,44.22,29.64
236,14.67,30.59,44.22,29.64
237,14.67,30.59,44.22,29.64
238,14.66,30.59,44.22,29.64
239,14.66,30.59,44.22,29.64
240,14.66,30.59,44.22,29.64
241,14.7,30.59,44.23,29.64
242,14.68,30.58,44.25,29.65
243,14.67,30.58,44.25,29.64
244,14.67,30.58,44.25,29.64
245,14.67,30.58,44.25,29.64
246,14.67,30.57,44.25,29.64
247,14.68,30.57,44.25,29.64
248,14.7,30.57,44.25,29.64
249,14.67,30.57,44.25,29.65
250,14.66,30.56,44.25,29.65
251,14.68,30.56,44.25,29.65
252,14.67,30.56,44.27,29.65
253,14.67,30.56,44.27,29.65
254,14.69,30.55,44.27,29.65
255,14.68,30.55,44.27,29.65
256,14.67,30.55,44.27,29.65
257,14.67,30.54,44.27,29.65
258,14.67,30.54,44.27,29.65
259,14.66,30.54,44.27,29.65
260,14.66,30.54,44.27,29.65
261,14.7,30.54,44.27,29.65
262,14.68,30.54,44.27,29.65
263,14.67,30.54,44.27,29.65
264,14.67,30.54,44.27,29.65
265,14.67,30.53,44.27,29.65
266,14.67,30.53,44.27,29.65
267,14.68,30.54,44.27,29.65
268,14.7,30.53,44.27,29.65
269,14.67,30.53,44.27,29.65
270,14.67,30.53,44.27,29.65
271,14.68,30.53,44.28,29.65
272,14.68,30.53,44.28,29.65
273,14.67,30.53,44.28,29.65
274,14.7,30.53,44.28,29.65
275,14.68,30.52,44.28,29.65
276,14.68,30.52,44.28,29.65
277,14.67,30.52,44.28,29.65
278,14.67,30.52,44.28,29.65
279,14.67,30.52,44.28,29.65
280,14.67,30.52,44.28,29.65
281,14.7,30.52,44.28,29.65
282,14.68,30.52,44.28,29.65
283,14.68,30.52,44.28,29.65
284,14.68,30.52,44.28,29.65
285,14.67,30.52,44.28,29.65
286,14.67,30.52,44.28,29.65
287,14.69,30.52,44.28,29.65
288,14.7,30.53,44.28,29.65
289,14.67,30.53,44.28,29.64
290,14.67,30.53,44.28,29.65
291,14.67,30.53,44.29,29.64
292,14.67,30.53,44.29,29.64
293,14.67,30.53,44.28,29.63
294,14.7,30.53,44.29,29.63
295,14.67,30.53,44.29,29.63
296,14.67,30.53,44.29,29.63
297,14.67,30.53,44.29,29.62
298,14.67,30.53,44.29,29.62
299,14.67,30.53,44.29,29.62
300,14.68,30.53,44.29,29.62
301,14.69,30.53,44.29,29.61
302,14.67,30.54,44.29,29.61
303,14.66,30.54,44.29,29.61
304,14.66,30.54,44.29,29.61
305,14.66,30.54,44.29,29.6
306,14.66,30.54,44.29,29.6
307,14.68,30.54,44.29,29.6
308,14.68,30.54,44.29,29.6
309,14.66,30.54,44.29,29.59
310,14.66,30.54,44.29,29.59
311,14.65,30.54,44.29,29.59
312,14.65,30.54,44.29,29.59
313,14.65,30.54,44.29,29.58
314,14.68,30.54,44.29,29.58
315,14.66,30.54,44.29,29.58
316,14.65,30.54,44.29,29.58
317,14.65,30.54,44.29,29.58
318,14.65,30.54,44.29,29.57
319,14.65,30.54,44.29,29.57
320,14.66,30.54,44.29,29.57
321,14.68,30.54,44.29,29.57
322,14.66,30.55,44.29,29.56
323,14.65,30.55,44.29,29.56
324,14.65,30.55,44.29,29.56
325,14.65,30.54,44.29,29.56
326,14.65,30.54,44.29,29.55
327,14.67,30.54,44.29,29.55
328,14.68,30.55,44.29,29.55
329,14.65,30.55,44.29,29.54
330,14.65,30.55,44.29,29.54
331,14.65,30.55,44.29,29.54
332,14.65,30.55,44.3,29.54
333,14.65,30.55,44.3,29.54
334,14.68,30.55,44.3,29.54
335,14.66,30.55,44.3,29.53
336,14.65,30.55,44.3,29.53
337,14.65,30.55,44.3,29.53
338,14.65,30.55,44.3,29.53
339,14.65,30.55,44.3,29.53
340,14.67,30.55,44.3,29.52
341,14.69,30.55,44.3,29.52
342,14.66,30.55,44.3,29.52
343,14.66,30.55,44.3,29.51
344,14.66,30.56,44.3,29.51
345,14.66,30.56,44.3,29.51
346,14.66,30.56,44.3,29.5
347,14.68,30.55,44.3,29.5
348,14.68,30.56,44.3,29.5
349,14.66,30.55,44.3,29.5
350,14.66,30.55,44.3,29.5
351,14.66,30.55,44.3,29.49
352,14.66,30.55,44.3,29.49
353,14.66,30.55,44.3,29.49
354,14.69,30.55,44.3,29.48
355,14.66,30.55,44.3,29.48
356,14.66,30.56,44.3,29.48
357,14.66,30.56,44.3,29.47
358,14.66,30.56,44.3,29.47
359,14.66,30.56,44.3,29.47
360,14.67,30.56,44.3,29.47
361,14.69,30.56,44.3,29.47
362,14.66,30.55,44.3,29.47
363,14.66,30.55,44.3,29.46
364,14.66,30.55,44.3,29.46
365,14.66,30.55,44.3,29.46
366,14.66,30.54,44.3,29.46
367,14.69,30.54,44.31,29.46
368,14.68,30.54,44.31,29.45
369,14.67,30.53,44.31,29.45
370,14.67,30.53,44.31,29.45
371,14.67,30.53,44.31,29.45
372,14.67,30.53,44.31,29.44
373,14.66,30.52,44.31,29.44
374,14.69,30.52,44.31,29.44
375,14.67,30.52,44.31,29.44
376,14.67,30.51,44.31,29.44
377,14.67,30.51,44.31,29.44
378,14.67,30.51,44.31,29.44
379,14.67,30.5,44.31,29.44
380,14.68,30.5,44.31,29.44
381,14.7,30.5,44.31,29.43
382,14.67,30.5,44.31,29.43
383,14.67,30.49,44.31,29.43
384,14.67,30.49,44.31,29.43
385,14.67,30.49,44.31,29.43
386,14.67,30.49,44.31,29.43
387,14.7,30.48,44.31,29.42
388,14.68,30.48,44.31,29.42
389,14.67,30.48,44.31,29.42
390,14.67,30.47,44.31,29.42
391,14.67,30.47,44.31,29.42
392,14.67,30.46,44.31,29.42
393,14.67,30.46,44.31,29.42
394,14.7,30.46,44.31,29.42
395,14.68,30.46,44.31,29.42
396,14.67,30.46,44.31,29.42
397,14.66,30.46,44.31,29.42
398,14.62,30.45,44.31,29.42
399,14.53,30.45,44.31,29.42
