kbinact,client01,client02,client03,client04
91,831484.0,1070252.0,1348644.0,1436168.0
92,831488.0,1070256.0,1348652.0,1436168.0
93,831492.0,1070264.0,1348652.0,1436168.0
94,831496.0,1070264.0,1348652.0,1436172.0
95,831500.0,1070272.0,1348648.0,1436212.0
96,831508.0,1070284.0,1348652.0,1436212.0
97,831504.0,1070276.0,1348652.0,1436212.0
98,831504.0,1070292.0,1348660.0,1436212.0
99,831504.0,1070296.0,1348660.0,1436220.0
100,831504.0,1070288.0,1348660.0,1436220.0
101,831528.0,1070272.0,1348680.0,1436240.0
102,831516.0,1070276.0,1348680.0,1436244.0
103,831520.0,1070284.0,1348680.0,1436248.0
104,831536.0,1070292.0,1348684.0,1436264.0
105,831536.0,1070296.0,1348684.0,1436268.0
106,831540.0,1070296.0,1348688.0,1436264.0
107,831540.0,1070284.0,1348696.0,1436264.0
108,831544.0,1070284.0,1348708.0,1436264.0
109,831552.0,1070284.0,1348708.0,1436276.0
110,831556.0,1070296.0,1348712.0,1436272.0
111,831560.0,1070300.0,1348716.0,1436272.0
112,831560.0,1070300.0,1348720.0,1436272.0
113,831564.0,1070304.0,1348728.0,1436268.0
114,831560.0,1070304.0,1348720.0,1436284.0
115,831576.0,1070296.0,1348720.0,1436292.0
116,831580.0,1070312.0,1348728.0,1436288.0
117,831584.0,1070316.0,1348724.0,1436292.0
118,831588.0,1070320.0,1348732.0,1436292.0
119,831588.0,1070320.0,1348740.0,1436304.0
120,831580.0,1070328.0,1348740.0,1436304.0
121,831584.0,1070328.0,1348752.0,1436304.0
122,831592.0,1070332.0,1348756.0,1436304.0
123,831588.0,1070344.0,1348760.0,1436304.0
124,831588.0,1070348.0,1348760.0,1436312.0
125,831592.0,1070356.0,1348752.0,1436316.0
126,831592.0,1070332.0,1348760.0,1436316.0
127,831596.0,1070348.0,1348768.0,1436320.0
128,831612.0,1070344.0,1348764.0,1436344.0
129,831612.0,1070348.0,1348768.0,1436348.0
130,831604.0,1070352.0,1348768.0,1436356.0
131,831604.0,1070368.0,1348768.0,1436356.0
132,831604.0,1070372.0,1348772.0,1436352.0
133,831612.0,1070392.0,1348776.0,1436356.0
134,831624.0,1070424.0,1348784.0,1436364.0
135,831628.0,1070428.0,1348784.0,1436368.0
136,831624.0,1070424.0,1348788.0,1436364.0
137,831624.0,1070424.0,1348788.0,1436372.0
138,831628.0,1070432.0,1348788.0,1436372.0
139,831640.0,1070428.0,1348792.0,1436380.0
140,831640.0,1070432.0,1348796.0,1436380.0
141,831648.0,1070428.0,1348800.0,1436380.0
142,831648.0,1070436.0,1348824.0,1436400.0
143,831652.0,1070432.0,1348824.0,1436400.0
144,831652.0,1070440.0,1348824.0,1436420.0
145,831652.0,1070440.0,1348828.0,1436420.0
146,831652.0,1070440.0,1348824.0,1436420.0
147,831652.0,1070484.0,1348832.0,1436432.0
148,831668.0,1070484.0,1348832.0,1436440.0
149,831672.0,1070484.0,1348836.0,1436444.0
150,831672.0,1070484.0,1348836.0,1436440.0
151,831676.0,1070484.0,1348836.0,1436444.0
152,831676.0,1070468.0,1348844.0,1436460.0
153,831676.0,1070468.0,1348848.0,1436464.0
154,831676.0,1070472.0,1348852.0,1436472.0
155,831696.0,1070484.0,1348860.0,1436472.0
156,831688.0,1070492.0,1348864.0,1436472.0
157,831688.0,1070512.0,1348864.0,1436472.0
158,831692.0,1070512.0,1348872.0,1436460.0
159,831692.0,1070512.0,1348868.0,1436472.0
160,831692.0,1070516.0,1348868.0,1436472.0
161,831712.0,1070524.0,1348868.0,1436472.0
162,831712.0,1070524.0,1348868.0,1436464.0
163,831712.0,1070532.0,1348868.0,1436488.0
164,831712.0,1070540.0,1348876.0,1436492.0
165,831720.0,1070540.0,1348888.0,1436516.0
166,831720.0,1070536.0,1348884.0,1436516.0
167,831720.0,1070536.0,1348884.0,1436516.0
168,831744.0,1070540.0,1348884.0,1436528.0
169,834784.0,1070540.0,1348904.0,1436532.0
170,835336.0,1070544.0,1348904.0,1436532.0
171,835336.0,1070548.0,1348908.0,1436552.0
172,835336.0,1070556.0,1348908.0,1436552.0
173,835344.0,1070560.0,1348908.0,1436560.0
174,835352.0,1070568.0,1348908.0,1436572.0
175,835400.0,1070576.0,1348912.0,1436576.0
176,835396.0,1070576.0,1348912.0,1436572.0
177,835400.0,1070576.0,1348912.0,1436572.0
178,835400.0,1070584.0,1348920.0,1436572.0
179,835412.0,1070584.0,1348924.0,1436576.0
180,835416.0,1070584.0,1348924.0,1436580.0
181,835432.0,1070596.0,1348932.0,1436580.0
182,835436.0,1070600.0,1348932.0,1436576.0
183,835440.0,1070600.0,1348936.0,1436576.0
184,835444.0,1070612.0,1348936.0,1436588.0
185,835444.0,1070612.0,1348936.0,1436596.0
186,835444.0,1070612.0,1348936.0,1436604.0
187,835444.0,1070620.0,1348948.0,1436616.0
188,835460.0,1070628.0,1348948.0,1436616.0
189,835456.0,1070628.0,1348948.0,1436624.0
190,835456.0,1070636.0,1348948.0,1436628.0
191,835456.0,1070636.0,1348952.0,1436632.0
192,835464.0,1070640.0,1348952.0,1436632.0
193,835476.0,1070640.0,1348956.0,1436632.0
194,835476.0,1070640.0,1348956.0,1436640.0
195,835476.0,1070636.0,1348952.0,1436644.0
196,835472.0,1070636.0,1348956.0,1436648.0
197,835472.0,1070636.0,1348964.0,1436656.0
198,835488.0,1070636.0,1348964.0,1436652.0
199,835492.0,1070636.0,1348972.0,1436664.0
200,835492.0,1070640.0,1348976.0,1436664.0
201,835488.0,1070644.0,1349000.0,1436680.0
202,835500.0,1070652.0,1349000.0,1436688.0
203,835492.0,1070656.0,1349008.0,1436688.0
204,835496.0,1070656.0,1349012.0,1436700.0
205,835496.0,1070656.0,1349012.0,1436708.0
206,835496.0,1070660.0,1349020.0,1436708.0
207,835496.0,1070656.0,1349020.0,1436708.0
208,835504.0,1070664.0,1349028.0,1436712.0
209,835516.0,1070680.0,1349024.0,1436720.0
210,835520.0,1070684.0,1349036.0,1436716.0
211,835520.0,1070684.0,1349040.0,1436716.0
212,835520.0,1070700.0,1349052.0,1436724.0
213,835524.0,1070700.0,1349048.0,1436732.0
214,835532.0,1070700.0,1349056.0,1436744.0
215,835536.0,1070700.0,1349056.0,1436744.0
216,835540.0,1070716.0,1349060.0,1436748.0
217,835540.0,1070724.0,1349068.0,1436740.0
218,835540.0,1070724.0,1349072.0,1436736.0
219,835552.0,1070724.0,1349080.0,1436748.0
220,835556.0,1070724.0,1349080.0,1436744.0
221,835552.0,1070732.0,1349076.0,1436764.0
222,835560.0,1070736.0,1349080.0,1436764.0
223,835560.0,1070740.0,1349080.0,1436768.0
224,835560.0,1070740.0,1349080.0,1436776.0
225,835564.0,1070748.0,1349080.0,1436780.0
226,835568.0,1070768.0,1349092.0,1436776.0
227,835568.0,1070780.0,1349096.0,1436776.0
228,835580.0,1070784.0,1349116.0,1436776.0
229,835588.0,1070788.0,1349116.0,1436808.0
230,835588.0,1070796.0,1349116.0,1436812.0
231,835588.0,1070800.0,1349124.0,1436816.0
232,835588.0,1070800.0,1349132.0,1436820.0
233,835596.0,1070804.0,1349132.0,1436820.0
234,835600.0,1070804.0,1349136.0,1436820.0
235,835604.0,1070808.0,1349140.0,1436828.0
236,835600.0,1070808.0,1349140.0,1436828.0
237,835604.0,1070808.0,1349148.0,1436832.0
238,835616.0,1070812.0,1349152.0,1436832.0
239,835624.0,1070816.0,1349152.0,1436836.0
240,835628.0,1070820.0,1349148.0,1436852.0
241,835628.0,1070828.0,1349152.0,1436852.0
242,835632.0,1070848.0,1349156.0,1436844.0
243,835628.0,1070844.0,1349152.0,1436848.0
244,835640.0,1070848.0,1349156.0,1436848.0
245,835640.0,1070864.0,1349156.0,1436848.0
246,835640.0,1070868.0,1349156.0,1436852.0
247,835644.0,1070864.0,1349160.0,1436864.0
248,835648.0,1070872.0,1349160.0,1436864.0
249,835652.0,1070868.0,1349164.0,1436868.0
250,835652.0,1070868.0,1349168.0,1436872.0
251,835652.0,1070868.0,1349168.0,1436868.0
252,835652.0,1070876.0,1349168.0,1436876.0
253,835656.0,1070884.0,1349196.0,1436880.0
254,835676.0,1070876.0,1349200.0,1436880.0
255,835672.0,1070880.0,1349208.0,1436896.0
256,835668.0,1070888.0,1349208.0,1436888.0
257,835668.0,1070888.0,1349220.0,1436900.0
258,835672.0,1070896.0,1349220.0,1436900.0
259,835680.0,1070900.0,1349220.0,1436904.0
260,835680.0,1070904.0,1349220.0,1436908.0
261,835692.0,1070908.0,1349228.0,1436912.0
262,835696.0,1070908.0,1349224.0,1436916.0
263,835696.0,1070904.0,1349224.0,1436944.0
264,835700.0,1070904.0,1349240.0,1436964.0
265,835700.0,1070912.0,1349244.0,1436964.0
266,835700.0,1070920.0,1349248.0,1436964.0
267,835700.0,1070932.0,1349248.0,1436960.0
268,835736.0,1070940.0,1349244.0,1436956.0
269,835728.0,1070944.0,1349244.0,1436964.0
270,835728.0,1070948.0,1349256.0,1436976.0
271,835732.0,1070952.0,1349256.0,1436976.0
272,835736.0,1070952.0,1349252.0,1436976.0
273,835736.0,1070956.0,1349256.0,1436976.0
274,835740.0,1070956.0,1349260.0,1436980.0
275,835744.0,1070960.0,1349260.0,1436980.0
276,835740.0,1070968.0,1349260.0,1436984.0
277,835740.0,1070964.0,1349260.0,1436984.0
278,835740.0,1070968.0,1349264.0,1436984.0
279,835744.0,1070968.0,1349260.0,1437016.0
280,835748.0,1070968.0,1349260.0,1437016.0
281,835760.0,1070972.0,1349264.0,1437020.0
282,835760.0,1070976.0,1349260.0,1437016.0
283,835756.0,1070976.0,1349260.0,1437020.0
284,835764.0,1071012.0,1349264.0,1437020.0
285,835768.0,1071012.0,1349268.0,1437040.0
286,835772.0,1071012.0,1349280.0,1437068.0
287,835768.0,1071012.0,1349280.0,1437068.0
288,835796.0,1071020.0,1349288.0,1437072.0
289,835792.0,1071028.0,1349296.0,1437076.0
290,835792.0,1071028.0,1349288.0,1437076.0
291,835792.0,1071032.0,1349288.0,1437080.0
292,835792.0,1071036.0,1349292.0,1437080.0
293,835796.0,1071040.0,1349304.0,1437096.0
294,835804.0,1071048.0,1349308.0,1437104.0
295,835808.0,1071056.0,1349308.0,1437108.0
296,835808.0,1071068.0,1349308.0,1437100.0
297,835808.0,1071076.0,1349312.0,1437100.0
298,835804.0,1071084.0,1349316.0,1437088.0
299,835804.0,1071088.0,1349316.0,1437096.0
300,835804.0,1071088.0,1349320.0,1437096.0
301,835828.0,1071088.0,1349352.0,1437096.0
302,835824.0,1071096.0,1349352.0,1437088.0
303,835820.0,1071092.0,1349352.0,1437088.0
304,835828.0,1071092.0,1349356.0,1437096.0
305,835828.0,1071100.0,1349356.0,1437092.0
306,835828.0,1071096.0,1349356.0,1437092.0
307,835832.0,1071096.0,1349380.0,1437096.0
308,835876.0,1071104.0,1349392.0,1437096.0
309,835868.0,1071100.0,1349392.0,1437104.0
310,835868.0,1071104.0,1349400.0,1437108.0
311,835868.0,1071116.0,1349404.0,1437108.0
312,835876.0,1071132.0,1349404.0,1437152.0
313,835872.0,1071128.0,1349412.0,1437156.0
314,835872.0,1071128.0,1349416.0,1437156.0
315,835872.0,1071132.0,1349412.0,1437160.0
316,835876.0,1071132.0,1349420.0,1437164.0
317,835876.0,1071132.0,1349420.0,1437164.0
318,835872.0,1071132.0,1349428.0,1437164.0
319,835872.0,1071140.0,1349428.0,1437164.0
320,835872.0,1071140.0,1349432.0,1437176.0
321,835988.0,1071140.0,1349448.0,1437200.0
322,835976.0,1071188.0,1349448.0,1437212.0
323,835976.0,1071188.0,1349460.0,1437212.0
324,835980.0,1071188.0,1349460.0,1437220.0
325,835980.0,1071196.0,1349460.0,1437224.0
326,835976.0,1071200.0,1349472.0,1437224.0
327,835980.0,1071216.0,1349472.0,1437224.0
328,836012.0,1071236.0,1349460.0,1437224.0
329,836012.0,1071244.0,1349460.0,1437232.0
330,836008.0,1071244.0,1349452.0,1437236.0
331,836008.0,1071244.0,1349460.0,1437236.0
332,836008.0,1071244.0,1349468.0,1437236.0
333,836012.0,1071260.0,1349468.0,1437228.0
334,836028.0,1071256.0,1349464.0,1437228.0
335,836024.0,1071268.0,1349464.0,1437244.0
336,836024.0,1071288.0,1349468.0,1437248.0
337,836024.0,1071284.0,1349480.0,1437252.0
338,836028.0,1071284.0,1349488.0,1437252.0
339,836036.0,1071284.0,1349492.0,1437256.0
340,836032.0,1071276.0,1349492.0,1437256.0
341,836052.0,1071276.0,1349492.0,1437288.0
342,836052.0,1071284.0,1349500.0,1437288.0
343,836044.0,1071288.0,1349504.0,1437288.0
344,836044.0,1071292.0,1349508.0,1437284.0
345,836044.0,1071284.0,1349516.0,1437288.0
346,836048.0,1071288.0,1349512.0,1437304.0
347,836060.0,1071288.0,1349516.0,1437312.0
348,836088.0,1071288.0,1349516.0,1437320.0
349,836088.0,1071316.0,1349516.0,1437320.0
350,836092.0,1071316.0,1349520.0,1437324.0
351,836088.0,1071316.0,1349520.0,1437320.0
352,836088.0,1071320.0,1349532.0,1437332.0
353,836088.0,1071328.0,1349528.0,1437332.0
354,836092.0,1071332.0,1349528.0,1437332.0
355,836088.0,1071336.0,1349528.0,1437340.0
356,836092.0,1071340.0,1349536.0,1437340.0
357,836100.0,1071344.0,1349540.0,1437336.0
358,836100.0,1071356.0,1349564.0,1437340.0
359,836104.0,1071356.0,1349568.0,1437340.0
360,836108.0,1071356.0,1349568.0,1437356.0
361,836116.0,1071364.0,1349572.0,1437356.0
362,836108.0,1071368.0,1349576.0,1437360.0
363,836096.0,1071344.0,1349564.0,1437360.0
364,836096.0,1071348.0,1349564.0,1437352.0
365,836096.0,1071348.0,1349580.0,1437356.0
366,836088.0,1071352.0,1349580.0,1437356.0
367,836108.0,1071360.0,1349584.0,1437348.0
368,836140.0,1071356.0,1349560.0,1437364.0
369,836124.0,1071356.0,1349568.0,1437360.0
370,836128.0,1071360.0,1349584.0,1437360.0
371,836128.0,1071372.0,1349584.0,1437364.0
372,836124.0,1071368.0,1349588.0,1437372.0
373,836132.0,1071372.0,1349588.0,1437372.0
374,836140.0,1071400.0,1349592.0,1437388.0
375,836140.0,1071408.0,1349608.0,1437388.0
376,836140.0,1071416.0,1349612.0,1437392.0
377,836144.0,1071416.0,1349616.0,1437396.0
378,836144.0,1071412.0,1349612.0,1437396.0
379,836156.0,1071412.0,1349612.0,1437400.0
380,836156.0,1071420.0,1349612.0,1437428.0
381,836152.0,1071420.0,1349616.0,1437448.0
382,836148.0,1071420.0,1349612.0,1437456.0
383,836148.0,1071420.0,1349608.0,1437460.0
384,836160.0,1071424.0,1349608.0,1437456.0
385,836160.0,1071424.0,1349608.0,1437456.0
386,836160.0,1071432.0,1349612.0,1437468.0
387,836176.0,1071440.0,1349636.0,1437468.0
388,836168.0,1071452.0,1349640.0,1437468.0
389,836168.0,1071468.0,1349636.0,1437476.0
390,836164.0,1071464.0,1349636.0,1437476.0
391,836168.0,1071468.0,1349648.0,1437488.0
392,836168.0,1071476.0,1349648.0,1437492.0
393,836180.0,1071476.0,1349648.0,1437500.0
394,836208.0,1071476.0,1349648.0,1437508.0
395,836204.0,1071484.0,1349648.0,1437508.0
396,836196.0,1071484.0,1349664.0,1437508.0
397,836200.0,1071484.0,1349672.0,1437512.0
398,836216.0,1071492.0,1349676.0,1437512.0
399,836212.0,1071492.0,1349676.0,1437512.0
