kbcached,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
304,103188.0,98072.0,98204.0,98176.0,98228.0,98224.0,98200.0,98264.0,98228.0,98184.0,103196.0,103188.0,103072.0,103344.0,103056.0,102788.0,103072.0,103184.0,103196.0,103208.0,98240.0,103432.0,103432.0,103196.0,103064.0,103192.0,103056.0,103344.0,103464.0,103340.0,103184.0,98120.0,103096.0,103328.0,103180.0,103412.0,103312.0,103332.0,103068.0,103180.0,103180.0,103072.0,98208.0,103500.0,103068.0,103064.0,103148.0,103192.0,103176.0,103316.0,103068.0,103060.0,103072.0,101088.0,103144.0,100792.0,100856.0,102800.0,99108.0,102700.0,100728.0,100776.0,103112.0,102824.0,102712.0,103000.0,103416.0,102788.0,102752.0,102896.0,102792.0,102832.0,102832.0,102916.0,102976.0,103064.0,102812.0,102692.0,102816.0,102828.0,102812.0,102816.0,102844.0,102808.0,102848.0,102716.0,102776.0,102784.0,102880.0,102844.0,102816.0,102932.0,102796.0,102916.0,102676.0,102776.0,102800.0,102848.0,102468.0,102628.0,102772.0,103056.0,102772.0,102952.0,102900.0,102896.0,102744.0,102896.0,102900.0,102748.0,102800.0,103208.0,102916.0,103096.0,103184.0,103204.0,103180.0,102928.0,103028.0,103452.0,102924.0,102904.0,102892.0,103188.0,103168.0,103044.0,102808.0,102904.0,102908.0,103300.0,103304.0,103188.0,103208.0,103496.0,103456.0,103416.0,103192.0,103052.0,103320.0,103208.0
305,103208.0,98108.0,98204.0,98184.0,98228.0,98248.0,98220.0,98292.0,98244.0,98212.0,103220.0,103208.0,103072.0,103356.0,103056.0,102804.0,103112.0,103200.0,103208.0,103216.0,98248.0,103456.0,103432.0,103224.0,103084.0,103196.0,103064.0,103368.0,103488.0,103356.0,103200.0,98128.0,103116.0,103360.0,103196.0,103416.0,103304.0,103348.0,103088.0,103204.0,103200.0,103072.0,98228.0,103520.0,103088.0,103092.0,103188.0,103212.0,103192.0,103336.0,103104.0,103068.0,103112.0,101088.0,103144.0,100828.0,100864.0,102840.0,99140.0,102724.0,100744.0,100776.0,103152.0,102832.0,102712.0,103016.0,103456.0,102816.0,102772.0,102920.0,102808.0,102848.0,102848.0,102928.0,102976.0,103084.0,102828.0,102692.0,102856.0,102844.0,102812.0,102816.0,102868.0,102848.0,102872.0,102716.0,102776.0,102824.0,102904.0,102860.0,102808.0,102940.0,102812.0,102916.0,102708.0,102792.0,102808.0,102860.0,102468.0,102644.0,102788.0,103076.0,102772.0,102952.0,102936.0,102916.0,102780.0,102912.0,102920.0,102788.0,102832.0,103208.0,102936.0,103096.0,103200.0,103204.0,103200.0,102948.0,103040.0,103472.0,102924.0,102920.0,102928.0,103208.0,103180.0,103064.0,102816.0,102916.0,102948.0,103300.0,103304.0,103196.0,103216.0,103504.0,103496.0,103436.0,103196.0,103092.0,103320.0,103212.0
306,103224.0,98148.0,98240.0,98204.0,98252.0,98248.0,98256.0,98332.0,98264.0,98212.0,103236.0,103208.0,103108.0,103404.0,103096.0,102824.0,103128.0,103240.0,103240.0,103236.0,98288.0,103480.0,103468.0,103264.0,103104.0,103220.0,103080.0,103408.0,103504.0,103384.0,103224.0,98128.0,103136.0,103368.0,103236.0,103436.0,103344.0,103372.0,103108.0,103220.0,103220.0,103108.0,98248.0,103540.0,103108.0,103104.0,103208.0,103232.0,103212.0,103356.0,103104.0,103100.0,103112.0,101128.0,103168.0,100852.0,100904.0,102860.0,99196.0,102748.0,100744.0,100816.0,103152.0,102852.0,102744.0,103044.0,103496.0,102832.0,102812.0,102944.0,102832.0,102864.0,102872.0,102952.0,103008.0,103108.0,102848.0,102732.0,102864.0,102864.0,102848.0,102856.0,102884.0,102864.0,102896.0,102780.0,102812.0,102824.0,102920.0,102880.0,102840.0,102980.0,102812.0,102956.0,102716.0,102792.0,102828.0,102884.0,102508.0,102668.0,102808.0,103096.0,102812.0,102992.0,102976.0,102936.0,102804.0,102936.0,102940.0,102808.0,102860.0,103248.0,102956.0,103120.0,103220.0,103240.0,103200.0,102964.0,103060.0,103492.0,102960.0,102960.0,102948.0,103228.0,103220.0,103080.0,102816.0,102944.0,102948.0,103340.0,103344.0,103216.0,103216.0,103528.0,103536.0,103460.0,103236.0,103132.0,103360.0,103252.0
307,103240.0,98128.0,98268.0,98244.0,98292.0,98284.0,98276.0,98352.0,98292.0,98248.0,103260.0,103228.0,103128.0,103420.0,103136.0,102844.0,103144.0,103248.0,103240.0,103276.0,98288.0,103500.0,103496.0,103264.0,103144.0,103244.0,103104.0,103388.0,103520.0,103404.0,103224.0,98172.0,103168.0,103368.0,103236.0,103456.0,103352.0,103372.0,103136.0,103244.0,103248.0,103132.0,98248.0,103564.0,103128.0,103124.0,103248.0,103252.0,103240.0,103372.0,103148.0,103120.0,103152.0,101148.0,103184.0,100872.0,100912.0,102884.0,99180.0,102748.0,100792.0,100856.0,103172.0,102872.0,102772.0,103044.0,103496.0,102832.0,102812.0,102968.0,102864.0,102884.0,102896.0,102992.0,103036.0,103140.0,102888.0,102772.0,102904.0,102892.0,102876.0,102896.0,102912.0,102888.0,102920.0,102760.0,102840.0,102864.0,102940.0,102900.0,102880.0,102996.0,102852.0,102956.0,102756.0,102840.0,102852.0,102904.0,102552.0,102708.0,102840.0,103124.0,102852.0,102992.0,102960.0,102956.0,102832.0,102952.0,102960.0,102840.0,102860.0,103280.0,102972.0,103144.0,103236.0,103264.0,103240.0,102980.0,103076.0,103516.0,102988.0,102960.0,102980.0,103256.0,103228.0,103108.0,102844.0,102964.0,102968.0,103356.0,103360.0,103236.0,103252.0,103552.0,103532.0,103476.0,103236.0,103128.0,103400.0,103252.0
308,103264.0,98164.0,98280.0,98244.0,98320.0,98304.0,98292.0,98368.0,98308.0,98260.0,103280.0,103268.0,103148.0,103444.0,103132.0,102868.0,103160.0,103260.0,103256.0,103276.0,98312.0,103516.0,103508.0,103296.0,103144.0,103264.0,103112.0,103428.0,103540.0,103416.0,103260.0,98184.0,103172.0,103384.0,103260.0,103476.0,103392.0,103388.0,103152.0,103260.0,103264.0,103148.0,98288.0,103572.0,103148.0,103144.0,103256.0,103268.0,103256.0,103396.0,103180.0,103140.0,103152.0,101164.0,103204.0,100864.0,100936.0,102900.0,99208.0,102784.0,100804.0,100856.0,103204.0,102892.0,102784.0,103080.0,103504.0,102868.0,102828.0,103008.0,102868.0,102908.0,102908.0,102992.0,103036.0,103148.0,102888.0,102772.0,102908.0,102912.0,102892.0,102900.0,102928.0,102920.0,102936.0,102800.0,102856.0,102856.0,102960.0,102940.0,102876.0,103008.0,102876.0,103008.0,102756.0,102856.0,102868.0,102924.0,102528.0,102684.0,102852.0,103140.0,102856.0,103016.0,102972.0,102996.0,102844.0,102972.0,102984.0,102852.0,102876.0,103288.0,102996.0,103160.0,103260.0,103264.0,103260.0,103004.0,103100.0,103532.0,102988.0,103000.0,102984.0,103268.0,103248.0,103124.0,102876.0,102984.0,102968.0,103356.0,103380.0,103260.0,103252.0,103564.0,103552.0,103504.0,103256.0,103148.0,103400.0,103272.0
309,103280.0,98188.0,98312.0,98248.0,98328.0,98324.0,98320.0,98392.0,98324.0,98284.0,103300.0,103268.0,103168.0,103460.0,103152.0,102888.0,103184.0,103292.0,103304.0,103292.0,98328.0,103528.0,103540.0,103300.0,103160.0,103280.0,103140.0,103428.0,103556.0,103432.0,103280.0,98216.0,103200.0,103424.0,103252.0,103496.0,103392.0,103428.0,103168.0,103280.0,103296.0,103148.0,98308.0,103600.0,103168.0,103164.0,103272.0,103292.0,103272.0,103412.0,103188.0,103160.0,103184.0,101196.0,103224.0,100912.0,100936.0,102916.0,99232.0,102800.0,100796.0,100872.0,103212.0,102908.0,102800.0,103092.0,103544.0,102888.0,102852.0,103012.0,102888.0,102920.0,102908.0,103004.0,103068.0,103148.0,102904.0,102788.0,102940.0,102932.0,102912.0,102916.0,102948.0,102928.0,102956.0,102820.0,102880.0,102892.0,102980.0,102940.0,102896.0,103008.0,102892.0,103016.0,102772.0,102856.0,102868.0,102940.0,102564.0,102708.0,102872.0,103156.0,102856.0,103056.0,103020.0,102996.0,102864.0,102992.0,103000.0,102868.0,102896.0,103312.0,103020.0,103212.0,103260.0,103300.0,103276.0,103044.0,103116.0,103548.0,103028.0,103020.0,103008.0,103284.0,103264.0,103148.0,102908.0,103000.0,103008.0,103372.0,103412.0,103280.0,103292.0,103584.0,103572.0,103516.0,103276.0,103168.0,103416.0,103292.0
310,103308.0,98188.0,98320.0,98284.0,98348.0,98324.0,98320.0,98392.0,98348.0,98312.0,103340.0,103316.0,103168.0,103480.0,103172.0,102908.0,103208.0,103300.0,103304.0,103292.0,98352.0,103556.0,103548.0,103320.0,103160.0,103300.0,103180.0,103468.0,103580.0,103456.0,103280.0,98224.0,103204.0,103456.0,103296.0,103516.0,103428.0,103460.0,103208.0,103304.0,103300.0,103192.0,98328.0,103624.0,103188.0,103184.0,103304.0,103308.0,103296.0,103412.0,103188.0,103172.0,103192.0,101208.0,103244.0,100928.0,100964.0,102948.0,99232.0,102820.0,100844.0,100892.0,103232.0,102948.0,102828.0,103116.0,103552.0,102928.0,102872.0,103012.0,102908.0,102948.0,102948.0,103032.0,103108.0,103180.0,102904.0,102808.0,102944.0,102948.0,102932.0,102936.0,102972.0,102948.0,102980.0,102844.0,102900.0,102912.0,102996.0,102972.0,102928.0,103040.0,102924.0,103040.0,102792.0,102892.0,102900.0,102960.0,102576.0,102744.0,102892.0,103176.0,102896.0,103076.0,103040.0,103016.0,102884.0,103032.0,103024.0,102868.0,102920.0,103312.0,103036.0,103200.0,103296.0,103324.0,103316.0,103044.0,103140.0,103572.0,103048.0,103040.0,103008.0,103308.0,103280.0,103148.0,102916.0,103016.0,103028.0,103416.0,103420.0,103280.0,103308.0,103604.0,103592.0,103536.0,103296.0,103208.0,103436.0,103332.0
311,103308.0,98232.0,98320.0,98284.0,98388.0,98364.0,98368.0,98424.0,98368.0,98332.0,103344.0,103328.0,103208.0,103504.0,103192.0,102928.0,103232.0,103320.0,103324.0,103336.0,98352.0,103580.0,103548.0,103340.0,103204.0,103324.0,103184.0,103496.0,103604.0,103476.0,103324.0,98248.0,103244.0,103464.0,103320.0,103556.0,103452.0,103472.0,103212.0,103328.0,103324.0,103192.0,98356.0,103648.0,103228.0,103208.0,103316.0,103332.0,103316.0,103456.0,103236.0,103200.0,103232.0,101208.0,103264.0,100952.0,100996.0,102960.0,99256.0,102844.0,100864.0,100932.0,103272.0,102952.0,102844.0,103136.0,103576.0,102940.0,102896.0,103036.0,102928.0,102964.0,102948.0,103032.0,103112.0,103208.0,102944.0,102808.0,102972.0,102968.0,102952.0,102936.0,102992.0,102988.0,103004.0,102844.0,102940.0,102952.0,103024.0,102976.0,102936.0,103068.0,102936.0,103064.0,102832.0,102916.0,102924.0,102984.0,102624.0,102768.0,102920.0,103200.0,102896.0,103076.0,103068.0,103040.0,102884.0,103036.0,103044.0,102912.0,102944.0,103348.0,103056.0,103260.0,103320.0,103364.0,103320.0,103068.0,103160.0,103592.0,103088.0,103068.0,103048.0,103332.0,103308.0,103188.0,102936.0,103044.0,103068.0,103436.0,103444.0,103320.0,103328.0,103644.0,103616.0,103560.0,103320.0,103212.0,103460.0,103336.0
312,103344.0,98232.0,98368.0,98324.0,98376.0,98400.0,98380.0,98456.0,98392.0,98348.0,103344.0,103328.0,103248.0,103504.0,103216.0,102968.0,103264.0,103360.0,103380.0,103360.0,98392.0,103604.0,103592.0,103364.0,103204.0,103344.0,103204.0,103512.0,103628.0,103500.0,103336.0,98288.0,103252.0,103488.0,103320.0,103560.0,103476.0,103496.0,103252.0,103336.0,103356.0,103236.0,98372.0,103664.0,103232.0,103228.0,103316.0,103372.0,103344.0,103476.0,103252.0,103228.0,103236.0,101252.0,103304.0,100968.0,101016.0,102984.0,99284.0,102872.0,100904.0,100936.0,103276.0,102972.0,102876.0,103168.0,103616.0,102960.0,102916.0,103072.0,102960.0,102992.0,102996.0,103068.0,103140.0,103240.0,102968.0,102852.0,102992.0,102992.0,102992.0,102984.0,103012.0,102992.0,103020.0,102884.0,102944.0,102956.0,103044.0,103004.0,102976.0,103108.0,102956.0,103080.0,102840.0,102916.0,102944.0,103008.0,102612.0,102792.0,102936.0,103220.0,102936.0,103112.0,103068.0,103064.0,102932.0,103076.0,103068.0,102936.0,102964.0,103368.0,103084.0,103248.0,103352.0,103368.0,103352.0,103100.0,103184.0,103632.0,103092.0,103084.0,103080.0,103348.0,103348.0,103228.0,102976.0,103064.0,103072.0,103464.0,103468.0,103344.0,103356.0,103648.0,103616.0,103584.0,103344.0,103232.0,103484.0,103376.0
313,103368.0,98272.0,98368.0,98364.0,98408.0,98412.0,98400.0,98476.0,98412.0,98372.0,103388.0,103352.0,103252.0,103544.0,103236.0,102972.0,103268.0,103364.0,103372.0,103360.0,98432.0,103620.0,103612.0,103392.0,103244.0,103364.0,103236.0,103536.0,103644.0,103520.0,103376.0,98288.0,103280.0,103512.0,103352.0,103600.0,103492.0,103496.0,103256.0,103376.0,103396.0,103268.0,98412.0,103688.0,103252.0,103260.0,103360.0,103388.0,103360.0,103496.0,103284.0,103244.0,103276.0,101292.0,103308.0,100996.0,101056.0,103004.0,99300.0,102896.0,100908.0,100960.0,103284.0,102996.0,102876.0,103168.0,103616.0,103000.0,102956.0,103096.0,102972.0,102992.0,102996.0,103092.0,103160.0,103248.0,102988.0,102872.0,103016.0,103012.0,102996.0,102984.0,103048.0,103024.0,103044.0,102924.0,102984.0,102980.0,103072.0,103024.0,102980.0,103112.0,102956.0,103112.0,102840.0,102956.0,102964.0,103024.0,102636.0,102808.0,102956.0,103244.0,102976.0,103140.0,103116.0,103084.0,102932.0,103076.0,103088.0,102936.0,103004.0,103392.0,103100.0,103304.0,103364.0,103392.0,103364.0,103120.0,103204.0,103636.0,103120.0,103124.0,103076.0,103372.0,103352.0,103232.0,102964.0,103088.0,103100.0,103464.0,103484.0,103344.0,103372.0,103668.0,103660.0,103600.0,103344.0,103260.0,103500.0,103376.0
314,103396.0,98292.0,98404.0,98372.0,98416.0,98412.0,98420.0,98496.0,98432.0,98392.0,103404.0,103396.0,103276.0,103584.0,103268.0,102992.0,103296.0,103388.0,103392.0,103400.0,98440.0,103636.0,103644.0,103404.0,103268.0,103396.0,103252.0,103552.0,103664.0,103544.0,103388.0,98312.0,103280.0,103524.0,103392.0,103600.0,103532.0,103552.0,103276.0,103384.0,103388.0,103272.0,98416.0,103680.0,103272.0,103272.0,103400.0,103396.0,103388.0,103528.0,103272.0,103268.0,103276.0,101292.0,103336.0,100996.0,101068.0,103044.0,99328.0,102904.0,100940.0,100992.0,103316.0,103028.0,102916.0,103200.0,103636.0,102992.0,102936.0,103136.0,102996.0,103036.0,103036.0,103112.0,103180.0,103276.0,103008.0,102900.0,103028.0,103036.0,103020.0,103024.0,103060.0,103032.0,103060.0,102924.0,102980.0,102996.0,103084.0,103044.0,103020.0,103144.0,103008.0,103108.0,102888.0,102996.0,102992.0,103052.0,102696.0,102848.0,102976.0,103268.0,102988.0,103156.0,103104.0,103116.0,102972.0,103108.0,103112.0,102976.0,102984.0,103416.0,103120.0,103316.0,103388.0,103408.0,103384.0,103128.0,103228.0,103668.0,103128.0,103124.0,103116.0,103392.0,103380.0,103248.0,103004.0,103108.0,103112.0,103524.0,103516.0,103392.0,103396.0,103700.0,103680.0,103632.0,103392.0,103272.0,103532.0,103408.0
315,103412.0,98292.0,98404.0,98392.0,98452.0,98444.0,98440.0,98516.0,98432.0,98412.0,103424.0,103412.0,103296.0,103588.0,103276.0,103024.0,103320.0,103388.0,103408.0,103416.0,98460.0,103660.0,103652.0,103424.0,103268.0,103404.0,103276.0,103552.0,103688.0,103564.0,103388.0,98328.0,103320.0,103548.0,103400.0,103620.0,103520.0,103544.0,103292.0,103408.0,103404.0,103296.0,98416.0,103708.0,103292.0,103292.0,103400.0,103420.0,103400.0,103536.0,103312.0,103300.0,103316.0,101292.0,103348.0,101032.0,101068.0,103040.0,99356.0,102924.0,100948.0,101000.0,103316.0,103036.0,102928.0,103220.0,103676.0,103032.0,102956.0,103136.0,102996.0,103048.0,103052.0,103128.0,103200.0,103292.0,103024.0,102900.0,103068.0,103056.0,103020.0,103024.0,103060.0,103072.0,103084.0,102924.0,103020.0,103016.0,103104.0,103068.0,103012.0,103176.0,103020.0,103124.0,102904.0,103000.0,103008.0,103068.0,102684.0,102836.0,102996.0,103284.0,103000.0,103176.0,103144.0,103120.0,102988.0,103120.0,103132.0,102992.0,103004.0,103432.0,103144.0,103308.0,103388.0,103432.0,103384.0,103168.0,103244.0,103672.0,103152.0,103144.0,103116.0,103412.0,103380.0,103272.0,103004.0,103116.0,103132.0,103524.0,103512.0,103404.0,103412.0,103708.0,103700.0,103640.0,103400.0,103292.0,103540.0,103416.0
316,103412.0,98328.0,98444.0,98412.0,98472.0,98444.0,98456.0,98532.0,98472.0,98428.0,103424.0,103412.0,103316.0,103608.0,103296.0,103032.0,103336.0,103424.0,103432.0,103416.0,98460.0,103680.0,103672.0,103440.0,103308.0,103444.0,103276.0,103572.0,103704.0,103584.0,103404.0,98352.0,103320.0,103576.0,103420.0,103620.0,103560.0,103584.0,103316.0,103408.0,103444.0,103296.0,98448.0,103732.0,103308.0,103312.0,103420.0,103420.0,103420.0,103560.0,103312.0,103304.0,103316.0,101328.0,103368.0,101048.0,101100.0,103040.0,99356.0,102944.0,100948.0,101024.0,103352.0,103056.0,102948.0,103240.0,103676.0,103028.0,102988.0,103136.0,103032.0,103072.0,103072.0,103152.0,103216.0,103308.0,103048.0,102940.0,103076.0,103076.0,103060.0,103060.0,103096.0,103072.0,103100.0,102964.0,103020.0,103036.0,103124.0,103088.0,103040.0,103180.0,103020.0,103164.0,102928.0,103024.0,103032.0,103092.0,102728.0,102876.0,103016.0,103308.0,103020.0,103200.0,103144.0,103144.0,102988.0,103140.0,103164.0,102992.0,103024.0,103456.0,103160.0,103324.0,103428.0,103448.0,103424.0,103168.0,103268.0,103696.0,103168.0,103164.0,103140.0,103432.0,103420.0,103272.0,103020.0,103148.0,103132.0,103524.0,103548.0,103404.0,103432.0,103748.0,103720.0,103640.0,103440.0,103292.0,103564.0,103436.0
317,103444.0,98352.0,98444.0,98412.0,98492.0,98484.0,98480.0,98568.0,98488.0,98452.0,103464.0,103436.0,103316.0,103608.0,103316.0,103048.0,103352.0,103444.0,103448.0,103456.0,98496.0,103700.0,103672.0,103464.0,103324.0,103444.0,103312.0,103612.0,103724.0,103600.0,103440.0,98368.0,103352.0,103588.0,103440.0,103660.0,103552.0,103596.0,103332.0,103444.0,103444.0,103336.0,98488.0,103764.0,103332.0,103332.0,103436.0,103460.0,103436.0,103576.0,103352.0,103324.0,103316.0,101328.0,103388.0,101076.0,101116.0,103080.0,99372.0,102964.0,100984.0,101024.0,103392.0,103056.0,102964.0,103264.0,103700.0,103056.0,103016.0,103172.0,103052.0,103072.0,103072.0,103172.0,103216.0,103328.0,103064.0,102956.0,103096.0,103096.0,103060.0,103060.0,103116.0,103072.0,103120.0,102964.0,103060.0,103056.0,103144.0,103108.0,103060.0,103200.0,103060.0,103184.0,102944.0,103040.0,103048.0,103108.0,102720.0,102876.0,103032.0,103324.0,103020.0,103216.0,103184.0,103160.0,103028.0,103160.0,103152.0,103032.0,103060.0,103472.0,103176.0,103344.0,103460.0,103468.0,103432.0,103180.0,103284.0,103712.0,103208.0,103184.0,103176.0,103456.0,103428.0,103312.0,103060.0,103164.0,103172.0,103544.0,103548.0,103440.0,103452.0,103748.0,103740.0,103680.0,103440.0,103332.0,103564.0,103456.0
318,103464.0,98372.0,98484.0,98452.0,98512.0,98516.0,98500.0,98576.0,98512.0,98472.0,103480.0,103468.0,103356.0,103644.0,103316.0,103088.0,103408.0,103464.0,103492.0,103476.0,98536.0,103720.0,103712.0,103480.0,103344.0,103464.0,103328.0,103632.0,103748.0,103628.0,103464.0,98408.0,103392.0,103612.0,103440.0,103680.0,103588.0,103616.0,103352.0,103468.0,103464.0,103356.0,98492.0,103764.0,103340.0,103364.0,103460.0,103480.0,103460.0,103576.0,103372.0,103344.0,103356.0,101372.0,103408.0,101108.0,101156.0,103104.0,99396.0,102988.0,100984.0,101060.0,103392.0,103096.0,102992.0,103264.0,103732.0,103080.0,103036.0,103172.0,103052.0,103108.0,103112.0,103172.0,103252.0,103352.0,103084.0,102956.0,103116.0,103116.0,103100.0,103100.0,103140.0,103112.0,103144.0,102984.0,103064.0,103076.0,103168.0,103128.0,103060.0,103220.0,103080.0,103204.0,102984.0,103060.0,103068.0,103128.0,102736.0,102892.0,103056.0,103344.0,103060.0,103236.0,103200.0,103180.0,103048.0,103160.0,103172.0,103052.0,103060.0,103492.0,103196.0,103364.0,103464.0,103488.0,103472.0,103220.0,103304.0,103752.0,103212.0,103204.0,103176.0,103472.0,103468.0,103312.0,103060.0,103188.0,103172.0,103584.0,103588.0,103464.0,103472.0,103768.0,103756.0,103700.0,103460.0,103352.0,103600.0,103488.0
319,103488.0,98404.0,98504.0,98484.0,98552.0,98528.0,98524.0,98604.0,98536.0,98496.0,103508.0,103488.0,103376.0,103664.0,103356.0,103092.0,103404.0,103496.0,103520.0,103508.0,98540.0,103740.0,103732.0,103508.0,103376.0,103496.0,103368.0,103664.0,103756.0,103644.0,103464.0,98412.0,103400.0,103612.0,103484.0,103704.0,103608.0,103616.0,103376.0,103496.0,103496.0,103376.0,98528.0,103816.0,103376.0,103376.0,103460.0,103500.0,103480.0,103620.0,103404.0,103384.0,103388.0,101404.0,103428.0,101112.0,101156.0,103124.0,99444.0,103008.0,101028.0,101092.0,103416.0,103116.0,103024.0,103300.0,103740.0,103112.0,103068.0,103220.0,103092.0,103128.0,103112.0,103208.0,103292.0,103352.0,103100.0,103000.0,103132.0,103136.0,103120.0,103124.0,103180.0,103136.0,103168.0,103036.0,103084.0,103100.0,103200.0,103148.0,103100.0,103260.0,103104.0,103236.0,102988.0,103084.0,103092.0,103152.0,102768.0,102924.0,103076.0,103368.0,103092.0,103264.0,103232.0,103216.0,103072.0,103200.0,103212.0,103076.0,103100.0,103532.0,103220.0,103416.0,103488.0,103512.0,103484.0,103232.0,103328.0,103756.0,103232.0,103240.0,103216.0,103492.0,103472.0,103352.0,103112.0,103208.0,103212.0,103616.0,103620.0,103496.0,103492.0,103788.0,103784.0,103724.0,103480.0,103376.0,103632.0,103496.0
320,103516.0,98412.0,98544.0,98492.0,98552.0,98528.0,98540.0,98616.0,98576.0,98516.0,103548.0,103512.0,103400.0,103688.0,103380.0,103116.0,103420.0,103512.0,103520.0,103520.0,98560.0,103772.0,103756.0,103508.0,103392.0,103508.0,103376.0,103672.0,103796.0,103664.0,103508.0,98452.0,103400.0,103664.0,103504.0,103720.0,103632.0,103668.0,103416.0,103496.0,103508.0,103392.0,98540.0,103816.0,103400.0,103400.0,103504.0,103520.0,103500.0,103640.0,103404.0,103380.0,103400.0,101416.0,103460.0,101132.0,101172.0,103156.0,99456.0,103024.0,101068.0,101104.0,103456.0,103156.0,103028.0,103320.0,103780.0,103112.0,103060.0,103252.0,103116.0,103156.0,103156.0,103232.0,103292.0,103388.0,103132.0,103020.0,103164.0,103160.0,103144.0,103144.0,103176.0,103176.0,103180.0,103048.0,103124.0,103100.0,103212.0,103172.0,103116.0,103256.0,103136.0,103236.0,103020.0,103116.0,103112.0,103172.0,102820.0,102964.0,103100.0,103392.0,103100.0,103284.0,103244.0,103236.0,103104.0,103240.0,103232.0,103116.0,103132.0,103536.0,103240.0,103408.0,103528.0,103528.0,103504.0,103252.0,103348.0,103776.0,103272.0,103240.0,103240.0,103520.0,103524.0,103384.0,103124.0,103260.0,103252.0,103628.0,103632.0,103508.0,103524.0,103828.0,103804.0,103748.0,103504.0,103396.0,103644.0,103520.0
321,103516.0,98412.0,98544.0,98516.0,98552.0,98564.0,98560.0,98616.0,98572.0,98536.0,103552.0,103528.0,103416.0,103704.0,103420.0,103132.0,103436.0,103528.0,103532.0,103536.0,98580.0,103780.0,103776.0,103544.0,103408.0,103524.0,103396.0,103672.0,103804.0,103688.0,103508.0,98456.0,103440.0,103668.0,103520.0,103740.0,103652.0,103676.0,103416.0,103528.0,103528.0,103416.0,98560.0,103828.0,103412.0,103412.0,103520.0,103540.0,103520.0,103660.0,103432.0,103404.0,103424.0,101416.0,103468.0,101160.0,101212.0,103168.0,99476.0,103064.0,101068.0,101124.0,103460.0,103160.0,103052.0,103344.0,103784.0,103128.0,103096.0,103260.0,103136.0,103188.0,103176.0,103252.0,103316.0,103412.0,103152.0,103036.0,103176.0,103176.0,103160.0,103164.0,103200.0,103176.0,103204.0,103048.0,103128.0,103136.0,103212.0,103212.0,103140.0,103280.0,103140.0,103248.0,103028.0,103124.0,103128.0,103188.0,102808.0,102964.0,103120.0,103392.0,103140.0,103300.0,103264.0,103244.0,103108.0,103244.0,103252.0,103116.0,103132.0,103556.0,103260.0,103424.0,103528.0,103552.0,103544.0,103272.0,103368.0,103816.0,103272.0,103264.0,103256.0,103536.0,103524.0,103396.0,103140.0,103248.0,103256.0,103644.0,103648.0,103508.0,103536.0,103832.0,103828.0,103760.0,103520.0,103420.0,103660.0,103520.0
