kbcommit,aceph01,aceph02,aceph03,aceph04
217,28296668.0,27430928.0,27796856.0,28099372.0
218,28296524.0,27460132.0,27807192.0,28080800.0
219,28256552.0,27442240.0,27785584.0,28097316.0
220,28305096.0,27474036.0,27800440.0,28113484.0
221,28268244.0,27481308.0,27780612.0,28069460.0
222,28291284.0,27461332.0,27770768.0,28053360.0
223,28323948.0,27486160.0,27771120.0,28079840.0
224,28270576.0,27486344.0,27787512.0,28047268.0
225,28262556.0,27465308.0,27764896.0,28096828.0
226,28312296.0,27478836.0,27813208.0,28093716.0
227,28291792.0,27459124.0,27779660.0,28068728.0
228,28289764.0,27459008.0,27772868.0,28084888.0
229,28289764.0,27489132.0,27753296.0,28082708.0
230,28271928.0,27470044.0,27746280.0,28115048.0
231,28322112.0,27481712.0,27790452.0,28128428.0
232,28304948.0,27440828.0,27784592.0,28123740.0
233,28301544.0,27489220.0,27781532.0,28117832.0
234,28317724.0,27472620.0,27750512.0,28128620.0
235,28299860.0,27430588.0,27782980.0,28103516.0
236,28274064.0,27446788.0,27784628.0,28103584.0
237,28270444.0,27459716.0,27782224.0,28100432.0
238,28270488.0,27470652.0,27809112.0,28095748.0
239,28282336.0,27487092.0,27809112.0,28105168.0
240,28281984.0,27457164.0,27797188.0,28113548.0
241,28264392.0,27453580.0,27829624.0,28129992.0
242,28264392.0,27468448.0,27772668.0,28088500.0
243,28275736.0,27464144.0,27767644.0,28097536.0
244,28308368.0,27456504.0,27760212.0,28091160.0
245,28301592.0,27520880.0,27809484.0,28051424.0
246,28279700.0,27458444.0,27786828.0,28100480.0
247,28306524.0,27482900.0,27803128.0,28100480.0
248,28284264.0,27483056.0,27800216.0,28095268.0
249,28279864.0,27444712.0,27796228.0,28110788.0
250,28278712.0,27451112.0,27792732.0,28109084.0
251,28256172.0,27451424.0,27809388.0,28068104.0
252,28287872.0,27500192.0,27788532.0,28100832.0
253,28288652.0,27491968.0,27758116.0,28100832.0
254,28267744.0,27471980.0,27790940.0,28078196.0
255,28279652.0,27471704.0,27766316.0,28094312.0
256,28236988.0,27466044.0,27799288.0,28094312.0
257,28280268.0,27445500.0,27772952.0,28121612.0
258,28297020.0,27445684.0,27767444.0,28103536.0
259,28251888.0,27447580.0,27782904.0,28057104.0
260,28280824.0,27479952.0,27764316.0,28089468.0
261,28293116.0,27457268.0,27775856.0,28086968.0
262,28256068.0,27447664.0,27775856.0,28078528.0
263,28272828.0,27463800.0,27747404.0,28094692.0
264,28272724.0,27453676.0,27791696.0,28138384.0
265,28286080.0,27450700.0,27784688.0,28154648.0
266,28269736.0,27500584.0,27761996.0,28114284.0
267,28247972.0,27453244.0,27794544.0,28085960.0
268,28276784.0,27469792.0,27805944.0,28118352.0
269,28284420.0,27432676.0,27765468.0,28100800.0
270,28239928.0,27413788.0,27781960.0,28091192.0
271,28285084.0,27462300.0,27763908.0,28107576.0
272,28315044.0,27474948.0,27739356.0,28086268.0
273,28297024.0,27445848.0,27755648.0,28111996.0
274,28291024.0,27478168.0,27755152.0,28093500.0
275,28304924.0,27474080.0,27800732.0,28050688.0
276,28304924.0,27489720.0,27771796.0,28113164.0
277,28294704.0,27489720.0,27766332.0,28072076.0
278,28327076.0,27460416.0,27782524.0,28084180.0
279,28278212.0,27486524.0,27762916.0,28100452.0
280,28278212.0,27464820.0,27789616.0,28116840.0
281,28292332.0,27470528.0,27786136.0,28114076.0
282,28288412.0,27468808.0,27751720.0,28064376.0
283,28282856.0,27448376.0,27763880.0,28063384.0
284,28259204.0,27456844.0,27777284.0,28095864.0
285,28323760.0,27452976.0,27768040.0,28072892.0
286,28285680.0,27452976.0,27776672.0,28070628.0
287,28301952.0,27441332.0,27792780.0,28086332.0
288,28297976.0,27489208.0,27790984.0,28098028.0
289,28249080.0,27461312.0,27749968.0,28105616.0
290,28279876.0,27475520.0,27781588.0,28068436.0
291,28312404.0,27508332.0,27775788.0,28080280.0
292,28294804.0,27489512.0,27790212.0,28110696.0
293,28310180.0,27457624.0,27746140.0,28066704.0
294,28290980.0,27454968.0,27775340.0,28096188.0
295,28315248.0,27406088.0,27772368.0,28124660.0
296,28293420.0,27449876.0,27762624.0,28102656.0
297,28301224.0,27465860.0,27778704.0,28115344.0
298,28296788.0,27446204.0,27759332.0,28114268.0
299,28312896.0,27454024.0,27756220.0,28112396.0
300,28287892.0,27468824.0,27749356.0,28112396.0
301,28313292.0,27435668.0,27749356.0,28127624.0
302,28313292.0,27445444.0,27756340.0,28085896.0
303,28251828.0,27477888.0,27769320.0,28095728.0
304,28284064.0,27461632.0,27749412.0,28095844.0
305,28263728.0,27462852.0,27769704.0,28085612.0
306,28269220.0,27455740.0,27709440.0,28115632.0
307,28265024.0,27485328.0,27741920.0,28112244.0
308,28248760.0,27479960.0,27786540.0,28102312.0
309,28257552.0,27451684.0,27765944.0,28097636.0
310,28306672.0,27481672.0,27762588.0,28113772.0
311,28272180.0,27445392.0,27741308.0,28093096.0
312,28297944.0,27453348.0,27786620.0,28108764.0
313,28330228.0,27453348.0,27781144.0,28121496.0
314,28307984.0,27436256.0,27780832.0,28080044.0
315,28317628.0,27447752.0,27792520.0,28094908.0
316,28260708.0,27456872.0,27787728.0,28078628.0
317,28276120.0,27467452.0,27753572.0,28065900.0
318,28310048.0,27483576.0,27769832.0,28098560.0
319,28288672.0,27447040.0,27758608.0,28108956.0
320,28284896.0,27463748.0,27769296.0,28098168.0
321,28279680.0,27462624.0,27801512.0,28114428.0
322,28300820.0,27453292.0,27754708.0,28086672.0
323,28296224.0,27499188.0,27752312.0,28120304.0
324,28278224.0,27494540.0,27798396.0,28079856.0
325,28253520.0,27432168.0,27795920.0,28102096.0
326,28285740.0,27455208.0,27824044.0,28134924.0
327,28285660.0,27451352.0,27821568.0,28114940.0
328,28279168.0,27465980.0,27800828.0,28097064.0
329,28295500.0,27477624.0,27768784.0,28130184.0
330,28296016.0,27462968.0,27801704.0,28078756.0
331,28295964.0,27439920.0,27752796.0,28081460.0
332,28290064.0,27446792.0,27785004.0,28113036.0
333,28253236.0,27478968.0,27797128.0,28092400.0
334,28269152.0,27475548.0,27777860.0,28121844.0
335,28285032.0,27504760.0,27750100.0,28077756.0
336,28258576.0,27483664.0,27766264.0,28073128.0
337,28308436.0,27494276.0,27748916.0,28105148.0
338,28264640.0,27510632.0,27763452.0,28089060.0
339,28255964.0,27463820.0,27745492.0,28064204.0
340,28290020.0,27467960.0,27713108.0,28079504.0
341,28272208.0,27467960.0,27800800.0,28079424.0
342,28262656.0,27479392.0,27765440.0,28088844.0
343,28311592.0,27474488.0,27747352.0,28083424.0
344,28273440.0,27471356.0,27763356.0,28079392.0
345,28287760.0,27447096.0,27795824.0,28058172.0
346,28282756.0,27491980.0,27783616.0,28089548.0
347,28265368.0,27508704.0,27745452.0,28071960.0
348,28293696.0,27456304.0,27744148.0,28089036.0
349,28272144.0,27479796.0,27732856.0,28067104.0
350,28247900.0,27463400.0,27759836.0,28067452.0
351,28298416.0,27461012.0,27740376.0,28100296.0
352,28245736.0,27493876.0,27744692.0,28079912.0
353,28294216.0,27473112.0,27760912.0,28095556.0
354,28255112.0,27456000.0,27771760.0,28111948.0
355,28269608.0,27456076.0,27767904.0,28090836.0
356,28303252.0,27452140.0,27780504.0,28073980.0
357,28285248.0,27462660.0,27773520.0,28100092.0
358,28295516.0,27492176.0,27789780.0,28065644.0
359,28327884.0,27475820.0,27768184.0,28071236.0
360,28288248.0,27441948.0,27784468.0,28118860.0
361,28283724.0,27441948.0,27746132.0,28102532.0
362,28312920.0,27422932.0,27778452.0,28100064.0
363,28302000.0,27472488.0,27776612.0,28094508.0
364,28275436.0,27470704.0,27781308.0,28076072.0
365,28288808.0,27444280.0,27781308.0,28083464.0
366,28288808.0,27473956.0,27769860.0,28099800.0
367,28300036.0,27486332.0,27766624.0,28053368.0
368,28261240.0,27483292.0,27782700.0,28114384.0
369,28272044.0,27479528.0,27747084.0,28090292.0
370,28300556.0,27480928.0,27780548.0,28102304.0
371,28300420.0,27459400.0,27780316.0,28151888.0
372,28278240.0,27484392.0,27777608.0,28109356.0
373,28309948.0,27480388.0,27788752.0,28125996.0
374,28299660.0,27456968.0,27749352.0,28109588.0
375,28311076.0,27456968.0,27777680.0,28119612.0
376,28321600.0,27465820.0,27772208.0,28083012.0
377,28280744.0,27463968.0,27759788.0,28062244.0
378,28294368.0,27497236.0,27791204.0,28126924.0
379,28294368.0,27454432.0,27766936.0,28143004.0
380,28268652.0,27429572.0,27780172.0,28099112.0
381,28317400.0,27473500.0,27774884.0,28097416.0
382,28296324.0,27450844.0,27750028.0,28108936.0
383,28305316.0,27457684.0,27766040.0,28158048.0
384,28321396.0,27472628.0,27779608.0,28131804.0
385,28259948.0,27482464.0,27739764.0,28088788.0
386,28288440.0,27460148.0,27730620.0,28099268.0
387,28288440.0,27471228.0,27779880.0,28115556.0
388,28310880.0,27471228.0,27769396.0,28107628.0
389,28284360.0,27487156.0,27738576.0,28135668.0
390,28293452.0,27484484.0,27770636.0,28078800.0
391,28293660.0,27451560.0,27753780.0,28108044.0
392,28266028.0,27485000.0,27758804.0,28124156.0
393,28279008.0,27446576.0,27774904.0,28085800.0
394,28328316.0,27476720.0,27786720.0,28078348.0
395,28287144.0,27448832.0,27758332.0,28078348.0
396,28302252.0,27515256.0,27807160.0,28105436.0
397,28263476.0,27476308.0,27768564.0,28101616.0
398,28292724.0,27484184.0,27758504.0,28110620.0
399,28339256.0,27461812.0,27791440.0,28083872.0
