kbinact,aceph01,aceph02,aceph03,aceph04
119,3058016.0,2903152.0,3011996.0,2979128.0
120,3070396.0,2913796.0,3022624.0,2989908.0
121,3082164.0,2924192.0,3032812.0,2999816.0
122,3092660.0,2934316.0,3042264.0,3010564.0
123,3105188.0,2944520.0,3052980.0,3019788.0
124,3122636.0,2954116.0,3062336.0,3029648.0
125,3136296.0,2964336.0,3076056.0,3039756.0
126,3140148.0,2974560.0,3082440.0,3049864.0
127,3152388.0,2983660.0,3092588.0,3059744.0
128,3161656.0,2993792.0,3102272.0,3070908.0
129,3174704.0,3004100.0,3112440.0,3083304.0
130,3187068.0,3014072.0,3123300.0,3097360.0
131,3198456.0,3023496.0,3133260.0,3109040.0
132,3210172.0,3034028.0,3143844.0,3120992.0
133,3221640.0,3044648.0,3153888.0,3120060.0
134,3234652.0,3054740.0,3164388.0,3130844.0
135,3244600.0,3064068.0,3174412.0,3140516.0
136,3254824.0,3074964.0,3185268.0,3151212.0
137,3267100.0,3084704.0,3195024.0,3161768.0
138,3277664.0,3097284.0,3205408.0,3171040.0
139,3290868.0,3110040.0,3215156.0,3181476.0
140,3302976.0,3115436.0,3224764.0,3191500.0
141,3314504.0,3125488.0,3235960.0,3201388.0
142,3324992.0,3138664.0,3245156.0,3211632.0
143,3336300.0,3145052.0,3256048.0,3222804.0
144,3347120.0,3155088.0,3265968.0,3234116.0
145,3359520.0,3165004.0,3276736.0,3243568.0
146,3371604.0,3177188.0,3286048.0,3254316.0
147,3382644.0,3186448.0,3300128.0,3264300.0
148,3392512.0,3194724.0,3312504.0,3279144.0
149,3405636.0,3204844.0,3322060.0,3293444.0
150,3418572.0,3214936.0,3332876.0,3296256.0
151,3430604.0,3223688.0,3342872.0,3310228.0
152,3440408.0,3234496.0,3352920.0,3325664.0
153,3452812.0,3244124.0,3362992.0,3323788.0
154,3462980.0,3254660.0,3372976.0,3333416.0
155,3473716.0,3264036.0,3383032.0,3343476.0
156,3485820.0,3274816.0,3386916.0,3354140.0
157,3499992.0,3282752.0,3396696.0,3364180.0
158,3512928.0,3293260.0,3407036.0,3373888.0
159,3529004.0,3303484.0,3417104.0,3384380.0
160,3544188.0,3313540.0,3427552.0,3395052.0
161,3545704.0,3323032.0,3437640.0,3405624.0
162,3555356.0,3334696.0,3448016.0,3414864.0
163,3564860.0,3347012.0,3457724.0,3426252.0
164,3577516.0,3353320.0,3468512.0,3436208.0
165,3589468.0,3362312.0,3478684.0,3446452.0
166,3601480.0,3372260.0,3488360.0,3456340.0
167,3613716.0,3383004.0,3499428.0,3466880.0
168,3624056.0,3392936.0,3509796.0,3477392.0
169,3637324.0,3402744.0,3519520.0,3487180.0
170,3649208.0,3412740.0,3529552.0,3497220.0
171,3661252.0,3422128.0,3540868.0,3508292.0
172,3671784.0,3433216.0,3551644.0,3518232.0
173,3691488.0,3451692.0,3566368.0,3528372.0
174,3751144.0,3453124.0,3572612.0,3538248.0
175,3657372.0,3463244.0,3587728.0,3548988.0
176,3673644.0,3473632.0,3599936.0,3557964.0
177,3686280.0,3483896.0,3610212.0,3568644.0
178,3697284.0,3493972.0,3620348.0,3579220.0
179,3709660.0,3504720.0,3622016.0,3588380.0
180,3713572.0,3513512.0,3630892.0,3598896.0
181,3726760.0,3523648.0,3641844.0,3608848.0
182,3743868.0,3533872.0,3652180.0,3618624.0
183,3748392.0,3545360.0,3665960.0,3629620.0
184,3760068.0,3565860.0,3672668.0,3639516.0
185,3770572.0,3564960.0,3682540.0,3649704.0
186,3783128.0,3574572.0,3695696.0,3660492.0
187,3794656.0,3584988.0,3713300.0,3669540.0
188,3805340.0,3595500.0,3730044.0,3682252.0
189,3817292.0,3605192.0,3747172.0,3692876.0
190,3830172.0,3615380.0,3733144.0,3702752.0
191,3842752.0,3628068.0,3742468.0,3712808.0
192,3882656.0,3633820.0,3758412.0,3722620.0
193,3868776.0,3643696.0,3777480.0,3733368.0
194,3872040.0,3653924.0,3773260.0,3743304.0
195,3884396.0,3663348.0,3783412.0,3755768.0
196,3896820.0,3673448.0,3793252.0,3771140.0
197,3908488.0,3682876.0,3803700.0,3772592.0
198,3918308.0,3693696.0,3814156.0,3783136.0
199,3930172.0,3703748.0,3822524.0,3789440.0
200,3943160.0,3714012.0,3833020.0,3802112.0
201,3958124.0,3723272.0,3842852.0,3818360.0
202,3972816.0,3734460.0,3852272.0,3828328.0
203,3978248.0,3750084.0,3862100.0,3839344.0
204,3989496.0,3758920.0,3873236.0,3849928.0
205,4002056.0,3773112.0,3882716.0,3859924.0
206,4013524.0,3785672.0,3893296.0,3862584.0
207,4025592.0,3783436.0,3903408.0,3872252.0
208,4035280.0,3793732.0,3914232.0,3882424.0
209,4047452.0,3803192.0,3923724.0,3892464.0
210,4059148.0,3813312.0,3933716.0,3902640.0
211,4099948.0,3823348.0,3943816.0,3913324.0
212,4080616.0,3833696.0,3954080.0,3923588.0
213,4090832.0,3843932.0,3964156.0,3934824.0
214,4102944.0,3854016.0,3973940.0,3945744.0
215,4115340.0,3862940.0,3984040.0,3955316.0
216,4128136.0,3873504.0,3994964.0,3965464.0
217,4138996.0,3883664.0,4010176.0,3975268.0
218,4150020.0,3892900.0,4020564.0,3985772.0
219,4163152.0,3902704.0,4024888.0,3995616.0
220,4179004.0,3913316.0,4035328.0,4004068.0
221,4196224.0,3923056.0,4045892.0,4014604.0
222,4210752.0,3933360.0,4055912.0,4024524.0
223,4228532.0,3943592.0,4065684.0,4034812.0
224,4239460.0,3954028.0,4076124.0,4044456.0
225,4252076.0,3964524.0,4089776.0,4055616.0
226,4263752.0,3979188.0,4105492.0,4064336.0
227,4275940.0,3994468.0,4106252.0,4073948.0
228,4286768.0,3993740.0,4115312.0,4084468.0
229,4278372.0,4003352.0,4126060.0,4094524.0
230,4290372.0,4013288.0,4135356.0,4104508.0
231,4301600.0,4023564.0,4145324.0,4115540.0
232,4312568.0,4033708.0,4155376.0,4125528.0
233,4324696.0,4043848.0,4166056.0,4138240.0
234,4334948.0,4054568.0,4176348.0,4147824.0
235,4346516.0,4064416.0,4185932.0,4158056.0
236,4358264.0,4073848.0,4196084.0,4168108.0
237,4371764.0,4087052.0,4205872.0,4175900.0
238,4381028.0,4101520.0,4215392.0,4186440.0
239,4393292.0,4111788.0,4225836.0,4201252.0
240,4406016.0,4122952.0,4236196.0,4212708.0
241,4416988.0,4133936.0,4245512.0,4224336.0
242,4482996.0,4149960.0,4256260.0,4227096.0
243,4392636.0,4154264.0,4266564.0,4236548.0
244,4403348.0,4163012.0,4276112.0,4246456.0
245,4412508.0,4173624.0,4286716.0,4256900.0
246,4424088.0,4175524.0,4296840.0,4266560.0
247,4435308.0,4185640.0,4306360.0,4277252.0
248,4450392.0,4195868.0,4317712.0,4286784.0
249,4465720.0,4203388.0,4329008.0,4296916.0
250,4480188.0,4211912.0,4337192.0,4307244.0
251,4490436.0,4222928.0,4346800.0,4317856.0
252,4502504.0,4233292.0,4357940.0,4328608.0
253,4515280.0,4242288.0,4367684.0,4338516.0
254,4520656.0,4255604.0,4378212.0,4349096.0
255,4534416.0,4272320.0,4388444.0,4358704.0
256,4549540.0,4285880.0,4397852.0,4369500.0
257,4560160.0,4287980.0,4408500.0,4379748.0
258,4563260.0,4298604.0,4418704.0,4390288.0
259,4574900.0,4307336.0,4428120.0,4399344.0
260,4584792.0,4317860.0,4437888.0,4410436.0
261,4598112.0,4328028.0,4447300.0,4420224.0
262,4607180.0,4333120.0,4457696.0,4429408.0
263,4618484.0,4343044.0,4467852.0,4440596.0
264,4631396.0,4355296.0,4478236.0,4450264.0
265,4642224.0,4375460.0,4487908.0,4460676.0
266,4654824.0,4373408.0,4497900.0,4470632.0
267,4665764.0,4383464.0,4508792.0,4481032.0
268,4676224.0,4392896.0,4518536.0,4490984.0
269,4689420.0,4403448.0,4528764.0,4500808.0
270,4698960.0,4413404.0,4538716.0,4510816.0
271,4697868.0,4423272.0,4548412.0,4521740.0
272,4707768.0,4433468.0,4559172.0,4531732.0
273,4715636.0,4442668.0,4568748.0,4541180.0
274,4727280.0,4452904.0,4579416.0,4551544.0
275,4739016.0,4462652.0,4588756.0,4561240.0
276,4752168.0,4475152.0,4599844.0,4571020.0
277,4762392.0,4487312.0,4610480.0,4581596.0
278,4774152.0,4497624.0,4619784.0,4592288.0
279,4785472.0,4507364.0,4630140.0,4602192.0
280,4796996.0,4517776.0,4641152.0,4613004.0
281,4808672.0,4528072.0,4650596.0,4622220.0
282,4820904.0,4537744.0,4661596.0,4632720.0
283,4831376.0,4543724.0,4670808.0,4642512.0
284,4844480.0,4553312.0,4682492.0,4651724.0
285,4855160.0,4562900.0,4691292.0,4662496.0
286,4867676.0,4578676.0,4700848.0,4671688.0
287,4879388.0,4582824.0,4711112.0,4682732.0
288,4891000.0,4595872.0,4721696.0,4692160.0
289,4900712.0,4610416.0,4731560.0,4702744.0
290,4913008.0,4623864.0,4740872.0,4712640.0
291,4923512.0,4622524.0,4751268.0,4722552.0
292,4934680.0,4632712.0,4760916.0,4732444.0
293,4945240.0,4642204.0,4771216.0,4746040.0
294,4957516.0,4652600.0,4780712.0,4761476.0
295,4973668.0,4663124.0,4791380.0,4762420.0
296,5017448.0,4675016.0,4802996.0,4772572.0
297,4980916.0,4682172.0,4812464.0,4782636.0
298,4989832.0,4692292.0,4822928.0,4793120.0
299,5001764.0,4701664.0,4832708.0,4803168.0
300,5014476.0,4710844.0,4842544.0,4812664.0
301,5025132.0,4721124.0,4852220.0,4822476.0
302,5041124.0,4730316.0,4862472.0,4832416.0
303,5043556.0,4739556.0,4874292.0,4842540.0
304,5055984.0,4750116.0,4891256.0,4852160.0
305,5068596.0,4759708.0,4897768.0,4863004.0
306,5079792.0,4769748.0,4899012.0,4872544.0
307,5090804.0,4779620.0,4910484.0,4883300.0
308,5101104.0,4790252.0,4920908.0,4893068.0
309,5113364.0,4799344.0,4930560.0,4903152.0
310,5124772.0,4809840.0,4941316.0,4912852.0
311,5137892.0,4820460.0,4953428.0,4923332.0
312,5149132.0,4829228.0,4963608.0,4933376.0
313,5160164.0,4840024.0,4973856.0,4943912.0
314,5171120.0,4850048.0,4983748.0,4953432.0
315,5182768.0,4859980.0,4993636.0,4964104.0
316,5194260.0,4870460.0,5004520.0,4973544.0
317,5205888.0,4879596.0,5014028.0,4983424.0
318,5216028.0,4890088.0,5024512.0,4994064.0
319,5231612.0,4899872.0,5034680.0,5008428.0
320,5248628.0,4910424.0,5044412.0,5013624.0
321,5265356.0,4919664.0,5052736.0,5023224.0
322,5280876.0,4929772.0,5063136.0,5033640.0
323,5291000.0,4939424.0,5072744.0,5043540.0
324,5303580.0,4949948.0,5082652.0,5056340.0
325,5316340.0,4960728.0,5092900.0,5065016.0
326,5310700.0,4969868.0,5103180.0,5073428.0
327,5322316.0,4980416.0,5113748.0,5083764.0
328,5333012.0,4989924.0,5124456.0,5094072.0
329,5345996.0,5000352.0,5133868.0,5104100.0
330,5362876.0,5010096.0,5143872.0,5114748.0
331,5380768.0,5020424.0,5153824.0,5124080.0
332,5388536.0,5029600.0,5163576.0,5134328.0
333,5398600.0,5040340.0,5173848.0,5144396.0
334,5439324.0,5055760.0,5183980.0,5154320.0
335,5420812.0,5072352.0,5193596.0,5167144.0
336,5431368.0,5093648.0,5203408.0,5178800.0
337,5434524.0,5109452.0,5215396.0,5191928.0
338,5444504.0,5116296.0,5223992.0,5204064.0
339,5456328.0,5127196.0,5234444.0,5213328.0
340,5469508.0,5136448.0,5244672.0,5223460.0
341,5482500.0,5146884.0,5253820.0,5235988.0
342,5493764.0,5146552.0,5263312.0,5243456.0
343,5504716.0,5156000.0,5274428.0,5248924.0
344,5517596.0,5154776.0,5287616.0,5256256.0
345,5529596.0,5164960.0,5293740.0,5265708.0
346,5542012.0,5168000.0,5303164.0,5275836.0
347,5551808.0,5178240.0,5313596.0,5286176.0
348,5560236.0,5187872.0,5324388.0,5296128.0
349,5572620.0,5198004.0,5334456.0,5306688.0
350,5584388.0,5208540.0,5347448.0,5317236.0
351,5596648.0,5218148.0,5358868.0,5327096.0
352,5606432.0,5230308.0,5374616.0,5337308.0
353,5617356.0,5242636.0,5374652.0,5353792.0
354,5630436.0,5257372.0,5384724.0,5355140.0
355,5642228.0,5269152.0,5394660.0,5365292.0
356,5656624.0,5279756.0,5404900.0,5375364.0
357,5671080.0,5289728.0,5414952.0,5384272.0
358,5673912.0,5298852.0,5424464.0,5395444.0
359,5686468.0,5309704.0,5434616.0,5405084.0
360,5698316.0,5306968.0,5445684.0,5418856.0
361,5709836.0,5316984.0,5458996.0,5435556.0
362,5722144.0,5326464.0,5465024.0,5435328.0
363,5731920.0,5335908.0,5475484.0,5445044.0
364,5744112.0,5346484.0,5484680.0,5455360.0
365,5755840.0,5356272.0,5494928.0,5465128.0
366,5769588.0,5366640.0,5505008.0,5475144.0
367,5779452.0,5376160.0,5514816.0,5485556.0
368,5790060.0,5385976.0,5524848.0,5495072.0
369,5802236.0,5396376.0,5534764.0,5505984.0
370,5814052.0,5405752.0,5545124.0,5515248.0
371,5826484.0,5417004.0,5554748.0,5524748.0
372,5853352.0,5426004.0,5565320.0,5535492.0
373,5824572.0,5435948.0,5575336.0,5548372.0
374,5808468.0,5446100.0,5585792.0,5561560.0
375,5819984.0,5455340.0,5594944.0,5571740.0
376,5829956.0,5465444.0,5604892.0,5582140.0
377,5842016.0,5474952.0,5615424.0,5592324.0
378,5853668.0,5485328.0,5625488.0,5601868.0
379,5867376.0,5495340.0,5636168.0,5611684.0
380,5885516.0,5504784.0,5645440.0,5622196.0
381,5902316.0,5515096.0,5655300.0,5636412.0
382,5919124.0,5524712.0,5665488.0,5644592.0
383,5823896.0,5534392.0,5675788.0,5645444.0
384,5837872.0,5547580.0,5685780.0,5659264.0
385,5850872.0,5553680.0,5696008.0,5669540.0
386,5861068.0,5563820.0,5706132.0,5679256.0
387,5873088.0,5573664.0,5716368.0,5690080.0
388,5883444.0,5584088.0,5726608.0,5700080.0
389,5903460.0,5593892.0,5736040.0,5709772.0
390,5915736.0,5603776.0,5745532.0,5719904.0
391,5927536.0,5614364.0,5756336.0,5736620.0
392,5939392.0,5624320.0,5771932.0,5753540.0
393,5949572.0,5633968.0,5780064.0,5761552.0
394,5962832.0,5643896.0,5793524.0,5754860.0
395,5962820.0,5653456.0,5803308.0,5764688.0
396,5974292.0,5663548.0,5814280.0,5775048.0
397,5987652.0,5673724.0,5824848.0,5782648.0
398,5999392.0,5681300.0,5831820.0,5787892.0
399,6000292.0,5684752.0,5827656.0,5788976.0
