w/s,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
316,50.0,53.0,37.37,36.63,34.0,44.0,24.0,25.0,29.0,23.0,67.35,48.0,36.0,18.18,32.32,43.43,57.0,48.51,29.0,34.0,17.0,38.38,40.4,60.0,49.49,29.7,60.61,32.32,15.15,29.29,28.28,13.13,26.53,54.08,21.78,27.55,10.2,59.6,15.84,29.7,29.0,48.45,23.23,46.0,28.71,54.0,40.4,41.41,48.98,50.0,47.0,23.23,25.0,23.0,36.36,31.0,26.0,28.0,39.39,26.0,8.0,30.3,44.44,38.38,39.39,55.0,39.0,32.0,49.0,24.24,23.23,50.51,18.81,26.26,33.33,22.22,62.63,34.34,44.0,40.59,47.96,30.0,24.51,50.5,40.0,38.0,57.58,34.65,17.17,41.24,48.48,36.36,46.46,28.71,34.31,48.48,51.52,42.0,42.0,49.0,46.46,53.54,37.62,48.48,45.45,40.59,36.36,31.0,45.45,37.0,14.29,30.0,23.23,39.8,17.17,17.0,6.06,32.0,59.6,25.25,30.3,32.65,69.31,39.0,27.0,27.27,23.23,46.0,37.76,29.29,34.65,18.18,47.47,55.56,42.57,52.53,42.0,70.41,40.0,31.68
317,40.0,42.57,12.0,36.36,43.0,47.47,18.0,38.61,12.0,24.24,56.0,43.88,49.0,8.08,34.65,37.37,49.49,47.52,52.0,43.0,14.0,32.67,35.0,37.76,20.2,36.63,41.41,37.0,28.0,24.0,36.63,20.0,38.0,68.0,52.53,44.0,18.81,25.25,22.22,30.3,30.0,39.6,34.0,62.63,53.0,64.0,23.0,30.69,40.0,37.0,29.0,39.6,40.4,11.88,26.26,32.32,13.13,17.17,41.0,13.86,15.0,27.72,40.0,37.0,32.67,48.51,26.26,19.0,40.0,34.0,33.33,29.29,21.21,9.9,26.0,28.0,49.49,50.51,40.4,27.27,39.0,18.0,22.45,62.63,33.0,35.35,43.56,49.0,19.0,31.0,56.57,43.56,44.0,41.41,46.46,45.54,47.0,41.41,53.54,56.0,54.0,49.0,16.16,59.0,61.62,42.42,55.0,38.61,40.0,42.0,7.92,38.38,20.2,32.0,28.0,20.0,0.0,55.56,42.0,45.0,21.0,16.0,53.54,28.0,42.0,32.32,17.0,38.0,44.0,24.0,30.0,10.0,63.0,43.0,26.53,44.0,33.33,33.0,27.0,46.46
318,42.0,44.44,27.72,46.08,43.56,39.8,21.78,36.63,35.0,27.72,54.55,26.0,37.0,24.0,37.0,32.0,49.0,30.39,51.0,46.46,13.0,37.76,50.52,42.16,33.66,54.0,27.72,41.0,24.75,19.0,42.0,25.25,42.0,23.0,46.46,37.62,19.19,28.28,54.55,34.0,40.4,52.0,19.19,44.0,48.0,28.57,32.65,21.0,63.0,39.8,34.0,32.32,46.0,24.0,42.42,12.0,13.13,15.0,43.0,10.0,17.17,24.24,31.0,51.52,44.44,44.44,35.0,26.26,42.86,33.0,39.6,46.0,13.0,33.33,36.63,36.0,28.28,51.0,29.29,34.0,20.2,14.14,30.0,51.52,9.9,33.0,44.55,47.0,20.79,42.86,53.0,33.33,32.0,44.44,53.54,45.0,36.36,38.61,33.33,53.54,32.65,36.0,15.84,35.35,36.63,42.0,42.42,40.0,26.0,45.45,8.16,30.69,31.0,37.0,33.66,37.0,0.0,33.33,60.61,49.0,13.13,26.0,45.45,36.0,23.0,31.68,27.27,35.0,46.0,29.0,27.45,19.19,37.37,21.0,31.0,42.42,48.48,35.64,16.16,35.0
319,53.54,53.92,26.0,34.34,40.4,39.22,47.0,36.36,28.0,28.28,51.52,30.3,41.41,18.0,35.71,25.25,60.0,38.38,38.24,38.38,17.17,23.23,39.0,36.0,41.84,48.48,26.0,41.58,35.35,26.73,38.78,16.0,39.39,30.3,32.65,46.0,34.0,29.0,44.44,41.41,46.0,50.0,39.0,47.0,58.59,37.0,43.0,32.0,62.75,39.0,39.39,44.0,42.42,34.34,42.42,37.37,17.82,21.78,24.0,16.16,30.0,37.62,36.36,29.29,38.0,43.56,42.42,48.0,50.5,34.69,21.21,30.3,15.0,40.0,23.0,18.18,36.36,51.52,40.0,39.81,24.0,29.0,21.0,17.17,23.23,21.78,16.83,27.27,21.78,33.66,39.0,40.82,29.29,32.32,29.29,43.43,25.25,40.0,47.0,51.0,27.0,49.0,20.2,30.69,36.36,14.14,53.0,30.3,29.0,35.0,0.0,33.33,42.42,31.31,35.35,49.0,12.12,48.0,25.0,45.45,20.2,38.0,40.0,34.34,31.31,27.27,19.0,37.37,54.08,22.33,31.0,16.0,47.47,34.34,31.0,46.0,42.0,29.29,32.32,40.59
320,42.57,33.33,19.19,59.6,46.0,51.52,18.18,50.0,43.56,18.81,54.46,35.64,60.0,39.39,56.44,15.15,50.98,46.53,37.25,48.51,30.39,21.0,28.0,41.41,44.0,56.12,6.0,30.61,49.0,33.0,55.0,29.0,52.53,49.0,48.51,47.52,24.24,34.34,34.0,58.59,41.0,56.44,29.29,39.39,56.12,68.0,40.59,40.4,65.66,26.26,39.0,59.6,57.14,30.0,56.57,20.79,16.0,34.65,33.0,14.85,41.0,35.05,41.18,30.3,66.0,58.59,31.07,31.31,31.0,34.0,37.25,33.33,13.13,42.0,22.22,15.84,42.57,57.0,45.54,54.55,22.77,25.51,30.0,31.31,20.0,46.46,41.0,35.35,28.71,45.92,23.47,39.0,52.53,43.0,26.26,75.76,39.0,30.0,46.0,46.46,57.0,31.0,34.34,37.0,43.0,32.32,47.96,11.22,44.9,42.86,11.11,27.27,34.0,23.0,45.0,34.31,20.2,42.86,29.0,41.41,23.23,38.38,42.0,31.68,37.0,40.21,33.0,43.0,47.0,34.34,16.16,26.26,45.0,28.0,23.23,55.1,48.51,44.55,39.39,27.55
321,41.84,53.54,46.0,26.0,51.0,43.43,12.87,44.55,32.0,30.0,23.0,50.51,34.65,27.27,62.24,30.0,42.42,45.54,45.0,35.64,23.0,32.0,32.0,38.38,38.78,45.54,12.0,55.56,43.0,27.0,41.0,29.0,57.0,48.98,54.0,20.2,41.0,27.0,48.48,46.46,36.0,53.54,35.35,35.0,50.0,50.5,18.18,38.38,34.0,51.0,17.82,48.48,30.0,24.0,35.35,24.24,2.02,29.0,32.32,16.0,26.0,31.0,42.42,32.0,41.58,62.0,28.28,30.0,29.0,23.0,14.14,28.28,43.43,23.0,43.0,36.63,59.6,60.4,56.12,56.0,41.0,30.1,25.51,49.49,24.75,43.14,35.35,36.27,42.0,26.73,37.62,32.32,48.0,41.84,31.68,46.0,34.69,35.64,32.65,40.4,40.4,49.0,33.0,26.26,44.44,48.0,36.0,34.0,38.61,26.53,24.75,34.0,43.43,48.98,31.31,32.67,18.0,50.0,29.29,27.27,14.71,39.8,37.37,52.0,29.0,33.0,44.0,26.26,37.0,32.67,14.0,24.24,59.18,44.0,29.29,46.0,53.0,52.04,48.48,36.0
322,36.63,20.0,34.34,44.0,41.41,48.48,14.85,57.0,36.0,28.0,49.0,63.64,27.27,33.33,50.0,36.36,40.0,30.3,39.0,36.0,21.0,33.66,42.0,34.34,37.37,41.41,18.18,24.0,33.33,34.65,29.0,20.0,25.25,42.0,32.67,27.0,18.0,27.55,28.0,39.0,36.36,49.0,34.0,35.0,27.27,48.04,21.21,22.22,42.42,34.0,21.0,37.62,36.36,27.72,41.41,24.0,15.15,33.0,32.67,22.22,27.72,29.0,11.0,34.34,54.55,51.52,32.67,33.0,45.0,60.0,16.0,41.0,30.3,35.35,33.0,39.0,49.49,38.38,45.45,31.68,55.0,25.0,38.0,69.7,13.0,28.28,40.0,41.41,42.57,54.0,41.58,41.41,22.0,35.64,30.3,36.36,47.52,49.49,48.0,31.31,39.0,55.34,35.0,35.0,27.0,40.4,31.0,27.0,40.0,35.29,21.43,34.0,28.0,23.0,47.0,37.62,24.49,32.32,30.0,35.64,6.06,33.33,40.0,55.56,42.0,36.63,29.0,37.0,24.24,45.0,23.76,27.0,40.4,30.3,36.73,44.0,43.0,27.27,45.45,46.53
323,48.48,41.0,32.0,21.0,39.0,57.14,38.38,50.5,21.0,34.0,45.0,30.0,37.62,22.0,45.45,24.24,40.59,31.0,37.86,45.0,15.84,44.44,34.34,33.33,21.0,50.51,25.25,35.35,33.0,40.4,37.76,27.0,21.0,44.0,37.37,18.18,40.59,36.0,34.34,39.39,62.75,53.54,38.38,36.0,50.0,49.49,36.0,20.79,30.0,33.0,34.65,13.13,30.3,32.32,29.0,28.0,17.17,24.24,40.59,19.19,27.0,23.0,31.31,37.62,42.57,44.44,58.59,29.0,51.52,36.0,31.68,27.27,25.0,33.33,26.53,29.29,34.0,27.27,31.0,28.43,62.63,25.74,31.0,42.42,15.15,22.0,41.41,31.31,23.76,52.53,21.78,38.0,43.0,29.29,32.0,36.0,56.57,30.69,47.0,41.0,13.0,35.35,31.31,48.48,30.0,52.53,21.21,37.37,29.29,31.31,12.0,34.34,13.13,18.18,55.56,34.69,29.0,34.65,40.82,21.21,24.75,35.64,35.0,47.52,31.31,29.29,32.32,37.37,29.29,56.86,15.84,17.17,34.34,31.31,47.0,47.0,26.0,25.51,39.0,52.0
324,51.49,38.0,47.47,48.48,16.0,48.0,43.56,34.0,32.35,37.0,69.0,31.68,47.47,28.0,35.29,28.0,47.0,37.25,44.0,54.08,22.22,46.0,45.0,45.54,40.4,49.49,11.76,44.0,28.0,34.0,41.0,35.35,18.0,27.27,23.0,24.24,56.0,31.31,51.0,43.0,50.0,37.0,34.65,34.34,53.54,45.45,34.69,37.37,36.36,27.55,61.39,20.0,37.37,27.0,43.0,23.0,12.87,55.88,51.02,23.0,35.64,36.63,44.0,29.29,53.54,53.0,44.0,32.32,38.61,47.52,33.33,48.0,43.88,18.18,33.66,24.75,21.0,60.0,36.36,11.22,59.41,30.0,39.0,63.64,20.59,33.66,27.0,36.0,44.9,41.84,18.0,33.66,34.34,26.0,20.41,46.0,42.42,53.54,29.29,26.0,17.17,31.0,25.0,23.76,31.31,48.48,48.0,31.0,27.27,37.62,11.88,49.5,24.0,32.0,22.45,27.0,34.69,41.0,44.0,26.0,35.35,35.35,31.0,44.44,20.0,44.44,51.0,33.0,18.18,47.0,19.0,12.12,52.0,34.0,44.44,34.34,20.2,44.55,22.22,29.0
325,47.47,41.18,44.12,36.36,24.0,51.0,48.0,19.0,36.36,58.59,36.36,33.33,54.0,9.0,41.41,13.0,56.57,44.55,26.73,34.0,30.3,29.0,28.28,40.4,46.0,43.56,26.26,41.58,43.43,29.0,33.67,39.0,31.31,40.4,25.74,24.24,36.0,24.24,31.63,49.0,47.0,31.31,30.3,33.0,43.43,44.9,19.19,24.0,42.57,36.0,28.0,28.28,48.0,32.32,50.51,38.38,18.18,29.0,36.63,30.0,37.62,52.53,28.71,43.0,43.56,37.0,33.0,33.33,63.27,50.0,28.43,35.35,23.76,59.6,44.0,45.0,29.29,47.06,52.53,24.0,53.54,21.21,34.34,42.0,38.0,41.0,33.0,48.48,43.14,50.98,45.45,36.63,37.62,25.51,18.0,34.0,36.36,48.48,36.0,38.38,29.0,30.1,27.0,22.22,32.0,62.0,34.34,32.32,18.81,33.33,24.0,26.26,10.1,16.0,38.38,46.0,50.5,26.0,25.51,34.69,30.0,35.64,41.0,35.35,40.4,42.0,31.31,29.29,49.0,31.0,39.0,18.81,47.47,26.0,37.37,33.33,43.43,21.21,43.0,45.0
326,47.47,58.59,38.0,46.53,23.23,48.0,46.46,41.41,19.0,47.47,41.0,55.0,52.94,31.31,45.0,18.0,42.42,43.14,37.25,41.0,12.87,33.67,39.0,21.78,50.0,37.76,31.0,21.21,28.0,37.37,36.0,38.61,50.51,26.73,27.55,36.36,50.51,14.14,12.12,24.49,53.0,46.46,35.35,46.0,49.49,43.0,16.83,35.0,36.36,44.44,46.0,28.0,36.36,35.64,41.41,30.69,21.21,17.82,37.0,23.23,28.0,42.42,33.33,41.41,39.6,42.42,26.73,26.0,66.67,48.0,52.53,39.39,45.0,43.0,32.0,46.53,38.0,39.0,45.0,16.16,34.0,31.37,35.64,49.0,12.24,28.0,46.46,47.47,47.0,42.86,41.0,59.6,62.0,35.71,30.3,59.0,33.33,22.22,58.0,35.35,25.25,32.0,34.34,8.16,58.59,33.67,44.0,35.35,29.29,31.31,22.45,29.29,29.7,30.61,27.72,37.0,25.0,26.0,57.14,54.0,24.49,41.58,30.0,29.0,44.55,43.0,33.0,33.0,38.78,38.0,37.37,46.46,54.0,28.0,54.55,45.54,27.0,38.61,43.43,32.32
327,41.0,44.12,47.0,38.38,34.69,40.59,59.6,47.52,23.0,31.0,50.0,44.55,24.75,19.0,58.0,40.82,39.0,45.92,14.71,42.42,28.28,53.54,46.46,51.0,47.0,49.0,40.4,35.35,28.28,21.0,50.51,42.57,20.0,9.09,39.0,16.0,45.45,16.16,14.0,28.28,22.77,49.0,33.33,40.4,53.0,38.61,31.31,34.34,40.82,29.59,26.0,22.0,35.64,21.78,25.0,36.36,10.89,31.31,46.94,25.49,36.0,65.0,20.0,46.53,27.27,51.0,20.79,25.74,34.65,51.52,42.0,43.14,28.28,66.34,15.31,39.39,58.16,28.16,19.19,18.0,40.82,35.64,52.53,38.0,12.12,28.71,34.69,57.0,37.76,43.69,30.61,42.57,71.29,38.38,21.0,43.0,29.0,45.0,47.0,65.0,33.67,33.33,29.59,26.73,21.0,42.0,48.0,26.0,32.0,59.0,28.43,43.56,22.77,44.12,36.36,12.24,21.21,29.29,38.61,49.5,32.32,24.49,37.86,23.23,20.2,39.8,25.0,27.55,28.28,13.86,59.0,37.37,48.48,32.32,42.16,38.78,38.0,47.96,21.78,30.0
328,44.9,45.0,45.54,17.0,45.0,25.0,24.24,59.0,22.0,38.78,44.9,53.06,48.48,22.22,35.0,30.3,21.21,40.2,24.0,44.0,19.19,41.0,49.49,41.58,22.22,40.4,31.31,44.0,28.0,31.63,64.0,57.14,41.18,27.55,47.47,18.18,27.72,25.0,21.21,22.22,26.26,23.47,44.0,40.4,62.24,45.54,21.78,32.65,45.54,34.0,32.32,25.74,23.47,13.13,42.42,33.0,6.0,25.0,26.73,3.0,22.22,50.5,18.0,53.0,52.0,46.0,42.42,37.37,44.44,46.0,27.27,50.0,25.25,46.0,44.0,47.52,49.49,39.0,37.62,22.22,50.0,59.18,52.48,39.39,42.42,27.27,29.41,65.66,23.76,35.35,42.57,41.84,20.41,37.0,30.3,30.3,27.0,34.0,47.42,79.8,41.41,34.34,27.27,18.37,29.29,23.0,74.0,41.0,58.0,40.0,41.41,55.0,16.0,48.48,45.45,26.0,15.15,29.29,34.31,52.04,35.35,18.0,22.0,25.0,33.33,30.3,32.0,36.36,32.32,29.59,55.1,37.76,31.0,56.57,61.62,49.0,20.0,37.37,33.33,24.0
329,20.79,32.67,30.3,27.0,27.72,49.49,46.0,56.57,26.73,50.5,40.0,36.63,36.36,13.73,22.0,32.0,52.53,51.0,39.6,34.34,35.0,34.0,37.37,48.48,58.42,31.68,27.55,41.0,44.9,39.8,24.24,42.57,42.86,27.45,41.0,33.0,22.22,14.71,37.0,39.39,42.0,34.34,44.0,15.31,57.0,18.81,22.22,33.66,60.61,10.0,24.0,27.27,39.0,13.0,41.41,25.0,16.0,29.29,39.39,15.15,18.0,25.25,34.65,71.72,34.34,41.41,32.67,61.22,31.63,29.29,22.77,53.54,22.0,27.0,35.35,44.0,42.0,39.0,65.31,37.37,29.0,25.0,44.0,49.0,32.04,28.0,47.47,65.66,33.33,66.0,50.51,42.42,27.27,38.78,29.29,46.0,38.0,35.35,18.81,64.36,46.53,23.23,35.0,32.65,17.17,21.78,63.0,26.0,33.0,13.13,31.0,38.61,16.0,27.0,37.37,21.21,21.78,26.0,30.3,49.5,40.59,14.0,11.88,29.0,53.0,46.0,30.0,36.0,22.77,26.21,47.52,34.31,43.0,38.38,28.28,35.35,38.0,51.52,34.0,39.0
330,51.52,66.67,35.64,25.74,51.0,46.0,49.0,32.0,51.52,47.47,59.0,47.47,33.66,18.18,23.76,17.0,31.31,39.0,28.0,38.0,27.0,53.0,41.0,28.28,22.45,53.0,31.37,46.0,58.0,32.0,30.0,50.51,49.5,36.0,46.0,29.0,44.0,20.41,41.41,41.41,27.0,21.0,44.44,23.0,57.0,26.0,30.0,52.53,42.0,21.21,45.45,26.26,38.61,34.0,44.55,12.0,22.22,34.65,26.26,15.15,22.0,26.0,42.42,37.37,45.54,42.0,48.48,47.52,37.62,24.24,30.69,36.0,33.0,34.0,33.0,49.49,37.0,33.0,58.42,21.78,35.0,36.0,44.44,47.47,33.67,37.0,38.0,49.0,42.42,32.0,38.0,41.84,20.0,34.0,44.44,22.77,48.48,51.49,31.0,27.27,47.0,15.84,30.0,28.71,9.0,22.22,34.0,44.0,37.0,17.82,38.61,36.0,28.71,46.46,35.35,36.0,44.55,54.55,21.43,29.29,37.0,8.0,24.0,25.0,31.0,33.67,46.0,26.26,10.1,63.0,46.0,46.94,37.62,48.51,22.77,45.45,31.68,35.35,33.67,29.29
331,47.47,43.56,23.23,17.65,31.0,32.32,33.33,31.0,45.0,62.0,52.04,37.37,38.38,25.51,16.16,27.0,57.0,31.68,29.13,60.0,30.0,33.67,29.29,29.0,33.66,40.4,42.0,49.49,42.0,39.39,37.0,46.53,21.0,8.08,22.77,27.27,48.51,35.35,37.37,27.0,17.17,36.0,33.0,20.0,53.61,22.0,24.24,52.04,38.0,8.08,45.45,24.24,33.0,43.43,54.55,40.4,22.77,8.08,46.0,5.94,21.78,33.0,57.0,46.46,29.29,36.36,45.1,27.27,43.43,25.74,31.0,67.68,33.33,30.3,38.0,35.0,51.49,50.49,43.88,21.0,52.53,32.67,59.6,56.0,42.0,55.56,35.35,30.77,35.35,33.33,41.0,29.7,16.67,30.0,45.45,36.0,49.5,32.65,22.22,32.32,47.47,18.18,30.3,21.21,12.87,23.0,31.31,31.0,19.39,36.36,10.0,43.0,25.0,29.0,44.44,25.25,36.36,39.0,25.25,34.34,37.0,23.23,35.35,25.0,48.0,48.0,56.0,25.25,25.49,23.0,42.0,37.0,29.29,28.0,20.2,49.02,24.24,24.0,27.72,27.27
332,51.52,38.38,41.0,32.0,30.69,34.34,50.51,8.0,17.17,39.6,40.0,37.62,57.0,26.73,45.45,29.29,35.0,15.84,32.32,41.41,25.25,39.22,38.78,37.37,40.4,32.32,37.76,44.44,29.7,35.35,45.45,50.0,38.38,22.22,38.14,28.28,34.34,40.59,38.38,28.28,32.0,35.35,33.33,23.0,33.33,41.41,22.0,45.54,33.0,36.0,37.37,37.62,49.49,35.35,41.41,31.68,41.41,13.0,41.0,6.0,17.0,38.0,46.94,30.0,53.47,37.37,21.21,48.0,43.0,21.21,50.51,51.0,13.86,35.0,35.0,32.0,45.45,45.54,41.0,37.0,45.0,34.34,39.6,55.56,37.37,27.27,40.4,53.0,54.08,42.0,33.0,34.0,21.0,36.36,28.0,59.6,40.59,33.66,44.44,28.43,48.0,39.39,32.0,21.0,22.45,15.84,47.0,27.55,24.0,47.0,17.82,36.36,40.0,41.18,47.0,40.0,43.43,27.27,24.24,30.0,48.98,15.0,39.39,24.51,50.0,29.29,21.0,21.78,36.36,15.84,42.57,30.3,48.48,36.0,27.27,28.0,29.29,50.0,34.34,31.31
333,28.43,30.39,45.45,25.74,15.0,51.49,46.0,28.0,32.0,36.73,50.0,32.65,45.45,41.84,22.22,44.44,45.45,30.3,23.53,30.69,41.0,24.75,23.0,34.65,36.73,57.58,27.0,19.0,28.57,25.74,36.0,24.51,38.0,27.0,39.0,28.28,33.0,31.31,49.49,17.17,19.19,36.36,41.0,42.86,23.0,29.0,28.28,31.68,52.53,38.78,22.77,40.4,72.0,44.0,45.45,16.16,33.0,31.31,38.24,11.88,26.73,33.0,38.24,42.57,36.63,37.0,31.0,44.44,45.45,25.25,31.31,37.62,23.23,27.0,27.72,59.0,39.8,35.64,23.0,40.4,36.27,35.0,55.56,51.0,33.66,21.21,25.0,33.66,29.41,50.0,54.55,26.0,45.45,40.59,41.84,66.0,38.0,42.27,42.0,45.45,35.0,39.39,22.22,15.84,26.26,29.59,33.0,44.44,40.82,23.23,61.62,46.0,35.35,54.55,44.44,47.96,22.45,22.0,27.45,42.0,27.27,30.3,48.0,26.26,34.0,32.32,36.63,44.44,32.0,25.0,34.0,40.82,47.47,54.0,35.71,41.0,32.0,26.26,50.51,26.0
334,25.51,42.57,26.47,18.0,23.0,52.53,48.0,47.0,12.0,41.58,37.37,40.0,34.34,29.7,30.3,32.0,32.0,32.0,50.0,42.42,23.0,25.25,28.0,55.0,52.53,31.63,54.0,41.41,31.31,43.43,45.0,22.0,10.1,24.0,47.52,45.0,43.56,21.21,19.0,39.0,38.0,31.31,34.34,30.3,38.0,34.0,26.26,21.0,51.0,38.0,9.09,27.0,31.0,45.45,17.0,32.0,35.0,34.34,47.47,8.91,28.43,18.81,36.63,39.39,40.0,25.74,37.62,28.71,26.26,21.0,38.0,62.0,26.26,27.72,22.45,41.41,47.0,41.84,26.53,48.98,45.0,34.02,49.02,58.16,35.35,38.0,41.41,52.94,45.45,48.0,44.9,29.9,42.0,69.7,28.71,23.0,51.0,61.62,35.35,21.0,53.54,35.35,32.67,27.55,30.0,27.27,69.7,39.0,24.0,36.0,28.28,46.0,45.45,39.22,33.0,41.0,21.0,34.34,45.0,33.66,19.19,23.0,25.74,26.73,26.26,29.7,36.36,20.0,19.0,26.0,28.71,36.63,33.0,38.78,32.32,25.51,39.39,35.0,30.0,49.0
335,32.67,46.46,31.0,36.0,27.27,42.57,29.29,32.32,16.83,37.62,39.39,43.0,23.23,32.32,30.3,35.0,56.12,36.63,33.0,53.54,41.58,16.0,28.28,56.57,24.0,42.42,42.42,34.34,47.0,41.84,39.39,29.0,6.06,13.0,23.0,34.69,42.0,19.8,40.4,37.0,32.67,44.0,24.0,37.37,35.71,38.0,41.41,28.28,62.0,30.0,24.24,37.76,42.57,34.34,46.46,11.0,27.0,28.71,22.0,24.0,24.0,39.39,17.0,42.0,52.0,20.2,36.36,42.0,32.32,33.0,33.33,52.53,14.0,21.21,23.23,47.96,47.0,30.0,38.61,35.0,41.0,26.0,61.0,53.54,21.0,30.69,35.35,42.0,42.0,47.0,20.0,55.0,43.43,35.35,17.0,12.0,66.67,38.61,32.32,30.69,50.51,60.0,32.32,24.0,25.0,35.35,33.33,28.28,37.25,26.0,22.22,54.55,41.41,41.18,28.57,33.0,18.18,17.0,21.43,49.49,18.0,25.0,29.29,35.64,36.36,22.0,29.0,9.09,13.86,28.0,27.0,42.42,70.41,42.0,25.0,28.71,35.0,44.44,35.0,41.41
336,38.38,50.5,56.86,29.7,42.0,32.0,45.0,31.0,26.26,33.66,36.73,47.0,35.35,43.43,26.26,37.37,45.0,46.46,19.0,39.0,29.0,30.69,41.58,41.41,41.41,29.7,36.63,40.2,32.32,37.62,32.0,37.62,13.0,30.69,23.23,51.0,26.26,17.35,50.51,41.18,52.53,28.71,31.0,25.0,39.39,37.76,31.0,23.23,36.63,42.86,27.55,26.0,29.29,32.0,39.0,31.63,15.69,9.0,27.0,27.27,40.59,48.0,37.0,45.45,49.0,48.48,27.0,31.31,54.46,23.0,24.0,32.0,12.12,17.82,36.0,47.52,49.0,45.0,31.63,42.0,52.0,31.31,55.1,43.0,15.0,38.78,37.37,58.16,43.43,56.57,21.0,25.0,20.2,28.0,40.4,43.0,38.61,39.39,45.45,16.0,39.6,38.78,12.0,24.24,34.0,37.0,36.63,29.29,41.0,34.0,15.84,48.0,57.43,36.73,60.0,46.0,13.13,50.51,35.0,42.0,29.7,20.0,25.0,42.0,30.3,49.49,26.26,21.21,33.0,36.0,31.37,55.0,66.0,44.44,45.92,38.61,41.41,44.44,26.73,29.29
337,32.67,35.35,53.54,25.0,40.4,33.0,35.35,47.0,31.31,28.28,39.0,34.0,34.34,17.82,17.0,48.48,45.0,40.0,40.0,50.5,25.25,56.0,53.06,26.0,25.0,43.0,37.0,46.46,26.26,37.0,41.84,28.0,42.86,24.49,35.71,38.38,28.71,34.0,48.0,30.3,36.36,47.47,26.0,21.78,49.5,32.0,32.67,45.0,35.64,22.22,49.0,21.0,43.43,32.0,60.61,21.78,14.14,22.22,34.34,15.0,47.0,35.0,23.76,46.0,26.0,26.26,16.0,40.4,50.0,16.0,41.41,45.0,21.0,28.0,31.31,52.53,45.45,45.92,50.0,43.88,46.53,37.37,44.55,34.0,11.0,41.0,57.0,35.64,58.0,26.0,36.36,31.0,49.0,24.0,39.0,38.61,31.0,37.37,30.3,20.2,45.45,39.39,33.33,55.0,31.37,37.62,16.16,57.58,53.54,33.0,34.0,39.39,34.34,31.68,47.47,44.9,32.0,18.37,30.0,51.02,38.0,26.26,50.51,47.0,29.0,42.16,17.0,16.0,46.46,26.0,37.37,57.0,50.0,34.34,46.0,39.39,45.92,48.48,29.7,34.34
338,56.57,41.0,39.39,29.0,52.48,20.2,56.0,40.4,31.0,40.59,28.0,29.29,36.0,25.0,32.0,28.0,59.0,49.5,28.28,40.59,36.0,64.0,52.0,23.23,35.0,37.0,42.0,26.73,27.0,51.02,33.0,28.0,30.0,32.0,46.46,19.19,25.25,18.0,47.0,35.64,41.58,41.84,34.34,36.0,30.3,41.41,24.24,18.0,28.71,40.59,37.0,42.42,46.0,49.49,32.0,23.23,22.0,11.0,41.41,30.3,25.0,40.0,21.21,35.0,35.64,39.0,20.0,42.0,59.0,11.11,38.61,40.4,43.0,14.14,28.0,30.0,48.48,57.43,37.37,31.0,44.0,55.0,72.0,50.51,27.0,47.47,51.49,61.62,22.22,46.0,39.39,41.41,37.0,26.0,35.0,25.0,39.39,52.48,36.36,17.0,51.0,30.3,36.0,22.22,50.0,30.3,31.31,48.48,47.0,41.41,19.19,49.0,33.0,38.61,49.0,55.0,36.36,36.36,31.0,35.64,16.0,12.87,35.0,43.0,51.49,55.56,38.0,22.45,33.33,14.0,27.72,35.0,41.41,45.45,54.55,29.0,53.47,61.39,37.62,18.18
