ops,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
172,1160087,1114471,1044664,898155,950902,1138250,1204456,1640536,987623,1131967,1118410,1215224,1061350,1058584,1161725,800974,973968,1092251,758366,1049018,958685,1269379,872719,1264488,905351,1058508,1211806,1329754,1133027,1162073,1164207,1052557,974502,829219,1155579,941702,1179569,1178210,1339430,979309
173,1160454,1114909,1045070,898585,951301,1138680,1204984,1640982,988157,1132483,1118672,1215589,1061721,1058890,1162103,801315,974296,1092586,758616,1049363,958977,1269711,873114,1264987,905783,1058995,1212249,1330043,1133409,1162592,1164685,1052903,974859,829704,1155917,942074,1179960,1178562,1339758,979716
174,1160825,1115209,1045335,898873,951620,1139087,1205224,1641307,988495,1132738,1119051,1215979,1062106,1059249,1162479,801754,974629,1092962,758944,1049694,959413,1270128,873548,1265457,906084,1059378,1212591,1330380,1133750,1163059,1165148,1053412,975267,830109,1156381,942472,1180463,1178959,1340194,980159
175,1161171,1115492,1045694,899202,952008,1139423,1205408,1641616,988879,1133120,1119411,1216478,1062608,1059769,1162868,802096,975059,1093282,759363,1050090,959827,1270594,873873,1265828,906534,1059857,1213056,1330779,1134104,1163356,1165487,1053774,975613,830517,1156730,942906,1180932,1179257,1340594,980537
176,1161481,1115880,1045966,899517,952343,1139720,1205782,1641937,989287,1133372,1119809,1216913,1063073,1060170,1163248,802535,975426,1093663,759779,1050729,960196,1270967,874228,1266337,906931,1060232,1213542,1331193,1134397,1163913,1165941,1054119,976132,830973,1157103,943221,1181292,1179627,1340936,980922
177,1161966,1116347,1046415,900023,952765,1140166,1206256,1642273,989718,1133867,1120085,1217269,1063467,1060561,1163609,802963,975765,1094079,760200,1050914,960574,1271300,874655,1266839,907335,1060650,1213829,1331555,1134735,1164264,1166376,1054463,976527,831342,1157487,943636,1181691,1179964,1341311,981329
178,1162342,1116744,1046775,900429,953242,1140594,1206681,1642749,990128,1134337,1120438,1217701,1063907,1060919,1163977,803388,976117,1094366,760543,1051258,960894,1271649,875026,1267346,907808,1061076,1214339,1331821,1135076,1164834,1166852,1054799,976862,831759,1157879,944102,1182085,1180410,1341740,981700
179,1162786,1117157,1047217,900742,953553,1140948,1207097,1643152,990540,1134765,1120782,1218097,1064279,1061330,1164430,803765,976615,1094724,761008,1051698,961263,1272061,875446,1267734,908171,1061374,1214721,1332224,1135491,1165077,1167289,1055181,977256,832156,1158258,944411,1182407,1180664,1342196,982144
180,1163194,1117592,1047661,901267,954011,1141365,1207463,1643614,990961,1135347,1121089,1218489,1064691,1061777,1164810,804165,976891,1095043,761506,1052127,961622,1272494,875871,1268133,908496,1061693,1215133,1332625,1135966,1165470,1167663,1055525,977628,832661,1158701,944835,1182854,1181079,1342513,982593
181,1163561,1117968,1048050,901667,954478,1141775,1207850,1643965,991341,1135785,1121456,1218918,1065136,1062043,1165079,804482,977333,1095498,761792,1052512,961987,1272940,876246,1268521,908849,1062090,1215529,1332976,1136101,1165851,1168165,1055914,977995,833196,1159053,945208,1183248,1181700,1342939,982954
182,1163943,1118330,1048353,902096,954820,1142150,1208170,1644271,991741,1136266,1121822,1219301,1065641,1062563,1165568,804924,977635,1095970,762247,1052912,962366,1273289,876674,1269068,909365,1062425,1215916,1333336,1136498,1166247,1168602,1056264,978387,833632,1159508,945666,1183660,1181933,1343398,983435
183,1164302,1118695,1048722,902474,955219,1142484,1208503,1644690,992083,1136704,1122153,1219806,1065962,1062933,1165898,805344,978017,1096194,762578,1053222,962748,1273664,877090,1269558,909775,1062918,1216417,1333677,1136938,1166700,1169027,1056668,978789,834140,1159904,946083,1184023,1182355,1343935,983790
184,1164653,1119017,1049098,902914,955590,1142847,1208864,1645018,992467,1137019,1122472,1220202,1066351,1063317,1166268,805633,978481,1096541,762954,1053529,963160,1274021,877413,1270047,910173,1063362,1216892,1334156,1137307,1167099,1169480,1057067,979232,834476,1160333,946482,1184414,1182730,1344238,984290
185,1165127,1119453,1049496,903337,956044,1143205,1209268,1645346,992750,1137557,1122877,1220672,1066800,1063755,1166630,806052,978839,1096933,763381,1053987,963524,1274530,877839,1270508,910627,1063706,1217189,1334523,1137585,1167506,1169902,1057481,979563,834817,1160691,946812,1184766,1183183,1344653,984627
186,1165472,1119830,1049881,903693,956399,1143596,1209558,1645792,993239,1138008,1123225,1221047,1067196,1064114,1167006,806444,979204,1097299,763942,1054455,963891,1274922,878277,1270949,910941,1063996,1217655,1335001,1138040,1167959,1170279,1057895,979934,835364,1161131,947213,1185286,1183404,1344926,985013
187,1165916,1120264,1050282,904131,956843,1144071,1209969,1646163,993672,1138341,1123587,1221459,1067628,1064504,1167396,806860,979609,1097665,764340,1054776,964270,1275345,878585,1271394,911347,1064438,1218012,1335333,1138292,1168307,1170742,1058326,980359,835797,1161577,947602,1185677,1183804,1345312,985460
188,1166264,1120634,1050589,904503,957219,1144469,1210334,1646523,994040,1138854,1123944,1221862,1068046,1064894,1167755,807313,979986,1098012,764784,1055175,964621,1275710,878958,1271904,911708,1064767,1218467,1335746,1138728,1168765,1171132,1058724,980736,836228,1161952,947902,1186043,1184195,1345744,985845
189,1166702,1120999,1051002,904921,957658,1144848,1210617,1646983,994397,1139337,1124249,1222210,1068346,1065188,1168084,807644,980350,1098345,764992,1055547,965012,1276092,879363,1272383,912212,1065231,1218869,1335975,1138991,1169201,1171560,1059125,981200,836642,1162284,948352,1186477,1184587,1346123,986192
190,1167029,1121426,1051414,905278,958083,1145214,1211018,1647260,994814,1139745,1124580,1222653,1068765,1065629,1168462,808064,980692,1098731,765467,1055958,965341,1276421,879799,1272773,912533,1065565,1219245,1336452,1139338,1169571,1171895,1059469,981543,836970,1162600,948592,1186775,1184874,1346443,986642
191,1167390,1121847,1051774,905696,958445,1145619,1211473,1647647,995162,1140277,1124976,1223040,1069190,1066015,1168845,808403,981111,1099071,765845,1056289,965641,1276819,880165,1273167,912774,1065936,1219577,1336697,1139678,1169952,1172435,1059862,982044,837476,1163184,949041,1187224,1185345,1346885,987018
192,1167799,1122179,1052193,906080,958855,1145969,1211766,1647948,995484,1140615,1125277,1223427,1069603,1066414,1169161,808762,981470,1099422,766220,1056717,966045,1277216,880618,1273568,913271,1066382,1219965,1337078,1140008,1170348,1172818,1060294,982416,837911,1163491,949415,1187687,1185668,1347201,987395
193,1168235,1122554,1052557,906517,959283,1146393,1212094,1648358,995854,1141063,1125672,1223842,1070017,1066828,1169570,809174,981904,1099836,766699,1057168,966320,1277625,881024,1273938,913575,1066672,1220385,1337504,1140363,1170690,1173311,1060697,982836,838417,1163990,949892,1188109,1186226,1347601,987913
194,1168662,1122980,1052927,906859,959662,1146807,1212462,1648760,996256,1141465,1125993,1224234,1070374,1067219,1169915,809608,982233,1100040,767068,1057495,966659,1277951,881409,1274338,913985,1067032,1220762,1337936,1140698,1171086,1173675,1061001,983175,838733,1164290,950228,1188566,1186494,1348024,988218
195,1168948,1123255,1053306,907279,960008,1147128,1212732,1649110,996771,1141932,1126361,1224653,1070742,1067664,1170312,809932,982600,1100543,767463,1057889,966956,1278419,881774,1274687,914328,1067380,1221111,1338246,1141026,1171423,1174022,1061483,983563,839181,1164687,950566,1188778,1186714,1348373,988674
196,1169393,1123623,1053681,907712,960452,1147457,1213086,1649367,997162,1142312,1126691,1225019,1071120,1068003,1170683,810384,982901,1100903,767858,1058287,967355,1278760,882120,1275130,914696,1067789,1221547,1338605,1141380,1171833,1174490,1061802,984029,839608,1165150,950934,1189233,1187206,1348688,989028
197,1169794,1124047,1054037,908039,960779,1147807,1213409,1649794,997584,1142835,1127019,1225431,1071545,1068381,1171023,810774,983355,1101213,768323,1058593,967646,1279132,882584,1275591,915023,1068184,1221848,1338918,1141847,1172145,1174905,1062174,984424,840047,1165509,951369,1189603,1187537,1349123,989505
198,1170164,1124470,1054461,908544,961233,1148186,1213903,1650199,997960,1143164,1127366,1225829,1071964,1068711,1171394,811127,983681,1101546,768586,1058944,968029,1279520,882926,1276003,915341,1068513,1222277,1339335,1142141,1172506,1175266,1062504,984766,840362,1165803,951701,1189931,1187962,1349464,989904
199,1170666,1124856,1054788,908986,961643,1148630,1214222,1650627,998366,1143717,1127671,1226241,1072289,1069051,1171673,811513,984019,1101876,768981,1059267,968347,1279910,883267,1276363,915777,1068881,1222638,1339779,1142447,1172964,1175678,1062935,985194,840894,1166151,952071,1190448,1188311,1349774,990183
200,1171035,1125269,1055202,909294,962042,1148928,1214543,1650977,998860,1144075,1127984,1226591,1072641,1069485,1172054,811886,984380,1102189,769357,1059712,968628,1280184,883646,1276721,916076,1069263,1222992,1340081,1142776,1173309,1176167,1063261,985500,841281,1166647,952512,1190767,1188838,1350183,990684
201,1171493,1125732,1055672,909811,962488,1149367,1215018,1651350,999209,1144551,1128274,1226929,1072950,1069741,1172332,812135,984709,1102457,769617,1060009,968999,1280569,883955,1277194,916479,1069633,1223345,1340472,1143068,1173731,1176535,1063644,985938,841758,1167056,952825,1191206,1189012,1350406,990955
202,1171859,1126112,1056040,910207,962921,1149771,1215393,1651693,999641,1145017,1128570,1227280,1073331,1070144,1172686,812505,984964,1102769,769966,1060334,969375,1280955,884292,1277641,916816,1070039,1223737,1340808,1143374,1174143,1176971,1063948,986305,842108,1167386,953241,1191524,1189453,1350785,991278
203,1172295,1126550,1056464,910664,963345,1150183,1215828,1652082,999949,1145468,1128851,1227580,1073694,1070491,1173011,812865,985394,1103085,770340,1060676,969760,1281250,884644,1278119,917300,1070440,1224143,1341132,1143688,1174620,1177322,1064289,986743,842487,1167829,953546,1191798,1189788,1351184,991735
204,1172720,1126923,1056894,911132,963799,1150536,1216175,1652405,1000528,1146006,1129203,1227891,1074102,1070833,1173386,813254,985727,1103491,770727,1061061,970034,1281617,884991,1278413,917593,1070675,1224445,1341376,1144032,1174831,1177795,1064699,987077,842970,1168262,953985,1192253,1190165,1351618,992135
205,1173096,1127354,1057285,911475,964179,1150943,1216583,1652856,1000704,1146478,1129494,1228257,1074481,1071145,1173724,813683,986023,1103750,771071,1061310,970421,1281967,885361,1278745,917940,1071069,1224856,1341720,1144322,1175237,1178185,1065057,987437,843376,1168612,954382,1192663,1190560,1352039,992728
206,1173409,1127679,1057589,911855,964577,1151308,1216932,1653217,1001143,1146741,1129862,1228722,1074929,1071559,1174151,813926,986459,1104160,771501,1061771,970849,1282387,885701,1279240,918365,1071519,1225248,1342078,1144618,1175633,1178615,1065350,987827,843842,1168938,954673,1192958,1190943,1352359,992924
207,1173808,1128102,1058000,912280,964883,1151637,1217330,1653589,1001599,1147218,1130257,1229106,1075373,1071984,1174517,814413,986879,1104454,771927,1062183,971168,1282692,886119,1279700,918754,1071873,1225690,1342389,1144972,1176068,1179073,1065761,988148,844186,1169354,955149,1193366,1191394,1352777,993423
208,1174230,1128508,1058361,912697,965305,1152123,1217707,1653976,1002024,1147647,1130621,1229510,1075804,1072340,1174940,814778,987292,1104901,772315,1062597,971552,1283007,886424,1280193,919143,1072279,1226139,1342763,1145254,1176488,1179482,1066174,988459,844612,1169794,955472,1193731,1191607,1353297,993795
209,1174654,1128885,1058774,913073,965635,1152433,1218031,1654353,1002442,1148107,1131019,1229936,1076190,1072732,1175267,815163,987638,1105446,772729,1063037,971883,1283430,886830,1280565,919457,1072659,1226568,1343159,1145640,1176891,1179897,1066471,988872,844960,1170159,955835,1194075,1192159,1353479,994213
210,1175090,1129310,1059173,913472,966060,1152859,1218490,1654773,1002887,1148490,1131308,1230345,1076656,1073110,1175681,815622,988000,1105663,773094,1063386,972232,1283781,887200,1280997,919879,1073010,1226947,1343483,1145979,1177278,1180304,1066876,989274,845349,1170587,956178,1194400,1192462,1353892,994568
211,1175459,1129648,1059498,913884,966420,1153241,1218915,1655073,1003271,1148906,1131709,1230780,1077113,1073563,1175991,816016,988465,1105972,773503,1063782,972606,1284177,887604,1281478,920239,1073457,1227386,1343819,1146346,1177627,1180755,1067234,989594,845722,1170872,956524,1194819,1192799,1354207,994908
212,1175857,1130021,1059834,914252,966819,1153600,1219113,1655498,1003712,1149446,1132106,1231217,1077499,1073987,1176424,816447,988769,1106338,773923,1064182,972951,1284559,887915,1281944,920692,1073824,1227768,1344120,1146535,1178111,1181196,1067679,990000,846272,1171323,956914,1195171,1193147,1354759,995370
213,1176225,1130355,1060231,914661,967199,1153975,1219417,1655763,1004197,1149777,1132490,1231671,1077992,1074366,1176843,816811,989227,1106753,774372,1064645,973320,1284954,888241,1282404,921094,1074275,1228134,1344593,1146898,1178465,1181663,1068033,990348,846802,1171795,957307,1195615,1193644,1355016,995777
214,1176578,1130769,1060548,915025,967571,1154305,1219823,1656121,1004553,1150211,1132808,1232013,1078320,1074783,1177144,817185,989506,1107132,774726,1065010,973710,1285199,888666,1282855,921554,1074629,1228608,1344776,1147207,1178886,1182073,1068417,990747,847094,1172167,957675,1195993,1193965,1355425,996226
215,1176941,1131148,1060935,915418,967894,1154773,1220184,1656537,1005059,1150679,1133181,1232438,1078780,1075196,1177536,817611,989830,1107404,775107,1065390,974044,1285543,889114,1283264,921865,1074940,1228971,1345127,1147556,1179304,1182468,1068749,991108,847390,1172514,958059,1196491,1194280,1355851,996571
216,1177339,1131531,1061334,915789,968333,1155127,1220452,1656829,1005250,1151003,1133513,1232865,1079239,1075533,1177888,817976,990182,1107813,775583,1065851,974427,1285985,889489,1283699,922328,1075411,1229366,1345548,1147903,1179682,1182858,1069150,991503,847864,1172876,958512,1196765,1194657,1356199,996981
217,1177752,1131886,1061642,916180,968628,1155443,1220816,1657211,1005731,1151529,1133879,1233259,1079608,1075949,1178286,818341,990537,1108210,775966,1066247,974760,1286355,889854,1284116,922672,1075795,1229795,1345940,1148272,1180095,1183329,1069484,991949,848286,1173324,958857,1197154,1195086,1356527,997441
218,1178118,1132281,1062090,916576,969076,1155820,1221136,1657605,1006179,1151904,1134206,1233651,1080099,1076377,1178663,818721,990930,1108527,776293,1066606,975120,1286725,890182,1284588,923093,1076205,1230154,1346383,1148646,1180510,1183753,1069846,992287,848694,1173734,959195,1197492,1195433,1356886,997833
219,1178631,1132723,1062515,916945,969430,1156234,1221568,1657926,1006608,1152433,1134526,1234035,1080471,1076643,1179044,819054,991208,1108805,776652,1066938,975493,1287138,890550,1285076,923486,1076597,1230607,1346726,1148954,1180880,1184180,1070242,992675,849152,1173983,959563,1197839,1195797,1357322,998185
220,1178977,1133139,1062898,917455,969989,1156701,1221987,1658342,1006929,1152856,1134859,1234469,1080858,1077076,1179378,819431,991639,1109166,777045,1067341,975763,1287496,890924,1285438,923836,1076885,1230970,1347052,1149265,1181270,1184588,1070647,993034,849607,1174413,959953,1198287,1196288,1357680,998613
221,1179407,1133488,1063233,917807,970362,1157034,1222381,1658638,1007354,1153149,1135251,1234866,1081348,1077455,1179699,819908,991997,1109515,777554,1067749,976139,1287870,891362,1285913,924206,1077240,1231361,1347420,1149640,1181787,1184983,1071069,993419,849927,1174898,960244,1198730,1196547,1357915,998946
222,1179731,1133867,1063605,918220,970751,1157456,1222688,1659053,1007696,1153548,1135579,1235277,1081647,1077823,1180088,820218,992337,1109910,777931,1068087,976509,1288336,891798,1286430,924623,1077699,1231840,1347788,1149998,1182096,1185421,1071386,993808,850370,1175216,960620,1199187,1196975,1358299,999265
223,1180173,1134260,1064030,918658,971132,1157753,1223089,1659402,1008135,1153991,1135982,1235680,1082103,1078250,1180497,820701,992746,1110309,778327,1068508,976865,1288715,892115,1286758,924976,1078033,1232183,1348134,1150301,1182394,1185796,1071725,994225,850778,1175605,960941,1199574,1197385,1358756,999753
224,1180547,1134669,1064444,919162,971578,1158179,1223498,1659830,1008599,1154474,1136343,1236085,1082572,1078639,1180926,821053,993163,1110698,778756,1068987,977225,1289118,892490,1287196,925365,1078406,1232601,1348545,1150641,1182838,1186250,1072070,994641,851213,1175988,961348,1199943,1197773,1359172,1000145
225,1181041,1135098,1064874,919612,972080,1158611,1223807,1660191,1008902,1155031,1136739,1236552,1083019,1079065,1181279,821412,993593,1111126,779182,1069332,977636,1289448,892873,1287648,925758,1078839,1232953,1348863,1151003,1183222,1186596,1072470,995055,851516,1176333,961619,1200383,1198132,1359621,1000470
226,1181387,1135494,1065207,919981,972408,1159011,1224199,1660616,1009255,1155577,1137071,1236911,1083388,1079448,1181700,821792,993905,1111461,779579,1069723,977956,1289804,893248,1288082,926133,1079172,1233426,1349254,1151348,1183692,1187012,1072802,995370,852025,1176803,962062,1200753,1198524,1360058,1000851
227,1181702,1135865,1065554,920367,972811,1159313,1224525,1660861,1009705,1155798,1137353,1237231,1083773,1079794,1182011,822183,994255,1111827,779935,1070137,978335,1290247,893661,1288541,926536,1079631,1233854,1349531,1151669,1184128,1187462,1073154,995856,852516,1177219,962506,1201173,1198972,1360494,1001293
228,1182133,1136248,1065829,920785,973283,1159732,1224937,1661271,1010282,1156286,1137663,1237621,1084128,1080105,1182256,822510,994593,1112096,780239,1070489,978681,1290667,894032,1288897,926877,1079945,1234163,1349946,1151998,1184514,1187848,1073499,996232,852788,1177566,962886,1201633,1199322,1360735,1001698
229,1182467,1136582,1066183,921027,973642,1159943,1225320,1661535,1010615,1156678,1138023,1238053,1084521,1080495,1182664,822883,994946,1112427,780671,1070810,979004,1291088,894348,1289421,927366,1080256,1234585,1350363,1152279,1184901,1188241,1073877,996642,853249,1177894,963310,1201919,1199732,1361169,1002108
230,1182855,1136962,1066613,921456,973997,1160445,1225688,1661821,1010960,1157131,1138360,1238495,1084950,1080874,1183033,823343,995263,1112772,781067,1071252,979408,1291431,894803,1289790,927870,1080629,1235051,1350653,1152650,1185363,1188602,1074201,997010,853587,1178289,963615,1202297,1200039,1361472,1002424
231,1183234,1137348,1066975,921821,974373,1160797,1226062,1662187,1011400,1157479,1138719,1238928,1085402,1081295,1183426,823728,995698,1113200,781523,1071629,979769,1291863,895137,1290269,928215,1080980,1235434,1350960,1152919,1185780,1188993,1074642,997419,853983,1178638,964004,1202785,1200454,1361870,1002906
232,1183511,1137635,1067300,922123,974599,1161090,1226252,1662506,1011815,1157867,1139035,1239285,1085812,1081675,1183772,824091,996003,1113583,781879,1072066,980125,1292227,895564,1290705,928561,1081463,1235798,1351490,1153263,1186236,1189348,1075070,997833,854367,1179055,964330,1203163,1200773,1362225,1003235
233,1183968,1138058,1067728,922570,975105,1161561,1226682,1662895,1012243,1158261,1139422,1239698,1086197,1082027,1184167,824496,996438,1113935,782241,1072377,980466,1292601,895981,1291072,928905,1081788,1236234,1351668,1153614,1186611,1189738,1075357,998202,854808,1179434,964703,1203459,1201122,1362565,1003606
234,1184356,1138485,1068167,922979,975517,1161943,1227054,1663245,1012705,1158762,1139742,1240107,1086588,1082443,1184536,824899,996774,1114303,782616,1072703,980847,1292981,896343,1291565,929351,1082220,1236599,1352090,1154008,1187029,1190163,1075785,998595,855172,1179766,965014,1203849,1201533,1362935,1003968
235,1184712,1138853,1068526,923307,975858,1162258,1227369,1663656,1013174,1159128,1140069,1240519,1087039,1082823,1184791,825162,997138,1114658,783003,1073159,981201,1293368,896699,1291986,929747,1082626,1237103,1352530,1154393,1187473,1190671,1076123,998940,855671,1180250,965401,1204342,1202013,1363250,1004501
236,1185178,1139231,1068895,923740,976224,1162684,1227795,1663993,1013508,1159558,1140448,1240964,1087426,1083186,1185298,825637,997528,1115006,783438,1073581,981496,1293805,897041,1292434,930086,1082983,1237396,1352853,1154670,1187901,1191093,1076482,999386,856135,1180592,965886,1204635,1202378,1363806,1004879
237,1185587,1139670,1069359,924161,976655,1163062,1228154,1664386,1013794,1160041,1140818,1241339,1087811,1083555,1185605,826002,997857,1115342,783823,1073848,981909,1294204,897465,1292895,930385,1083378,1237755,1353222,1154986,1188355,1191506,1076842,999855,856557,1181038,966256,1205061,1202802,1364131,1005294
238,1186016,1140081,1069769,924529,977070,1163451,1228544,1664883,1014267,1160461,1141161,1241782,1088224,1083908,1186026,826423,998266,1115746,784179,1074350,982261,1294552,897860,1293324,930784,1083761,1238129,1353463,1155310,1188617,1191949,1077179,1000172,856924,1181438,966676,1205374,1203127,1364545,1005644
239,1186358,1140445,1069973,924963,977417,1163797,1228860,1665101,1014587,1160798,1141538,1242182,1088671,1084342,1186364,826820,998651,1116031,784472,1074725,982617,1294970,898213,1293717,931181,1084147,1238552,1353795,1155636,1189075,1192451,1077490,1000579,857440,1181882,967047,1205780,1203583,1364917,1006126
240,1186763,1140823,1070431,925371,977829,1164171,1229179,1665419,1014998,1161280,1141934,1242621,1089110,1084720,1186828,827231,999167,1116433,784911,1075097,983016,1295385,898621,1294187,931615,1084571,1238952,1354214,1156045,1189446,1192880,1077862,1000956,857870,1182308,967484,1206037,1203976,1365310,1006559
241,1187213,1141250,1070865,925800,978281,1164653,1229535,1665801,1015358,1161809,1142237,1243028,1089461,1085132,1187162,827606,999402,1116832,785376,1075554,983398,1295777,898989,1294556,931958,1084962,1239379,1354534,1156318,1189892,1193308,1078196,1001337,858263,1182739,967897,1206466,1204387,1365766,1006984
242,1187594,1141622,1071243,926133,978628,1165008,1229957,1666204,1015708,1162186,1142531,1243433,1089938,1085563,1187621,828034,999871,1117183,785751,1075882,983754,1296213,899399,1294971,932274,1085290,1239780,1354900,1156690,1190286,1193746,1078567,1001715,858690,1183164,968228,1206859,1204934,1366108,1007456
243,1187978,1142012,1071624,926546,979005,1165456,1230351,1666667,1016165,1162603,1142843,1243745,1090362,1085946,1187872,828298,1000200,1117532,786223,1076315,984036,1296577,899759,1295425,932671,1085636,1240163,1355242,1157054,1190770,1194155,1078998,1002095,859131,1183576,968618,1207337,1205163,1366423,1008037
244,1188439,1142371,1072024,927027,979365,1165788,1230720,1667036,1016467,1163083,1143170,1244165,1090682,1086288,1188211,828697,1000570,1117933,786470,1076618,984458,1296971,900090,1295897,933062,1086006,1240561,1355599,1157385,1191085,1194639,1079382,1002452,859577,1183989,968929,1207769,1205578,1366795,1008285
245,1188832,1142791,1072417,927431,979857,1166151,1231124,1667361,1016911,1163535,1143471,1244469,1091087,1086710,1188632,829062,1000953,1118132,786895,1077103,984860,1297376,900497,1296344,933495,1086392,1241000,1356015,1157726,1191640,1195090,1079743,1002799,860036,1184441,969393,1208073,1205910,1367276,1008674
246,1189279,1143211,1072854,927879,980185,1166611,1231543,1667790,1017389,1163921,1143906,1244908,1091542,1087109,1189021,829510,1001317,1118544,787288,1077453,985289,1297703,900920,1296871,933944,1086743,1241436,1356332,1158056,1191980,1195575,1080131,1003274,860517,1184925,969844,1208477,1206387,1367654,1009149
247,1189709,1143694,1073244,928314,980659,1167032,1231979,1668238,1017877,1164525,1144229,1245272,1091955,1087471,1189370,829886,1001746,1118897,787679,1077850,985654,1298097,901313,1297290,934337,1087212,1241807,1356711,1158366,1192424,1195936,1080549,1003676,860854,1185238,970172,1208935,1206709,1368080,1009563
248,1190069,1144081,1073613,928704,981047,1167459,1232393,1668569,1018177,1164938,1144548,1245644,1092294,1087815,1189735,830137,1002156,1119155,788077,1078168,986016,1298478,901785,1297696,934798,1087655,1242279,1357012,1158757,1192860,1196376,1081015,1004034,861308,1185560,970552,1209337,1207121,1368453,1009903
249,1190516,1144477,1073942,929085,981496,1167823,1232784,1669012,1018518,1165375,1144871,1246012,1092734,1088206,1190067,830573,1002394,1119534,788450,1078612,986318,1298845,902120,1298161,935189,1087987,1242691,1357384,1159073,1193246,1196812,1081404,1004451,861670,1186031,970953,1209798,1207490,1368816,1010294
250,1190878,1144910,1074357,929530,981908,1168227,1233183,1669338,1018957,1165916,1145242,1246451,1093164,1088627,1190467,831057,1002816,1119946,788900,1079082,986685,1299298,902521,1298568,935617,1088463,1243173,1357745,1159414,1193658,1197266,1081753,1004853,862085,1186393,971345,1210031,1207842,1369247,1010631
251,1191305,1145291,1074675,929909,982289,1168650,1233562,1669750,1019323,1166395,1145617,1246834,1093626,1089072,1190851,831416,1003256,1120284,789268,1079464,987050,1299674,902826,1299081,935987,1088738,1243536,1358196,1159707,1194023,1197790,1082165,1005310,862648,1186937,971733,1210463,1208297,1369614,1011096
252,1191642,1145685,1075149,930365,982686,1169029,1233938,1670182,1019675,1166899,1145926,1247204,1093876,1089459,1191169,831734,1003640,1120629,789790,1079886,987423,1300050,903192,1299488,936370,1089139,1243991,1358423,1159986,1194429,1198223,1082547,1005654,862905,1187307,972112,1210831,1208742,1370135,1011507
253,1192076,1146050,1075534,930811,983118,1169406,1234262,1670551,1020131,1167347,1146281,1247611,1094390,1089812,1191506,832179,1003919,1121101,790133,1080194,987734,1300379,903610,1299872,936738,1089501,1244364,1358803,1160373,1194838,1198580,1082950,1006056,863401,1187685,972447,1211267,1209057,1370447,1011869
254,1192365,1146281,1075791,931073,983378,1169724,1234546,1670818,1020579,1167637,1146640,1247976,1094726,1090187,1191938,832540,1004332,1121308,790567,1080586,988082,1300805,904052,1300254,937077,1089898,1244702,1359115,1160742,1195164,1198949,1083335,1006434,863803,1188049,972731,1211748,1209493,1370777,1012266
255,1192432,1146373,1075864,931168,983489,1169813,1234675,1670920,1020947,1167817,1146898,1248354,1095116,1090527,1192223,832891,1004574,1121629,790841,1080933,988452,1301213,904428,1300751,937490,1090312,1245089,1359485,1161139,1195623,1199330,1083659,1006865,864236,1188447,973147,1212059,1209646,1371132,1012612
256,1192432,1146373,1075864,931168,983489,1169813,1234675,1670920,1021473,1167817,1147306,1248764,1095505,1090926,1192579,833242,1005011,1121974,791291,1081280,988816,1301650,904806,1301177,937834,1090637,1245452,1359877,1161498,1196039,1199632,1084020,1007284,864521,1188648,973329,1212416,1210027,1371429,1012920
257,1192432,1146373,1075864,931168,983489,1169813,1234675,1670920,1021905,1167817,1147613,1249183,1095956,1091326,1192895,833630,1005407,1122349,791680,1081714,989180,1302074,905179,1301623,938169,1091012,1245931,1360290,1161760,1196437,1199688,1084409,1007613,864601,1188721,973400,1212841,1210095,1371508,1013064
258,1192432,1146373,1075864,931168,983489,1169813,1234675,1670920,1022355,1167817,1148034,1249565,1096468,1091866,1193249,834045,1005738,1122764,792058,1082068,989535,1302487,905555,1302060,938640,1091389,1246300,1360695,1162063,1196822,1199688,1084795,1007942,864601,1188721,973400,1213231,1210095,1371508,1013064
