txkB/s,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
201,3.34,0.0,3.3,2.19,0.0,0.0,0.0,0.0,1.63,0.0,0.0,3.41,3.41,3.45,3.38,3.41,0.0,1.71,0.0,1.73,3.55,1.76,1.76,0.0,1.71,1.7,0.0,0.0,1.78,3.45,0.0,3.48,0.0,0.0,3.45,0.0,3.38,3.45,1.65,0.0,1.02,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.62,2.17,0.0,3.48,0.0,0.0,3.41,0.0,3.48,3.35,0.0,0.0,3.59,3.45,0.0,3.45,3.35,3.41,0.0,0.0,0.0,3.45,3.38,3.45,3.41,3.41,0.0,3.41,2.11,3.44,0.0,3.55,3.51,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3.41,3.41,3.48,0.0,3.45,3.41,3.51,3.38,3.48,3.41,3.44,3.45,3.41,0.0,0.0,3.41,3.41,3.38,3.45,3.41,0.0,3.51,3.48,0.0,3.48,0.0,3.48,0.0,3.48,3.44,0.0,0.0,3.41,3.48,3.48,0.0,3.45,3.41,0.0,3.38,3.41,3.41,3.45,3.41,0.0,3.41,3.45,0.0,3.45,3.48
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.0,3.51,0.0,0.0,3.51,3.48,3.44,3.51,0.0,2.6,2.58,0.0,0.0,0.0,0.0,0.0,3.45,0.0,3.41,0.0,0.0,0.0,0.0,2.63,0.0,0.0,3.48,3.48,0.0,0.0,0.0,0.0,0.0,3.41,0.0,3.38,0.0,0.0,0.0,3.44,0.0,3.32,2.6,3.48,3.51,3.55,0.0,3.51,0.0,0.0,3.51,0.0,3.48,3.48,0.0,2.6,0.0,0.0,2.6,3.41,0.0,0.0,3.38,0.0,0.0,0.0,3.35,2.63,2.6,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,2.6,0.0,0.0,0.0,2.6,2.6,2.63,2.58,2.63,2.58,2.63,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,2.63,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,3.59,0.0,2.63,0.0,2.6,0.0,0.0,2.55,2.6,0.0,0.0,0.0,2.6,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,2.6,0.0,0.0
207,3.48,0.0,3.48,3.55,0.0,0.0,0.0,0.0,3.48,0.87,0.83,2.95,3.48,2.58,2.63,2.92,0.0,2.89,0.06,3.48,2.63,2.95,2.63,0.82,2.95,3.41,0.0,0.0,3.51,3.51,3.38,2.63,0.0,0.0,3.41,0.0,3.45,3.45,3.48,0.0,3.51,0.07,0.88,0.0,0.0,0.0,3.51,0.0,3.51,3.45,0.0,3.45,0.0,0.0,3.52,0.88,2.6,2.58,0.8,0.0,2.6,3.51,0.0,2.6,2.66,2.6,0.0,0.81,0.82,3.38,2.6,2.63,2.6,2.92,0.0,3.35,2.66,2.63,0.88,2.6,2.58,2.6,0.88,0.88,0.88,0.88,0.88,0.88,0.81,2.66,2.68,2.6,2.63,0.81,2.6,2.63,3.48,2.63,2.66,2.6,3.55,2.66,2.58,0.8,0.8,2.58,2.58,2.63,2.58,2.63,0.81,3.48,3.48,0.0,2.81,0.88,2.63,0.89,2.63,2.6,0.88,0.88,2.63,2.6,2.66,0.81,2.58,2.63,0.81,2.63,2.92,2.63,2.95,2.6,0.82,2.66,2.58,0.82,2.6,2.66
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.81,0.81,0.49,0.0,0.56,0.0,0.0,0.87,0.56,0.81,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.84,0.0,0.0,0.81,0.0,0.0,0.81,0.81,0.86,0.0,0.0,0.0,0.07,0.8,0.8,0.82,0.49,0.0,0.0,0.87,0.88,0.0,0.88,0.88,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.81,0.82,0.0,0.81,0.8,0.0,0.81,0.82,0.81,0.0,0.81,0.81,0.0,0.0,0.82,0.81,0.8,0.84,0.82,0.0,0.0,0.0,0.0,0.71,0.0,0.88,0.0,0.88,0.88,0.0,0.0,0.88,0.88,0.88,0.0,0.82,0.82,0.0,0.83,0.56,0.81,0.49,0.81,0.0,0.83,0.81,0.0,0.81,0.8
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,0.0,3.44,0.0,0.0,3.48,3.41,3.51,3.44,0.0,3.51,3.48,0.0,0.0,0.0,0.0,0.0,1.73,0.0,3.41,0.0,0.0,0.0,0.0,3.38,0.0,0.0,3.41,3.51,0.0,0.0,1.7,0.0,0.0,1.75,0.0,3.45,0.0,0.0,0.0,3.55,0.0,3.41,3.48,3.55,3.51,3.48,0.0,3.51,0.0,0.0,3.51,0.0,3.45,3.55,0.0,3.51,0.0,0.0,3.48,3.35,0.0,0.0,3.38,0.0,0.0,0.0,3.45,3.38,3.45,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,3.48,0.0,0.0,0.0,3.48,3.51,3.55,3.51,3.51,3.55,3.48,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,3.38,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,3.51,0.0,3.48,0.0,3.51,0.0,0.0,3.48,3.48,0.0,0.0,0.0,3.45,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,3.48,0.0,0.0
214,3.38,0.0,3.44,3.44,0.0,0.0,0.0,0.0,3.48,0.0,0.0,3.41,3.41,3.45,3.48,3.48,0.0,3.38,0.0,3.48,3.48,3.45,3.48,0.0,3.44,3.41,0.0,0.0,3.51,3.48,1.73,3.48,0.0,0.0,3.41,0.0,3.41,3.45,3.48,0.0,3.51,0.0,0.0,0.0,0.0,0.0,3.51,0.0,3.55,3.55,0.0,3.45,0.0,0.0,3.45,0.0,3.41,3.45,0.0,0.0,3.41,3.48,0.0,3.44,3.35,3.38,0.0,0.0,0.0,3.45,3.41,3.41,3.38,3.38,0.0,3.38,3.48,3.55,0.0,3.48,3.48,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,3.45,3.45,3.41,0.0,3.48,3.41,3.51,3.45,3.41,3.48,3.41,3.45,3.38,0.0,0.0,3.41,3.45,3.41,3.38,3.45,0.0,3.44,3.44,0.0,3.51,0.0,3.48,0.0,3.48,3.48,0.0,0.0,3.48,3.45,3.45,0.0,3.48,3.45,0.0,3.45,3.41,3.45,3.41,3.45,0.0,3.48,3.48,0.0,3.45,3.41
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,0.0,2.54,0.0,0.0,2.59,2.6,2.6,2.6,0.0,2.51,1.73,0.0,0.0,0.0,0.0,0.0,2.6,0.0,2.63,0.0,0.0,0.0,0.0,2.6,0.0,0.0,2.63,2.58,0.0,0.0,0.0,0.0,0.0,3.48,0.0,1.34,0.0,0.0,0.0,2.66,0.0,2.63,1.72,2.63,2.63,2.6,0.0,2.6,0.0,0.0,2.56,0.0,0.0,1.7,0.0,1.73,0.0,0.0,0.29,0.0,0.0,0.0,2.54,0.0,0.0,0.0,2.63,2.37,2.54,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,1.73,0.0,0.0,0.0,1.66,1.7,1.68,1.72,1.73,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,1.33,0.0,1.72,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,1.72,0.0,0.0
220,2.6,0.92,2.6,2.54,0.93,0.88,0.89,0.88,2.6,0.94,1.73,0.0,0.0,0.0,0.0,0.0,0.81,2.6,0.81,2.63,1.92,2.6,2.6,0.86,2.63,2.58,0.87,0.88,2.66,1.34,3.52,2.51,0.0,0.0,1.34,2.08,0.14,1.37,2.6,0.88,2.63,0.88,1.78,0.88,0.89,0.88,2.63,0.87,2.58,2.66,0.87,0.0,3.52,1.82,0.0,1.76,1.7,0.0,3.14,3.45,0.0,1.7,0.87,2.07,2.54,2.56,0.81,0.98,0.88,2.59,2.49,1.96,1.72,1.72,1.71,0.14,2.54,1.72,1.76,1.68,1.68,1.96,1.8,1.8,1.78,1.8,1.78,2.19,3.41,0.0,0.0,0.24,0.0,3.41,0.0,0.0,1.73,1.7,1.73,1.7,1.36,1.72,1.7,1.7,2.06,0.14,0.0,0.0,0.0,0.0,3.45,1.72,0.14,1.78,1.7,2.15,1.7,1.78,1.72,0.0,1.76,3.44,0.0,0.0,0.0,3.48,0.0,0.0,3.41,0.0,0.0,1.7,1.72,1.72,1.73,1.68,1.7,1.71,1.32,1.7
221,0.87,0.0,0.87,0.94,0.0,0.0,0.0,0.0,0.88,0.0,0.0,3.45,3.45,3.45,3.45,3.45,0.0,0.86,0.0,0.87,1.57,0.88,0.88,0.0,0.86,0.82,0.0,0.0,0.89,2.15,0.0,0.93,0.0,0.0,2.08,0.0,3.31,2.06,0.87,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.89,0.88,0.0,3.48,0.0,0.0,3.45,0.0,1.7,3.44,0.0,0.0,3.45,1.8,0.0,1.32,0.87,0.94,0.0,0.0,0.0,0.87,0.97,1.47,1.68,1.71,0.0,3.28,0.88,1.8,0.0,1.8,1.8,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,3.45,3.24,3.41,0.0,3.41,3.41,1.76,1.71,1.73,1.73,2.13,1.71,1.68,0.0,0.0,3.28,3.45,3.48,3.38,3.45,0.0,1.8,3.34,0.0,1.74,0.0,1.8,0.0,1.8,3.48,0.0,0.0,3.48,3.51,3.45,0.0,3.45,3.41,0.0,3.41,3.38,1.75,1.73,1.71,0.0,1.73,1.71,0.0,2.11,1.75
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
