subop_w_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
195,0.081,0.029,0.038,0.03,0.06,0.071,0.182,0.019,0.025,0.154,0.01,0.013,0.063,0.008,0.044,0.036,0.058,0.013,0.025,0.018,0.009,0.036,0.024,0.015,0.011,0.021,0.029,0.006,0.004,0.019,0.037,0.071,0.012,0.037,0.033,0.043,0.014,0.092,0.01,0.074
196,0.013,0.022,0.027,0.05,0.034,0.055,0.319,0.019,0.032,0.064,0.016,0.01,0.056,0.01,0.025,0.008,0.05,0.013,0.014,0.014,0.006,0.01,0.023,0.026,0.017,0.076,0.032,0.022,0.006,0.019,0.035,0.049,0.046,0.098,0.028,0.05,0.03,0.013,0.055,0.024
197,0.121,0.011,0.027,0.031,0.031,0.089,0.196,0.009,0.065,0.061,0.01,0.01,0.024,0.011,0.024,0.044,0.031,0.006,0.016,0.012,0.006,0.041,0.015,0.008,0.019,0.022,0.03,0.029,0.005,0.013,0.027,0.004,0.052,0.045,0.04,0.007,0.014,0.016,0.008,0.037
198,0.065,0.041,0.077,0.024,0.053,0.043,0.068,0.052,0.057,0.1,0.005,0.005,0.014,0.068,0.028,0.019,0.02,0.006,0.018,0.031,0.016,0.046,0.035,0.075,0.025,0.026,0.039,0.005,0.015,0.02,0.037,0.015,0.023,0.024,0.111,0.045,0.022,0.023,0.004,0.013
199,0.041,0.047,0.02,0.025,0.043,0.029,0.312,0.034,0.029,0.197,0.018,0.027,0.018,0.022,0.054,0.019,0.015,0.009,0.012,0.03,0.008,0.015,0.021,0.023,0.013,0.017,0.014,0.004,0.004,0.024,0.029,0.034,0.025,0.049,0.093,0.04,0.051,0.04,0.023,0.026
200,0.08,0.026,0.053,0.052,0.092,0.087,0.181,0.025,0.048,0.056,0.007,0.005,0.021,0.018,0.031,0.018,0.027,0.014,0.003,0.015,0.014,0.066,0.006,0.009,0.015,0.006,0.006,0.003,0.004,0.008,0.047,0.017,0.033,0.07,0.015,0.042,0.02,0.006,0.035,0.035
201,0.027,0.015,0.028,0.064,0.024,0.138,0.065,0.062,0.082,0.119,0.019,0.007,0.023,0.018,0.015,0.014,0.005,0.01,0.02,0.01,0.024,0.022,0.027,0.023,0.014,0.01,0.031,0.009,0.003,0.042,0.053,0.04,0.027,0.022,0.016,0.016,0.035,0.01,0.143,0.038
202,0.054,0.013,0.05,0.076,0.036,0.068,0.04,0.106,0.063,0.064,0.014,0.005,0.008,0.009,0.013,0.009,0.021,0.007,0.015,0.014,0.034,0.022,0.075,0.02,0.052,0.018,0.041,0.005,0.004,0.071,0.05,0.081,0.015,0.018,0.059,0.006,0.042,0.009,0.037,0.059
203,0.05,0.026,0.043,0.063,0.033,0.047,0.032,0.185,0.042,0.079,0.005,0.019,0.016,0.057,0.05,0.015,0.036,0.012,0.017,0.015,0.02,0.02,0.047,0.004,0.015,0.04,0.016,0.008,0.025,0.027,0.067,0.032,0.021,0.019,0.013,0.031,0.019,0.006,0.07,0.076
204,0.015,0.053,0.056,0.032,0.027,0.086,0.146,0.093,0.026,0.054,0.004,0.022,0.06,0.013,0.143,0.046,0.031,0.033,0.018,0.031,0.064,0.006,0.029,0.012,0.023,0.031,0.018,0.009,0.004,0.086,0.057,0.024,0.027,0.011,0.01,0.027,0.031,0.014,0.029,0.043
205,0.011,0.023,0.124,0.061,0.046,0.066,0.021,0.033,0.031,0.02,0.01,0.032,0.04,0.073,0.018,0.029,0.025,0.02,0.018,0.043,0.018,0.034,0.04,0.033,0.054,0.052,0.024,0.022,0.021,0.03,0.044,0.053,0.032,0.03,0.009,0.023,0.054,0.007,0.016,0.008
206,0.031,0.075,0.073,0.035,0.058,0.092,0.014,0.032,0.04,0.074,0.006,0.003,0.015,0.045,0.054,0.017,0.029,0.014,0.035,0.063,0.024,0.063,0.076,0.062,0.048,0.014,0.024,0.022,0.024,0.06,0.04,0.174,0.022,0.064,0.085,0.052,0.048,0.013,0.044,0.032
207,0.044,0.031,0.014,0.057,0.026,0.032,0.029,0.138,0.044,0.096,0.008,0.013,0.039,0.024,0.044,0.02,0.018,0.036,0.02,0.054,0.019,0.027,0.022,0.029,0.016,0.023,0.044,0.044,0.006,0.029,0.045,0.078,0.028,0.049,0.037,0.077,0.062,0.037,0.058,0.085
208,0.006,0.009,0.029,0.056,0.041,0.062,0.017,0.007,0.043,0.141,0.018,0.023,0.026,0.035,0.053,0.089,0.021,0.024,0.011,0.022,0.009,0.085,0.017,0.028,0.023,0.022,0.047,0.011,0.025,0.013,0.048,0.051,0.016,0.017,0.048,0.059,0.072,0.025,0.014,0.027
209,0.026,0.08,0.029,0.072,0.126,0.174,0.019,0.053,0.03,0.075,0.025,0.032,0.085,0.02,0.029,0.048,0.019,0.023,0.016,0.024,0.02,0.015,0.015,0.117,0.012,0.018,0.03,0.003,0.013,0.026,0.04,0.05,0.045,0.051,0.055,0.023,0.049,0.012,0.058,0.079
210,0.047,0.033,0.009,0.132,0.112,0.019,0.061,0.013,0.04,0.079,0.043,0.014,0.045,0.02,0.063,0.02,0.022,0.061,0.019,0.093,0.007,0.012,0.01,0.026,0.008,0.015,0.019,0.004,0.005,0.012,0.014,0.02,0.021,0.067,0.044,0.032,0.028,0.024,0.159,0.048
211,0.025,0.015,0.034,0.037,0.038,0.02,0.005,0.064,0.047,0.035,0.052,0.107,0.035,0.024,0.076,0.023,0.009,0.058,0.048,0.04,0.005,0.039,0.022,0.012,0.017,0.007,0.013,0.003,0.006,0.023,0.041,0.046,0.014,0.054,0.068,0.231,0.021,0.021,0.022,0.078
212,0.014,0.075,0.019,0.034,0.028,0.047,0.005,0.01,0.06,0.03,0.006,0.023,0.058,0.035,0.072,0.008,0.053,0.047,0.021,0.089,0.023,0.008,0.014,0.014,0.047,0.043,0.012,0.003,0.025,0.008,0.021,0.057,0.064,0.018,0.123,0.125,0.051,0.123,0.126,0.089
213,0.022,0.061,0.073,0.017,0.034,0.01,0.057,0.007,0.059,0.077,0.011,0.003,0.029,0.042,0.031,0.045,0.017,0.091,0.063,0.058,0.006,0.01,0.029,0.022,0.034,0.014,0.021,0.004,0.008,0.038,0.033,0.085,0.049,0.084,0.087,0.065,0.092,0.025,0.027,0.039
214,0.048,0.013,0.048,0.073,0.061,0.014,0.03,0.027,0.065,0.049,0.005,0.015,0.049,0.023,0.024,0.037,0.008,0.024,0.032,0.077,0.006,0.009,0.006,0.01,0.01,0.014,0.014,0.004,0.004,0.026,0.045,0.061,0.016,0.21,0.017,0.018,0.026,0.055,0.063,0.065
215,0.05,0.021,0.06,0.016,0.043,0.04,0.03,0.065,0.088,0.105,0.07,0.006,0.047,0.028,0.024,0.023,0.016,0.095,0.042,0.022,0.011,0.059,0.021,0.019,0.029,0.013,0.014,0.003,0.005,0.045,0.052,0.012,0.092,0.106,0.019,0.043,0.017,0.083,0.112,0.028
216,0.03,0.015,0.157,0.029,0.019,0.133,0.094,0.017,0.034,0.094,0.014,0.01,0.019,0.132,0.034,0.016,0.021,0.009,0.006,0.039,0.013,0.064,0.033,0.024,0.014,0.01,0.039,0.003,0.008,0.028,0.09,0.017,0.043,0.059,0.046,0.027,0.049,0.027,0.004,0.084
217,0.056,0.016,0.068,0.04,0.036,0.042,0.048,0.015,0.052,0.274,0.007,0.024,0.043,0.024,0.048,0.034,0.017,0.01,0.035,0.019,0.014,0.037,0.066,0.057,0.017,0.01,0.034,0.013,0.012,0.014,0.068,0.039,0.009,0.038,0.029,0.011,0.097,0.085,0.009,0.041
218,0.027,0.036,0.027,0.047,0.076,0.165,0.081,0.064,0.05,0.125,0.008,0.017,0.005,0.008,0.024,0.007,0.016,0.012,0.011,0.047,0.011,0.025,0.04,0.016,0.031,0.016,0.041,0.003,0.006,0.03,0.054,0.011,0.026,0.032,0.053,0.033,0.041,0.191,0.009,0.02
219,0.103,0.059,0.028,0.035,0.037,0.101,0.045,0.132,0.057,0.024,0.009,0.007,0.021,0.06,0.024,0.03,0.021,0.011,0.019,0.033,0.01,0.021,0.013,0.019,0.011,0.015,0.033,0.004,0.017,0.074,0.061,0.009,0.117,0.017,0.191,0.015,0.08,0.039,0.039,0.032
220,0.043,0.028,0.074,0.069,0.022,0.032,0.053,0.027,0.043,0.035,0.005,0.017,0.015,0.044,0.081,0.043,0.019,0.022,0.021,0.018,0.007,0.021,0.069,0.026,0.026,0.022,0.022,0.003,0.003,0.021,0.042,0.028,0.063,0.019,0.061,0.014,0.017,0.004,0.451,0.033
221,0.074,0.01,0.097,0.074,0.036,0.047,0.043,0.062,0.037,0.097,0.011,0.06,0.025,0.037,0.151,0.036,0.038,0.016,0.037,0.046,0.004,0.042,0.076,0.116,0.025,0.02,0.036,0.006,0.007,0.032,0.046,0.035,0.014,0.103,0.021,0.025,0.05,0.007,0.182,0.025
222,0.053,0.065,0.049,0.062,0.038,0.094,0.115,0.008,0.022,0.084,0.014,0.03,0.121,0.023,0.097,0.027,0.041,0.017,0.059,0.025,0.021,0.035,0.041,0.052,0.045,0.006,0.025,0.003,0.003,0.07,0.055,0.101,0.021,0.1,0.058,0.084,0.032,0.037,0.045,0.087
223,0.2,0.035,0.026,0.029,0.035,0.257,0.031,0.017,0.038,0.082,0.006,0.019,0.074,0.052,0.075,0.012,0.031,0.01,0.045,0.051,0.003,0.006,0.044,0.18,0.013,0.007,0.007,0.004,0.005,0.047,0.043,0.027,0.051,0.058,0.035,0.033,0.053,0.016,0.052,0.022
224,0.043,0.088,0.039,0.054,0.072,0.074,0.138,0.137,0.049,0.045,0.015,0.027,0.046,0.034,0.084,0.037,0.033,0.054,0.03,0.051,0.012,0.017,0.015,0.108,0.026,0.027,0.01,0.009,0.013,0.021,0.047,0.021,0.017,0.044,0.148,0.014,0.033,0.046,0.011,0.042
225,0.008,0.167,0.095,0.056,0.032,0.021,0.287,0.091,0.055,0.048,0.011,0.003,0.02,0.017,0.181,0.02,0.018,0.01,0.018,0.033,0.027,0.02,0.018,0.048,0.016,0.012,0.022,0.023,0.006,0.048,0.047,0.058,0.04,0.035,0.07,0.064,0.022,0.008,0.032,0.051
226,0.07,0.024,0.089,0.045,0.052,0.01,0.288,0.056,0.087,0.056,0.005,0.005,0.011,0.016,0.012,0.015,0.013,0.008,0.004,0.021,0.024,0.011,0.04,0.027,0.062,0.014,0.038,0.003,0.005,0.027,0.034,0.03,0.049,0.03,0.027,0.163,0.044,0.034,0.014,0.093
227,0.107,0.009,0.191,0.036,0.028,0.023,0.028,0.037,0.099,0.108,0.004,0.019,0.009,0.016,0.024,0.023,0.014,0.006,0.02,0.008,0.006,0.034,0.043,0.072,0.048,0.044,0.053,0.003,0.053,0.064,0.046,0.088,0.062,0.015,0.034,0.059,0.036,0.008,0.004,0.107
228,0.007,0.018,0.331,0.028,0.021,0.099,0.015,0.024,0.052,0.027,0.01,0.014,0.05,0.009,0.122,0.037,0.015,0.027,0.011,0.057,0.015,0.026,0.029,0.069,0.052,0.039,0.025,0.003,0.008,0.027,0.032,0.025,0.042,0.032,0.089,0.032,0.04,0.014,0.013,0.101
229,0.041,0.02,0.039,0.054,0.025,0.133,0.03,0.067,0.139,0.026,0.004,0.013,0.033,0.009,0.024,0.016,0.007,0.008,0.02,0.045,0.021,0.038,0.032,0.033,0.043,0.039,0.096,0.021,0.013,0.029,0.068,0.01,0.02,0.016,0.244,0.037,0.01,0.046,0.012,0.044
230,0.008,0.006,0.039,0.055,0.049,0.039,0.052,0.107,0.102,0.033,0.008,0.014,0.048,0.011,0.017,0.075,0.025,0.025,0.022,0.014,0.028,0.032,0.032,0.026,0.064,0.034,0.083,0.011,0.052,0.077,0.07,0.021,0.031,0.074,0.051,0.041,0.026,0.053,0.041,0.018
231,0.033,0.011,0.012,0.092,0.047,0.118,0.006,0.064,0.077,0.032,0.007,0.006,0.086,0.01,0.03,0.014,0.027,0.014,0.01,0.02,0.015,0.039,0.021,0.006,0.044,0.055,0.073,0.019,0.007,0.084,0.05,0.032,0.026,0.017,0.051,0.011,0.021,0.032,0.054,0.04
232,0.013,0.069,0.061,0.032,0.066,0.033,0.038,0.083,0.09,0.077,0.007,0.009,0.044,0.018,0.045,0.013,0.026,0.011,0.058,0.012,0.003,0.045,0.026,0.021,0.062,0.008,0.044,0.028,0.005,0.084,0.054,0.069,0.021,0.019,0.027,0.014,0.079,0.005,0.064,0.026
233,0.01,0.042,0.037,0.036,0.084,0.062,0.036,0.054,0.095,0.044,0.019,0.013,0.026,0.018,0.053,0.013,0.059,0.025,0.01,0.026,0.006,0.023,0.017,0.034,0.019,0.012,0.033,0.006,0.015,0.085,0.037,0.042,0.016,0.052,0.046,0.041,0.029,0.042,0.005,0.039
234,0.037,0.006,0.027,0.043,0.111,0.02,0.027,0.068,0.117,0.026,0.015,0.043,0.019,0.017,0.106,0.017,0.029,0.019,0.011,0.029,0.01,0.029,0.01,0.051,0.024,0.01,0.014,0.004,0.004,0.034,0.037,0.16,0.016,0.023,0.033,0.056,0.066,0.015,0.02,0.054
235,0.029,0.013,0.018,0.021,0.01,0.041,0.014,0.023,0.088,0.017,0.026,0.054,0.028,0.02,0.062,0.017,0.045,0.01,0.033,0.052,0.003,0.01,0.008,0.016,0.011,0.014,0.019,0.008,0.004,0.018,0.038,0.018,0.037,0.045,0.012,0.071,0.037,0.042,0.099,0.048
236,0.015,0.017,0.034,0.039,0.096,0.023,0.006,0.033,0.06,0.106,0.043,0.016,0.04,0.028,0.043,0.019,0.043,0.011,0.043,0.08,0.004,0.009,0.016,0.01,0.014,0.014,0.006,0.004,0.004,0.014,0.048,0.027,0.036,0.045,0.049,0.023,0.019,0.022,0.041,0.072
237,0.014,0.047,0.078,0.053,0.086,0.064,0.038,0.037,0.07,0.047,0.029,0.055,0.042,0.05,0.027,0.039,0.048,0.045,0.014,0.075,0.013,0.018,0.06,0.012,0.072,0.016,0.033,0.028,0.006,0.019,0.031,0.033,0.007,0.057,0.042,0.017,0.021,0.03,0.03,0.033
238,0.054,0.039,0.02,0.093,0.082,0.038,0.032,0.004,0.09,0.42,0.023,0.03,0.039,0.059,0.028,0.04,0.012,0.037,0.132,0.016,0.005,0.051,0.021,0.012,0.017,0.014,0.023,0.006,0.005,0.032,0.037,0.027,0.023,0.037,0.009,0.012,0.099,0.03,0.004,0.069
239,0.022,0.025,0.199,0.012,0.054,0.092,0.028,0.059,0.051,0.14,0.012,0.014,0.035,0.044,0.024,0.054,0.056,0.024,0.104,0.083,0.009,0.025,0.037,0.046,0.057,0.022,0.019,0.024,0.005,0.023,0.042,0.016,0.046,0.108,0.024,0.037,0.028,0.036,0.025,0.073
240,0.026,0.007,0.02,0.049,0.073,0.027,0.034,0.205,0.123,0.06,0.036,0.016,0.076,0.115,0.04,0.061,0.01,0.028,0.055,0.042,0.008,0.026,0.041,0.041,0.063,0.013,0.027,0.01,0.021,0.026,0.044,0.018,0.01,0.064,0.067,0.03,0.046,0.021,0.046,0.106
241,0.019,0.022,0.018,0.181,0.065,0.018,0.063,0.077,0.133,0.027,0.003,0.005,0.056,0.048,0.026,0.029,0.051,0.025,0.064,0.015,0.005,0.024,0.017,0.051,0.093,0.08,0.026,0.014,0.004,0.067,0.039,0.012,0.077,0.064,0.053,0.032,0.019,0.023,0.065,0.036
242,0.006,0.047,0.051,0.215,0.075,0.011,0.028,0.033,0.062,0.029,0.008,0.005,0.032,0.031,0.021,0.009,0.038,0.013,0.033,0.145,0.006,0.017,0.017,0.03,0.068,0.011,0.04,0.005,0.019,0.056,0.042,0.036,0.025,0.083,0.019,0.038,0.036,0.011,0.01,0.05
243,0.029,0.047,0.009,0.032,0.078,0.044,0.02,0.066,0.093,0.041,0.017,0.023,0.039,0.045,0.068,0.06,0.09,0.036,0.009,0.066,0.007,0.046,0.037,0.016,0.112,0.015,0.025,0.017,0.028,0.015,0.036,0.009,0.024,0.031,0.018,0.041,0.136,0.01,0.014,0.039
244,0.044,0.04,0.02,0.044,0.079,0.012,0.057,0.004,0.072,0.021,0.084,0.004,0.059,0.02,0.105,0.019,0.044,0.062,0.01,0.031,0.019,0.025,0.032,0.047,0.066,0.023,0.14,0.003,0.034,0.077,0.025,0.027,0.037,0.05,0.033,0.025,0.049,0.076,0.05,0.045
245,0.055,0.103,0.025,0.047,0.06,0.051,0.045,0.054,0.095,0.044,0.065,0.014,0.033,0.028,0.104,0.007,0.037,0.029,0.022,0.033,0.008,0.045,0.097,0.021,0.12,0.058,0.082,0.063,0.03,0.063,0.027,0.028,0.037,0.043,0.032,0.038,0.023,0.044,0.08,0.049
246,0.019,0.082,0.03,0.035,0.072,0.073,0.052,0.078,0.054,0.115,0.013,0.012,0.043,0.02,0.074,0.012,0.021,0.028,0.033,0.076,0.067,0.024,0.049,0.016,0.036,0.021,0.126,0.007,0.201,0.028,0.036,0.029,0.036,0.041,0.045,0.034,0.064,0.039,0.021,0.028
247,0.093,0.009,0.067,0.17,0.072,0.054,0.041,0.08,0.038,0.041,0.009,0.018,0.04,0.018,0.029,0.005,0.017,0.008,0.01,0.016,0.009,0.018,0.085,0.02,0.037,0.015,0.098,0.031,0.037,0.034,0.059,0.031,0.072,0.054,0.024,0.016,0.022,0.012,0.028,0.006
248,0.055,0.024,0.062,0.119,0.03,0.072,0.073,0.092,0.038,0.033,0.005,0.007,0.041,0.019,0.014,0.023,0.007,0.007,0.009,0.032,0.02,0.021,0.042,0.047,0.039,0.025,0.051,0.025,0.017,0.011,0.053,0.05,0.062,0.049,0.013,0.036,0.015,0.051,0.048,0.074
249,0.099,0.036,0.051,0.03,0.039,0.013,0.012,0.024,0.037,0.053,0.018,0.019,0.034,0.016,0.029,0.043,0.09,0.015,0.013,0.026,0.005,0.034,0.039,0.068,0.036,0.019,0.06,0.002,0.009,0.022,0.031,0.031,0.018,0.067,0.03,0.058,0.104,0.006,0.013,0.028
250,0.033,0.093,0.07,0.075,0.053,0.028,0.022,0.037,0.049,0.07,0.01,0.038,0.031,0.066,0.031,0.036,0.029,0.021,0.023,0.019,0.004,0.039,0.02,0.053,0.013,0.03,0.031,0.027,0.013,0.057,0.018,0.01,0.101,0.074,0.049,0.043,0.068,0.015,0.057,0.016
251,0.1,0.003,0.032,0.062,0.058,0.036,0.04,0.019,0.113,0.157,0.017,0.025,0.044,0.051,0.075,0.032,0.035,0.018,0.117,0.015,0.009,0.037,0.104,0.019,0.042,0.024,0.075,0.025,0.03,0.031,0.025,0.015,0.041,0.04,0.018,0.046,0.303,0.003,0.04,0.079
252,0.068,0.003,0.034,0.021,0.049,0.01,0.031,0.1,0.123,0.024,0.026,0.016,0.077,0.024,0.049,0.034,0.019,0.098,0.019,0.024,0.004,0.062,0.051,0.008,0.035,0.016,0.055,0.045,0.01,0.024,0.056,0.098,0.009,0.038,0.024,0.056,0.099,0.005,0.023,0.235
253,0.016,0.037,0.029,0.01,0.01,0.01,0.105,0.02,0.064,0.02,0.038,0.071,0.031,0.043,0.114,0.034,0.037,0.09,0.019,0.092,0.003,0.016,0.066,0.016,0.009,0.023,0.022,0.032,0.009,0.058,0.066,0.064,0.014,0.053,0.047,0.126,0.064,0.028,0.054,0.066
254,0.003,0.003,0.005,0.006,0.021,0.004,0.055,0.003,0.013,0.032,0.003,0.009,0.05,0.04,0.071,0.047,0.043,0.252,0.096,0.047,0.014,0.041,0.06,0.028,0.042,0.025,0.018,0.005,0.026,0.068,0.063,0.058,0.013,0.039,0.027,0.087,0.04,0.183,0.009,0.028
255,0,0,0,0,0,0,0,0,0,0,0.039,0.015,0.037,0.085,0.025,0.016,0.023,0.009,0.084,0.067,0.02,0.019,0.022,0.107,0.038,0.027,0.04,0.006,0.006,0.02,0.019,0.005,0.01,0.008,0.011,0.025,0.014,0.084,0.013,0.344
256,0,0,0,0,0,0,0,0,0,0,0.024,0.031,0.067,0.039,0.031,0.035,0.027,0.022,0.048,0.017,0.014,0.018,0.007,0.021,0.024,0.01,0.041,0.012,0.007,0.029,0.009,0.003,0.003,0.011,0.006,0.003,0.004,0.003,0.003,0.038
257,0,0,0,0,0,0,0,0,0,0,0.133,0.007,0.017,0.038,0.019,0.018,0.012,0.052,0.018,0.017,0.027,0.023,0.019,0.066,0.02,0.025,0.01,0.01,0.01,0.011,0,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0,0,0.018,0.028,0.047,0.007,0.042,0.011,0.042,0.021,0.008,0.037,0.01,0.139,0.028,0.024,0.054,0.024,0.035,0.036,0.026,0.016,0,0,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0,0,0,0.006,0.007,0.009,0.004,0.013,0.029,0.011,0.01,0.011,0.006,0.003,0.102,0.02,0.028,0.08,0.023,0.099,0.014,0.011,0.093,0,0,0,0,0,0,0,0,0,0
260,0,0,0,0,0,0,0,0,0,0,0.024,0.004,0.009,0.01,0.009,0.01,0.018,0.01,0.009,0.019,0.022,0.031,0.019,0.024,0.027,0.012,0.076,0.226,0.006,0.103,0,0,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0,0,0,0.005,0.011,0.064,0.012,0.04,0.023,0.045,0.018,0.01,0.02,0.013,0.019,0.02,0.129,0.025,0.014,0.073,0.045,0.006,0.06,0,0,0,0,0,0,0,0,0,0
262,0,0,0,0,0,0,0,0,0,0,0.019,0.011,0.023,0.023,0.032,0.014,0.06,0.076,0.037,0.023,0.014,0.039,0.026,0.042,0.027,0.012,0.069,0.003,0.031,0.073,0,0,0,0,0,0,0,0,0,0
263,0,0.002,0,0,0,0.001,0,0,0,0,0.012,0.003,0.007,0.005,0.006,0.008,0.007,0.015,0.005,0.006,0.005,0.016,0.058,0.012,0.057,0.03,0.011,0.006,0.007,0.043,0,0,0,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.004,0.011,0.002,0.004,0.009,0.01,0.007,0.006,0.005,0.003,0.008,0.008,0,0,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.002,0.002,0.001,0.002,0.003,0.002,0.002,0.003,0.005,0.008,0,0,0,0,0,0,0,0,0,0
266,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0
280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.001
281,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
286,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0
288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0
