op_r,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
10,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366378,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255497,465764,434235,30817,181646,629903,250014
11,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366378,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255498,465764,434235,30817,181646,629903,250014
12,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366379,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255502,465764,434235,30817,181646,629903,250014
13,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255504,465764,434235,30817,181646,629903,250014
14,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255518,465764,434235,30817,181646,629903,250014
15,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255520,465764,434235,30817,181646,629903,250014
16,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255531,465764,434235,30817,181646,629903,250014
17,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255536,465764,434235,30817,181646,629903,250014
18,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255539,465764,434235,30817,181646,629903,250014
19,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255541,465764,434235,30817,181646,629903,250014
20,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255549,465764,434235,30817,181646,629903,250014
21,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255553,465764,434235,30817,181646,629903,250014
22,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255556,465764,434235,30817,181646,629903,250014
23,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255558,465764,434235,30817,181646,629903,250014
24,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255559,465764,434235,30817,181646,629903,250014
25,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255561,465764,434235,30817,181646,629903,250014
26,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255561,465764,434235,30817,181646,629903,250014
27,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255563,465764,434235,30817,181646,629903,250014
28,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255563,465764,434235,30817,181646,629903,250014
29,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255563,465764,434235,30817,181646,629903,250014
30,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255563,465764,434235,30817,181646,629903,250014
31,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255565,465764,434235,30817,181646,629903,250014
32,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255565,465764,434235,30817,181646,629903,250014
33,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255565,465764,434235,30817,181646,629903,250014
34,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255566,465764,434235,30817,181646,629903,250014
35,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255566,465764,434235,30817,181646,629903,250014
36,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255568,465764,434235,30817,181646,629903,250014
37,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255568,465764,434235,30817,181646,629903,250014
38,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255569,465764,434235,30817,181646,629903,250014
39,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255570,465764,434235,30817,181646,629903,250014
40,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255572,465764,434235,30817,181646,629903,250014
41,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255573,465764,434235,30817,181646,629903,250014
42,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
43,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
44,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
45,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
46,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
47,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
48,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
49,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
50,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
51,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
52,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
53,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
54,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
55,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
56,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
57,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
58,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
59,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
60,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
61,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
62,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
63,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
64,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
65,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
66,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
67,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
68,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
69,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
70,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
71,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
72,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
73,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
74,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
75,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
76,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
77,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
78,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
79,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
80,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
81,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
82,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
83,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
84,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
85,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
86,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
87,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
88,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
89,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
90,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
91,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
92,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
93,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
94,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
95,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
96,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
97,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
98,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
99,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
100,344593,227328,320512,170434,160262,123993,224442,163237,410603,165613,200102,402689,161819,176881,366383,168352,110845,365145,185997,194615,147140,231511,447652,230575,168677,332564,161032,237604,390872,200046,144520,336184,321790,255575,465764,434235,30817,181646,629903,250014
