%iowait,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
115,97.06,100.0,98.0,98.0,99.0,97.09,98.0,100.0,100.0,100.0,98.99,97.98,97.03,98.0,98.0,97.03,97.0,97.03,100.0,97.98,98.02,98.98,100.0,97.03,98.99,97.98,98.99,98.0,98.99,98.99,97.98,99.0,100.0,98.0,98.02,98.99,98.99,98.0,98.0,98.02,98.99,99.0,99.0,98.99,98.0,97.03,98.0,98.99,98.98,97.03,97.06,97.03,98.0,100.0,98.0,99.0,99.0,98.99,100.0,100.0,98.02,99.0,99.0,98.99,100.0,99.0,98.02,99.0,100.0,98.02,98.99,100.0,100.0,99.0,100.0,100.0,98.99,98.0,98.99,97.03,98.99,100.0,98.99,97.0,98.98,98.98,98.99,98.98,98.0,98.0,97.03,98.0,97.03,98.0,98.99,97.03,97.98,98.99,97.0,97.0,98.0,98.98,98.99,98.0,98.0,100.0,98.99,98.99,98.0,98.99,97.03,97.03,98.99,98.0,98.98,98.02,97.03,97.03,97.03,97.03,98.0,98.99,98.0,98.99,98.99,99.0,98.02,97.03,98.02,97.06,100.0,98.99,98.99,98.99,98.0,98.99,97.98,98.99,97.98,97.0
116,98.99,100.0,96.12,99.0,99.0,98.0,100.0,99.0,98.02,99.0,98.0,98.02,99.0,98.02,98.99,100.0,98.0,97.03,96.08,98.0,99.0,97.03,97.03,97.03,97.03,98.0,97.03,98.0,98.0,98.0,98.02,99.0,98.0,97.03,98.99,99.0,98.99,98.99,98.0,98.0,98.0,97.03,100.0,98.0,98.99,97.03,98.0,98.99,98.02,97.98,100.0,98.99,98.99,99.0,98.99,100.0,100.0,100.0,99.0,99.0,100.0,100.0,99.0,99.01,99.0,99.0,100.0,99.0,99.0,100.0,98.02,100.0,98.02,99.0,100.0,100.0,98.99,98.0,98.0,97.03,96.08,98.99,98.0,98.0,98.0,98.0,99.0,99.0,98.02,98.98,98.98,98.99,97.03,98.99,97.03,100.0,98.99,97.98,98.99,98.99,98.0,99.0,98.99,98.0,98.0,98.0,98.99,98.99,98.0,97.03,100.0,98.99,97.03,98.0,98.02,98.99,97.03,98.0,97.03,98.99,98.0,99.0,98.99,98.02,98.99,98.0,98.0,99.0,98.99,97.03,98.0,98.99,98.99,98.0,98.99,97.03,98.0,98.99,97.03,98.99
117,98.02,99.0,99.0,98.02,99.01,99.0,98.0,99.0,99.0,99.0,98.99,98.99,98.99,98.0,98.02,98.0,98.99,97.0,98.99,98.99,98.99,97.03,98.99,96.08,98.98,99.0,98.99,98.99,100.0,99.0,97.98,100.0,98.99,99.0,97.03,98.99,97.06,98.99,98.0,100.0,98.99,100.0,98.02,98.0,97.03,98.0,97.98,98.0,97.03,98.0,98.0,98.02,98.0,100.0,99.0,98.02,99.0,100.0,100.0,100.0,98.02,99.01,99.0,98.0,100.0,100.0,98.02,100.0,99.0,100.0,99.0,99.01,99.0,99.0,99.0,100.0,97.98,98.0,98.99,97.0,98.0,98.99,98.0,99.0,98.99,98.98,98.99,98.0,98.99,97.06,98.02,98.99,100.0,97.06,100.0,98.02,98.99,98.0,98.0,98.0,98.98,98.0,98.99,100.0,98.0,97.03,100.0,98.02,98.99,98.99,98.02,98.99,98.0,98.99,98.99,97.03,98.0,98.0,98.0,98.0,98.99,98.99,100.0,98.99,100.0,98.02,98.99,98.99,100.0,97.06,98.99,98.99,98.0,98.98,98.0,98.99,97.03,98.0,99.0,98.98
118,100.0,99.0,98.02,99.0,100.0,100.0,100.0,99.0,99.0,100.0,97.98,98.99,98.99,98.02,100.0,98.99,97.03,98.99,98.99,96.08,99.0,100.0,98.0,97.06,97.0,97.03,99.0,98.98,98.0,97.03,98.0,99.0,98.99,98.0,98.99,98.0,98.99,98.99,98.99,99.0,98.02,99.0,100.0,100.0,98.0,98.99,97.03,99.0,98.0,98.0,98.0,98.0,98.99,100.0,98.99,100.0,98.02,99.0,100.0,99.0,100.0,98.99,97.06,97.09,99.0,99.0,99.0,98.02,99.0,98.02,99.0,99.0,100.0,99.01,99.0,100.0,97.03,98.98,98.99,98.99,98.0,97.98,98.0,100.0,99.0,98.02,99.0,99.0,99.0,100.0,98.99,99.0,99.0,98.02,100.0,99.0,97.98,100.0,98.0,98.99,98.0,98.0,98.99,97.03,99.0,100.0,98.99,98.02,99.0,99.0,99.0,98.99,98.99,98.0,98.99,100.0,97.03,98.0,96.08,97.03,98.0,98.0,98.0,98.02,98.02,98.99,97.03,99.0,98.0,97.03,98.0,97.03,97.03,98.99,97.98,98.99,98.98,98.99,97.98,98.0
119,99.0,98.02,99.0,99.0,98.04,98.02,100.0,99.0,99.0,99.0,98.0,98.0,98.0,98.99,98.99,98.0,100.0,96.12,98.02,98.0,99.01,97.03,98.0,97.03,98.0,100.0,100.0,99.0,97.03,98.0,96.08,99.01,98.99,98.99,97.03,98.0,98.99,98.0,98.0,98.0,98.99,98.99,99.01,99.0,98.99,98.0,97.98,98.99,100.0,98.0,98.99,98.99,98.99,99.0,98.99,99.0,99.0,99.0,100.0,99.0,99.01,100.0,98.02,98.99,98.02,100.0,99.0,99.0,99.0,100.0,100.0,100.0,98.99,99.0,100.0,99.0,100.0,97.03,98.0,98.02,98.0,100.0,98.99,98.0,98.99,98.99,96.08,98.0,98.0,100.0,100.0,99.0,99.0,98.99,99.0,99.0,99.0,98.0,98.99,98.99,98.02,99.0,100.0,100.0,98.0,98.02,99.0,100.0,99.0,99.0,98.99,98.99,98.99,98.02,98.99,98.99,98.99,98.99,97.03,98.99,98.99,98.0,98.0,98.99,98.0,97.03,98.99,98.0,98.99,98.99,98.02,100.0,98.99,98.0,98.99,97.98,98.0,98.99,98.99,98.99
120,99.0,69.61,98.02,99.0,69.39,62.0,62.38,61.0,99.0,63.64,72.45,99.0,98.99,98.0,97.06,98.99,99.0,97.98,62.63,98.0,100.0,100.0,98.0,63.27,98.0,98.0,63.0,68.37,100.0,98.99,98.99,100.0,77.0,98.0,98.0,78.22,98.99,100.0,99.0,64.0,98.99,62.38,73.47,64.29,64.0,63.0,97.0,63.64,98.0,98.0,67.0,98.99,80.61,72.0,99.0,73.0,99.0,99.0,76.77,75.0,99.0,98.99,69.39,100.0,100.0,99.0,63.37,64.65,64.65,98.02,99.0,100.0,99.01,100.0,76.0,99.0,98.0,98.02,67.0,97.03,98.0,98.99,66.67,66.67,63.27,65.35,70.71,73.74,75.51,98.99,98.0,97.0,98.99,77.0,98.99,98.99,97.03,98.99,97.06,98.0,97.03,97.98,98.0,67.65,67.33,98.99,98.99,100.0,98.0,98.99,78.0,98.99,98.99,72.73,98.0,72.0,98.0,73.74,99.0,97.03,73.74,74.0,98.99,98.99,98.99,78.57,98.99,98.0,77.23,97.03,98.99,98.02,98.0,98.0,71.0,97.03,98.99,71.0,98.0,98.99
121,69.7,99.0,68.32,69.7,98.02,98.02,99.0,99.0,64.29,99.0,98.0,75.0,75.25,76.24,76.77,79.0,59.18,61.0,97.03,62.63,64.36,62.63,63.0,97.03,62.24,62.63,98.99,98.99,67.68,76.24,75.76,68.69,97.98,77.0,78.79,96.04,78.0,78.0,63.64,97.98,65.31,98.0,99.0,97.03,98.0,97.98,62.75,98.0,63.27,67.68,98.0,80.0,99.0,99.0,79.8,99.0,75.76,77.0,98.02,99.0,75.0,71.0,99.0,69.7,69.31,68.63,99.0,98.02,99.0,65.35,65.35,67.65,70.0,75.76,98.02,76.0,64.0,69.7,97.98,65.35,66.0,65.35,97.98,98.0,96.04,100.0,98.0,98.0,96.08,74.0,74.0,73.0,77.78,98.0,88.89,77.78,67.68,69.0,68.69,69.0,81.82,69.7,68.32,97.98,97.98,69.7,73.74,75.25,77.78,78.0,97.98,72.28,74.0,97.98,72.0,97.03,74.49,98.99,73.47,72.45,97.03,98.0,73.27,76.53,76.0,98.0,78.79,78.22,100.0,78.0,79.0,72.28,73.0,70.3,98.0,70.71,71.0,97.98,71.0,69.9
122,99.0,98.02,99.0,98.02,99.0,99.0,100.0,98.99,97.06,99.0,98.0,98.0,97.0,97.98,98.99,98.0,95.05,97.96,98.99,97.98,99.0,97.0,97.98,96.08,98.98,98.0,98.99,98.0,100.0,98.0,98.0,100.0,98.02,98.99,97.03,98.02,98.0,98.99,98.99,98.99,98.0,98.99,100.0,98.99,98.99,97.06,98.98,98.0,97.03,97.98,100.0,97.98,97.98,100.0,98.99,99.0,99.0,98.02,100.0,99.0,99.0,99.0,100.0,99.0,100.0,100.0,98.99,100.0,100.0,98.99,97.06,99.0,98.0,98.02,99.0,100.0,97.98,98.99,98.0,98.0,98.99,98.99,98.0,98.99,98.0,98.0,100.0,96.08,97.03,98.99,98.0,98.0,98.02,98.02,100.0,98.0,97.98,98.0,98.99,98.98,98.98,98.99,98.0,98.0,98.02,97.98,98.99,98.99,98.0,98.99,99.0,97.98,97.98,98.0,98.0,98.99,98.0,98.0,97.03,98.99,100.0,98.0,98.99,98.99,98.99,98.99,98.02,97.98,98.02,98.99,98.99,97.98,97.03,98.0,98.0,98.0,98.0,98.0,97.98,98.0
123,98.02,96.12,100.0,97.06,99.0,98.02,100.0,99.01,98.99,100.0,98.98,97.03,98.0,98.0,98.0,98.0,99.0,97.03,97.06,97.0,100.0,100.0,98.99,97.06,98.0,98.0,98.99,98.99,98.0,96.08,98.99,99.0,98.99,98.02,100.0,98.0,98.0,98.99,98.0,98.0,98.99,98.0,99.01,98.99,98.99,98.99,98.0,100.0,98.99,98.02,98.99,99.0,99.0,98.02,98.02,99.0,100.0,100.0,99.01,98.02,100.0,98.99,99.0,98.02,99.0,100.0,100.0,99.0,98.02,99.0,99.0,99.0,98.04,99.0,100.0,99.0,100.0,98.0,99.0,96.08,97.98,98.0,99.0,98.99,99.0,98.99,97.03,97.0,99.0,98.0,97.03,98.99,98.0,98.99,98.0,98.99,97.03,98.99,97.98,98.0,98.0,100.0,100.0,98.99,100.0,98.0,97.03,98.0,98.99,98.0,98.0,98.99,98.0,97.06,98.0,98.99,98.0,100.0,98.0,97.98,96.08,98.99,98.99,98.0,98.0,98.02,98.99,97.06,99.0,97.03,98.99,98.0,98.0,97.03,98.0,97.98,98.99,100.0,98.99,97.98
124,98.02,97.06,98.0,100.0,99.0,100.0,100.0,98.99,99.01,99.0,98.99,98.99,98.0,98.0,100.0,98.02,97.98,98.02,96.08,98.0,98.02,97.03,98.02,98.0,97.03,98.0,99.01,99.0,98.99,98.99,98.0,99.0,96.77,98.99,98.02,99.0,98.0,98.0,98.0,99.0,98.99,100.0,100.0,100.0,98.0,100.0,98.0,98.0,98.0,98.99,98.02,100.0,99.0,99.0,98.0,100.0,99.0,99.0,98.99,99.01,100.0,99.0,99.0,100.0,99.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,98.99,100.0,99.0,99.0,99.0,98.99,98.99,98.99,97.06,100.0,98.99,98.0,98.99,98.0,98.0,98.0,97.98,98.99,98.0,98.0,98.99,96.08,99.0,98.0,98.02,98.0,100.0,100.0,99.0,98.02,99.0,98.02,98.0,98.99,100.0,98.0,98.0,98.99,98.99,98.02,98.99,98.99,98.0,98.0,98.99,98.0,99.0,98.02,98.99,100.0,98.99,98.99,98.99,100.0,98.99,98.0,98.0,98.99,98.99,98.99,98.0,98.99,98.0,98.99,98.98,97.03,98.99,97.03
125,98.0,99.0,99.01,100.0,98.02,98.02,100.0,99.0,98.0,99.0,98.0,98.99,99.0,98.99,100.0,98.0,96.97,97.03,99.0,98.02,100.0,99.01,98.0,99.0,98.99,97.03,96.08,100.0,98.02,100.0,85.71,100.0,98.0,93.62,98.0,99.0,100.0,99.0,98.0,99.0,98.0,99.0,100.0,98.02,99.0,98.0,98.0,97.06,98.99,98.99,98.99,98.99,98.98,99.0,99.0,99.0,98.02,100.0,99.01,98.99,99.0,99.0,99.0,99.0,99.0,98.0,99.0,99.0,100.0,99.0,100.0,100.0,100.0,100.0,98.02,100.0,98.0,98.99,97.03,97.03,98.99,97.06,100.0,100.0,96.08,98.0,98.99,98.99,99.0,98.0,98.0,98.99,98.0,100.0,98.99,98.0,98.99,98.0,98.0,97.0,98.0,100.0,98.0,98.0,100.0,99.0,98.99,97.98,99.0,98.0,98.99,98.99,97.03,98.99,98.0,98.0,100.0,98.99,97.98,97.98,98.0,98.99,98.02,98.0,97.03,98.0,100.0,98.0,100.0,98.0,98.99,98.99,98.99,97.98,98.99,98.0,97.03,98.99,98.99,96.08
126,100.0,86.87,98.99,99.0,85.86,77.78,79.0,78.22,100.0,84.85,90.91,98.0,98.99,99.0,98.99,100.0,98.0,98.02,78.0,98.99,99.0,98.99,98.02,78.22,97.03,99.0,77.23,80.81,98.0,99.0,98.0,100.0,75.0,98.99,100.0,91.0,98.02,99.0,100.0,80.61,98.0,81.0,91.92,80.81,79.8,80.0,98.0,79.8,98.0,99.0,83.84,97.03,97.0,87.13,99.0,92.93,100.0,100.0,92.93,93.0,99.0,100.0,86.0,99.0,100.0,98.02,80.39,83.0,85.71,99.0,99.0,99.01,99.0,98.02,91.0,100.0,98.99,98.99,86.0,97.03,97.0,98.0,88.0,89.0,88.78,89.0,92.78,90.0,93.94,98.99,98.0,97.03,98.99,94.06,98.0,98.02,98.99,98.02,98.0,100.0,98.0,98.0,97.98,89.9,91.92,98.0,99.0,98.0,98.0,98.99,97.0,97.03,98.0,89.9,98.99,92.86,98.99,90.0,97.03,96.08,92.93,94.95,98.99,98.0,99.0,96.97,98.0,98.0,94.23,100.0,99.0,98.99,98.0,98.99,89.0,97.98,100.0,91.0,98.0,98.0
127,84.69,84.31,86.87,83.17,80.2,82.35,82.18,82.0,79.8,79.0,78.79,94.0,93.0,97.0,98.99,97.0,76.53,78.79,79.0,81.0,88.89,78.22,79.59,79.0,80.81,78.79,83.67,85.0,83.84,94.9,75.51,86.87,98.99,76.77,92.93,85.0,93.88,93.88,79.21,83.0,81.82,82.65,79.8,82.83,83.84,82.83,80.61,82.0,80.0,82.83,81.19,97.0,81.82,81.19,96.94,80.39,91.09,95.0,82.18,82.18,94.95,86.0,83.84,87.0,86.0,87.76,81.0,79.21,79.21,86.73,87.0,89.8,88.89,91.84,83.0,94.0,81.82,89.9,80.41,88.0,87.88,88.66,75.0,74.75,78.0,76.0,78.0,77.0,76.0,95.92,93.0,92.0,96.97,78.0,95.96,96.0,86.0,91.92,89.11,88.12,90.91,90.82,89.9,77.0,76.77,93.88,93.0,93.07,90.91,97.0,79.8,91.84,91.92,81.82,89.9,80.0,91.84,82.83,92.86,96.97,78.0,80.0,95.0,94.06,95.0,81.0,97.98,96.04,80.81,94.06,95.96,90.91,91.75,91.0,79.21,90.91,90.91,79.59,91.0,90.91
128,83.17,99.0,81.19,82.18,98.02,99.0,99.0,98.02,84.69,99.0,98.99,80.81,80.2,80.81,79.0,81.0,79.8,81.82,98.0,78.79,78.43,81.82,81.0,98.02,80.81,82.83,97.03,98.0,82.0,81.0,98.99,82.0,98.0,98.02,84.0,98.99,83.17,83.17,82.0,100.0,80.2,98.98,100.0,98.99,98.0,98.99,81.0,100.0,81.19,83.0,98.99,80.0,98.0,99.0,82.83,100.0,82.0,80.0,99.0,100.0,80.0,81.19,100.0,80.0,82.83,81.0,99.0,100.0,99.01,79.8,80.0,81.82,80.2,82.0,99.01,82.83,80.0,79.0,97.06,76.77,77.78,78.0,98.0,100.0,97.03,98.0,98.0,98.0,98.99,78.79,78.0,78.0,79.21,98.99,91.09,79.8,79.8,77.55,75.49,77.78,89.11,79.0,78.57,99.0,100.0,76.0,79.0,79.0,83.84,79.8,96.08,79.21,77.45,98.0,82.83,100.0,80.2,98.0,81.0,75.0,97.03,97.98,78.79,81.82,80.0,98.99,80.81,80.0,98.99,81.19,82.0,80.0,80.2,79.8,98.0,79.0,78.22,98.0,78.0,79.0
129,98.02,98.02,100.0,99.0,98.0,100.0,100.0,100.0,99.0,98.02,98.0,99.0,100.0,97.03,98.0,98.98,98.99,100.0,98.99,98.0,100.0,98.0,98.99,100.0,97.98,97.03,100.0,98.0,98.0,98.02,97.03,98.02,99.0,98.0,98.0,98.0,98.99,98.99,98.99,99.0,97.0,98.0,99.0,99.0,99.0,98.0,98.99,98.0,98.99,98.99,98.99,98.99,98.99,100.0,96.08,98.02,99.0,99.01,100.0,99.0,99.0,100.0,99.0,99.01,100.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,99.0,98.04,100.0,99.01,100.0,98.99,97.03,98.0,97.03,99.0,98.99,98.0,98.0,98.0,98.99,100.0,98.02,98.0,98.98,98.0,98.99,100.0,98.99,98.0,98.0,98.02,98.99,98.02,100.0,98.0,100.0,98.0,98.99,98.0,98.0,98.0,98.99,97.03,100.0,98.0,100.0,98.0,97.03,98.0,98.99,96.08,98.99,98.0,98.99,99.0,98.0,98.0,98.98,98.0,98.0,98.99,97.03,98.99,98.99,98.02,98.99,97.98,98.98,98.98,98.99,98.0,98.98,98.0
130,99.0,99.0,100.0,98.02,99.01,98.02,99.01,98.02,100.0,99.0,98.99,99.0,98.02,98.99,100.0,98.02,99.0,97.03,98.99,97.03,99.0,98.99,98.0,98.02,99.0,97.06,99.0,98.0,98.02,98.99,98.99,100.0,98.99,98.0,99.0,100.0,98.0,99.0,98.99,97.03,98.99,97.03,99.0,98.0,98.0,99.0,98.99,99.0,100.0,98.02,98.0,99.0,98.02,99.0,98.99,98.02,98.02,99.0,100.0,100.0,99.0,100.0,100.0,98.99,99.0,99.0,98.99,99.0,99.01,99.0,98.02,99.0,99.0,99.0,99.01,100.0,98.0,98.0,98.98,97.03,98.99,98.99,98.99,98.0,98.99,97.0,100.0,98.0,99.0,99.0,98.02,98.99,99.0,98.02,99.0,98.0,98.0,98.99,98.0,98.99,96.08,97.03,98.0,100.0,98.0,98.99,97.06,100.0,99.01,99.0,98.02,98.99,98.99,99.0,98.99,100.0,98.0,98.0,98.99,98.0,98.0,100.0,100.0,98.99,98.02,98.02,98.0,98.02,100.0,98.0,98.99,98.98,97.0,98.99,99.0,98.0,98.98,98.0,98.0,98.98
131,99.0,97.06,98.02,99.0,98.0,100.0,100.0,99.0,99.0,99.0,98.0,98.99,98.0,100.0,98.02,97.03,97.03,98.99,98.99,97.03,99.0,97.06,99.0,98.99,98.0,98.0,98.0,98.98,98.99,97.03,98.99,99.0,98.0,99.0,97.98,97.06,98.0,98.99,98.99,100.0,99.0,98.99,100.0,98.02,98.99,98.0,99.0,97.03,98.0,98.99,98.99,98.99,98.0,100.0,97.03,99.0,98.02,99.0,99.0,98.02,100.0,98.02,100.0,99.01,100.0,99.0,99.01,98.0,98.99,100.0,99.0,99.0,100.0,99.0,99.0,100.0,98.99,98.0,99.0,98.99,98.99,98.99,98.99,98.0,97.03,97.98,98.0,99.0,98.0,98.0,100.0,98.02,98.0,98.0,98.02,100.0,98.0,97.03,98.0,97.98,98.0,98.99,98.0,98.0,98.0,98.99,99.0,99.0,98.0,98.99,100.0,98.99,98.0,98.99,98.0,98.0,97.06,100.0,97.03,97.03,98.99,98.99,99.0,98.99,98.99,100.0,98.02,97.03,97.03,99.0,99.0,98.0,100.0,98.99,98.99,98.99,97.03,97.98,100.0,99.0
132,99.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,100.0,100.0,97.0,98.99,98.02,98.99,98.99,98.99,100.0,98.99,98.02,98.0,100.0,98.0,98.99,98.02,100.0,98.99,98.02,98.0,97.0,100.0,98.99,99.0,98.0,98.99,99.0,98.99,99.0,98.99,97.06,99.0,99.0,98.0,100.0,98.0,100.0,99.0,98.0,98.99,99.0,97.98,98.99,98.0,97.03,99.0,98.02,100.0,100.0,99.0,99.0,99.0,99.0,100.0,98.02,99.0,98.99,100.0,98.02,99.01,100.0,99.0,100.0,100.0,100.0,99.0,99.0,99.0,97.0,98.99,98.99,98.0,98.0,98.02,98.0,97.0,97.98,98.0,98.0,98.99,97.98,100.0,98.99,98.99,98.02,98.0,97.03,98.02,99.0,98.98,97.98,97.03,98.99,97.03,98.0,100.0,98.0,98.0,98.99,98.0,98.0,98.02,97.03,98.0,98.99,98.99,98.99,99.0,98.99,97.03,100.0,98.0,98.0,98.99,96.08,98.99,97.03,97.03,98.99,98.99,97.03,98.0,98.0,98.99,97.03,98.99,98.99,98.0,98.0,98.99,98.0,98.0
133,98.02,73.74,99.0,99.0,63.0,63.11,63.64,66.33,99.0,67.68,74.0,98.99,100.0,99.0,100.0,97.06,98.99,98.02,63.27,98.99,100.0,96.12,96.08,63.0,96.04,98.0,62.63,66.34,98.0,97.0,98.0,100.0,69.39,98.99,98.99,77.78,98.99,98.0,100.0,63.64,98.0,65.31,75.0,65.98,63.64,64.36,98.02,64.0,100.0,98.99,68.0,98.99,79.8,73.0,98.0,72.55,100.0,100.0,76.24,76.0,98.04,98.02,72.0,100.0,99.01,100.0,67.68,67.68,68.69,100.0,99.0,100.0,98.04,98.02,75.49,99.01,97.03,98.99,72.73,98.99,100.0,98.99,71.43,71.72,70.3,71.0,75.0,76.53,73.0,100.0,98.99,97.03,98.0,78.79,99.0,98.99,98.0,98.99,98.0,98.0,98.99,97.03,98.99,72.0,73.0,98.0,98.99,98.0,98.0,98.0,74.0,98.0,98.0,75.76,99.0,77.55,100.0,77.78,98.02,100.0,76.0,77.78,98.02,100.0,98.99,79.59,99.0,97.03,79.8,98.0,100.0,97.03,98.99,98.99,75.51,97.98,98.99,74.75,98.0,98.99
134,70.41,98.02,64.29,63.92,98.99,98.0,100.0,99.0,69.39,98.02,97.03,78.22,78.79,79.59,79.0,80.41,48.75,61.39,96.08,62.0,71.57,62.24,62.0,98.0,62.63,61.76,98.99,100.0,68.0,77.78,62.65,74.0,91.0,62.96,78.0,100.0,77.78,77.23,63.37,99.0,64.65,98.99,98.02,98.02,98.0,97.03,64.29,97.0,62.75,67.68,99.0,80.61,99.0,98.99,73.0,98.99,75.0,75.73,100.0,99.0,76.77,69.7,98.0,64.65,64.0,62.75,99.0,98.0,99.0,70.59,70.0,76.0,77.78,76.24,100.0,77.0,70.0,74.0,98.99,70.71,71.0,69.31,98.0,98.0,100.0,98.0,98.99,98.0,98.99,74.26,70.71,75.76,76.53,98.02,87.0,77.0,72.73,74.0,74.0,73.74,84.0,74.49,72.0,98.0,98.0,75.0,77.23,77.0,77.0,77.0,98.99,75.51,75.0,98.99,75.76,97.03,76.77,97.98,76.77,76.77,98.98,98.99,77.55,77.78,77.78,98.99,78.0,78.79,97.06,79.8,79.8,75.76,76.0,74.26,98.0,75.0,75.51,97.98,75.51,74.0
135,98.02,100.0,98.99,98.02,99.0,98.02,100.0,100.0,99.0,100.0,98.0,98.0,98.0,98.99,98.99,98.99,91.18,98.99,98.99,99.0,98.02,99.0,97.03,98.99,98.02,98.0,99.0,98.99,100.0,99.0,96.91,100.0,97.03,91.09,98.02,98.99,100.0,100.0,98.0,98.02,98.02,98.0,98.0,98.99,98.0,100.0,98.0,99.0,98.99,99.0,98.99,97.06,98.99,99.01,99.0,99.01,100.0,100.0,99.0,99.0,99.0,99.0,99.01,98.02,99.0,99.0,99.0,100.0,100.0,100.0,98.02,100.0,98.02,99.0,100.0,99.0,98.0,98.99,98.99,98.99,98.0,98.99,98.99,98.98,97.03,97.98,98.02,100.0,98.02,100.0,98.99,98.99,97.06,99.0,98.04,99.0,98.0,97.0,97.0,94.17,98.0,97.0,97.0,100.0,98.0,97.98,98.99,99.0,98.02,98.0,98.0,98.99,98.0,98.0,98.0,98.0,98.99,98.02,98.99,97.03,97.06,98.02,98.0,98.0,100.0,97.03,98.99,98.99,97.03,98.99,98.99,98.0,98.98,98.98,98.0,98.99,97.98,98.0,98.99,98.0
136,97.06,100.0,99.0,100.0,98.02,99.0,99.0,99.0,100.0,100.0,99.0,98.99,98.0,99.0,98.0,98.99,98.99,98.0,97.03,98.0,100.0,97.03,98.99,98.02,100.0,98.0,98.0,97.03,98.99,99.0,98.0,100.0,98.99,98.99,98.99,98.0,97.06,98.0,98.0,98.0,98.0,98.99,99.01,100.0,98.99,98.99,99.0,98.99,97.06,98.99,97.98,98.99,99.0,100.0,98.99,98.99,99.0,97.09,99.0,99.0,100.0,98.02,100.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,99.0,99.0,97.98,98.0,98.99,97.0,98.0,98.99,97.03,97.03,98.99,98.99,99.0,100.0,98.99,98.02,100.0,98.02,100.0,98.99,98.0,98.99,97.98,98.99,97.03,97.03,98.0,98.99,98.99,97.03,98.99,98.99,100.0,98.0,98.99,98.99,99.01,97.03,97.03,99.0,98.0,98.99,98.0,98.99,98.02,98.99,98.99,98.0,98.0,98.99,98.0,100.0,97.06,98.99,97.03,99.0,99.0,98.0,98.0,98.0,100.0,97.98,98.99,97.03,98.0,98.99
137,99.0,99.0,99.0,98.99,99.0,97.06,99.0,100.0,99.0,98.02,98.0,98.02,98.0,99.0,99.0,99.0,95.15,98.0,97.03,97.0,100.0,98.02,98.99,98.99,98.02,97.06,99.0,97.0,98.0,98.0,99.0,99.01,100.0,98.0,99.0,98.99,98.99,98.99,97.03,99.0,98.0,98.0,99.0,98.99,97.03,100.0,98.0,98.0,100.0,97.98,99.0,98.02,98.0,99.01,98.0,99.0,99.0,99.0,100.0,99.0,99.0,99.0,99.01,98.02,100.0,100.0,98.02,100.0,100.0,99.0,98.02,100.0,100.0,99.0,98.02,100.0,97.03,98.0,98.99,98.0,97.98,98.99,98.0,97.03,97.98,98.99,100.0,99.0,99.0,98.99,99.0,98.99,98.99,99.0,98.02,99.0,98.0,98.99,98.0,98.99,98.0,98.99,98.0,98.98,98.99,100.0,98.0,99.0,98.99,98.02,100.0,98.99,98.0,98.0,98.99,98.0,98.0,98.0,98.99,98.0,98.0,98.99,98.0,100.0,98.99,98.99,98.0,98.99,99.0,96.08,98.99,98.0,98.99,99.0,98.0,98.0,99.0,98.0,98.99,98.99
