kbmemused,client01,client02,client03,client04
148,19353976.0,17734432.0,29022664.0,19566836.0
149,19321736.0,17734600.0,29023104.0,19564604.0
150,19317148.0,17733888.0,29020780.0,19562460.0
151,19316768.0,17733080.0,29020876.0,19560628.0
152,19314524.0,17731768.0,29021396.0,19559244.0
153,19313368.0,17729488.0,29021564.0,19559084.0
154,19335640.0,17727236.0,29021832.0,19557148.0
155,19358988.0,17726328.0,29022016.0,19554860.0
156,19317812.0,17726484.0,29021604.0,19554804.0
157,19318488.0,17725824.0,29021700.0,19553720.0
158,19318204.0,17723416.0,29021404.0,19552712.0
159,19316216.0,17723348.0,29021324.0,19550708.0
160,19315408.0,17723640.0,29021240.0,19549320.0
161,19348708.0,17722424.0,29021232.0,19549432.0
162,19326240.0,17722872.0,29021188.0,19549504.0
163,19315276.0,17722996.0,29021104.0,19548692.0
164,19315076.0,17721192.0,29021960.0,19548304.0
165,19315416.0,17720628.0,29022232.0,19546616.0
166,19314112.0,17720660.0,29022624.0,19545124.0
167,19313668.0,17719604.0,29022408.0,19544636.0
168,19356744.0,17719072.0,29022156.0,19543632.0
169,19332312.0,17718416.0,29022896.0,19543136.0
170,19327416.0,17716728.0,29022568.0,19543904.0
171,19327352.0,17715016.0,29023612.0,19543192.0
172,19326276.0,17713840.0,29032788.0,19543284.0
173,19325204.0,17712068.0,29033132.0,19542752.0
174,19342976.0,17710956.0,29032924.0,19543316.0
175,19369564.0,17710368.0,29032992.0,19542884.0
176,19331088.0,17709628.0,29032192.0,19541216.0
177,19330880.0,17709096.0,29032800.0,19540136.0
178,19330976.0,17708540.0,29033812.0,19540444.0
179,19329864.0,17707200.0,29033868.0,19540692.0
180,19329108.0,17704612.0,29034088.0,19540244.0
181,19365560.0,17704240.0,29034256.0,19541104.0
182,19338032.0,17702940.0,29049848.0,19539944.0
183,19333020.0,17701604.0,29049356.0,19538804.0
184,19332816.0,17699264.0,29050192.0,19536832.0
185,19332276.0,17699788.0,29049920.0,19535420.0
186,19329424.0,17698816.0,29049964.0,19533592.0
187,19327852.0,17697564.0,29048728.0,19532956.0
188,19369896.0,17696096.0,29049888.0,19532568.0
189,19336832.0,17694996.0,29049780.0,19532276.0
190,19332756.0,17692988.0,29049856.0,19530476.0
191,19333196.0,17691264.0,29049956.0,19529380.0
192,19330896.0,17692044.0,29066336.0,19529300.0
193,19330360.0,17690352.0,29065428.0,19528784.0
194,19354800.0,17687684.0,29065744.0,19527696.0
195,19370236.0,17685152.0,29065836.0,19526120.0
196,19335276.0,17683032.0,29065760.0,19525980.0
197,19335396.0,17682992.0,29065720.0,19524772.0
198,19334512.0,17680652.0,29065764.0,19525040.0
199,19331872.0,17679432.0,29065708.0,19524876.0
200,19330408.0,17678116.0,29065932.0,19524252.0
201,19382688.0,17675760.0,29066336.0,19523572.0
202,19351600.0,17674640.0,29080456.0,19523440.0
203,19345728.0,17674044.0,29080528.0,19522960.0
204,19343588.0,17672208.0,29080064.0,19523220.0
205,19341028.0,17671096.0,29080236.0,19523168.0
206,19338716.0,17668584.0,29080064.0,19522748.0
207,19356136.0,17667056.0,29080468.0,19523136.0
208,19375776.0,17666852.0,29080624.0,19522796.0
209,19340324.0,17666584.0,29080216.0,19522660.0
210,19337900.0,17664772.0,29080560.0,19522700.0
211,19351912.0,17663552.0,29080740.0,19522936.0
212,19348848.0,17661812.0,29097492.0,19523080.0
213,19347116.0,17658768.0,29097856.0,19523344.0
214,19377512.0,17658516.0,29098052.0,19524052.0
215,19378084.0,17656836.0,29097780.0,19523696.0
216,19351620.0,17655188.0,29097932.0,19523736.0
217,19349876.0,17654464.0,29098020.0,19523908.0
218,19349008.0,17652160.0,29097480.0,19523836.0
219,19344672.0,17653084.0,29097384.0,19524076.0
220,19341868.0,17650588.0,29097156.0,19524452.0
221,19394740.0,17648072.0,29097384.0,19524000.0
222,19366020.0,17646576.0,29114276.0,19525112.0
223,19356212.0,17644696.0,29114064.0,19525752.0
224,19353856.0,17643732.0,29114788.0,19525996.0
225,19351008.0,17641964.0,29114140.0,19526756.0
226,19348284.0,17639476.0,29114228.0,19526640.0
227,19365504.0,17638108.0,29114760.0,19526464.0
228,19382028.0,17636508.0,29114488.0,19526172.0
229,19347576.0,17636524.0,29114668.0,19526096.0
230,19346528.0,17634324.0,29114524.0,19526456.0
231,19360660.0,17630896.0,29114628.0,19526092.0
232,19356556.0,17629468.0,29130424.0,19526388.0
233,19354700.0,17627912.0,29130732.0,19526452.0
234,19387404.0,17627332.0,29130748.0,19526820.0
235,19372492.0,17626836.0,29130732.0,19526940.0
236,19350728.0,17626192.0,29131296.0,19526552.0
237,19349660.0,17626408.0,29131404.0,19526272.0
238,19347556.0,17626108.0,29131792.0,19525812.0
239,19344416.0,17626144.0,29131668.0,19526404.0
240,19341292.0,17625816.0,29131792.0,19526592.0
241,19399236.0,17623296.0,29132104.0,19527568.0
242,19365480.0,17621556.0,29148104.0,19527840.0
243,19357324.0,17620196.0,29148452.0,19527128.0
244,19356208.0,17617520.0,29148296.0,19527376.0
245,19353536.0,17616348.0,29149076.0,19527620.0
246,19351296.0,17613600.0,29149156.0,19527400.0
247,19369704.0,17613164.0,29149104.0,19526880.0
248,19389948.0,17611900.0,29148500.0,19527568.0
249,19350340.0,17610428.0,29148848.0,19527928.0
250,19347476.0,17609364.0,29148892.0,19528552.0
251,19361216.0,17607516.0,29148856.0,19528880.0
252,19356432.0,17607472.0,29160812.0,19528556.0
253,19353408.0,17604592.0,29160708.0,19528372.0
254,19383400.0,17602912.0,29161544.0,19529164.0
255,19369764.0,17600636.0,29160884.0,19529484.0
256,19352668.0,17600104.0,29160988.0,19529620.0
257,19350680.0,17598152.0,29161108.0,19529556.0
258,19348436.0,17596436.0,29162008.0,19529664.0
259,19345660.0,17597772.0,29162356.0,19530068.0
260,19344420.0,17596708.0,29162432.0,19529780.0
261,19397452.0,17593172.0,29162256.0,19530612.0
262,19364872.0,17593240.0,29162188.0,19530584.0
263,19357684.0,17593736.0,29162020.0,19530300.0
264,19356192.0,17593532.0,29162244.0,19530840.0
265,19353588.0,17592648.0,29163068.0,19529712.0
266,19351528.0,17592264.0,29163180.0,19530244.0
267,19369340.0,17592984.0,29163204.0,19530764.0
268,19392232.0,17592112.0,29163744.0,19531004.0
269,19351832.0,17592416.0,29163448.0,19530900.0
270,19350640.0,17591980.0,29163308.0,19530868.0
271,19364896.0,17590584.0,29166000.0,19530260.0
272,19361256.0,17590412.0,29166180.0,19530576.0
273,19358956.0,17587212.0,29165996.0,19531212.0
274,19393768.0,17587596.0,29166328.0,19530888.0
275,19371788.0,17585852.0,29166020.0,19530208.0
276,19362280.0,17586648.0,29165736.0,19530348.0
277,19360304.0,17585936.0,29166104.0,19530492.0
278,19357948.0,17584944.0,29166888.0,19530424.0
279,19355584.0,17584780.0,29167428.0,19530492.0
280,19354408.0,17584960.0,29167700.0,19530340.0
281,19399552.0,17585412.0,29167788.0,19530188.0
282,19368044.0,17586532.0,29169528.0,19530140.0
283,19362236.0,17586116.0,29169684.0,19530624.0
284,19362248.0,17585376.0,29170144.0,19530440.0
285,19358588.0,17585472.0,29170256.0,19530896.0
286,19355648.0,17585948.0,29170172.0,19530380.0
287,19378284.0,17586348.0,29170628.0,19529444.0
288,19396084.0,17589460.0,29170664.0,19527736.0
289,19355848.0,17589692.0,29170772.0,19527548.0
290,19356944.0,17589676.0,29171292.0,19527816.0
291,19355984.0,17589320.0,29171528.0,19525164.0
292,19353740.0,17590784.0,29171968.0,19521908.0
293,19352608.0,17591020.0,29171324.0,19519912.0
294,19390816.0,17590436.0,29171548.0,19518056.0
295,19359628.0,17591388.0,29171444.0,19517404.0
296,19354624.0,17591544.0,29171696.0,19515256.0
297,19354532.0,17591688.0,29172716.0,19514220.0
298,19351360.0,17591732.0,29173004.0,19511708.0
299,19348596.0,17592140.0,29171480.0,19509784.0
300,19365384.0,17592332.0,29172020.0,19508272.0
301,19381164.0,17592168.0,29171992.0,19507100.0
302,19350856.0,17592960.0,29171816.0,19505584.0
303,19347612.0,17593148.0,29172020.0,19504176.0
304,19345700.0,17594524.0,29172620.0,19502652.0
305,19341800.0,17594212.0,29172316.0,19501112.0
306,19338708.0,17594140.0,29172284.0,19498936.0
307,19362616.0,17594528.0,29172352.0,19496944.0
308,19370652.0,17594956.0,29172856.0,19495460.0
309,19338740.0,17595792.0,29172592.0,19493680.0
310,19336788.0,17595376.0,29172456.0,19492408.0
311,19334496.0,17595544.0,29172356.0,19490176.0
312,19331548.0,17596140.0,29173296.0,19488328.0
313,19329280.0,17596908.0,29173592.0,19486640.0
314,19365552.0,17595684.0,29173920.0,19486112.0
315,19338384.0,17596984.0,29174204.0,19484512.0
316,19331980.0,17597396.0,29174456.0,19483316.0
317,19331372.0,17598480.0,29175132.0,19482116.0
318,19330456.0,17598404.0,29174704.0,19481464.0
319,19327892.0,17597576.0,29175264.0,19478968.0
320,19337272.0,17597372.0,29174804.0,19477760.0
321,19370088.0,17598332.0,29175028.0,19476612.0
322,19335332.0,17599240.0,29175000.0,19474580.0
323,19333260.0,17599116.0,29175748.0,19471980.0
324,19333480.0,17599668.0,29175324.0,19469508.0
325,19331744.0,17598296.0,29175892.0,19468884.0
326,19329980.0,17597656.0,29175688.0,19467172.0
327,19357108.0,17597864.0,29175968.0,19465692.0
328,19363664.0,17599324.0,29175888.0,19462716.0
329,19334296.0,17600060.0,29176236.0,19461280.0
330,19333140.0,17600596.0,29176124.0,19459224.0
331,19331872.0,17601320.0,29176484.0,19458516.0
332,19328144.0,17601940.0,29178372.0,19457492.0
333,19325996.0,17601252.0,29178376.0,19456824.0
334,19363444.0,17601924.0,29178760.0,19455808.0
335,19337940.0,17601896.0,29179044.0,19454504.0
336,19330564.0,17602552.0,29179280.0,19452808.0
337,19330764.0,17602376.0,29179192.0,19450988.0
338,19330280.0,17601808.0,29179616.0,19449936.0
339,19327944.0,17602780.0,29180080.0,19448876.0
340,19348332.0,17601548.0,29179360.0,19446648.0
341,19375708.0,17603168.0,29179332.0,19444892.0
342,19340040.0,17603844.0,29179620.0,19442676.0
343,19338996.0,17603512.0,29180168.0,19440536.0
344,19339472.0,17605092.0,29180320.0,19438040.0
345,19336876.0,17604872.0,29180692.0,19436568.0
346,19336276.0,17604876.0,29181456.0,19434292.0
347,19366248.0,17604300.0,29181652.0,19433652.0
348,19366824.0,17604440.0,29181048.0,19433832.0
349,19339628.0,17604028.0,29180776.0,19431720.0
350,19339836.0,17603900.0,29180796.0,19430564.0
351,19339488.0,17603388.0,29181188.0,19428044.0
352,19337412.0,17603828.0,29182096.0,19425800.0
353,19337204.0,17604184.0,29182300.0,19424164.0
354,19377632.0,17604144.0,29182420.0,19421264.0
355,19347208.0,17604040.0,29182252.0,19419108.0
356,19341224.0,17604572.0,29182452.0,19417408.0
357,19341464.0,17604792.0,29182000.0,19415056.0
358,19340552.0,17605236.0,29182492.0,19412948.0
359,19339024.0,17605968.0,29182676.0,19413252.0
360,19359092.0,17606008.0,29183192.0,19412624.0
361,19383100.0,17605172.0,29183688.0,19411920.0
362,19345364.0,17603280.0,29182708.0,19410368.0
363,19347408.0,17602284.0,29183632.0,19408436.0
364,19347308.0,17600112.0,29183720.0,19406592.0
365,19344360.0,17599088.0,29183624.0,19406124.0
366,19342732.0,17596608.0,29184164.0,19405712.0
367,19379472.0,17594300.0,29184644.0,19404552.0
368,19362336.0,17592852.0,29185212.0,19401392.0
369,19351580.0,17592356.0,29184632.0,19401060.0
370,19351436.0,17589740.0,29184836.0,19398892.0
371,19350584.0,17587884.0,29185060.0,19397380.0
372,19348728.0,17587236.0,29185128.0,19395836.0
373,19346952.0,17586192.0,29185080.0,19394584.0
374,19387076.0,17583668.0,29185676.0,19394976.0
375,19359144.0,17582596.0,29185936.0,19393828.0
376,19352480.0,17580712.0,29185872.0,19393444.0
377,19352912.0,17579428.0,29186172.0,19392156.0
378,19351732.0,17577860.0,29185976.0,19390576.0
379,19349976.0,17574932.0,29186104.0,19389784.0
380,19366828.0,17573636.0,29186712.0,19390040.0
381,19390936.0,17572064.0,29186628.0,19388788.0
382,19355064.0,17570296.0,29187028.0,19388528.0
383,19354716.0,17568032.0,29186872.0,19386572.0
384,19354876.0,17568540.0,29186628.0,19384712.0
385,19351912.0,17566732.0,29187008.0,19383932.0
386,19351012.0,17564956.0,29187556.0,19383020.0
387,19389140.0,17562300.0,29187216.0,19381668.0
388,19367048.0,17560724.0,29187328.0,19380640.0
389,19355832.0,17559280.0,29187016.0,19379864.0
390,19356052.0,17556468.0,29186776.0,19379872.0
391,19354896.0,17553876.0,29187280.0,19379756.0
392,19352832.0,17552372.0,29187976.0,19379792.0
393,19351704.0,17550904.0,29188368.0,19380564.0
394,19393052.0,17552356.0,29188116.0,19381296.0
395,19364808.0,17550600.0,29188192.0,19381380.0
396,19359136.0,17550128.0,29189324.0,19381836.0
397,19342800.0,17547232.0,29188864.0,19381156.0
398,19283216.0,17545672.0,29188696.0,19380936.0
399,19169444.0,17543424.0,29190064.0,19381328.0
