kbdirty,aceph01,aceph02,aceph03,aceph04
103,384168.0,401984.0,418440.0,399200.0
104,393176.0,407092.0,428632.0,399912.0
105,396560.0,408552.0,433972.0,387064.0
106,392772.0,410392.0,437620.0,388436.0
107,394208.0,420852.0,432996.0,382984.0
108,390536.0,427140.0,440372.0,391644.0
109,391964.0,437624.0,436752.0,399804.0
110,401968.0,440636.0,423968.0,410028.0
111,408108.0,449080.0,425628.0,413384.0
112,415928.0,459436.0,433084.0,423252.0
113,421928.0,438788.0,442188.0,425620.0
114,410256.0,440268.0,444860.0,428996.0
115,417920.0,450164.0,452360.0,428636.0
116,425992.0,447764.0,459172.0,430652.0
117,412632.0,453160.0,455408.0,429368.0
118,414744.0,451532.0,457020.0,424144.0
119,415328.0,452024.0,463400.0,427112.0
120,423280.0,458476.0,464712.0,434572.0
121,416436.0,466728.0,461488.0,444376.0
122,424272.0,467636.0,462524.0,453280.0
123,431512.0,476316.0,465436.0,453420.0
124,440732.0,464224.0,463480.0,459140.0
125,449996.0,458852.0,467700.0,459776.0
126,445308.0,467144.0,474012.0,462008.0
127,440352.0,471536.0,484808.0,455308.0
128,442192.0,479828.0,486468.0,455916.0
129,446560.0,473864.0,495068.0,452072.0
130,450012.0,465932.0,487568.0,451684.0
131,448308.0,474316.0,495900.0,451976.0
132,449984.0,482304.0,492412.0,459676.0
133,451684.0,489876.0,493688.0,466896.0
134,456272.0,491060.0,498400.0,474312.0
135,462052.0,478708.0,493000.0,473388.0
136,468332.0,478932.0,493144.0,471752.0
137,470696.0,479636.0,486984.0,479660.0
138,464296.0,487684.0,493516.0,479504.0
139,457444.0,492580.0,499704.0,466044.0
140,464712.0,498496.0,506880.0,474012.0
141,467264.0,490716.0,501020.0,460672.0
142,466264.0,494364.0,508516.0,469948.0
143,464064.0,502092.0,501880.0,469920.0
144,472160.0,504996.0,509688.0,478052.0
145,473184.0,507560.0,505804.0,484436.0
146,474308.0,501940.0,508876.0,495068.0
147,479768.0,505048.0,501096.0,488824.0
148,481984.0,504208.0,500224.0,501048.0
149,482144.0,508112.0,509024.0,501568.0
150,485036.0,516920.0,512172.0,507572.0
151,488444.0,522932.0,519796.0,499828.0
152,479140.0,532728.0,527172.0,505136.0
153,489504.0,535496.0,525876.0,499056.0
154,484096.0,528132.0,525472.0,494844.0
155,491772.0,533904.0,536244.0,504192.0
156,494484.0,542512.0,536204.0,511500.0
157,500084.0,534068.0,530688.0,520200.0
158,500712.0,520952.0,531476.0,521760.0
159,500740.0,522312.0,538976.0,522960.0
160,507312.0,528236.0,534260.0,525436.0
161,507700.0,526520.0,540280.0,532096.0
162,508208.0,535892.0,549308.0,535136.0
163,508104.0,542784.0,547592.0,528256.0
164,502456.0,548536.0,557720.0,528748.0
165,508808.0,549008.0,545012.0,524524.0
166,502572.0,539340.0,549868.0,523940.0
167,511956.0,545648.0,548140.0,520604.0
168,513892.0,554100.0,543108.0,528652.0
169,519004.0,530600.0,542500.0,530264.0
170,512812.0,525592.0,547616.0,535496.0
171,520716.0,533504.0,554384.0,530380.0
172,530020.0,541000.0,555940.0,535696.0
173,538540.0,549684.0,556712.0,536132.0
174,536232.0,552456.0,565808.0,545140.0
175,525864.0,561816.0,572216.0,532540.0
176,531072.0,564260.0,560904.0,540720.0
177,536016.0,566612.0,562724.0,533820.0
178,530784.0,576164.0,563828.0,536336.0
179,538244.0,580020.0,560536.0,537092.0
180,537108.0,569580.0,558032.0,543892.0
181,538012.0,570408.0,563904.0,553356.0
182,548056.0,571496.0,572000.0,549272.0
183,545764.0,571052.0,580432.0,557204.0
184,544368.0,579916.0,587160.0,565424.0
185,550436.0,586568.0,584188.0,564956.0
186,545748.0,585796.0,591108.0,574656.0
187,544172.0,592396.0,601824.0,569660.0
188,553020.0,603780.0,579248.0,571064.0
189,554664.0,594092.0,580552.0,566368.0
190,551056.0,602512.0,588332.0,575804.0
191,554984.0,587748.0,576132.0,566320.0
192,548160.0,581904.0,584540.0,573944.0
193,553012.0,582524.0,591088.0,577016.0
194,561184.0,590376.0,599156.0,575544.0
195,562584.0,596580.0,607088.0,585784.0
196,566068.0,594452.0,615100.0,591956.0
197,575604.0,601876.0,618712.0,591292.0
198,569464.0,601672.0,611692.0,600732.0
199,571288.0,609744.0,613200.0,594928.0
200,577148.0,616744.0,610104.0,596340.0
201,587028.0,611760.0,616388.0,590428.0
202,580976.0,606444.0,617092.0,589636.0
203,571324.0,607172.0,603236.0,590480.0
204,575864.0,601588.0,611384.0,594088.0
205,576204.0,604472.0,618080.0,601852.0
206,582712.0,611768.0,625724.0,605000.0
207,591584.0,618936.0,634844.0,613304.0
208,584248.0,628892.0,644692.0,615544.0
209,585620.0,622580.0,639036.0,624004.0
210,586984.0,629988.0,641396.0,626124.0
211,614948.0,638596.0,638036.0,618788.0
212,592252.0,639372.0,640212.0,622292.0
213,595088.0,632868.0,642848.0,613860.0
214,586516.0,634556.0,642196.0,618136.0
215,587600.0,627516.0,641968.0,618172.0
216,589088.0,635096.0,644084.0,625116.0
217,596412.0,628476.0,651688.0,633184.0
218,603872.0,636120.0,661276.0,643220.0
219,605940.0,642740.0,663144.0,641876.0
220,607816.0,650620.0,671356.0,643632.0
221,601996.0,658304.0,677568.0,650160.0
222,603796.0,652712.0,666732.0,652072.0
223,612020.0,661040.0,661888.0,647632.0
224,612928.0,662128.0,658392.0,649588.0
225,621376.0,650080.0,668372.0,643836.0
226,614028.0,661052.0,665828.0,644496.0
227,623312.0,654996.0,666168.0,653232.0
228,624068.0,653052.0,673768.0,655824.0
229,625888.0,661504.0,671740.0,663644.0
230,631512.0,661520.0,679004.0,673232.0
231,632200.0,668816.0,685000.0,668772.0
232,634888.0,676720.0,693412.0,676032.0
233,628812.0,686444.0,702964.0,675424.0
234,624492.0,692460.0,696140.0,684148.0
235,632360.0,692576.0,680580.0,671044.0
236,639148.0,686912.0,687268.0,667524.0
237,645680.0,675452.0,688260.0,671700.0
238,645996.0,680520.0,697136.0,678592.0
239,641788.0,677876.0,698480.0,687472.0
240,645152.0,683760.0,702868.0,689308.0
241,642508.0,690372.0,711684.0,695020.0
242,651000.0,689980.0,718680.0,696676.0
243,651236.0,696196.0,719100.0,694876.0
244,645892.0,703716.0,724520.0,703420.0
245,646600.0,710180.0,726304.0,707012.0
246,641972.0,705168.0,715220.0,704516.0
247,650112.0,709020.0,716328.0,699608.0
248,658764.0,708544.0,718648.0,687324.0
249,659040.0,687464.0,720236.0,695408.0
250,665932.0,693976.0,714412.0,702000.0
251,672804.0,687920.0,716784.0,711024.0
252,675068.0,694020.0,723720.0,712352.0
253,671528.0,700952.0,730244.0,721124.0
254,673472.0,704580.0,738288.0,723520.0
255,672216.0,712196.0,744828.0,725704.0
256,667076.0,721512.0,746892.0,725484.0
257,674352.0,722004.0,738104.0,728144.0
258,675812.0,724100.0,742408.0,728696.0
259,674216.0,725336.0,733788.0,731552.0
260,680044.0,719624.0,736116.0,719300.0
261,688796.0,727432.0,726964.0,727968.0
262,687432.0,715860.0,736140.0,732432.0
263,693868.0,715628.0,736164.0,741860.0
264,695092.0,724576.0,743992.0,743148.0
265,687500.0,735748.0,752080.0,753584.0
266,682036.0,740140.0,760904.0,748552.0
267,673440.0,743420.0,769996.0,743484.0
268,681012.0,741484.0,765960.0,752092.0
269,688404.0,748428.0,768324.0,753116.0
270,696148.0,743680.0,756960.0,759712.0
271,689316.0,743544.0,759832.0,762720.0
272,695944.0,742452.0,770616.0,747360.0
273,704476.0,748496.0,764324.0,750652.0
274,702004.0,734232.0,765004.0,757068.0
275,710268.0,735972.0,773496.0,764432.0
276,711752.0,741852.0,780324.0,772144.0
277,702072.0,748268.0,788556.0,773292.0
278,706296.0,757028.0,796888.0,769688.0
279,703536.0,756028.0,791984.0,764512.0
280,710672.0,757032.0,789060.0,765612.0
281,718448.0,757736.0,797036.0,773104.0
282,717776.0,765700.0,785964.0,779672.0
283,727416.0,763776.0,786624.0,784948.0
284,725996.0,765600.0,784168.0,770612.0
285,725604.0,770944.0,785608.0,777360.0
286,731740.0,759356.0,785856.0,784552.0
287,732884.0,769556.0,793580.0,790136.0
288,739856.0,767508.0,799384.0,795692.0
289,736608.0,774028.0,806164.0,791508.0
290,720460.0,775656.0,805236.0,778012.0
291,723172.0,780372.0,798872.0,777432.0
292,728940.0,786064.0,805528.0,785404.0
293,734988.0,778728.0,813364.0,793988.0
294,736948.0,780704.0,807916.0,803244.0
295,745208.0,776120.0,817296.0,803980.0
296,749300.0,783796.0,802352.0,806380.0
297,751284.0,785584.0,809156.0,801752.0
298,747248.0,780776.0,805296.0,807920.0
299,753484.0,787892.0,815392.0,816924.0
300,763052.0,796792.0,823384.0,821368.0
301,764576.0,795308.0,827480.0,822500.0
302,743548.0,793636.0,827088.0,802448.0
303,743452.0,800364.0,833688.0,808560.0
304,750752.0,802688.0,842328.0,816972.0
305,760704.0,803912.0,848492.0,823372.0
306,759276.0,804044.0,840100.0,832784.0
307,767560.0,807348.0,850584.0,832516.0
308,776820.0,808956.0,846340.0,825992.0
309,773832.0,809444.0,855388.0,824148.0
310,769160.0,804424.0,843344.0,825812.0
311,776360.0,812452.0,851108.0,831796.0
312,776548.0,819380.0,851772.0,839108.0
313,780028.0,820732.0,845656.0,833872.0
314,759136.0,822148.0,850680.0,820224.0
315,763092.0,822880.0,858540.0,825872.0
316,769868.0,829720.0,865408.0,832992.0
317,779300.0,830104.0,862944.0,837496.0
318,778456.0,831792.0,865820.0,845140.0
319,786996.0,829268.0,867696.0,853356.0
320,788328.0,826808.0,871980.0,842068.0
321,787964.0,828096.0,871468.0,826716.0
322,786904.0,826932.0,865156.0,835448.0
323,791772.0,827008.0,856836.0,839668.0
324,784916.0,827060.0,850616.0,841716.0
325,791400.0,836396.0,859384.0,837164.0
326,773236.0,844164.0,868068.0,834960.0
327,783276.0,838744.0,876356.0,836004.0
328,788944.0,846944.0,879056.0,845244.0
329,789764.0,847980.0,880808.0,855460.0
330,792400.0,849804.0,891016.0,863848.0
331,796876.0,850444.0,895776.0,865872.0
332,804984.0,849988.0,898780.0,863476.0
333,806284.0,842532.0,902352.0,857364.0
334,813512.0,844064.0,903304.0,867840.0
335,815184.0,851960.0,892624.0,869780.0
336,821536.0,851064.0,886276.0,879120.0
337,809932.0,860976.0,896276.0,873208.0
338,814068.0,860428.0,904164.0,882380.0
339,805644.0,866936.0,912140.0,875048.0
340,811712.0,860496.0,917152.0,884016.0
341,823204.0,867708.0,915300.0,893428.0
342,813700.0,867524.0,917416.0,899720.0
343,820848.0,866568.0,916172.0,900616.0
344,820868.0,867344.0,921380.0,894972.0
345,828228.0,861220.0,925696.0,887772.0
346,826892.0,862164.0,913592.0,887952.0
347,833140.0,868356.0,914356.0,895028.0
348,810932.0,869076.0,915612.0,893480.0
349,820332.0,868556.0,918320.0,895228.0
350,821796.0,874292.0,918548.0,901284.0
351,822060.0,880556.0,923324.0,899444.0
352,815692.0,880916.0,909752.0,908104.0
353,817124.0,887840.0,913868.0,907644.0
354,827888.0,882796.0,914476.0,913308.0
355,833000.0,891300.0,921568.0,899572.0
356,841772.0,887216.0,928884.0,905788.0
357,844908.0,874908.0,923700.0,892756.0
358,850412.0,882164.0,923428.0,900504.0
359,845268.0,890944.0,926436.0,908292.0
360,839788.0,891384.0,935880.0,901184.0
361,845712.0,894096.0,935608.0,911860.0
362,848380.0,901508.0,946708.0,918520.0
363,843952.0,909520.0,942528.0,926232.0
364,851788.0,911592.0,947596.0,922744.0
365,845224.0,920400.0,947392.0,931640.0
366,854404.0,917788.0,950248.0,933700.0
367,862996.0,914608.0,958080.0,930580.0
368,871152.0,909384.0,963316.0,932140.0
369,873652.0,894580.0,957624.0,927336.0
370,880724.0,902584.0,962324.0,934512.0
371,869584.0,907616.0,963448.0,935308.0
372,882100.0,900476.0,969260.0,939244.0
373,879844.0,908328.0,964680.0,947480.0
374,879824.0,912412.0,972244.0,950836.0
375,878044.0,910956.0,968600.0,959684.0
376,879036.0,916196.0,967380.0,959124.0
377,880656.0,923112.0,962336.0,949880.0
378,879896.0,923908.0,968012.0,956708.0
379,888644.0,925804.0,973604.0,952244.0
380,895116.0,911012.0,967520.0,950560.0
381,902380.0,919008.0,968028.0,953584.0
382,901088.0,923352.0,972236.0,952160.0
383,902700.0,921480.0,979520.0,950256.0
384,895280.0,913252.0,970236.0,948312.0
385,892668.0,920864.0,977496.0,955444.0
386,893748.0,923428.0,978584.0,962948.0
387,891400.0,930692.0,978416.0,970280.0
388,898180.0,940960.0,978224.0,959580.0
389,895636.0,948736.0,981104.0,966980.0
390,903064.0,944388.0,979828.0,966468.0
391,900348.0,946300.0,973576.0,966764.0
392,906108.0,949740.0,979040.0,965868.0
393,912944.0,951252.0,979476.0,959564.0
394,912156.0,950748.0,981492.0,965376.0
395,897336.0,945332.0,989264.0,958776.0
396,896220.0,946736.0,998156.0,965744.0
397,906860.0,951540.0,1001620.0,973896.0
398,910736.0,950780.0,1001096.0,978384.0
399,901692.0,954464.0,1001756.0,977900.0
