avgqu-sz,aceph01,aceph02,aceph03,aceph04
104,0.018,0.021,0.015,0.016
105,0.021,0.017,0.018,0.017
106,0.015,0.017,0.018,0.018
107,0.021,0.012,0.021,0.015
108,0.023,0.012,0.02,0.016
109,0.013,0.011,0.019,0.011
110,0.014,0.014,0.02,0.015
111,0.016,0.014,0.011,0.013
112,0.017,0.018,0.016,0.011
113,0.014,0.017,0.018,0.015
114,0.016,0.016,0.017,0.013
115,0.014,0.011,0.018,0.015
116,0.02,0.02,0.018,0.014
117,0.02,0.017,0.019,0.013
118,0.014,0.018,0.011,0.015
119,0.013,0.015,0.014,0.014
120,0.011,0.009,0.016,0.014
121,0.017,0.012,0.017,0.013
122,0.018,0.018,0.014,0.011
123,0.019,0.025,0.013,0.016
124,0.014,0.02,0.023,0.016
125,0.017,0.015,0.026,0.012
126,0.015,0.013,0.013,0.014
127,0.022,0.013,0.013,0.026
128,0.017,0.017,0.014,0.022
129,0.017,0.017,0.024,0.027
130,0.015,0.011,0.016,0.019
131,0.019,0.01,0.015,0.02
132,0.015,0.017,0.015,0.02
133,0.015,0.016,0.016,0.023
134,0.017,0.015,0.014,0.015
135,0.016,0.015,0.019,0.014
136,0.008,0.019,0.012,0.016
137,0.016,0.028,0.016,0.01
138,0.017,0.024,0.016,0.017
139,0.022,0.023,0.015,0.012
140,0.018,0.02,0.017,0.018
141,0.018,0.019,0.015,0.018
142,0.019,0.02,0.017,0.016
143,0.02,0.021,0.016,0.025
144,0.019,0.015,0.013,0.018
145,0.016,0.02,0.016,0.025
146,0.022,0.021,0.014,0.015
147,0.011,0.02,0.02,0.023
148,0.016,0.013,0.015,0.026
149,0.02,0.015,0.011,0.02
150,0.024,0.021,0.016,0.023
151,0.023,0.017,0.013,0.02
152,0.017,0.017,0.012,0.02
153,0.015,0.018,0.021,0.014
154,0.016,0.024,0.025,0.016
155,0.018,0.015,0.018,0.016
156,0.014,0.017,0.017,0.017
157,0.016,0.017,0.015,0.013
158,0.014,0.018,0.02,0.012
159,0.019,0.009,0.011,0.02
160,0.016,0.019,0.021,0.015
161,0.015,0.019,0.024,0.014
162,0.015,0.021,0.017,0.018
163,0.015,0.017,0.015,0.016
164,0.018,0.021,0.016,0.017
165,0.012,0.015,0.014,0.018
166,0.015,0.02,0.02,0.021
167,0.015,0.011,0.019,0.016
168,0.017,0.013,0.014,0.015
169,0.014,0.018,0.015,0.015
170,0.016,0.014,0.012,0.019
171,0.012,0.019,0.015,0.02
172,0.016,0.023,0.016,0.012
173,0.015,0.015,0.021,0.017
174,0.024,0.027,0.016,0.016
175,0.016,0.013,0.019,0.012
176,0.016,0.016,0.018,0.016
177,0.013,0.017,0.014,0.012
178,0.014,0.014,0.022,0.018
179,0.019,0.016,0.024,0.02
180,0.014,0.022,0.022,0.016
181,0.019,0.018,0.022,0.015
182,0.019,0.019,0.022,0.013
183,0.011,0.016,0.019,0.013
184,0.02,0.023,0.012,0.023
185,0.015,0.017,0.026,0.016
186,0.021,0.015,0.019,0.017
187,0.02,0.023,0.011,0.016
188,0.019,0.018,0.024,0.016
189,0.016,0.012,0.017,0.02
190,0.018,0.01,0.019,0.018
191,0.02,0.022,0.015,0.027
192,0.017,0.011,0.021,0.019
193,0.017,0.014,0.021,0.021
194,0.015,0.017,0.017,0.018
195,0.013,0.019,0.016,0.024
196,0.014,0.017,0.013,0.019
197,0.021,0.021,0.011,0.021
198,0.024,0.013,0.013,0.015
199,0.022,0.018,0.017,0.023
200,0.022,0.018,0.021,0.015
201,0.02,0.021,0.022,0.018
202,0.027,0.018,0.021,0.016
203,0.008,0.023,0.011,0.018
204,0.009,0.017,0.014,0.011
205,0.012,0.012,0.019,0.019
206,0.01,0.019,0.018,0.01
207,0.012,0.012,0.013,0.016
208,0.017,0.01,0.019,0.016
209,0.012,0.016,0.014,0.016
210,0.018,0.016,0.017,0.017
211,0.011,0.012,0.02,0.015
212,0.011,0.013,0.02,0.017
213,0.013,0.008,0.022,0.02
214,0.01,0.014,0.022,0.009
215,0.011,0.012,0.02,0.018
216,0.016,0.017,0.018,0.015
217,0.013,0.015,0.02,0.017
218,0.016,0.01,0.021,0.013
219,0.016,0.012,0.015,0.017
220,0.02,0.014,0.019,0.011
221,0.016,0.013,0.017,0.014
222,0.018,0.015,0.02,0.012
223,0.016,0.01,0.017,0.012
224,0.018,0.018,0.017,0.012
225,0.018,0.026,0.018,0.02
226,0.017,0.02,0.029,0.014
227,0.023,0.03,0.019,0.014
228,0.018,0.022,0.017,0.012
229,0.021,0.011,0.019,0.016
230,0.017,0.017,0.021,0.012
231,0.017,0.015,0.016,0.016
232,0.015,0.014,0.013,0.017
233,0.011,0.016,0.013,0.014
234,0.025,0.015,0.012,0.012
235,0.014,0.016,0.012,0.016
236,0.018,0.021,0.016,0.017
237,0.01,0.02,0.014,0.02
238,0.019,0.017,0.015,0.023
239,0.015,0.022,0.015,0.024
240,0.027,0.027,0.016,0.018
241,0.017,0.02,0.013,0.018
242,0.012,0.017,0.021,0.02
243,0.017,0.016,0.017,0.026
244,0.017,0.015,0.013,0.015
245,0.015,0.01,0.011,0.018
246,0.02,0.02,0.014,0.016
247,0.015,0.015,0.028,0.016
248,0.022,0.012,0.012,0.016
249,0.021,0.019,0.02,0.012
250,0.015,0.018,0.014,0.017
251,0.009,0.022,0.017,0.016
252,0.017,0.017,0.018,0.011
253,0.014,0.016,0.017,0.014
254,0.023,0.022,0.017,0.013
255,0.024,0.016,0.01,0.015
256,0.012,0.014,0.017,0.016
257,0.015,0.015,0.02,0.022
258,0.014,0.017,0.023,0.02
259,0.016,0.013,0.018,0.025
260,0.013,0.011,0.022,0.013
261,0.014,0.017,0.021,0.013
262,0.012,0.011,0.021,0.021
263,0.014,0.02,0.024,0.017
264,0.017,0.021,0.026,0.013
265,0.021,0.022,0.014,0.011
266,0.019,0.017,0.012,0.011
267,0.016,0.016,0.021,0.015
268,0.014,0.018,0.018,0.017
269,0.015,0.02,0.016,0.01
270,0.014,0.018,0.014,0.01
271,0.019,0.016,0.016,0.014
272,0.014,0.017,0.015,0.016
273,0.014,0.018,0.02,0.021
274,0.011,0.016,0.016,0.02
275,0.015,0.018,0.017,0.022
276,0.016,0.021,0.009,0.012
277,0.017,0.012,0.022,0.014
278,0.017,0.014,0.013,0.015
279,0.018,0.017,0.01,0.016
280,0.013,0.017,0.015,0.014
281,0.025,0.015,0.021,0.019
282,0.019,0.016,0.017,0.017
283,0.014,0.018,0.015,0.017
284,0.017,0.018,0.017,0.021
285,0.011,0.015,0.014,0.023
286,0.026,0.026,0.017,0.019
287,0.013,0.023,0.018,0.018
288,0.021,0.015,0.015,0.017
289,0.019,0.016,0.018,0.016
290,0.016,0.02,0.012,0.013
291,0.019,0.017,0.014,0.019
292,0.018,0.014,0.011,0.02
293,0.019,0.013,0.02,0.016
294,0.02,0.015,0.017,0.019
295,0.02,0.019,0.027,0.016
296,0.014,0.019,0.012,0.014
297,0.012,0.011,0.011,0.018
298,0.016,0.015,0.018,0.015
299,0.018,0.02,0.014,0.017
300,0.017,0.016,0.011,0.013
301,0.022,0.019,0.02,0.013
302,0.016,0.014,0.02,0.018
303,0.013,0.018,0.015,0.022
304,0.014,0.011,0.024,0.019
305,0.012,0.016,0.015,0.019
306,0.014,0.013,0.016,0.02
307,0.016,0.015,0.017,0.015
308,0.019,0.013,0.013,0.018
309,0.016,0.02,0.016,0.014
310,0.017,0.009,0.024,0.013
311,0.008,0.019,0.022,0.015
312,0.017,0.014,0.016,0.015
313,0.014,0.015,0.02,0.017
314,0.017,0.014,0.014,0.013
315,0.018,0.015,0.017,0.016
316,0.013,0.018,0.011,0.013
317,0.016,0.022,0.015,0.017
318,0.014,0.016,0.012,0.012
319,0.021,0.015,0.02,0.015
320,0.015,0.026,0.012,0.023
321,0.02,0.011,0.013,0.011
322,0.015,0.013,0.016,0.017
323,0.016,0.016,0.015,0.015
324,0.019,0.018,0.014,0.018
325,0.016,0.014,0.014,0.019
326,0.026,0.016,0.022,0.016
327,0.017,0.014,0.012,0.017
328,0.019,0.012,0.019,0.015
329,0.018,0.013,0.017,0.019
330,0.019,0.015,0.014,0.019
331,0.019,0.018,0.014,0.011
332,0.011,0.019,0.011,0.015
333,0.014,0.017,0.014,0.019
334,0.014,0.021,0.015,0.02
335,0.013,0.024,0.019,0.017
336,0.014,0.023,0.016,0.025
337,0.017,0.019,0.022,0.017
338,0.015,0.015,0.012,0.016
339,0.023,0.015,0.017,0.015
340,0.021,0.015,0.019,0.022
341,0.024,0.012,0.016,0.016
342,0.019,0.019,0.028,0.018
343,0.023,0.016,0.021,0.015
344,0.017,0.015,0.018,0.011
345,0.017,0.015,0.021,0.012
346,0.021,0.014,0.022,0.021
347,0.014,0.011,0.012,0.019
348,0.015,0.02,0.015,0.015
349,0.013,0.007,0.023,0.023
350,0.026,0.016,0.025,0.013
351,0.01,0.014,0.019,0.015
352,0.015,0.018,0.021,0.024
353,0.018,0.017,0.014,0.016
354,0.022,0.023,0.014,0.02
355,0.013,0.018,0.014,0.014
356,0.013,0.022,0.015,0.018
357,0.02,0.018,0.015,0.015
358,0.013,0.016,0.013,0.011
359,0.013,0.015,0.016,0.015
360,0.016,0.011,0.016,0.018
361,0.015,0.021,0.019,0.024
362,0.013,0.015,0.02,0.016
363,0.015,0.013,0.023,0.015
364,0.017,0.018,0.016,0.013
365,0.013,0.021,0.01,0.016
366,0.014,0.019,0.018,0.017
367,0.01,0.011,0.016,0.017
368,0.014,0.015,0.016,0.014
369,0.015,0.016,0.02,0.018
370,0.016,0.013,0.016,0.017
371,0.022,0.016,0.017,0.016
372,0.015,0.012,0.013,0.02
373,0.016,0.017,0.011,0.02
374,0.017,0.02,0.026,0.019
375,0.018,0.015,0.017,0.012
376,0.019,0.011,0.015,0.015
377,0.018,0.016,0.016,0.012
378,0.016,0.016,0.019,0.014
379,0.019,0.017,0.018,0.016
380,0.021,0.019,0.014,0.017
381,0.014,0.014,0.018,0.018
382,0.016,0.026,0.014,0.014
383,0.014,0.017,0.022,0.024
384,0.018,0.02,0.02,0.027
385,0.016,0.014,0.014,0.012
386,0.016,0.017,0.019,0.009
387,0.016,0.015,0.015,0.015
388,0.021,0.019,0.02,0.017
389,0.016,0.011,0.021,0.023
390,0.016,0.013,0.018,0.021
391,0.018,0.013,0.022,0.019
392,0.021,0.013,0.022,0.032
393,0.018,0.011,0.018,0.024
394,0.021,0.014,0.02,0.022
395,0.012,0.016,0.011,0.019
396,0.015,0.01,0.014,0.008
397,0.021,0.014,0.012,0.015
398,0.023,0.011,0.013,0.015
399,0.022,0.01,0.012,0.024
