%usr,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
297,1.0,1.0,0.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.99,1.0,1.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,10.42,0.99,1.0,1.01,1.01,0.99,1.01,0.99,1.98,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.99,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,0.99,1.0,1.01,0.0,1.01,1.0,0.0,0.0,0.0,0.0,1.0,1.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,0.99,0.0,0.0,1.96,1.98,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.01,0.0,1.01,0.0,0.0,0.99,1.02,0.0,1.02,0.0
298,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,1.01,1.0,27.14,1.0,0.99,1.01,0.0,0.0,0.0,0.0,0.0,1.01,1.01,0.0,1.0,1.0,2.63,0.0,1.0,12.12,0.0,0.0,0.0,0.99,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,0.0,1.0,0.0,1.0,0.0,1.01,0.0,0.0,0.0,0.99,0.0,0.0,0.99,0.0,0.99,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.01,0.0,1.0,1.0,0.0,0.0,0.0,1.98,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99,0.0,1.0,0.0,0.0,0.98,0.0,0.0,1.01,1.0,1.0,1.01,1.01,0.0,1.01,1.0,0.0,0.0,0.0,0.0,1.0,1.01,1.98,1.0,0.0,1.0,0.0,0.0
299,0.0,19.8,1.0,0.98,12.0,16.16,16.83,20.2,0.0,16.16,11.11,0.0,1.0,0.0,1.0,0.99,2.82,0.99,21.0,1.01,0.98,0.0,1.0,20.59,0.0,0.0,20.0,19.19,0.99,0.0,32.79,0.0,0.0,0.0,1.01,12.0,0.98,0.0,0.0,22.22,0.99,24.24,15.15,21.43,25.74,19.8,1.96,23.23,1.0,0.0,20.2,0.0,15.0,15.15,0.0,12.12,0.0,0.99,14.0,13.0,1.0,0.0,19.8,0.98,0.0,0.0,17.0,15.0,13.0,1.0,0.0,0.0,0.0,0.0,13.27,0.0,0.0,0.0,14.85,1.0,1.0,1.01,14.14,15.0,13.86,13.0,13.13,10.2,9.09,0.0,1.0,1.0,0.0,7.0,0.0,1.94,0.99,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.29,0.0,1.98,1.0,1.0,0.0,15.15,1.0,1.01,12.0,0.0,15.15,1.0,12.12,1.0,1.0,14.29,14.0,1.0,1.0,0.0,10.1,0.0,0.0,8.0,0.98,1.0,0.0,0.0,0.0,10.0,0.0,1.01,11.0,0.0,0.0
300,16.16,4.04,15.0,14.14,2.97,0.0,1.0,0.0,14.14,0.97,4.0,11.88,11.22,9.09,11.11,11.11,0.99,21.43,1.02,21.0,15.0,19.8,22.0,0.0,21.21,23.0,0.99,0.98,18.37,12.0,0.0,4.0,1.98,0.0,2.5,0.0,13.27,11.88,19.0,0.0,18.37,1.0,1.0,0.0,1.01,0.0,21.43,0.0,25.25,18.0,1.0,14.14,1.98,0.0,16.16,0.0,14.0,10.1,0.0,1.0,14.14,5.0,2.0,20.2,18.18,17.0,3.06,2.0,4.04,11.88,11.0,8.91,8.08,10.89,3.0,9.9,19.0,14.85,0.0,16.16,14.85,19.0,3.96,2.97,6.06,4.0,6.0,4.95,10.2,8.16,6.06,7.07,4.04,8.16,5.0,7.92,5.1,13.13,12.87,14.14,6.06,14.14,12.24,3.06,7.0,12.12,11.0,12.87,16.0,14.85,5.05,13.0,11.22,1.0,17.0,0.0,14.14,1.0,15.31,11.0,0.0,0.98,11.11,12.0,10.2,2.97,13.0,10.0,4.0,8.91,7.14,11.0,10.1,11.0,7.07,10.1,10.1,4.04,9.0,14.14
301,0.0,0.0,3.06,3.96,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.03,2.02,3.0,2.02,3.0,1.0,0.0,0.99,1.98,1.01,2.02,0.0,0.99,1.0,0.0,0.99,0.0,0.0,0.0,0.98,0.0,0.0,1.0,9.09,1.0,0.0,0.0,0.99,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.99,0.0,0.0,0.0,1.0,1.0,0.0,0.99,4.0,0.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,2.04,2.0,2.02,0.0,0.0,0.0,5.0,3.0,5.0,5.94,5.0,0.0,2.02,1.01,1.01,0.99,1.96,1.01,1.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,8.0,12.12,0.0,9.9,6.0,0.0,4.0,3.03,2.02,0.0,1.98,2.97,1.0,0.0,7.07,5.05,5.05,3.06,1.01,1.0,3.03,2.02,0.0,1.01,0.98,1.98,1.0,1.98,3.96,1.0,1.0,0.98,2.0,4.0,1.0,0.0,4.0,1.0,6.93,6.93,3.0,5.05,4.04,0.0,4.95,6.06,0.99,5.05,5.0
302,0.0,0.0,1.0,0.0,0.99,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,1.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,14.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.99,0.0,0.0,0.99,1.0,0.0,1.0,1.0,1.0,1.01,0.0,0.0,0.0,1.0,0.0,0.0,1.96,0.0,0.0,0.0,0.98,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.01,0.99,0.0,0.0,1.0,1.0,0.99,1.01,1.01,0.0,0.99,1.98,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.99,1.01,1.0,1.0,0.0,1.0,0.0,0.0,1.01,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.98,1.01,0.0,0.0,0.0,1.01,1.0,0.0,0.0,1.98,0.0,0.99,0.0,0.0,1.01,0.0,1.01,0.0,0.0,0.0,1.0,0.0
303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,0.99,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.99,0.0,1.0,0.0,0.0,1.96,1.01,1.01,0.98,0.0,0.0,1.0,12.0,2.0,0.0,1.0,0.0,0.99,0.99,0.98,1.0,0.99,1.0,1.01,1.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.98,1.0,0.0,0.0,0.0,0.99,0.0,0.99,0.0,0.0,0.0,1.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.98,1.01,1.0,0.0,0.0,0.0,1.96,0.0,1.01,1.0,0.0,0.0,0.0,0.99,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.01,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.99,0.0,1.0,1.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.02,0.0
304,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.96,1.0,0.99,0.99,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.99,1.01,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.99,0.0,1.01,1.0,0.0,0.99,0.0,0.98,1.98,1.0,0.0,1.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,0.99,0.0,0.99,0.0,0.99,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.99,0.99,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.01,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.01,0.0,1.0,0.0,0.98,0.0,0.0,0.0,1.98,0.99,1.0,1.01,1.01,0.0,1.0,0.0,0.0,1.0,1.0,0.99
305,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22.45,1.0,1.0,0.0,0.0,0.98,0.99,1.0,0.99,1.0,0.0,0.0,0.0,0.0,13.27,0.0,0.0,1.0,1.0,0.0,0.0,0.99,0.0,1.01,0.0,0.0,0.0,0.0,2.0,1.0,0.99,0.0,1.01,0.0,0.98,1.0,1.0,0.0,1.0,0.99,0.99,0.0,0.0,0.0,0.0,1.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.01,1.0,0.0,1.0,0.0,0.0,1.98,1.01,0.98,1.02,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.01,1.0,0.99,1.0,0.0,0.0,1.01,0.0,0.0,0.0,1.0,0.0,2.0,1.01,1.0,0.0,1.01,0.0,1.0,1.01,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.01,1.01,1.0,0.0
306,0.0,14.14,0.0,1.0,14.0,21.78,21.0,22.77,0.0,18.81,14.0,0.0,1.0,0.0,1.0,1.0,0.98,0.98,21.21,0.0,1.0,0.0,1.01,20.2,0.0,0.0,23.76,22.77,1.01,1.0,0.99,1.0,0.0,0.0,11.11,14.0,0.0,0.0,0.0,20.59,1.98,22.22,16.0,19.19,22.22,24.24,0.0,20.0,1.0,1.0,19.39,1.01,13.13,17.0,0.99,16.33,0.0,1.0,15.0,14.85,0.0,0.0,20.59,0.0,0.99,0.0,22.0,18.37,19.0,0.0,0.0,1.0,0.0,0.0,15.0,1.0,1.0,1.0,21.0,1.0,0.0,1.0,17.82,17.0,16.0,17.0,15.84,16.16,14.85,0.0,0.0,0.0,0.0,13.86,1.0,0.0,0.99,1.01,1.0,0.0,0.0,1.01,1.01,19.39,20.59,0.0,1.01,0.0,0.0,1.0,15.84,0.98,1.01,16.33,2.0,14.0,0.0,16.16,1.0,0.99,19.0,10.0,1.0,0.0,0.0,15.0,0.0,0.0,9.0,0.0,0.0,1.98,0.99,0.0,16.16,0.0,0.0,17.0,1.01,0.99
307,15.15,0.0,18.81,17.0,0.0,0.0,0.99,0.0,21.0,0.0,0.0,13.13,14.0,15.15,17.0,14.43,0.0,20.0,0.0,22.0,13.0,21.78,24.0,0.0,23.23,25.0,0.0,1.0,18.37,12.12,1.0,5.0,0.0,0.0,1.01,1.0,14.14,13.0,23.0,0.98,22.22,0.99,1.0,0.99,1.0,0.0,20.0,1.98,21.21,21.0,1.01,11.0,2.0,0.0,13.0,1.0,14.14,13.0,1.01,0.0,15.0,8.0,0.0,18.81,22.77,17.0,0.0,0.0,1.0,21.21,21.43,16.83,15.15,15.31,0.0,14.0,16.33,17.0,0.0,17.17,16.16,15.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,14.0,14.14,15.15,12.12,1.01,15.69,15.0,7.14,17.82,18.18,19.0,7.92,21.0,14.85,1.0,0.0,21.21,14.43,17.0,15.0,12.0,1.01,16.16,14.29,0.99,12.87,0.99,15.0,1.0,15.15,17.0,0.0,1.98,14.0,13.4,14.0,1.01,10.1,15.0,1.0,11.22,13.13,15.15,17.35,17.17,0.99,19.0,20.2,1.01,15.15,17.35
308,0.0,0.0,0.99,0.99,0.99,0.99,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.99,0.99,0.98,1.01,1.01,0.0,1.01,0.98,0.0,1.01,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.99,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.99,2.0,1.01,0.0,1.98,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.98,0.98,0.0,1.01,1.0,0.0,0.0,1.01,0.99,0.0,0.0,0.0,0.99,0.99,1.0,0.99,0.99,0.0,0.0,0.99,1.01,0.97,1.98,1.0,1.02,1.01,0.0,0.0,0.0,0.0,1.0,1.01,1.02,1.0,1.0,1.98,1.01,1.01,0.0,1.0,1.01,0.0,1.01,0.99,1.0,0.0,0.0,0.0,0.99,1.0,2.0,0.0,0.99,0.99,1.0,0.0,0.0,1.01,0.0,0.97,1.01,2.02,0.0,1.01,0.0,0.0,1.0,1.01,0.99,0.0,1.01,1.01,1.94,0.99,1.0,1.96,1.01,0.0,1.03,0.99,0.0,1.98,2.0
309,0.99,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.01,0.0,0.0,0.99,1.0,1.0,0.0,0.0,0.0,1.01,0.0,0.0,0.99,0.0,0.99,1.0,1.0,0.99,1.0,0.0,0.0,0.0,8.11,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,0.99,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.01,1.01,1.0,1.01,0.98,1.0,0.0,1.0,0.0,0.99,0.0,1.0,0.98,0.99,1.0,0.0,0.0,0.99,1.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.98,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.99,1.01,0.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.01,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.02,0.99,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.01,0.0,0.0,1.01,1.0,0.0,0.0,0.98,0.0,1.96,0.0,0.0,0.0,0.0,0.0,1.01,0.0,1.0,0.99,0.0,12.0,11.9,1.0,0.0,1.0,1.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,0.99,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,1.94,1.0,0.99,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.01,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.99,1.0,1.0,0.0,1.01,0.0,0.99,1.0,0.0,1.96,1.0,1.0,0.0,1.0,0.0,0.99,1.0,0.0,0.0,0.98,1.0,1.0,1.0,0.99,0.0,0.0,0.99,1.96,0.0,1.01
311,0.0,0.99,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.01,0.0,1.0,1.0,1.0,0.0,23.0,0.0,0.99,0.0,0.0,1.0,0.98,1.01,1.0,0.0,1.0,0.99,1.0,0.0,0.0,0.99,1.01,20.63,0.0,0.99,0.0,0.0,0.0,0.0,1.01,0.0,0.0,1.0,0.0,1.01,0.0,1.0,0.99,1.0,1.0,0.0,0.0,0.99,1.0,0.99,0.99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.98,0.99,1.0,1.0,1.0,1.01,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.98,0.0,0.0,0.0,1.0,1.98,1.01,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.98,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
312,0.0,1.0,0.0,0.0,0.0,4.04,2.0,1.0,1.0,1.01,0.0,0.0,0.0,1.0,0.0,1.0,9.28,1.0,2.02,1.0,0.0,1.0,1.02,3.0,0.0,1.96,3.12,0.99,0.0,1.98,11.0,1.0,1.0,1.0,1.0,0.0,1.01,1.0,0.99,2.04,0.0,3.0,0.99,2.02,2.02,1.98,1.0,0.0,0.0,1.98,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.99,0.99,0.99,0.0,0.0,1.0,0.99,1.98,0.0,0.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.01,1.98,1.0,0.0,0.0,1.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.96,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99,1.01,1.01,0.0,0.0,0.0,0.0,1.01,0.0,0.0,1.0,0.0,0.0,1.01,1.0,1.02
313,1.0,18.0,1.0,0.0,14.0,12.0,19.0,14.85,1.0,16.83,13.27,0.0,0.0,1.98,0.99,1.01,0.0,3.0,23.0,1.03,0.99,2.02,2.04,21.0,1.01,3.03,20.0,19.19,2.0,0.0,0.0,0.99,0.0,0.0,13.33,10.0,0.0,1.0,2.97,20.79,2.0,19.0,14.29,20.2,22.0,20.41,2.0,19.0,1.0,2.02,18.37,0.0,17.0,14.29,1.01,15.0,0.0,0.0,16.0,14.0,1.0,1.0,19.0,1.0,1.0,0.99,17.17,23.0,16.16,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.02,0.98,16.33,0.98,1.96,1.02,14.14,16.16,17.17,14.0,14.0,16.33,15.15,0.0,0.0,0.0,1.01,14.29,1.0,0.0,0.0,0.0,0.99,1.0,1.0,1.0,0.98,14.85,14.14,0.0,0.0,1.0,0.0,0.0,17.17,0.0,0.0,14.85,1.0,15.0,0.0,15.15,0.99,1.01,11.11,13.0,0.0,1.0,1.0,14.0,0.0,1.0,11.0,0.97,0.0,0.0,0.0,1.0,14.0,1.0,0.0,11.22,0.0,1.0
314,15.0,0.0,19.0,20.0,0.99,0.0,1.0,0.0,3.0,1.01,1.0,13.0,10.1,13.0,12.0,12.12,0.0,21.0,0.0,21.78,15.15,22.0,22.77,1.02,19.8,20.39,0.0,0.0,19.39,13.73,1.0,6.0,1.0,1.01,32.43,0.0,12.12,12.12,17.0,0.0,18.18,1.98,0.0,1.01,1.98,1.98,18.0,0.0,21.43,17.82,0.0,9.0,0.0,0.0,11.0,0.0,16.16,14.85,0.0,0.99,14.14,3.96,0.0,23.0,23.0,18.18,0.0,0.99,0.0,16.33,16.33,13.86,10.89,9.9,0.99,10.1,17.17,16.16,1.0,14.0,17.0,15.15,2.0,1.0,0.0,1.0,1.0,1.96,0.0,17.0,16.33,13.86,14.0,0.0,13.13,14.14,6.06,16.33,14.29,17.0,4.0,15.15,15.31,0.0,1.0,14.29,14.14,13.86,15.0,16.16,0.0,13.86,14.71,1.02,14.14,1.0,13.86,1.01,15.15,13.0,1.0,1.0,12.0,13.0,16.16,1.0,13.13,10.89,1.0,14.14,12.0,14.14,16.16,14.14,2.02,14.71,14.0,0.99,13.27,15.31
315,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,1.0,1.0,1.98,1.0,1.01,1.0,0.0,0.0,0.0,0.0,0.99,1.0,1.0,0.0,0.0,0.0,0.98,0.0,0.0,1.01,0.0,15.31,1.0,1.0,1.0,1.0,1.0,1.01,0.0,1.0,0.0,0.0,1.0,1.01,1.01,0.0,0.0,0.0,0.0,1.98,0.99,0.0,0.0,1.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.99,1.0,0.99,0.0,0.0,0.99,1.01,1.0,1.02,1.0,0.0,0.99,0.0,0.0,1.0,1.01,0.0,1.0,1.0,0.0,1.0,0.99,0.0,0.0,0.0,1.0,2.97,1.96,1.01,1.0,1.0,1.0,1.98,1.0,0.0,0.0,0.0,0.99,1.0,1.0,1.0,0.0,1.01,0.0,0.99,0.0,0.0,1.02,0.0,2.0,0.0,0.0,0.0,0.0,2.02,0.0,0.99,0.0,0.0,0.99,1.01,0.0,0.99,2.04,0.0,1.01,1.01,0.0,1.0,1.0
316,0.0,0.0,0.0,0.0,0.0,1.01,0.99,1.0,0.0,0.0,1.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.14,0.0,0.0,0.0,0.0,1.96,1.01,1.0,1.0,0.0,0.0,0.99,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,0.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.01,1.98,1.01,0.0,1.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.01,0.0,1.01,1.0,0.0,1.01,0.0,0.0,0.0,2.0,1.0,1.01,1.0,0.99,1.01,0.0,0.0,0.0,1.01,1.0,0.99,0.0,0.99,0.99,0.0,0.0,0.0,1.0,0.0,0.0,1.01,0.0,0.0,1.01,0.0,1.01,0.99,1.0
317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,0.0,1.01,0.0,1.0,1.01,0.98,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.01,13.13,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,1.01,1.0,0.0,1.0,0.99,0.0,0.0,0.0,1.0,1.01,0.0,0.0,0.0,0.99,0.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.01,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.98,0.0,1.0,1.0,1.0,0.99,0.0,0.0,0.0,2.0,0.0,0.0,0.98,0.0,0.0,0.0,1.0,1.0,2.0,1.98,1.01,1.98
318,0.0,0.0,0.99,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.98,1.01,0.0,1.01,0.0,0.99,0.99,0.0,1.0,0.99,0.99,0.0,0.0,1.0,1.0,0.99,1.0,0.0,0.0,1.01,1.0,1.98,1.0,2.0,2.0,1.01,0.0,1.01,0.0,0.0,0.99,1.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.99,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.01,1.01,0.0,1.0,1.0,1.0,0.0,1.0,1.94,1.98,1.01,0.99,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.02,0.0,0.98,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.01,1.01,1.01,1.0,1.0,0.99,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.98,1.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.01,0.0,0.0
319,0.0,15.0,0.0,0.0,15.15,19.61,17.17,18.0,0.99,17.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.98,18.45,1.01,0.0,0.0,0.0,21.78,1.0,0.0,23.23,18.0,0.0,0.99,0.0,0.0,1.01,0.0,1.01,13.0,0.0,0.0,0.0,18.37,0.0,17.35,12.12,20.0,21.21,20.0,0.0,20.0,0.98,1.0,18.18,0.0,11.11,13.0,1.0,14.14,1.0,0.0,14.85,14.14,1.0,0.0,17.17,0.0,0.0,0.0,21.21,18.18,17.0,0.0,1.0,0.0,0.99,0.0,14.0,0.0,1.0,1.01,15.15,0.0,0.0,1.0,14.14,15.0,14.0,14.14,11.88,13.0,11.0,0.0,0.0,1.0,1.01,9.09,1.0,1.0,1.01,0.0,0.0,1.0,0.0,0.0,0.0,16.0,14.85,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,13.13,0.0,14.0,0.99,14.0,1.0,1.0,13.27,11.11,1.0,1.0,1.0,10.31,0.0,1.98,10.1,0.0,0.99,0.0,1.0,1.0,17.0,1.0,2.0,15.0,0.0,0.99
